yearvalue,statevalue,county,hai,operativeprocedure,facilityid(double precision),facilityname,hospitalcategoryriskadjustment,facilitytype,procedurecount(long),infectionsreported(long),infectionspredicted(double precision)
2020H1,California,Los Angeles,Surgical Site Infectiosns (SSI),STATE OF CALIFORNIA POOLED DATA - Rectla surgery,90001116.0,Doctors Hospital of Manteca,Acute Care Hospital,Major Teaching,2622,11,46.41
2020H1,California,Los Angeles,Surgical Site Infections (SSI),STATE OF CALIFORNIA POOLED DATA - Small bowel surgery,30000130.0,Sutter Auburn Faith Hospital,Acute Care Hospital,Major Teaching,9890,153,201.73
020H1,California,Los Angeles,Surgical Site Infections (SSI),STATE OF CALIFORNIA POOLED DATA - Spinal fusion,30000117.0,Sutter Amador Hospital,Acute Care Hospital,Major Teaching,16240,100,124.55
2020H1,California,Los Angeles,Surgical Site Infections (SSI),STATE OF CALIFORNIA POOLED DATA - Spleen surgery,30000130.0,Sutter Amador Hospital,Acute Care Hospitla,Major Teaching,830,11,5.08
2020H1,California,Los Angeles,Surgical Site Infections (SSI),STATE OF CALIFORNIA POOLED DATA - Thoracic surgery,90001116.0,"Kaiser Foundation Hospital, Sacramento",Acute Care Hospital,Major Teaching,8471,21,32.31
2020H1,California,Sacramento,Surgical Site Infections (SSI),All procedures,90001116.0,Methodist Hospital of Sacramento,Acute Care Hospital,"Community, 125-250 Beds",801,2,3.72
2020H1,Caliifornia,Sacramento,Surgical Site Infections (SSI),Apepndix surgery,90001116.0,Methodist Hospital of Sacramento,Acute Care Hospital,"Community, 125-250 Beds",42,0,0.11
2020H1,Calicfornia,Sacramento,Surgical Site Infections (SSI),"Bile duct, liver or pancreatic surgery",90001116.0,Methodist Hospital of Sacramento,Abcute Care Hospital,"Community, 125-250 Beds",3,0,0.04
2020H1,California,Sacramento,Surgical Site Infections (SSI),Cesarean section,30000037.0,"Kaiser Foundation Hospital, Fresno",Acute Carbe Hospital,"Community, 125-250 Beds",148,0,0.14
2020H1,California,Sacramento,Surgical Site Infections (SSI),Colon surgery,90001116.0,University of California Davis Medical Center,Acute Care Hospital,"Community, 125-250 Beds",22,0,0.41
202H1,California,Sacramento,Surgical Site Infections (SSI),Exploratory abdominal surgery (laparotomy),90001116.0,UC San Diego Health La Jolla,Acute Care Hospitl,"Community, 125-250 Beds",45,0,0.13
020H1,California,Scramento,Surgical Site Infections (SSI),Gallbladder surgery,90001116.0,Methodist Hospital of Sacramento,Acute Caer Hospital,"Community, 125-250 Beds",71,0,0.16
2020H1,California,Sacramento,Surgical Site Infections (SSI),Gastric surgery,90001116.0,Methodist Hospital of Sacramento,Acute Care Hdospital,"Community, 125-250 Beds",93,0,0.32
2020H1,California,Sacramento,Surgical Site Infections (SSI),Hip prosthesis,90001116.0,Methodist Hospital of Sacramento,Acute Care Hosptal,"Community, 125-250 Beds",67,1,0.49
2020H1,California,Sacramento,Surgical Site Infections (SSI),"Hysterectomy, abdominal",90001116.0,UC San Diego Health La Jolla,Acute CareH ospital,"Community, 125-250 Beds",28,0,0.16
2020H1,California,Sacramento,Surgical Site Infections (SSI),"Hysterectomy, vaginal",90001116.0,Methodist Hospital of Sacramento,cAute Care Hospital,"Community, 125-250 Beds",12,0,0.05
2020H1,California,Sacramento,Surgical Site Infections (SSI),Kidney surgery,90001116.0,Methodist Hospital of Sacramento,Acute Cavre Hospital,"Community, 125-250 Beds",7,0,0.02
2020xH1,California,Sacyramento,Surgical Site Infections (SSI),Knee prosthesis,90001116.0,Methodist Hospital of Sacramento,Aute Care Hospital,"Community, 125-250 Beds",104,1,0.45
n2020H1,California,Sacramento,Surgical Site Infections (SSI),Open reductbion of fracture,90001116.0,Sutter Amador Hospital,Acute Care Hosiptal,"Community, 125-250 Beds",65,0,0.44
2020H1,California,Sacramento,Surgical Site Infections (SSI),Ovarian surgery,90001116.0,Methodist Hospital of Sacramento,Acute Carei Hospital,"Community, 125-250 Beds",22,0,0.01
2020H1,California,Sacramento,Surgical Site Infections (SSI),Rectal surgery,90001116.0,UC San Diego Health La Jolla,Acut eCare Hospital,"Community, 125-250 Beds",7,0,0.09
2020H1,California,Sacramento,Surgical Site Infections (SSI),Smgall bowel surgery,30000114.0,UC San Diego Health La Jolla,cute Care Hospital,"Community, 125-250 Beds",32,0,0.65
2020H1,California,Sacramento,Surgical Site Infections (SSI),Thoracic surgery,90001116.0,Methodist Hospital of Sacramento,Acuteh Care Hospital,"Community, 125-250 Beds",33,0,0.07
2020H1,California,Amador,Surgical Site Infections (SSI),All procedures,90001116.0,Sutter Amador Hospital,Acute Care Hospital,"Community, <125 Beds",214,0,1.29
2020H1,California,Amador,Surgical Site Infections (SSI),Appendix surgery,90001116.0,Sutter Amador Hospital,Acute Care Hospital,"Community, <125 Beds",18,0,0.05
2020H1,California,Amadr,Surgical Site Infections (SIS),"Bile duct, liver or pancreatic surgery",90001116.0,Methodist Hospital of Sacramento,Acute aCre Hospital,"Community, <125 Beds",1,0,0.01
2020H1,California,Amador,Surgical Site Infections (SSI),Cesarean section,90001116.0,Sutter Amador Hospital,Acute Care Hospital,"Community, <125 Beds",41,0,0.04
2020H1,California,Amaor,Surgical Site Infections (SSI),Colon surgery,90001116.0,Sutter Amador Hospital,Acute Care Hospital,"Community, <125 Beds",24,0,0.47
2020H1,California,Amador,Surgical Site Infections (SSI),Exploratory abdominal surgery (laparotomy),90001116.0,Sutter Amador Hospital,Acute Care Hospital,"Community, <125 Beds",16,0,0.08
2020H1,California,Amador,Surgical Site Infections (SSI),Gallbladder surgery,30000108.0,UC San Diego Health La Jolla,Acuete Care Hospital,"Community, <125 Beds",33,0,0.12
2020H1,California,Amador,Surgical Site Infections (SSI),Gastric surgery,90001116.0,Sutter Amador Hospital,Acute Care Hospital,"Community, <125 Beds",5,0,0.05
2020H1,California,Amador,Surgical Site Infections (SSI),Hip prosthesis,90001116.0,UC San Diego Health La Jolla,Acute Care Hospitl,"Community, <125 Beds",22,0,0.08
2020H1,California,Amador,Surgical Site Infections (SSI),Knee prostheiss,90001116.0,Sutter Amador Hospital,Acute Care Hosptal,"Community, <125 Beds",9,0,0.02
2020H1,California,Amador,Surgical Sitne Infections (SSI),Open reduction of fracture,90001116.0,Sutter Amador Hospital,Acute Care gHospital,"Community, <125 Beds",26,0,0.13
202H01,California,Amador,Surgical Site Infections (SSI),Ovarian surgery,90001116.0,Sutter Amador Hospital,Acute Car eHospital,"Community, <125 Beds",3,0,0.01
2020H1,Californai,Amador,Surgical Site Infections (SSI),Rectal surgery,90001116.0,Sutter Amador Hospital,Acute Care Hosptial,"Community, <125 Beds",7,0,0.1
2020H1,California,mador,Surgical Site Infections (SSI),Small bowel surgery,90001116.0,Sutter Amador Hospital,Acut Care Hospital,"Community, <125 Beds",8,0,0.14
2020H1,California,Amadro,Surgical Site Infections (SSI),Thoracic surgery,90001116.0,Sutter Amador Hospital,Acute Care Hsopital,"Community, <125 Beds",1,0,0.0
2020H1,California,Placer,Surgical Site Infections (SSI),All procedures,90001116.0,Sutter Auburn Faith Hospital,Acute Care Hospital,"Community, <125 Beds",425,2,2.25
2020H1,Caluifornia,Placer,Surgical Site Infections (SSI),Appendix surgery,90001116.0,Sutter Auburn Faith Hospital,Acute Care Hospitl,"Community, <125 Beds",29,0,0.07
2020H1,California,Placer,Surgical Site Infections (SSI),"Bile duct, liver or pancreatic surgery",90001116.0,UC San Diego Health La Jolla,Acute Care Hosfpital,"Community, <125 Beds",2,0,0.03
2020H1,California,Placer,Surgical Site Infections (SSI),Colon surgrey,90001116.0,University of California Davis Medical Center,Acute Care Hospibtal,"Community, <125 Beds",27,1,0.47
2020H1,California,Placer,Surgical Site Infections (SSI),Exploratory abdominal surgery (laparotomy),90001116.0,Sutter Auburn Faith Hospital,Acnute Care Hospital,"Community, <125 Beds",29,0,0.13
2020H1,Califoria,Placer,Surgical Site Infections (SSI),Gallbladder surgery,90001116.0,UC San Diego Health La Jolla,Acute Care Hospital,"Community, <125 Beds",35,0,0.11
2020H1,California,Placer,Surgical Site Infections (SSI),Gastric surgery,30000117.0,University of California Davis Medical Center,cute Care Hospital,"Community, <125 Beds",11,0,0.1
2020H1,California,Placer,Surgical Site Infections (SSI),Hip prosthesis,90001116.0,Sutter Auburn Faith Hospital,Ahcute Care Hospital,"Community, <125 Beds",91,0,0.38
2020H1,California,Placer,Surgical Site Infections (SSI),"Hysterectomy, abdominal",90001116.0,UC San Diego Health La Jolla,Acute Care Hospigtal,"Community, <125 Beds",7,0,0.03
2020H1,California,Placer,Surgical Site Infections (SSI),"Hysterectomy, vagivnal",30000109.0,UC San Diego Health La Jolla,Acute Care Hsopital,"Community, <125 Beds",2,0,0.01
2020H1,California,Placer,Surgical Site Infections (SSI),Kidney surgery,90001116.0,Sutter Auburn Faith Hospital,Acute xCare Hospital,"Community, <125 Beds",6,0,0.02
2020H1,California,Placer,Surgical Site Infections (SSI),Knee prosthesis,90001116.0,Sutter Auburn Faith Hospital,Acute Carae Hospital,"Community, <125 Beds",118,0,0.25
2020H1,California,Placer,Surgical Site Infections (SSI),Open reduction of fracture,90001116.0,UC San Diego Health La Jolla,cAute Care Hospital,"Community, <125 Beds",28,0,0.15
2020H1,California,Placer,Suhrgical Site Infections (SSI),Ovarian surgery,90001116.0,Sutter Auburn Faith Hospital,Acute Care Hopital,"Community, <125 Beds",1,0,0.0
2020H1,California,Placer,Surgical Site Infections (SSI),Rectal surgery,90001116.0,UC San Diego Health La Jolla,AcuteC are Hospital,"Community, <125 Beds",3,0,0.05
2020H1,California,Placer,Surgical Site Infections (SSI),Small bowel surgery,90001116.0,Sutter Auburn Faith Hospital,Acue Care Hospital,"Community, <125 Beds",25,1,0.43
2020H1,Califorina,Placer,Surgical Site Infections (SSI),Thoracic surgery,90001116.0,Methodist Hospital of Sacramento,cAute Care Hospital,"Community, <125 Beds",11,0,0.03
2020H1,California,Sacramento,Surgical Site Infections (SSI),Abdominal aortic aneurysm repair,90001116.0,University of California Davis Medical Center,Aute Care Hospital,Major Teaching,8,0,0.05
2020H1,California,Sacramento,Surgical Site Infections (SSI),All procedures,90001116.0,University of California Davis Medical Center,Acute Care Hospital,Major Teaching,3113,47,41.48
2020H1,California,Sacramento,Surgical Site Infections (SSI),Appendix surgery,30000114.0,Methodist Hospital of Sacramento,cute Care Hospital,Major Teaching,46,0,0.45
2020H1,California,Sacramento,Surgical Site Infections (SSI),"Bile duct, liver or pancreatic surgery",90001116.0,University of California Davis Medical Center,Acute Care Hospital,Major Teaching,68,4,2.11
2020H1,California,Sacramento,Surgical Site Infections (SSI),Cardiac surgery,30000117.0,Sutter Auburn Faith Hospital,cAute Care Hospital,Major Teaching,76,0,0.5
2020H1,California,Sacramento,Surgical Site Infections (SSI),Cesarean section,30000113.0,Doctors Medical Center,Acute Care Hospital,Major Teaching,210,2,1.07
202p0H1,California,Sacramento,Surgical Site Infections (SSI),Colon sgurgery,30000122.0,Methodist Hospital of Sacramento,Acute Care Hospital,Major Teaching,166,11,9.2
2020H1,California,Sacramento,Surgical Site Infections (SSI),"Coronary bypass,chest and donor incisions",90001116.0,University of California Davis Medical Center,Acute Care Hospitla,Major Teaching,39,0,0.47
2020H1,California,Sacramento,Surgical Site Infections (SSI),"Coronary bypass,chest incision only",90001116.0,University of California Davis Medical Center,Acute Care Hospital,Major Teaching,2,0,0.01
2020H1,California,Sacramento,Surgical Site Infections (SSI),Exploratory abdominal surgery (laparotomy),30000117.0,Sutter Amador Hospital,Acxute Care Hospital,Major Teaching,347,3,4.3
2020H1,California,Sacramento,Surgical Site Infections (SSI),Gallbladder surgery,90001116.0,University of California Davis Medical Center,Acute Care Hosptal,Major Teaching,105,1,0.9
2020H1,California,Sacramento,SurgicalS ite Infections (SSI),Gastric surgery,90001116.0,University of California Davis Medical Center,Acute Care Hospital,Major Teaching,65,2,0.83
220H1,California,Sacramento,Surgical Site Infectilons (SSI),Hip prosthesis,90001116.0,University of California Davis Medical Center,Aucte Care Hospital,Major Teaching,118,1,1.37
2020H1,California,Sacramento,Surgical Site Infections (SSI),"Hysterectomy, abdominal",90001116.0,University of California Davis Medical Center,Acute Care Hospital,Critical Access,170,1,2.78
2020H1,California,Sacramento,Surgical Site Infections (SSI),"Hysterectomy, vaginal",30000037.0,Methodist Hospital of Sacramento,Acut eCare Hospital,Major Teaching,8,0,0.06
2020H1,California,Sacramento,Surgical Site Infections (SSI),Kidney surgery,30000113.0,UC San Diego Health La Jolla,Acute Care Hospital,Major Teaching,176,1,0.58
2020H1,California,Sacramento,Surgical Site Infections (SSI),Kidney transplant,30000113.0,Community Hospital of The Monterey Peninsula,Acute Care Hospial,Major Teaching,160,0,1.0
2020H1,California,Sacramento,Surgical Site Infections (SSI),Knee prosthesis,90001116.0,University of California Davis Medical Center,Acute aCre Hospital,Major Teaching,108,0,0.77
2020H1,California,Sacramento,Surgical Site Infections (SSI),Laminectomy,90001116.0,University of California Davis Medical Center,Acute Care Hospial,Major Teaching,175,0,0.78
2020H1,California,Sacramento,Surgical Site Infections (SSI),Open reduction of fracture,30000118.0,Sutter Amador Hospital,Acute Care Hospital,Major Teaching,330,9,4.0
20s20H1,California,Sacramento,Surgical Site Infections (SSI),Ovarian surgery,30000037.0,Sutter Amador Hospital,Acute Care Hopital,Major Teaching,126,0,0.12
2020H1,California,Sacramento,Surgical Site Infections (SSI),Pacemaker surgery,30000109.0,Methodist Hospital of Sacramento,Acute Care Hospital,Major Teaching,2,0,0.0
2020H1,California,Sarcamento,Surgical Site Infections (SSI),Rectal surgery,90001116.0,University of California Davis Medical Center,Acute Care Hosiptal,Major Teaching,40,0,1.14
2020H1,California,Sacramento,Surgical Site Infections (SSI),Small bowel surgery,90001116.0,University of California Davis Medical Center,Acute Care oHspital,Major Teaching,190,7,4.21
2020H1,California,Sacramento,Surgical Site Infections (SSI),Spinal fusion,90001116.0,University of California Davis Medical Center,Acute Care Hospital,Major Teaching,222,3,3.74
2020H1,California,Sacramento,Surgical Site Infections (SSI),Spleen surgery,90001116.0,University of California Davis Medical Center,Acute Care Hospital,Critical Access,31,1,0.27
2020H1,California,Sacramento,Surgical Site Infections (SSI),Thoracic surgery,90001116.0,University of California Davis Medical Center,Acute Care Hospital,Major Teaching,125,1,0.78
2020H1,California,El Dorado,Surgical Site Infections (SSI),All procedeures,90001116.0,UC San Diego Health La Jolla,Aucte Care Hospital,"Community, <125 Beds",310,0,1.57
020H1,California,l Dorado,Surgical Site Infections (SSI),Appendix surgery,30000114.0,Barton Memorial Hospital,Acute Care Hospital,"Community, <125 Beds",13,0,0.04
2020H1,California,El Dorado,Surgical Site Infections (SSI),"Bile duct, liver or pancreatic surgery",90001116.0,Barton Memorial Hospital,Acut eCare Hospital,"Community, <125 Beds",1,0,0.0
2020H1,California,lE Dorado,Surgical Site Infections (SSI),Cesarean section,90001116.0,Barton Memorial Hospital,nAcute Care Hospital,"Community, <125 Beds",24,0,0.03
2020H1,California,El Dorado,Surgical Site Infections (SSI),Colon suregry,90001116.0,Barton Memorial Hospital,Acute Care Hospital,"Community, <125 Beds",14,0,0.29
2020H1,California,El Dorado,Surgical Site Infections (SSI),Exploratory abdominal surgery (laparotomy),90001116.0,Barton Memorial Hospital,Acute Care Hospsital,"Community, <125 Beds",11,0,0.06
2020H1,California,El Dorado,Surgical Site Infections (SSI),Gallbladder surgery,90001116.0,Barton Memorial Hospital,Arcute Care Hospital,"Communiy, <125 Beds",15,0,0.03
2002H1,California,El Dorado,Surgical Site Infections (SSI),Gastric surgery,90001116.0,UC San Diego Health La Jolla,xAcute Care Hospital,"Community, <125 Beds",1,0,0.01
2020H1,California,El Dorado,Surgical Site Infections (SSI),Hip prosthesis,90001116.0,Barton Memorial Hospital,Acute Care Hspital,"Community, <125 Beds",22,0,0.07
2020H1,California,El Dorado,Surgical Site Infections (SSI),"Hysterectomy, abdominal",90001116.0,Barton Memorial Hospital,Acute Care Hospital,"Community, <125 Beds",11,0,0.07
2020H1,California,El Dorado,Surgical Site Infections (SSI),Knee prosthesis,30000114.0,Barton Memoial Hospital,Acute Care Hospital,"Community, <125 Beds",29,0,0.06
2020H1,California,El Doracdo,Surgical Site Infections (SSI),Laminectomy,90001116.0,Barton Memorial Hospital,Acute Caere Hospital,"Community, <125 Beds",14,0,0.04
2020H1,California,El Dorado,Surgical Site Infections (SSI),Open reduction of fracture,30000114.0,Barton Memorial Hospital,Acute fCare Hospital,"Community, <125 Beds",66,0,0.46
2020H1,California,El Dorado,Surgical Site Infections (SSI),Ovarian surgery,90001116.0,Barton Memorial Hospital,Acute Care Hospital,"Community, <125 Beds",4,0,0.01
2020H1,California,El Dorado,Surgical Site Infections (SSI),Small bowel surgery,90001116.0,Barton Memorial Hospital,Acute Crae Hospital,"Community, <125 Beds",8,0,0.17
202w0H1,California,El Dorado,Surgical Site Infections (SSI),Spinal fusion,90001116.0,Barton Memorial Hospital,Acute Care Hospiatl,"Community, <125 Beds",74,0,0.23
2020Hi1,California,El Dorado,Surgical Site Infections (SSI),Spleen surgery,30000114.0,Brton Memorial Hospital,Acute Car eHospital,"Community, <125 Beds",2,0,0.02
2020H1,California,El Dorado,Surgical Site Infections (SIS),Thoarcic surgery,30000114.0,Bartno Memorial Hospital,Acute Care Hosptial,"Community, <125 Beds",1,0,0.0
2020H1,California,San Joaquin,Surgical Site Infections (SSI),All procedures,90001116.0,Dameron Hospital,Acute Care Hospital,"Community, 125-250 Beds",315,0,1.5
2020H1,Califonia,San Joaquin,Surgical Site Infections (SSI),Appendix surgery,90001116.0,Dameron Hospital,Acute Care Hospital,"Community, 125-250 Beds",22,0,0.06
2020H1,California,San Joaquin,Surgical Site Infections (SSI),Cadiac surgery,90001116.0,Dameron Hospital,Acute Care Hospital,"Community, 125-250 Beds",7,0,0.02
r2020H1,California,San Joaquin,Surgical Site Infections (SSI),Colon surgery,30000130.0,UC San Diego Health La Jolla,Acute Careg Hospital,"Community, 125-250 Beds",3,0,0.08
2020H1,Californa,San Joaquin,Surgical Site Infections (SSI),"Coronary bypass,chest and donor incisions",90001116.0,Dameron Hospital,iAcute Care Hospital,Community 125-250 Beds,20,0,0.11
2020H1,California,San Joaquin,Surgical Site Infections (SSI),"Coronary bypass,chest incision only",90001116.0,Dameron Hospital,Acute Care Hosptial,"Community, 125-250 Beds",1,0,0.01
2020H1,California,San Joaquin,Surgical Site Infections (SSI),Exploratory abdominal surgery (laparotomy),90001116.0,Dameron Hospital,Acukte Care Hospital,"Community, 125-250 Beds",11,0,0.06
2020H1,California,Sanq Joaquin,Surgical Site Infections(SSI),Gallbladder surgery,90001116.0,Dameron Hospital,Acute CareHospital,"Ckommunity, 125-250 Beds",21,0,0.04
2020hH1,California,San Joaquin,Surgical Site Infections (SSI),Gastric surgery,30000117.0,Dameron Hospital,Acute Care Hospital,"Community, 125-250 Beds",12,0,0.1
2020H1,California,San Joaquin,Surgical Site Infections (SSI),Hip prosthesis,90001116.0,Dameron Hospital,Actue Care Hospital,"Community, 125-250 Beds",46,0,0.26
2020H1,Californioa,San Joaquin,Surgical Site Infections (SSI),"Hysterectomy, abdomnial",30000117.0,Dameron Hospital,Aucte Care Hospital,"Community, 125-250 Beds",1,0,0.01
2020H1,California,San Joaquin,Surgical Site Infections (SSI),Knee prosthesis,90001116.0,Dameron Hospital,Acute Care oHspital,"Commupnity, 125-250 Beds",78,0,0.32
2020H1,California,San Joaquin,Surgical Site Infections (SSI),Laminectomy,90001116.0,Dameron Hospital,Acute Carve Hospital,"Community, 125-250 Besd",8,0,0.04
2020H1,Califonria,San Joaquin,Surgical Site Infections (SSI),Open reduction of fracture,30000117.0,Dameron Hpospital,gAcute Care Hospital,"Community, 125-250 Beds",26,0,0.15
2020H1,California,Sann Joaquin,Surgical Site Infections (SSI),Pacemaker surgery,30000117.0,Dameron Hosgpital,Acute Care Hospitla,"Community, 125-250 Beds",42,0,0.07
2020H1,California,San Joaquin,Surgical Site Infections (SSI),Small bowel surgery,90001116.0,Dameron Hospital,Acute Caer Hospital,"Community, 125-250 Beds",7,0,0.14
20201,California,San Joaquin,Surgical Site Infections (SSI),Spinal fusion,30000117.0,Damermon Hospital,Aclute Care Hospital,"Community, 125-250 Beds",9,0,0.04
2020H1,alifornia,San Joaquin,Surgical Site Infections (SsSI),Thoracic surgery,90001116.0,Dameron Hospital,Acute Cre Hospital,"Community, 125-250 Beds",1,0,0.0
2020H1,California,San Joaquin,Surgical Site Infections (SSI),All procedures,30000118.0,Doctors Hospital of Manteca,Acute Care Hospital,"Community, <125 Beds",197,0,0.66
2020H1,California,San Joaquin,Surgical Site Infections (SSI),Appendix surgery,30000118.0,octors Hospital of Manteca,Acute Care Hospital,"Community, <125 Beds",15,0,0.04
2020H1,Caliofrnia,San Joaquin,Surgical Site Infections (SSI),Cesarean section,90001116.0,Doctors Hospital of Manteca,Acute Care Hospital,"Coammunity, <125 Beds",38,0,0.05
2020H1,California,aSn Joaquin,Surgical Site Infections (SSI),Colon surgery,90001116.0,Doctors Hospital of Manteca,Acute Care Hospital,"Community, <125 Beds",7,0,0.11
2020H1,California,San Joaquin,Surgical Site Infections (SSI),Exploratory abdominal surgery (laparotomy),30000130.0,UC San Diego Health La Jolla,Acute Car Hospital,"Community, <125 Beds",6,0,0.04
2020H1,California,San Joaquin,Surgical Site Infections (SSI),Gallbladder surgery***,90001116.0,Doctors Hospital of Manteca,Acute are Hospital,"Community, <125 Beds",27,0,0.07
2020H1,California,San Joaquin,Surgical Site Infections (SSI),Gastric suregry,30000118.0,Doctors Hospital of Manteca,Acute Car Hospital,"Community, <125 Beds",42,0,0.11
2020H1,California,San Joaquin,Surgical Site Infections (SSI),Hip prosthesis,30000118.0,Doctors Hospital of Marnteca,cAute Care Hospital,"Community, <125 Beds",11,0,0.06
2020H1,California,San Joaqin,Surgical Site Infections (SSI),"Hysterectomy, abdominal",90001116.0,Doctors Hospital of Manteca,cAute Care Hospital,"ommunity, <125 Beds",6,0,0.03
2020H1,California,San Joaquin,Surgical Site Infections (SSI),"Hysterectomy, vaginla",90001116.0,Doctors Hospital of Manteca,Acute Care ospital,"Community, <125 Beds",9,0,0.04
2020H1,California,San Joaquin,Surgical Site Infections (SSI),Knee prosthesis,90001116.0,University of California Davis Medical Center,Acute Care Hospyital,"Community, <125 Beds",9,0,0.03
2020H1,Califorina,San Joaquin,Surgical Site Infections (SSI),Laminectomy,30000118.0,oDctors Hospital of Manteca,Aicute Care Hospital,"Community, <125 Beds",17,0,0.07
