OBJECTID,STATEABBR,PRINMERCD,PRINMER,TWNSHPNO,TWNSHPFRAC,TWNSHPDIR,RANGENO,RANGEFRAC,RANGEDIR,TWNSHPDPCD,PLSSID,TWNSHPLAB,SRVNAME,SURVTYP,SURVTYPTXT,SOURCEDATE,SOURCEREF,SHAPE_Length,SHAPE_Area
29,OK,17,Indian Meridian,020,0,N,020,0,W,0,OK170200N0200W0,20N 20W,,,,,,38774.2412327663,93601903.9048772
30,OK,17,Indian Meridian,012,0,N,016,0,W,0,OK170120N0160W0,12N 16W,,,,,,38411.5669452402,91983259.8013393
31,OK,17,Indian Meridian,013,0,N,021,0,W,0,OK170130N0210W0,13N 21W,,,,,,38627.0412903204,92938084.6757365
32,OK,17,Indian Meridian,005,0,N,004,0,W,0,OK170050N0040W0,5N 4W,,,,,,38721.1432719389,93434681.3567283
33,OK,17,Indian Meridian,007,0,N,006,0,W,0,OK170070N0060W0,7N 6W,,,,,,38664.0079544977,93165798.3611215
34,OK,17,Indian Meridian,001,0,S,005,0,W,0,OK170010S0050W0,1S 5W,,,,,,38739.0626309369,93557434.7311512
35,OK,17,Indian Meridian,013,0,N,026,0,W,0,OK170130N0260W0,13N 26W,,,,,,36849.8623263721,83954948.7054607
36,OK,17,Indian Meridian,004,0,N,004,0,E,0,OK170040N0040E0,4N 4E,,,,,,38575.3514350237,92760052.4008832
37,OK,17,Indian Meridian,017,0,N,015,0,W,0,OK170170N0150W0,17N 15W,,,,,,38505.5589779589,92106458.9214055
38,OK,17,Indian Meridian,007,0,S,002,0,E,0,OK170070S0020E0,7S 2E,,,,,,38634.9539173758,93054592.9501646
39,OK,17,Indian Meridian,009,0,N,005,0,W,0,OK170090N0050W0,9N 5W,,,,,,38680.79883472,93236954.8112379
40,OK,17,Indian Meridian,026,0,N,024,0,W,0,OK170260N0240W0,26N 24W,,,,,,38949.6602563425,94406841.1787958
41,OK,17,Indian Meridian,027,0,N,025,0,W,0,OK170270N0250W0,27N 25W,,,,,,38800.5197349091,93759765.4587815
42,OK,17,Indian Meridian,018,0,N,025,0,W,0,OK170180N0250W0,18N 25W,,,,,,38595.8211160443,92779913.9267165
43,OK,17,Indian Meridian,001,0,N,001,0,E,0,OK170010N0010E0,1N 1E,,,,,,38606.4030577294,92855034.6934856
44,OK,17,Indian Meridian,008,0,N,006,0,E,0,OK170080N0060E0,8N 6E,,,,,,38608.3709377994,92904655.3110337
45,OK,17,Indian Meridian,008,0,S,001,0,W,0,OK170080S0010W0,8S 1W,,,,,,32166.0095474552,23013346.0387214
46,OK,17,Indian Meridian,029,0,N,014,0,W,0,OK170290N0140W0,29N 14W,,,,,,31518.1724054672,60454129.1026401
47,OK,17,Indian Meridian,018,0,N,026,0,W,0,OK170180N0260W0,18N 26W,,,,,,35431.0350491888,76740727.0755248
48,OK,17,Indian Meridian,021,0,N,022,0,W,0,OK170210N0220W0,21N 22W,,,,,,38666.5322430901,93206760.1146989
49,OK,17,Indian Meridian,006,0,S,006,0,W,0,OK170060S0060W0,6S 6W,,,,,,38697.5036872229,93357699.2678182
50,OK,17,Indian Meridian,024,0,N,019,0,W,0,OK170240N0190W0,24N 19W,,,,,,38763.6814088341,93482148.7769652
51,OK,17,Indian Meridian,017,0,N,009,0,W,0,OK170170N0090W0,17N 9W,,,,,,38602.8112512592,92819642.1043027
52,OK,17,Indian Meridian,001,0,N,008,0,W,0,OK170010N0080W0,1N 8W,,,,,,38678.1332785395,93326529.0416542
53,OK,17,Indian Meridian,015,0,N,023,0,W,0,OK170150N0230W0,15N 23W,,,,,,38585.7898690853,92666926.1847746
54,OK,17,Indian Meridian,003,0,S,006,0,W,0,OK170030S0060W0,3S 6W,,,,,,38750.6036731142,93583032.4224312
55,OK,17,Indian Meridian,007,0,N,006,0,E,0,OK170070N0060E0,7N 6E,,,,,,38589.8018198888,92671238.9411008
56,OK,17,Indian Meridian,008,0,N,007,0,E,0,OK170080N0070E0,8N 7E,,,,,,38628.4376900365,93016012.5705279
57,OK,17,Indian Meridian,002,0,N,007,0,W,0,OK170020N0070W0,2N 7W,,,,,,38701.0026707248,93338749.0633134
58,OK,17,Indian Meridian,026,0,N,008,0,W,0,OK170260N0080W0,26N 8W,,,,,,38716.8113985356,93422119.5540911
59,OK,17,Indian Meridian,023,0,N,006,0,W,0,OK170230N0060W0,23N 6W,,,,,,38548.519684643,92634293.07485
60,OK,17,Indian Meridian,003,0,S,001,0,W,0,OK170030S0010W0,3S 1W,,,,,,38679.8973419788,93223809.7277927
61,OK,17,Indian Meridian,020,0,N,014,0,W,0,OK170200N0140W0,20N 14W,,,,,,38502.0461782983,92278086.1925158
62,OK,17,Indian Meridian,010,0,N,025,0,W,0,OK170100N0250W0,10N 25W,,,,,,38624.0430545119,92944896.7626192
63,OK,17,Indian Meridian,020,0,N,011,0,W,0,OK170200N0110W0,20N 11W,,,,,,38556.0992075911,92622594.0232293
64,OK,17,Indian Meridian,013,0,N,024,0,W,0,OK170130N0240W0,13N 24W,,,,,,38617.61319062,92915758.6114214
65,OK,17,Indian Meridian,004,0,N,001,0,E,0,OK170040N0010E0,4N 1E,,,,,,38672.9270068294,93128583.5546173
66,OK,17,Indian Meridian,024,0,N,020,0,W,0,OK170240N0200W0,24N 20W,,,,,,38905.3528703098,94317471.3686769
67,OK,17,Indian Meridian,007,0,N,002,0,W,0,OK170070N0020W0,7N 2W,,,,,,38728.806709784,93416170.1045013
68,OK,17,Indian Meridian,020,0,N,009,0,W,0,OK170200N0090W0,20N 9W,,,,,,38462.0431840466,92068389.8058058
69,OK,17,Indian Meridian,006,0,N,007,0,E,0,OK170060N0070E0,6N 7E,,,,,,38664.0564843705,93182156.738418
70,OK,17,Indian Meridian,011,0,N,027,0,W,0,OK170110N0270W0,11N 27W,,,,,,21184.427647686,4118958.97802533
71,OK,17,Indian Meridian,019,0,N,019,0,W,0,OK170190N0190W0,19N 19W,,,,,,38551.4278392412,92541990.5120723
72,OK,17,Indian Meridian,011,0,N,022,0,W,0,OK170110N0220W0,11N 22W,,,,,,38581.7588696387,92763501.5120918
73,OK,17,Indian Meridian,026,0,N,025,0,W,0,OK170260N0250W0,26N 25W,,,,,,38812.9771617002,93961188.8097364
74,OK,17,Indian Meridian,027,0,N,003,0,W,0,OK170270N0030W0,27N 3W,,,,,,38646.0034949998,93100183.9717595
75,OK,17,Indian Meridian,022,0,N,021,0,W,0,OK170220N0210W0,22N 21W,,,,,,38592.5725349739,92822234.0061953
76,OK,17,Indian Meridian,001,0,S,001,0,E,0,OK170010S0010E0,1S 1E,,,,,,38586.6051303846,92747681.5626605
77,OK,17,Indian Meridian,014,0,N,018,0,W,0,OK170140N0180W0,14N 18W,,,,,,38630.4386024642,93001852.2677895
78,OK,17,Indian Meridian,025,0,N,022,0,W,0,OK170250N0220W0,25N 22W,,,,,,38744.6190505541,93509219.2431665
79,OK,17,Indian Meridian,005,0,S,004,0,W,0,OK170050S0040W0,5S 4W,,,,,,38772.2974687814,93720956.78028
80,OK,17,Indian Meridian,025,0,N,010,0,W,0,OK170250N0100W0,25N 10W,,,,,,38626.4059531561,92988095.7717057
81,OK,17,Indian Meridian,023,0,N,010,0,W,0,OK170230N0100W0,23N 10W,,,,,,38530.9839262711,92446009.9077854
82,OK,17,Indian Meridian,017,0,N,005,0,E,0,OK170170N0050E0,17N 5E,,,,,,38618.5069232059,92967017.961134
83,OK,17,Indian Meridian,012,0,N,009,0,W,0,OK170120N0090W0,12N 9W,,,,,,38547.9371831463,92514284.3729254
84,OK,17,Indian Meridian,006,0,N,003,0,W,0,OK170060N0030W0,6N 3W,,,,,,38699.6008522497,93336642.8331141
85,OK,17,Indian Meridian,008,0,N,026,0,W,0,OK170080N0260W0,8N 26W,,,,,,38770.031228184,93591177.7001148
86,OK,17,Indian Meridian,005,0,N,003,0,E,0,OK170050N0030E0,5N 3E,,,,,,38751.704747244,93726523.9318103
87,OK,17,Indian Meridian,016,0,N,019,0,W,0,OK170160N0190W0,16N 19W,,,,,,38121.943170004,90626353.6655615
88,OK,17,Indian Meridian,025,0,N,018,0,W,0,OK170250N0180W0,25N 18W,,,,,,38581.0437076912,92728461.2173239
89,OK,17,Indian Meridian,005,0,S,002,0,W,0,OK170050S0020W0,5S 2W,,,,,,38760.4645565754,93626276.184517
90,OK,17,Indian Meridian,019,0,N,012,0,W,0,OK170190N0120W0,19N 12W,,,,,,38523.99213328,92466650.5971953
91,OK,17,Indian Meridian,025,0,N,019,0,W,0,OK170250N0190W0,25N 19W,,,,,,38669.1815017378,93226379.1592649
92,OK,17,Indian Meridian,002,0,N,004,0,E,0,OK170020N0040E0,2N 4E,,,,,,38713.8413636556,93411557.7948131
93,OK,17,Indian Meridian,024,0,N,024,0,W,0,OK170240N0240W0,24N 24W,,,,,,38340.8955698641,91573276.5525204
94,OK,17,Indian Meridian,013,0,N,004,0,E,0,OK170130N0040E0,13N 4E,,,,,,38581.6121952317,92856575.6856595
95,OK,17,Indian Meridian,025,0,N,008,0,W,0,OK170250N0080W0,25N 8W,,,,,,38646.6054337103,93121706.1045281
96,OK,17,Indian Meridian,006,0,S,003,0,E,0,OK170060S0030E0,6S 3E,,,,,,38658.995065117,93112006.4078961
97,OK,17,Indian Meridian,017,0,N,010,0,W,0,OK170170N0100W0,17N 10W,,,,,,38579.3530353553,92700149.0937664
98,OK,17,Indian Meridian,009,0,N,007,0,W,0,OK170090N0070W0,9N 7W,,,,,,38686.1684281948,93273437.0878571
99,OK,17,Indian Meridian,021,0,N,018,0,W,0,OK170210N0180W0,21N 18W,,,,,,38577.7315557637,92635537.158547
100,OK,17,Indian Meridian,009,0,N,019,0,W,0,OK170090N0190W0,9N 19W,,,,,,38653.4962278513,93136113.538843
101,OK,17,Indian Meridian,016,0,N,010,0,W,0,OK170160N0100W0,16N 10W,,,,,,38478.0703616105,92339115.395818
102,OK,17,Indian Meridian,023,0,N,020,0,W,0,OK170230N0200W0,23N 20W,,,,,,38634.6024394316,92939782.9847776
103,OK,17,Indian Meridian,011,0,N,021,0,W,0,OK170110N0210W0,11N 21W,,,,,,38597.3435104139,92782465.6430193
104,OK,17,Indian Meridian,001,0,S,005,0,E,0,OK170010S0050E0,1S 5E,,,,,,38532.3105693282,92554377.0101218
105,OK,17,Indian Meridian,008,0,N,023,0,W,0,OK170080N0230W0,8N 23W,,,,,,38752.2543191488,93486318.3142675
106,OK,17,Indian Meridian,023,0,N,022,0,W,0,OK170230N0220W0,23N 22W,,,,,,38644.6868859167,92972995.5654493
107,OK,17,Indian Meridian,018,0,N,007,0,W,0,OK170180N0070W0,18N 7W,,,,,,38656.5787348271,93038019.9050072
108,OK,17,Indian Meridian,024,0,N,002,0,W,0,OK170240N0020W0,24N 2W,,,,,,38635.2211006006,92971554.3244936
109,OK,17,Indian Meridian,006,0,S,004,0,E,0,OK170060S0040E0,6S 4E,,,,,,38655.35848516,93137613.9628159
110,OK,17,Indian Meridian,014,0,N,015,0,W,0,OK170140N0150W0,14N 15W,,,,,,38599.1113114356,92797066.3704581
111,OK,17,Indian Meridian,027,0,N,024,0,W,0,OK170270N0240W0,27N 24W,,,,,,38831.6144472579,94136026.1862108
112,OK,17,Indian Meridian,027,0,N,004,0,W,0,OK170270N0040W0,27N 4W,,,,,,38639.5676144423,93094733.0476267
113,OK,17,Indian Meridian,015,0,N,005,0,W,0,OK170150N0050W0,15N 5W,,,,,,38688.9438340327,93258226.6359921
114,OK,17,Indian Meridian,008,0,N,024,0,W,0,OK170080N0240W0,8N 24W,,,,,,38746.4089573015,93482759.9645241
115,OK,17,Indian Meridian,029,0,N,012,0,W,0,OK170290N0120W0,29N 12W,,,,,,31439.6793424426,60250893.5545224
116,OK,17,Indian Meridian,028,0,N,015,0,W,0,OK170280N0150W0,28N 15W,,,,,,38626.1166277811,92952407.6305113
117,OK,17,Indian Meridian,018,0,N,005,0,W,0,OK170180N0050W0,18N 5W,,,,,,38635.05756024,92961037.6129212
118,OK,17,Indian Meridian,027,0,N,003,0,E,0,OK170270N0030E0,27N 3E,,,,,,38546.8915712391,92673929.8791213
119,OK,17,Indian Meridian,023,0,N,015,0,W,0,OK170230N0150W0,23N 15W,,,,,,38404.9513273692,91747240.385549
120,OK,17,Indian Meridian,004,0,S,001,0,W,0,OK170040S0010W0,4S 1W,,,,,,38681.3444505423,93272867.3783036
121,OK,17,Indian Meridian,024,0,N,016,0,W,0,OK170240N0160W0,24N 16W,,,,,,38851.2205504067,93839450.6659472
122,OK,17,Indian Meridian,025,0,N,016,0,W,0,OK170250N0160W0,25N 16W,,,,,,38604.6421077529,92856393.6613012
123,OK,17,Indian Meridian,013,0,N,008,0,W,0,OK170130N0080W0,13N 8W,,,,,,38627.6252449498,93000954.7948876
124,OK,17,Indian Meridian,019,0,N,008,0,W,0,OK170190N0080W0,19N 8W,,,,,,38530.0362998369,92485534.7779196
125,OK,17,Indian Meridian,016,0,N,005,0,W,0,OK170160N0050W0,16N 5W,,,,,,38182.8239667589,90848640.1481456
126,OK,17,Indian Meridian,022,0,N,011,0,W,0,OK170220N0110W0,22N 11W,,,,,,38619.834047223,92997494.0335847
127,OK,17,Indian Meridian,026,0,N,017,0,W,0,OK170260N0170W0,26N 17W,,,,,,38692.8928262686,93243541.3560021
128,OK,17,Indian Meridian,026,0,N,019,0,W,0,OK170260N0190W0,26N 19W,,,,,,38684.6827055108,93269273.9991654
129,OK,17,Indian Meridian,003,0,N,007,0,W,0,OK170030N0070W0,3N 7W,,,,,,38691.0986884154,93314126.4264036
130,OK,17,Indian Meridian,010,0,N,008,0,W,0,OK170100N0080W0,10N 8W,,,,,,38580.417843451,92992440.944283
131,OK,17,Indian Meridian,027,0,N,014,0,W,0,OK170270N0140W0,27N 14W,,,,,,38525.4854776053,92517928.1259408
132,OK,17,Indian Meridian,016,0,N,007,0,W,0,OK170160N0070W0,16N 7W,,,,,,38324.9145775041,91442945.86054
133,OK,17,Indian Meridian,028,0,N,003,0,E,0,OK170280N0030E0,28N 3E,,,,,,38536.5317761287,92519560.6893427
134,OK,17,Indian Meridian,013,0,N,010,0,W,0,OK170130N0100W0,13N 10W,,,,,,38596.0159049867,92859400.7667181
135,OK,17,Indian Meridian,025,0,N,017,0,W,0,OK170250N0170W0,25N 17W,,,,,,38591.1971526973,92761898.8138692
136,OK,17,Indian Meridian,028,0,N,007,0,W,0,OK170280N0070W0,28N 7W,,,,,,38582.8400591418,92939663.713253
137,OK,17,Indian Meridian,007,0,N,007,0,W,0,OK170070N0070W0,7N 7W,,,,,,38706.6590303574,93360054.4218006
138,OK,17,Indian Meridian,013,0,N,006,0,E,0,OK170130N0060E0,13N 6E,,,,,,37488.6562571226,84409477.7587558
139,OK,17,Indian Meridian,016,0,N,023,0,W,0,OK170160N0230W0,16N 23W,,,,,,38307.4724851556,90400088.3073072
140,OK,17,Indian Meridian,006,0,N,004,0,W,0,OK170060N0040W0,6N 4W,,,,,,38703.3638351328,93323849.9812275
141,OK,17,Indian Meridian,010,0,N,019,0,W,0,OK170100N0190W0,10N 19W,,,,,,38619.9857836372,92931502.8226286
142,OK,17,Indian Meridian,009,0,N,006,0,W,0,OK170090N0060W0,9N 6W,,,,,,38668.327776383,93195054.7081826
143,OK,17,Indian Meridian,007,0,N,007,0,E,0,OK170070N0070E0,7N 7E,,,,,,38662.060476946,93201801.1588266
144,OK,17,Indian Meridian,022,0,N,003,0,W,0,OK170220N0030W0,22N 3W,,,,,,38540.2166566339,92644324.6186241
145,OK,17,Indian Meridian,019,0,N,020,0,W,0,OK170190N0200W0,19N 20W,,,,,,38585.5761946275,92835344.3951997
146,OK,17,Indian Meridian,002,0,N,003,0,W,0,OK170020N0030W0,2N 3W,,,,,,38666.8270748029,93126899.4588054
147,OK,17,Indian Meridian,004,0,S,001,0,E,0,OK170040S0010E0,4S 1E,,,,,,38646.1549784793,93099831.0976809
148,OK,17,Indian Meridian,029,0,N,003,0,E,0,OK170290N0030E0,29N 3E,,,,,,31822.7336287803,61921696.2848045
149,OK,17,Indian Meridian,017,0,N,018,0,W,0,OK170170N0180W0,17N 18W,,,,,,38525.4791700188,92497740.5495225
150,OK,17,Indian Meridian,005,0,S,006,0,W,0,OK170050S0060W0,5S 6W,,,,,,38779.8770145723,93737379.8167354
151,OK,17,Indian Meridian,015,0,N,025,0,W,0,OK170150N0250W0,15N 25W,,,,,,38627.8857520064,92922242.5581748
152,OK,17,Indian Meridian,003,0,N,007,0,E,0,OK170030N0070E0,3N 7E,,,,,,38645.9766719648,93062102.7585573
153,OK,17,Indian Meridian,029,0,N,016,0,W,0,OK170290N0160W0,29N 16W,,,,,,31506.8295618943,60556349.0957421
154,OK,17,Indian Meridian,019,0,N,006,0,W,0,OK170190N0060W0,19N 6W,,,,,,38639.2382800144,93029956.257227
155,OK,17,Indian Meridian,009,0,N,021,0,W,0,OK170090N0210W0,9N 21W,,,,,,38601.0579724187,92836888.0009342
156,OK,17,Indian Meridian,011,0,N,025,0,W,0,OK170110N0250W0,11N 25W,,,,,,38605.8309420124,92851305.7764917
157,OK,17,Indian Meridian,026,0,N,003,0,E,0,OK170260N0030E0,26N 3E,,,,,,38576.9355664071,92645708.0849452
158,OK,17,Indian Meridian,004,0,S,003,0,W,0,OK170040S0030W0,4S 3W,,,,,,38784.6131592523,93790970.6099169
159,OK,17,Indian Meridian,018,0,N,008,0,W,0,OK170180N0080W0,18N 8W,,,,,,38635.6813722478,92932751.5927569
160,OK,17,Indian Meridian,015,0,N,016,0,W,0,OK170150N0160W0,15N 16W,,,,,,38621.7759574565,92925446.3299284
161,OK,17,Indian Meridian,025,0,N,003,0,W,0,OK170250N0030W0,25N 3W,,,,,,38634.8975655568,92976140.6104069
162,OK,17,Indian Meridian,013,0,N,007,0,W,0,OK170130N0070W0,13N 7W,,,,,,38818.8663507635,93919322.5028045
163,OK,17,Indian Meridian,025,0,N,005,0,W,0,OK170250N0050W0,25N 5W,,,,,,38660.4985163176,92951367.6048843
164,OK,17,Indian Meridian,022,0,N,023,0,W,0,OK170220N0230W0,22N 23W,,,,,,38659.0022752637,93043507.1970342
165,OK,17,Indian Meridian,021,0,N,008,0,W,0,OK170210N0080W0,21N 8W,,,,,,38640.393012125,92996068.8536331
166,OK,17,Indian Meridian,004,0,N,006,0,W,0,OK170040N0060W0,4N 6W,,,,,,38479.4261252585,92332872.4673452
167,OK,17,Indian Meridian,028,0,N,023,0,W,0,OK170280N0230W0,28N 23W,,,,,,38761.4799947563,93586964.5199075
168,OK,17,Indian Meridian,027,0,N,006,0,W,0,OK170270N0060W0,27N 6W,,,,,,38720.1460796289,93550560.3949531
169,OK,17,Indian Meridian,017,0,N,007,0,W,0,OK170170N0070W0,17N 7W,,,,,,38793.8000811282,93703551.3913349
170,OK,17,Indian Meridian,024,0,N,025,0,W,0,OK170240N0250W0,24N 25W,,,,,,38340.9766189153,91707242.4291582
171,OK,17,Indian Meridian,023,0,N,012,0,W,0,OK170230N0120W0,23N 12W,,,,,,38530.0725900781,92433403.4189033
172,OK,17,Indian Meridian,009,0,N,015,0,W,0,OK170090N0150W0,9N 15W,,,,,,38558.6667144573,92661161.3125408
173,OK,17,Indian Meridian,014,0,N,019,0,W,0,OK170140N0190W0,14N 19W,,,,,,38585.1201182225,92774518.1736933
174,OK,17,Indian Meridian,019,0,N,013,0,W,0,OK170190N0130W0,19N 13W,,,,,,38476.7890800585,92227269.1564096
175,OK,17,Indian Meridian,010,0,N,024,0,W,0,OK170100N0240W0,10N 24W,,,,,,38635.5350681244,92961588.3666148
176,OK,17,Indian Meridian,004,0,S,006,0,W,0,OK170040S0060W0,4S 6W,,,,,,38765.2788679115,93687150.9409616
177,OK,17,Indian Meridian,002,0,S,004,0,W,0,OK170020S0040W0,2S 4W,,,,,,38644.4778953254,93102922.8862538
178,OK,17,Indian Meridian,010,0,N,020,0,W,0,OK170100N0200W0,10N 20W,,,,,,38627.2627930454,92989314.3287371
179,OK,17,Indian Meridian,019,0,N,026,0,W,0,OK170190N0260W0,19N 26W,,,,,,35348.9646951729,76144100.8718017
180,OK,17,Indian Meridian,015,0,N,015,0,W,0,OK170150N0150W0,15N 15W,,,,,,38564.1944833353,92671253.9427765
181,OK,17,Indian Meridian,013,0,N,005,0,E,0,OK170130N0050E0,13N 5E,,,,,,38631.8967165539,92961758.656902
182,OK,17,Indian Meridian,009,0,N,023,0,W,0,OK170090N0230W0,9N 23W,,,,,,38600.1914500661,92954900.9713462
183,OK,17,Indian Meridian,023,0,N,009,0,W,0,OK170230N0090W0,23N 9W,,,,,,38602.119173537,92830201.2925655
184,OK,17,Indian Meridian,005,0,S,005,0,W,0,OK170050S0050W0,5S 5W,,,,,,38779.383733058,93737066.7187938
185,OK,17,Indian Meridian,008,0,N,018,0,W,0,OK170080N0180W0,8N 18W,,,,,,38762.7103351164,93551592.4398239
186,OK,17,Indian Meridian,003,0,N,005,0,E,0,OK170030N0050E0,3N 5E,,,,,,38646.9624293802,93071917.920853
187,OK,17,Indian Meridian,004,0,N,003,0,W,0,OK170040N0030W0,4N 3W,,,,,,38642.9317657005,93054515.7058637
188,OK,17,Indian Meridian,008,0,S,005,0,E,0,OK170080S0050E0,8S 5E,,,,,,31909.4909952934,47158292.6432962
189,OK,17,Indian Meridian,022,0,N,014,0,W,0,OK170220N0140W0,22N 14W,,,,,,38429.5141195856,92101139.5400647
190,OK,17,Indian Meridian,016,0,N,005,0,E,0,OK170160N0050E0,16N 5E,,,,,,38699.1377977499,93264011.2121761
191,OK,17,Indian Meridian,014,0,N,025,0,W,0,OK170140N0250W0,14N 25W,,,,,,38628.4382262056,92976985.0123382
192,OK,17,Indian Meridian,005,0,N,005,0,W,0,OK170050N0050W0,5N 5W,,,,,,38739.014764067,93540155.9874609
193,OK,17,Indian Meridian,016,0,N,018,0,W,0,OK170160N0180W0,16N 18W,,,,,,38986.9085863928,93572114.8354233
194,OK,17,Indian Meridian,028,0,N,012,0,W,0,OK170280N0120W0,28N 12W,,,,,,38672.206977851,93199089.8403757
195,OK,17,Indian Meridian,015,0,N,020,0,W,0,OK170150N0200W0,15N 20W,,,,,,38455.0203439989,92083639.982919
196,OK,17,Indian Meridian,005,0,S,003,0,W,0,OK170050S0030W0,5S 3W,,,,,,38783.1757827351,93797304.990073
197,OK,17,Indian Meridian,029,0,N,009,0,W,0,OK170290N0090W0,29N 9W,,,,,,31326.4404133208,59696974.5416335
198,OK,17,Indian Meridian,008,0,N,025,0,W,0,OK170080N0250W0,8N 25W,,,,,,38747.3114630141,93482085.1860927
199,OK,17,Indian Meridian,023,0,N,025,0,W,0,OK170230N0250W0,23N 25W,,,,,,38702.8826540357,93352091.7498245
200,OK,17,Indian Meridian,008,0,S,002,0,W,0,OK170080S0020W0,8S 2W,,,,,,34994.1102127317,71011025.243003
201,OK,17,Indian Meridian,018,0,N,006,0,W,0,OK170180N0060W0,18N 6W,,,,,,38757.0034424972,93627655.5411146
202,OK,17,Indian Meridian,027,0,N,004,0,E,0,OK170270N0040E0,27N 4E,,,,,,38621.2988347166,92942008.8103945
203,OK,17,Indian Meridian,021,0,N,009,0,W,0,OK170210N0090W0,21N 9W,,,,,,38656.2963028637,93163817.8140318
204,OK,17,Indian Meridian,023,0,N,008,0,W,0,OK170230N0080W0,23N 8W,,,,,,38619.0627611465,92945966.9820148
205,OK,17,Indian Meridian,025,0,N,012,0,W,0,OK170250N0120W0,25N 12W,,,,,,38686.7183691685,93255239.6555483
206,OK,17,Indian Meridian,012,0,N,024,0,W,0,OK170120N0240W0,12N 24W,,,,,,38530.5044040445,92411220.8898936
207,OK,17,Indian Meridian,012,0,N,020,0,W,0,OK170120N0200W0,12N 20W,,,,,,38430.7897018617,92060626.6057818
