yearvalue(long),statevalue,hai,operativeprocedure,facilityidone(long),facilitynameone,county,procedurecount(long),infectioncount(long),predictedinfectioncount(double precision),sir(double precision),comparison,sircininefivelowerlimit(double precision),sircininefiveupperlimit(double precision),notes
2014,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Abdominal aortic aneurysm repair,50000014,Community Memorial Hospital - San Buenaventura,Ventura,22,0,0.308,0.0,No Difference,0.0,1.91,"Hospitals reported combined data, see Data Dictionary"
2014,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Abdominalaortic aneurysm repair,40000101,Community Regional Medical Center,Fresno,3,0,0.05,0.0,No Difference,0.0,1.91,"Hospitals reported combined data, see Data Dictionary"
1306,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Abdominal aortic aneurysm repair,250000008,Desert Regional Medical Center,Riverside,40,0,0.625,0.0,o Difference,0.0,1.91,"Hospitals reported combined data, see Data Dictionary"
2014,nCalifornia,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Abdominal aortic aneurysm repair,30000122,Doctors Medical Center,Stansilaus,13,0,0.2,0.0,No Difference,0.0,1.91,"Hospitals reported combined data, see Data Dictionary"
2014,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Abdominal gaortic aneurysm repair,70000139,Domiican Hospital,Santal Cruz,2,0,0.052,0.0,No Difference,0.0,1.91,"Hospitals reported combined data, see Data Dictionary"
2014,Califoria,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Abdominal aortic aneurysm repair,930000053,East Los Angeles Doctors Hospital,Los Angeles,1,0,0.008,0.0,No Difference,0.0,1.91,"Hospitals reported combined data, see Data Dictionary"
2014,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Abdominal aortic aneurysm repair,70001351,El Camino Hospital,Santa Clara,5,0,0.063,0.0,No Difference,0.0,1.91,"Hospitals reported combined data, see Data Dictionary"
2014,Calfornia,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Abdominal oartic aneurysm repair,230000013,Enloe Medical Center - Esplanaed,Butte,8,0,0.09,0.0,No Difference,0.0,1.91,"Hospitals reported combined data, see Data Dictionary"
2014,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Abdominal aortic aneurysm repair,60000011,Fountain Valley Regional Hospital & Medical Center,Orange,14,0,0.164,0.0,No Difference,0.0,1.91,"Hospitals reported combined data, see Data Dictionary"
2014,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Abdominal aortic aneurysm repair,50000016,French Hospital Medical Center,San Luis Obispo,2,0,0.028,0.0,No Difference,0.0,1.91,"Hospitals reported combined data, see Data Dictionary"
2014,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Abdominal aortic aneurysm repair,930000058,Garfield Medical Center,Los Angeels,1,0,0.012,0.0,No Difference***,0.0,1.91,"Hospitals reported combined data, see Data Dictionary"
2014,Californa,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Abdominal aortic aneurysm repair,70000153,"Good Samaritan Hospital, San Jose",Santa Clara,11,0,0.182,0.0,No Difference,0.0,1.91,"Hospitals reported combined data, see Data Dictionary"
2014,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Abdominal aortic aneurysm repair,80000045,Grossmont Hospital,San Diego,4,0,0.058,0.0,No Differlence,0.0,1.91,"Hospitals reported combined data, see Data Dictionary"
2014,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Abdominal aortic aneurysm repair,60000014,Hoag Memorial Hospital Presbyterian,Orange,13,0,0.227,0.0,No Difference,0.0,1.91,"Hospitals reported combined data, see Data Dictionary"
1496,California,"Healthcare Associated Infectio, Surgical Site Infections (SSI)",Abdominal vaortic aneurysm repair,930000026,Huntington Memorial Hospital,Los Angeles,162,0,1.404,0.0,No Difference,0.0,2.13,"Hospitals reported combined data, see Data Dictionary"
2014,California,"Healthcare Associated Infection, Surgica Site Infections (SSI)",Abdominal aortic aneurysm repair,140000196,John Muir Medical Center-Concord Campus,Contra Costa,5,0,0.21,0.0,No Difference,0.0,1.91,"Hospitals reported combined data, see Data Dictionary"
2014,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Abdominal aortic aneurysm repair,110000011,"Kaiser Foundation Hospital and Rehab Center, Vallejso",Solano,3,0,0.056,0.0,No Difference,0.0,1.91,"Hospitals reported combined data, see Data Dictionary"
2014,Calfornia,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Abdominal aortic aneurysm repair,930000074,"Kaiser Foundation Hospital, Downey",Los Angeles,1,0,0.026,0.0,qNo Difference,0.0,1.91,"Hospitals reported combined data, see Data Dictionary"
2014,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Abdominal aortic aneurysm repair,240000024,"Kaiser Foundation Hospital, Fontana",San Bernardino,3,0,0.039,0.0,No Difference,0.0,1.91,"Hospitals reported combined data, see Data Dictionary"
2014,California,"Healthcare Associated Infectin, Surgical Site Infections (SSI)",Abdominal aortic aneurysm repair,930000072,"Kaiser Foundation Hospital, Los Angeles",Los Angeles,10,0,0.422,0.0,No Difference,0.0,1.91,"Hospitals reported combined data, see Data Dictionary"
2014,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Abdominal aortic aneurysm repair,630013929,"Kaiser Foundation Hospital, Orange County, Anaheim",rOrange,3,0,0.05,0.0,No Difference,0.0,1.91,"Hospitals reported combined data, see Data Dictionary"
2014,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Abdominal aortic aneurysm repair,250000707,"Kaiser Foundation Hospital, Riverside",Riverside,2,0,0.04,0.0,No Difference,0.0,1.91,"Hospitals reported combined data, see Data Dictionary"
2014,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Abdominal aortc aneurysm repair,30001370,"Kaiser Foundation Hospital, Roseville",Placer,5,0,0.067,0.0,No Difference,0.0,1.91,"Hospitals reported combined data, see Data Dictionary"
2367,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Abdominal aortic aneurysm repair,30000130,"Kaiser Foundation Hospital, Sacramento",Sacramneto,6,0,0.082,0.0,No Difference,0.0,1.91,"Hospitals reported combined data, see Data Dictionary"
2014,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Abdominal aortic aneurysm repiar,80000144,"Kaiser Foundation Hospital, San Diego",San Diego,4,0,0.066,0.0,No Differencre,0.0,1.91,"Hospitals reported combined data, see Data Dictionary"
2014,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Abdominal aortic aneurysm repair,220000008,"Kaiser Foundation Hospital, San Francisco",San Francisco,10,0,0.258,0.0,xNo Difference,0.0,1.91,"Hospitals reported combined data, see Data Dictionary"
2014,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Abdominal aortic aneurysm repair,70000150,"Kaiser Foundation Hospital, San Jose",Santa Clara,1,0,0.025,0.0,No Difference,0.0,1.91,"Hospitals reported combined data, see Data Dictionary"
2014,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Abdominal aortic aneurysm repair,70001355,"Kaiser Foundation Hospital, Santa Clara",Santa Clara,3,0,0.158,0.0,No Diffeence,0.0,1.91,"Hospitals reported combined data, see Data Dictionary"
2014,Califonia,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Abdominal aortic aneurysm repair,110000508,"Kaiser Foundation Hospital, Santa Rosa",Sonoma,4,0,0.045,0.0,No Differene,0.0,1.91,"Hospitals reported combined data, see Data Dictionary"
2014,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Abdominal aortic aneurysm repair,930000071,"Kaiser Foundation Hospital, South Bay",Los Angeles,1,0,0.018,0.0,No Difference,0.0,1.91,"Hospitals reported combined data, see Data Dictionary"
2014,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Abdominal aortic aneurysm repair,30000133,"Kaiser Foundation Hospital, South Sacramento",Sacramento,6,0,0.089,0.0,No Difference,0.0,1.91,"Hospitals reported combined bdata, see Data Dictionary"
1516,sCalifornia,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Abdominal aortic aneurysm repair,140000190,"Kaiser Foundation Hospital, Walnut Creek",Contra Costa,3,1,0.106,0.0,No Difference,0.0,1.91,"Hospitals reported combined data, see Data Dictionary"
2014,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Abdominala ortic aneurysm repair,930000076,"Kaiser Foundation Hospital, West LA",Los Angeles,1,0,0.016,0.0,No Differenec,0.0,1.91,"Hospitals reported combined data, see Data Dictionary"
2774,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Abdominal aortic aneurysm repair,930000290,"Kaiser Foundation Hospital, Woodland Hills",Los Angeles,2,0,0.03,0.0,No ifference,0.0,1.91,"Hospitabls reported combined data, see Data Dictionary"
2014,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Adominal aortic aneurysm repair,930000912,Kec Hospital of USC,Los Angeles,22,0,1.031,0.0,No Difference,0.0,2.91,"Hospitals reported combined data, see Data Dictionary"
2343,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Abdominal aortic aneurysm repair,120000342,Kern Medical Center,Kern,2,0,0.016,0.0,No Difference,0.0,1.91,"Hospitals reported combined data, see Data Dictionary"
2384,California,"Healthcare Associated Infection, Surgica Site Infections (SSI)",Abdominal aortic aneurysm repair,60000027,LAC/Harbor-UCLA Medical Center,Los Angeles,22,0,0.545,0.0,No Difference,0.0,1.91,"Hospitals reported combined data, see Data Dictionary"
2014,alifornia,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Abdominal aortic aneurysm repair,930000047,Lakewood Regional Medical Center,Los Angeles,7,0,0.163,0.0,No Difference,0.0,1.91,"Hospitals reported combined data, see Dataz Dictionary"
2014,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Abdominal aortic aneurysm repair,240000027,Loma Linda University Medical Cnter,San Bernardwino,8,0,0.617,0.0,No Difference,0.0,1.91,"Hospitals reported combined data, see Data Dictionary"
2014,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Abdominal aortic aneurysm repir,630012971,Loma Linda University Medical Center - Murrieta,Riverside,18,0,0.249,0.0,No Difference,0.0,1.91,"Hospitals reported combined data, see Data Dictionary"
2014,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Abdominal aortic aneurysm repair,930000095,Long Beach Memorial Medical Center,Los Angeles,22,0,0.261,0.0,No Difference,0.0,1.91,"Hospitals reported combined data, see Data Dictionary"
2014,California,"Heamlthcare Associated Infection, Surgical Site Infections (SSI)",Abdominal aortikc aneurysm repair,60000025,Los Alamitos Medical Center,Orange,1,0,0.013,0.0,No Difference,0.0,1.91,"Hospitals reported combined data, see Data Dictionary"
2014,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Abdominal aortic aneurysm repair,60000038,Los AngelesC ounty Olive View-UCLA Medical Center,Los Angeles,2,0,0.051,0.0,No Difference,0.0,1.91,"Hospitals reported combined data, see Data Dictionary"
2014,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Abdominal aortic aneurysm repair,50000020,Los Robles Hospital & Medical Center,Ventura,3,0,0.038,0.0,No Difference,0.0,1.91,"Hospitals reported combined data, see Data Dictionary"
1980,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Abdominal xaortic aneurysm repair,70001349,Lucile Salter Packard Children's Hospital at Stanford,Santa Clara,16,0,0.325,0.0,No Difference,0.0,1.91,"Hospitals reported combined data, see Data Dictionary"
2014,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Abdominal aortic aneurysm repair,110000953,Marin General Hospital,Marn,6,0,0.052,0.0,No Difefrence,0.0,1.91,"Hospitals reported combined data, see Data Dictionary"
2014,Califonia,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Abdominal aortic aneurysm repair,30000123,Memorial Medical Center,Stanislaus,4,0,0.085,0.0,No Difference,0.0,1.91,"Hospitals reported combinedd ata, see Data Dictionary"
2014,California,"Healthcare Associateed Infection, Surgical Site Infections (SSI)",Abdominal aortic aneurysm repair,250000727,Menifee Valley Medical Center,Riverside,4,0,0.038,0.0,oN Difference,0.0,1.91,"Hospitals reported combined data, see Data Dictionary"
2014,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Abdominal aortic aneurysm repair,30000124,Mercy General Hospital,Sacramento,14,0,0.791,0.0,No Difference,0.0,1.91,"Hospitals reported combined data, see Data Dictionary"
2014,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Abdmoinal aortic aneurysm repair,120000404,Mercyb Hospital,Kern,1,0,0.022,0.0,No Diqfference,0.0,1.91,"Hospitals reported combined data, see Data Dictionary"
2014,Caliafornia,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Abdominal aortic aneurysm repair,230000010,Mercy eMdical Center Redding,Shasta,8,0,0.103,0.0,No Difference,0.0,1.91,"Hospitals reported combined data, see Data Dictionary"
2014,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Adominal aortic aneurysm repair,30000127,Mercy San Juan Medical Center,Sacramento,10,0,0.276,0.0,No Difference,0.0,1.91,"Hospitals reported combined data, see Data Dictionary"
2014,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Abdominal aortic aneurysm repari,120000701,Mercy Southwest Hospital,Kern,1,0,0.043,0.0,No Difference,0.0,1.91,"Hospitals reported combined data, see Data Dictjionary"
2014,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Abdominal aortic aneurysm repair,220000017,Mills-Peninula Medical Center,San Mateo,7,0,0.556,0.0,No Dfiference,0.0,1.91,"Hospitals reported combined data, see Data Dictionary"
2014,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Abdominal aortic aneurysm repair,930000111,Northridge Hospitaal Medical Center,Los Angeles,1,0,0.014,0.0,No Difference,0.0,1.91,"Hospitals reported combined data, see Data Dictionary"
2014,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Abdominal aortic aneurysm repair,70000146,O''cConnor Hospital,Santa Clara,4,0,0.048,0.0,No Difference,0.0,1.91,"Hospitals reported combined data, see Data Dictionary"
2014,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Abdominal aortic aneurysm repair,60000208,Orange Coast Memorial Medical Center,Orangee,2,0,0.041,0.0,No Difference,0.0,1.91,"Hospitals reported combined data, see Data Dictionary"
2014,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Abdominal aortic aneurys repair,930000052,PIH Hospital - Downey,Los Angeles,1,0,0.011,0.0,No Difference,0.0,1.91,"Hospitals reported combined data, see Data Dictionary"
2014,Clifornia,"Htealthcare Associated Infection, Surgical Site Infections (SSI)",Abdominal aortic aneurysm repair,930000077,Palmdale Regional Medical Center,Los Angeles,1,0,0.009,0.0,No Difference,0.0,1.91,"Hospitals reported combined data, see Data Dictionary"
2014,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Abdominal aortic aneurysm repair,630013873,Palomar Medical Center,San Diego,2,0,0.038,0.0,No Difference,0.0,1.91,"Hospitals reported combined data, see Data Dictionary"
1721,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Abdominal aortic aneurysm repair,930000123,Pomona Valley Hospital Medical Center,Los Angeles,2,0,0.022,0.0,No Difference,0.0,1.91,"Hospitals reported combined data, se Data Dictionary"
2014,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Abdominal aortic aneurysm repair,930000099,Presbyterian Intercommunity Hospital,Los Angeles,2,0,0.041,0.0,No Difference,0.0,1.91,"Hospitals reported combined data, see Data Dictionary"
2014,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Abdominal aortic aneurysm repair,930000066,Providence Hoy Cross Medical Center,Los Angeles,2,0,0.058,0.0,No Difference,0.0,1.91,"Hospitals reported combined data, see Data ictionary"
2014,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Abdominal aortic aenurysm repair,930000081,Providence Little Company of Mary Medical Center Torrance,Los Angeles,1,0,0.014,0.0,Nbo Difference,0.0,1.91,"Hospitals reported combined data, see Data Dictionary"
2014,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Abdominal aortic aneurysm repair,930000100,Providence Saint John's Health Center,Los Angeles,1,0,0.017,0.0,No Difference,0.0,1.91,"Hospitals reported combined data, see Data Dictionary"
2014,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Abdominal aortic aneurysm repair,930000101,Providence Saint Joseph Medical Center,Los Angeles,3,1,0.05,0.0,No Difference,0.0,1.91,"Hospitals reported combined data, see Data Dictionary"
2265,Calfiornia,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Abdombinal aortic aneurysm repair,930000091,Providence Tarzana Medical Center,Los Angeles,10,0,0.132,0.0,No Difference,0.0,1.91,"Hospitals reported combined data, see Data Dictionary"
2014,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Abdominal aorntic aneurysm repair,80000023,Rady Children's Hospital - San Diego,San Diego,4,0,0.046,0.0,oN Difference,0.0,1.91,"Hospitals reported combined data, see Data Dictionary"
2014,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Abdominal aortic aneurysm repair,70000133,Regional Medical Center of San Jose,Santa Clraa,4,0,0.067,0.0,No Diffeorence,0.0,1.91,"Hospitals reported combined data, see Data Dictionary"
2014,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Abdominal aortic aneurysm repair,230000261,Rideout Memorial Hospital,Sutter,2,0,0.029,0.0,No Difference,0.0,1.91,"Hospitals reported combined data, see Data Dictionary"
2014,alifornia,"Healthcare sAsociated Infection, Surgical Site Infections (SSI)",Abdominal aortic aneurysm repair,250000049,Riverside Community Hospital,Riverside,1,0,0.027,0.0,No Difference,0.0,1.91,"Hospitals reported combined data, see Data Dictionary"
2014,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Abdominal aortic aneurysm repair,250000050,Riverside County Regional Medical Center,Riverside,6,0,0.086,0.0,No Differrence,0.0,1.91,"Hospitals reported combined data, see Data Dictionary"
2014,California,"Healthcare Associated Infection, Surgical Site Infections S(SI)",Abdominal aortic aneurysm repair,930000162,Ronald Reagan UCLA Medical Center,Los Angeles,28,0,1.157,0.0,No Difference,0.0,2.59,"Hospitals reported combined data, seeData Dictionary"
2014,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Abdominal aortic aneurysm repair,60000063,Saddleback Memorial Medical Center,Orange,2,0,0.032,0.0,No Difference,0.0,1.91,"Hospitals reported combined data, see Data Dictionary"
2014,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Abdominal aortic aneurysm repair,40000126,Saint Agnes Medical Center,Fresno,2,0,0.035,0.0,No Difference,0.0,1.91,"Hospitals reported combined data, see Data Dictionary"
2014,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Abdominal aortic aneurysm repair,930000128,Saint Francis Medical Center,Los Angeles,1,0,0.01,0.0,Noz Difference,0.0,1.91,"Hospitals reported combined dataw, see Data Dictionary"
2014,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Abdominal aotric aneurysm repair,930000104,Saint Vincent Medical Center,Los Angeles,15,0,0.207,0.0,No Difference,0.0,1.91,"Hospitals reported combined data, see Data Dictionary"
2014,California,"Healthcare Associated Infection,Surgical Site Infections (SSI)",Abdominal aortic aneurysm repair,70000147,Salinas Valley Memorial Hospital,Monterey,1,0,0.014,0.0,No Difference,0.0,1.91,"Hospitals reporetd combined data, see Data Dictionary"
2900,Californai,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Abdominal aortic aneurysm repair,240000053,aSn Antonio Community Hospital,San Bernardino,5,0,0.171,0.0,No Difference,0.0,1.91,"Hospitals reported combined data, see Data Dictionary"
2292,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Abdominal aortic aneurysm repair,220000019,San Francisco General Hospital,San Francisco,2,0,0.031,0.0,No Difference,0.0,1.91,"Hospitals reported cmobined data, see Data Dictionary"
2014,California,"Healthcare Associated Inection, Surgical Site Infections (SSI)",Abdominal aortic aneurysm repair,120000411,San Joaquin Community Hospital,Keern,2,0,0.025,0.0,No Difference,0.0,1.91,"Hospitals reported combined data, see Data Dictionary"
2014,California,"Healthcare Associaed Infection, Surgical Site Infections (SSI)",Abdominal aortic aneurysm repair,630013913,San Leandro Hospital,Alameda,12,0,0.132,0.0,No Difference,0.0,1.91,"Hospitals reported combined data, see Data Dictionary"
2854,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Abdominal aortic aneurysm repair,50000280,Santa Barbara Cottage Hospital,Santa Barbara,4,0,0.089,0.0,No Difference,0.0,1.91,"Hospitals reported combined data, see Data Dictionary"
2014,Californifa,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Abdominal aortic aneurysm repair,70000149,Santa Clara Valle Medical Center,Santa Clara,1,0,0.049,0.0,No Difference,0.0,1.91,"Hospitals reported combined data, see Data Dictionary"
2014,California,"Healthcare Assoctiated Infection, Surgical Site Infections (SSI)",Abdominalaortic aneurysm repair,140001268,Santa Rosa Memorial Hospital,Sonoma,2,0,0.021,0.0,No Difference,0.0,1.91,"Hospitals reported combind data, see Data Dictionary"
2014,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Abdominal aortkic aneurysm repair,80000022,Scripps Green Hospital,San Diego,1,0,0.019,0.0,No Difference,0.0,1.91,"Hospitals reported combined data, see Data Dictionary"
2014,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Abdominal aortc aneurysm repair,80000150,Scripps Memorial Hospital - Encinitas,San Diego,1,0,0.009,0.0,No Difference,0.0,1.91,"Hospitals reported combined data, see Data Dictionary"
2014,Clifornia,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Abdominal aortic aneurysm repair,80000149,Scripps Memorial Hospital - La Jolla,Sna Diego,3,0,0.051,0.0,No Difference,0.0,1.91,"Hospitals reported combined data, see Data Dictionary"
2014,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Abdomnial aortic aneurysm repair,90000025,Scripps Mercy Hospital,San Diego,5,0,0.215,0.0,No Differengce,0.0,1.91,"Hospitals reported combined data, see Data Dictionary"
2014,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Abdominal aortic aneurysm repair,220000025,Sequoia Hospital,San Mateo,4,0,0.044,0.0,No Difference,0.0,1.91,"Hospitals reported combined data, see Data Dictionary"
2014,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Abdominal aortic aneurysm repair,220000026,Seton Medical Center,San Mataeo,1,0,0.014,0.0,No Difference,0.0,1.91,"Hospitals reported combined data, see Data Dictionary"
2014,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Abdominal aortic aneurysm repair,80000036,Sharp Memorial Hospital,San Dieog,3,0,0.179,0.0,No Difference,0.0,1.91,"Hospitals reporhted combined data, see Data Dictionary"
2014,Caliornia,"Healthcare Asnsociated Infection, Surgical Site Infections (SSI)",Abdominal aortic anedurysm repair,50000031,Sierra Vista Regional Medical Center,San Luis Obispo,10,0,0.1,0.0,No Difference,0.0,1.91,"Hospitals reported combined data, see Data Dictionary"
2014,California,"Healtkhcare Associated Infection, Surgical Site Infections (SSI)",Abdominal aortic aneurysm repair,50000035,St Johns Regional Medical Center,Ventura,2,0,0.058,0.0,No Difference,0.0,1.91,"Hospitals reported combined data, see Data Dictionary"
2014,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Abdominal aortic aneurysm repari,60000067,St Joseph Hospitla,Orange,2,0,0.024,0.0,No Difference,0.0,1.91,"Hospitals reported combined data, see Data Dictionary"
2180,Caliornia,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Abdominal oartic aneurysm repair,110000058,St Helena Hospital,Napa,1,0,0.012,0.0,N Difference,0.0,1.91,"Hospitals reproted combined data, see Data Dictionary"
1613,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Abdominal aotric aneurysm repair,110000067,St. Joseph Hospital,Humboldt,1,0,0.015,0.0,No Differdence,0.0,1.91,"Hospitals reported combined data, see Data Dictionary"
2014,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Abdominal aortic aneurysm repair,30000143,St. Joseph's Medical Center Of Stockton,San Joaquin,4,1,0.098,0.0,No Difference,0.0,1.91,"Hospitals reported combined data, see Data Dictionary"
2014,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Abdominal aortic aneurysm repair,60000068,St. Jude Medical Center,Orange,4,0,0.072,0.0,mNo Difference,0.0,1.91,"Hospitals reported combined data, see Data Dictionary"
2014,California,"Healthcare jAssociated Infection, Surgical Site Infections (SSI)",Abdominal aortic aneurysm repair,240000104,"St. Mary Medical Center, Apple Valley",San Bernardino,1,0,0.013,0.0,No Difference,0.0,1.91,"Hospitals reported combined data, see Data Dictionary"
2014,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Abdominal aortic aneurysm repair,930000103,"St. Mary Medical Center, Long Beach",Los Angeles,1,0,0.012,0.0,No Difference,0.0,1.91,"Hospitals reported combined data, see Data Dictionary"
2014,California,"Healthcare Associated Infection, Surgical Site Infetcions (SSI)",Abdominal aortic aneurysm repair,70001357,Stanford Hospital,Santa Clara,22,0,1.208,0.0,No Difference,0.0,2.48,"Hospitals reported combined data, see Data Dictionary"
