454.objectid,5201.0,5634
755.townnumber,113,34
2031.townnumber,92,15
446.global_id,8d6e3db7-5bea-4ff4-b790-56f5334b39a5,8bb75a57-f94e-477f-8900-ea9cf081e8f2
284.global_id,ab804522-5451-4025-916a-3501438b5477,4d881d46-60b7-4dbf-8e2b-215c9af254f0
2441.townname,EAST GARNBY,EAST GRANBY
138.townnumber,158.0,164
102.townnumber,89.0,82
317.townnumber,141.0,92
343.townname,FARMINGTON,KILLINGLY
129.shape_length,3826.7584425289,801.333939067661
469.townnumber,35.0,48
172.objectid,5183.0,5352
1203.townnumber,38,7
1666.townname,GOHSEN,GOSHEN
400.townnumber,100.0,72
59.global_id,ab804522-5451-4025-916a-3501438b5477,4dedbeb8-3039-4435-bd1d-5dfb605d67b7
412.objectid,5185.0,5592
1722.townname,ELLINTGON,ELLINGTON
397.objectid,5182.0,5577
475.objectid,5198.0,5655
440.global_id,9d24fb74-43c4-42d5-ab90-b8036b2a8836,aea442db-a88a-4bf9-a136-25bf41a75d02
1855.townnumber,96,76
2137.townname,BRANORD,BRANFORD
2269.townnumber,78,34
218.shape_length,3280.98650968682,10379.612506196
1426.townname,EASzT LYME,EAST LYME
2235.townnumber,66,34
2220.townname,OLTON,BOLTON
76.global_id,d3c6bb03-22a8-470b-a49c-d6bcaf070f95,7e79d2a0-9c41-483c-b8ad-b66ec5add704
148.townname,FARMINGTON,GRANBY
399.global_id,af4d57aa-07c3-41dd-9682-3d50abc09b52,950d7a17-45b4-4cf0-8f6f-875cba08ff0d
341.shape_length,6381.87382341404,1074.91226829805
448.objectid,5203.0,5628
2517.stlnstlocname,sBRIDGE ST,BRIDGE ST
2307.townname,HEBmRON,HEBRON
306.townnumber,94.0,2
996.townname,FAIRFIELbD,FAIRFIELD
381.global_id,af4d57aa-07c3-41dd-9682-3d50abc09b52,9feea9e2-a04d-4a5e-a8ea-4352cb19e28b
374.shape_length,2294.73264193745,26986.1981912016
386.shape_length,9806.83774457375,3110.38050466909
1427.townname,AHRTLAND,HARTLAND
2084.townnumber,166,76
203.global_id,d3c6bb03-22a8-470b-a49c-d6bcaf070f95,5a337199-ab10-4272-85e9-986525b9462a
1505.townnumber,50,14
443.global_id,8a0f5906-c1a8-40d5-a8c3-1917a9d16270,b92b67d0-0a51-41d9-81ef-10f247b6beb0
50.global_id,feb5b047-bdb9-42b8-af21-1afa0d856de0,d07f4d7f-a393-4e04-99a0-52a797a6870c
118.townname,FAIRFIELD,SIMSBURY
479.townnumber,83.0,162
2513.townnumber,117,95
220.global_id,2291b6ab-f588-4f97-9709-d4decc80e00c,07603c7b-7338-473d-86ae-f221c884b078
96.global_id,70690680-e27d-4db4-bea2-8cb5658f59d6,bf34d6c7-bf58-4249-a0b9-17bb1c4c418c
1956.townname,HARFORD,HARTFORD
2246.townname,GOSHNE,GOSHEN
496.townnumber,50.0,162
369.global_id,34b34e61-510e-4ce6-b148-339c5063e350,ed737176-8e6a-426c-a425-ce537fd30053
1976.townnumber,53,22
202.shape_length,16505.5404661247,1141.90754098597
270.global_id,ab804522-5451-4025-916a-3501438b5477,673ab983-172c-4497-8170-7e2bdcfb51a8
1917.townname,KILINGLY,KILLINGLY
116.global_id,ed7919f7-34da-4bc2-8510-c4e4b64535c4,e2290fc0-4ab3-436b-a0a1-a80dc7f0b115
952.townname,MANCHSTER,MANCHESTER
1544.townname,ROTON,GROTON
161.global_id,2291b6ab-f588-4f97-9709-d4decc80e00c,baff4566-c977-4e75-8669-f0749ef55303
1802.townnumber,36,6
113.townnumber,58.0,82
297.townnumber,50.0,95
52.townnumber,100.0,105
442.global_id,769215ca-60b3-4b4a-86bf-cceb4ca33d0e,4567bab3-2b52-42c1-a143-11141e3535d0
2559.townname,HADDAM***,HADDAM
466.global_id,2d203d05-6439-47d1-880f-346d26a6663d,83228bfb-84bf-4c10-bfbb-f363ddd075f9
320.objectid,5186.0,5500
1914.stlnstlocname,EAST MIDDLET PKE,EAST MIDDLE TPKE
2354.townnumber,67,34
2004.townname,POTLAND,PORTLAND
2171.townnumber,51,28
196.global_id,c8fc8018-c9f1-44e9-b992-589b5cbf4eaa,cc3d5e3d-da00-4440-adb9-e443c39300c8
65.global_id,a1b99014-86ad-4ee3-8df8-f42a5af5cc69,f4962b6d-5f0c-4523-be9f-eb613001c0ea
2265.townname,NEW MILFODR,NEW MILFORD
1365.townname,GRANY,GRANBY
576.townname,cFARMINGTON,FARMINGTON
104.townnumber,94.0,82
115.global_id,ab804522-5451-4025-916a-3501438b5477,2366fb3c-226d-4fcd-a08d-b249bcd8e873
79.townname,MIDDLETOWN,WINDSOR LOCKS
339.global_id,d3c6bb03-22a8-470b-a49c-d6bcaf070f95,d093208e-fe7d-4962-8c10-12cdd87587fb
279.shape_length,815.473081229889,7390.46383884461
150.townnumber,50.0,39
304.townname,BRIDGEPORT,PLAINVILLE
1573.stlnstlocname,WASHINGTsON ST,WASHINGTON ST
313.shape_length,9960.99077896146,54764.1754053212
461.objectid,5239.0,5641
219.townnumber,100.0,158
230.global_id,fcd3df40-8b4d-4d3e-96a6-ccf93b02f9db,81537f62-fcb5-4027-9909-b42c001e7bc0
234.townname,WILTON,NEW LONDON
256.objectid,5183.0,5436
227.townnumber,156.0,146
416.global_id,7fcde6ce-f860-47ac-b41e-a046abceb900,b3f0ef25-1326-4750-854c-89a385d157a2
2146.townname,GUILuFORD,GUILFORD
2088.townnumber,18,7
403.objectid,5364.0,5583
801.townname,EAST HARTFODR,EAST HARTFORD
382.objectid,5195.0,5562
2173.townname,BERLNI,BERLIN
422.shape_length,521.837607572804,3550.64274687042
1752.townname,KILLINGWORHT,KILLINGWORTH
469.global_id,9d24fb74-43c4-42d5-ab90-b8036b2a8836,2cc917b1-ebb1-43c5-b1f6-ce5d6743ae2d
286.shape_length,3826.7584425289,19057.3851015851
423.global_id,2d203d05-6439-47d1-880f-346d26a6663d,7a7d908a-6bfa-4f84-b496-cb8ec13a7185
71.shape_length,6486.97988089746,23329.7094451922
56.global_id,609d116b-a9c6-49de-9b90-776d7f8c4628,704d6b84-d04e-43c2-9899-8ebeb4f1107a
86.global_id,2291b6ab-f588-4f97-9709-d4decc80e00c,9e75fbbf-b30b-475e-a1fe-8338df59bfde
181.shape_length,2294.73264193745,2950.36043029089
110.shape_length,815.473081229889,9548.2812699306
487.objectid,5213.0,5667
241.global_id,fcd3df40-8b4d-4d3e-96a6-ccf93b02f9db,31dcb131-f9c0-4936-8c5a-437283735e29
208.objectid,5187.0,5388
1597.townnumber,119,28
378.shape_length,6381.87382341404,1273.33723024316
1914.townname,ANCHESTER,MANCHESTER
837.townname,GRTON,GROTON
280.townnumber,89.0,140
472.townnumber,50.0,155
468.objectid,5196.0,5648
253.shape_length,2966.52729141655,4487.21507823766
477.townnumber,100.0,137
437.objectid,5229.0,5617
1715.townnumber,66,31
474.global_id,8bf32e33-b965-4ada-94af-aae0bd580059,1ddce6a9-af29-4446-881f-46faba79d4c4
2335.townnumber,108,37
334.global_id,a1b93dc3-3ec5-44f3-b717-b8b17f67713e,0ad40ab8-c252-41ea-a6ff-56e74b85c778
35.global_id,2d203d05-6439-47d1-880f-346d26a6663d,811630a6-5dec-4a1b-a9ef-0fa1dd70b007
23.shape_length,603.753826114667,15610.4791094818
2530.townnumber,78,18
467.townnumber,106,11
463.global_id,af4d57aa-07c3-41dd-9682-3d50abc09b52,cddb2e3a-97d7-4208-881f-06b2917e58fb
229.objectid,5231.0,5409
373.townname,NEW LONDON,SPRAGUE
244.objectid,5211.0,5424
60.shape_length,3142.27171710809,15359.3487208397
2082.stlnstlocname,ALBANY AfVE,ALBANY AVE
141.global_id,7bbf0f00-2f52-484d-97b9-9c45766ad549,437d1ce3-009c-4891-80d8-a5d85487a4b3
192.objectid,5186.0,5372
160.townnumber,14.0,94
2279.townname,EAS HADDAM,EAST HADDAM
134.global_id,ab804522-5451-4025-916a-3501438b5477,36a2be7e-2faf-4f44-ab1c-c2a554466c71
2046.townnumber,48,10
456.global_id,feb5b047-bdb9-42b8-af21-1afa0d856de0,855c3525-8a99-43fd-ac7e-b197222d08a3
233.townname,GROTON,COLCHESTER
1418.townnumber,73,3
1172.townname,GOSHNE,GOSHEN
333.shape_length,5130.2253509147,2171.30806816909
1625.townnumber,100,31
1374.townnumber,147,146
2374.townname,BRIDGEPORfT,BRIDGEPORT
2044.townnumber,59,15
236.townname,NORFOLK,NORWICH
1736.townnumber,35,33
116.objectid,5188.0,5296
1664.townnumber,80,34
139.global_id,a1b93dc3-3ec5-44f3-b717-b8b17f67713e,5ec36c62-0967-481e-808d-c2922c53ba7f
2151.townname,DERuBY,DERBY
458.objectid,5188.0,5638
98.townnumber,92.0,22
198.shape_length,521.837607572804,3485.4260715839
380.objectid,5185.0,5560
2084.stlnstlocname,EASlT CENTER ST,EAST CENTER ST
224.townnumber,94.0,51
193.global_id,2291b6ab-f588-4f97-9709-d4decc80e00c,2024e7d6-eb9e-4c92-b0b2-dc997bdb3604
276.global_id,34b34e61-510e-4ce6-b148-339c5063e350,b2e1093d-8b3a-4238-841f-15aaab576489
241.shape_length,200.452761383444,1234.18248080717
2029.townnumber,18,15
91.townname,WEST HAVEN,CANTON
68.shape_length,14772.9620826568,2854.60027850375
281.townnumber,94.0,102
1422.townnumber,90,7
1264.townnumber,96,11
362.global_id,9465a035-2fbd-4db1-800a-5d5c8cbd4924,5477a20d-1d7d-4a75-8028-9b8f217e6daf
347.shape_length,6381.87382341404,4465.94823705331
422.global_id,609d116b-a9c6-49de-9b90-776d7f8c4628,a8bcaced-70e4-4725-a297-ad0492ef39de
1239.townnumber,97,11
719.townname,WETHERSFIED,WETHERSFIELD
429.objectid,5302.0,5609
305.shape_length,2294.73264193745,3446.80177190494
416.objectid,5194.0,5596
296.global_id,70690680-e27d-4db4-bea2-8cb5658f59d6,3fdb972a-9271-400e-b39b-7530f0a28ca4
44.global_id,34b34e61-510e-4ce6-b148-339c5063e350,7b81126c-ad3b-4ee3-b3c6-e441ad4c7859
250.objectid,5190.0,5430
46.global_id,c8fc8018-c9f1-44e9-b992-589b5cbf4eaa,d5c8a7db-14a7-4331-9dfc-2020184dad29
1293.townname,DANBaURY,DANBURY
293.townname,NEW CANAAN,TORRINGTON
35.shape_length,200.452761383444,15813.7734859909
306.shape_length,2294.73264193745,3065.39696469321
285.global_id,70690680-e27d-4db4-bea2-8cb5658f59d6,391f8dce-02c1-4a46-bdf5-9d0b191b54a6
2234.stlnstlocname,CENTE RST,CENTER ST
323.townnumber,31.0,119
140.objectid,5225.0,5320
435.global_id,d6757183-deb5-4b1a-86c5-e5697fa7c96c,e5eb67f2-4d68-4b02-b15d-e0057ec3416e
332.global_id,34b34e61-510e-4ce6-b148-339c5063e350,12048b13-59a2-4233-aa10-298430e33e7b
1347.townnumber,107,23
361.shape_length,521.837607572804,11793.6775742239
635.townnumber,30,25
1573.townname,NORICH,NORWICH
2352.townnumber,81,13
115.townnumber,15.0,164
143.shape_length,815.473081229889,92.6036564146764
117.objectid,5185.0,5297
2273.stlnstlocname,DANBRY RD,DANBURY RD
340.global_id,8a0f5906-c1a8-40d5-a8c3-1917a9d16270,a4a18899-8c31-4d05-af4e-288c60e09eb1
397.shape_length,16505.5404661247,2827.01390097802
171.townnumber,93.0,41
1649.townnumber,99,12
979.townname,FAIlRFIELD,FAIRFIELD
2174.townnumber,133,33
459.global_id,c8fc8018-c9f1-44e9-b992-589b5cbf4eaa,7ea2b80d-c06d-4aad-b65d-b6b78594c427
418.townnumber,35.0,169
437.townnumber,100.0,44
2440.townname,EAST zGRANBY,EAST GRANBY
350.shape_length,3826.7584425289,19085.0068592372
1861.townnumber,93,9
1674.townnumber,39,10
245.global_id,a1b93dc3-3ec5-44f3-b717-b8b17f67713e,71a54962-6ae6-4da0-8e1c-50174fff1f65
319.townnumber,153.0,112
1853.townnumber,30,23
146.shape_length,6381.87382341404,998.91136990677
267.shape_length,521.837607572804,1078.73550582829
312.global_id,2291b6ab-f588-4f97-9709-d4decc80e00c,fed7e7f9-49b3-4f84-86b0-9f404a3c9b26
2170.townname,GORTON,GROTON
292.townnumber,35.0,146
413.townnumber,161.0,111
62.global_id,19f435af-ce11-4286-8ace-4ced13b0f099,6ea03bdf-4843-495c-8539-f393534f2d35
440.townnumber,138.0,164
372.shape_length,8918.92657537192,853.431272366201
468.townnumber,40.0,61
2480.stlnstlocname,VIADUTC,VIADUCT
166.objectid,5225.0,5346
2560.townname,KILLINGWOTH,KILLINGWORTH
1900.townnumber,26,23
397.global_id,b82cde8c-843f-469b-b732-e0e40493224b,262c262a-9dc8-4c8c-97dd-284e275562d6
2534.townnumber,113,23
146.townnumber,47.0,103
85.townname,NORWALK,NORWICH
283.townnumber,7.0,69
94.global_id,2291b6ab-f588-4f97-9709-d4decc80e00c,82e49762-e0ff-43d7-bf51-3f7ff5329f79
337.global_id,af4d57aa-07c3-41dd-9682-3d50abc09b52,bd9a149f-78e6-4fc5-a38e-bdf3840b0ba3
1791.townname,GLASTONBUYR,GLASTONBURY
230.townname,WEST HAVEN,NORTH STONINGTON
483.global_id,8d6e3db7-5bea-4ff4-b790-56f5334b39a5,8dd4c01d-0641-4143-acfb-8df66062a038
339.objectid,5187.0,5519
325.townname,BRANFORD,SALEM
1511.townname,AST HARTFORD,EAST HARTFORD
2035.townname,GROTNO,GROTON
426.townnumber,50.0,148
577.townname,FARMIGTON,FARMINGTON
2403.townnumber,154,112
406.global_id,a1b99014-86ad-4ee3-8df8-f42a5af5cc69,ce056ccb-e645-49f3-81e1-31f84db914a7
203.shape_length,14111.1495413135,4885.64253572819
65.shape_length,815.473081229889,6884.11573157343
1222.townnumber,26,5
156.shape_length,14772.9620826568,13130.6275994298
432.objectid,5206.0,5612
385.shape_length,1167.53170948455,1033.58011190618
382.shape_length,200.452761383444,6557.7182047107
2075.townnumber,12,2
263.global_id,ab804522-5451-4025-916a-3501438b5477,3d73b54b-4aff-4992-8775-207f84b7340f
473.townnumber,51.0,48
1795.townnumber,50,11
330.global_id,70690680-e27d-4db4-bea2-8cb5658f59d6,85972f69-deb5-4505-b8e9-1a0fbf89fe1e
2262.townnumber,61,20
415.townname,NEW CANAAN,GLASTONBURY
231.objectid,5184.0,5411
93.shape_length,200.452761383444,21865.2446778182
1235.townnumber,64,15
418.global_id,595bdc12-73e7-4cba-9bf0-940752382196,0987e72e-25e2-4012-9e98-7ef905cb7450
136.objectid,5210.0,5316
369.shape_length,7948.6395940341,391.258069271919
256.townname,STAMFORD,ESSEX
1539.townnumber,225,162
375.shape_length,2294.73264193745,14514.8094768866
159.shape_length,603.753826114667,21439.1434295935
233.shape_length,985.689892189737,2723.16818540942
2033.townnumber,110,15
277.townname,WEST HAVEN,NORTH CANAAN
2012.townnumber,131,128
2236.townnumber,107,9
445.townnumber,156.0,83
155.shape_length,6381.87382341404,10982.8344364432
1549.townname,KILLINWORTH,KILLINGWORTH
1855.stlnstlocname,CNTER ST,CENTER ST
103.townname,FAIRFIELD,MIDDLETOWN
448.townnumber,80,14
78.objectid,5203.0,5258
1906.townnumber,100,11
2589.townname,SSEX,ESSEX
287.shape_length,6381.87382341404,10997.7912831971
400.global_id,70690680-e27d-4db4-bea2-8cb5658f59d6,21756cc9-61b4-4087-b30e-1240eb111a2f
126.townname,GROTON,BROOKFIELD
164.townname,FAIRFIELD,NORTH BRANFORD
385.townnumber,156.0,115
1451.townnumber,60,34
419.objectid,5182.0,5599
278.global_id,af4d57aa-07c3-41dd-9682-3d50abc09b52,223cca8d-2f30-49b0-a9cd-19b0a917cb9b
357.shape_length,985.689892189737,8589.58899734302
154.shape_length,6381.87382341404,25611.8102793608
214.townnumber,11.0,103
110.global_id,2291b6ab-f588-4f97-9709-d4decc80e00c,47d13aea-84bb-4e45-b9ef-b726970ef0de
333.townnumber,100.0,138
122.townname,NEW CANAAN,WOODSTOCK
84.shape_length,3826.7584425289,25205.4773471171
1058.townnumber,47,25
1521.townnumber,38,15
465.objectid,5182.0,5645
1390.townname,KILLINLGY,KILLINGLY
258.shape_length,985.689892189737,1043.82554751386
1537.townname,HRATFORD,HARTFORD
1452.townname,BTHANY,BETHANY
1258.townnumber,43,10
392.shape_length,521.837607572804,6657.81407869313
348.townnumber,31.0,126
75.townnumber,15.0,92
245.shape_length,182.45479680074,2669.23675391603
2546.townname,WINDHrAM,WINDHAM
243.global_id,d3c6bb03-22a8-470b-a49c-d6bcaf070f95,fac9d366-007c-49e1-8b0c-f816af0d1902
175.townnumber,89.0,161
1901.townnumber,250,162
298.global_id,ab804522-5451-4025-916a-3501438b5477,ed276fc8-baf1-4883-bde6-f91327c99d54
365.global_id,9465a035-2fbd-4db1-800a-5d5c8cbd4924,13525f2a-3a7c-4389-9f76-ab2aba4dfbf3
105.global_id,609d116b-a9c6-49de-9b90-776d7f8c4628,e1413c39-49ef-4850-8c7e-01c0dd46ada8
1152.townnumber,69,7
1693.townnumber,63,15
2319.townname,MANCHESER,MANCHESTER
401.global_id,2d203d05-6439-47d1-880f-346d26a6663d,e2cf7ccf-4eb2-4619-ae9c-2028ec5a4e53
1613.townname,EdAST HARTFORD,EAST HARTFORD
148.shape_length,1629.27439638088,4599.78776960575
1090.townname,RGOTON,GROTON
167.global_id,7bbf0f00-2f52-484d-97b9-9c45766ad549,458621cb-72f4-482b-83e6-90b7834f3105
354.townname,DARIEN,FAIRFIELD
457.global_id,b10d799c-170d-4e6e-a596-8eaffe9618fc,e3093d56-c862-409e-9dd7-69dc9556c42e
281.shape_length,379.998339232768,3915.83029776364
246.shape_length,742.174291303956,5058.74518820236
324.global_id,b82cde8c-843f-469b-b732-e0e40493224b,bd225516-e751-4b15-b312-e39be0676968
344.global_id,34b34e61-510e-4ce6-b148-339c5063e350,52762d2d-b5a6-455a-b861-e7ae5a4cb254
144.global_id,34b34e61-510e-4ce6-b148-339c5063e350,90e8caa9-106a-42f8-9522-ed56de92130a
81.global_id,7bbf0f00-2f52-484d-97b9-9c45766ad549,e8654b3a-51cd-464e-9876-31ea7f4f2b4f
145.townname,STAMFORD,NORTH STONINGTON
2518.townnumber,49,23
2319.townnumber,149,76
794.townnumber,44,14
2346.townnumber,15,14
2532.townname,BROKFIELD,BROOKFIELD
348.objectid,5213.0,5528
660.townnumber,37,35
437.global_id,70690680-e27d-4db4-bea2-8cb5658f59d6,9597aa73-0289-42c8-a2a9-c7d9c8d8d1bd
253.global_id,8bf32e33-b965-4ada-94af-aae0bd580059,92d1137b-7c28-4009-bdb5-86d19d482439
371.global_id,2291b6ab-f588-4f97-9709-d4decc80e00c,01cad5f3-90c0-490d-b227-06f1ff9c94ae
2546.townnumber,227,163
1099.townnumber,89,19
363.townname,WILTON,STAMFORD
1645.townname,EAST HAhVEN,EAST HAVEN
497.townnumber,100.0,92
2265.stlnstlocname,DANBURYRD,DANBURY RD
441.townnumber,35.0,164
1907.townnumber,88,32
248.townnumber,95.0,96
1648.townname,yHARTFORD,HARTFORD
1219.stlnstlocname,WES MAIN ST,WEST MAIN ST
388.shape_length,14772.9620826568,17651.3335297653
283.shape_length,2294.73264193745,39.6557900619834
1470.townnumber,88,25
84.global_id,b82cde8c-843f-469b-b732-e0e40493224b,4448295f-c153-46de-9a52-9028669ef0ff
1192.townname,GROON,GROTON
178.global_id,b0eea965-42e2-498c-9bd7-921fb85f5be2,53fbcc23-5936-461b-9d12-155637248a63
409.shape_length,2966.52729141655,3762.83992332328
93.global_id,7bbf0f00-2f52-484d-97b9-9c45766ad549,d87ad754-4bfc-4cef-bd11-0f606df5c0c0
326.shape_length,985.689892189737,3798.48636723421
284.objectid,5184.0,5464
2372.townname,GREENWICH***,GREENWICH
285.shape_length,815.473081229889,2007.79908856359
2144.townname,HESTER,CHESTER
392.global_id,70690680-e27d-4db4-bea2-8cb5658f59d6,345a77bf-de71-4bef-8743-7f50b6db8edb
2168.townname,NEWIGNTON,NEWINGTON
316.shape_length,6381.87382341404,17644.9398165022
424.objectid,5188.0,5604
483.townnumber,50.0,165
740.townnumber,125,76
378.townnumber,156.0,108
206.shape_length,2907.01713087031,2960.55644996539
760.townname,FAIRFIzELD,FAIRFIELD
165.townnumber,100.0,107
456.objectid,5186.0,5636
2451.townnumber,177,89
342.townnumber,50.0,43
2475.townname,HARTLADN,HARTLAND
468.global_id,a1b99014-86ad-4ee3-8df8-f42a5af5cc69,6ab49047-e600-4022-aa07-0fc295b27bac
743.townnumber,40,5
83.global_id,2291b6ab-f588-4f97-9709-d4decc80e00c,8de5b845-086a-4676-9577-be62580eebbc
398.townname,MILFORD,STAMFORD
1989.townname,GjROTON,GROTON
226.global_id,b090fd8a-8bf8-49a6-a3c3-2df9357b44a0,c134cfc1-773a-48dd-9e6b-b3dca704d264
2507.townnumber,123,35
292.objectid,5183.0,5472
2234.townname,jMANCHESTER,MANCHESTER
1231.townnumber,135,36
132.global_id,2d203d05-6439-47d1-880f-346d26a6663d,04d8b98e-b0b7-4cf8-97a8-7edbea26a0b1
121.shape_length,7948.6395940341,14152.2937519403
55.townname,DARIEN,OLD SAYBROOK
951.townname,KILLINhGLY,KILLINGLY
