county_name,district_name,co_dist_code,site_code,school_site,total_enrollment,telephone,principal,mailing_address,mailing_city,mailing_state,mailing_zip,grades_low_high,certified_staff
BRYAN,SILO,07I001,110,SILO ES,520.0,(580) 924-7001,Katie Brister,122 West Bourne St ,Durant,OK,74701.0,PK-06,37
BRYAN,SILO,07I001,610,SILO JHS,112.0,(580) 924-7000,Mike Lawless,122 West Bourne St ,Durant,OK,74701.0,8-Jul,22
BRYAN,SILO,07I001,705,SILO HS,237.0,(580) 924-7000,Jeremy Atwood,122 West Bourne St ,Durant,OK,74701.0,12-Sep,29
BRYAN,ROCK CREEK,07I002,105,ROCK CREEK ES,350.0,(580) 924-9601,Ryan Cordell,23072 U.S. Hwy 70,Durant,OK,74701.0,PK-08,31
BRYAN,ROCK CREEK,07I002,705,ROCK CREEK HS,131.0,(580) 295-3761,John Cartwright,200 East Steakley St ,Bokchito,OK,74726.0,12-Sep,20
BRYAN,ACHILLE,07I003,105,ACHILLE ES,214.0,(580) 283-3002,James Todd,PO Box 280,Achille,OK,74720.0,PK-08,25
BRYAN,ACHILLE,07I003,705,ACHILLE HS,100.0,(580) 283-3260,Dana Beene,PO Box 280,Achille,OK,74720.0,12-Sep,14
BRYAN,COLBERT,07I004,105,WARD ES EAST,170.0,(580) 296-2198,Kenneth Taylor,PO Box 310,Colbert,OK,74733.0,6-Apr,21
BRYAN,COLBERT,07I004,110,WARD ES WEST,369.0,(580) 296-2626,Karen Hedgecock,PO Box 310,Colbert,OK,74733.0,PK-03,26
BRYAN,COLBERT,07I004,505,COLBERT MS,113.0,(580) 296-2590,Gary Walton,PO Box 310,Colbert,OK,74733.0,8-Jul,24
BRYAN,COLBERT,07I004,715,COLBERT HS,206.0,(580) 296-2590,Gary Walton,PO Box 310,Colbert,OK,74733.0,12-Sep,32
BRYAN,CADDO,07I005,105,CADDO ES,332.0,(580) 367-2515,Spencer Phipps,PO Box 128,Caddo,OK,74729.0,PK-08,40
BRYAN,CADDO,07I005,715,CADDO HS,132.0,(580) 367-2208,J.T. Busby,PO Box 128,Caddo,OK,74729.0,12-Sep,25
BRYAN,BENNINGTON,07I040,105,BENNINGTON ES,208.0,(580) 847-2310,Scot Mccorstin,729 North Perry St ,Bennington,OK,74723.0,PK-08,28
BRYAN,BENNINGTON,07I040,705,BENNINGTON HS,78.0,(580) 847-2310,Jon Shepard,729 North Perry St ,Bennington,OK,74723.0,12-Sep,17
BRYAN,CALERA,07I048,105,CALERA ES,497.0,(580) 434-5603,Steve Evans,PO Box 386,Calera,OK,74730.0,PK-08,36
BRYAN,CALERA,07I048,705,CALERA HS,204.0,(580) 434-5158,Kevin Robinson,PO Box 386,Calera,OK,74730.0,12-Sep,23
BRYAN,DURANT,07I072,105,WASHINGTON IRVING ES,597.0,(580) 924-3805,Lisa Whitley,812 West Locust St ,Durant,OK,74701.0,PK-03,37
BRYAN,DURANT,07I072,110,ROBERT E. LEE ES,260.0,(580) 924-3628,Jan Chaffin,824 West Louisiana St ,Durant,OK,74701.0,PK-03,16
BRYAN,DURANT,07I072,115,NORTHWEST HEIGHTS ES,629.0,(580) 924-5595,Valerie Crabtree,1715 W University Blvd,Durant,OK,74701.0,PK-03,40
BRYAN,DURANT,07I072,125,DURANT INTERMEDIATE ES,738.0,(580) 924-1397,Aaron Mccoy,1314 Waco St ,Durant,OK,74701.0,6-Apr,53
BRYAN,DURANT,07I072,500,DURANT MS,522.0,(580) 924-1321,Kenny Chaffin,802 West Walnut St ,Durant,OK,74701.0,8-Jul,40
BRYAN,DURANT,07I072,705,DURANT HS,893.0,(580) 924-4424,Cheryl Conditt,950 Gerlach Drive,Durant,OK,74701.0,12-Sep,74
CADDO,HYDRO-EAKLY,08I011,105,HYDRO-EAKLY ES,230.0,(405) 663-2619,Jeremy Tharp,407 East Seventh St ,Hydro,OK,73048.0,PK-05,26
CADDO,HYDRO-EAKLY,08I011,505,HYDRO-EAKLY MS,88.0,(405) 663-2246,Jeremy Bussey,407 East Seventh St ,Hydro,OK,73048.0,8-Jun,21
CADDO,HYDRO-EAKLY,08I011,715,HYDRO-EAKLY HS,117.0,(405) 663-2246,Jeremy Bussey,407 East Seventh St ,Hydro,OK,73048.0,12-Sep,25
CADDO,LOOKEBA SICKLES,08I012,105,LOOKEBA-SICKLES ES,191.0,(405) 457-6300,Mike Davis,307 West Sickles Ave.,Lookeba,OK,73053.0,PK-08,18
CADDO,LOOKEBA SICKLES,08I012,705,LOOKEBA-SICKLES HS,87.0,(405) 457-6621,Chuck Karpe,10108 Cr 1150,Lookeba,OK,73053.0,12-Sep,12
CADDO,ANADARKO,08I020,105,ANADARKO EAST ES,308.0,(405) 247-2496,Danny Harris,107 Southeast Fifth St ,Anadarko,OK,73005.0,3-Feb,26
CADDO,ANADARKO,08I020,115,SUNSET ES,325.0,(405) 247-2503,Lyn Grubb,508 Southwest Seventh St ,Anadarko,OK,73005.0,KG-01,24
CADDO,ANADARKO,08I020,120,MISSION ES,378.0,(405) 247-6607,Jeff Barrett,1200 South Mission St ,Anadarko,OK,73005.0,PK-05,26
CADDO,ANADARKO,08I020,510,ANADARKO MS,422.0,(405) 247-6671,Doug Hall,900 West College St ,Anadarko,OK,73005.0,8-Jun,53
CADDO,ANADARKO,08I020,705,ANADARKO HS,499.0,(405) 247-2486,Mike Sparks,1400 Warrior Drive,Anadarko,OK,73005.0,12-Sep,61
CADDO,CARNEGIE,08I033,105,CARNEGIE ES,285.0,(580) 654-1945,Lori Graham,330 West Wildcat Drive,Carnegie,OK,73015.0,PK-05,22
CADDO,CARNEGIE,08I033,510,CARNEGIE MS,135.0,(580) 654-1766,Jane Nix,330 West Wildcat Drive,Carnegie,OK,73015.0,8-Jun,18
CADDO,CARNEGIE,08I033,705,CARNEGIE HS,143.0,(580) 654-1266,Jerry Hulme,330 West Wildcat Drive,Carnegie,OK,73015.0,12-Sep,22
CADDO,BOONE-APACHE,08I056,105,APACHE ES,294.0,(580) 588-3577,Jayne Ivy,PO Box 354,Apache,OK,73006.0,PK-05,21
CADDO,BOONE-APACHE,08I056,505,APACHE MS,148.0,(580) 588-2122,Todd Vail,PO Box 354,Apache,OK,73006.0,8-Jun,24
CADDO,BOONE-APACHE,08I056,705,APACHE HS,161.0,(580) 588-3358,Todd Vail,PO Box 354,Apache,OK,73006.0,12-Sep,23
CADDO,CYRIL,08I064,105,CYRIL ES,223.0,(580) 464-2437,Tammy Cocheran,PO Box 449,Cyril,OK,73029.0,PK-06,19
CADDO,CYRIL,08I064,610,CYRIL JHS,55.0,(580) 464-2272,Timothy Persinger,PO Box 449,Cyril,OK,73029.0,8-Jul,10
CADDO,CYRIL,08I064,715,CYRIL HS,102.0,(580) 464-2272,Tim Persinger,PO Box 449,Cyril,OK,73029.0,12-Sep,14
CADDO,GRACEMONT,08I086,105,GRACEMONT ES,113.0,(405) 966-2551,Roberta Fullbright,PO Box 5,Gracemont,OK,73042.0,PK-08,16
CADDO,GRACEMONT,08I086,705,GRACEMONT HS,37.0,(405) 966-2233,Mike Jones,PO Box 5,Gracemont,OK,73042.0,12-Sep,11
CADDO,CEMENT,08I160,105,CEMENT ES,175.0,(405) 489-3217,Brad Mcneil,PO Box 60,Cement,OK,73017.0,PK-08,18
CADDO,CEMENT,08I160,715,CEMENT HS,60.0,(405) 489-3218,Brad Mcneil,PO Box 60,Cement,OK,73017.0,12-Sep,11
CADDO,HINTON,08I161,105,HINTON ES,367.0,(405) 542-3295,Marcy Derryberry,PO Box 1036,Hinton,OK,73047.0,PK-05,30
CADDO,HINTON,08I161,610,HINTON MS,141.0,(405) 542-3235,Rennie Nickell,PO Box 1036,Hinton,OK,73047.0,8-Jun,20
CADDO,HINTON,08I161,705,HINTON HS,170.0,(405) 542-3235,Rennie Nickell,PO Box 1036,Hinton,OK,73047.0,12-Sep,25
CADDO,FORT COBB-BROXTON,08I167,105,FORT COBB-BROXTON LOWER ES,161.0,(405) 643-2334,James Biddy,PO Box 130,Fort Cobb,OK,73038.0,PK-05,23
CADDO,FORT COBB-BROXTON,08I167,505,FORT COBB-BROXTON MS,76.0,(405) 643-2820,James Biddy,PO Box 130,Fort Cobb,OK,73038.0,8-Jun,19
CADDO,FORT COBB-BROXTON,08I167,705,FORT COBB-BROXTON HS,89.0,(405) 643-2820,Kyle Lierle,PO Box 130,Fort Cobb,OK,73038.0,12-Sep,15
CADDO,BINGER-ONEY,08I168,105,BINGER-ONEY ES,281.0,(405) 656-2304,Lisa King,PO Box 280,Binger,OK,73009.0,PK-08,24
CADDO,BINGER-ONEY,08I168,705,BINGER-ONEY HS,115.0,(405) 656-2304,Kevin Brown,PO Box 280,Binger,OK,73009.0,12-Sep,18
CANADIAN,RIVERSIDE,09C029,105,RIVERSIDE PUBLIC SCHOOL,169.0,(405) 262-2907,David Garner,4800 East Foreman St ,El Reno,OK,73036.0,PK-08,13
CANADIAN,BANNER,09C031,105,BANNER PUBLIC SCHOOL,209.0,(405) 262-0598,Larry York,2455 North Banner Rd,El Reno,OK,73036.0,PK-08,14
CANADIAN,DARLINGTON,09C070,105,DARLINGTON PUBLIC SCHOOL,234.0,(405) 262-0137,Cheryl Garrison,4408 North Hwy 81,El Reno,OK,73036.0,PK-08,15
CANADIAN,MAPLE,09C162,105,MAPLE PUBLIC SCHOOL,157.0,(405) 262-5647,Shana Thiel,904 South Maple Rd,Calumet,OK,73014.0,PK-08,16
CANADIAN,PIEDMONT,09I022,105,PIEDMONT ES,449.0,(405) 373-2353,Christy Von Tungeln,1011 Piedmont Rd North,Piedmont,OK,73078.0,KG-04,34
CANADIAN,PIEDMONT,09I022,110,PIEDMONT PRIMARY ES,221.0,(405) 373-4848,Debbie Caywood,615 Edmond Rd Northwest,Piedmont,OK,73078.0,PK-PK,16
CANADIAN,PIEDMONT,09I022,115,STONE RIDGE ES,454.0,(405) 373-4227,Margaret Mcnair Dale,10000 West Memorial Rd,Yukon,OK,73099.0,PK-04,33
CANADIAN,PIEDMONT,09I022,120,NORTHWOOD ES,438.0,(405) 373-5151,Lisa Campbell,14100 Northwood Drive,Piedmont,OK,73078.0,KG-04,32
CANADIAN,PIEDMONT,09I022,125,PIEDMONT INTERMEDIATE ES,513.0,(405) 373-5155,Shawn Blankenship,977 Washington Ave,Piedmont,OK,73078.0,6-May,36
CANADIAN,PIEDMONT,09I022,510,PIEDMONT MS,490.0,(405) 373-1315,Trinity Johnson,823 Second St Northwest,Piedmont,OK,73078.0,8-Jul,38
CANADIAN,PIEDMONT,09I022,705,PIEDMONT HS,852.0,(405) 373-5011,Layne Jones,1055 Edmond Rd Northwest,Piedmont,OK,73078.0,12-Sep,59
CANADIAN,YUKON,09I027,105,CENTRAL ES,363.0,(405) 354-2501,Robin Russell,300 South Ninth St ,Yukon,OK,73099.0,PK-03,27
CANADIAN,YUKON,09I027,110,MYERS ES,294.0,(405) 354-5252,Ron Brummett,1200 South First St ,Yukon,OK,73099.0,PK-03,28
CANADIAN,YUKON,09I027,115,SHEDECK ES,375.0,(405) 354-6601,Mark Park,2100 South Holly Ave,Yukon,OK,73099.0,PK-03,31
CANADIAN,YUKON,09I027,120,RANCHWOOD ES,368.0,(405) 354-6616,Kristin Kilpatrick,607 Annawood Drive,Yukon,OK,73099.0,PK-03,28
CANADIAN,YUKON,09I027,125,SURREY HILLS ES,418.0,(405) 373-1973,Bill Pierce,10700 Hastings Ave,Yukon,OK,73099.0,PK-03,27
CANADIAN,YUKON,09I027,130,PARKLAND ES,364.0,(405) 354-7786,Lance Haggard,2201 South Cornwell Drive,Yukon,OK,73099.0,PK-03,30
CANADIAN,YUKON,09I027,135,SKYVIEW ES,599.0,(405) 354-4852,Carla Smith,650 South Yukon Parkway,Yukon,OK,73099.0,PK-03,43
CANADIAN,YUKON,09I027,140,INDEPENDENCE ES,600.0,(405) 265-1352,Roni Mckee,500 East Vandament Ave,Yukon,OK,73099.0,5-Apr,40
CANADIAN,YUKON,09I027,145,LAKEVIEW ES,616.0,(405) 265-1342,Scott Hein,872 South Yukon Parkway,Yukon,OK,73099.0,5-Apr,42
CANADIAN,YUKON,09I027,520,YUKON MS,1801.0,(405) 354-5274,Cecil Bowles,801 Garth Brooks Blvd,Yukon,OK,73099.0,8-Jun,111
CANADIAN,YUKON,09I027,705,YUKON HS,2420.0,(405) 354-6692,Melissa Barlow,1777 South Yukon Parkway,Yukon,OK,73099.0,12-Sep,156
CANADIAN,EL RENO,09I034,110,HILLCREST ES,359.0,(405) 262-2396,Jenifer Posey,PO Box 580,El Reno,OK,73036.0,PK-KG,25
CANADIAN,EL RENO,09I034,120,LINCOLN ES,330.0,(405) 262-1941,Joel Read,PO Box 580,El Reno,OK,73036.0,4-Mar,26
CANADIAN,EL RENO,09I034,130,WEBSTER ES,170.0,(405) 262-1943,Mendy Klepper,PO Box 580,El Reno,OK,73036.0,5-May,13
CANADIAN,EL RENO,09I034,135,ROSE WITCHER ES,393.0,(405) 262-5592,Julie Huber,PO Box 580,El Reno,OK,73036.0,2-Jan,27
CANADIAN,EL RENO,09I034,510,LESLIE F. ROBLYER MS,310.0,(405) 262-2700,Monica Brower,PO Box 580,El Reno,OK,73036.0,7-Jun,35
CANADIAN,EL RENO,09I034,610,ETTA DALE JHS,160.0,(405) 262-3253,Pat Liticker,PO Box 580,El Reno,OK,73036.0,8-Aug,49
CANADIAN,EL RENO,09I034,705,EL RENO HS,832.0,(405) 262-3254,Pat Liticker,PO Box 580,El Reno,OK,73036.0,12-Sep,82
CANADIAN,UNION CITY,09I057,105,UNION CITY ES,193.0,(405) 483-5327,Kerri Griggs,PO Box 279,Union City,OK,73090.0,PK-08,11
CANADIAN,UNION CITY,09I057,705,UNION CITY HS,102.0,(405) 483-5326,Todd Carel,PO Box 279,Union City,OK,73090.0,12-Sep,11
CANADIAN,MUSTANG,09I069,105,MUSTANG ES,468.0,(405) 376-2491,Laquita Semmler, 906 S. Heights Drive,Mustang,OK,73064.0,KG-04,40
CANADIAN,MUSTANG,09I069,110,MUSTANG VALLEY ES,670.0,(405) 324-2541,Jillian Mitchell, 906 S. Heights Drive,Mustang,OK,73064.0,KG-04,48
CANADIAN,MUSTANG,09I069,115,MUSTANG LAKEHOMA ES,539.0,(405) 376-2409,Shawna Carter, 906 S. Heights Drive,Mustang,OK,73064.0,KG-04,41
CANADIAN,MUSTANG,09I069,120,MUSTANG TRAILS ES,660.0,(405) 324-0016,Alisha Suffield, 906 S. Heights Drive,Mustang,OK,73064.0,KG-04,50
CANADIAN,MUSTANG,09I069,125,MUSTANG CREEK ES,708.0,(405) 324-4567,Susan Dombek, 906 S. Heights Drive,Mustang,OK,73064.0,PK-04,63
CANADIAN,MUSTANG,09I069,130,MUSTANG EDUCATION CTR,349.0,(405) 376-7322,Sondra Bivens, 906 S. Heights Drive,Mustang,OK,73064.0,PK-PK,16
CANADIAN,MUSTANG,09I069,135,MUSTANG CENTENNIAL ES,644.0,(405) 256-6466,Molly Wilson, 906 S. Heights Drive,Mustang,OK,73064.0,PK-04,51
CANADIAN,MUSTANG,09I069,140,MUSTANG HORIZON IES,738.0,(405) 256-6282,Holly Mckinney, 906 S. Heights Drive,Mustang,OK,73064.0,6-May,57
CANADIAN,MUSTANG,09I069,145,CANYON RIDGE IES,932.0,(405) 256-6955,Kathy Blackwell, 906 S. Heights Drive,Mustang,OK,73064.0,6-May,65
CANADIAN,MUSTANG,09I069,150,PRAIRIE VIEW ES,557.0,(405) 256-6989,Cynthia Daniel,906 S. Heights Drive,Mustang,OK,73064.0,PK-04,44
CANADIAN,MUSTANG,09I069,505,MUSTANG MS,706.0,(405) 376-2448,Kathy Knowles, 906 S. Heights Drive,Mustang,OK,73064.0,8-Jul,62
CANADIAN,MUSTANG,09I069,510,MUSTANG NORTH MS,797.0,(405) 324-2236,Christy Bradley, 906 S. Heights Drive,Mustang,OK,73064.0,8-Jul,67
CANADIAN,MUSTANG,09I069,705,MUSTANG HS,2727.0,(405) 376-2404,Teresa Wilkerson, 906 S. Heights Drive,Mustang,OK,73064.0,12-Sep,190
CANADIAN,CALUMET,09I076,105,CALUMET ES,157.0,(405) 893-2222,Lindy Renbarger,PO Box 10,Calumet,OK,73014.0,PK-06,17
CANADIAN,CALUMET,09I076,610,CALUMET JHS,34.0,(405) 893-2222,Chuck Hood,PO Box 10,Calumet,OK,73014.0,8-Jul,13
CANADIAN,CALUMET,09I076,705,CALUMET HS,88.0,(405) 893-2222,Chuck Hood,110 N. Freehome,Calumet,OK,73014.0,12-Sep,14
CARTER,ZANEIS,10C072,105,ZANEIS PUBLIC SCHOOL,280.0,(580) 668-2955,Ryan Cole,30515 Us Hwy 70,Wilson,OK,73463.0,PK-08,19
CARTER,ARDMORE,10I019,110,CHARLES EVANS ES,677.0,(580) 223-2472,Denise Brunk,PO Box 1709,Ardmore,OK,73402.0,5-Jan,54
CARTER,ARDMORE,10I019,120,JEFFERSON ES,261.0,(580) 223-2474,Kristi Jessop,PO Box 1709,Ardmore,OK,73401.0,5-Jan,22
