X,Y,OBJECTID,SITE_NO,DATE_VERIF,HIGH_TIDE,TIDE_HEIGHT,MAP_NAME,ESTUARY_BAY,TIME,WATER_DEPTH,EEL_GRASS,EST_COVER
1058678.00998063,571656.716902554,38,500b,28-Oct-02,3:56 PM,1.20000004,Mattituck,North Shore LIS,11:22 PM,6,N, 
1059064.03906421,571766.98407048,39,500c,28-Oct-02,3:56 PM,1.20000004,Mattituck,North Shore LIS,11:25 PM,8,N, 
1059048.91507871,577851.736008555,40,500d,28-Oct-02,3:56 PM,1.20000004,Mattituck,North Shore LIS,11:30 PM,8,N, 
1064874.47002864,576045.179910392,41,534,28-Oct-02,3:56 PM,1.20000004,Mattituck Hills,North Shore LIS,11:50 AM,14,N, 
1064874.7679283,575935.87304239,42,501a,28-Oct-02,3:56 PM,1.20000004,Mattituck Hills,North Shore LIS,12:00 PM,8,N, 
1070772.23612022,578065.987876639,43,501b,28-Oct-02,3:56 PM,1.20000004,Mattituck Hills,North Shore LIS,12:10 PM,8,N, 
1077571.37508097,582459.389850974,44,502a,28-Oct-02,3:56 PM,1.20000004,Mattituck Hills,North Shore LIS,12:15 PM,6,N, 
1077433.23985855,582531.813918725,45,502b,28-Oct-02,3:56 PM,1.20000004,Mattituck Hills,North Shore LIS,12:20 PM,12,N, 
1083605.05494273,592098.831858143,46,503a,28-Oct-02,3:56 PM,1.20000004,Mattituck Hills,North Shore LIS,12:30 PM,12,N, 
1085808.82809421,592580.312850565,47,503b,28-Oct-02,3:56 PM,1.20000004,Mattituck Hills,North Shore LIS,12:40 PM,10,N, 
1093932.88796155,594760.604093641,48,505,28-Oct-02,3:56 PM,1.20000004,Mattituck Hills,North Shore LIS,12:50 PM,8,N, 
1101231.34711789,602769.933875471,49,508,28-Oct-02,3:56 PM,1.20000004,Mattituck Hills,North Shore LIS,1:00 PM,13,N, 
1106284.93313931,606544.822979227,50,509,28-Oct-02,3:56 PM,1.20000004,Mattituck Hills,North Shore LIS,1:10 PM,8,N, 
1108935.28315355,611402.787016556,51,510a,28-Oct-02,3:56 PM,1.20000004,Mattituck Hills,North Shore LIS,1:15 PM,13,N, 
1109703.72387388,612025.723106638,52,510b,28-Oct-02,3:56 PM,1.20000004,Mattituck Hills,North Shore LIS,1:20 PM,13,N, 
1109538.45091046,612024.963921815,53,510c,28-Oct-02,3:56 PM,1.20000004,Mattituck Hills,North Shore LIS,1:25 PM,7,N, 
1121092.20995514,615105.020097643,54,512,28-Oct-02,3:56 PM,1.20000004,Mattituck Hills,North Shore LIS,1:30 PM,7,N, 
1129037.94898489,618700.678916812,55,515,28-Oct-02,3:56 PM,1.20000004,Orient,North Shore LIS,2:00 PM,6,Y,H
1190400.47291313,675352.651898727,56,207,18-Sept-2,9:23 AM,3.20000004,New London,Paquonock River Area,NR,NR,Y,M
1191374.03100538,676263.215038225,57,205a,18-Sept-2,9:23 AM,3.20000004,New London,Paquonock River Area,NR,NR,Y,M
1190766.98891239,676612.549969479,58,80,18-Sept-2,9:23 AM,3.20000004,New London,Paquonock River Area,NR,NR,Y,M
1192089.88193589,676893.163909554,59,205b,18-Sept-2,9:23 AM,3.20000004,New London,Paquonock River Area,NR,NR,Y,M
1192788.55311072,677689.189876556,60,205c,18-Sept-2,9:23 AM,3.20000004,New London,Paquonock River Area,NR,NR,Y,M
1195692.04599139,676629.731037483,61,208,18-Sept-2,9:23 AM,3.20000004,New London,Paquonock River Area,NR,NR,Y,M
1198498.18309563,675593.177992478,62,210a,18-Sept-2,9:23 AM,3.20000004,New London,Mumford Cove Area,NR,NR,Y,M
1199047.95693047,676492.287086651,63,210b,18-Sept-2,9:23 AM,3.20000004,New London,Mumford Cove Area,NR,NR,Y,M
1199151.04005764,676870.257131234,64,82,18-Sept-2,9:23 AM,3.20000004,New London,Mumford Cove Area,NR,NR,Y,M
1199677.90612988,676887.436886892,65,210c,18-Sept-2,9:23 AM,3.20000004,New London,Mumford Cove Area,NR,NR,Y,M
1200393.75804463,676979.065968722,66,83,18-Sept-2,9:23 AM,3.20000004,New London,Mumford Cove Area,NR,NR,Y,M
1200720.18586947,676486.560063973,67,85,18-Sept-2,9:23 AM,3.20000004,New London,Mumford Cove Area,NR,NR,Y,M
1201086.70186873,676091.409935638,68,84,18-Sept-2,9:23 AM,3.20000004,New London,Mumford Cove Area,NR,NR,Y,M
1200726.77411088,680053.73698473,69,110,18-Sept-2,9:23 AM,3.20000004,New London,Mumford Cove Area,NR,NR,Y,M
1200503.07016197,678837.348997563,70,109,18-Sept-2,9:23 AM,3.20000004,New London,Mumford Cove Area,NR,NR,Y,M
1201453.81005839,679047.071019053,71,111,18-Sept-2,9:23 AM,3.20000004,New London,Mumford Cove Area,NR,NR,Y,M
1202977.79093431,674656.888854563,72,334,18-Sept-2,9:23 AM,3.20000004,New London,Mumford Cove Area,NR,NR,Y,M
1204208.15986463,673398.55705364,73,98,18-Sept-2,9:23 AM,3.20000004,New London,Mumford Cove Area,NR,NR,Y,M
1205102.97401989,674950.500143975,74,97,18-Sept-2,9:23 AM,3.20000004,New London,Palmer/West Cover Area,NR,NR,Y,M
1210583.71108989,674880.593131557,75,203,18-Sept-2,9:23 AM,3.20000004,Mystic,Mystic Harbor Area,NR,NR,Y,M
1212135.65483639,675733.462160721,76,201,18-Sept-2,9:23 AM,3.20000004,Mystic,Mystic Harbor Area,NR,NR,Y,M
1212778.80184406,677131.608970731,77,202,18-Sept-2,9:23 AM,3.20000004,Mystic,Mystic Harbor Area,NR,NR,Y,M
1211604.35898297,675481.795997396,78,87,18-Sept-2,9:23 AM,3.20000004,Mystic,Mystic Harbor Area,NR,NR,Y,M
1212201.73902181,681101.036071226,79,204,18-Sept-2,9:23 AM,3.20000004,Mystic,Mystic Harbor Area,NR,NR,Y,M
1228122.04707614,680500.269884303,80,181a,18-Sept-2,9:23 AM,3.20000004,Mystic,Quiambog Cove Area,NR,NR,Y,M
1227002.43711063,681510.650081396,81,181b,18-Sept-2,9:23 AM,3.20000004,Mystic,Quiambog Cove Area,NR,NR,Y,M
1226046.6719618,682876.027928054,82,181c,18-Sept-2,9:23 AM,3.20000004,Mystic,Quiambog Cove Area,NR,NR,Y,M
1229105.11892889,683067.181089059,83,181d,18-Sept-2,9:23 AM,3.20000004,Mystic,Stonington Harbor Area,NR,NR,Y,M
1229514.73293905,688173.69515422,84,196,18-Sept-2,9:23 AM,3.20000004,Mystic,Stonington Harbor Area,NR,NR,Y,M
1228695.50590298,687491.005902812,85,198,18-Sept-2,9:23 AM,3.20000004,Mystic,Stonington Harbor Area,NR,NR,Y,M
1228941.27411222,687709.466095805,86,197,18-Sept-2,9:23 AM,3.20000004,Mystic,Stonington Harbor Area,NR,NR,Y,M
1234047.78784931,681182.959135726,87,180,18-Sept-2,9:23 AM,3.20000004,Mystic,Little Narragansett Area,NR,NR,Y,M
1232737.02505089,680582.192948803,88,178,18-Sept-2,9:23 AM,3.20000004,Mystic,Little Narragansett Area,NR,NR,Y,M
1231398.95390813,677387.207868978,89,155,18-Sept-2,9:23 AM,3.20000004,Mystic,Stonington Harbor Area,NR,NR,Y,M
1233638.17383914,678643.355947226,90,154,18-Sept-2,9:23 AM,3.20000004,Mystic,Little Narragansett Area,NR,NR,Y,M
1236669.31410231,678670.663963482,91,153,18-Sept-2,9:23 AM,3.20000004,Mystic,Little Narragansett Area,NR,NR,Y,M
1236587.39103781,680336.425067648,92,151,18-Sept-2,9:23 AM,3.20000004,Mystic,Little Narragansett Area,NR,NR,Y,M
1235850.08706622,679517.19803156,93,152,18-Sept-2,9:23 AM,3.20000004,Mystic,Little Narragansett Area,NR,NR,Y,M
1224572.06401864,668129.944887474,94,211a,18-Sept-2,9:23 AM,3.20000004,Mystic - Fishers,Fisher Island Area,NR,NR,Y,M
1222278.22903939,667392.6409159,95,211b,18-Sept-2,9:23 AM,3.20000004,Mystic - Fishers,Fisher Island Area,NR,NR,Y,M
1221732.07790072,665836.109908223,96,144,18-Sept-2,9:23 AM,3.20000004,Mystic - Fishers,Fisher Island Area,NR,NR,Y,M
1221049.38897739,665399.188866064,97,212,18-Sept-2,9:23 AM,3.20000004,Mystic - Fishers,Fisher Island Area,NR,NR,Y,M
1219929.77901189,665808.801891983,98,215,18-Sept-2,9:23 AM,3.20000004,Mystic - Fishers,Fisher Island Area,NR,NR,Y,M
1219738.62585089,665208.036033139,99,213,18-Sept-2,9:23 AM,3.20000004,Mystic - Fishers,Fisher Island Area,NR,NR,Y,M
1211600.1969178,658843.954929307,100,130a,29-Sep-02,8:18 AM,3.0999999,Mystic - Fishers,Fisher Island Area,10:15 AM,11,N, 
1211453.98690839,659826.474945888,101,130b,29-Sep-02,8:18 AM,3.0999999,Mystic - Fishers,Fisher Island Area,10:20 AM,13,N, 
1210831.43205114,658727.805883393,102,130c,29-Sep-02,8:18 AM,3.0999999,Mystic - Fishers,Fisher Island Area,10:25 AM,13,N, 
1208351.18898013,656264.590009317,103,122a,29-Sep-02,8:18 AM,3.0999999,Mystic - Fishers,Fisher Island Area,9:55 AM,10,N, 
1207971.38298123,655678.25784865,104,122b,29-Sep-02,8:18 AM,3.0999999,Mystic - Fishers,Fisher Island Area,9:45 AM,13,N, 
1202567.13689998,654210.49503614,105,121a,29-Sep-02,8:18 AM,3.0999999,New London - Fish,Fisher Island Area,11:45 AM,11,Y,H
1202098.1568668,654388.689889729,106,121b,29-Sep-02,8:18 AM,3.0999999,New London - Fish,Fisher Island Area,11:50 AM,13,N, 
1201877.26295164,654496.125042304,107,121c,29-Sep-02,8:18 AM,3.0999999,New London - Fish,Fisher Island Area,11:55 AM,10,N, 
1201793.84809223,654604.73014006,108,121d,29-Sep-02,8:18 AM,3.0999999,New London - Fish,Fisher Island Area,12:10 PM,6,N, 
1196298.96997438,654048.568850815,109,121e,29-Sep-02,8:18 AM,3.0999999,New London - Fish,Fisher Island Area,12:15 PM,9,N, 
1200264.54406422,653352.910137147,110,121f,29-Sep-02,8:18 AM,3.0999999,New London - Fish,Fisher Island Area,12:20 PM,8,N, 
1199962.69197764,653277.491980895,111,121g,29-Sep-02,8:18 AM,3.0999999,New London - Fish,Fisher Island Area,12:25 PM,5,Y,H
1199964.53088473,653058.881853804,112,121h,29-Sep-02,8:18 AM,3.0999999,New London - Fish,Fisher Island Area,12:28 PM,6,Y,H
1199883.57205714,652876.01214081,113,121i,29-Sep-02,8:18 AM,3.0999999,New London - Fish,Fisher Island Area,12:40 PM,9,Y,L
1198290.54505947,652644.03885147,114,121j,29-Sep-02,8:18 AM,3.0999999,New London - Fish,Fisher Island Area,12:45 PM,10,Y,M
1198153.05616122,652642.891872138,115,121k,29-Sep-02,8:18 AM,3.0999999,New London - Fish,Fisher Island Area,12:50 PM,6,Y,H
1197387.35788947,652126.391920894,116,121l,29-Sep-02,8:18 AM,3.0999999,New London - Fish,Fisher Island Area,12:55 PM,14,N, 
1197303.04801872,652344.317994222,117,121m,29-Sep-02,8:18 AM,3.0999999,New London - Fish,Fisher Island Area,1:10 PM,12,N, 
1197219.04096889,652525.808116809,118,121n,29-Sep-02,8:18 AM,3.0999999,New London - Fish,Fisher Island Area,1:15 PM,10,Y,L
1196185.43115947,652375.68112047,119,121o,29-Sep-02,8:18 AM,3.0999999,New London - Fish,Fisher Island Area,1:20 PM,10,N, 
1196450.60812256,652337.255016223,120,121p,29-Sep-02,8:18 AM,3.0999999,New London - Fish,Fisher Island Area,1:25 PM,8,N, 
1199615.21891931,658630.908111304,121,123a,29-Sep-02,8:18 AM,3.0999999,New London - Fish,Fisher Island Area,12:34PM,4.5,Y,H
1199541.31486763,657610.030887976,122,123b,29-Sep-02,8:18 AM,3.0999999,New London - Fish,Fisher Island Area,12:33 PM,5,N, 
1199102.97092806,657424.165117979,123,123c,29-Sep-02,8:18 AM,3.0999999,New London - Fish,Fisher Island Area,12:35PM,12,N, 
1220807.86911923,662061.42585656,124,228,29-Sep-02,8:18 AM,3.0999999,Mystic - Fishers,Fisher Island Area,10:45 AM,8,Y,H
1216382.48886238,662020.697919637,125,139a,29-Sep-02,8:18 AM,3.0999999,Mystic - Fishers,Fisher Island Area,11:05 AM,14,Y,L
1215393.95409405,661902.398943648,126,139b,29-Sep-02,8:18 AM,3.0999999,Mystic - Fishers,Fisher Island Area,11:10 AM,14,N, 
1215396.59713338,661610.918883562,127,139c,29-Sep-02,8:18 AM,3.0999999,Mystic - Fishers,Fisher Island Area,11:15 AM,12,N, 
1215262.13185114,661281.759108812,128,139d,29-Sep-02,8:18 AM,3.0999999,Mystic - Fishers,Fisher Island Area,11:20 AM,10,Y,M
1214716.00105363,660875.999093562,129,139e,29-Sep-02,8:18 AM,3.0999999,Mystic - Fishers,Fisher Island Area,11:25 AM,12,N, 
1214028.79606321,660869.79700622,130,139f,29-Sep-02,8:18 AM,3.0999999,Mystic - Fishers,Fisher Island Area,11:30 AM,11,N, 
1156715.18496889,681264.665009066,131,260,10-Oct-02,2:01 AM,3.40000009,Niantic,Niantic Bay Area,1:05 PM,4,N, 
1156069.3611293,683410.218132645,132,265a,10-Oct-02,2:01 AM,3.40000009,Niantic,Niantic Bay Area,1:21 PM,5,N, 
1155155.25009663,684606.658981234,133,265b,10-Oct-02,2:01 AM,3.40000009,Niantic,Niantic Bay Area,1:30 PM,5,N, 
1161871.04604822,674339.717900977,134,251b,10-Oct-02,2:01 AM,3.40000009,Niantic,Jordan Cove Area,11:30 AM,11,Y,L
1162007.16585472,674522.833020315,135,251c,10-Oct-02,2:01 AM,3.40000009,Niantic,Jordan Cove Area,11:35 AM,8,Y,L
1165756.12686072,672726.840877399,136,72,10-Oct-02,2:01 AM,3.40000009,Niantic,Jordan Cove Area,10:47 AM,8,Y,M
1161927.48195897,674121.477851897,137,251a,10-Oct-02,2:01 AM,3.40000009,Niantic,Jordan Cove Area,11:27 AM,11,Y,L
1157084.28199972,679445.232952386,138,172,10-Oct-02,2:01 AM,3.40000009,Niantic,Niantic Bay Area,1:58 PM,5,Y,M
1164300.72196314,676579.093999639,139,254,10-Oct-02,2:01 AM,3.40000009,Niantic,Jordan Cove Area,12:25 PM,5,N, 
1165200.13190973,677605.585056886,140,255,10-Oct-02,2:01 AM,3.40000009,Niantic,Jordan Cove Area,12:35 PM, ,N, 
1157200.70204248,674308.331152722,141,104,10-Oct-02,2:01 AM,3.40000009,Niantic,Niantic Bay Area,12:23 PM,8,N, 
1158351.14888856,674826.101114556,142,103a,10-Oct-02,2:01 AM,3.40000009,Niantic,Niantic Bay Area,12:26 PM,8,N, 
1158349.93399598,675008.279884055,143,103b,10-Oct-02,2:01 AM,3.40000009,Niantic,Niantic Bay Area,12:30 PM,8,N, 
1157435.14809589,676241.066132396,144,103c,10-Oct-02,2:01 AM,3.40000009,Niantic,Niantic Bay Area,12:33 PM,11,Y,M
1166007.47412705,672145.598929644,145,74a,10-Oct-02,2:01 AM,3.40000009,Niantic,Jordan Cove Area,10:40 AM,16,Y,M
1166061.9139788,672218.854032472,146,74b,10-Oct-02,2:01 AM,3.40000009,Niantic,Jordan Cove Area,10:42 AM,14,Y,M
1164609.96707955,675560.987111971,147,256,10-Oct-02,2:01 AM,3.40000009,Niantic,Jordan Cove Area,11:10 AM,2,N, 
1153950.99692772,683979.379067808,148,174,10-Oct-02,2:01 AM,3.40000009,Niantic,Niantic Bay Area,1:35 PM,6,N, 
1153723.18111038,693706.713943809,149,175,10-Oct-02,2:01 AM,3.40000009,Niantic,Niantic Bay Area,2:00 PM,5,N, 
1152668.46996522,678432.608993396,150,170,10-Oct-02,2:01 AM,3.40000009,Niantic,Niantic Bay Area,2:45 PM,6,Y,H
1152234.82614747,677518.890020311,151,169a,10-Oct-02,2:01 AM,3.40000009,Niantic,Niantic Bay Area,2:31 PM,8,Y,H
1152286.49107039,678029.344051898,152,169b,10-Oct-02,2:01 AM,3.40000009,Niantic,Niantic Bay Area,2:47 PM,7,Y,H
1152970.14685531,678507.426100969,153,169c,10-Oct-02,2:01 AM,3.40000009,Niantic,Niantic Bay Area,2:48 PM,7,Y,H
1152072.11387447,677189.911019474,154,171,10-Oct-02,2:01 AM,3.40000009,Niantic,Niantic Bay Area,9:21 AM,5,Y,M
1185104.73416081,679064.22288765,155,233,10-Oct-02,2:01 AM,3.40000009,New London,New London Harbor Area,9:30 AM,9,Y,M
1181685.28496297,677215.916872978,156,232,10-Oct-02,2:01 AM,3.40000009,New London,New London Harbor Area,9:40 AM,12,Y,M
1180325.66005756,675383.66692856,157,230,10-Oct-02,2:01 AM,3.40000009,New London,New London Harbor Area,9:55 AM,12,Y,L
1175554.80214523,670392.39902398,158,240,10-Oct-02,2:01 AM,3.40000009,New London,Goshen Cove Area,10:15 AM,10,Y,M
1172335.74099806,670951.815884143,159,75a,10-Oct-02,2:01 AM,3.40000009,New London,Goshen Cove Area,10:24 AM,14,Y,M
1169976.93305163,670351.813147143,160,75b,10-Oct-02,2:01 AM,3.40000009,Niantic,Goshen Cove Area,10:30 AM,18,Y,M
1187177.69687839,677440.78190881,161,235,10-Oct-02,2:01 AM,3.40000009,New London,New London Harbor Area,10:15 AM,12,Y,M
1186191.95705198,677032.214156389,162,234,10-Oct-02,2:01 AM,3.40000009,New London,New London Harbor Area,10:25 AM,12,N, 
1185938.45198156,677831.856914058,163,238,10-Oct-02,2:01 AM,3.40000009,New London,New London Harbor Area,10:30 AM,8,N, 
1212578.11687797,660164.449007481,164,138,29-Sep-02,2:01 AM,3.40000009,Mystic - Fishers,Fisher Island Area,10:27 AM,10,N, 
1150410.56896922,674956.64809756,165,99,10-Oct-02,2:01 AM,3.40000009,Niantic,Niantic Bay Area,4:00 PM,5,Y,M
1100954.49694981,656804.33400856,166,293,15-Oct-02,7:27 AM,3,Essex,Willard Bay Area,4:00 PM,9,N, 
1106730.51098831,660155.184918389,167,292a,15-Oct-02,7:27 AM,3,Old Lyme,Connecticut River Area,4:05PM,10,N, 
1107737.46993239,658546.654998973,168,292b,15-Oct-02,7:27 AM,3,Old Lyme,Willard Bay Area,4:10 PM,7,N, 
1094309.4649643,661623.10816364,169,28,15-Oct-02,7:27 AM,3,Essex,West Brook Harbor Area,2:35 PM,6,N, 
1092300.48407413,662234.640077055,170,295,15-Oct-02,7:27 AM,3,Essex,West Brook Harbor Area,2:50 PM,5,N, 
1091310.68585689,662303.687839225,171,297,15-Oct-02,7:27 AM,3,Essex,West Brook Harbor Area,3:00 PM,4,N, 
1087271.63816072,661887.700154141,172,296,15-Oct-02,7:27 AM,3,Essex,West Brook Harbor Area,NR,NR,N, 
1091016.0128898,660298.537978142,173,27,15-Oct-02,7:27 AM,3,Essex,West Brook Harbor Area,NR,NR,N, 
1099141.79092956,656359.459898308,174,35,15-Oct-02,7:27 AM,3,Essex,West Brook Harbor Area,3:40 PM,4,N, 
1096741.10905114,658499.328978136,175,31,15-Oct-02,7:27 AM,3,Essex,West Brook Harbor Area,1:56 PM,7,N, 
1096597.58013873,659992.650138482,176,33,15-Oct-02,7:27 AM,3,Essex,West Brook Harbor Area,2:05 PM,4,N, 
1095603.42202206,661118.165932059,177,29a,15-Oct-02,7:27 AM,3,Essex,West Brook Harbor Area,2:10 PM,3,N, 
1095360.12690496,660096.959969223,178,29b,15-Oct-02,7:27 AM,3,Essex,West Brook Harbor Area,2:12 PM,3,N, 
1088568.01089606,660690.088048056,179,23,15-Oct-02,7:27 AM,3,Essex,West Brook Harbor Area,1:00 PM,4,N, 
1089035.72288714,660582.525927231,180,26,15-Oct-02,7:27 AM,3,Essex,West Brook Harbor Area,1:10 PM,5,N, 
1095917.26391405,658277.368135974,181,32,15-Oct-02,7:27 AM,3,Essex,West Brook Harbor Area,1:50 PM,6,N, 
1087273.51315697,661377.592906639,182,27,15-Oct-02,7:27 AM,3,Essex,West Brook Harbor Area,12:45 PM,1.5,N, 
1087437.63290747,661596.816877648,183,229,15-Oct-02,7:27 AM,3,Essex,West Brook Harbor Area,12:47 PM,2,N, 
1087741.07094888,661306.442130312,184,22,15-Oct-02,7:27 AM,3,Essex,West Brook Harbor Area,12:55 PM,4,N, 
1084906.58285147,662207.058111221,185,303a,15-Oct-02,7:27 AM,3,Essex,West Brook Harbor Area,12:10 PM,2,N, 
1084603.96993963,662278.85094665,186,303b,15-Oct-02,7:27 AM,3,Essex,West Brook Harbor Area,12:13 PM,2,N, 
1085511.68301922,662099.917905554,187,300,15-Oct-02,7:27 AM,3,Essex,West Brook Harbor Area,12:15 PM,2,N, 
1086282.76809122,661701.902953565,188,25,15-Oct-02,7:27 AM,3,Essex,West Brook Harbor Area,12:30 PM,3,N, 
1178585.85415398,672929.196115732,189,242,10-Oct-02,2:01 AM,3.40000009,New London,Goshen Cove Area,9:45 AM,12,Y,M
1176754.84600498,671603.741089478,190,241a,10-Oct-02,2:01 AM,3.40000009,New London,Goshen Cove Area,10:10 AM,14,Y,L
1177220.30209506,671825.837101981,191,241b,10-Oct-02,2:01 AM,3.40000009,New London,Goshen Cove Area,10:15AM,13,Y,L
1179782.78712755,673775.696063146,192,105,04-Oct-02,8:05 AM,3.0999999,New London,Goshen Cove Area,10:05 AM,7,Y,L
1180293.98886105,675200.642032146,193,107,04-Oct-02,8:05 AM,3.0999999,New London,New London Harbor Area,10:10 AM,7,Y,M/L
1181406.00993097,680674.764942139,194,108a,04-Oct-02,8:05 AM,3.0999999,New London,New London Harbor Area,10:25 AM,7,Y,M/L
1200038.70002772,659982.269909889,195,124a,03-Oct-02,7:17 AM,2.79999995,New London - Fish,Fisher Island Area,11:00 AM,6,N, 
1199732.01888256,660489.81285806,196,124b,03-Oct-02,7:17 AM,2.79999995,New London - Fish,Fisher Island Area,11:10 AM,10,N, 
1199507.81591889,660998.052983314,197,124c,03-Oct-02,7:17 AM,2.79999995,New London - Fish,Fisher Island Area,11:15 AM,18,N, 
1201089.50009148,662505.346884727,198,125a,03-Oct-02,7:17 AM,2.79999995,New London - Fish,Fisher Island Area,11:30 AM,10,Y,M
1200115.75794446,659661.956902221,199,125b,03-Oct-02,7:17 AM,2.79999995,New London - Fish,Fisher Island Area,11:35 AM,9,Y,M
1200282.55190222,659444.746050566,200,125c,03-Oct-02,7:17 AM,2.79999995,New London - Fish,Fisher Island Area,11:40 AM,9,Y,M
1204323.66488297,660419.596134976,201,126,03-Oct-02,7:17 AM,2.79999995,New London - Fish,Fisher Island Area,12:00 PM,6,Y,M
1203795.46613622,657900.859046474,202,226,03-Oct-02,7:17 AM,2.79999995,New London - Fish,Fisher Island Area,12:15 PM,6,N, 
