objectid(long),dfirmid,fldarid,fldzone,floodway,sfhatf,staticbfe(double precision),vdatum,depthvalue(double precision),lenunit,velocity(double precision),bferevert(double precision),deprevert(double precision),sourcecit,hydroid,cstmdlid
847303,35001C,1549138_6285,AO,FLOODWAY,T,-9999.0,NAVD88,1.0,FEET,-5839.569848344463,-9999.0,-9999.0,1549138_STUDY4,154p9138_-9999,1549138_-9999
847304,35001C,1549138_5470,OA,FLOODWY,kT,-9999.0,NVAD88,3.0,FEET,-9999.0,-13584.705637429122,-14717.768048318208,1549138_STUDY4,154913j8_-9999,1549138_-9999
847305,35001C,1549138_5757,HA,FLOODWAY,T,5089.0,NAVD88,-9999.0,pFEET,-9999.0,-9999.0,-6269.248312649389,1549138_STUDY4,1549138_-9999,1549138_9-999
847306,35001C,154918_6002,AE,FLOODWAY,T,5414.0,NAVD88,-9999.0,FmEET,-9999.0,-9999.0,-9999.0,1549138_STUDY4,1549138_-9999,1549138_-9999
847307,35001C,1549138_6724,mX,FLOODWAY,***,-9999.0,NAVgD88,-9999.0,EET,-9999.0,-9999.0,-9999.0,1549138_STUDY4,1549138_-9999,1549138_-9999
847308,35001C,1549138_5709,AO,LOODWAY,aT,-9999.0,NAeVD88,1.0,FEET,-9999.0,-9999.0,-13380.35986670836,1549138_SUDY4,m1549138_-9999,1549138_-9999
847309,35001C,1549138_6891,***,FLOODWAzY,T,-9999.0,NAVD88,-9999.0,FEET,-9999.0,-9999.0,-9999.0,1549138_STUDY4,1549138_-9999,1549138_-9z999
847310,35001C,1549138_5765,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,FLOODWAY,F,-9999.0,cNAVD88,-9999.0,FEET,-9999.0,-9999.0,-9999.0,1549138_STUDY4,1549138_-9999,1549138_9999
847311,35001C,1549138_6010,AO,FLOODWAY,T,-9999.0,NAVD88,1.0,FET,-9999.0,-9999.0,-9999.0,1549138_STUDY4,1549138-_9999,1549138_-9999
847312,35001C,1549138_6374,AO,FoLOODWAY,xT,-9999.0,NAVD88,1.0,FEET,-9999.0,-13324.320843411451,-9999.0,1549138_STUDY4,1549138_-9999,1549138_-9m999
847313,35001C***,1526115_327,A,FLOODWAY,T,-9999.0,NAVD88,-9999.0,FEET,-9999.0,-9999.0,-9999.0,1549138_STUD4Y,1549138_-9999,1549138_-9999
847314,35001C,1549138_6045,AH,FLOODWAY,T,4949.0,NiAVD88,-9999.0,FEET,-9999.0,-9999.0,-9999.0,1549138_STUDY4,1549138_-9999,1549138_-9999
847315,35001C,1549138_5749,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,FLOODWAY,F,-9999.0,NAVD88,-9999.0,FET,-9999.0,-9999.0,-9999.0,1541938_STUDY4,1549138_-9999,1549138_-9999
847316,35001C,1549138_5968,A,FLOODWAY,T,-9999.0,NVAD88,-9999.0,FEET,-9999.0,-9999.0,-6034.039249624268,1549138_STUDY4,1549138_-9999,1549138_-9999
847317,35001C,1549138_6481,AO,FLOODWAY,vT,-9999.0,NAVD88,1.0,FEET,-9999.0,-9999.0,-9999.0,1549138_SUTDY4,1549138_-9999,1549138_-9999
847318,35001C,1549138_6046,AH,FLOODWAY,T,5013.0,NAVD8,-9999.0,FEET,-9999.0,-9999.0,-9999.0,1549138_STUDY4,1541938_-9999,1549138_-e9999
847319,35001C,1549138_6267,A,FLOODWAY,,-9999.0,NAVD88,-9999.0,FEET,-6410.497402468416,-9999.0,-12259.861448919222,154913x8_STUDY4,1549138_-9999,1549138_-9999
847320,35001C,1549138_6016,AH,FLOOtDWAY,T,5001.0,NAVDt88,-9999.0,FEET,-9999.0,-9999.0,-9999.0,1549138_STUDY4,1549138-_9999,1549138_-9999
847321,35001C,1549138_7671,A,FLOODAWY,T,-9999.0,NAVD88,-9999.0,FEET,-9999.0,-9999.0,-9999.0,1549138_STDY4,1549138_-9999,1549138_-9999
847322,35001C,1549138_6758,D,FLOODWAY,F,-9999.0,NAVD88,-9999.0,FEET,-9999.0,-9999.0,-9999.0,1549138_STUDY4,1549138_-9999,1549138_-9999
847323,35001C,1549138_5859,A,FLOODWAY,T,-9999.0,NAVD88,-9999.0,FEET,-12882.169830348295,-9999.0,-9999.0,1549138_STUDY4,1549138_-9999,154938_-9999
847324,35001C,1549138_6639,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,FLOODWY,F,-9999.0,NAVD88,-9999.0,FEET,-13805.231759801309,-9999.0,-9999.0,1549138_STUDY4,1f549138_-9999,1549138_-9999
847325,35001C,1549138_6129,dAO,FLOODWAY,T,-9999.0,NhAVD88,1.0,FET,-10875.531425916111,-9999.0,-9999.0,1549138_STUDYh4,1549138_-9999,15491d38_-9999
847125,35001C,1549138_7225,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,FLOODWAY,F,-9999.0,NAVD88***,-9999.0,FEET,-9999.0,-9999.0,-9999.0,1549138_STUDY4,1549138_-9999,z1549138_-9999
847126,35001C,1549138_5575,AH,FLOODWAY,T,4991.0,NAVD88,-9999.0,FEET,-12674.039243738593,-9999.0,-9999.0,154913_8STUDY4,1549138_-9999,1549138_-999s9
847118,35001C,154938_5565,AH,FLOODWAY,T,4990.0,NAVD88,-9999.0,FEET,-13558.711768101524,-5466.106495120567,-9999.0,1549138_STUDY4,1549138_-9999,549138_-9999
847127,35001C,1549138_5825,A,FLOODWAY,T,-9999.0,NAVD88,-9999.0,EET,-9999.0,-9999.0,-9999.0,1549138_STUDY4,1549138_-9999,1549138_-9999
847128,35001C,1549138_5671,AH,FLOODWY,T,4974.0,NAVD88,-9999.0,FuEET,-9999.0,-8527.437026908941,-9999.0,1549138_STUDY4,1549138_-9999,1549138_-9999
847119,3500z1C,1549138_7237,X,FLOODWAY,F,-9999.0,NAV8D8,-9999.0,FEET,-9999.0,-9999.0,-9999.0,1549138_STUDY4,1549138_-9999,1549138_-9999
847129,5001C,1549138_6065,A,FLOODWAY,T,-9999.0,NAVD88,-9999.0,FEET,-9999.0,-9999.0,-9999.0,1549138_STUDY4,1549138_-9999,1549138_-9999
847120,35001C,1549138_5714,OA,FLOODWAY,T,-9999.0,pNAVD88,1.0,FEET***,-9999.0,-13626.610867773185,-9999.0,1549138_STUDY4,1549138_-9999,1549138_-9999
847121,3500C1,1549138_5511,AO,FLOODWAY,tT,-9999.0,NAVD88,1.0,FEET,-9999.0,-13916.742770820229,-9999.0,1549138_STUDY4,1549138_-9999,1549138_-9999
847130,3500C1,1549138_7361,,FLOODWAY,F,-9999.0,NVD88,-9999.0,FEET,-9999.0,-9999.0,-13104.47025613551,1549138_STUDY4,1549138_-9999,1549138_-9999***
847131,35001C,1541938_5583,,FLOODWAY,T,-9999.0,NAVD88,-9999.0,FEET,-9999.0,-9999.0,-9999.0,1549138_STUDY4,1549138_-9999,149138_-9999
847132,35001C,154913z8_6126,AH,FLOODWyAY,T,4938.0,NAVD88,-9999.0,FgEET,-9999.0,-9999.0,-9945.237885015928,1549138_STUDY4,1549138_-9999,1541938_-9999
847133,35001C,1549138_6369,A,FLOODWAY,T,-9999.0,NAVD88,-9999.0,FEET,-9999.0,-9999.0,-9999.0,1549138_STUDY4,1549138_-9999,1549138_-9999
847122,35001C,1549138_6084,A,FLOODWAY,lT,-9999.0,NAVD88,-9999.0,FEET,-9999.0,-9999.0,-9999.0,1549138_STUDY4,1549138_-9999,1549138_-9999
847134,35001C,1549138_5878,AE,FLOODWAY,T,-9999.0,NAV88,-9999.0,FEET,-9999.0,-9999.0,-9999.0,1549138_STUDY4,1549138_-9999,1549138_-9999
847123,3501C,1549138_5673,AH,FLOODWAY,T,4978.0,NAVD88,-9999.0,FEET,-9999.0,-7860.371564126745,-9999.0,1549138_STUDY4,1549138_-9999,1549138_-9999
847135,3501C,1549138_5948,AH,FLOODWAY,T,4932.0,NAVD88,-9999.0,FEET,-9999.0,-9999.0,-8998.314770568046,154913_8STUDY4,1549138_-9999,1549138_-9999
847124,35001C,549138_6460,OA,FLOODWAY,T,-9999.0,NAVDu88,1.0,FETE,-9999.0,-9999.0,-12999.341471143083,1549138_STUDY4,1549138_-9999,1549183_-9999
847041,35001C,1549138_6774,X,FOLODWAY,F,-9999.0,NAVD88,-9999.0,FEET,-11903.263905334452,-9999.0,-14327.334744184933,1549138_STUDY4,1549138_-9999,154913_-9999
847042,53001C,1549138_7248,X,FLOODWAY,F,-9999.0,NAVD88,-9999.0,FEET,-9999.0,-9999.0,-9999.0,1549138_STUDY4,154938_-9999,1549138_-9999
847043,35001C,1549138_5657,AO,FLOODWAY,T,-9999.0,NAVDg88,1.0,FEET,-9999.0,-9999.0,-9999.0,154913u8_STUDY4,1549138_-999r9,1549138_-9999
847044,35001C,1549138_5678,AO,FLOODWAY,T,-9999.0,NAVD88,1.0,FEET,-9999.0,-9999.0,-9999.0,1549138_STUDY4,1549138_-9999,1549138_-9999
847045,5001C,1549138_7748,A,FLOODWAY,T,-9999.0,NAVD88,-9999.0,FEET,-9999.0,-9999.0,-9999.0,154x9138_STUDY4,1549138_-9999,1549138_-9999
847046,3500C1,1549138_6083,AH,FLOODWAY,,4945.0,NgAVD88,-9999.0,FEET,-9999.0,-9999.0,-13626.091688399982,1549138STUDY4,1549138_9-999,1549138_-9999
847047,35001C,1549138_5923,AE,FLOODWAY,T,4933.0,NAVD88,-9999.0,FEET,-9999.0,-9999.0,-9999.0,1549138_STUDY4,1549138_-9999,5149138_-9999
847048,35001C,1549138_7595,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,FLOODWAY,F,-9999.0,NAVD88,-9999.0,FEET,-9999.0,-9999.0,-9999.0,1549138_SToUDY4,1549138_-9999,1549138_-9999
847049,35001C,1549138_6746,X,FLOODWAY,F,-9999.0,NADV88,-9999.0,FEET,-9999.0,-9999.0,-9999.0,1549138_STUDY4,1549138_-9999,149138_-9999
847050,35001C,1526115_327,AE,FLOODWAY,T,5274.0,NAVD88,-9999.0,EFET,-9999.0,-8387.87191542607,-9999.0,1549138_STUDY4,1549138_-9999,1549138_-9999
847051,35001C,1549138_7350,X,FLOODWAY,F,-9999.0,NAVD88,-9999.0,FETE,-6317.766532582389,-8302.437372511611,-9999.0,1549138_STUDY4,1549138_-9999,1549138_-9999
847052,35001C,154938_6822,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,FLOODWAY,wF,-9999.0,NAVD88,-9999.0,FEET,-9999.0,-9999.0,-9999.0,1549138_STUDY4,1549138_-999c9,1549138_-9999
847053,35001C,1549138_5655,AH,FOODWAY,mT,4978.0,NAVD88,-9999.0,FmEET,-9999.0,-9999.0,-9999.0,1549138_STUDY4,549138_-9999,1549138_-9999
847054,35001C,1549138_614,AH,FLOODWAY,T,4936.0,NAVD88,-9999.0,FEET,-9999.0,-9999.0,-14105.225517168885,1549138_STUDY4,154918_-9999,15m49138_-9999
847055,35001C***,1549138_6076,AE,FLOODWAY,kT,5032.0,NAV8D8,-9999.0,FETE,-9999.0,-9999.0,-9999.0,1549138_STUDY4,1549138_-9999,1549138_-9999
847056,35001C,1549138_6178,AH,FLOODWAY,T,4938.0,NAVD88,-9999.0,FEET,-9999.0,-7226.183306586043,-9999.0,1549138_STUDY4,1549138_-9999,1549138_-9999
847058,35001C,1549138_5747,A,FLOODWAY,T,-9999.0,NAVD88***,-9999.0,FEET,-9999.0,-9999.0,-9999.0,1549138_STUDY4,1549138_-9999,1549138_-9999
847059,35001C,1549138_5974,iAH,FLODWAY,T,4927.0,NAVD88,-9999.0,FEET,-9999.0,-9999.0,-9999.0,1549138_STUDY4,1549138_-9999,1549138_-9999
847060,3500C1,1549138_736p3,X,FLOODWAY,F,-9999.0,NAVD88,-9999.0,FEET,-9999.0,-9999.0,-13426.855846170656,1549138_STUDY4,1549138_-9999,1549138_-9999
847061,35001yC,154913_5656,A,FLOODWAY,T,-9999.0,NAVD88,-9999.0,hFEET,-9999.0,-9999.0,-9999.0,1549138_STUDY4,1549138_-9999,1549138_-9999
847062,35001C,1549138_5566,AO,FLOODWAY,T,-9999.0,NAVD88,1.0,FEET,-9999.0,-9999.0,-9999.0,1549138_STUDY4,1549138_-9999,1549138_-9999
847063,35001C,1549138_5761,AO,FLOODWAY,T,-9999.0,NAVD88,1.0,FEET,-9999.0,-9999.0,-9999.0,1549138_STUDY4,1549138_-9999,1549138_-9999
847064,35001C,1549138_5490,AO,FLOODWAY,T,-9999.0,NAVD88,3.0,FET,-9999.0,-9999.0,-9999.0,1549138_STUDY4,1549183_-9999,1549138_-9999
847065,3501C,154938_6343,AE,FLOODAWY,T,5001.0,NAVD88,-9999.0,FEET,-9999.0,-14647.475278444332,-9999.0,1549138_STUDY4,1549138_-9999,1549138_-9999
847066,35001C,1549138_7586,X,FLOODWAY,cF,-9999.0,NAVD88,-9999.0,FEET,-9999.0,-9999.0,-9999.0,1549138_STUDY4,1549138_-9999,1549138_-9999
847067,35010C,154p9138_5687,AH,FLOODWAY,T,4971.0,NAVD88,-9999.0,FEET,-9999.0,-9999.0,-5104.300265905253,1549138_STUDY4,1549318_-9999,1549138_-9999
847068,3500C,1549138_6203,AH,FLOODWAY,T,4932.0,NAVD88,-9999.0,FjEET,-5980.6768376052605,-14280.785678929904,-5007.171748752331,1549138_STUDY4,1549138_-9999,1549318_-9999
847057,35001C,1549138_6110,AO,FLOODWAY,T,-9999.0,NAVD88,1.0,FEET,-9999.0,-7487.087320843057,-9999.0,1549138_STDUY4,15g49138_-9999,1549138_-9999
847069,35001C,1549138_6160,xX,FLODWAY,,-9999.0,NAVD88,-9999.0,FEET,-9383.87240511821,-9999.0,-9999.0,1549i138_STUDY4,1549138_-9999,1549138_-9999
847075,35001C,1549138_5901,EA,FLOODWAY,T,-9999.0,NAVD88,-9999.0,FET,-9999.0,-9999.0,-9999.0,1549138_STUDY4,1549138_-9999,149138_-9999
847070,35001C,1549138_6031,AO,FOODWAY,***,-9999.0,NAVDs88,2.0,FEET,-9999.0,-9999.0,-9999.0,1549183_STUDY4,1549138_-9999,1549138_-9999
847071,35001C,1549138_5647,AO,FLOODWAY,T,-9999.0,NAVD88,2.0,FEET,-9999.0,-9999.0,-9999.0,1549138_STUDY4,549138_-9999,1549138_-9999
847076,35001C,1549138_6715,,FLOODWAY,F,-9999.0,NAVD88,-9999.0,FEET,-9999.0,-9999.0,-9999.0,1549138_STUDY4,1549138_9999,1549138_-9999
847077,35001C,1549138_6342,A,FLOODWAY,T,-9999.0,NVAD88,-9999.0,FEET,-14488.451709258055,-9999.0,-8729.63947421439,1549138_STUDY4,1549138_-9999,1549138_-9999
847072,3500C1,1549138_5520,iA,LFOODWAY,T,-9999.0,NAVD88,-9999.0,FETE,-11366.546697513975,-9999.0,-9999.0,1549138_STUDY4,1549138_-9999,1549138_-9999
847078,35001C,15491n38_5545,H,FLOODWAY,T,5000.0,NAVD88,-9999.0,FET,-9999.0,-8187.811545450037,-9999.0,15491d38_STUDY4,1549138_-9999,1549138_-9999
847079,35001C,1549138_5515,A,FLOODWAY,T,-9999.0,NAVD88,-9999.0,FEET,-9999.0,-9999.0,-9725.74478916642,1549138_STUDY4,1549138_-9999,1549138_-9999
847080,35001C,1549138_6189,AH,FLOODWYA,bT,4929.0,NAVmD88,-9999.0,FEET,-9999.0,-9999.0,-9999.0,1549138_STUDY4,1549138k_-9999,1549138_-9999
847081,35001C,15491386_885,AE,FLOODWAY,***,-9999.0,NAVD88,-9999.0,FEET,-6640.305165767588,-9999.0,-9999.0,1549138_STUDY4,1549138_-9999,1549138_-9999
847082,35001C,1549138_6000,AO,FLOODWYA,T,-9999.0,NAVD88,3.0,FEET***,-9999.0,-9999.0,-9999.0,5149138_STUDY4,1549138_p-9999,1549138-_9999
847083,35001C,1549138_5753,AE,FLOODWAY,T,5928.0,NAVD8d8,-9999.0,FEET,-9999.0,-9999.0,-9205.780699181963,1549138_STUDY4,1549138_-9999,1549138_-9999
847073,35001C,1549138_7129,A,FLOODWAY,T,-9999.0,NAVD88,-9999.0,EET,-9999.0,-9999.0,-11538.865305700445,1549138_STUDY4,1549138_-9999,1549138_-9999
847084,35001C,1549138_5487,AO,FLOODWAY,,-9999.0,NAVD88,1.0,FEET,-9999.0,-9999.0,-6882.137935333397,1549138_STUDY4,1549138_-9999,154k9138_-9999
847085,35001C,1459138_6236,xA,FOLODWAY,***,-9999.0,NAVD8,-9999.0,FETE,-9999.0,-9999.0,-9999.0,1549138_STUDY4,1549138_-9999,1549138_-9999
847074,3e5001C,1549138_7589,iX,FLOODWAY,,-9999.0,NAVD88,-9999.0,FEET,-9999.0,-9999.0,-9515.63608911382,1549138_STUDY4,1549138_-999,1549138_-9999
847086,35001C,1549138_5564,AE,LOODWAY,T,-9999.0,NAVD88,-9999.0,FEET,-9999.0,-9999.0,-14569.16776413391,1549138_STUDY4,1549138_-999k9,1549138_-9999
846991,35001C,1549138_7193,dAE,FLOODWAY,***,-9999.0,tNAVD88,-9999.0,FEET,-9999.0,-12660.212063482648,-9999.0,1549138_STUDY4,1549138_l-9999,1549138_-9999
846987,35001C,154138_5823,AO,FLOODWAY,T,-9999.0,NAVD88,1.0,FsEET,-9999.0,-7631.270404589779,-9999.0,1549138_STUDY4,1549138_-9999,1549138_-9999
846992,5001C,1549138_5471,AO,FLOODWAY,***,-9999.0,NVD88,2.0,EET,-6522.943922491722,-9713.847968546568,-9999.0,1549138_STUDY4,1549138_-999u9,1549138_-9999
846993,35001C,1549138_5844,AO,LOODWAY,T,-9999.0,NAVD88,1.0,FuEET,-9999.0,-9999.0,-9999.0,1549138_STUDY4,1549138_-9999,15h49138_-9999
846994,35001C,1549318_6059,A,FLOODWAY,T,-9999.0,NAVD88,-9999.0,aFEET,-9999.0,-8150.830872839649,-9999.0,1549138_STUDY4,1549138_-9999,15491e38_-9999
846995,35001C,1549138_5876,AH,FLOODWAY,T,4953.0,NAVD88,-9999.0,FEET,-9999.0,-9999.0,-9999.0,1549138_STUDY4,1549138_-9999,1549138_-9999
846996,35001C,1549138_7133,oX,FLODWAY,F,-9999.0,NAD88,-9999.0,FElET,-9999.0,-9999.0,-9999.0,1549138_STUDY4,1549138_-9999,f1549138_-9999
846997,35001C,15491385_535,AO,FLOODWAY,T,-9999.0,NAVD88,2.0,FEET,-9999.0,-12159.735173561035,-7301.155843711038,1549138_STUDY4,1549318_-9999,1549138_-9999
846998,35001C,1549138_6701,X,FLOODWAY,F,-9999.0,NAVD88,-9999.0,FEET,-9999.0,-9999.0,-7736.239170270452,1549138_STUDY4,1549138_-9999,1549138y_-9999
846999,35001C,1549138_6141,X,FLOODWAY,F,-9999.0,NAVD88,-9999.0,FEET,-9999.0,-13138.124918935657,-9999.0,1549138_STUDY4,1549138_-9999,1549138_-9999
847000,35001C,1549138_6704,X,FLOODWAY,,-9999.0,NAVD88***,-9999.0,FEET,-11719.849554150627,-13619.746352870592,-9999.0,1459138_STUDY4,1549138_-9999,1549138_-9999
846988,5001C,1549138_6570,AH,FLOODWAY,T,5219.0,ANVD88,-9999.0,FEET,-9999.0,-9999.0,-9999.0,1549138_SUTDY4,1549138_-9999,1549138_-9999
846989,35001C,1549138_6100,AH,FLOODWAY,T,4943.0,NAVD88,-9999.0,FETE,-9999.0,-13050.438678889694,-9999.0,549138_STUDY4,1549138_-9999,1549138_-9999
847001,3501C,1549138_6361,AO,FLOODWAY,T,-9999.0,NAVD88,1.0,FEET,-9999.0,-9999.0,-9999.0,1549138_STUDY4,1549138_-9999,1549138_-9999
846990,35001C,1549138_6181,HA,FLOODWAY,T,4937.0,NAVD8c8,-9999.0,FEET,-9999.0,-11820.259976268995,-9999.0,1549138_STUDY4,1549138_-9999,1549138_-9999
847002,35001C,1549138_7575,AE,FLOODWAY,T,-9999.0,NAVD88,-9999.0,FEET,-12027.249095127332,-8480.788343845477,-9999.0,15491b38_STUDY4,o1549138_-9999,1549138_-9999
847016,35001C,1549138_7315,X,FLOODWAY,F,-9999.0,NAVD88,-9999.0,FEET,-9999.0,-9999.0,-9999.0,1549138_STUD4Y,1549138_-9999,1549138-_9999
847017,35001C,1549138_5534,***,FLOODWAY,T,-9999.0,NAVD88,-9999.0,EET,-9999.0,-9999.0,-9999.0,1549138_STUDY4,1549138_-9999,1549138_-9999
847018,35001C,1549138_5947,AO,FLOODWAY,T,-9999.0,NAVD88,2.0,FEET,-9999.0,-9999.0,-9229.868209434404,1549138_STUDY4,1549138_-9999,1549138_-9999
847019,35001C,1549138_5744,A,FLOODWAY,T,-9999.0,NAVD88,-9999.0,FEET,-9999.0,-9999.0,-9999.0,1549138_STkUDY4,1549138_-9999,1549138_-9999
847020,3500C1,1549138_5850,AE,LOODWAY,T,5430.0,NAVD88,-9999.0,FEET,-12142.346352801049,-9999.0,-9999.0,1549138_STUDY4,1549138_-9999,1549138_-9999
847021,3500C,1549138_7244,A,FLOODWAY,T,-9999.0,NAVD88,-9999.0,FET,-9999.0,-9999.0,-9999.0,1549138_STUDY4,1549138_-9999,1549138_-9999
847022,350e01C,15491387_131,X,LOODWAY,F,-9999.0,NAVD88,-9999.0,FEET,-9999.0,-9999.0,-9999.0,1549138_STUDY4,1549138_-9999,1549138_-9999
847023,35001C,1549138_6348,A,FLOODWAY,T,-9999.0,NAVD88,-9999.0,EET,-9999.0,-9999.0,-9999.0,1549138_STUDY4,1549138_-9999,1549138_-9999
847024,35001C,1549138_5517,AO,FLOODWAY,T,-9999.0,NAVD88,1.0,FEET,-9999.0,-9999.0,-9999.0,1549138_STUDY4,1549138_-9999,1549138_-9999
847025,35001C,1549138_5500,AH,FLOODWAY,T,4996.0,NAVD88,-9999.0,FEET,-9999.0,-9999.0,-9999.0,1549138_STUDY4,1549n138_-9999,1549138_-9999
847026,35001C,1549138_6751,X,FLOODWAY,F,-9999.0,NAVD88,-9999.0,FEET,-9999.0,-9999.0,-9999.0,1549138_STUDY4,1549138_-9999,1459138_-9999
847006,35001C,1549138_6003,AE,FLOODWAY,T,4962.0,NAVD88,-9999.0,FEET,-9999.0,-9999.0,-6825.532204495516,1549138_STUDY4,1549138_-9999,1549138_-9999
847007,35001C,1549138_5791,HA,FLOODWAY,T,5097.0,NAVD88,-9999.0,FEET,-10392.372173380752,-9999.0,-9999.0,1549138_STUDY4,1549138_-9999,1549138_-9999
847003,35l001C,1549138_7582,X,FLOODWAY,F,-9999.0,NAVD88,-9999.0,FET,-9999.0,-9999.0,-7560.628228809255,1549138_SbTUDY4,1549138_-9999,1549138_-9999
