OBJECTID,GlobalID,Class,GIS_Acres,created_user,created_date,last_edited_user,last_edited_date,DONOTEDIT_OGCLASS,Shape_Length,Shape_Area
125,{283B5733-A9B8-43E1-AC41-7D61E06FB54F},K,17.5958375,,,,,,3764.57563137382,71207.8211422907
126,{E035C9F7-53DF-48C8-A7D7-662F33D18511},K,4.57586586,,,,,,1893.91352673727,18517.872511887
127,{4D11DF86-576D-4E00-B21F-1854AFBD5527},K,844.72753935,,,,,,30472.1828734542,3418491.05900199
128,{B2183342-8B24-454A-9039-E66EFC6E636D},K,8.85970484,,,,,,1846.64881490865,35853.9496290507
129,{4ACE8013-F627-407B-BBC8-ED3E980D9B30},K,5006.86550627,,,,,,41327.7004587273,20262065.7677737
130,{AFF056E5-476D-43C9-BA49-3F28F563A09A},K,13.27025424,,,,,,1962.35133325796,53702.8135865313
131,{CAE1EB81-35B4-4249-A81C-CD3A7B378196},K,8.27514409,,,,,,1565.59347114765,33488.3202910493
132,{58331B98-CACD-4D75-8D17-A201F1007E05},K,9.64015905,,,,,,3092.94904020524,39012.3411510712
133,{024EC2A1-B9A2-456A-A3A8-159EA3BE9C89},K,92.24823239,,,,,,13114.1037474237,373315.348543777
134,{2EFEBD5D-71A5-4987-81B8-DE201A90A80F},K,10.21000859,,,,,,1372.1732500006,41318.4388415868
135,{D6465002-2B67-46C3-A7C5-4DA93182363A},K,15.22163341,,,,,,1974.91911385479,61599.7593268291
136,{492CC1F5-CBA1-49B0-A070-BAF3AE22E88E},K,59.21433071,,,,,,5614.74699318519,239631.91213311
137,{2863E924-B948-468E-A8B8-ADCDD7BAAA0A},K,24.41828124,,,,,,3360.54680540133,98817.2802094357
138,{A729CC7E-A87B-4E73-A452-C1ECDD00A1AE},K,31.00781302,,,,,,1437.69793883883,125484.167971267
139,{936A228D-BF56-4444-8872-ED4B43DFBD6D},K,3.19092956,,,,,,466.999938502527,12913.2338019189
140,{34925B25-DF4D-43BA-8F91-FCCC2BF2A379},K,18.60654389,,,,,,1367.51813124122,75298.0116364681
141,{951DC7F9-37D1-488B-ADF4-A0CB77BAB599},K,19.79934089,,,,,,2038.9704496774,80125.09135033
142,{6B601A96-2619-450B-B2C2-E6DC91AD733F},K,94.82538534,,,,,,8381.81590022216,383744.723794102
143,{49CEBE8D-403E-4E32-A0E8-D77E4FC8BDA4},K,27.34142501,,,,,,3911.8503727241,110646.820253766
144,{FD9CA3DE-5C8C-4220-A635-12CA2F6074C3},K,39.83068071,,,,,,1606.12498699302,161189.046043097
145,{C601F8C9-4E14-48B3-A844-E7EC88EC9B9F},K,35.54109382,,,,,,3051.26711471557,143829.711240538
146,{2B15DD50-67B4-4829-9F6F-1A6F6B886E37},K,43661.87698275,,,,,,173367.940945323,176693347.100836
147,{24274B5A-F627-478F-AE92-11466CBC3793},K,4979.20165204,,,,,,35732.9214575884,20150114.064932
148,{FA95447A-0406-4DC7-B5E2-B7B3611C6994},K,6.02288586,,,,,,1789.46560188707,24373.7545857436
149,{99093209-A8A1-4096-A9B7-76B27C71D00B},K,374.90654164,,,,,,7024.31530114119,1517192.95532716
150,{6861A6E7-1F25-46F0-BB96-329E7AD0A56F},K,8.043141,,,,,,3038.04378740547,32549.4348596934
151,{86D3528A-6560-474C-B03A-333FA3E40085},K,150.15996043,,,,,,14807.7978730452,607675.805329796
152,{2AE20123-F38F-443B-9DA8-053B4C3A9E38},K,40.84330525,,,,,,3180.77806239125,165286.991729728
153,{7D6E4673-26D6-4901-8D54-7C27DD29F8F1},K,15.15688691,,,,,,1691.437481035,61337.7451034532
154,{6A5ABDE1-35FC-4664-AAE0-489E109954F5},K,90.38433847,,,,,,2514.5093817357,365772.440607135
155,{7F42BFA5-196E-4811-A43A-45034E7057C1},K,7.1107586,,,,,,1105.02310516263,28776.2208114746
156,{85B0B5F8-1A1C-4F11-AA04-474A7E529ABF},K,5.29789527,,,,,,697.042554110066,21439.8222330613
157,{1AE45649-1C8F-41AA-AAA4-5953632AF451},K,295.32164772,,,,,,5649.97114496633,1195124.32130109
158,{1BFF240C-FE04-4195-9378-9FED4509E0B3},K,35.70932143,,,,,,2981.85479452558,144510.496036279
159,{CAB1E1A2-D894-46B9-8E48-B439E36463B5},K,71.94363887,,,,,,3577.09899358195,291145.591660365
160,{DD63EE0E-710B-4A1F-8CED-E2A5F6D175B0},K,588.1118703,,,,,,22429.0529831519,2380004.30804208
161,{304062AB-AE43-44F9-B83B-B778D2CDD8EC},K,70.68523658,,,,,,4806.352143019,286053.007661899
162,{4BF35C7A-7AE7-44D6-B54E-9FE8E749D1C6},K,21034.58773935,,,,,,574234.852208845,85123956.5855334
163,{35CBDFE2-7951-4946-A4F3-E573FD6859AD},K,21.160839,,,,,,1228.98600779968,85634.8772241614
164,{A08C9FE2-3A67-4462-9CD4-D7D1086AFFA0},K,19.16981674,,,,,,1443.27867155653,77577.5107354645
165,{FF7050D5-A6A3-4045-ABB5-F7761A74990B},K,61.36560346,,,,,,2493.4360194244,248337.802089418
166,{4CD86971-90D6-449F-978B-E2BACE8A57C5},K,6.6749686,,,,,,711.710927080467,27012.6414863395
167,{132F0757-F659-4D95-80BB-08C660147E7B},K,101.96662032,,,,,,7849.76884775966,412644.271737399
168,{61D9C535-142C-43A5-8C03-9C680B0E2028},K,2391.28087068,,,,,,16911.0790523294,9677170.27572433
169,{CA704BA4-A37E-478C-980A-66423AEB88FC},K,446.66177855,,,,,,28108.5897587386,1807576.07175579
170,{556224F4-E5FC-461A-AA31-841730ADB72C},K,11.69589945,,,,,,1057.74273307374,47331.6246669034
171,{F6B70647-97FC-42FC-BF2F-93BBA1651DB1},K,741.8733891,,,,,,9357.95807367075,3002255.12889723
172,{44E9D636-4F2A-49FD-9D73-046E18744D81},K,9.22481923,,,,,,1918.52992380713,37331.5193143396
173,{F9A6CDE2-078F-4980-BBEC-3B1FB0BDA0FF},K,80.65799323,,,,,,2423.74472411297,326411.317926933
174,{A3E94D81-A087-43F8-B266-E805CF33387C},K,77.94337477,,,,,,6686.58149239706,315425.624291225
175,{94508852-B3A8-421C-AD0D-A4DC484DCB59},K,7.4783198,,,,,,1317.10810741054,30263.6867174596
176,{BA4FB242-3190-47BD-9D8C-C958E1034B57},K,13.65198785,,,,,,1777.40545380703,55247.6377924905
177,{D56A4E8F-5E59-4363-A3B0-69D246ADDD47},K,29383.75035418,,,,,,213762.780453855,118911818.787983
178,{A147F93A-9D6E-414C-A63F-4330D1A5AF3A},K,33.38524668,,,,,,3705.1475537617,135105.303127457
179,{5AD05DAD-6F9A-4DAD-B6B0-AE1DECDC80B2},K,34.96163125,,,,,,3674.72409537284,141484.697532754
180,{27EDF6EF-1436-41FD-BBFC-685FEABD7EA9},K,10.74903879,,,,,,1869.89851769684,43499.8121720109
181,{ACFCDF8E-7513-40FF-BCF7-48F1D2891440},K,11.29121926,,,,,,1524.52989814773,45693.9405901407
182,{8A6CD8D2-ACD8-4C0F-8C84-CE266E160483},K,251.81924186,,,,,,10116.4564659797,1019076.29090024
183,{06626E76-95A1-43C8-AE65-654E8EAF7A64},K,32649.31678554,,,BWEIHAUSEN,2023/04/28 20:38:26+00,,256712.007029646,132128377.936123
184,{B0AF4C01-4A17-45F2-9A59-00232A16AA15},K,14.13716019,,,,,,3220.59967737538,57211.057490869
185,{8B7D41C2-F84A-4169-8817-3F006E53B27E},K,115.34672548,,,,,,4252.5713589266,466791.636495947
186,{A34EE9B6-0486-48C8-AD42-242EA40DF4F0},K,13.31096294,,,,,,2272.61210621708,53867.5517999039
187,{C8CC4C32-D973-4133-BC4E-9AB637C6B4BF},K,10.36456889,,,,,,1177.36315298394,41943.9251655632
188,{5908A287-B72C-4370-82B6-4BDC82FFF800},K,106.88390558,,,,,,5470.47272423261,432543.822154481
189,{3D6DE688-A442-43A7-8ECF-B10B04538BF9},K,221.30445113,,,,,,17370.1555685484,895587.34969674
190,{BB0E8AF1-C581-4134-89FB-1C664BC7BCA1},K,39.93700924,,,,,,3118.63606039432,161619.334704669
191,{01B7CD03-D759-43A7-A615-F15B9DA6ACB4},K,30.01644619,,,,,,3221.93166874292,121472.248375924
192,{A652B4E2-E812-483C-90C1-D3F89C3F1053},K,10.88548405,,,,,,969.550240393488,44051.9927182824
193,{7287E043-E327-4FFA-94FC-A2B42A7FD801},K,11.26382712,,,,,,1419.54230941054,45583.0890573591
194,{B6FFA0D8-DABB-41E7-87D8-3DC479E771E9},K,80.52479966,,,,,,3898.83910088594,325872.299804096
195,{C0F90FC7-10D8-4BDE-AAD4-5AEEB76BB7A1},K,1.86266988,,,,,,416.443752955855,7537.95883396885
196,{61991204-497D-447B-8646-4224552B15AE},K,2.33415993,,,,,,584.499670083867,9446.01138485343
197,{0BA49643-3AC4-4BB6-9689-DB6AB3A83897},K,14.65436439,,,,,,2251.4152844956,59304.1062385238
198,{CA9F0946-D04E-43E5-9437-6302488EE748},K,2.76636431,,,,,,884.182103309848,11195.0809213053
199,{C2A2447E-81B9-429A-B054-C338CE23960B},K,58.78825534,,,,,,4788.03518752329,237907.633572258
200,{D31601F7-8BAD-4538-88C7-3930638462C3},K,7.92115942,,,,,,2027.1604707385,32055.7957144556
201,{C5FBE45D-745C-494E-B10E-61D88FC83507},K,92.13150315,,,,,,7149.27844554752,372842.959019636
202,{23203FCF-A4B1-4D13-BF09-1488C783016B},K,11.50628958,,,,,,2007.52918531337,46564.30184664
203,{AC64C105-5A0A-4142-8A49-484A2C0979ED},K,629.27904335,,,,,,15423.0417665454,2546601.93544607
204,{D9331A4B-DC05-4842-AA91-2023EA873210},K,3.74348174,,,,,,707.109270120257,15149.3345057256
205,{ED9608AF-1A5F-40FD-9E22-A0BEFF25CEDA},K,199.38526889,,,,,,4856.94114545334,806883.541260987
206,{DD70A4B7-D2D7-4D1A-9DDC-84D386630770},K,9355.27178445,,,,,,43653.8423910556,37859441.6907775
207,{C194F6CE-7603-444D-AB31-DBAEA703B90F},K,4.33660344,,,,,,723.133929039544,17549.6125178925
208,{4E67AC8B-EBF6-4214-9AEB-3A8607694268},K,29.40974762,,,,,,6006.58786624834,119017.025918705
209,{46683A65-35F5-4C91-AF16-C2E6494E1FEB},K,11.77676084,,,,,,1328.03989674576,47658.8613316119
210,{B15D2ABA-AD47-4D84-A685-25CD4B070B51},K,4.35980359,,,,,,750.667868334748,17643.4997477562
211,{5A6E5F74-7DEE-410B-9D37-0B3D8319A2FB},K,30.96167843,,,,,,4167.8223339891,125297.4637569
212,{E8DFB343-9FB3-48CD-8142-4C6F73409BDA},K,10.1737189,,,,,,1731.73634383348,41171.5780379098
213,{EFF5832B-B9D0-4ADD-A229-F9460C8A3E94},K,1.17954607,,,,,,360.570961985624,4773.45454985149
214,{5D162E9C-C704-4B1C-B97F-8E1C0664D7D7},K,781.4379283,,,,,,11906.400606807,3162367.11953274
215,{EAC37A70-80DE-4769-A4B1-C336789C4A49},K,6.40750351,,,,,,1397.5998364254,25930.2479798618
216,{B3B8767B-8C09-45B8-8DE2-7680A8E27C0E},K,81.05592302,,,,,,5669.62587322252,328021.667572641
217,{DC8C8C6C-843B-4E4A-BB49-9A73889E19D0},K,27.76236504,,,,,,1910.91558660008,112350.299852192
218,{568EAB1B-0D3B-44B8-815B-287BAF7F2785},K,5.99991257,,,,,,1023.12641954155,24280.7849553842
219,{CEFC63C6-C7AF-4FE7-96E7-929E35397F57},K,29.6557525,,,,,,3169.24223113482,120012.565153008
220,{6E5CF450-19D5-4F85-8FC4-3CAA45DA227F},K,34.48089507,,,,,,2040.60922000336,139539.235413269
221,{509FAA20-4B4B-4CFC-B119-7C6B916AB6BA},K,6.54535904,,,,,,760.494478258773,26488.1277466251
222,{027B9DC0-A829-40EB-B65C-01FA9AC961A8},K,9.20784562,,,,,,1999.38035966028,37262.8314758593
223,{250C282C-D1AF-44BE-BCDE-05A3E49D8558},K,3500.35994454,,,,,,24185.6736175421,14165454.1529885
224,{336BC8E6-CF2B-4C63-9A2C-D5F863A2B588},K,71.82586698,,,,,,2713.13394576719,290668.967485247
225,{8F5472EB-6522-4521-BBF2-432159DF089E},K,0.59407159,,,,,,267.688347260383,2404.12243773111
226,{17587E1A-B573-4362-8271-9DD669DB7AAA},K,5.27246169,,,,,,816.087946354978,21336.896702527
227,{A09CF46E-0170-4530-8D5F-C5E066AE5B21},K,395.65980341,,,,,,15328.6467807489,1601178.40539326
228,{D7C4D1E1-E390-4A9A-A22B-2CC244861E3E},K,37.5490628,,,,,,5796.9986344886,151955.678973009
229,{32A4B795-32C2-4FC5-BCAB-A483AAFC8ADF},K,6343.49996681,,,,,,22307.0600063729,25671233.5514052
230,{22D3106D-D045-41B6-B3A5-8F1E647E2518},K,3.4576138,,,,,,689.628591937585,13992.4665928752
231,{D1585DD1-6787-448D-80A8-EFF3A31B34F1},K,5.07158195,,,,,,854.987935008094,20523.9642760667
