station,stationname,elevation,latitude,longitude,datevalue,dlytminnormal,dlytmaxnormal,mtdprcpnormal
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20100205.0,-27,173,7
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20100206.0,-25,176,8
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20100207.0,-22,178,10
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20100208.0,-20,181,11
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20100209.0,-17,183,12
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20100210.0,-14,186,13
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20100211.0,-11,188,15
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20100212.0,-8,191,16
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20100213.0,-5,194,18
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20100214.0,-1,196,19
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20100215.0,2,199,21
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20100216.0,6,202,22
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20100217.0,9,205,24
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20100218.0,13,207,25
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20100219.0,17,210,27
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20100220.0,21,213,29
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20100221.0,25,216,31
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20100222.0,29,219,32
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20100223.0,33,223,34
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20100224.0,38,226,36
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20100225.0,42,229,38
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20100226.0,47,232,40
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20100227.0,52,236,42
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20100228.0,56,239,44
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20100301.0,61,243,2
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20100302.0,66,247,4
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20100303.0,71,251,7
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20100304.0,76,254,9
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20100305.0,81,259,11
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20100306.0,86,263,13
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20100307.0,91,267,15
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20100308.0,97,272,18
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20100309.0,102,276,20
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20100310.0,107,281,22
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20100311.0,112,286,24
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20100312.0,118,291,26
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20100313.0,123,296,28
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20100314.0,129,301,30
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20100315.0,134,307,32
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20100316.0,140,313,35
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20100317.0,145,318,37
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20100318.0,151,324,39
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20100319.0,156,330,42
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20100320.0,161,336,45
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20100321.0,167,343,47
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20100322.0,172,349,50
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20100323.0,178,356,52
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20100324.0,183,363,55
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20100325.0,189,369,57
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20100326.0,194,376,60
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20100327.0,199,383,62
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20100328.0,205,390,64
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20100329.0,210,397,67
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20100330.0,215,405,69
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20100331.0,221,412,72
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20100401.0,226,419,2
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20100402.0,231,426,5
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20100403.0,236,434,7
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20100404.0,241,441,10
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20100405.0,246,448,12
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20100406.0,251,456,15
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20100407.0,256,463,18
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20100408.0,261,470,20
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20100409.0,266,477,23
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20100410.0,270,484,25
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20100411.0,275,491,28
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20100412.0,280,498,30
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20100413.0,284,505,33
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20100414.0,289,512,36
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20100415.0,294,518,38
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20100416.0,298,525,41
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20100417.0,302,531,44
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20100418.0,307,537,47
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20100419.0,311,543,50
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20100420.0,315,549,53
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20100421.0,320,555,56
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20100422.0,324,560,60
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20100423.0,328,566,64
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20100424.0,332,571,68
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20100425.0,336,576,73
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20100426.0,340,581,77
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20100427.0,344,586,82
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20100428.0,348,591,88
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20100429.0,352,596,93
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20100430.0,356,600,98
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20100501.0,360,604,6
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20100502.0,364,609,12
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20100503.0,368,613,18
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20100504.0,371,617,24
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20100505.0,375,620,30
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20100506.0,379,624,37
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20100507.0,383,628,44
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20100508.0,387,631,51
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20100509.0,391,635,58
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20100510.0,394,638,66
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20100511.0,398,642,74
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20100512.0,402,645,82
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20100513.0,406,648,90
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20100514.0,409,651,98
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20100515.0,413,654,105
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20100516.0,417,657,113
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20100517.0,421,660,122
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20100518.0,425,663,131
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20100519.0,428,666,139
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20100520.0,432,669,148
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20100521.0,436,672,156
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20100522.0,440,675,165
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20100523.0,444,678,173
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20100524.0,447,681,182
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20100525.0,451,684,191
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20100526.0,455,687,200
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20100527.0,459,690,209
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20100528.0,462,693,218
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20100529.0,466,696,228
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20100530.0,470,699,238
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20100531.0,473,702,249
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20100601.0,477,705,11
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20100602.0,481,708,22
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20100603.0,484,711,33
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20100604.0,488,714,45
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20100605.0,491,717,56
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20100606.0,495,719,67
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20100607.0,498,722,79
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20100608.0,501,725,90
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20100609.0,505,728,102
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20100610.0,508,731,114
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20100611.0,511,733,126
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20100612.0,514,736,138
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20100613.0,517,739,151
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20100614.0,520,741,165
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20100615.0,523,744,177
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20100616.0,525,746,190
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20100617.0,528,749,204
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20100618.0,531,751,217
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20100619.0,533,753,231
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20100620.0,536,756,244
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20100621.0,538,758,258
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20100622.0,540,760,271
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20100623.0,542,762,284
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20100624.0,544,764,298
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20100625.0,546,766,311
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20100626.0,548,768,324
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20100627.0,549,769,338
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20100628.0,551,771,351
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20100629.0,553,773,363
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20100630.0,554,774,376
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20100701.0,555,776,12
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20100702.0,557,778,24
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20100703.0,558,779,37
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20100704.0,559,780,49
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20100705.0,560,782,61
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20100706.0,561,783,73
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20100707.0,562,784,85
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20100708.0,562,786,97
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20100709.0,563,787,109
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20100710.0,564,788,121
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20100711.0,564,789,131
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20100712.0,565,790,142
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20100713.0,565,791,153
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20100714.0,566,792,163
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20100715.0,566,793,174
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20100716.0,566,794,184
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20100717.0,566,795,194
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20100718.0,567,796,203
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20100719.0,567,797,213
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20100720.0,567,798,223
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20100721.0,567,799,233
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20100722.0,567,800,243
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20100723.0,567,800,252
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20100724.0,567,801,261
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20100725.0,566,802,270
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20100726.0,566,802,279
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20100727.0,566,803,287
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20100728.0,566,803,296
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20100729.0,565,804,304
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20100730.0,565,804,313
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20100731.0,564,805,322
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20100801.0,564,805,9
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20100802.0,563,805,18
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20100803.0,563,805,27
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20100804.0,562,805,36
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20100805.0,561,805,45
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20100806.0,560,804,53
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20100807.0,559,804,62
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20100808.0,558,804,70
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20100809.0,557,803,79
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20100810.0,556,802,88
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20100811.0,555,801,98
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20100812.0,553,800,107
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20100813.0,552,799,116
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20100814.0,550,798,125
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20100815.0,548,796,134
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20100816.0,546,795,143
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20100817.0,544,793,152
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20100818.0,542,791,161
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20100819.0,540,789,170
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20100820.0,538,787,179
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20100821.0,535,784,188
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20100822.0,533,782,197
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20100823.0,530,779,206
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20100824.0,527,777,216
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20100825.0,524,774,225
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20100826.0,521,770,234
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20100827.0,518,767,242
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20100828.0,515,764,250
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20100829.0,511,760,259
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20100830.0,508,757,267
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20100831.0,504,753,275
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20100901.0,501,749,8
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20100902.0,497,745,16
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20100903.0,493,741,23
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20100904.0,489,737,31
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20100905.0,485,733,39
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20100906.0,481,729,46
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20100907.0,476,725,54
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20100908.0,472,720,61
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20100909.0,468,716,68
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20100910.0,463,711,75
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20100911.0,459,707,82
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20100912.0,454,702,89
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20100913.0,450,697,96
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20100914.0,445,693,103
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20100915.0,441,688,109
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20100916.0,436,684,116
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20100917.0,431,679,122
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20100918.0,427,674,129
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20100919.0,422,669,135
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20100920.0,418,665,142
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20100921.0,413,660,148
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20100922.0,409,655,154
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20100923.0,404,650,161
