objectid(long),routeid,beginpoint(double precision),endpoint(double precision),ovlpovlp,ovlpovlpstatus,townnumber(long),townname,yearvalue(long),global_id,shape_length(double precision)
1540.0,1520260,0.0,0.06,1520260,PRI,94.0,WATERFORD,2022,5568eb91-467a-401f-b9b7-0d1171357a65,285.008263210022
1513.0,179-N,12.1,12.16,179-N,PRI,92.0,BARKHAMSTED,2022,dce3b51b-8b6f-4b24-a743-905510596720,341.820561060201
1509.0,189-N,7.16,7.76,189-N,PRI,11.0,LOOMFIELD,2022,01c7ba70-ab9e-44eb-81ad-94f8535b27c0,338.656545440696
1509.0,189-S,7.16,7.76,189-S,PRI,11.0,BLOOMFIELD,2022,dce3b51b-8b6f-4b24-a743-905510596720,11356.4326796623
1575.0,190-E,10.98,11.0,190-E,PRI,129.0,SOMERS,2022,eac18a4d-ce72-4c31-8f12-c4df9f65d39d,4141.22180001054
1576.0,190-E,19.25,19.27,32-S,PRI,134.0,STAFFORD,2022,c7aaffd6-0550-4e95-91b1-5410cd9c0d3c,109.439205011604
1577.0,191-N,4.59,5.83,140-E,PRI,46.0,EAST WINDSOR,2022,65564353-dbb5-4f0f-9398-b7dbad3d4e99,6557.7182047107
1578.0,2-E,54.29,54.31,184-W,PRI,101.0,NORTH STONINGTON,2022,ccc8c82d-e9f0-458d-9f2d-8080f1b558ca,106.262231327203
1579.0,202-N,14.09,19.23,7-N,PRI,95.0,NEW MILFORD,2022,945ae070-e1a3-4e72-a0ab-679b2480082f,27156.8952089146
1580.0,202-S,0.0,0.22,6-W,PRI,34.0,DANBURY,2022,98cd3207-63a5-4603-9f52-972cb0ce9383,1135.17405401436
1581.0,202-S,13.88,14.09,7-S,PRI,18.0,BROOKFIELD,2022,706302f0-7c7d-4391-99ce-b58473fa45c2,1034.79506294937
1582.0,202-S,74.58,74.81,10-S,PRI,55.0,GRANBY,2022,aff41241-4847-4bcc-ba94-6a9c8031d901,1190.94738211086
1583.0,25-N,20.16,22.86,6-E,PRI,96.0,NEWTOWN,2022,35fa9b2b-2200-485f-9ddd-f01928781255,14115.7565351093
1584.0,30-N,6.18,6.82,30-N,PRI,76.0,MANCHESTER,2022,115d146c-149b-4d44-a130-c429d4ffcc24,3386.91009024547
1585.0,30-N,13.4,13.54,30-N,PRI,142.0,TOLLAND,2022,8d7df854-dc23-41a6-8764-f2b4914021c0,779.953705721907
1586.0,67-E,0.0,0.5,202-N,PRI,95.0,NEW MILFORD,2022,37b38163-b8fe-443c-9e16-59158bf3932c,2657.4174894112
1587.0,7-N,25.25,26.34,7-N,PRI,108.0,DANBURY,2022,13817ed7-b875-490c-8e07-bbd5022bc025,5766.97671401316
1588.0,714-N,0.0,0.32,1260554,PRI,151.0,SHELTON,2022,8b12274b-b459-4f2b-a532-68a9abcefd5b,1691.15624605467
1589.0,8-N,0.0,3.75,8-N,PRI,15.0,BRIDGEPORT,2022,b10e22bb-c978-4d15-b83d-669919e08bd1,19937.7152834654
1590.0,8-N,38.53,39.52,8-N,PRI,140.0,THOMASTON,2022,fbd7cd60-d593-41ff-b94a-9027e01f8efc,5168.69156700536
1591.0,8-S,0.21,3.75,8-S,PRI,106.0,BRIDGEPORT,2022,ea46383d-3bca-4663-b09d-76fa961f0c76,18654.5695104139
1592.0,80-E,18.16,18.17,80-E,PRI,69.0,KILLINGWORTH,2022,e700b4c3-a66e-4c24-afae-6bdb7209762b,92.2985745375035
1593.0,80-W,18.18,18.19,80-W,PRI,77.0,KILLINGWORTH,2022,af457bc8-ca88-4d4e-831c-05da41ef614a,100.775165244719
1594.0,81-S,5.97,5.98,80-E,PRI,169.0,KILLINGWORTH,2022,3dd9b18a-b4fd-491e-a9ca-f608a35d7e52,92.2985745375035
1595.0,83-N,6.76,7.53,0760595,PRI,76.0,MANCHESTER,2022,7cafc3bd-f5ea-40fc-87ed-9e9b633d3cc6,4116.10642371253
1596.0,83-N,10.14,10.78,30-N,PRI,128.0,MANCHESTER,2022,a92f6959-7192-4aa2-8020-9bc09a382304,3386.91009024547
1597.0,84-W,59.3,62.7,84-W,PRI,63.0,HARTFORD,2022,f887b82c-f28e-47ee-b1eb-0449908fbe13,17865.1874836314
1598.0,95-N,93.45,94.29,95-N,PRI,94.0,NEW LONDNO,2022,aa7c0880-cc0a-46d3-8ec7-1baba185a3db,4391.171788106
1599.0,95-N,94.29,94.63,95-N,PRI,58.0,GROqTON,2022,1901c114-94fc-418f-8823-83687a12967f,1801.74083075371
1600.0,95-S,77.8,78.68,95-S,PRI,105.0,OLD SAYBROOK,2022,62e79604-6847-43a9-8236-548e1252acc8,4709.3621142793
1601.0,0920360,0.0,0.78,0920360,PRI,92.0,NEW HAVEN,2022,7c7c8103-d8cd-4007-80bc-3d8cb412ee11,4156.20346214539
1602.0,1-N,80.53,80.95,1-N,PRI,105.0,OLD SAYBROOK,2022,7e2fa080-b06a-4579-977e-4d58857d94cd,2222.68522423194
1603.0,1-N,83.34,83.53,156-E,PRI,170.0,OLD LYME,2022,00ffd023-fe15-45b4-9e7a-4add8345e1c8,954.543716778535
1604.0,10-S,54.01,54.24,10-S,PRI,126.0,GRANBY,2022,5198fb40-dea8-484d-bbff-c51f7d4b13b4,1190.94738211086
1605.0,12-N,20.58,20.82,12-N,PRI,57.0,GRISWOLD,2022,1112735d-9bdf-4222-ad0a-cda6df5f0bcc,1235.15200575586
1606.0,12-N,45.58,46.22,44-E,PRI,115.0,PUTNAM,2022,69f2e58f-51b0-47bd-a1d1-d317bf02d311,3484.61359189081
1607.0,136-N,4.66,4.78,1021056,PRI,102.0,NORWALK,2022,27cfb6f7-903d-42db-b4b1-e236757ed2d0,619.911753601394
1608.0,14-E,1.89,2.71,14-E,PRI,163.0,WINDHAM,2022,018cc63c-7fbf-448b-b448-41c663022804,4398.68061009227
1609.0,145-N,6.64,6.99,80-E,PRI,122.0,DEEP RIVER,2022,264c85b5-638a-48f8-b736-cee65dd9b956,1865.63357951285
1610.0,32-N,48.85,49.88,32-N,PRI,134.0,STAFFOeRD,2022,a19b8dc8-7338-492d-8bb6-a8c4873b7056,5448.8521701933
1611.0,395-N,10.44,13.53,395-N,PRI,103.0,NORWCIH,2022,58dc5ba9-9b52-4db9-bafe-edc9d1d16404,16339.3382088168
1612.0,4-E,7.64,7.78,7-N,PRI,125.0,SHARON,2022,912e288d-f853-4c61-aedc-9eea19d44a05,732.837472515448
1613.0,4-E,7.78,7.89,7-N,PRI,31.0,CORNWALL,2022,168bc97d-5eed-4b0b-a323-4063eb461979,637.760166415375
1614.0,44-E,11.19,11.53,44-E,PRI,99.0,NORTH CANAAN,2022,6a6e8a7d-531c-4c77-950e-5810019026f8,1819.6875452321
1615.0,44-E,42.08,42.35,44-E,PRI,128.0,SIMSBURY,2022,545c5e7a-43bf-483f-97e4-99c2f4e37776,1456.2524244422
1616.0,44-W,27.44,27.73,44-W,PRI,162.0,WINCHESTER,2022,81b7bfb6-e5d4-4dcf-8cc7-078b231663a6,1448.25020254832
1617.0,45-N,3.75,5.41,45-N,PRI,149.0,WARREN,2022,e34f29f1-86a7-46a8-b228-48e548db86a0,8798.35883839975
1618.0,5-N,32.49,34.31,15-N,PRI,63.0,HARTFORD,2022,2b494527-917e-484f-b01c-c551af6194ce,9647.57052566928
1619.0,0610144,0.0,0.17,0610144,PRI,61.0,HAMDEN,2022,abd25598-c7a1-45e8-83b7-89cda4e14068,964.993796580121
1620.0,1-N,101.87,102.21,95-N,PRI,58.0,GROTON,2022,b9a1a873-b1fc-4f7e-bc6d-91e2ad076277,1801.74083075371
1621.0,10-N,39.6,40.34,44-E,PRI,4.0,AVON,2022,a12bf6fc-430a-429c-82cf-64096a96fb94,3894.60097297145
1622.0,1020910,0.0,0.47,1020910,PRI,102.0,NORWLAK,2022,1907779b-5e73-4148-bb39-16b0d3bc3d38,2522.76071130838
1623.0,106-N,12.26,12.44,7-N,PRI,161.0,WILTON,2022,81a8fac6-ebe5-43b9-b34f-db10bbab23b7,967.446749772964
1624.0,107-N,0.0,0.18,107-N,PRI,161.0,WILTON,2022,ba6ddab6-4e31-439a-9e71-849d16009c62,959.850391758547
1625.0,124-N,4.57,5.19,124-N,PRI,89.0,NEW CANAAN,2022,71c2c509-71ea-4649-b4ec-27eb71d84cf3,3324.6221466135
1626.0,133-N,1.26,1.29,25-N,PRI,79.0,BROOKFIELD,2022,d570bb4e-7de8-40e8-b84f-cb80f708c9ce,124.267706559789
1627.0,136-N,4.54,4.66,1021058,PRI,102.0,NORWALK,2022,f94d4327-18cb-4ab7-972b-bb2a193135c1,639.335600272621
1628.0,138-E,13.33,14.82,138-E,PRI,147.0,VOLUNTOWN,2022,9d022577-ce0c-44fd-83da-8a92ae829dd2,7884.43768746037
1629.0,16-E,12.02,12.09,16-E,PRI,28.0,COLCHESTER,2022,a8e53171-62d5-49f8-a4b0-ec3fabe01b7f,461.3072945583
1630.0,169-N,6.45,6.47,169-N,PRI,72.0,ISBON,2022,8af5123b-ca6b-43d7-b4f5-06fe7991618c,159.601747735979
1631.0,17-N,22.14,22.97,9-N,PRI,82.0,MIDDLETOWN,2022,9b71ea7a-21df-4156-945c-553bc3a9bea2,4390.40564923082
1632.0,174-E,2.58,2.75,173-N,PRI,93.0,NEWINGTON,2022,13459e10-aee2-43e4-8d64-4bb9790893d7,901.178000299949
1633.0,181-N,1.04,1.78,181-N,PRI,5.0,BARKHAMSTED,2022,a4a2fd64-210d-4bd7-848a-7711a1acc1f0,3850.34678995378
1634.0,184-W,12.25,12.27,184-W,PRI,101.0,NROTH STONINGTON,2022,5e19a1de-0881-4e55-bc81-66f458fe6262,104.751621729821
1635.0,187-N,7.87,8.47,189-N,PRI,73.0,BLOOMFIELD,2022,9160ab1c-e7a2-4162-b283-5840c227dd25,3045.54256490848
1636.0,198-N,11.92,12.82,171-E,PRI,169.0,WOODSTOCK,2022,c4918b1b-2dda-4aea-9417-fbaf93fa0067,4727.66011030971
1637.0,2-W,54.29,54.31,184-W,PRI,101.0,NORTH STONINGhTON,2022,8473448a-c095-42b8-83c5-ce030679b157,104.751621729821
1638.0,20-E,21.88,22.13,20-E,PRI,55.0,GRANBY,2022,8e7d5129-3e3b-452f-b8de-d14e40495669,1344.88101515712
1639.0,202-N,0.0,4.12,6-E,PRI,34.0,DANBURY,2022,464c9f8e-ae90-48f3-9dec-c335b95a2e70,21831.6563279254
1640.0,202-N,19.23,19.73,202-N,PRI,95.0,EW MILFORD,2022,d430e695-3ff3-449d-91fb-28560318fe76,2657.4174894112
1641.0,202-S,57.84,58.11,44-W,PRI,23.0,CANTOqN,2022,dc61576e-9ccf-4f1b-b5ad-4ca5a78adf8c,1450.80087780061
1642.0,6-E,4.12,8.26,84-E,PRI,34.0,DANBUYR,2022,098cdf84-a2c7-4bd6-92e8-263f4f8ecb75,21816.9313979823
1643.0,6-E,39.4,40.39,8-N,PRI,140.0,THOAMSTON,2022,2a77d477-106a-473f-bdff-f96ddb138bda,5168.69156700536
1644.0,6-E,56.34,57.91,84-E,PRI,51.0,FARMINGTON,2022,586aaabe-8de9-4754-8e45-5f960ca4820f,8154.14838389783
1645.0,6-W,70.05,70.43,6-W,PRI,148.0,MANCHESTER,2022,337784d8-7fc8-4acd-b919-1aab195e1151,1970.23239299242
1646.0,7-N,21.6,25.25,84-E,PRI,89.0,DANBURY,2022,e2962735-3639-4ea3-a423-2c95f35a7c52,19299.3557323592
1647.0,7-N,31.86,32.14,7-N,PRI,18.0,BROOKFIELD,2022,6671012d-6d0a-4c5d-a240-2b13d8fc2571,1461.39206998949
1648.0,70-E,4.51,5.76,70-E,PRI,25.0,CHESHIRE,2022,31a48e46-a4a1-4e58-8425-92e4af30bfd1,6481.76180700329
1649.0,74-E,5.01,5.82,83-N,PRI,146.0,VERNON,2022,22dfec7a-c388-4825-8d9e-547092052412,4291.81518970452
1650.0,8-N,58.51,58.84,44-E,PRI,162.0,WINCHESTER,2022,0623c0a1-0931-4534-9710-f2f3da40fe4d,1760.25602037532
1651.0,81-N,5.99,6.0,80-W,PRI,120.0,KILLINGWORTH,2022,8e1ea445-215c-4363-8d49-54c99c81ac3b,100.775165244719
1652.0,82-E,2.75,3.12,154-N,PRI,60.0,HADDAM,2022,aef69060-5fa4-4385-b377-323603f4639b,2007.79908856359
1653.0,82-E,21.31,21.43,82-E,PRI,85.0,MONTVILLE,2022,ca6686a8-d7c6-4422-a554-7b2ea966cc83,662.013263511583
1654.0,83-N,18.36,18.4,83-N,PRI,47.0,ELLINGTON,2022,05012e10-5ff8-4da5-893c-cbb33785586c,249.084457389791
1655.0,84-E,15.33,18.48,84-E,PRI,96.0,NEWTOWN,2022,2361fd9f-0330-496b-b922-d12b20199777,16715.8599016994
1656.0,84-W,62.7,67.42,84-W,PRI,42.0,EAST HARTFORD,2022,40ab7334-c3ad-4a1b-b54d-883d48db0d47,24537.3862416539
1657.0,84-W,67.42,67.75,84-W,PRI,165.0,MANCHESTER,2022,03001924-154e-405a-be45-9c4baf3205c5,1750.22191402997
1658.0,320-N,3.39,3.56,74-E,PRI,160.0,WILLINGTON,2022,e67fe817-f8cf-4ff4-9a8b-36d23468df1f,868.960177211252
1659.0,341-E,11.23,12.89,45-N,PRI,232.0,ARREN,2022,27589919-b8ca-4917-a445-dcbea7e63dd3,8798.35883839975
1660.0,37-N,15.19,15.64,37-N,PRI,127.0,SHERMAN,2022,e594dd8c-5202-41d6-aa37-5239367e7bed,2370.39595159428
1661.0,395-N,9.87,10.44,395-N,PRI,85.0,MONTVILLE,2022,47590483-f566-4e0e-b0c4-1af58a85d690,3042.50591213514
1662.0,4-E,24.18,24.3,4-E,PRI,143.0,TORRINGTON,2022,8485a702-0a76-4520-810a-d90749ff527b,632.66504450588
1663.0,42-E,8.35,8.45,63-N,PRI,8.0,BETHANY,2022,792b8544-d4a3-4496-b311-f1a2c74fb8f9,541.068003984431
1664.0,44-E,53.89,54.03,84-E,PRI,42.0,EAST HARTFORD,2022,2836ff43-db24-421a-9bd8-cc98f11c89b4,596.361523906593
1665.0,44-W,59.33,59.71,6-W,PRI,76.0,MANCHSETER,2022,771ce20d-465b-447c-bbda-eda4d856e39c,1970.23239299242
1666.0,32-N,29.27,30.02,66-E,PRI,163.0,WINDHAM,2022,c1e30e41-f541-459a-bc14-32c7751a813c,3909.85839974788
1667.0,32-S,48.84,48.86,32-S,PRI,191.0,STAFFORD,2022,91555dc2-5b4e-42c1-b3c5-f21aad91a716,109.439205011604
1668.0,39-N,17.92,18.37,37-N,PRI,144.0,SHEMRAN,2022,c1a7aa60-25b8-4fd1-9149-1daa28af7868,2370.39595159428
1669.0,41-N,11.36,13.03,44-E,PRI,121.0,SALISBURY,2022,b23ffa61-1d3f-47d1-be76-b5952aa83625,8850.85261850361
1670.0,44-E,99.9,100.54,44-E,PRI,115.0,PUTAM,2022,79a25856-de44-426a-bef0-f269be0ef3f4,3484.61359189081
1671.0,44-W,27.84,27.94,44-W,PRI,162.0,WINCHESTER,2022,42a2d948-bda8-4bbe-8f38-fe7a62a502c2,478.558712773701
1672.0,44-W,41.21,41.48,44-W,PRI,24.0,CANTON,2022,7f3e4155-0916-4d0e-97e2-3dbe7c0ed19a,1450.80087780061
1673.0,49-N,13.05,13.13,165-E,PRI,147.0,VOLUNTOWN,2022,14924df8-c28a-4a1c-b63f-731cf9a226b9,409.446075178288
1674.0,49-N,13.13,13.52,138-E,PRI,147.0,iVOLUNTOWN,2022,f2c475d4-a393-49bb-b5af-997f8f93a8a7,2108.55534471925
1675.0,6-E,0.0,4.12,6-E,PRI,34.0,DANBURY,2022,be5349ca-c4d0-41fb-811c-51441a08b690,21831.6563279254
1676.0,67-E,19.65,19.79,67-E,PRI,130.0,SOUTHBURY,2022,b48f7992-bf55-4585-920b-f626236c1adf,773.904248473458
1677.0,68-E,9.51,10.76,70-E,PRI,71.0,CHESHIRE,2022,2185bdad-f24f-47bb-9aa3-46700cc809b3,6481.76180700329
1678.0,7-N,6.07,7.34,7-N,PRI,161.0,WILTON,2022,4a7c145b-6690-48ea-b963-7d65e52d5ba9,6706.30084932206
1679.0,7-S,32.14,34.45,7-S,PRI,95.0,NEW MILFORD,2022,3a2df1e1-0693-443a-a92d-3bea5a6f3986,12263.0126342651
1680.0,80-W,18.16,18.17,80-W,PRI,69.0,KILLINGWORTH,2022,60164015-1bcc-41ac-bb08-95f0392acc64,24.8957932968508
1681.0,84-E,59.3,62.7,84-E,PRI,63.0,HARTFROD,2022,f2f917c3-d722-4ed2-a567-714b8aa6215f,18013.6530382705
1682.0,84-W,3.69,8.17,84-W,PRI,34.0,DANBURY,2022,57dbc359-aa1b-49ea-8da4-9fac451967e5,24012.4367804941
