ObjectId,ID,Council_District,Amount,Household_Size,Race,Ethnicity,Gender,DATE,Zip_Code,GlobalID
51,301,4,5700,1,African American,Non-Hispanic,Male,11/15/2021,40203,{C79B0528-9669-4489-A715-7A0D2B1A7549}
52,302,4,6996,1,African American,Non-Hispanic,Female,9/5/2021,40202,{8B5BCA49-C1B3-4CB4-8E60-187C38F8890F}
53,303,4,23793,4,White,Non-Hispanic,Female,10/22/2021,40211,{1C5D6F5E-4945-4E65-A570-9D1AB4483080}
54,304,4,2438.99,5,African American,Non-Hispanic,Female,11/1/2021,40203,{C4AE57DB-7F9C-425C-88CC-1A787BA47F5E}
55,305,4,2290,1,White,Non-Hispanic,Female,11/1/2021,40202,{B8C8D642-E507-41EB-9984-41943D21EC90}
56,306,4,9800,1,African American,Non-Hispanic,Female,11/15/2021,40211,{3C57464D-CECE-4E7E-B263-CF2B8D99A4DD}
57,307,4,1690,1,African American,Non-Hispanic,Male,10/29/2021,40202,{0023794A-B951-494A-A513-E028E0919B85}
58,308,4,2550,2,African American,Non-Hispanic,Male,7/22/2021,40211,{6A25E95C-C3F9-4A87-89B5-6647AF3B0972}
59,309,4,1327,1,African American,Non-Hispanic,Female,11/1/2021,40202,{9FA0B088-D77F-4BC8-9C7C-7A5BCC77D958}
60,310,4,11400,6,White,Non-Hispanic,Female,10/1/2021,40210,{5A386144-DEA0-43B7-9273-891E2FCF98FF}
61,311,4,6600,6,Mixed Race,Non-Hispanic,Female,8/28/2021,40203,{B006088A-6B3A-4BE3-A867-127A8B53ADA3}
62,312,4,1094,1,African American,Non-Hispanic,Male,10/28/2021,40202,{4E0ABF49-B97D-467B-802C-8DBD23CDD241}
63,313,4,7728.5,1,African American,Non-Hispanic,Female,9/2/2021,40204,{5B0A3572-9A4F-449D-B3B8-D2A7F26B6EBB}
64,314,4,673.06,7,White,Non-Hispanic,Female,12/10/2021,40210,{D903AFBC-E366-4B2D-8F0A-60619A035180}
65,315,4,1836,1,African American,Non-Hispanic,Female,11/1/2022,40202,{C8BFC3B7-7B14-40C3-BEE4-2F96865307FF}
66,316,4,2854.35,4,African American,Non-Hispanic,Female,11/1/2022,40203,{FF98307D-FDAE-4A87-8A2D-4E4189C93365}
67,317,4,14497,4,African American,Non-Hispanic,Female,8/27/2021,40203,{5D20DF6E-C2D0-4932-8B90-1208173ED426}
68,318,4,2625,3,African American,Non-Hispanic,Male,7/8/2021,40206,{4D142AA3-6683-44AA-914B-11C5B4273260}
69,319,4,5025,3,African American,Non-Hispanic,Male,7/8/2021,40206,{8D92633C-42B7-4E06-A579-CD80BF81594C}
70,320,4,1905,2,African American,Non-Hispanic,Female,10/28/2021,40203,{31ABEE24-1314-446D-9991-5A7715151D19}
71,321,4,17729,2,African American,Non-Hispanic,Female,9/5/2021,40206,{779F5D13-A72B-4A8F-8FEF-8B8850CE938B}
72,322,4,322,2,African American,Non-Hispanic,Male,11/5/2021,40202,{F2DEA6CC-BC36-4019-A002-2C11B63AD8B6}
73,323,4,9070,3,White,Non-Hispanic,Female,7/29/2021,40202,{6F06A566-D0EC-4549-93D9-1BF3AF132A22}
74,324,4,2146,1,African American,Non-Hispanic,Female,12/10/2021,40202,{B5A71488-5B2C-4B9F-8BED-667512921020}
75,325,4,14451.42,2,White,Non-Hispanic,Female,10/25/2021,40203,{A3C8E4EA-994F-426A-84D6-CB8B52D8B063}
76,326,4,1067.34,1,African American,Non-Hispanic,Female,10/28/2021,40202,{A1814105-D21E-47BB-BE67-EB5D01A6B0F3}
77,327,4,392,1,African American,Non-Hispanic,Female,12/22/2021,40202,{2D500C98-0440-40BE-9BFB-CDBC5F77DD6B}
78,328,4,1980,2,African American,Non-Hispanic,Female,12/3/2021,40203,{25204445-A63A-4C87-9C00-B569FC10C01A}
79,329,4,3600,2,African American,Non-Hispanic,Female,10/20/2021,40210,{2DCF1687-CCD4-4D63-8915-6C31F06F1A35}
80,330,4,602.6,1,African American,Non-Hispanic,Male,12/22/2021,40203,{99C69D81-A914-4FE8-BD9B-7E077614C914}
81,331,4,8123,1,African American,Non-Hispanic,Male,11/12/2021,40206,{D6EE7204-ED28-46FD-A97F-28390EDE0285}
82,332,4,9375,3,African American,Non-Hispanic,Male,9/22/2021,40206,{14E1E4A2-0FF2-4C84-9C08-0CA585659693}
83,333,4,10686,1,African American,Non-Hispanic,Female,9/7/2021,40203,{5466CB48-21CA-4F49-B701-73A9590C4029}
84,334,4,11731.21,1,Others,Non-Hispanic,UNKNOWN,10/22/2021,40204,{AD55747C-73FE-4F17-B999-BED78453335D}
85,335,4,11739.57,3,Mixed Race,Non-Hispanic,Male,11/12/2021,40206,{CEB4B546-6B3C-43E4-BEEC-65B35B5ECD26}
86,336,4,9340,3,African American,Non-Hispanic,Female,8/2/2021,40211,{EED9ED2B-399A-4C33-B20B-2B60FBA9581E}
87,337,4,1999,1,African American,Non-Hispanic,Female,10/29/2021,40202,{5D98D6E6-9F55-4C51-9BE0-2BE979695285}
88,338,4,11120,2,White,Non-Hispanic,Female,8/26/2021,40206,{608DFBCC-336F-4858-BB04-70DC3359EF52}
89,339,4,655,1,African American,Non-Hispanic,Female,12/22/2021,40203,{2F81AE95-8C42-4A07-9BC1-4F291A196FB7}
90,340,4,12849,2,African American,Non-Hispanic,Male,10/27/2021,40206,{929EB871-798F-432B-ABC9-A077E7C1499B}
91,341,4,3000,1,White,Non-Hispanic,Female,7/6/2021,40203,{A5E404D8-17EB-4E64-A9D3-C54018B60C59}
92,342,4,3964,1,White,Non-Hispanic,Male,7/16/2021,40203,{1A7F5123-304E-49E1-9767-711065D219CD}
93,343,4,137.13,3,African American,Non-Hispanic,Female,12/22/2021,40211,{6BE1D5E1-18F2-416C-80F6-0A04AD16E2DB}
94,344,4,2198.22,1,African American,Non-Hispanic,Male,10/11/2021,40202,{0763A7DF-06E4-4033-A0D1-78699D9BEB90}
95,345,4,6995,3,Mixed Race,Hispanic,Female,10/22/2021,40206,{9B18061F-AD81-4E11-88E7-A4CA7CE9AAC4}
96,346,4,382,1,African American,Non-Hispanic,Male,11/5/2021,40202,{532BA361-094D-4B32-87F1-8825529E91B4}
97,347,4,12613,3,African American,Hispanic,Female,9/5/2021,40206,{704AAFFF-A6F3-41D4-ACB6-B22063D61B12}
98,348,4,334,2,African American,Non-Hispanic,Male,11/18/2021,40202,{19A16849-65C1-45FC-9807-A33F86EFAF38}
99,349,4,6290,4,Mixed Race,Non-Hispanic,Male,8/9/2021,40206,{66C7EA13-6D85-400B-8D67-AAEAE6EEE165}
100,350,4,6440,3,African American,Non-Hispanic,Male,9/2/2021,40206,{BF2EACBC-C8FC-408D-87D6-C53246A98AAB}
101,201,3,14944,1,African American,Non-Hispanic,Female,11/5/2021,40215,{7788C0E0-3847-4ECA-9D56-D4BC328F3A4E}
102,202,3,11752,5,African American,Non-Hispanic,Female,9/8/2021,40215,{AC387C82-A8B4-452F-AA6F-C31F9EAE725A}
103,203,3,3342,1,African American,Non-Hispanic,Male,11/15/2021,40215,{F1D95820-0D42-44A9-AAE5-2FA5275C3052}
104,204,3,10454.5,1,African American,Non-Hispanic,Female,11/17/2021,40215,{2B21A82B-F19A-4DE1-B169-8BE15DEA04B1}
105,205,3,3930,1,African American,Non-Hispanic,Female,11/9/2021,40215,{35780774-A876-4372-AAA6-035DEA529A54}
106,206,3,1905,3,African American,Non-Hispanic,Female,7/22/2021,40216,{003D8D5C-068F-4F69-9D02-28D98477EDDF}
107,207,3,7600,4,African American,Non-Hispanic,Female,8/3/2021,40216,{E7E5577B-1E36-43A2-9321-C9D1DE5DE679}
108,208,3,4140,4,African American,Non-Hispanic,Female,8/19/2021,40216,{02C99F86-1D97-4BFD-9F8D-3109A4BF1093}
109,209,3,4085,1,African American,Non-Hispanic,Female,9/16/2021,40215,{56431183-EB7A-4461-BBD1-7F22314CB8B3}
110,210,3,8760,1,African American,Non-Hispanic,Female,10/20/2021,40216,{4D81D19A-FF2C-443F-99E1-453D0725EAEB}
111,211,3,4400,3,Mixed Race,Non-Hispanic,Female,7/30/2021,40216,{26825E08-9E78-492E-99C2-B3BADFD062AE}
112,212,3,4416,5,African American,Non-Hispanic,Female,7/30/2021,40215,{7141E14B-F9E9-43A4-AD0D-769E865A3C34}
113,213,3,1650,3,African American,Non-Hispanic,Female,7/9/2021,40215,{AE80EF67-BCD0-434E-89F8-6AE7C9F1F5C0}
114,214,3,3850,3,African American,Non-Hispanic,Female,7/9/2021,40215,{8EC04628-661A-42A1-8573-EEFF029A77D1}
115,215,3,8000,2,African American,Non-Hispanic,Female,8/12/2021,40208,{811A33FE-4F36-4040-A6DC-2F90AAA95C9B}
116,216,3,5289,1,African American,Non-Hispanic,Female,8/13/2021,40215,{34E57A3F-93CB-4EF9-ADBD-72FA73836A9F}
117,217,3,5457,1,African American,Non-Hispanic,Male,10/24/2021,40216,{4F51CA81-CF0B-4C67-B25C-A5EBAFD3E470}
118,218,3,9597.01,3,White,Non-Hispanic,Male,11/17/2021,40216,{82613867-356E-40EE-8C72-ACF7BFE14DC6}
119,219,3,14260,1,African American,Non-Hispanic,Male,8/24/2021,40215,{2CC62125-1A0C-4F92-8C48-88966060C28D}
120,220,3,8400,1,Mixed Race,Non-Hispanic,Male,11/12/2021,40215,{CDC1D612-3F08-4C7E-B943-F74C86D8A7F9}
121,221,3,8463,4,White,Non-Hispanic,Female,9/4/2021,40216,{3FEEEAAA-E934-43B0-B14F-ADA40581DA18}
122,222,3,2866,3,African American,Non-Hispanic,Male,10/25/2021,40215,{C2244B9A-63BC-40C1-9F75-A2E3E13E4C80}
123,223,3,1125,1,African American,Non-Hispanic,Male,7/8/2021,40216,{B4A7DC88-AE45-4471-B714-1E8D16FF412A}
124,224,3,1725,1,African American,Non-Hispanic,Male,7/8/2021,40216,{77F08E0E-2AC1-4EFB-B079-02A93D1D5794}
125,225,3,9150,3,African American,Non-Hispanic,Male,9/7/2021,40208,{74B77749-AB5E-40B4-B132-284ACF00D0F3}
126,226,3,9750,2,African American,Non-Hispanic,Female,11/12/2021,40216,{80480A56-5878-4C23-8558-1F34E6164A19}
127,227,3,13256,2,African American,Non-Hispanic,Female,9/5/2021,40216,{94855357-1077-4E1A-A8D5-9155A0A36F92}
128,228,3,8230,1,White,Non-Hispanic,Female,11/15/2021,40215,{361D493D-442B-4A4F-BBE5-6B0415A30142}
129,229,3,8870,2,African American,Non-Hispanic,Male,8/18/2021,40215,{5BDB5E3C-7BF1-470D-8446-CB2BEFB01088}
130,230,3,3300,1,White,Non-Hispanic,Female,10/25/2021,40216,{C816FCC1-ED99-4666-8D82-3A93922D16B7}
131,231,3,4470,1,African American,Non-Hispanic,Male,11/12/2021,40215,{12BC890B-644C-4F8C-93F5-D3D13D80B04A}
132,232,3,5715,1,African American,Non-Hispanic,Female,11/17/2021,40216,{35192F95-6DAA-4D88-BE77-A22C423263F5}
133,233,3,2100,3,African American,Non-Hispanic,Female,7/21/2021,40215,{BA754546-8D09-4E05-B8E9-14B1CB085408}
134,234,3,11200,1,White,Non-Hispanic,Male,9/3/2021,40216,{74F9E8D6-DA23-4584-880A-420D738512A0}
135,235,3,9460,3,White,Non-Hispanic,Female,10/7/2021,40215,{F51D1785-3997-488F-AA66-352A601A87A4}
136,236,3,7570,3,White,Non-Hispanic,Female,10/8/2021,40215,{C4BFFF3A-7B83-440B-A4EF-F18C77FFB208}
137,237,3,8660,3,African American,Non-Hispanic,Female,9/3/2021,40216,{3756C35B-03BA-4447-A86F-2194EB538D98}
138,238,3,8686,1,White,Non-Hispanic,Female,8/24/2021,40215,{F423DA30-21C8-4CD5-B792-C420237F765D}
139,239,3,6600,2,African American,Non-Hispanic,Male,11/17/2021,40215,{31BED3BF-D217-485E-A3C3-1C44EF458004}
140,240,3,10034.3,3,African American,Non-Hispanic,Male,9/29/2021,40216,{9D898735-41DF-4D2D-AF28-23B53126616A}
141,241,3,6600,5,African American,Non-Hispanic,Male,9/3/2021,40216,{C34930D5-F269-4616-81C4-4664E3ED8875}
142,242,3,6300,4,African American,Non-Hispanic,Female,11/8/2021,40210,{F16D5ED3-4D34-4CCA-86F9-3438B9043495}
143,243,3,5620,1,African American,Non-Hispanic,Male,11/10/2021,40216,{571A90FE-1A55-44CC-9916-06253FB754FA}
144,244,3,6800,2,African American,Non-Hispanic,Female,10/22/2021,40216,{3917BBBE-EA04-4427-9850-9F2A8523CD48}
145,245,3,8973,3,African American,Non-Hispanic,Male,11/17/2021,40216,{E7365C02-695E-46F4-94A9-6E5BE3B91180}
146,246,3,6750,1,White,Non-Hispanic,Female,8/26/2021,40216,{9B654C47-A8C6-4D6B-979F-CB6A8FB6CC87}
147,247,3,6600,1,African American,Non-Hispanic,Female,8/16/2021,40210,{540CB0CF-1EDA-4FA5-80AF-D1C9B0302544}
148,248,3,8140,1,African American,Non-Hispanic,Female,9/3/2021,40215,{4FA68FEE-4C20-439A-9359-EEE2D24542A1}
149,249,3,8580,2,African American,Non-Hispanic,Female,11/17/2021,40216,{96904064-A819-4443-A839-CD953A9AE86A}
150,250,3,5864,1,African American,Non-Hispanic,Male,10/22/2021,40216,{1F03CE16-80CB-493D-A2C3-9DE1EDC98C3D}
151,51,1,5545,4,Mixed Race,Non-Hispanic,Female,10/25/2021,40216,{22F7EDA1-3C0A-403C-964B-5894CCDC043F}
152,52,1,8045,3,African American,Non-Hispanic,Female,8/11/2021,40211,{77B2E645-A155-4A9E-B07A-B18C2D3B435F}
153,53,1,14700,3,Mixed Race,Non-Hispanic,Female,9/16/2021,40211,{56258035-7267-4FD2-B0A5-B82BED0FE795}
154,54,1,11200,4,African American,Non-Hispanic,Female,10/20/2021,40216,{6F86DFC2-B009-45F3-A094-B9882F8A9484}
155,55,1,7425,1,Mixed Race,Non-Hispanic,Male,8/16/2021,40211,{106EAEAE-FCD1-49F7-B675-7321212F4E2B}
156,56,1,5765,2,African American,Non-Hispanic,Female,8/10/2021,40216,{C061257E-3924-4FD3-93D4-6D1B7D3CDD47}
157,57,1,12915,3,African American,Non-Hispanic,Male,9/5/2021,40216,{36F55362-EBD8-4E80-88A2-794E600E2BA9}
158,58,1,7560,1,African American,Non-Hispanic,Female,10/26/2021,40216,{F2BBCA4B-D3F7-454D-80B7-3B108D0A172F}
159,59,1,5200,2,African American,Non-Hispanic,Female,10/22/2021,40211,{0E818CBA-0B50-4808-B77F-43B6552B2B3B}
160,60,2,6451,5,African American,Non-Hispanic,Female,10/19/2021,40213,{8C2A468E-9D78-454C-8244-B75DD67E13AD}
161,61,2,4808.31,3,African American,Non-Hispanic,Female,11/19/2021,40225,{B691E9E3-C135-4757-A3E3-97AB1A65B1B0}
162,62,2,1819.57,1,African American,Non-Hispanic,Male,11/19/2021,40225,{976C571F-6A75-4F0E-922A-412CE1A2B418}
163,63,2,7595,1,African American,Non-Hispanic,Female,8/2/2021,40219,{37E8BC65-12DD-4F4C-82DD-B429BA4F6FB0}
164,64,2,5810,1,African American,Non-Hispanic,Female,9/5/2021,40218,{96B93365-D3E4-4D99-98B1-DE4253869688}
165,65,2,6339,1,African American,Non-Hispanic,Female,9/30/2021,40219,{3548FB0A-3814-4746-87EB-9A1F8FBE5D0C}
166,66,2,5810,2,African American,Non-Hispanic,Female,10/22/2021,40218,{51F317AC-90E8-41A6-877E-F6E92E1F57BC}
167,67,2,10458,3,African American,Non-Hispanic,female,8/6/2021,40218,{EB3BACA1-6247-4B18-B155-A70235299ACD}
168,68,2,15340,1,Mixed Race,Non-Hispanic,Male,11/17/2021,40218,{FDF85D86-F086-4BD6-99E2-808F918D5B37}
169,69,2,4488,2,African American,Non-Hispanic,Male,10/19/2021,40219,{197DF63C-FFF3-4EB5-9CD5-D47AB678FFE1}
170,70,2,6491,3,White,Non-Hispanic,Female,8/3/2021,40218,{137B6F95-5E58-4EC9-A96D-AE6FB53B8AAF}
171,71,2,11600,2,African American,Non-Hispanic,Female,10/28/2021,40219,{4F98CFE0-E325-4718-85A4-250D412BC654}
172,72,2,11577,2,African American,Non-Hispanic,Female,10/5/2021,40218,{C18DCAD6-2445-4760-8C2F-DBC787C200E8}
173,73,2,8010,1,African American,Non-Hispanic,Male,11/10/2021,40218,{5A8D6B0C-AA60-4AB8-9977-96F7638383A2}
174,74,2,2340,2,African American,Non-Hispanic,Female,7/1/2021,40218,{78A97189-4570-4AA0-BDBB-3DD157BC53A9}
175,75,2,4680,2,African American,Non-Hispanic,Female,7/1/2021,40218,{D06E0C9C-E4D9-4EDF-A70F-0F7C31C18291}
176,76,2,8385.36,1,Mixed Race,Non-Hispanic,Female,9/3/2021,40218,{14796035-5C3B-459D-8AB9-E3BC64FFB285}
177,77,2,6311,3,White,Non-Hispanic,Male,10/14/2021,40219,{756C615A-1153-4456-B17D-038CD520CA3C}
178,78,2,2061,2,White,Non-Hispanic,Female,7/6/2021,40213,{B14605A7-5E01-44F3-85F9-6A9AC76BEF87}
179,79,2,4122,2,White,Non-Hispanic,Female,7/6/2021,40213,{62220B74-24F9-49C8-A4F0-B55B5DF3C2DC}
180,80,2,11706,2,African American,Non-Hispanic,Female,10/4/2021,40219,{CF1DEF24-B6B2-49B8-8ADA-DC67106398CF}
181,81,2,10755,6,African American,Non-Hispanic,Female,7/29/2021,40218,{36EEE2F1-8E88-406C-B79F-EB753DE363E8}
182,82,2,12869,4,African American,Non-Hispanic,Female,10/5/2021,40218,{443724E9-7950-4A49-835C-A64961E9B79C}
183,83,2,10009,2,African American,Non-Hispanic,Male,9/20/2021,40218,{2235EFAD-2AF0-4473-AFC4-D52970A289C6}
184,84,2,8270,1,African American,Non-Hispanic,Male,11/8/2021,40218,{1605633C-1DD9-4FA6-8189-B403257A4204}
185,85,2,5199,1,White,Non-Hispanic,Female,8/27/2021,40219,{68F035A9-6D9D-4C7B-A816-D03DD1AFA27F}
186,86,2,15315,4,White,Non-Hispanic,Male,9/18/2021,40218,{D75FD3DA-A23E-437E-9F73-5037A34DC286}
187,87,2,2025,2,African American,Non-Hispanic,Male,7/7/2021,40218,{423A2E2A-FB67-4322-B730-5F24BF6A9854}
188,88,2,5170,2,African American,Non-Hispanic,Male,7/7/2021,40218,{370ED96C-A566-4E88-9FB7-9A3D9AF48173}
189,89,2,2901,2,Mixed Race,Non-Hispanic,Male,7/15/2021,40218,{F7203846-4A69-4B73-ADE1-6E48EACF3F6C}
190,90,2,7074,2,Mixed Race,Non-Hispanic,Male,7/15/2021,40218,{B788BBA6-2B4B-4B24-9B7C-9013AEFCFE89}
191,91,2,10452,3,African American,Non-Hispanic,Female,10/8/2021,40219,{3C09DAA3-42BD-416F-8BAF-C23BF1446631}
192,92,2,8976,2,African American,Non-Hispanic,Female,9/22/2021,40218,{EBA566D8-AAC5-402E-AA7D-918D7B58BF09}
193,93,2,2901,2,African American,Non-Hispanic,Female,7/9/2021,40218,{E450C458-BC0F-43DE-AE6D-E3D9A44A5840}
194,94,2,4620,2,African American,Non-Hispanic,Female,7/9/2021,40218,{D1677AA2-E2A9-44F2-B79C-332990EA0E35}
195,95,2,15373.32,1,African American,Non-Hispanic,Male,10/21/2021,40218,{F520FE71-5E20-449A-AA56-935DC2E07F81}
196,96,2,2625,1,White,Non-Hispanic,Male,7/13/2021,40213,{733A499B-6DEE-461D-B11E-A71A6F379C5A}
197,97,2,1313,3,African American,Non-Hispanic,Male,11/19/2021,40218,{2016EF0E-ABF1-4DE0-AD52-F329C03E516E}
198,98,2,17977,2,Mixed Race,Non-Hispanic,Male,8/10/2021,40219,{E8E1EAA5-29A8-4C0E-A6B5-3E8333F57E48}
199,99,2,12115,2,African American,Non-Hispanic,Male,9/7/2021,40218,{3405ED45-BF7E-4321-AEFD-9809FCCCA541}
200,100,2,4759,1,African American,Non-Hispanic,Female,9/24/2021,40219,{2068C024-630E-4472-B3B7-BB32F15A54AD}
201,151,2,7538,5,African American,Non-Hispanic,Female,8/28/2021,40219,{B6BAC06E-76C9-418A-AC17-FD6F352AF4DB}
202,1,1,2100,4,African American,Non-Hispanic,Female,7/6/2021,40211,{B44CA323-CF89-4B89-95B2-4FBFF0135976}
203,152,2,1779,2,White,Non-Hispanic,Female,7/8/2021,40219,{9A42DC4D-E412-4918-867C-3C73E49B9D00}
204,153,2,5490,2,White,Non-Hispanic,Female,7/8/2021,40219,{876CC1DA-372A-42D6-B18A-4AD93D08870E}
205,154,2,6948,3,African American,Non-Hispanic,Female,8/27/2021,40219,{DA3F4689-11E0-40FC-A9B1-188BE0A616AB}
206,155,2,1588,2,African American,Non-Hispanic,Female,11/19/2021,40225,{E850F451-6304-4BDE-B400-628E81F2EC3F}
207,156,2,3177,2,Mixed Race,Non-Hispanic,Female,7/9/2021,40218,{D8641F1C-4A18-48E9-9A21-68799018627B}
208,157,2,7225,2,Mixed Race,Non-Hispanic,Female,7/9/2021,40218,{B1AA1464-5C34-4D82-A484-771E43FC3142}
209,158,2,2901,1,White,Non-Hispanic,Male,7/14/2021,40218,{F0865105-9B8D-47A9-8402-BAD874B0D31D}
210,159,2,11764,3,African American,Non-Hispanic,Male,9/16/2021,40219,{2C02E36E-3DDE-4153-A5C2-0E258A5583B0}
