OBJECTID,ADMIN_ST,COORD_SRC_TYPE,COORD_SRC2,DEF_FET_TYPE,DEF_FET2,ACCURACY_FT,OFFSET_FT,LEGAL_DESCR,GlobalID,Shape__Length
272,UT,UNK,,UNK,,-1,0,,{B11D5AEF-30C1-4AB4-B9A7-49A7A28CBCDA},12.8058220384324
273,UT,UNK,,UNK,,-1,0,,{3DDB75A0-D9A8-4A2F-861B-58D904A1671C},12.8058220384324
274,UT,UNK,,UNK,,-1,0,,{42DD2588-B09B-4804-B903-C31029B45CA2},875.376225930289
275,UT,UNK,,UNK,,-1,0,,{504E6831-CCC7-448D-9CB0-CC4FAE7207A3},6.27097649254085
276,UT,UNK,,UNK,,-1,0,,{16DDB933-E753-4A45-B8FE-0405A1ECDA20},6.27097649254085
277,UT,UNK,,UNK,,-1,0,,{9B11EDB5-7718-49DC-AA23-E7A26A8C6F10},11.1657110552799
278,UT,UNK,,UNK,,-1,0,,{E2C6947C-337E-4B35-AE5F-5A467C37FEF3},12.4683343382346
279,UT,UNK,,UNK,,-1,0,,{838E988D-7AF5-4A52-A746-D3CAD36A85AF},22.2031941742859
280,UT,UNK,,UNK,,-1,0,,{32E1ADC6-E160-4C54-B7AC-1D8F2448D43F},22.2031941742859
283,UT,UNK,,UNK,,-1,0,,{9B18AD83-96CC-446A-B0D6-0C1B5AC3E3CC},19.0769399587078
284,UT,UNK,,UNK,,-1,0,,{1D832D9E-5D85-47FC-BCAA-CD58B4E4385B},19.0769399587078
285,UT,UNK,,UNK,,-1,0,,{6A9F1581-3AC0-4425-A483-BDFDCF6CBE63},11.1658524820096
286,UT,UNK,,UNK,,-1,0,,{31DF7C6C-0DD5-47A9-A942-B9B95CD68C27},20.3260192286887
287,UT,UNK,,UNK,,-1,0,,{080B1531-16A8-4F08-A9A5-44E8F5F6AA20},20.3260192286887
288,UT,UNK,,UNK,,-1,0,,{5804E883-9DE7-474F-8164-BE89C6E9D1AE},19.7885244361473
289,UT,UNK,,UNK,,-1,0,,{324E600E-A923-4EF4-AF1E-A30ECF52D008},15.2004135792419
290,UT,UNK,,UNK,,-1,0,,{27FD3DC3-0A25-479F-9025-9FFB4688C5DB},12.4682380615707
291,UT,UNK,,UNK,,-1,0,,{83DD2DAA-ECB7-4825-A7C4-412DD575077A},7.60111975237859
292,UT,UNK,,UNK,,-1,0,,{68AACB92-AF66-4884-B220-A399E9A402C8},7.60111975237859
293,UT,UNK,,UNK,,-1,0,,{51B91935-05F7-4777-9A7B-5D4F37BEF2C7},14.6022247623436
294,UT,UNK,,UNK,,-1,0,,{92FF9B1B-EFCD-46E7-A732-DA9BB9BCE0FB},14.6022247623436
295,UT,UNK,,UNK,,-1,0,,{8734DA10-42D6-412F-9158-1A3D3BD0E32C},198.861630333631
296,UT,UNK,,UNK,,-1,0,,{BDBEDF4C-E191-47FB-98D1-E165D3A54102},106.084045851726
297,UT,UNK,,UNK,,-1,0,,{A9260C1E-0ED5-40EA-99ED-CB944E496F56},25.9706317891413
298,UT,UNK,,UNK,,-1,0,,{74B50B6C-9514-4F75-A9BD-CE6606DBC0AB},25.9706317891413
299,UT,UNK,,UNK,,-1,0,,{AF8B211A-17FA-4FA6-B758-F643A6856B5E},106.085759399108
300,UT,UNK,,UNK,,-1,0,,{2BC7DE7F-9608-42C1-9BF3-7F14CA588818},106.085759399108
307,UT,UNK,,UNK,,-1,0,,{CD3E0CD9-6811-4F8C-A15A-5B6519F66B3F},1887.06232656606
311,UT,UNK,,UNK,,-1,0,,{868D3A9E-31C8-4171-9255-FAAEDDDB5E3A},106.085489610681
312,UT,UNK,,UNK,,-1,0,,{5530AF40-2865-46BE-A615-D31B441ACFEE},106.08528668367
321,UT,UNK,,UNK,,-1,0,,{50B565E3-EF3E-408D-B5C6-202758431110},129.322497453888
322,UT,UNK,,UNK,,-1,0,,{B0716B9F-6D37-4D21-9035-FCA64950176E},157.644942083821
323,UT,UNK,,UNK,,-1,0,,{0AAF14DB-0642-4756-8CE9-E8ADD0B9D2F1},157.644942083821
325,UT,UNK,,UNK,,-1,0,,{ACC528B6-9C0C-4A74-A4EF-033758607A2F},198.860435817828
326,UT,UNK,,UNK,,-1,0,,{13063727-4CBA-400F-A132-0691B68564C1},61.6557971114639
327,UT,UNK,,UNK,,-1,0,,{0C565095-5E64-418C-B7FE-75C340F45C46},35.5145394351384
330,UT,UNK,,UNK,,-1,0,,{68FACDCA-228A-4F2F-813F-F2586C9A1DB7},106.083966227473
331,UT,UNK,,UNK,,-1,0,,{6CA78F02-191C-4CB0-85F2-FAF1D65227B5},106.084256524669
332,UT,UNK,,UNK,,-1,0,,{66BE5B0E-E79B-418A-88E0-B3321E8545AF},106.086006016194
333,UT,UNK,,UNK,,-1,0,,{73183956-E842-4575-B46E-A1F08D143653},106.086006016194
337,UT,UNK,,UNK,,-1,0,,{430ED709-82A4-47A3-B4A7-A0192A0B49D9},76.3729318733416
338,UT,UNK,,UNK,,-1,0,,{BC37316F-931E-47D8-8A9C-772349617858},76.3729318733416
339,UT,UNK,,UNK,,-1,0,,{42AE87E6-62D9-4157-BF8C-6EFA242FC5CE},36.3176300074771
346,UT,UNK,,UNK,,-1,0,,{632FE8A1-8359-4DCA-A76A-1E68C7418320},1292.89082029136
347,UT,UNK,,UNK,,-1,0,,{E7D02BCA-4EA8-4F2F-AEAB-066EFFBDCB59},42.7443988005446
348,UT,UNK,,UNK,,-1,0,,{9F20C687-8C0A-4EC9-8314-578519141F28},15.6136545619854
349,UT,UNK,,UNK,,-1,0,,{961AE2FF-F18E-4C35-A1FE-91147549BFAA},15.6136545619854
350,UT,UNK,,UNK,,-1,0,,{E77E4664-9D97-49F1-BC98-4A23EE8D41D7},8.03025816334693
352,UT,UNK,,UNK,,-1,0,,{3A032E74-C980-444A-BEDB-0D6260FF35BA},480.158144145697
353,UT,UNK,,UNK,,-1,0,,{5EE8532D-9432-4930-A4FA-1DD10F801237},307.015528327716
358,UT,UNK,,UNK,,-1,0,,{8626C97F-68F9-41CF-B861-2A038EBE8103},63.9950962423795
359,UT,UNK,,UNK,,-1,0,,{201606DC-50F8-4075-A953-29FB3B9C3DCC},68.1726393487153
360,UT,UNK,,UNK,,-1,0,,{5BA5592D-66B1-4444-8E19-1EF53354E95D},68.1726393487153
361,UT,UNK,,UNK,,-1,0,,{6AD44B24-658E-4AC8-81AB-8524C6713721},32.3041335687552
362,UT,UNK,,UNK,,-1,0,,{51C5CCDD-AF8D-4197-9515-94B96B741B04},32.3041335687552
363,UT,UNK,,UNK,,-1,0,,{6EB1E153-E4BD-4106-BA40-7613142791DE},20.1666879891072
364,UT,UNK,,UNK,,-1,0,,{D9089B3B-8DC4-471D-BBA5-F1792722CE88},952.891232254557
365,UT,UNK,,UNK,,-1,0,,{4628744D-F939-4603-9545-3BF3D381734D},952.891232254557
366,UT,UNK,,UNK,,-1,0,,{6A76B3E8-8311-47F6-8C3A-7883524321D5},77.3179983989412
367,UT,UNK,,UNK,,-1,0,,{B978084F-7604-4A25-8589-2474F9119555},28.1179
368,UT,UNK,,UNK,,-1,0,,{655A5DB1-0E1D-48B9-8F00-A87C9D45EAA8},28.1181
369,UT,UNK,,UNK,,-1,0,,{1EBEDD34-D3AA-4E77-A2EC-4798326CF71A},56.2359000001778
370,UT,UNK,,UNK,,-1,0,,{D148D797-83CA-4726-A8A4-A93413F16B95},76.137114466873
371,UT,UNK,,UNK,,-1,0,,{05515477-1DB2-4A57-A485-B0EAA2548C6B},76.137114466873
372,UT,UNK,,UNK,,-1,0,,{B50BEB7B-DFE1-4E54-8B5F-D1ABE4854BCA},19.7053439465034
373,UT,UNK,,UNK,,-1,0,,{70B6C8FD-7785-4DBF-AEBC-662E3183CEB8},19.7053439465034
374,UT,UNK,,UNK,,-1,0,,{008E3C80-7F0C-4E73-878E-9C83045BC832},7.63744829769734
375,UT,UNK,,UNK,,-1,0,,{CE09A67A-5BBA-48C0-8EAD-7D2BB5809905},7.63744829769734
376,UT,UNK,,UNK,,-1,0,,{1112AA87-F12B-434B-8512-BA9212F9BAA0},28.1181000007113
377,UT,UNK,,UNK,,-1,0,,{F9D38861-0599-4203-8A3F-18114587897E},28.1181000007113
378,UT,UNK,,UNK,,-1,0,,{58FD6F9F-7870-4457-B3ED-819E1C73B7AD},26.3204286524745
379,UT,UNK,,UNK,,-1,0,,{6AD16DF3-E511-46EC-AEAD-A1307E65D99C},33.9000939787783
380,UT,UNK,,UNK,,-1,0,,{7E9955AE-65A9-4FE4-B122-39A355568F2D},39.4305458893095
381,UT,UNK,,UNK,,-1,0,,{DCE5A959-85FF-4530-AE1A-CE684F5DBA11},39.4305458893095
382,UT,UNK,,UNK,,-1,0,,{63B36BCB-344D-40CB-AD0B-91D90FB54562},275.452136492965
383,UT,UNK,,UNK,,-1,0,,{23062967-0034-4FF4-B516-21343AB783A8},275.452136492965
385,UT,UNK,,UNK,,-1,0,,{65F21902-011B-4EC9-A31B-B711AF2DDB6A},14.6865835496211
386,UT,UNK,,UNK,,-1,0,,{2B05E1D8-D97D-456D-872C-E2F6E59A798D},14.6865835496211
387,UT,UNK,,UNK,,-1,0,,{F9505240-1007-45F8-A0A3-9A44829B69B4},67.9354603823159
388,UT,UNK,,UNK,,-1,0,,{C88008B6-19D8-430E-8D58-96640990264D},106.085569245123
390,UT,UNK,,UNK,,-1,0,,{040F3EE4-311B-4901-9CF7-975C47FECA0F},24.6981379275414
391,UT,UNK,,UNK,,-1,0,,{6AC51813-06DE-40DF-B712-82A08F3F863F},24.6809822721868
392,UT,UNK,,UNK,,-1,0,,{03415CC1-CFD2-47BA-86CC-9483391DEEF5},24.6809822721868
393,UT,UNK,,UNK,,-1,0,,{30E01695-3BEC-4FB7-99E8-F5E2604D7E28},22.3401608232797
394,UT,UNK,,UNK,,-1,0,,{19D9B850-26E5-45A4-B3E8-43FF28B3E386},22.3401608232797
395,UT,UNK,,UNK,,-1,0,,{C083AE3E-92AA-4507-AFD1-073AFC79CE54},28.8585624343972
396,UT,UNK,,UNK,,-1,0,,{AF24DE49-A085-4EE1-B061-5B296AE088E6},28.8585624343972
399,UT,UNK,,UNK,,-1,0,,{C0175A90-831D-4BBE-BE6E-87BB7D5ABE21},56.2349
400,UT,UNK,,UNK,,-1,0,,{431B4DDF-57BE-4581-A659-D7136F35D799},28.1170000007113
401,UT,UNK,,UNK,,-1,0,,{CB639C50-4B52-407B-973D-7CC327FEDC04},77.3176711114106
404,UT,UNK,,UNK,,-1,0,,{9FBEC80D-C7EB-4619-BF1D-A6B108F61A0E},26.2398120669906
405,UT,UNK,,UNK,,-1,0,,{56064748-B0FF-431D-9729-F19FC23C283A},26.2398120669906
406,UT,UNK,,UNK,,-1,0,,{285A7E08-2F1E-4B6E-9982-218A0BE70B8A},50.0112336310976
407,UT,UNK,,UNK,,-1,0,,{204BDDBB-5467-4D53-A984-CDD457E59467},106.084133221629
408,UT,UNK,,UNK,,-1,0,,{9F5E2462-741A-4829-8390-D0ACC17ECA02},106.084300209632
409,UT,UNK,,UNK,,-1,0,,{42FE3AA3-8018-423A-9D4E-0FBB7566CBB8},41.3881965710869
410,UT,UNK,,UNK,,-1,0,,{218D46EB-3CAA-420E-8B56-013AD8ACE261},41.3881965710869
412,UT,UNK,,UNK,,-1,0,,{42DC9AF0-0F84-40B4-A5A9-3D5A5215DBF9},54.978096614744
413,UT,UNK,,UNK,,-1,0,,{38448C31-C084-4960-8BA4-7EEC0F574DCF},170.583066826478
423,UT,UNK,,UNK,,-1,0,,{12FE87EB-25A6-4F5B-8419-98711D22CE8E},76.9507678470641
424,UT,UNK,,UNK,,-1,0,,{89363E4B-C754-477E-8FCB-37FED85F728A},500.392564876008
425,UT,UNK,,UNK,,-1,0,,{CFDF3574-9DB1-4FD2-8FF9-DEC9CA9C9F84},279.014267695492
426,UT,UNK,,UNK,,-1,0,,{FBAE332A-AB39-43C0-AECE-8CC14C2F8AD9},279.014267695492
433,UT,UNK,,UNK,,-1,0,,{15D4F7B0-88E9-4B7D-943C-AA5B91B5D5D8},414.284372179849
434,UT,UNK,,UNK,,-1,0,,{89A83616-48EC-405E-8265-0611F0A51083},70.4766745458786
435,UT,UNK,,UNK,,-1,0,,{FEB65726-44C4-44CB-ACF9-628A91B07482},35.6076256637535
436,UT,UNK,,UNK,,-1,0,,{103A2182-DC78-4521-BE2B-81469D2229C9},70.4777606269692
437,UT,UNK,,UNK,,-1,0,,{C10E6FE6-BEAF-4C8B-8309-A8E46748A421},35.607895984037
438,UT,UNK,,UNK,,-1,0,,{B9A0EB30-A25C-4F96-8A40-AE625F7D1BF0},106.083819697236
445,UT,UNK,,UNK,,-1,0,,{F83654A6-1657-4E79-BF0D-C6EDB0C707F1},276.272921474137
447,UT,UNK,,UNK,,-1,0,,{2ED9D998-9EC2-4715-B6F1-C3988B8A0B85},56.2359
448,UT,UNK,,UNK,,-1,0,,{7B6844E0-2326-4CFF-95A5-6213379B2503},28.118
449,UT,UNK,,UNK,,-1,0,,{16557A37-F7CC-4EF0-99F6-94015F14D75E},28.1180000001778
450,UT,UNK,,UNK,,-1,0,,{BB55E9D5-F6A1-463C-BEC2-0CCEBCADD225},133.700232483008
451,UT,UNK,,UNK,,-1,0,,{D88CEF3B-5A16-41A5-BBC4-62E292DAEA0B},106.086013749248
452,UT,UNK,,UNK,,-1,0,,{65BE2070-E608-4A4A-B523-579ADC39A676},106.083966225075
454,UT,UNK,,UNK,,-1,0,,{71096EC1-CA51-4BE4-B497-0F1E8E5565CB},159.1179770648
455,UT,UNK,,UNK,,-1,0,,{DA9CD511-69E3-44BB-9FDB-D7B2C96E9DD0},455.06085961794
458,UT,UNK,,UNK,,-1,0,,{FAE89CFB-DDA8-42BE-963B-3A5EBE50B502},144.792417186356
459,UT,UNK,,UNK,,-1,0,,{739A6475-CC2B-465F-9DA2-EF30CEC5DEF1},106.085155649
461,UT,UNK,,UNK,,-1,0,,{9860D831-2B35-4ED7-8020-470F4121FC05},84.3532000000889
462,UT,UNK,,UNK,,-1,0,,{92A5CEF6-1924-4FBB-951A-B71492D58CDB},56.2350000000889
478,UT,UNK,,UNK,,-1,0,,{97CE3948-2109-4BDD-BC5E-DC8D0C58309B},106.084045853087
479,UT,UNK,,UNK,,-1,0,,{2A626142-DF58-45D3-84A3-933BC0CD0863},159.537411130865
480,UT,UNK,,UNK,,-1,0,,{AB65C3EB-CF83-4F05-BD13-457A90A226C9},378.98146134356
481,UT,UNK,,UNK,,-1,0,,{F6814F98-9D6C-432C-8F34-69EF85156678},64.8844758459988
482,UT,UNK,,UNK,,-1,0,,{AECD3C2E-6B43-4427-A3A7-8A298726DDF1},94.2339359201588
483,UT,UNK,,UNK,,-1,0,,{1F3C276C-EA57-4ECE-B4CC-728B1539220E},365.5280000002
496,UT,UNK,,UNK,,-1,0,,{6B73E614-03F4-42D9-B8FA-2959D3BD666B},28.1181000001778
497,UT,UNK,,UNK,,-1,0,,{3A39C652-A344-494A-9080-2B270099235A},106.083899327377
506,UT,UNK,,UNK,,-1,0,,{0870DFEA-64D8-4140-9EA6-BF250BF514CC},35.6071628132599
510,UT,UNK,,UNK,,-1,0,,{622EC21C-FC1D-4501-9255-FD80355B1CCD},70.4778695200095
517,UT,UNK,,UNK,,-1,0,,{96678D12-F51F-43CA-8412-BBAE3D69F718},269.186731952714
523,UT,UNK,,UNK,,-1,0,,{DBBC6ECC-121B-4EBB-A754-14884762197F},400.317509444715
528,UT,UNK,,UNK,,-1,0,,{3B4B4D1B-147F-408A-A1F4-D4500E785017},106.084718808143
532,UT,UNK,,UNK,,-1,0,,{99777DB6-BB24-4A7C-966E-17023EB2C1B4},325.820723465086
533,UT,UNK,,UNK,,-1,0,,{E2737AF0-9D3E-4EE3-89A1-8B5D6D12660B},1375.37567035882
535,UT,UNK,,UNK,,-1,0,,{CE6EE2E1-5213-4237-A23A-662E15B3085A},112.471000000237
536,UT,UNK,,UNK,,-1,0,,{7A2F9098-205B-4EFA-9D3D-1350F627D3EF},125.549675058175
537,UT,UNK,,UNK,,-1,0,,{2B903D8C-B40F-4EA8-9A17-0B0F84757A57},28.1181
538,UT,UNK,,UNK,,-1,0,,{525041DF-0E2E-4AAF-B7A6-1A08A1157F23},77.3182574385125
539,UT,UNK,,UNK,,-1,0,,{58E614E6-4C8B-46E7-9A09-34125F300D05},319.122235162194
542,UT,UNK,,UNK,,-1,0,,{E1AC26F1-0ABA-4823-A0E1-F4E874F72148},56.2352
543,UT,UNK,,UNK,,-1,0,,{46FD8753-C779-433F-83DB-F55DC118B245},230.65094171913
544,UT,UNK,,UNK,,-1,0,,{C2FE2C42-24EE-49B6-8E6A-5909055A6A7F},106.0853663204
545,UT,UNK,,UNK,,-1,0,,{1F9E50F5-ADD9-41D4-AE11-1A45681D0488},77.317698520964
546,UT,UNK,,UNK,,-1,0,,{D025EB28-AB1B-4B41-9DD9-3D0F7298FA93},35.6071628132599
547,UT,UNK,,UNK,,-1,0,,{FE32D6FA-8E3E-4611-BAF9-6131E3F70586},210.206022240018
548,UT,UNK,,UNK,,-1,0,,{DE428627-48F3-4019-958B-3B84804B4A56},84.3529000001778
549,UT,UNK,,UNK,,-1,0,,{78EE02EC-AA92-4389-98D8-75F4574F392D},84.3528000002667
550,UT,UNK,,UNK,,-1,0,,{1A5D93C3-1F53-4507-9614-FB9158BB4273},106.085839021382
551,UT,UNK,,UNK,,-1,0,,{CD75E5E4-BBCA-4846-B954-AC4358853715},70.4782035005659
552,UT,UNK,,UNK,,-1,0,,{69396466-6A49-4249-A6B6-0D33FAED2FAE},106.085076018604
556,UT,UNK,,UNK,,-1,0,,{07D203BE-5AF0-4A94-9966-2701ADAD17B6},159.533723796157
557,UT,UNK,,UNK,,-1,0,,{688967BC-3304-404A-862E-2660C8D7EBCA},159.110016951811
563,UT,UNK,,UNK,,-1,0,,{E48EA206-7F04-40A0-BE00-58832BB01D9B},307.474962530011
564,UT,UNK,,UNK,,-1,0,,{07A5BC3A-C3B2-4011-A02A-0240F2C680FC},106.084169158017
565,UT,UNK,,UNK,,-1,0,,{16FA87BC-6BC8-43F7-B992-450C130AE320},28.118
566,UT,UNK,,UNK,,-1,0,,{9D5000D3-1FA3-4B70-ADDE-13C0F3F64ED3},364.745660622687
567,UT,UNK,,UNK,,-1,0,,{398C8F28-F0A8-4042-B835-F82E5EBF92AC},62.8723730299724
570,UT,UNK,,UNK,,-1,0,,{6DE7672D-20AC-4AFD-9127-09D22366D16A},106.085155649
571,UT,UNK,,UNK,,-1,0,,{A4C86C03-AAB6-48E1-A748-BA0F25F72EE7},106.083966220079
573,UT,UNK,,UNK,,-1,0,,{12833194-EABA-40BF-B67C-6A8F4DC75C86},131.941456104967
