OBJECTID,TRACT,YEAR,EDG,Shape__Area,Shape__Length
2081,3800,2006,0,7.48172324165353e-05,0.0352001616376488
2082,1400,2006,0,0.000255106135227834,0.106280959064322
2083,402,2006,0,0.000215634516735008,0.0690712721283335
2084,401,2006,1,0.000163510467245942,0.0535703208301732
2085,7800,2006,0,0.00024889714541132,0.0896299627959236
2086,9200,2006,0,3.74137785001949e-05,0.0484800069708912
2087,8800,2006,0,0.00011346917017363,0.0427420505937891
2088,8700,2006,0,8.76059402799001e-05,0.03804895061903
2089,8600,2006,0,8.50922965582868e-05,0.0371913263719806
2090,8500,2006,0,5.67230586057121e-05,0.0333647585875868
2091,8100,2006,0,9.98886089291773e-05,0.0682751296360039
2092,8200,2006,0,4.38680685874715e-05,0.0324559543724876
2093,8300,2006,0,2.84061661659507e-05,0.0303272161407975
2094,8400,2006,0,4.57738310615241e-05,0.0321435971815658
2095,7900,2006,1,8.35623991406464e-05,0.0383407301847121
2096,7500,2006,1,9.59246422098659e-05,0.0414135816933154
2097,7700,2006,0,0.000126624921449547,0.0488534933910829
2098,7300,2006,2,0.00011079984551543,0.0453426015277281
2099,7402,2006,1,2.98257355098031e-05,0.0238412501784224
2100,7600,2006,0,6.84268889017403e-05,0.0335970233185851
2101,7401,2006,1,3.10368700411345e-05,0.0275537216411909
2102,6300,2006,0,0.000276667329217162,0.0870589949045944
2103,6200,2006,0,0.000303953330785589,0.168804342408508
2104,6500,2006,0,0.000137339002321824,0.0586744589643685
2105,6600,2006,0,0.000122326892778801,0.0766074705465994
2106,6400,2006,0,0.000108137893221283,0.0471391073897014
2107,6700,2006,0,0.000147587038100028,0.0634219826980529
2108,6100,2006,1,0.000133913737954572,0.0748822024828974
2109,5400,2006,0,0.000143478278005205,0.0724969291141328
2110,5302,2006,0,0.000279738639619609,0.117540850404155
2111,11700,2006,0,0.000417838500197831,0.0975205160735019
2112,11800,2006,0,0.000277407099019911,0.0892169699181052
2113,26400,2006,0,7.68698600950302e-06,0.0180872763203975
2114,26500,2006,0,4.85695300085354e-05,0.0367530569062542
2115,11002,2006,0,0.000200244653115078,0.0782263248929557
2116,11001,2006,2,0.000127918816815509,0.0540531770783875
2117,11102,2006,0,0.000155054382048547,0.0685209783793662
2118,11101,2006,0,0.000137430486574885,0.0502404958630889
2119,10200,2006,0,0.000333028956447379,0.11271566174329
2120,10300,2006,1,0.000198398764041485,0.0642910647053545
2121,10401,2006,0,0.000193211777968827,0.0568494124962671
2122,10402,2006,0,0.000214966202747746,0.0678262713359494
2123,9300,2006,0,0.00113299724262106,0.173814357796121
2124,10001,2006,1,0.000276618263342243,0.0831926739939896
2125,10100,2006,0,0.000298218930311123,0.0922542421096109
2126,9500,2006,1,0.000304434297049738,0.0988771502695929
2127,10002,2006,0,0.000113364045319031,0.0467362678691797
2128,9400,2006,0,0.00020603925395335,0.0639287593805915
2129,8900,2006,0,0.00015212363223327,0.0660897434617428
2130,9000,2006,1,9.8158996024722e-05,0.0468376762101642
2131,9100,2006,0,5.00922501487366e-05,0.0375965186436615
2132,12100,2006,0,0.000204040886274015,0.0858440179607803
2133,12000,2006,0,0.000172843347627349,0.0598497338371051
2134,11402,2006,1,0.000141653116315865,0.0614718356563585
2135,11600,2006,0,0.000371990764961083,0.105638834823587
2136,11300,2006,1,0.000382142119178752,0.0848882286545701
2137,11500,2006,0,0.000183752446901053,0.0631919112897776
2138,11401,2006,1,0.000147293862028164,0.0584523909737741
2139,10800,2006,0,0.00048387096830993,0.12603660967411
2140,10701,2006,1,0.00017400918113708,0.0698956319565265
2141,10600,2006,0,0.000301785100418783,0.0994869572009152
2142,10702,2006,0,9.37602449084807e-05,0.0490289740779551
2143,10500,2006,2,0.0002053042821899,0.0662629092626292
2144,9900,2006,0,0.000780124209995847,0.20687811939334
2145,9702,2006,0,0.000265267209215381,0.0895244589114827
2146,9701,2006,0,0.000214246188988909,0.099929591955516
2147,9800,2006,0,0.000230788414683047,0.0624658236419387
2148,9600,2006,0,0.000219158700474509,0.072199876820078
2149,8001,2006,0,5.82156258133182e-05,0.07042114205618
2150,8002,2006,0,2.74026701845287e-05,0.0278967537809733
2151,7200,2006,0,0.000120876315577334,0.0555304873306105
2152,7100,2006,0,0.000103152953215613,0.0593703265309707
2153,5802,2006,0,0.000369886421140109,0.167372929325878
2154,7000,2006,2,9.64466698860633e-05,0.0467212606512495
2155,6900,2006,0,0.00010805862439156,0.0510449174120837
2156,26001,2006,0,7.2470370469091e-06,0.0278560676919807
2157,500,2006,0,0.000335463334977248,0.0851400097793993
2158,10900,2006,0,0.000575062130337756,0.155383084384038
2159,11200,2006,0,0.000329505363879434,0.105354301764879
2160,11900,2006,0,0.000373716378817335,0.141625115685039
2161,2500,2007,0,0.000117916550607333,0.0520502475018142
2162,2600,2007,0,0.000149118681747495,0.0507144599457063
2163,5600,2007,0,0.000357275615897379,0.102853186284302
2164,6800,2007,0,8.59462111293396e-05,0.038414197937941
2165,6000,2007,0,0.00015723495016573,0.0668395886457784
2166,5900,2007,0,0.000217008214349335,0.0786079093182879
2167,5700,2007,1,0.000595616721057013,0.153638446361827
2168,4900,2007,0,0.000131139368932054,0.0493550995412475
2169,5801,2007,0,0.00021803737126902,0.0881675850806519
2170,4800,2007,0,0.000160054485149885,0.0598933251189305
2171,4700,2007,0,0.000237890633343341,0.0756371247149321
2172,3200,2007,1,0.000247349756591575,0.114694686413892
2173,3500,2007,0,0.000153872611463157,0.053705450860666
2174,3400,2007,0,9.42779070101096e-05,0.0409841882038762
2175,3300,2007,0,0.000155273106884124,0.0581723390273726
2176,2800,2007,0,0.000117806075650151,0.0430440189281107
2177,2900,2007,0,0.000118143551844696,0.0436513780231625
2178,3000,2007,0,0.00017888558568302,0.054577084508621
2179,3100,2007,0,0.000257302393947612,0.0826069506232273
2180,1701,2007,0,0.000106972941466665,0.0557614796728038
2181,1702,2007,0,0.00015339873107223,0.059178155427237
2182,1600,2007,0,0.000231202849136025,0.0793844119564369
2183,1500,2007,0,0.000137318093948124,0.0467847134067514
2184,200,2007,0,0.000393998005165486,0.0837630669814513
2185,2700,2007,0,0.000190933996691456,0.0825740377831476
2186,2200,2007,0,0.000331308734075719,0.0974503104342816
2187,2400,2007,0,0.000117176468847902,0.0481586156788466
2188,2000,2007,0,0.000135632391447871,0.0512680672445529
2189,2100,2007,0,0.000163608778166235,0.054882709796404
2190,1900,2007,0,0.000199293836431025,0.0688837627496096
2191,1800,2007,0,0.000112983199414884,0.0493728725199169
2192,900,2007,0,0.000113850000161619,0.0651236808652226
2193,1300,2007,0,0.000141883711876289,0.0515105657505454
2194,1100,2007,0,0.000127085785607051,0.0469252614199373
2195,1000,2007,0,0.000114386455152271,0.0436458647824782
2196,1200,2007,0,0.000219803349409631,0.0713584200303691
2197,800,2007,0,0.000136825452955236,0.0492117330716874
2198,600,2007,0,0.000460058188764378,0.107713250183703
2199,700,2007,0,0.00015518679856541,0.0589745228581218
2200,100,2007,0,0.000221706090542284,0.0660422136234774
2201,300,2007,0,0.000145139423693763,0.0607851498101049
2202,4100,2007,0,0.000381802093215811,0.120917266196308
2203,5200,2007,1,0.000115522557734948,0.0454452002984051
2204,5100,2007,0,0.000105572425582068,0.0423061595079253
2205,5301,2007,0,6.50778824820009e-05,0.0382727388180878
2206,5000,2007,0,9.06897430468234e-05,0.0388500891304593
2207,4200,2007,0,0.000295094519060513,0.0849624818321201
2208,4301,2007,0,0.000117288412639027,0.0558367111152466
2209,4302,2007,0,3.96030541196524e-05,0.0256630969758588
2210,4000,2007,0,0.000297413282169146,0.096876024090113
2211,4400,2007,0,0.000118553204174532,0.043564896452133
2212,4500,2007,0,8.03577163424052e-05,0.037821995954508
2213,4600,2007,0,0.000185272743692622,0.137534403753179
2214,3600,2007,0,0.000143309114264412,0.0606068017155192
2215,3900,2007,0,0.000116645677735505,0.0466195359795243
2216,3800,2007,0,7.48172324165353e-05,0.0352001616376488
2217,1400,2007,1,0.000255106135227834,0.106280959064322
2218,402,2007,0,0.000215634516735008,0.0690712721283335
2219,401,2007,0,0.000163510467245942,0.0535703208301732
2220,7800,2007,0,0.00024889714541132,0.0896299627959236
2221,9200,2007,0,3.74137785001949e-05,0.0484800069708912
2222,8800,2007,0,0.00011346917017363,0.0427420505937891
2223,8700,2007,0,8.76059402799001e-05,0.03804895061903
2224,8600,2007,0,8.50922965582868e-05,0.0371913263719806
2225,8500,2007,0,5.67230586057121e-05,0.0333647585875868
2226,8100,2007,0,9.98886089291773e-05,0.0682751296360039
2227,8200,2007,0,4.38680685874715e-05,0.0324559543724876
2228,8300,2007,0,2.84061661659507e-05,0.0303272161407975
2229,8400,2007,0,4.57738310615241e-05,0.0321435971815658
2230,7900,2007,0,8.35623991406464e-05,0.0383407301847121
2231,7500,2007,0,9.59246422098659e-05,0.0414135816933154
2232,7700,2007,1,0.000126624921449547,0.0488534933910829
2233,7300,2007,1,0.00011079984551543,0.0453426015277281
2234,7402,2007,0,2.98257355098031e-05,0.0238412501784224
2235,7600,2007,0,6.84268889017403e-05,0.0335970233185851
2236,7401,2007,2,3.10368700411345e-05,0.0275537216411909
2237,6300,2007,0,0.000276667329217162,0.0870589949045944
2238,6200,2007,0,0.000303953330785589,0.168804342408508
2239,6500,2007,0,0.000137339002321824,0.0586744589643685
2240,6600,2007,0,0.000122326892778801,0.0766074705465994
2241,6400,2007,0,0.000108137893221283,0.0471391073897014
2242,6700,2007,0,0.000147587038100028,0.0634219826980529
2243,6100,2007,0,0.000133913737954572,0.0748822024828974
2244,5400,2007,0,0.000143478278005205,0.0724969291141328
2245,5302,2007,0,0.000279738639619609,0.117540850404155
2246,11700,2007,0,0.000417838500197831,0.0975205160735019
2247,11800,2007,0,0.000277407099019911,0.0892169699181052
2248,26400,2007,0,7.68698600950302e-06,0.0180872763203975
2249,26500,2007,0,4.85695300085354e-05,0.0367530569062542
2250,11002,2007,0,0.000200244653115078,0.0782263248929557
2251,11001,2007,0,0.000127918816815509,0.0540531770783875
2252,11102,2007,1,0.000155054382048547,0.0685209783793662
2253,11101,2007,0,0.000137430486574885,0.0502404958630889
2254,10200,2007,0,0.000333028956447379,0.11271566174329
2255,10300,2007,0,0.000198398764041485,0.0642910647053545
2256,10401,2007,0,0.000193211777968827,0.0568494124962671
2257,10402,2007,0,0.000214966202747746,0.0678262713359494
2258,9300,2007,0,0.00113299724262106,0.173814357796121
2259,10001,2007,0,0.000276618263342243,0.0831926739939896
2260,10100,2007,2,0.000298218930311123,0.0922542421096109
2261,9500,2007,0,0.000304434297049738,0.0988771502695929
2262,10002,2007,0,0.000113364045319031,0.0467362678691797
2263,9400,2007,0,0.00020603925395335,0.0639287593805915
2264,8900,2007,1,0.00015212363223327,0.0660897434617428
2265,9000,2007,0,9.8158996024722e-05,0.0468376762101642
2266,9100,2007,0,5.00922501487366e-05,0.0375965186436615
2267,12100,2007,0,0.000204040886274015,0.0858440179607803
2268,12000,2007,0,0.000172843347627349,0.0598497338371051
2269,11402,2007,1,0.000141653116315865,0.0614718356563585
2270,11600,2007,0,0.000371990764961083,0.105638834823587
2271,11300,2007,0,0.000382142119178752,0.0848882286545701
2272,11500,2007,1,0.000183752446901053,0.0631919112897776
2273,11401,2007,0,0.000147293862028164,0.0584523909737741
2274,10800,2007,0,0.00048387096830993,0.12603660967411
2275,10701,2007,1,0.00017400918113708,0.0698956319565265
2276,10600,2007,0,0.000301785100418783,0.0994869572009152
2277,10702,2007,2,9.37602449084807e-05,0.0490289740779551
2278,10500,2007,0,0.0002053042821899,0.0662629092626292
2279,9900,2007,0,0.000780124209995847,0.20687811939334
2280,9702,2007,0,0.000265267209215381,0.0895244589114827
2281,9701,2007,0,0.000214246188988909,0.099929591955516
2282,9800,2007,0,0.000230788414683047,0.0624658236419387
2283,9600,2007,0,0.000219158700474509,0.072199876820078
2284,8001,2007,2,5.82156258133182e-05,0.07042114205618
2285,8002,2007,0,2.74026701845287e-05,0.0278967537809733
2286,7200,2007,1,0.000120876315577334,0.0555304873306105
2287,7100,2007,2,0.000103152953215613,0.0593703265309707
2288,5802,2007,0,0.000369886421140109,0.167372929325878
2289,7000,2007,0,9.64466698860633e-05,0.0467212606512495
2290,6900,2007,0,0.00010805862439156,0.0510449174120837
2291,26001,2007,0,7.2470370469091e-06,0.0278560676919807
2292,500,2007,0,0.000335463334977248,0.0851400097793993
2293,10900,2007,0,0.000575062130337756,0.155383084384038
2294,11200,2007,0,0.000329505363879434,0.105354301764879
2295,11900,2007,0,0.000373716378817335,0.141625115685039
2296,2500,2008,0,0.000117916550607333,0.0520502475018142
2297,2600,2008,0,0.000149118681747495,0.0507144599457063
2298,5600,2008,0,0.000357275615897379,0.102853186284302
2299,6800,2008,0,8.59462111293396e-05,0.038414197937941
2300,6000,2008,0,0.00015723495016573,0.0668395886457784
2301,5900,2008,0,0.000217008214349335,0.0786079093182879
2302,5700,2008,1,0.000595616721057013,0.153638446361827
2303,4900,2008,0,0.000131139368932054,0.0493550995412475
2304,5801,2008,0,0.00021803737126902,0.0881675850806519
2305,4800,2008,0,0.000160054485149885,0.0598933251189305
2306,4700,2008,0,0.000237890633343341,0.0756371247149321
2307,3200,2008,0,0.000247349756591575,0.114694686413892
2308,3500,2008,0,0.000153872611463157,0.053705450860666
2309,3400,2008,0,9.42779070101096e-05,0.0409841882038762
2310,3300,2008,0,0.000155273106884124,0.0581723390273726
2311,2800,2008,1,0.000117806075650151,0.0430440189281107
2312,2900,2008,0,0.000118143551844696,0.0436513780231625
2313,3000,2008,0,0.00017888558568302,0.054577084508621
2314,3100,2008,0,0.000257302393947612,0.0826069506232273
2315,1701,2008,0,0.000106972941466665,0.0557614796728038
2316,1702,2008,0,0.00015339873107223,0.059178155427237
2317,1600,2008,0,0.000231202849136025,0.0793844119564369
2318,1500,2008,0,0.000137318093948124,0.0467847134067514
2319,200,2008,0,0.000393998005165486,0.0837630669814513
2320,2700,2008,0,0.000190933996691456,0.0825740377831476
2321,2200,2008,0,0.000331308734075719,0.0974503104342816
2322,2400,2008,0,0.000117176468847902,0.0481586156788466
2323,2000,2008,0,0.000135632391447871,0.0512680672445529
2324,2100,2008,0,0.000163608778166235,0.054882709796404
2325,1900,2008,0,0.000199293836431025,0.0688837627496096
2326,1800,2008,0,0.000112983199414884,0.0493728725199169
2327,900,2008,0,0.000113850000161619,0.0651236808652226
2328,1300,2008,0,0.000141883711876289,0.0515105657505454
2329,1100,2008,0,0.000127085785607051,0.0469252614199373
2330,1000,2008,0,0.000114386455152271,0.0436458647824782
2331,1200,2008,0,0.000219803349409631,0.0713584200303691
2332,800,2008,0,0.000136825452955236,0.0492117330716874
2333,600,2008,0,0.000460058188764378,0.107713250183703
2334,700,2008,0,0.00015518679856541,0.0589745228581218
2335,100,2008,0,0.000221706090542284,0.0660422136234774
2336,300,2008,0,0.000145139423693763,0.0607851498101049
2337,4100,2008,0,0.000381802093215811,0.120917266196308
2338,5200,2008,1,0.000115522557734948,0.0454452002984051
2339,5100,2008,0,0.000105572425582068,0.0423061595079253
2340,5301,2008,0,6.50778824820009e-05,0.0382727388180878
2341,5000,2008,0,9.06897430468234e-05,0.0388500891304593
2342,4200,2008,0,0.000295094519060513,0.0849624818321201
2343,4301,2008,0,0.000117288412639027,0.0558367111152466
2344,4302,2008,0,3.96030541196524e-05,0.0256630969758588
2345,4000,2008,0,0.000297413282169146,0.096876024090113
2346,4400,2008,1,0.000118553204174532,0.043564896452133
2347,4500,2008,0,8.03577163424052e-05,0.037821995954508
2348,4600,2008,0,0.000185272743692622,0.137534403753179
2349,3600,2008,0,0.000143309114264412,0.0606068017155192
2350,3900,2008,0,0.000116645677735505,0.0466195359795243
2351,3800,2008,0,7.48172324165353e-05,0.0352001616376488
2352,1400,2008,0,0.000255106135227834,0.106280959064322
2353,402,2008,0,0.000215634516735008,0.0690712721283335
2354,401,2008,0,0.000163510467245942,0.0535703208301732
2355,7800,2008,0,0.00024889714541132,0.0896299627959236
2356,9200,2008,0,3.74137785001949e-05,0.0484800069708912
2357,8800,2008,0,0.00011346917017363,0.0427420505937891
2358,8700,2008,0,8.76059402799001e-05,0.03804895061903
2359,8600,2008,0,8.50922965582868e-05,0.0371913263719806
2360,8500,2008,0,5.67230586057121e-05,0.0333647585875868
2361,8100,2008,0,9.98886089291773e-05,0.0682751296360039
2362,8200,2008,0,4.38680685874715e-05,0.0324559543724876
2363,8300,2008,0,2.84061661659507e-05,0.0303272161407975
2364,8400,2008,0,4.57738310615241e-05,0.0321435971815658
2365,7900,2008,0,8.35623991406464e-05,0.0383407301847121
2366,7500,2008,1,9.59246422098659e-05,0.0414135816933154
2367,7700,2008,1,0.000126624921449547,0.0488534933910829
2368,7300,2008,0,0.00011079984551543,0.0453426015277281
2369,7402,2008,0,2.98257355098031e-05,0.0238412501784224
2370,7600,2008,0,6.84268889017403e-05,0.0335970233185851
2371,7401,2008,0,3.10368700411345e-05,0.0275537216411909
2372,6300,2008,0,0.000276667329217162,0.0870589949045944
2373,6200,2008,1,0.000303953330785589,0.168804342408508
2374,6500,2008,0,0.000137339002321824,0.0586744589643685
2375,6600,2008,0,0.000122326892778801,0.0766074705465994
2376,6400,2008,0,0.000108137893221283,0.0471391073897014
2377,6700,2008,2,0.000147587038100028,0.0634219826980529
2378,6100,2008,0,0.000133913737954572,0.0748822024828974
2379,5400,2008,0,0.000143478278005205,0.0724969291141328
2380,5302,2008,0,0.000279738639619609,0.117540850404155
2381,11700,2008,0,0.000417838500197831,0.0975205160735019
2382,11800,2008,0,0.000277407099019911,0.0892169699181052
2383,26400,2008,0,7.68698600950302e-06,0.0180872763203975
2384,26500,2008,0,4.85695300085354e-05,0.0367530569062542
2385,11002,2008,0,0.000200244653115078,0.0782263248929557
2386,11001,2008,0,0.000127918816815509,0.0540531770783875
2387,11102,2008,1,0.000155054382048547,0.0685209783793662
2388,11101,2008,0,0.000137430486574885,0.0502404958630889
2389,10200,2008,0,0.000333028956447379,0.11271566174329
2390,10300,2008,0,0.000198398764041485,0.0642910647053545
2391,10401,2008,0,0.000193211777968827,0.0568494124962671
2392,10402,2008,0,0.000214966202747746,0.0678262713359494
2393,9300,2008,0,0.00113299724262106,0.173814357796121
2394,10001,2008,1,0.000276618263342243,0.0831926739939896
2395,10100,2008,0,0.000298218930311123,0.0922542421096109
2396,9500,2008,1,0.000304434297049738,0.0988771502695929
2397,10002,2008,0,0.000113364045319031,0.0467362678691797
2398,9400,2008,0,0.00020603925395335,0.0639287593805915
2399,8900,2008,0,0.00015212363223327,0.0660897434617428
2400,9000,2008,2,9.8158996024722e-05,0.0468376762101642
2401,9100,2008,0,5.00922501487366e-05,0.0375965186436615
2402,12100,2008,0,0.000204040886274015,0.0858440179607803
2403,12000,2008,0,0.000172843347627349,0.0598497338371051
2404,11402,2008,0,0.000141653116315865,0.0614718356563585
2405,11600,2008,0,0.000371990764961083,0.105638834823587
2406,11300,2008,0,0.000382142119178752,0.0848882286545701
2407,11500,2008,0,0.000183752446901053,0.0631919112897776
2408,11401,2008,0,0.000147293862028164,0.0584523909737741
2409,10800,2008,0,0.00048387096830993,0.12603660967411
2410,10701,2008,0,0.00017400918113708,0.0698956319565265
2411,10600,2008,0,0.000301785100418783,0.0994869572009152
2412,10702,2008,0,9.37602449084807e-05,0.0490289740779551
2413,10500,2008,1,0.0002053042821899,0.0662629092626292
2414,9900,2008,1,0.000780124209995847,0.20687811939334
2415,9702,2008,0,0.000265267209215381,0.0895244589114827
2416,9701,2008,1,0.000214246188988909,0.099929591955516
2417,9800,2008,0,0.000230788414683047,0.0624658236419387
2418,9600,2008,0,0.000219158700474509,0.072199876820078
2419,8001,2008,0,5.82156258133182e-05,0.07042114205618
2420,8002,2008,0,2.74026701845287e-05,0.0278967537809733
2421,7200,2008,0,0.000120876315577334,0.0555304873306105
2422,7100,2008,0,0.000103152953215613,0.0593703265309707
2423,5802,2008,3,0.000369886421140109,0.167372929325878
2424,7000,2008,0,9.64466698860633e-05,0.0467212606512495
2425,6900,2008,0,0.00010805862439156,0.0510449174120837
2426,26001,2008,0,7.2470370469091e-06,0.0278560676919807
2427,500,2008,0,0.000335463334977248,0.0851400097793993
2428,10900,2008,0,0.000575062130337756,0.155383084384038
2429,11200,2008,0,0.000329505363879434,0.105354301764879
2430,11900,2008,0,0.000373716378817335,0.141625115685039
2431,2500,2009,0,0.000117916550607333,0.0520502475018142
2432,2600,2009,0,0.000149118681747495,0.0507144599457063
2433,5600,2009,0,0.000357275615897379,0.102853186284302
2434,6800,2009,0,8.59462111293396e-05,0.038414197937941
2435,6000,2009,0,0.00015723495016573,0.0668395886457784
2436,5900,2009,0,0.000217008214349335,0.0786079093182879
2437,5700,2009,0,0.000595616721057013,0.153638446361827
2438,4900,2009,0,0.000131139368932054,0.0493550995412475
2439,5801,2009,0,0.00021803737126902,0.0881675850806519
2440,4800,2009,0,0.000160054485149885,0.0598933251189305
2441,4700,2009,0,0.000237890633343341,0.0756371247149321
2442,3200,2009,0,0.000247349756591575,0.114694686413892
2443,3500,2009,0,0.000153872611463157,0.053705450860666
2444,3400,2009,0,9.42779070101096e-05,0.0409841882038762
2445,3300,2009,0,0.000155273106884124,0.0581723390273726
2446,2800,2009,0,0.000117806075650151,0.0430440189281107
2447,2900,2009,0,0.000118143551844696,0.0436513780231625
2448,3000,2009,0,0.00017888558568302,0.054577084508621
2449,3100,2009,0,0.000257302393947612,0.0826069506232273
2450,1701,2009,0,0.000106972941466665,0.0557614796728038
2451,1702,2009,0,0.00015339873107223,0.059178155427237
2452,1600,2009,0,0.000231202849136025,0.0793844119564369
2453,1500,2009,0,0.000137318093948124,0.0467847134067514
2454,200,2009,0,0.000393998005165486,0.0837630669814513
2455,2700,2009,0,0.000190933996691456,0.0825740377831476
2456,2200,2009,0,0.000331308734075719,0.0974503104342816
2457,2400,2009,0,0.000117176468847902,0.0481586156788466
2458,2000,2009,0,0.000135632391447871,0.0512680672445529
2459,2100,2009,0,0.000163608778166235,0.054882709796404
2460,1900,2009,0,0.000199293836431025,0.0688837627496096
2461,1800,2009,0,0.000112983199414884,0.0493728725199169
2462,900,2009,0,0.000113850000161619,0.0651236808652226
2463,1300,2009,0,0.000141883711876289,0.0515105657505454
2464,1100,2009,0,0.000127085785607051,0.0469252614199373
2465,1000,2009,0,0.000114386455152271,0.0436458647824782
2466,1200,2009,0,0.000219803349409631,0.0713584200303691
2467,800,2009,0,0.000136825452955236,0.0492117330716874
2468,600,2009,0,0.000460058188764378,0.107713250183703
2469,700,2009,0,0.00015518679856541,0.0589745228581218
2470,100,2009,1,0.000221706090542284,0.0660422136234774
2471,300,2009,0,0.000145139423693763,0.0607851498101049
2472,4100,2009,0,0.000381802093215811,0.120917266196308
2473,5200,2009,0,0.000115522557734948,0.0454452002984051
2474,5100,2009,0,0.000105572425582068,0.0423061595079253
2475,5301,2009,0,6.50778824820009e-05,0.0382727388180878
2476,5000,2009,0,9.06897430468234e-05,0.0388500891304593
2477,4200,2009,0,0.000295094519060513,0.0849624818321201
2478,4301,2009,0,0.000117288412639027,0.0558367111152466
2479,4302,2009,0,3.96030541196524e-05,0.0256630969758588
2480,4000,2009,1,0.000297413282169146,0.096876024090113
2481,4400,2009,0,0.000118553204174532,0.043564896452133
2482,4500,2009,0,8.03577163424052e-05,0.037821995954508
2483,4600,2009,0,0.000185272743692622,0.137534403753179
2484,3600,2009,0,0.000143309114264412,0.0606068017155192
2485,3900,2009,0,0.000116645677735505,0.0466195359795243
2486,3800,2009,0,7.48172324165353e-05,0.0352001616376488
2487,1400,2009,0,0.000255106135227834,0.106280959064322
2488,402,2009,0,0.000215634516735008,0.0690712721283335
2489,401,2009,0,0.000163510467245942,0.0535703208301732
2490,7800,2009,0,0.00024889714541132,0.0896299627959236
2491,9200,2009,0,3.74137785001949e-05,0.0484800069708912
2492,8800,2009,0,0.00011346917017363,0.0427420505937891
2493,8700,2009,0,8.76059402799001e-05,0.03804895061903
2494,8600,2009,0,8.50922965582868e-05,0.0371913263719806
2495,8500,2009,0,5.67230586057121e-05,0.0333647585875868
2496,8100,2009,0,9.98886089291773e-05,0.0682751296360039
2497,8200,2009,0,4.38680685874715e-05,0.0324559543724876
2498,8300,2009,0,2.84061661659507e-05,0.0303272161407975
2499,8400,2009,0,4.57738310615241e-05,0.0321435971815658
2500,7900,2009,0,8.35623991406464e-05,0.0383407301847121
2501,7500,2009,0,9.59246422098659e-05,0.0414135816933154
2502,7700,2009,0,0.000126624921449547,0.0488534933910829
2503,7300,2009,0,0.00011079984551543,0.0453426015277281
