retailer,name,street,city,state,zip,quick_draw,latitude,longitude,georeference
61170,MAGNOTTA'S SUPERMARKET,215-219 S LEXINGTON AVE,WHITE PLAINS,NY,10601,Y,41.024765,-73.771001,POINT (-73.771001 41.024765)
107067,39TH BODEGA,269 WEST 39 STREET,NEW YORK,NY,10018,,40.755298,-73.99067,POINT (-73.99067 40.755298)
68232,BRISCOE GIFTBOX,2132 DEER PARK AVE,DEER PARK,NY,11729,,40.77365,-73.334638,POINT (-73.334638 40.77365)
107535,PIT STOP MART,270 WEST MAIN ST,PATCHOGUE,NY,11772,,40.764967,-73.023271,POINT (-73.023271 40.764967)
36658,BALLTOWN SERVICE INC,370 NEW KARNER RD,ALBANY,NY,12205,,42.731352,-73.851688,POINT (-73.851688 42.731352)
107324,DANDY MINI MART #82,805 W BUFFALO ST,ITHACA,NY,14850,Y,42.440369,-76.513009,POINT (-76.513009 42.440369)
36862,SPEEDWAY #07788,3572 ROUTE 9W N,HIGHLAND,NY,12528,Y,41.713406,-73.963911,POINT (-73.963911 41.713406)
10833,MIDTOWN NEWSSTAND INC,520 8TH AVE,NEW YORK,NY,10018,,40.753541,-73.992473,POINT (-73.992473 40.753541)
79479,R&C WINE & LIQUOR INC,60 E 111TH ST,NEW YORK,NY,10029,Y,40.796636,-73.946824,POINT (-73.946824 40.796636)
2052,HY-JOE TOBACCO & GROC CO INC,1441 HYLAN BLVD,STATEN ISLAND,NY,10305,Y,40.593256,-74.087022,POINT (-74.087022 40.593256)
83517,SSI SERVICE STATION INC,641 E GUN HILL ROAD,BRONX,NY,10467,,40.877653,-73.867496,POINT (-73.867496 40.877653)
51005,WEGMANS #63,2157 PENFIELD RD,PENFIELD,NY,14526,Y,43.130755,-77.445246,POINT (-77.445246 43.130755)
77739,BUTCHY'S WINE & SPIRITS INC,104 S 4TH AVE,MOUNT VERNON,NY,10550,Y,40.908772,-73.836303,POINT (-73.836303 40.908772)
100198,SMILEY'S CONVENIENCE STORE,1211 COLVIN BLVD,BUFFALO,NY,14223,,42.974157,-78.858022,POINT (-78.858022 42.974157)
112319,STOP ONE SUPERMARKET 4023 CORP,4023 CHURCH AVE,BROOKLYN,NY,11203,,40.651492,-73.939248,POINT (-73.939248 40.651492)
96498,PLATHO DELI GROCERY INC,53-80 65TH PL,MASPETH,NY,11378,Y,40.729713,-73.900032,POINT (-73.900032 40.729713)
99757,DYKER HEIGHTS DELI INC,8623 5TH AVE,BROOKLYN,NY,11209,Y,40.620745,-74.02641,POINT (-74.02641 40.620745)
47131,KINNEY DRUGS #043,31 E GENESEE ST,BALDWINSVILLE,NY,13027,Y,43.158966,-76.328792,POINT (-76.328792 43.158966)
75391,MALONE AMVETS POST 8,1474 CR 25,MALONE,NY,12953,Y,44.82822,-74.275523,POINT (-74.275523 44.82822)
107214,2&5 LINE DELI GROCERY INC,2196 WHITE PLAIN ROAD,BRONX,NY,10462,Y,40.856511,-73.86765,POINT (-73.86765 40.856511)
47344,PARISH MINI MART,2882 E MAIN ST,PARISH,NY,13131,,43.404303,-76.116614,POINT (-76.116614 43.404303)
82092,JEREMYS ALE HOUSE,228 FRONT ST,NEW YORK,NY,10038,Y,40.707559,-74.002049,POINT (-74.002049 40.707559)
30981,STEWART'S SHOPS #224,1-19 E MAIN ST,JOHNSTOWN,NY,12095,,43.006475,-74.370373,POINT (-74.370373 43.006475)
88820,7-ELEVEN #33975A,101-04 METROPLITAN AVE,FOREST HILLS,NY,11375,,40.710616,-73.851841,POINT (-73.851841 40.710616)
110958,7-ELEVEN #35495K,42-02 QUEENS BLVD,SUNNYSIDE,NY,11104,,40.743106,-73.921846,POINT (-73.921846 40.743106)
113119,JANA FOOD CORP,159 LAFAYETTE AVE,STATEN ISLAND,NY,10301,,40.640969,-74.094591,POINT (-74.094591 40.640969)
104976,THE RUSTIC,16451 COUNTY ROUTE 59,DEXTER,NY,13634,Y,43.999234,-76.098132,POINT (-76.098132 43.999234)
107699,CAMIL LIQUOR STORE,482 EAST 167TH ST,BRONX,NY,10456,,40.829569,-73.907549,POINT (-73.907549 40.829569)
22630,BUTTS & SUCH INC,130A TULIP AVE,FLORAL PARK,NY,11001,Y,40.724836,-73.704667,POINT (-73.704667 40.724836)
109583,HICKORY HILL MARKET,5200 ST RT 23,WINDHAM,NY,12496,Y,42.310044,-74.23965,POINT (-74.23965 42.310044)
33489,DAISY'S CARDS & GIFT SHOP INC,8 N BROADWAY,YONKERS,NY,10701,Y,40.934191,-73.897788,POINT (-73.897788 40.934191)
95193,FINE FARE,41-25 102ND ST,CORONA,NY,11368,Y,40.747973,-73.863134,POINT (-73.863134 40.747973)
48166,BYRNE DAIRY #03,2005 W GENESEE ST,BALDWINSVILLE,NY,13027,Y,43.162719,-76.367244,POINT (-76.367244 43.162719)
107881,SMOKEHUB INC,15 BAYSHORE RD,DEER PARK,NY,11729,,40.760471,-73.629034,POINT (-73.629034 40.760471)
78558,SMOKER'S CHOICE #56,357 CHESTNUT ST,ONEONTA,NY,13820,,42.453571,-75.088495,POINT (-75.088495 42.453571)
83508,EVE PHARMACY,2836 CONEY ISLAND AVE,BROOKLYN,NY,11235,Y,40.587333,-73.960407,POINT (-73.960407 40.587333)
113357,GB SHERGILL VENTURES INC,820 SUNRISE HWY,BALDWIN,NY,11510,,40.656052,-73.057033,POINT (-73.057033 40.656052)
96505,OZONE PARK OPERATIONS INC,88-14 101ST AVE,OZONE PARK,NY,11416,,40.682601,-73.851851,POINT (-73.851851 40.682601)
105239,WICK WINE INC,87 WICKS RD,BRENTWOOD,NY,11717,,40.780619,-73.26099,POINT (-73.26099 40.780619)
38002,STEWART'S SHOPS #103,4300 MAIN STREET,PORT HENRY,NY,12974,,44.047035,-73.459588,POINT (-73.459588 44.047035)
92495,HNH COMPUTER INC,15D ELDRIDGE ST,NEW YORK,NY,10002,,40.714938,-73.993823,POINT (-73.993823 40.714938)
111989,CIGAR SHOP,1690 SUNRISE HWY,MERRICK,NY,11566,Y,40.662232,-73.554717,POINT (-73.554717 40.662232)
109805,TOMPKINSVILLE PHARMACY,45 VICTORY BLVD,STATEN ISLAND,NY,10301,Y,40.638054,-74.077239,POINT (-74.077239 40.638054)
76660,ML JOHNNY'S INC,331 EAST MAIN ST,SMITHTOWN,NY,11787,,40.85568,-73.172123,POINT (-73.172123 40.85568)
45971,MIRABITO #11-SYRACUSE,356 N MIDLER AVE,SYRACUSE,NY,13206,Y,43.075178,-76.105643,POINT (-76.105643 43.075178)
37802,SPORTSMANS ALAMO CANTINA LTD,70 MAIN ST POB 10,PHOENICIA,NY,12464,Y,42.083342,-74.313712,POINT (-74.313712 42.083342)
103718,STEWART'S SHOPS #450,1240 CULVER AVE,UTICA,NY,13501,,43.082084,-75.20504,POINT (-75.20504 43.082084)
38826,PARK PUB RESTAURANT & CATERING,2701 LAVIN CT,TROY,NY,12180,Y,42.743161,-73.67056,POINT (-73.67056 42.743161)
108635,PEACE INTERNATIONAL MARKET,3240 RICHMOND TERRACE,STATEN ISLAND,NY,10303,,40.640284,-74.16639,POINT (-74.16639 40.640284)
100361,RITE AID #10807,601 E MAIN ST,BATAVIA,NY,14020,Y,42.995117,-78.163022,POINT (-78.163022 42.995117)
59712,CROSBY'S #40013,1425 SOUTH MAIN ST,MEDINA,NY,14103,Y,43.208351,-78.387213,POINT (-78.387213 43.208351)
95307,RITE AID #4887,4910 BROADWAY,NEW YORK,NY,10034,Y,40.867242,-73.922058,POINT (-73.922058 40.867242)
60513,LUCKY TRADING 486 INC,486 MAIN ST,NEW ROCHELLE,NY,10801,,40.909323,-73.780912,POINT (-73.780912 40.909323)
110721,220 NORTHERN BLVD INC,220 NORTHERN BLVD,GREAT NECK,NY,11021,,40.77656,-73.728405,POINT (-73.728405 40.77656)
46460,KINNEY DRUGS #063,187 STATE ST,AUBURN,NY,13021,Y,42.938494,-76.571752,POINT (-76.571752 42.938494)
91512,396 DELI GROCERY INC,396 7TH AVE,BROOKLYN,NY,11215,,40.664905,-73.983236,POINT (-73.983236 40.664905)
112649,SUNNYSIDE MARKET,4601 SKILLMAN AVE,SUNNYSIDE,NY,11104,,40.74668,-73.917848,POINT (-73.917848 40.74668)
48584,CIRCLE C FOOD MART,567 W MAIN ST,ROCHESTER,NY,14608,Y,43.152204,-77.627733,POINT (-77.627733 43.152204)
107273,FORDHAM LUCKY 7,152 E 188TH ST #154,BRONX,NY,10468,Y,40.861689,-73.898483,POINT (-73.898483 40.861689)
113455,705 QUICK STOP INC,705 2ND AVE,NEW YORK,NY,10016,,40.747515,-73.974407,POINT (-73.974407 40.747515)
107369,FREEDOM NEWS,90 BROAD ST,NEW YORK,NY,10004,,40.703784,-74.01188,POINT (-74.01188 40.703784)
73870,BRAEMAR COUNTRY CLUB,4704 WEST RIDGE RD,SPENCERPORT,NY,14559,Y,43.21902,-77.762704,POINT (-77.762704 43.21902)
107728,HANSON FARMS,78 GREENWICH STREET,BELMONT,NY,14813,Y,42.222256,-78.024578,POINT (-78.024578 42.222256)
77116,TIMBER TAVERN BAR & GRILL,7153 STATE FAIR BLVD,SYRACUSE,NY,13209,Y,43.115617,-76.275631,POINT (-76.275631 43.115617)
33862,BLACK BEAR RESTAURANT,7882 ROUTE 9,POTTERSVILLE,NY,12860,Y,43.724551,-73.827143,POINT (-73.827143 43.724551)
111032,9393 RD DELI CORP,9222 ASTORIA BLVD,EAST ELMHURST,NY,11369,,40.76317,-73.877089,POINT (-73.877089 40.76317)
88125,MORNING STAR NEWS INC,412 W 43RD ST,NEW YORK,NY,10036,,40.759255,-73.992508,POINT (-73.992508 40.759255)
78830,APLUS MCGRAW,3817 US RT 11,CORTLAND,NY,13045,,42.591772,-76.136621,POINT (-76.136621 42.591772)
102572,BIG APPLE FOOD MARKET CORP,219 EAST BROADWAY,NEW YORK,NY,10002,,40.714108,-73.987293,POINT (-73.987293 40.714108)
42917,RED ONION LLC,20 CO RT 33,CENTRAL SQUARE,NY,13036,,43.272483,-76.206645,POINT (-76.206645 43.272483)
113239,1346 BEACH CHANNEL INC,1346 BEACH CHANNEL DR,FAR ROCKAWAY,NY,11691,,40.606551,-73.754428,POINT (-73.754428 40.606551)
105125,SMILEYS BAGELS,1980 VICTORY BLVD,STATEN ISLAND,NY,10314,Y,40.612274,-74.129957,POINT (-74.129957 40.612274)
86965,XING DA LIQUOR CORP,1318 NOSTRAND AVE,BROOKLYN,NY,11226,,40.654699,-73.949974,POINT (-73.949974 40.654699)
111199,HILL'S DISCOUNT BEVERAGE LLC,556 COUNTY HIGHWAY 110,BROADALBIN,NY,12025,Y,43.087858,-74.17603,POINT (-74.17603 43.087858)
105645,JASMINE MINI MART INC,232-07 MERRICK BLVD,SPRNGFLD GDNS,NY,11413,Y,40.675293,-73.737657,POINT (-73.737657 40.675293)
95800,14TH AVE LIQUOR INC,150-06 14TH AVE,WHITESTONE,NY,11357,Y,40.788794,-73.8134,POINT (-73.8134 40.788794)
105051,1068 MINI MART DELI GROCERY CO,1068 MANHATTAN AVE,BROOKLYN,NY,11222,,40.73531,-73.954826,POINT (-73.954826 40.73531)
92351,NSA SUPERMARKET,631 GATES AVE,BROOKLYN,NY,11221,Y,40.687239,-73.941659,POINT (-73.941659 40.687239)
27270,CHANGING TIME PUB,1247 MELVILLE ROAD,FARMINGDALE,NY,11735,Y,40.747821,-73.430061,POINT (-73.430061 40.747821)
14296,BOWERY PHARMACY INC,95 BOWERY,NEW YORK,NY,10002,,40.717304,-73.99541,POINT (-73.99541 40.717304)
105504,SAUGERTIES SUNOCO,2781 ROUTE 32,SAUGERTIES,NY,12477,Y,42.08834,-73.973678,POINT (-73.973678 42.08834)
109161,KWIK MART,10 OAKLAND AVENUE,WARWICK,NY,10990,,41.254999,-74.360092,POINT (-74.360092 41.254999)
30225,STEWART'S SHOPS #216,1 SARATOGA AVE,SOUTH GLENS FALLS,NY,12803,,43.299116,-73.63539,POINT (-73.63539 43.299116)
112902,BEBOB'S BACKSTREET BBQ LLC,75 DIESKAU ST,LAKE GEORGE,NY,12845,Y,43.422206,-73.716338,POINT (-73.716338 43.422206)
103174,TA BINGHAMTON #207,753 UPPER COURT ST,BINGHAMTON,NY,13904,Y,42.101282,-75.841957,POINT (-75.841957 42.101282)
103621,RITE AID #10875,265 NORTH UNION STREET,OLEAN,NY,14760,Y,42.081012,-78.430253,POINT (-78.430253 42.081012)
111328,JAMAICA DISCOUNT LIQUORS INC,212-59 JAMAICA AVE,QUEENS VILLAGE,NY,11428,,40.716364,-73.745101,POINT (-73.745101 40.716364)
112842,AMERICAN 1 GAS,86 SUNRISE HWY,LINDENHURST,NY,11757,,40.695905,-73.387526,POINT (-73.387526 40.695905)
41674,SPEEDWAY #07729,236 CONKLIN AVE,BINGHAMTON,NY,13903,,42.094914,-75.894876,POINT (-75.894876 42.094914)
41789,BYRNE DAIRY #61,5798 E SEYMOUR ST,CICERO,NY,13039,Y,43.175506,-76.118067,POINT (-76.118067 43.175506)
75183,VONNIE'S BOATHOUSE,4446 W LAKE ST,GENEVA,NY,14456,Y,42.814943,-76.97781,POINT (-76.97781 42.814943)
47280,MERCHANTS GRILL LLC,881 MERCHANTS ROAD,ROCHESTER,NY,14609,Y,43.170206,-77.559452,POINT (-77.559452 43.170206)
56796,NICK'S MEAT MARKET,444 LYELL AVE,ROCHESTER,NY,14606,,43.164628,-77.6386,POINT (-77.6386 43.164628)
71415,CHESTNUT MART,425 DOBBS FERRY RD,WHITE PLAINS,NY,10607,Y,41.036143,-73.812189,POINT (-73.812189 41.036143)
58529,RAY GAY SALES INC,2880 GENESEE ST,CHEEKTOWAGA,NY,14225,Y,42.9236,-78.778586,POINT (-78.778586 42.9236)
108891,SMOKEWORX INC,500 OAK STREET,COPIAGUE,NY,11726,Y,40.679861,-73.399423,POINT (-73.399423 40.679861)
101374,157 GERARD CORP,119 E 157TH ST,BRONX,NY,10451,,40.8266,-73.92964,POINT (-73.92964 40.8266)
36066,PRICE CHOPPER #164,6025 NYS ROUTE 5,PALATINE BRIDGE,NY,13428,Y,42.915864,-74.590739,POINT (-74.590739 42.915864)
101074,TROY BEVERAGE CENTER AND TOBAC,679 BURDEN AVE,TROY,NY,12180,Y,42.707629,-73.697685,POINT (-73.697685 42.707629)
110784,ARCADIA PLUS PHARMACY,136-10 38TH AVENUE,FLUSHING,NY,11354,,40.76085,-73.83049,POINT (-73.83049 40.76085)
112151,NEW TIAN YUN INC,293 KINGS HWY,BROOKLYN,NY,11223,,40.605368,-73.979693,POINT (-73.979693 40.605368)
83273,MY NEIGHBORHOOD GROCERY,385 CHESTNUT ST,BROOKLYN,NY,11208,,40.676895,-73.873852,POINT (-73.873852 40.676895)
67768,KEVIN & MELODY DISCOUNT CORP,489 MIDDLE NECK RD,GREAT NECK,NY,11023,Y,40.798129,-73.734692,POINT (-73.734692 40.798129)
46992,KINNEY DRUGS #068,103 UTICA ST,HAMILTON,NY,13346,Y,42.83149,-75.548552,POINT (-75.548552 42.83149)
101768,IDREES DELI ON THE BAY CORP,3191 EMMONS AVE,BROOKLYN,NY,11235,,40.584191,-73.932857,POINT (-73.932857 40.584191)
105939,MIRABITO #133-LAURENS,150 COUNTY ROUTE 11A,LAURENS,NY,13796,Y,42.5322,-75.0829,POINT (-75.0829 42.5322)
43143,DEPOSIT BIG M,156 FRONT ST,DEPOSIT,NY,13754,Y,42.060835,-75.425177,POINT (-75.425177 42.060835)
105137,TIME OUT SPORTS CAFE,616 SOUTH OYSTER BAY RD,HICKSVILLE,NY,11801,Y,40.770616,-73.501424,POINT (-73.501424 40.770616)
110763,145 CORAM INC,145 MIDDLE COUNTRY RD,CORAM,NY,11727,,40.87336,-72.98707,POINT (-72.98707 40.87336)
42284,TRUMANSBURG SHURSAVE,2085 RTE 96,TRUMANSBURG,NY,14886,Y,42.532183,-76.63869,POINT (-76.63869 42.532183)
78201,OLD BAYVIEW DELI & GROCERY INC,858 BAY ST,STATEN ISLAND,NY,10304,,40.621596,-74.071866,POINT (-74.071866 40.621596)
29168,PKG ENTERPRISES INC,118-17 LIBERTY AVE,S RICHMOND HL,NY,11419,Y,40.686049,-73.824891,POINT (-73.824891 40.686049)
35305,PRICE CHOPPER #040,677 UPPER GLEN ST,QUEENSBURY,NY,12804,Y,43.326616,-73.665727,POINT (-73.665727 43.326616)
47489,MAIN STREET MARKET,3744 CTY RT 14,MADRID,NY,13660,Y,44.747457,-75.134387,POINT (-75.134387 44.747457)
105114,KWIK MART OF MIDDLETOWN,228 DOLSON AVE,MIDDLETOWN,NY,10940,Y,41.424587,-74.429256,POINT (-74.429256 41.424587)
59743,TOPS MARKETS #213,1460 SOUTH PARK,BUFFALO,NY,14220,Y,42.857614,-78.83074,POINT (-78.83074 42.857614)
39481,STEWART'S SHOPS #244,110 HOOSICK ST,TROY,NY,12180,,42.739492,-73.679314,POINT (-73.679314 42.739492)
113352,S S S M DELI & GROCERY CORP,2351 WASHINGTON AVE,BRONX,NY,10458,,40.856564,-73.892168,POINT (-73.892168 40.856564)
97451,286 WATCHOGUE RD CORP,286 WATCHOGUE RD,STATEN ISLAND,NY,10314,,40.616197,-74.138978,POINT (-74.138978 40.616197)
108720,JAY'S ONE STOP,51 COMMERCIAL DR,JOHNSON CITY,NY,13790,Y,42.193659,-75.989099,POINT (-75.989099 42.193659)
86911,BLESSING FOOD CORP,578 ROCKAWAY AVE,BROOKLYN,NY,11212,Y,40.665937,-73.909778,POINT (-73.909778 40.665937)
32728,STEWART'S SHOPS #296,645 GROOMS RD,CLIFTON PARK,NY,12065,,42.83666,-73.820138,POINT (-73.820138 42.83666)
72465,TUXEDO WINES & SPIRITS,224 ROUTE 17,TUXEDO PARK,NY,10987,,41.1929,-74.184545,POINT (-74.184545 41.1929)
76152,MONTICELLO SHELL FOOD MART INC,5 JEFFERSON ST,MONTICELLO,NY,12701,,41.657016,-74.693154,POINT (-74.693154 41.657016)
105563,CASTLE MINI MART,314 CASTLE ST,GENEVA,NY,14456,Y,42.869477,-76.989666,POINT (-76.989666 42.869477)
102545,PRAYOSHA 2825 INC,2825 JERUSALEM AVE,BELLMORE,NY,11710,Y,40.69249,-73.527462,POINT (-73.527462 40.69249)
98384,R&D WINE AND LIQUOR,944 ALDUS ST,BRONX,NY,10459,Y,40.82302,-73.891356,POINT (-73.891356 40.82302)
68934,SLAYTON PLACE,26 SLAYTON AVE,SPENCERPORT,NY,14559,Y,43.190727,-77.799743,POINT (-77.799743 43.190727)
109568,7-ELEVEN STORE #35145A,304 ELMWOOD AVENUE,BUFFALO,NY,14222,Y,42.905267,-78.877129,POINT (-78.877129 42.905267)
74387,SHELL FOOD MART,42 SOUTH PLANK ROAD,NEWBURGH,NY,12550,,41.515189,-74.050197,POINT (-74.050197 41.515189)
67781,WESTBURY MEAT CORP,595 OLD COUNTRY RD,WESTBURY,NY,11590,Y,40.747193,-73.592885,POINT (-73.592885 40.747193)
11542,PAY-O-MATIC CORP #133,5805 4TH AVE,BROOKLYN,NY,11220,,40.641919,-74.017208,POINT (-74.017208 40.641919)
68354,AMITYVILLE PAYROLL,58E SUFFOLK AVE,CENTRAL ISLIP,NY,11722,,40.791582,-73.198578,POINT (-73.198578 40.791582)
27743,7-ELEVEN #11229,2223 ROUTE 112 & 25,CORAM,NY,11727,,40.86971,-73.004004,POINT (-73.004004 40.86971)
107977,WIN DISCOUNT MART,2328 BATH AVENUE,BROOKLYN,NY,11214,Y,40.596319,-73.994551,POINT (-73.994551 40.596319)
99047,PRESTIGE CARE PHARMACY INC,1190 GRAVESEND NECK RD,BROOKLYN,NY,11229,,40.593969,-73.958619,POINT (-73.958619 40.593969)
109148,FRESH FOOD CHOICE CORP,2715 MERMAID AVENUE,BROOKLYN,NY,11224,Y,40.575762,-73.993739,POINT (-73.993739 40.575762)
74650,SPEEDY'S 101,2023 ST RT 104,PARISH,NY,13131,Y,43.458109,-76.109726,POINT (-76.109726 43.458109)
109552,7-ELEVEN STORE #11274A,2970 UNION ROAD,BUFFALO,NY,14227,Y,42.89312,-78.754417,POINT (-78.754417 42.89312)
33294,HANNAFORD #8391,95 WEIBEL AVE,SARATOGA SPRINGS,NY,12866,Y,43.09732,-73.744998,POINT (-73.744998 43.09732)
67039,GODSON BROTHERS INC,246-02 JERICHO TURNPIKE,FLORAL PARK,NY,11001,Y,40.725357,-73.722327,POINT (-73.722327 40.725357)
84055,JAJ BAGEL CORP,486 FOREST AVE,STATEN ISLAND,NY,10310,,40.630569,-74.106298,POINT (-74.106298 40.630569)
110337,BOLLA 285 N BROADWAY C-STORE,285 N BROADWAY,HICKSVILLE,NY,11801,,40.778258,-73.530158,POINT (-73.530158 40.778258)
48057,COUNTRY STORE & KITCHEN #30,2 ONEIDA ST,ONEONTA,NY,13820,,42.455588,-75.096597,POINT (-75.096597 42.455588)
77169,CHAMPIONS SPORTS GRILLE,1141 BROADWAY ST - SUITE 8,ELMIRA,NY,14904,Y,42.057332,-76.818851,POINT (-76.818851 42.057332)
75839,HARASH STOP & SHOP,14 MAIN ST,JOHNSON CITY,NY,13790,,42.111277,-75.946035,POINT (-75.946035 42.111277)
100986,VIRPA QUICK STOP INC,56 E VILLAGE GREEN,LEVITTOWN,NY,11756,Y,40.734919,-73.512527,POINT (-73.512527 40.734919)
73152,CUMBERLAND FARMS #1683,13 COUNTY ROAD 39,SOUTHAMPTON,NY,11968,,40.896717,-72.398807,POINT (-72.398807 40.896717)
36431,GOOD GUYS CONVENIENCE,6054 RT 22,PLATTSBURGH,NY,12901,Y,44.721179,-73.47021,POINT (-73.47021 44.721179)
112988,7-ELEVEN #32955H,429A N COUNTRY RD,SAINT JAMES,NY,11780,,40.878132,-73.170002,POINT (-73.170002 40.878132)
74104,RITE AID #1500,6000 TRANSIT RD,DEPEW,NY,14043,Y,42.918841,-78.697044,POINT (-78.697044 42.918841)
109504,FASTRAC EG #291,672 E MAIN ST,ROCHESTER,NY,14605,Y,43.159924,-77.597561,POINT (-77.597561 43.159924)
83219,TOTAL CARE PHARMACY,4531 THIRD AVE,BRONX,NY,10458,Y,40.854128,-73.890891,POINT (-73.890891 40.854128)
25831,7-ELEVEN #11195E,297 2ND AVE,BRENTWOOD,NY,11717,,40.77911,-73.227209,POINT (-73.227209 40.77911)
57320,COUNTRY FAIR STORE #77,600 E STATE ST,OLEAN,NY,14760,Y,42.078119,-78.420046,POINT (-78.420046 42.078119)
32566,CUMBERLAND FARMS #1584,966 STATE ROUTE 9,QUEENSBURY,NY,12804,Y,43.339388,-73.680861,POINT (-73.680861 43.339388)
104023,JOHN HOOVER INN,8497 S MAIN ST,EVANS MILLS,NY,13637,Y,44.087822,-75.807181,POINT (-75.807181 44.087822)
41375,104 STORE,13824 ST RT 370,RED CREEK,NY,13143,Y,43.231,-76.7307,POINT (-76.7307 43.231)
