county,statevalue,fips(long),datevalue,lat(double precision),lon(double precision),cases(long),deaths(long),statecases(long),statedeaths(long),newcases(long),newdeaths(long),newstatecases(long),newstatedeaths(long)
Los Angeles,California,6037,09/09/2021 12:00:00 AM,34.30828379,-118.2282411,1466248,26226,4757349.0,69663,0,0,0,0
Los Angeles,California,6037,09/23/2021 12:00:00 AM,27.12045540217887,-118.2282411,1467450,26254,4418368.0,69822,0,0,0,2
Los Angeles,California,6037,08/28/2021 12:00:00 AM,34.30828379,-118.2282411,1468634,26284,4771626.0,69966,0,0,0,0
Los Angeles,California,7180,09/26/2021 12:00:00 AM,34.30828379,-72.67832922910985,1469790,26308,4773284.0,69990,0,0,0,0
Los Angeles,California,6037,08/30/2021 12:00:00 AM,34.30828379,-118.2282411,1470829,26312,4774445.0,69994,0,0,0,0
os Angeles,Califrnia,6037,09/01/2021 12:00:00 AM,34.30828379,-118.2282411,1471645,26338,4787635.0,70150,0,0,0,0
Los Angeles,Californai,6037,03/27/2022 12:00:00 AM,34.30828379,-118.2282411,1472419,26346,4676539.0,70204,0,0,0,0
Los Angeles,California,6037,09/09/2021 12:00:00 AM,34.30828379,-118.2282411,1473410,26362,4797024.0,70300,0,0,0,0
Los Angeles,California,6037,09/08/2021 12:00:00 AM,34.30828379,-74.96605139640549,1409684,25326,4383152.0,66036,0,0,0,0
Los Angeles,California,6037,08/28/2021 12:00:00 AM,34.30828379,-118.2282411,1474518,26379,4803869.0,70462,1108,0,1108,6
Los Angeles,California,6037,08/28/2021 12:00:00 AM,34.30828379,-100.84589738077275,1696582,27637,5515250.0,76520,0,0,0,0
Los Angeles,California,6037,09/03/2021 12:00:00 AM,34.30828379,-118.2282411,1741292,27640,5558360.0,76523,44710,3,44710,3
Los Angelfes,California,6037,09/21/2021 12:00:00 AM,34.30828379,-118.2282411,2046208,27812,6449787.0,77226,0,0,0,0
Los Angeles,California,7950,09/07/2021 12:00:00 AM,34.30828379,-118.2282411,2086581,27850,6559027.0,77360,0,0,0,0
Los Angelse,California,6037,01/10/2022 12:00:00 AM,34.30828379,-128.5941462129955,2131523,27895,5558360.0,77507,0,0,0,0
bLos Angeles,California,6037,09/09/2021 12:00:00 AM,27.113258583357982,-118.2282411,2172008,27942,6836637.0,77657,0,0,0,0
Los Angeles,Cailfornia,6037,08/27/2021 12:00:00 AM,34.30828379,-118.2282411,2213664,28008,6879428.0,77723,0,0,7779,0
Los Angeles,California,6037,01/13/2022 12:00:00 AM,34.30828379,-118.2282411,2257502,28059,6924718.0,77774,0,0,0,0
Los Angeleis,California,6037,08/28/2021 12:00:00 AM,39.99456453990206,-118.2282411,2289045,28086,7143318.0,77938,0,0,1873,0
Los Angeles,California,6037,09/03/2021 12:00:00 AM,34.30828379,-118.2282411,2311568,28122,7216335.0,78013,0,0,0,0
Los Angeles,California,6037,08/30/2021 12:00:00 AM,34.30828379,-118.2282411,2343821,28181,4360789.0,78101,0,0,0,0
Los Angeles,California,6037,08/30/2021 12:00:00 AM,34.30828379,-118.2282411,2385721,28282,7488875.0,78307,0,0,0,0
Los Angeles,California,6037,09/06/2021 12:00:00 AM,34.30828379,-118.2282411,2428744,28346,7624185.0,78482,0,0,0,0
Los Angeles,California,6037,09/06/2021 12:00:00 AM,34.30828379,-118.2282411,2467797,28417,8627403.0,78553,0,0,0,0
Los Angeles,California,6037,09/06/2021 12:00:00 AM,34.30828379,-168.59653232867305,2494097,28480,6924718.0,78616,0,0,0,0
Los Angeles,California,6037,09/20/2021 12:00:00 AM,34.30828379,-118.2282411,2519778,28507,7907630.0,78798,0,0,0,0
LosAngeles,California,6037,09/06/2021 12:00:00 AM,37.23084586375104,-118.2282411,2540075,28540,4451347.0,78887,0,0,0,0
Los Angeles,California,6037,09/20/2021 12:00:00 AM,34.30828379,-118.2282411,2586739,28715,8174883.0,79400,25971,85,117296,261
Los Angeles,California,6037,09/01/2021 12:00:00 AM,31.853964335974595,-118.2282411,2586739,28715,8174414.0,79408,0,0,-469,8
Los Angeles,California,6037,08/28/2021 12:00:00 AM,49.317634090552176,-118.2282411,2631994,28886,8275373.0,79764,21609,70,22014,75
Los Angeles,California,6037,09/09/2021 12:00:00 AM,34.30828379,-118.2282411,2659414,28963,4462876.0,80044,10663,40,48021,243
Lros Angeles,California,6037,09/09/2021 12:00:00 AM,34.30828379,-118.2282411,2695076,29195,8587909.0,80678,11432,96,49080,181
Los Angeles,California,6037,09/07/2021 12:00:00 AM,34.30828379,-118.2282411,2710362,29280,4489563.0,80917,15286,85,22671,239
Los Angeles,California,6037,09/22/2021 12:00:00 AM,30.08734139676414,-118.2282411,2720216,29364,8620460.0,81001,0,0,0,0
Los Angeles,California,6037,09/13/2021 12:00:00 AM,34.30828379,-118.2282411,2727159,29428,8627403.0,81065,0,0,0,0
Los Angeles,California,6037,02/04/2022 12:00:00 AM,34.30828379,-118.2282411,2731409,29457,4405324.0,81350,0,0,0,0
Los Angecles,Caliifornia,6037,08/28/2021 12:00:00 AM,34.30828379,-118.2282411,2735688,29506,8723377.0,81541,0,0,0,0
Los Angeles,California,6037,09/03/2021 12:00:00 AM,34.30828379,-174.46141400086066,2740700,29609,8764163.0,81884,0,0,0,0
Los Angeles,Clifornia,6037,09/06/2021 12:00:00 AM,34.30828379,-118.2282411,2746866,29690,8775650.0,82142,0,0,0,20
Los Angeles,California,6037,09/07/2021 12:00:00 AM,34.30828379,-118.2282411,2752398,29764,8799757.0,82418,0,0,0,0
Los Angeles,Caliofrnia,6037,09/11/2021 12:00:00 AM,34.30828379,-118.2282411,2757058,29846,8804417.0,82502,0,0,0,0
Los Angeles,California,6037,09/06/2021 12:00:00 AM,34.30828379,-118.2282411,2761870,29902,8809229.0,82558,0,0,0,0
Los Angles,California,6037,09/08/2021 12:00:00 AM,34.30828379,-118.2282411,2764073,29928,8837366.0,82932,0,0,0,0
Los Angeles,California,6037,08/28/2021 12:00:00 AM,34.30828379,-82.18213226391885,2766161,29980,4462876.0,83077,0,0,0,0
Los Angeles,California,7483,09/07/2021 12:00:00 AM,34.30828379,-112.17222667854315,2769372,30081,8863723.0,83366,0,0,0,0
Los Angeles,California,6037,08/28/2021 12:00:00 AM,17.31503330285381,-118.2282411,2772569,30146,8873200.0,83588,0,0,0,0
Los Angeles,California,6037,08/27/2021 12:00:00 AM,34.30828379,-88.84623982206347,2777165,30216,8888536.0,83862,0,0,0,0
Los Angeles,California,3588,08/30/2021 12:00:00 AM,46.84550022541244,-118.2282411,2780323,30300,8891694.0,83946,0,0,0,0
Los Angeles,California,6037,09/13/2021 12:00:00 AM,34.30828379,-118.2282411,2782953,30356,8894324.0,84002,0,0,0,0
Los Angeles,California,6037,09/21/2021 12:00:00 AM,34.30828379,-118.2282411,2784276,30376,4644566.0,84024,0,0,0,0
Los Angeles,California,6037,09/03/2021 12:00:00 AM,34.30828379,-118.2282411,2785449,30411,8923984.0,84364,0,0,0,0
Los Angeles,California,6037,09/23/2021 12:00:00 AM,34.30828379,-118.2282411,2787359,30447,8931967.0,84468,0,0,0,0
Los Angeles,California,6037,09/07/2021 12:00:00 AM,34.30828379,-118.2282411,1475694,26398,4810222.0,70598,0,0,0,0
oLs Angeles,California,6037,09/13/2021 12:00:00 AM,34.30828379,-118.2282411,1476791,26410,4811779.0,70616,1097,12,1097,12
Los Angeles,California,6037,10/14/2021 12:00:00 AM,20.40337631195848,-118.2282411,1477686,26414,4445862.0,70620,895,4,895,4
Los Angeles,California,6037,08/30/2021 12:00:00 AM,34.30828379,-118.2282411,1477686,26443,4825708.0,70829,0,0,0,361
Los Angeles,Califonia,6037,10/16/2021 12:00:00 AM,34.30828379,-118.2282411,1479421,26446,4405324.0,70874,0,0,0,0
Los Angeles,California,6037,08/28/2021 12:00:00 AM,34.30828379,-118.2282411,1480656,26473,4732419.0,71032,0,0,0,0
Los Angeles,California,6037,08/28/2021 12:00:00 AM,32.455585967140586,-118.2282411,1481814,26506,4842472.0,71203,0,0,0,1
Los Angeles,California,4921,09/09/2021 12:00:00 AM,34.30828379,-160.1158449873406,1483031,26527,4848946.0,71328,0,0,0,0
Los Angeles,California,6037,08/27/2021 12:00:00 AM,49.92946028476256,-118.2282411,1484192,26540,4850807.0,71341,0,0,0,0
Los Angeles,California,6037,09/09/2021 12:00:00 AM,34.30828379,-118.2282411,1485105,26549,4852216.0,71350,0,0,0,0
Los Angeles,California,6037,09/04/2021 12:00:00 AM,34.30828379,-118.2282411,1485105,26549,4405324.0,71417,-664,-3,-1575,-26
Los Angeles,Caliifornia,5858,10/23/2021 12:00:00 AM,34.30828379,-118.2282411,1485105,26549,4360789.0,71417,0,0,0,0
Los Angeles,Califoria,6037,09/11/2021 12:00:00 AM,34.30828379,-118.2282411,1485105,26549,4704036.0,71417,-2397,-50,-22736,-351
Los Angeels,California,6037,09/06/2021 12:00:00 AM,34.30828379,-118.2282411,1489380,26604,4610847.0,71848,0,0,0,0
Los ngeles,California,6037,10/26/2021 12:00:00 AM,34.30828379,-118.2282411,1490698,26626,6559027.0,71952,0,0,0,0
Los Angeles,California,6037,03/27/2022 12:00:00 AM,22.003341748358167,-147.53101334924798,1492106,26628,4676539.0,71941,0,0,0,0
Los Angeles,Caifornia,6037,02/04/2022 12:00:00 AM,34.30828379,-118.2282411,1493170,26637,4629254.0,71950,0,0,0,0
Los Angeles,California,6037,09/11/2021 12:00:00 AM,34.30828379,-123.97456977869862,1494119,26644,4608351.0,72112,0,0,41,1
Los Angeles,California,6037,08/27/2021 12:00:00 AM,34.30828379,-118.2282411,1495014,26661,4936466.0,72188,0,0,0,0
Los Angeles,California,7669,08/30/2021 12:00:00 AM,34.30828379,-118.2282411,1496593,26683,4940995.0,72281,0,0,0,0
Los Angeles,California,6037,09/09/2021 12:00:00 AM,34.30828379,-118.2282411,1499911,26719,4958810.0,72489,1518,24,3168,123
Los Angeles,California,6037,08/27/2021 12:00:00 AM,34.30828379,-118.2282411,1501527,26740,4960591.0,72511,1616,21,1781,22
Los Angeles,California,6037,09/06/2021 12:00:00 AM,34.30828379,-118.2282411,1502676,26750,4973021.0,72525,1149,10,12430,14
Los Angeles,Calfiornia,6037,09/22/2021 12:00:00 AM,34.30828379,-118.2282411,1503664,26752,4980260.0,72644,988,2,7239,119
Los Angeles,California,6037,08/28/2021 12:00:00 AM,34.30828379,-118.2282411,1504843,26762,4985032.0,72681,1179,10,4772,37
Los Angeles,California,6037,09/03/2021 12:00:00 AM,27.57339710930056,-118.2282411,1506305,26796,4489563.0,72857,1462,34,5064,176
Los Angeles,California,5895,09/01/2021 12:00:00 AM,34.30828379,-118.2282411,1507736,26814,4992376.0,72960,1431,18,2280,103
Los Angeles,California,6037,08/30/2021 12:00:00 AM,34.30828379,-118.2282411,1509073,26838,5002154.0,73014,1337,24,9778,54
oLs Angeles,California,6037,09/10/2021 12:00:00 AM,34.30828379,-118.2282411,1510434,26856,5005008.0,73105,1361,18,2854,91
Los Angeles,California,6037,09/09/2021 12:00:00 AM,34.30828379,-118.2282411,1511324,26862,5011378.0,73111,890,6,6370,6
Los Angeles,California,6037,09/10/2021 12:00:00 AM,34.30828379,-118.2282411,1512147,26872,5015745.0,73233,823,10,4367,122
Los Angeles,California,6037,09/03/2021 12:00:00 AM,34.30828379,-122.03451375308016,1513016,26903,5020852.0,73299,869,31,5107,66
Los Angeles,California,6037,09/09/2021 12:00:00 AM,24.491027263742527,-118.2282411,1514282,26923,4451347.0,73405,1266,20,4926,106
Los Angeles,California,6037,10/14/2021 12:00:00 AM,34.30828379,-118.2282411,1515324,26949,4771626.0,73552,1042,26,5544,147
Los Anmgeles,California,4029,09/10/2021 12:00:00 AM,34.30828379,-118.2282411,1516901,26973,9136621.0,73694,1577,24,2642,142
Los Angeles,California,6037,03/27/2022 12:00:00 AM,34.30828379,-118.2282411,1518732,26999,4787635.0,73720,1831,26,1831,26
Los Angeles,California,6037,01/10/2022 12:00:00 AM,34.30828379,-118.2282411,1519781,27010,4405324.0,73731,1049,11,10101,11
Los Angeles,California,6037,09/22/2021 12:00:00 AM,34.30828379,-118.2282411,1520504,27017,4360789.0,73856,723,7,4443,125
Los Angeles,California,5755,09/01/2021 12:00:00 AM,34.30828379,-118.2282411,1521197,27046,4472759.0,73939,693,29,4387,83
Los Angeles,California,6037,10/23/2021 12:00:00 AM,34.30828379,-118.2282411,1522240,27074,4405324.0,74093,1043,28,1884,154
Los Anglees,California,6037,09/04/2021 12:00:00 AM,34.30828379,-118.2282411,1522240,27074,5056610.0,74098,0,0,0,5
Los Angeles,California,6037,09/03/2021 12:00:00 AM,34.30828379,-118.2282411,1524294,27102,4418368.0,74129,2054,28,2054,31
Los Angeles,California,6037,11/23/2021 12:00:00 AM,34.30828379,-172.3795217141424,1524912,27121,4608351.0,74152,618,19,618,23
Los Angeles,California,6037,08/27/2021 12:00:00 AM,34.30828379,-118.2282411,1525486,27128,5073933.0,74159,574,7,14651,7
Los Angeles,California,4931,09/06/2021 12:00:00 AM,28.035718596413822,-118.2282411,1526272,27138,5079168.0,74367,786,10,5235,208
Los Angeles,California,6037,09/07/2021 12:00:00 AM,34.30828379,-118.2282411,1527132,27166,5084546.0,74473,860,28,5378,106
Los Angeles,California,6037,09/03/2021 12:00:00 AM,34.30828379,-100.76714235550422,1528586,27184,4644566.0,74561,1454,18,2222,88
Los Angeles,California,8674,09/26/2021 12:00:00 AM,34.30828379,-118.2282411,1530526,27208,8174883.0,74669,1940,24,10870,108
Los Angeles,California,6037,01/13/2022 12:00:00 AM,34.30828379,-118.2282411,1530526,27208,4405324.0,74669,0,0,0,0
Los Angeles,California,6037,09/20/2021 12:00:00 AM,34.30828379,-118.2282411,1757522,27647,5692029.0,76540,16230,7,133669,17
Los Angeles,Califonria,6037,09/13/2021 12:00:00 AM,34.30828379,-139.9973484604496,1887526,27756,6003152.0,77026,43604,28,108391,234
Los Angeles,California,6037,09/03/2021 12:00:00 AM,34.30828379,-118.2282411,2632020,28933,8275373.0,79764,0,0,0,0
Los Angeles,California,6037,09/08/2021 12:00:00 AM,34.30828379,-118.2282411,2668094,28998,8509617.0,80176,8680,35,40409,132
Los Angeles,California,6037,03/27/2022 12:00:00 AM,34.30828379,-118.2282411,2789292,30519,9080457.0,84739,0,0,0,11
Los Angeles,California,6037,09/22/2021 12:00:00 AM,34.30828379,-118.2282411,2823354,31462,9065637.0,88024,0,0,0,0
Los Angeles,California,6037,08/27/2021 12:00:00 AM,34.30828379,-130.3260155249942,2825423,31491,9075006.0,88209,0,0,0,0
oLs Angeles,California,6037,09/07/2021 12:00:00 AM,34.30828379,-118.2282411,2826077,31508,4610847.0,88251,0,0,0,0
Los Angeles,California,6037,09/07/2021 12:00:00 AM,34.30828379,-118.2282411,2826928,31535,9080457.0,88351,0,0,0,0
Los Angeles,California,6037,10/16/2021 12:00:00 AM,34.30828379,-118.2282411,2827802,31561,8620460.0,88476,0,0,0,0
Los Angeles,Cailfornia,6037,09/07/2021 12:00:00 AM,34.30828379,-118.2282411,2829091,31576,4360789.0,88579,0,0,0,0
Los Angeles,California,6037,09/01/2021 12:00:00 AM,34.30828379,-118.2282411,2830048,31594,4711012.0,88597,0,0,0,0
Los Angeles,California,6037,09/09/2021 12:00:00 AM,34.30828379,-118.2282411,2830048,31594,9089859.0,88597,0,0,0,0
Los Angeles,California,6037,09/13/2021 12:00:00 AM,34.30828379,-118.2282411,2831103,31619,9095314.0,88742,0,0,0,0
Los Angeles,California,6037,09/06/2021 12:00:00 AM,34.30828379,-118.2282411,2831655,31626,8804417.0,88758,0,0,0,0
Los Angeles,California,6037,03/27/2022 12:00:00 AM,34.30828379,-118.2282411,2832706,31655,4489563.0,88879,0,0,0,0
Los Angeles,California,6037,09/01/2021 12:00:00 AM,18.118612611582936,-118.2282411,2833206,31669,4472759.0,88950,0,0,0,0
os Angeles,alifornia,6037,09/21/2021 12:00:00 AM,34.30828379,-118.2282411,2834317,31683,4451347.0,89012,0,0,0,0
Los Angeles,California,6037,09/03/2021 12:00:00 AM,34.30828379,-118.2282411,2834317,31683,4757349.0,89012,0,0,0,0
Los Angeles,California,6037,09/13/2021 12:00:00 AM,34.30828379,-118.2282411,2834317,31683,9109754.0,89012,0,0,0,0
Los Angeles,California,6037,09/04/2021 12:00:00 AM,34.30828379,-118.2282411,2836605,31710,4629254.0,89052,0,0,0,0
Los Angeles,California,6037,10/26/2021 12:00:00 AM,34.30828379,-118.2282411,2837430,31722,4418368.0,89155,0,0,-59,1
Los Angeles,California,6414,09/23/2021 12:00:00 AM,34.30828379,-118.2282411,2838442,31739,4405324.0,89221,0,0,0,0
Los Angeles,California,6037,08/27/2021 12:00:00 AM,34.30828379,-169.090791003948,2839480,31754,9121363.0,89247,0,0,0,0
Los Angeles,California,6037,09/11/2021 12:00:00 AM,34.30828379,-114.793901363691,2843599,31770,9132927.0,89358,0,0,0,0
Los Angeles,California,8316,08/27/2021 12:00:00 AM,34.30828379,-118.2282411,2843599,31770,4678891.0,89358,0,0,0,0
Los Angeles,California,6037,10/14/2021 12:00:00 AM,34.30828379,-118.2282411,2843599,31770,4445862.0,89358,0,0,2316,0
Los Angeles,California,6037,09/08/2021 12:00:00 AM,34.30828379,-118.2282411,2846303,31807,9135704.0,89403,0,0,0,0
Los Angeles,California,6037,09/01/2021 12:00:00 AM,34.30828379,-118.2282411,2847097,31819,9136621.0,89428,0,0,0,0
Los Angeles,California,6906,09/08/2021 12:00:00 AM,34.30828379,-118.2282411,2848030,31830,9137596.0,89550,0,0,0,0
Los Angeles,California,6037,09/26/2021 12:00:00 AM,41.40109240461595,-118.2282411,2849185,31839,9150534.0,89556,0,0,0,0
Los Angeles,California,6037,11/23/2021 12:00:00 AM,40.766066355815454,-118.2282411,2850480,31852,4462876.0,89666,0,0,0,0
Los Angeles,California,6037,09/10/2021 12:00:00 AM,34.30828379,-118.2282411,2850480,31852,4418368.0,89670,0,0,0,0
Los Angeles,California,6037,09/11/2021 12:00:00 AM,49.593907982159465,-118.2282411,2850480,31852,4418368.0,89670,0,0,0,0
Los Angeles,California,6425,09/10/2021 12:00:00 AM,34.30828379,-167.82255155316403,2853706,31872,9160986.0,89697,0,0,0,0
Los Angeles,California,6037,09/11/2021 12:00:00 AM,34.30828379,-118.2282411,2854567,31884,9171381.0,89797,0,0,0,0
Los Angeles,California,6037,09/01/2021 12:00:00 AM,34.30828379,-118.2282411,2855687,31899,4497470.0,89838,0,0,0,0
Los Angeles,California,6037,08/27/2021 12:00:00 AM,34.30828379,-132.14318011055536,2857772,31913,9174880.0,89852,0,0,0,0
Los Angeles,California,6037,09/03/2021 12:00:00 AM,34.30828379,-118.2282411,1532430,27225,5105427.0,74781,0,0,0,0
Los Angeles,California,5805,03/27/2022 12:00:00 AM,34.30828379,-118.2282411,1534720,27244,4678891.0,74800,0,0,0,0
Los Angeles,California,6037,08/27/2021 12:00:00 AM,34.30828379,-118.2282411,1536351,27246,5109348.0,74802,0,0,0,0
oLs Angeles,California,6037,08/30/2021 12:00:00 AM,46.56243383856285,-118.2282411,1537450,27248,5127121.0,74911,0,0,0,0
Los Angeles,California,6037,09/09/2021 12:00:00 AM,34.30828379,-118.2282411,1538451,27262,5128725.0,74953,0,0,0,0
Los Angeles,California,6037,09/03/2021 12:00:00 AM,34.30828379,-118.2282411,1540200,27275,4489563.0,75080,0,0,0,0
Los Angeles,California,6037,09/08/2021 12:00:00 AM,34.30828379,-118.2282411,1541886,27288,5146771.0,75178,0,0,0,0
Los Angeles,California,6037,09/20/2021 12:00:00 AM,34.30828379,-118.2282411,1545583,27325,5155233.0,75270,1799,21,1799,23
Los Angeles,California,6037,09/06/2021 12:00:00 AM,34.30828379,-103.25135034718708,1547042,27330,4610847.0,75275,1459,5,1459,5
Los Angeles,California,6037,09/10/2021 12:00:00 AM,34.30828379,-118.2282411,1547042,27330,5156692.0,75275,0,0,0,0
Los Angeles,California,6037,09/03/2021 12:00:00 AM,34.30828379,-157.91667891968785,1548157,27341,5015745.0,75378,0,0,0,0
Los Aqngeles,California,6037,06/07/2022 12:00:00 AM,34.30828379,-118.2282411,1549296,27352,4418368.0,75428,0,0,0,0
Los Angeles,California,6037,09/03/2021 12:00:00 AM,34.30828379,-118.2282411,1551117,27369,5182686.0,75517,0,0,0,0
Los Angeles,California,6037,11/23/2021 12:00:00 AM,36.65251255005127,-118.2282411,1553366,27388,4620663.0,75603,0,0,0,0
Los Angeles,Catlifornia,6037,09/13/2021 12:00:00 AM,34.30828379,-118.2282411,1556685,27413,5199762.0,75698,0,0,0,19
Los Angeles,California,6037,09/04/2021 12:00:00 AM,31.316328875734776,-118.2282411,1560377,27432,8894324.0,75718,0,0,0,0
Losf Angeles,Calzifornia,6037,08/27/2021 12:00:00 AM,21.877180168011307,-118.2282411,1563879,27441,5206956.0,75727,0,0,0,0
Los Angeles,California,6037,09/11/2021 12:00:00 AM,34.30828379,-118.2282411,1567133,27448,4405324.0,75826,0,0,0,0
Los Angeles,California,6037,09/01/2021 12:00:00 AM,34.30828379,-154.62187074319257,1570230,27473,4629254.0,75878,0,0,0,0
Los Angeles,California,6037,09/13/2021 12:00:00 AM,34.30828379,-118.2282411,1576702,27488,5249273.0,75958,0,0,0,0
Los Angeles,California,6037,09/20/2021 12:00:00 AM,34.30828379,-118.2282411,1585313,27512,4497470.0,76054,0,0,0,0
Los Angeles,California,6037,09/27/2021 12:00:00 AM,34.30828379,-118.2282411,1595239,27533,4620663.0,76126,0,0,0,0
Los Angeles,California,6037,09/27/2021 12:00:00 AM,34.30828379,-118.2282411,1595239,27533,4405324.0,76126,0,0,0,0
Los Angeles,California,6037,09/01/2021 12:00:00 AM,34.30828379,-118.2282411,1616033,27546,5310698.0,76139,0,0,0,0
Los Angeles,California,6037,09/08/2021 12:00:00 AM,34.30828379,-118.2282411,1623442,27555,5327107.0,76175,0,0,0,0
Los Angeles,California,6037,09/10/2021 12:00:00 AM,34.30828379,-118.2282411,1632893,27576,4732419.0,76255,0,0,0,0
Los Angeles,California,6037,09/13/2021 12:00:00 AM,34.30828379,-118.2282411,1649376,27601,4678891.0,76336,0,0,0,0
Los Angeles,California,6037,09/01/2021 12:00:00 AM,34.30828379,-118.2282411,1669545,27625,5456421.0,76437,0,0,0,0
Los Angeles,California,6037,09/06/2021 12:00:00 AM,34.30828379,-118.2282411,1780154,27671,5768815.0,76634,22632,24,76786,94
Los Angeles,California,6037,09/09/2021 12:00:00 AM,34.30828379,-118.2282411,1921890,27772,4445862.0,77043,34364,16,34364,17
Los Angeles,alifornia,6037,08/30/2021 12:00:00 AM,34.30828379,-118.2282411,2683644,29099,8538829.0,80497,15550,101,29212,321
Los Angeles,California,6037,09/03/2021 12:00:00 AM,34.30828379,-118.2282411,2791630,30587,8959490.0,84980,0,0,0,0
