OBJECTID,GEOID,CITY,COUNTY,STATEABB,COUNTYFIPS,CBSA,CBSANAME,STATEFIPS,POPULATION,DOE_DAC,LINGISOPCT,OVER64PCT,PRE1960PCT,DSLPM,CANCER,PTRAF,PWDIS,PNPL,PRMP,PTSDF,PM25,LONGCOMPCT,NOCARPCT,ENERGYBRDN,FOSSEMPLMT,COALEMPLMT,OUTAGECNT,OUTAGEDUR,FOODSRTPCT,JOBACCESS,HOUSEBRDN,RENTPCT,TRNSPTBRDN,NOINTPCT,GREENSPACE,HOMELESPCT,UNINSURPCT,UNEMPPCT,DISABLPCT,INCPLMBPCT,SNGLPNTPCT,MOBILHMPCT,NONGRIDPCT,LESSHSPCT,LOWINCFPCT,LOWINCAPCT,EAL_NPCTL,ST_ABBR,FIPS,LOCATION,AREA_SQMI,E_TOTPOP,total_work,non_transi,transit_us,est_vmiles,est_annual,Avg_Annual,five_year_,Highway_MP,Mean_Annua,Mean_Ann_1,Average_au,Average_An,Average__1,travel_tim,average__2,transporta,zero_vehic,EPL_NOVEH,one_vehicl,two_vehicl,three_vehi,EPL_COMMUT,EPL_TCB,NWKI,EPL_NWKI,Transp_TH,EPL_AGE65,EP_UNINSUR,EPL_UNINSU,EPL_DISABL,Health_TH,EPL_NOHSDP,B25003_c_2,EPL_Renter,EPL_UNEMP,EPL_PCI,EPL_POV,GINI,EPL_GINI,B25106_001,B25106_002,B25106_006,B25106_010,B25106_014,B25106_018,B25106_022,B25106_024,B25106_028,B25106_032,B25106_036,B25106_040,B25106_044,P_HUCB,EPL_HUCB,Economy_TH,EPL_LIMENG,Equity_TH,Resilience,P_LDPNT,P_DSLPM,P_CANCR,P_RESP,P_OZONE,P_PM25,ENVIRO_TH,Transpor_1,HealthDis,EconomyDis,EquityDis,Resilien_1,EnviroDis,SumDis,DOT_DAC,Shape_Leng,Count_,NEVI_DAC,Shape__Area,Shape__Length
11,06001402500,Oakland,"Alameda County, CA",CA,6001,41860,"San Francisco-Oakland-Berkeley, CA",6,1781,0,0.0459,0.0763,0.3719,1.9434,57.5825,15259.8826,0,2.9806,3.4461,20.0424,22.3184,0.5617,0.3736,2,0.0009,0.0005,2,730,1,-8.9,12,85,13,15.4,-1,4.165,0.0483,0.1434,0.1392,0,0.6882,0,0.0218,0.188,0.6654,0.7435,57.8122,CA,06001402500,"Census Tract 4025, Alameda County, California",0.141102520308,1786,712,229,286,20.36,5090,24973,3.18818043,23.61574858,8325,138.75,1.01,5550.232494,2098.43626,2582.935172,5210.963278,0.208663888,37.4,97.7,32.6,21.6,8.4,85.9,11.35650629,14.33333333,15.7121,52.6671515725,10.17,2,7.6402872,83.56,33.7900957333,65.36,89.4,97,93.87,88.96,95.52,0.5189,92,734,78,9,24,0,0,6,656,168,69,69,11,0,48.5013623978,90.6872,89.0567428571,59.63,59.63,57.81217779,67.7594863387,92.7198185469,37.8766621759,65.1905352583,1.21117225864,94.4394634842,59.8661896771,1,0,1,1,0,1,4,1,0.0251990684203,1,1,589413.9453125,3200.5573512951
12,06001402600,Oakland,"Alameda County, CA",CA,6001,41860,"San Francisco-Oakland-Berkeley, CA",6,1243,0,0.3414,0.2776,0.2527,0.9716,29.2303,14327.431,0,0.9967,1.643,10.4827,11.1706,0.5495,0.1652,2,0.0009,0.0005,2,730,1,-9.1,14,83,12,26.6,0,4.165,0.0893,0.1068,0.222,0,0.7394,0,0.0491,0.1712,0.6299,0.7287,50.9575,CA,06001402600,"Census Tract 4026, Alameda County, California",0.123105533884,1196,569,240,158,15.17,3792.5,34286,3.18818043,23.61574858,8500,141.6666667,1.074,5601.452779,2098.43626,2637.231107,5582.576618,0.162823795,16.5,93.4,62.9,17,3.5,87.6,5.517921097,16.66666667,2.6292,47.2867802742,94.62,10.4,65.5853804,95.16,85.1217934667,85.2,89.4,97,91,72.92,96.63,0.55,96,631,67,22,4,0,5,10,564,163,39,49,29,0,50.8716323296,93.057,90.2581428571,99.32,99.32,50.9575331,58.5421545905,92.7175927068,40.0411493243,66.9868932374,1.34070140412,94.4721607429,59.0167753343,0,1,1,1,0,1,4,1,0.0233536653099,1,1,510354.05859375,2970.18206566392
13,06001402800,Oakland,"Alameda County, CA",CA,6001,41860,"San Francisco-Oakland-Berkeley, CA",6,4480,1,0.1503,0.1762,0.3633,1.8055,57.8141,22310.6325,0,1.0281,1.8846,29.1685,22.4043,0.6171,0.2431,1,0.0009,0.0005,2,730,0,-9.1,12,94,11,29.6,-2,4.165,0.0625,0.0891,0.2141,0.0674,0.3872,0.0024,0.0896,0.1335,0.4551,0.616,93.7228,CA,06001402800,"Census Tract 4028, Alameda County, California",0.153788673722,4639,2301,524,986,0,5534.166667,58929,3.18818043,23.61574858,7800,130,1.144,6396.165131,2098.43626,2420.047369,4775.826891,0.081043746,24.3,95.9,42.9,26.9,5.9,79.2,0.824564813,18.83333333,0.1538,44.0195912033,60.07,4.6,27.6748643,93.33,60.3582881,70.86,92,98,71.21,8.34,87.72,0.6031,99,2389,192,12,13,0,30,52,2197,637,90,64,27,104,43.0724152365,83.2939,74.0605571429,83.27,83.27,93.7227622,66.0793316185,90.9056981469,38.4015354077,65.4458773767,1.56996071163,94.5607105962,59.4938523096,0,1,1,1,1,1,5,1,0.0271164453874,1,1,641901.25390625,3391.67727924345
14,06001402900,Oakland,"Alameda County, CA",CA,6001,41860,"San Francisco-Oakland-Berkeley, CA",6,1406,1,0.2647,0.2712,0.6188,0.8921,28.8257,7239.3558,0,0.4252,0.8871,15.5072,11.1992,0.5544,0.4342,1,0.0009,0.0005,2,730,0,-9.2,12,99,11,23.7,0,4.165,0.0804,0.0582,0.2346,0.0148,0.8936,0,0.1075,0.2055,0.5034,0.6506,96.5039,CA,06001402900,"Census Tract 4029, Alameda County, California",0.151273991396,1427,720,201,390,0,4273.333333,40000,3.18818043,23.61574858,6700,111.6666667,0.77,4095.772754,2098.43626,2078.758637,4358.814838,0.108970371,43.4,98.2,43.7,5.4,7.5,58.9,1.71437297,17.16666667,1.5693,40.0959182425,94.02,13,76.177218,89.21,86.4690726667,80.27,100,100,52.17,25.9,82.1,0.5291,94,949,0,0,0,0,0,0,949,200,104,54,52,14,44.6786090622,85.8462,74.3266,96.52,96.52,96.50393874,83.9093172957,90.5369342182,38.0232256145,64.3855766825,1.72967263754,94.544797207,62.1882539426,0,1,1,1,1,1,5,1,0.0289530812191,1,1,623072.97265625,3633.99269482677
15,06001403000,Oakland,"Alameda County, CA",CA,6001,41860,"San Francisco-Oakland-Berkeley, CA",6,2905,1,0.6636,0.3961,0.4209,1.8476,57.6378,33224.6099,0,0.9757,2.2111,26.3398,22.3312,0.5066,0.2195,1,0.0009,0.0005,2,730,0,-9.1,16,80,11,34.2,-2,4.165,0.0306,0.0772,0.2382,0.0354,0.1825,0.0141,0.0783,0.3989,0.5449,0.7314,97.0319,CA,06001403000,"Census Tract 4030, Alameda County, California",0.136060028188,2969,1139,455,471,13.83,3457.5,31021,3.18818043,23.61574858,6050,100.8333333,1.015,5220.419841,2098.43626,1877.088023,4830.252646,0.155709121,21.9,95.3,55.8,20.9,1.3,44,4.787750909,16.08333333,4.6241,37.1779627272,98.6,6.1,39.4623193,96.53,78.1974397667,97.22,66.3,87,78.13,57.09,88.44,0.5887,99,1469,495,149,48,11,12,20,974,275,164,44,46,0,52.3485364193,94.3022,85.8831714286,99.92,99.92,97.03185361,65.3739910709,91.5465278896,37.9857971141,65.7735684372,1.62572476172,94.4572416093,59.4604751471,0,1,1,1,1,1,5,1,0.0245491984935,1,1,572748.55078125,3102.86139211486
16,06001403100,Oakland,"Alameda County, CA",CA,6001,41860,"San Francisco-Oakland-Berkeley, CA",6,2101,0,0.2978,0.1463,0.2468,0.9518,29.2838,20034.5887,0,0.8241,1.6726,10.193,11.1685,0.5674,0.1988,1,0.0009,0.0005,2,730,0,-9.1,19,73,12,13.7,-2,4.165,0.0475,0.0532,0.1142,0.0223,0.3603,0,0.0768,0.1036,0.4156,0.4053,97.1295,CA,06001403100,"Census Tract 4031, Alameda County, California",0.133920250904,1668,1209,356,664,22.18,5545,60163,3.18818043,23.61574858,8400,140,1.045,5845.091903,2098.43626,2606.204858,5479.831322,0.09108308,19.9,94.7,58.9,18,3.2,86.6,1.088314501,19,0.1085,45.6242036253,45.84,2.5,11.0091234,83.56,46.8030411333,88.42,71.9,91,63.75,32.1,94.55,0.4772,81,898,252,22,10,0,16,25,646,188,12,0,19,107,44.4320712695,85.4481,76.6097285714,96.15,96.15,97.12946287,57.9454751478,92.2839925498,40.3175946374,67.7255295229,1.45281626785,94.4665419051,59.0319916718,0,0,1,1,1,1,4,1,0.0240059484032,1,1,549158.72265625,3033.48156620664
17,06001403300,Oakland,"Alameda County, CA",CA,6001,41860,"San Francisco-Oakland-Berkeley, CA",6,4178,0,0.2868,0.1894,0.1748,1.8689,58.0596,34689.1668,0,0.8264,1.911,20.6492,22.3036,0.5704,0.1473,1,0.0009,0.0005,2,730,0,-9,25,76,12,26.3,-3,4.165,0.0306,0.0626,0.1905,0,0.4314,0.0321,0.0985,0.2231,0.4038,0.4927,92.9075,CA,06001403300,"Census Tract 4033, Alameda County, California",0.353606497374,4240,2403,709,1099,21.5,5375,52860,3.18818043,23.61574858,7300,121.6666667,1.242,6901.462405,2098.43626,2264.916127,5260.887119,0.099524917,14.7,92.5,47.1,37.5,0.7,70.9,1.37011022,19.33333333,0.0357,41.201452555,82.88,7.5,49.1348784,86.47,72.8282928,84.17,67.2,88,89.91,12.13,87.61,0.5064,90,2143,703,140,32,44,14,94,1440,229,167,103,84,133,48.5300979935,90.7422,77.5088857143,98.31,98.31,92.90751866,49.6253701924,91.8539562153,39.0460572258,65.1339369618,1.81673594005,94.4191643337,56.9825368115,0,1,1,1,1,1,5,1,0.0415421389066,1,1,1621190.0390625,5203.73471172003
18,06001403400,Oakland,"Alameda County, CA",CA,6001,41860,"San Francisco-Oakland-Berkeley, CA",6,4340,1,0.1523,0.2375,0.5024,3.4229,115.4147,17034.7198,0,1.5017,3.2506,59.4655,44.7422,0.5996,0.1947,1,0.0009,0.0005,2,730,0,-9.1,20,90,12,11.9,-3,4.165,0.0823,0.0178,0.1898,0.0056,0.6553,0,0.1142,0.0758,0.2422,0.4602,92.458,CA,06001403400,"Census Tract 4034, Alameda County, California",0.256462075868,4617,2897,801,1167,18.2,4550,55221,3.18818043,23.61574858,7500,125,0.989,5319.674572,2098.43626,2326.968624,4643.135157,0.084082779,19.5,94.6,65.2,12.5,2.9,74.3,0.902301563,12.45833333,30.555,50.0893253907,85.11,8.2,53.5472762,83.24,73.9657587333,44.58,90.3,97,6.09,6.28,45.82,0.4896,85,2838,275,14,28,0,29,15,2563,330,262,103,244,139,41.0147991543,79.7311,52.0715857143,89.65,89.65,92.45796615,77.0215428917,89.2656334861,38.1586093568,64.5187017471,2.01388911731,94.5121301907,60.9150844649,1,1,1,1,1,1,6,1,0.0515459821785,1,1,2069977.140625,6321.41162135311
19,06001403501,Oakland,"Alameda County, CA",CA,6001,41860,"San Francisco-Oakland-Berkeley, CA",6,4492,0,0.1752,0.136,0.3343,2.5577,87.5518,34138.1777,0,0.8583,1.4383,51.3857,33.6838,0.5145,0.1881,1,0.0009,0.0005,2,730,0,-9.2,17,86,12,14.9,-1,4.165,0.0381,0.0323,0.2016,0,0.0617,0,0.0595,0.0655,0.3819,0.6181,92.5143,CA,06001403501,"Census Tract 4035.01, Alameda County, California",0.258638918944,4644,2599,1233,666,19.25,4812.5,49727,3.18818043,23.61574858,8075,134.5833333,1.199,6517.096843,2098.43626,2505.369551,6134.895891,0.123371526,18.8,94.3,44.7,34.3,2.2,83,2.395957689,16.83333333,2.3066,45.5006394223,63.1,9.2,59.3864997,83.56,68.6821665667,54.27,89.5,97,35.44,19.05,65.33,0.5005,88,2655,279,0,0,0,15,50,2376,396,381,129,309,30,49.34086629,91.5797,64.3813857143,90.75,90.75,92.51433206,64.2530018997,89.1360979566,39.7929159536,65.0322648611,1.93607653816,94.6449217664,59.1325464959,0,1,1,1,1,1,5,1,0.0403556152828,1,1,1066626.5625,5160.01095755706
20,06001403600,Oakland,"Alameda County, CA",CA,6001,41860,"San Francisco-Oakland-Berkeley, CA",6,5570,0,0.0364,0.1167,0.2646,2.4821,86.811,19823.4507,0,0.8063,1.7045,40.3258,33.6099,0.5119,0.0565,1,0.0009,0.0005,2,730,0,-9.2,20,84,13,4.6,0,4.165,0.049,0.0528,0.0758,0.0201,0.4637,0,0.0469,0.0515,0.3108,0.3414,86.5327,CA,06001403600,"Census Tract 4036, Alameda County, California",0.151155458082,5252,3651,1833,968,28.69,7172.5,45497,3.18818043,23.61574858,7275,121.25,1.467,8720.31769,2098.43626,2257.159565,7191.596329,0.158067484,5.6,79.4,49.1,38.3,7,70.4,5.022349316,12.44444444,30.7033,46.381412329,27.71,5.1,31.7491286,19.24,26.2330428667,32.92,88.6,97,44.73,14.07,19.42,0.4478,68,2643,301,33,45,31,14,46,2342,217,253,204,153,154,43.5111615588,84.0175,51.4510714286,79.08,79.08,86.53267161,59.379230869,88.1888476347,38.5470771594,65.1167885444,2.19377860092,94.5623480469,57.9980118092,0,0,1,1,1,1,4,1,0.0328211710104,1,1,626573.70703125,4077.91911683253
21,06001403701,Oakland,"Alameda County, CA",CA,6001,41860,"San Francisco-Oakland-Berkeley, CA",6,2968,0,0.0495,0.2095,0.5143,1.6995,57.0854,5615.0556,0,0.6112,1.2529,31.7981,22.4431,0.491,0.1156,1,0.0009,0.0005,2,730,0,-9.3,19,90,12,7.1,-1,4.165,0.0812,0.0401,0.1235,0,0.3246,0,0.0621,0.0541,0.2365,0.3145,80.008,CA,06001403701,"Census Tract 4037.01, Alameda County, California",0.067161284594,2795,1927,771,532,21.94,5485,57885,3.18818043,23.61574858,7525,125.4166667,1.202,6707.703112,2098.43626,2334.725186,5597.832186,0.096706093,11.6,90.3,63.1,19.1,6.3,74.8,1.257669563,14.25,16.264,45.6554173908,71.49,12.5,74.4178135,71.58,72.4959378333,20.16,87.5,97,24.52,5.97,46.21,0.4319,58,1738,218,20,0,9,0,27,1520,123,221,132,57,41,36.248561565,69.5246,45.9120857143,55.36,55.36,80.00797371,77.8615864955,89.0507892659,36.6830046944,63.4420785353,2.01031615752,94.6253556026,60.6121884585,0,1,0,1,1,1,4,1,0.0189043456851,1,1,268926.6484375,2321.90228644157
