usaf,wban,yrmodahrmn,dir,spd,gus,clg,skc,l,m,h,vsb,mw,mw_one,mw_two,mw_three,aw,aw_one,aw_two,aw_three,w,temp,dewp,slp,alt,stp,max,min,pcp_zero_one,pcp_zero_six,pcp_two_four,pcpxx,sd
94889,201304032353,***,0,***,722,CLR,*,*,*,10.0,**,**,**,**,**,**,**,**,*,40,8,1029.1,30.36,997.3,43,38,0.00,*****,*****,*****,**,NULL
94889,201304040053,***,0,***,722,CLR,*,*,*,10.0,**,**,**,**,**,**,**,**,*,31,9,1028.7,30.35,997.0,***,***,0.00,*****,*****,*****,**,NULL
94889,201304040153,200,5,***,722,CLR,*,*,*,10.0,**,**,**,**,**,**,**,**,*,32,13,1029.4,30.37,997.7,***,***,0.00,*****,*****,*****,**,NULL
94889,201304040253,190,3,***,722,CLR,*,*,*,10.0,**,**,**,**,**,**,**,**,*,30,14,1029.1,30.36,997.3,***,***,0.00,*****,*****,*****,**,NULL
94889,201304040353,***,0,***,722,CLR,*,*,*,10.0,**,**,**,**,**,**,**,**,*,28,15,1028.6,30.35,997.0,***,***,0.00,*****,*****,*****,**,NULL
94889,201304040453,***,0,***,722,CLR,*,*,*,10.0,**,**,**,**,**,**,**,**,*,22,15,1028.8,30.35,997.0,***,***,0.00,*****,*****,*****,**,NULL
94889,201304040459,***,***,***,***,***,*,*,*,****,**,**,**,**,**,**,**,**,*,****,****,******,*****,******,43,***,*****,*****,0.00,*****,**,NULL
94889,201304040553,***,0,***,722,CLR,*,*,*,10.0,**,**,**,**,**,**,**,**,*,19,14,1028.5,30.34,996.7,39,19,0.00,*****,*****,*****,**,NULL
94889,201304040653,***,0,***,722,CLR,*,*,*,10.0,**,**,**,**,**,**,**,**,*,21,15,1027.8,30.33,996.4,***,***,0.00,*****,*****,*****,**,NULL
94889,201304040753,***,0,***,722,CLR,*,*,*,10.0,**,**,**,**,**,**,**,**,*,19,14,1027.5,30.31,995.7,***,***,0.00,*****,*****,*****,**,NULL
94889,201304040853,***,0,***,722,CLR,*,*,*,10.0,**,**,**,**,**,**,**,**,*,19,15,1027.3,30.31,995.7,***,***,0.00,*****,*****,*****,**,NULL
94889,201304040953,210,3,***,722,CLR,*,*,*,10.0,**,**,**,**,**,**,**,**,*,22,13,1026.8,30.29,995.0,***,***,0.00,*****,*****,*****,**,NULL
94889,201304041053,200,3,***,722,CLR,*,*,*,10.0,**,**,**,**,**,**,**,**,*,19,12,1026.2,30.27,994.4,***,***,0.00,*****,*****,*****,**,NULL
94889,201304041153,***,0,***,722,CLR,*,*,*,10.0,**,**,**,**,**,**,**,**,*,19,14,1025.8,30.26,994.0,23,17,0.00,*****,*****,*****,**,NULL
94889,201304041253,230,9,***,722,CLR,*,*,*,10.0,**,**,**,**,**,**,**,**,*,30,18,1025.5,30.26,994.0,***,***,0.00,*****,*****,*****,**,NULL
94889,201304041353,210,9,***,722,CLR,*,*,*,10.0,**,**,**,**,**,**,**,**,*,36,16,1024.2,30.22,992.7,***,***,0.00,*****,*****,*****,**,NULL
94889,201304041453,170,7,***,722,CLR,*,*,*,10.0,**,**,**,**,**,**,**,**,*,41,15,1023.1,30.19,991.7,***,***,0.00,*****,*****,*****,**,NULL
94889,201304041553,210,9,***,722,CLR,*,*,*,10.0,**,**,**,**,**,**,**,**,*,44,13,1022.3,30.17,991.1,***,***,0.00,*****,*****,*****,**,NULL
94889,201304041653,220,11,***,722,CLR,*,*,*,10.0,**,**,**,**,**,**,**,**,*,48,12,1021.1,30.13,989.7,***,***,0.00,*****,*****,*****,**,NULL
94889,201304041753,210,11,***,722,CLR,*,*,*,10.0,**,**,**,**,**,**,**,**,*,50,12,1019.7,30.09,988.4,51,20,0.00,*****,*****,*****,**,NULL
94889,201304041853,200,13,20,722,CLR,*,*,*,10.0,**,**,**,**,**,**,**,**,*,53,12,1018.5,30.06,987.4,***,***,0.00,*****,*****,*****,**,NULL
94889,201304041953,210,9,17,722,CLR,*,*,*,10.0,**,**,**,**,**,**,**,**,*,54,14,1017.3,30.02,986.1,***,***,0.00,*****,*****,*****,**,NULL
94889,201304042053,260,14,20,722,CLR,*,*,*,10.0,**,**,**,**,**,**,**,**,*,55,13,1016.3,29.99,985.1,***,***,0.00,*****,*****,*****,**,NULL
94889,201304042153,250,13,***,722,CLR,*,*,*,10.0,**,**,**,**,**,**,**,**,*,56,14,1015.5,29.97,984.5,***,***,0.00,*****,*****,*****,**,NULL
94889,201304042253,260,8,***,722,CLR,*,*,*,10.0,**,**,**,**,**,**,**,**,*,54,15,1015.4,29.97,984.5,***,***,0.00,*****,*****,*****,**,NULL
94889,201304042353,240,7,***,722,CLR,*,*,*,10.0,**,**,**,**,**,**,**,**,*,47,17,1015.4,29.96,984.1,56,47,0.00,*****,*****,*****,**,NULL
94889,201304050053,280,3,***,722,CLR,*,*,*,10.0,**,**,**,**,**,**,**,**,*,48,17,1015.0,29.96,984.1,***,***,0.00,*****,*****,*****,**,NULL
94889,201304050153,***,0,***,722,CLR,*,*,*,10.0,**,**,**,**,**,**,**,**,*,37,22,1015.4,29.97,984.5,***,***,0.00,*****,*****,*****,**,NULL
94889,201304050253,280,5,***,722,SCT,*,*,*,10.0,**,**,**,**,**,**,**,**,*,33,23,1015.3,29.96,984.1,***,***,0.00,*****,*****,*****,**,NULL
94889,201304050353,290,5,***,95,BKN,*,*,*,10.0,**,**,**,**,**,**,**,**,*,39,24,1014.7,29.95,983.8,***,***,0.00,*****,*****,*****,**,NULL
94889,201304050453,***,0,***,65,OVC,*,*,*,10.0,**,**,**,**,**,**,**,**,*,43,20,1014.2,29.94,983.5,***,***,0.00,*****,*****,*****,**,NULL
94889,201304050459,***,***,***,***,***,*,*,*,****,**,**,**,**,**,**,**,**,*,****,****,******,*****,******,56,***,*****,*****,0.00,*****,**,NULL
94889,201304050553,***,0,***,60,OVC,*,*,*,10.0,**,**,**,**,**,**,**,**,*,39,26,1014.0,29.93,983.1,48,29,0.00,*****,*****,*****,**,NULL
94889,201304050653,***,0,***,65,OVC,*,*,*,10.0,**,**,**,**,**,**,**,**,*,41,26,1014.0,29.94,983.5,***,***,0.00,*****,*****,*****,**,NULL
94889,201304050753,330,5,***,60,BKN,*,*,*,10.0,**,**,**,**,**,**,**,**,*,42,18,1014.2,29.94,983.5,***,***,0.00,*****,*****,*****,**,NULL
94889,201304050853,030,9,***,722,SCT,*,*,*,10.0,**,**,**,**,**,**,**,**,*,41,23,1015.1,29.97,984.5,***,***,0.00,*****,*****,*****,**,NULL
94889,201304050953,030,9,***,722,SCT,*,*,*,10.0,**,**,**,**,**,**,**,**,*,39,28,1016.2,30.00,985.5,***,***,0.00,*****,*****,*****,**,NULL
94889,201304051053,020,9,***,722,CLR,*,*,*,10.0,**,**,**,**,**,**,**,**,*,37,29,1017.6,30.04,986.8,***,***,0.00,*****,*****,*****,**,NULL
94889,201304051153,030,14,***,722,CLR,*,*,*,10.0,**,**,**,**,**,**,**,**,*,36,25,1019.1,30.08,988.1,42,36,0.00,*****,*****,*****,**,NULL
94889,201304051253,020,14,18,722,CLR,*,*,*,10.0,**,**,**,**,**,**,**,**,*,38,23,1020.0,30.11,989.1,***,***,0.00,*****,*****,*****,**,NULL
94889,201304051353,350,9,***,722,CLR,*,*,*,10.0,**,**,**,**,**,**,**,**,*,41,20,1020.1,30.11,989.1,***,***,0.00,*****,*****,*****,**,NULL
94889,201304051453,330,13,***,722,CLR,*,*,*,10.0,**,**,**,**,**,**,**,**,*,44,18,1020.4,30.12,989.4,***,***,0.00,*****,*****,*****,**,NULL
94889,201304051553,350,11,23,722,CLR,*,*,*,10.0,**,**,**,**,**,**,**,**,*,45,17,1020.6,30.12,989.4,***,***,0.00,*****,*****,*****,**,NULL
94889,201304051653,990,6,***,722,CLR,*,*,*,10.0,**,**,**,**,**,**,**,**,*,46,15,1020.5,30.12,989.4,***,***,0.00,*****,*****,*****,**,NULL
94889,201304051753,990,11,20,722,CLR,*,*,*,10.0,**,**,**,**,**,**,**,**,*,48,14,1020.3,30.12,989.4,49,36,0.00,*****,*****,*****,**,NULL
94889,201304051853,990,10,20,722,CLR,*,*,*,10.0,**,**,**,**,**,**,**,**,*,49,15,1020.1,30.11,989.1,***,***,0.00,*****,*****,*****,**,NULL
94889,201304051953,350,11,***,722,CLR,*,*,*,10.0,**,**,**,**,**,**,**,**,*,50,13,1019.7,30.10,988.8,***,***,0.00,*****,*****,*****,**,NULL
94889,201304052053,010,6,18,722,CLR,*,*,*,10.0,**,**,**,**,**,**,**,**,*,49,14,1019.6,30.10,988.8,***,***,0.00,*****,*****,*****,**,NULL
94889,201304052153,340,6,***,722,CLR,*,*,*,10.0,**,**,**,**,**,**,**,**,*,49,14,1020.1,30.11,989.1,***,***,0.00,*****,*****,*****,**,NULL
94889,201304052253,020,8,***,722,CLR,*,*,*,10.0,**,**,**,**,**,**,**,**,*,47,15,1020.6,30.12,989.4,***,***,0.00,*****,*****,*****,**,NULL
94889,201304052353,040,6,***,722,CLR,*,*,*,10.0,**,**,**,**,**,**,**,**,*,44,15,1021.2,30.14,990.1,50,44,0.00,*****,*****,*****,**,NULL
94889,201304060053,030,3,***,722,CLR,*,*,*,10.0,**,**,**,**,**,**,**,**,*,41,15,1021.8,30.16,990.7,***,***,0.00,*****,*****,*****,**,NULL
94889,201304060153,110,7,***,722,CLR,*,*,*,10.0,**,**,**,**,**,**,**,**,*,37,23,1022.8,30.18,991.4,***,***,0.00,*****,*****,*****,**,NULL
94889,201304060253,120,6,***,722,CLR,*,*,*,10.0,**,**,**,**,**,**,**,**,*,35,23,1023.2,30.20,992.1,***,***,0.00,*****,*****,*****,**,NULL
94889,201304060353,120,6,***,722,CLR,*,*,*,10.0,**,**,**,**,**,**,**,**,*,32,22,1023.3,30.20,992.1,***,***,0.00,*****,*****,*****,**,NULL
94889,201304060453,100,5,***,722,CLR,*,*,*,10.0,**,**,**,**,**,**,**,**,*,32,22,1023.3,30.20,992.1,***,***,0.00,*****,*****,*****,**,NULL
94889,201304060459,***,***,***,***,***,*,*,*,****,**,**,**,**,**,**,**,**,*,****,****,******,*****,******,50,***,*****,*****,0.00,*****,**,NULL
94889,201304060553,100,5,***,722,CLR,*,*,*,10.0,**,**,**,**,**,**,**,**,*,30,20,1023.5,30.21,992.4,44,30,0.00,*****,*****,*****,**,NULL
94889,201304060653,100,3,***,722,CLR,*,*,*,10.0,**,**,**,**,**,**,**,**,*,30,19,1023.7,30.21,992.4,***,***,0.00,*****,*****,*****,**,NULL
94889,201304060753,100,6,***,95,OVC,*,*,*,10.0,**,**,**,**,**,**,**,**,*,31,19,1023.7,30.21,992.4,***,***,0.00,*****,*****,*****,**,NULL
94889,201304060853,100,6,***,95,OVC,*,*,*,10.0,**,**,**,**,**,**,**,**,*,32,17,1023.6,30.21,992.4,***,***,0.00,*****,*****,*****,**,NULL
94889,201304060953,110,9,***,75,OVC,*,*,*,10.0,**,**,**,**,**,**,**,**,*,32,17,1023.8,30.22,992.7,***,***,0.00,*****,*****,*****,**,NULL
94889,201304061053,110,5,***,70,OVC,*,*,*,10.0,**,**,**,**,**,**,**,**,*,32,17,1024.1,30.23,993.1,***,***,0.00,*****,*****,*****,**,NULL
94889,201304061153,100,7,***,65,OVC,*,*,*,10.0,**,**,**,**,**,**,**,**,*,33,19,1024.2,30.23,993.1,33,30,0.00,*****,*****,*****,**,NULL
94889,201304061253,140,7,***,60,OVC,*,*,*,10.0,**,**,**,**,**,**,**,**,*,34,21,1024.7,30.24,993.4,***,***,0.00,*****,*****,*****,**,NULL
94889,201304061353,140,11,***,60,OVC,*,*,*,10.0,**,**,**,**,**,**,**,**,*,36,21,1024.2,30.22,992.7,***,***,0.00,*****,*****,*****,**,NULL
94889,201304061453,140,13,21,90,BKN,*,*,*,10.0,**,**,**,**,**,**,**,**,*,40,22,1023.3,30.20,992.1,***,***,0.00,*****,*****,*****,**,NULL
94889,201304061553,140,16,23,722,SCT,*,*,*,10.0,**,**,**,**,**,**,**,**,*,42,17,1023.2,30.19,991.7,***,***,0.00,*****,*****,*****,**,NULL
94889,201304061653,150,16,21,722,CLR,*,*,*,10.0,**,**,**,**,**,**,**,**,*,44,17,1021.8,30.15,990.4,***,***,0.00,*****,*****,*****,**,NULL
94889,201304061753,150,14,22,722,CLR,*,*,*,10.0,**,**,**,**,**,**,**,**,*,48,18,1020.3,30.11,989.1,48,33,0.00,*****,*****,*****,**,NULL
94889,201304061853,160,14,23,722,CLR,*,*,*,10.0,**,**,**,**,**,**,**,**,*,49,20,1019.0,30.07,987.8,***,***,0.00,*****,*****,*****,**,NULL
94889,201304061953,150,13,***,722,SCT,*,*,*,10.0,**,**,**,**,**,**,**,**,*,51,21,1017.3,30.03,986.4,***,***,0.00,*****,*****,*****,**,NULL
94889,201304062053,140,14,22,722,CLR,*,*,*,10.0,**,**,**,**,**,**,**,**,*,52,23,1015.6,29.98,984.8,***,***,0.00,*****,*****,*****,**,NULL
94889,201304062153,150,14,21,722,CLR,*,*,*,10.0,**,**,**,**,**,**,**,**,*,50,24,1014.5,29.94,983.5,***,***,0.00,*****,*****,*****,**,NULL
94889,201304062253,150,14,22,722,SCT,*,*,*,10.0,**,**,**,**,**,**,**,**,*,49,25,1013.5,29.91,982.5,***,***,0.00,*****,*****,*****,**,NULL
94889,201304062353,140,10,***,722,CLR,*,*,*,10.0,**,**,**,**,**,**,**,**,*,47,26,1013.1,29.90,982.2,53,47,0.00,*****,*****,*****,**,NULL
94889,201304070053,130,9,***,722,CLR,*,*,*,10.0,**,**,**,**,**,**,**,**,*,45,27,1012.6,29.89,981.8,***,***,0.00,*****,*****,*****,**,NULL
94889,201304070153,140,10,***,722,CLR,*,*,*,10.0,**,**,**,**,**,**,**,**,*,45,28,1011.5,29.86,980.8,***,***,0.00,*****,*****,*****,**,NULL
