id,article_title,article_language,journal_title,jounral_abbreviation,journal_issn,article_jvolumn,article_jissue,article_jcreated_at,article_pagination,author_list
CLN,CLN,CLN,CLN,CLN,CLN,CLN,CLN,REP,CLN,CLN
CLN,CLN,CLN,CLN,CLN,CLN,CLN,CLN,REP,CLN,CLN
CLN,CLN,CLN,CLN,CLN,CLN,CLN,CLN,CLN,CLN,CLN
CLN,CLN,CLN,CLN,CLN,CLN,CLN,CLN,CLN,CLN,CLN
CLN,CLN,CLN,CLN,CLN,CLN,CLN,CLN,REP,CLN,CLN
CLN,CLN,CLN,CLN,CLN,CLN,CLN,CLN,REP,CLN,CLN
CLN,CLN,CLN,CLN,CLN,CLN,CLN,CLN,REP,CLN,CLN
CLN,CLN,CLN,CLN,CLN,CLN,CLN,REP,REP,CLN,CLN
CLN,CLN,CLN,CLN,CLN,CLN,CLN,CLN,REP,CLN,CLN
CLN,CLN,CLN,CLN,CLN,CLN,CLN,CLN,REP,CLN,CLN
CLN,CLN,CLN,CLN,CLN,CLN,CLN,CLN,REP,CLN,CLN
CLN,CLN,CLN,CLN,CLN,CLN,CLN,CLN,REP,SEM,CLN
CLN,CLN,CLN,CLN,CLN,CLN,CLN,CLN,REP,CLN,CLN
CLN,CLN,CLN,CLN,CLN,CLN,CLN,CLN,REP,CLN,CLN
CLN,CLN,CLN,CLN,CLN,CLN,CLN,CLN,REP,CLN,CLN
CLN,CLN,CLN,CLN,CLN,CLN,CLN,CLN,REP,CLN,CLN
CLN,CLN,CLN,CLN,CLN,CLN,CLN,REP,REP,CLN,CLN
CLN,CLN,CLN,CLN,CLN,CLN,CLN,REP,REP,CLN,CLN
CLN,CLN,CLN,CLN,CLN,CLN,CLN,CLN,REP,CLN,CLN
CLN,CLN,CLN,CLN,CLN,CLN,CLN,CLN,REP,CLN,TYP
CLN,CLN,CLN,CLN,CLN,CLN,CLN,CLN,REP,CLN,CLN
CLN,CLN,CLN,CLN,CLN,CLN,CLN,CLN,CLN,CLN,TYP
CLN,CLN,CLN,CLN,CLN,CLN,CLN,CLN,CLN,CLN,CLN
CLN,CLN,CLN,CLN,CLN,CLN,CLN,CLN,REP,CLN,TYP
CLN,CLN,CLN,CLN,CLN,CLN,CLN,CLN,CLN,CLN,CLN
CLN,CLN,CLN,CLN,CLN,CLN,CLN,CLN,REP,CLN,CLN
CLN,CLN,CLN,CLN,CLN,CLN,CLN,CLN,REP,CLN,CLN
CLN,CLN,CLN,CLN,CLN,CLN,CLN,CLN,REP,REP,CLN
CLN,CLN,CLN,CLN,CLN,CLN,CLN,CLN,REP,CLN,CLN
CLN,CLN,CLN,CLN,CLN,CLN,CLN,CLN,REP,CLN,CLN
CLN,CLN,CLN,CLN,CLN,CLN,CLN,CLN,CLN,CLN,CLN
CLN,CLN,CLN,CLN,CLN,CLN,CLN,CLN,REP,CLN,CLN
CLN,CLN,CLN,CLN,CLN,CLN,CLN,CLN,REP,CLN,CLN
CLN,CLN,CLN,CLN,CLN,CLN,CLN,CLN,REP,CLN,CLN
CLN,CLN,CLN,CLN,CLN,CLN,CLN,CLN,REP,CLN,CLN
CLN,CLN,CLN,CLN,CLN,CLN,CLN,CLN,REP,CLN,TYP
CLN,CLN,CLN,CLN,CLN,CLN,CLN,CLN,REP,CLN,CLN
CLN,CLN,CLN,CLN,CLN,SEM,CLN,CLN,REP,CLN,TYP
CLN,CLN,CLN,CLN,CLN,CLN,CLN,CLN,REP,CLN,CLN
CLN,CLN,CLN,CLN,CLN,CLN,CLN,CLN,REP,CLN,CLN
CLN,CLN,CLN,CLN,CLN,CLN,CLN,CLN,CLN,CLN,CLN
CLN,CLN,CLN,CLN,CLN,CLN,CLN,CLN,REP,CLN,CLN
CLN,CLN,CLN,CLN,CLN,CLN,CLN,CLN,REP,CLN,CLN
CLN,CLN,CLN,CLN,CLN,CLN,CLN,CLN,REP,REP,CLN
CLN,CLN,CLN,CLN,CLN,CLN,CLN,CLN,CLN,CLN,CLN
CLN,CLN,CLN,CLN,CLN,CLN,CLN,CLN,REP,CLN,CLN
CLN,CLN,CLN,CLN,CLN,CLN,CLN,CLN,REP,CLN,CLN
CLN,CLN,CLN,CLN,CLN,CLN,CLN,CLN,REP,CLN,CLN
CLN,CLN,CLN,CLN,CLN,CLN,CLN,CLN,REP,CLN,TYP
CLN,CLN,CLN,CLN,CLN,CLN,CLN,CLN,CLN,CLN,CLN
CLN,CLN,CLN,CLN,CLN,CLN,CLN,CLN,REP,CLN,CLN
CLN,CLN,CLN,CLN,CLN,CLN,CLN,CLN,CLN,CLN,CLN
CLN,CLN,CLN,CLN,CLN,CLN,CLN,CLN,CLN,CLN,CLN
CLN,CLN,CLN,CLN,CLN,CLN,CLN,CLN,REP,CLN,TYP
CLN,CLN,CLN,CLN,CLN,CLN,CLN,CLN,REP,CLN,CLN
CLN,CLN,CLN,CLN,CLN,CLN,CLN,CLN,REP,CLN,CLN
CLN,CLN,CLN,CLN,CLN,CLN,CLN,CLN,REP,CLN,CLN
CLN,CLN,CLN,CLN,CLN,CLN,CLN,CLN,REP,CLN,CLN
CLN,CLN,CLN,CLN,CLN,CLN,CLN,CLN,REP,CLN,CLN
CLN,CLN,CLN,CLN,CLN,CLN,CLN,CLN,REP,CLN,CLN
CLN,CLN,CLN,CLN,CLN,CLN,CLN,CLN,REP,CLN,CLN
CLN,CLN,CLN,CLN,CLN,CLN,REP,CLN,CLN,CLN,CLN
CLN,CLN,CLN,CLN,CLN,CLN,CLN,CLN,REP,CLN,CLN
CLN,CLN,CLN,CLN,CLN,CLN,CLN,CLN,REP,CLN,CLN
CLN,CLN,CLN,CLN,CLN,CLN,CLN,CLN,REP,CLN,CLN
CLN,CLN,CLN,CLN,CLN,CLN,CLN,CLN,REP,CLN,CLN
CLN,CLN,CLN,CLN,CLN,CLN,CLN,CLN,REP,CLN,CLN
CLN,CLN,CLN,CLN,CLN,CLN,CLN,CLN,CLN,CLN,CLN
CLN,CLN,CLN,CLN,CLN,CLN,CLN,CLN,CLN,CLN,CLN
CLN,CLN,CLN,CLN,CLN,CLN,CLN,CLN,REP,CLN,CLN
CLN,TYP,CLN,TYP,CLN,CLN,CLN,CLN,CLN,CLN,TYP
CLN,CLN,CLN,CLN,CLN,CLN,CLN,CLN,CLN,CLN,CLN
CLN,CLN,CLN,CLN,CLN,REP,CLN,CLN,CLN,CLN,CLN
CLN,CLN,CLN,CLN,CLN,CLN,CLN,CLN,REP,CLN,CLN
CLN,CLN,CLN,CLN,CLN,CLN,CLN,REP,REP,CLN,CLN
CLN,CLN,CLN,CLN,CLN,CLN,CLN,CLN,REP,SEM,CLN
CLN,CLN,CLN,CLN,CLN,CLN,CLN,CLN,REP,CLN,CLN
CLN,CLN,CLN,CLN,CLN,CLN,CLN,CLN,REP,CLN,TYP
CLN,CLN,CLN,CLN,CLN,CLN,CLN,CLN,REP,CLN,CLN
CLN,CLN,CLN,CLN,CLN,CLN,CLN,CLN,REP,CLN,CLN
CLN,CLN,CLN,CLN,CLN,CLN,CLN,CLN,CLN,CLN,CLN
CLN,CLN,CLN,CLN,CLN,CLN,CLN,CLN,CLN,CLN,TYP
CLN,CLN,CLN,CLN,CLN,REP,CLN,CLN,REP,CLN,CLN
CLN,CLN,CLN,CLN,CLN,CLN,CLN,CLN,REP,CLN,CLN
CLN,CLN,CLN,CLN,CLN,CLN,CLN,CLN,CLN,CLN,CLN
CLN,CLN,CLN,CLN,CLN,CLN,CLN,CLN,CLN,CLN,CLN
CLN,CLN,CLN,CLN,CLN,CLN,CLN,CLN,REP,CLN,CLN
CLN,CLN,CLN,CLN,CLN,CLN,CLN,CLN,CLN,CLN,CLN
CLN,CLN,CLN,CLN,CLN,CLN,CLN,CLN,REP,CLN,CLN
CLN,CLN,CLN,CLN,CLN,CLN,CLN,CLN,REP,CLN,CLN
CLN,CLN,CLN,CLN,CLN,CLN,CLN,CLN,REP,CLN,CLN
CLN,CLN,CLN,CLN,CLN,CLN,CLN,CLN,REP,CLN,CLN
CLN,CLN,CLN,CLN,CLN,CLN,CLN,CLN,REP,CLN,CLN
CLN,CLN,CLN,CLN,CLN,CLN,CLN,CLN,REP,CLN,CLN
CLN,CLN,CLN,CLN,CLN,CLN,CLN,CLN,REP,CLN,CLN
CLN,CLN,CLN,CLN,CLN,CLN,CLN,CLN,REP,CLN,CLN
CLN,CLN,CLN,CLN,CLN,CLN,CLN,CLN,REP,CLN,CLN
CLN,CLN,CLN,CLN,CLN,CLN,CLN,CLN,REP,CLN,CLN
CLN,CLN,CLN,CLN,CLN,CLN,CLN,CLN,CLN,CLN,CLN
CLN,CLN,CLN,CLN,CLN,CLN,CLN,CLN,REP,CLN,CLN
CLN,CLN,CLN,CLN,CLN,CLN,CLN,CLN,CLN,CLN,CLN
CLN,CLN,CLN,CLN,CLN,CLN,CLN,CLN,REP,CLN,CLN
CLN,CLN,CLN,CLN,CLN,CLN,CLN,CLN,REP,CLN,CLN
CLN,CLN,CLN,CLN,CLN,CLN,CLN,CLN,REP,CLN,CLN
CLN,CLN,CLN,CLN,CLN,CLN,CLN,CLN,CLN,CLN,CLN
CLN,CLN,CLN,CLN,CLN,CLN,CLN,CLN,CLN,CLN,CLN
CLN,CLN,CLN,CLN,CLN,CLN,CLN,CLN,CLN,CLN,CLN
CLN,CLN,CLN,CLN,CLN,CLN,CLN,CLN,CLN,CLN,CLN
CLN,CLN,CLN,CLN,CLN,CLN,CLN,CLN,REP,CLN,CLN
CLN,CLN,CLN,CLN,CLN,CLN,CLN,REP,REP,CLN,CLN
CLN,CLN,CLN,TYP,CLN,REP,CLN,CLN,REP,CLN,TYP
CLN,CLN,CLN,CLN,CLN,CLN,CLN,CLN,REP,CLN,CLN
CLN,CLN,CLN,CLN,CLN,CLN,CLN,CLN,CLN,CLN,CLN
CLN,CLN,CLN,CLN,CLN,CLN,CLN,CLN,REP,CLN,CLN
CLN,CLN,CLN,CLN,CLN,CLN,CLN,CLN,REP,CLN,CLN
CLN,CLN,CLN,CLN,CLN,CLN,CLN,CLN,REP,CLN,CLN
CLN,CLN,CLN,CLN,CLN,CLN,CLN,CLN,CLN,CLN,CLN
CLN,CLN,CLN,CLN,CLN,CLN,CLN,CLN,REP,CLN,CLN
CLN,CLN,CLN,CLN,CLN,CLN,CLN,CLN,REP,REP,CLN
CLN,CLN,CLN,CLN,CLN,CLN,CLN,CLN,REP,CLN,CLN
CLN,CLN,CLN,CLN,CLN,CLN,CLN,CLN,REP,CLN,CLN
CLN,CLN,CLN,CLN,CLN,CLN,CLN,CLN,CLN,CLN,CLN
CLN,CLN,CLN,CLN,CLN,CLN,CLN,CLN,REP,CLN,TYP
CLN,CLN,CLN,CLN,CLN,CLN,CLN,CLN,REP,CLN,CLN
CLN,TYP,CLN,CLN,CLN,CLN,CLN,CLN,REP,CLN,CLN
CLN,CLN,CLN,CLN,CLN,CLN,CLN,CLN,CLN,CLN,CLN
CLN,CLN,CLN,CLN,CLN,CLN,CLN,CLN,REP,CLN,CLN
CLN,CLN,CLN,CLN,CLN,CLN,CLN,REP,CLN,CLN,CLN
CLN,CLN,CLN,CLN,CLN,CLN,CLN,CLN,CLN,CLN,CLN
CLN,CLN,CLN,CLN,CLN,CLN,CLN,CLN,REP,CLN,CLN
CLN,CLN,CLN,CLN,CLN,CLN,CLN,CLN,REP,CLN,CLN
CLN,CLN,CLN,CLN,CLN,CLN,CLN,CLN,REP,CLN,CLN
CLN,CLN,CLN,CLN,CLN,CLN,CLN,CLN,REP,CLN,CLN
CLN,CLN,CLN,CLN,CLN,CLN,REP,REP,CLN,CLN,TYP
CLN,CLN,CLN,CLN,CLN,CLN,CLN,CLN,CLN,CLN,CLN
CLN,CLN,CLN,CLN,CLN,CLN,CLN,CLN,REP,CLN,CLN
CLN,CLN,CLN,CLN,CLN,CLN,CLN,CLN,REP,CLN,CLN
CLN,CLN,CLN,CLN,CLN,CLN,CLN,CLN,REP,CLN,CLN
CLN,CLN,CLN,CLN,CLN,CLN,CLN,CLN,CLN,CLN,CLN
CLN,CLN,CLN,CLN,CLN,CLN,CLN,CLN,REP,CLN,CLN
CLN,CLN,CLN,CLN,CLN,CLN,CLN,CLN,REP,CLN,CLN
CLN,CLN,CLN,CLN,CLN,CLN,CLN,CLN,CLN,CLN,CLN
CLN,CLN,CLN,CLN,CLN,CLN,CLN,CLN,REP,CLN,CLN
CLN,CLN,CLN,CLN,CLN,CLN,CLN,CLN,REP,CLN,CLN
CLN,CLN,CLN,CLN,CLN,CLN,CLN,CLN,REP,CLN,CLN
CLN,CLN,CLN,CLN,CLN,CLN,CLN,CLN,REP,CLN,CLN
CLN,CLN,CLN,CLN,CLN,CLN,CLN,CLN,REP,CLN,CLN
CLN,CLN,CLN,CLN,CLN,CLN,CLN,CLN,REP,CLN,CLN
CLN,CLN,CLN,CLN,CLN,CLN,REP,REP,CLN,CLN,CLN
CLN,CLN,CLN,CLN,CLN,CLN,CLN,REP,REP,CLN,CLN
CLN,CLN,CLN,CLN,CLN,CLN,CLN,CLN,REP,CLN,TYP
CLN,CLN,CLN,CLN,CLN,CLN,CLN,CLN,REP,CLN,CLN
CLN,CLN,CLN,CLN,CLN,CLN,CLN,REP,REP,CLN,CLN
CLN,CLN,CLN,CLN,CLN,CLN,CLN,CLN,REP,CLN,CLN
CLN,CLN,CLN,CLN,CLN,CLN,CLN,CLN,REP,CLN,CLN
CLN,CLN,CLN,CLN,CLN,CLN,CLN,CLN,REP,CLN,CLN
CLN,CLN,CLN,CLN,CLN,CLN,CLN,CLN,REP,CLN,CLN
CLN,CLN,CLN,CLN,CLN,CLN,CLN,CLN,REP,CLN,CLN
CLN,CLN,CLN,CLN,CLN,CLN,CLN,CLN,CLN,CLN,CLN
CLN,CLN,CLN,CLN,CLN,CLN,CLN,CLN,CLN,CLN,CLN
CLN,CLN,CLN,CLN,CLN,CLN,CLN,CLN,CLN,CLN,CLN
CLN,CLN,CLN,CLN,CLN,CLN,REP,REP,REP,CLN,CLN
CLN,CLN,CLN,CLN,CLN,CLN,CLN,CLN,REP,CLN,CLN
CLN,CLN,CLN,CLN,CLN,CLN,CLN,CLN,CLN,CLN,CLN
CLN,CLN,CLN,CLN,CLN,CLN,CLN,CLN,REP,SEM,CLN
CLN,CLN,CLN,CLN,CLN,CLN,CLN,CLN,CLN,CLN,CLN
CLN,CLN,CLN,CLN,CLN,CLN,CLN,CLN,REP,CLN,CLN
CLN,CLN,CLN,CLN,CLN,CLN,CLN,CLN,REP,CLN,CLN
CLN,CLN,CLN,CLN,CLN,CLN,CLN,CLN,CLN,CLN,CLN
CLN,CLN,CLN,CLN,CLN,CLN,CLN,CLN,REP,CLN,CLN
CLN,CLN,CLN,CLN,CLN,CLN,CLN,CLN,REP,CLN,CLN
CLN,CLN,CLN,CLN,CLN,CLN,CLN,CLN,REP,CLN,CLN
CLN,CLN,CLN,CLN,CLN,CLN,CLN,CLN,CLN,CLN,CLN
CLN,CLN,CLN,CLN,CLN,CLN,CLN,CLN,CLN,CLN,CLN
CLN,CLN,CLN,CLN,CLN,CLN,CLN,CLN,CLN,CLN,CLN
CLN,CLN,CLN,CLN,CLN,CLN,CLN,CLN,REP,CLN,CLN
CLN,CLN,CLN,CLN,CLN,CLN,CLN,CLN,CLN,CLN,CLN
CLN,CLN,CLN,CLN,CLN,CLN,CLN,CLN,CLN,CLN,CLN
CLN,CLN,CLN,CLN,CLN,CLN,CLN,CLN,REP,CLN,CLN
CLN,CLN,CLN,CLN,CLN,CLN,CLN,CLN,REP,CLN,CLN
CLN,CLN,CLN,CLN,CLN,CLN,CLN,CLN,REP,CLN,CLN
CLN,CLN,CLN,CLN,CLN,CLN,CLN,CLN,CLN,CLN,CLN
CLN,CLN,CLN,CLN,CLN,CLN,CLN,CLN,REP,CLN,CLN
CLN,CLN,CLN,CLN,CLN,CLN,CLN,CLN,REP,CLN,CLN
CLN,CLN,CLN,CLN,CLN,CLN,CLN,CLN,REP,CLN,CLN
CLN,CLN,CLN,CLN,CLN,CLN,CLN,CLN,REP,CLN,CLN
CLN,CLN,CLN,CLN,CLN,CLN,CLN,CLN,REP,CLN,CLN
CLN,CLN,CLN,CLN,CLN,CLN,CLN,CLN,REP,CLN,CLN
CLN,CLN,CLN,CLN,CLN,CLN,CLN,CLN,REP,CLN,TYP
CLN,CLN,CLN,TYP,CLN,REP,CLN,REP,CLN,CLN,CLN
CLN,CLN,CLN,CLN,CLN,CLN,CLN,CLN,REP,CLN,CLN
CLN,CLN,CLN,CLN,CLN,CLN,CLN,CLN,REP,CLN,TYP
CLN,CLN,CLN,CLN,CLN,CLN,CLN,REP,REP,CLN,CLN
CLN,CLN,CLN,CLN,CLN,CLN,CLN,CLN,REP,CLN,CLN
CLN,CLN,CLN,CLN,CLN,CLN,CLN,CLN,REP,CLN,TYP
CLN,CLN,CLN,CLN,CLN,CLN,CLN,CLN,CLN,CLN,CLN
CLN,CLN,CLN,CLN,CLN,CLN,CLN,CLN,REP,CLN,CLN
CLN,CLN,CLN,CLN,CLN,CLN,CLN,CLN,REP,CLN,CLN
CLN,CLN,CLN,CLN,CLN,CLN,CLN,CLN,REP,CLN,CLN
CLN,CLN,CLN,CLN,CLN,CLN,CLN,CLN,REP,CLN,TYP
CLN,CLN,CLN,CLN,CLN,CLN,CLN,CLN,CLN,CLN,CLN
CLN,CLN,CLN,CLN,CLN,CLN,CLN,CLN,CLN,CLN,CLN
CLN,CLN,CLN,CLN,CLN,CLN,CLN,CLN,REP,CLN,CLN
CLN,CLN,CLN,CLN,CLN,CLN,CLN,CLN,REP,CLN,CLN
CLN,CLN,CLN,CLN,CLN,CLN,CLN,CLN,REP,CLN,CLN
CLN,CLN,CLN,CLN,CLN,CLN,CLN,CLN,CLN,CLN,CLN
CLN,CLN,CLN,CLN,CLN,CLN,CLN,CLN,CLN,CLN,CLN
CLN,CLN,CLN,CLN,CLN,CLN,CLN,CLN,REP,CLN,CLN
CLN,CLN,CLN,CLN,CLN,CLN,CLN,CLN,REP,CLN,CLN
CLN,CLN,CLN,CLN,CLN,CLN,CLN,CLN,REP,CLN,CLN
CLN,CLN,CLN,CLN,CLN,CLN,CLN,CLN,REP,CLN,CLN
CLN,CLN,CLN,CLN,CLN,CLN,CLN,CLN,REP,CLN,CLN
CLN,CLN,CLN,CLN,CLN,CLN,CLN,CLN,REP,CLN,CLN
CLN,CLN,CLN,CLN,CLN,CLN,CLN,CLN,CLN,CLN,CLN
CLN,CLN,CLN,CLN,CLN,CLN,CLN,CLN,REP,CLN,CLN
CLN,CLN,CLN,CLN,CLN,CLN,CLN,CLN,REP,CLN,CLN
CLN,CLN,CLN,CLN,CLN,CLN,CLN,CLN,REP,CLN,CLN
CLN,CLN,CLN,CLN,CLN,CLN,CLN,CLN,REP,CLN,CLN
CLN,CLN,CLN,CLN,CLN,CLN,CLN,CLN,REP,CLN,CLN
CLN,CLN,CLN,CLN,CLN,CLN,CLN,CLN,REP,CLN,CLN
CLN,CLN,CLN,CLN,CLN,CLN,CLN,CLN,REP,CLN,CLN
CLN,CLN,CLN,CLN,CLN,CLN,CLN,CLN,REP,CLN,CLN
CLN,CLN,CLN,CLN,CLN,CLN,CLN,CLN,CLN,CLN,CLN
CLN,CLN,CLN,CLN,CLN,CLN,CLN,CLN,REP,CLN,CLN
CLN,CLN,CLN,CLN,CLN,CLN,CLN,CLN,CLN,CLN,CLN
CLN,CLN,CLN,CLN,CLN,CLN,CLN,CLN,REP,CLN,CLN
CLN,CLN,CLN,CLN,CLN,CLN,CLN,CLN,CLN,CLN,CLN
CLN,CLN,CLN,CLN,CLN,CLN,CLN,CLN,REP,CLN,CLN
CLN,CLN,CLN,CLN,CLN,CLN,CLN,CLN,CLN,CLN,CLN
CLN,CLN,CLN,CLN,CLN,CLN,CLN,CLN,REP,CLN,CLN
CLN,CLN,CLN,CLN,CLN,CLN,CLN,CLN,REP,CLN,CLN
CLN,CLN,CLN,CLN,CLN,CLN,CLN,CLN,REP,CLN,CLN
CLN,CLN,CLN,CLN,CLN,CLN,CLN,CLN,CLN,CLN,CLN
CLN,CLN,CLN,CLN,CLN,CLN,CLN,CLN,REP,CLN,CLN
CLN,CLN,CLN,CLN,CLN,CLN,CLN,CLN,REP,CLN,CLN
CLN,CLN,CLN,CLN,CLN,CLN,CLN,CLN,REP,CLN,CLN
CLN,CLN,CLN,CLN,CLN,CLN,CLN,CLN,REP,CLN,CLN
CLN,CLN,CLN,CLN,CLN,CLN,CLN,CLN,CLN,CLN,CLN
CLN,CLN,CLN,CLN,CLN,CLN,CLN,CLN,REP,CLN,CLN
CLN,CLN,CLN,CLN,CLN,CLN,CLN,CLN,REP,CLN,TYP
CLN,CLN,CLN,CLN,CLN,CLN,CLN,CLN,REP,CLN,CLN
CLN,CLN,CLN,CLN,CLN,CLN,CLN,CLN,REP,CLN,TYP
CLN,CLN,CLN,CLN,CLN,CLN,CLN,CLN,CLN,CLN,CLN
CLN,CLN,CLN,CLN,CLN,CLN,CLN,CLN,REP,CLN,CLN
CLN,CLN,CLN,CLN,CLN,CLN,CLN,CLN,REP,CLN,CLN
CLN,CLN,CLN,CLN,CLN,CLN,CLN,CLN,CLN,CLN,TYP
CLN,CLN,CLN,CLN,CLN,CLN,CLN,CLN,REP,CLN,CLN
CLN,CLN,CLN,CLN,CLN,CLN,CLN,CLN,REP,CLN,CLN
CLN,CLN,CLN,CLN,CLN,CLN,CLN,CLN,REP,CLN,CLN
CLN,CLN,CLN,CLN,CLN,CLN,CLN,REP,CLN,CLN,CLN
CLN,CLN,CLN,CLN,CLN,CLN,CLN,CLN,REP,CLN,CLN
CLN,CLN,CLN,CLN,CLN,CLN,CLN,CLN,REP,CLN,CLN
CLN,CLN,CLN,CLN,CLN,CLN,CLN,CLN,REP,CLN,CLN
CLN,CLN,CLN,CLN,CLN,CLN,CLN,CLN,REP,CLN,CLN
CLN,CLN,CLN,CLN,CLN,CLN,CLN,CLN,REP,CLN,CLN
CLN,CLN,CLN,CLN,CLN,CLN,CLN,CLN,REP,CLN,CLN
CLN,CLN,CLN,CLN,CLN,CLN,CLN,CLN,CLN,CLN,TYP
CLN,CLN,CLN,CLN,CLN,CLN,CLN,CLN,CLN,CLN,CLN
CLN,CLN,CLN,CLN,CLN,CLN,CLN,CLN,CLN,CLN,CLN
CLN,CLN,CLN,CLN,CLN,CLN,CLN,CLN,REP,CLN,CLN
CLN,CLN,CLN,CLN,CLN,CLN,CLN,CLN,REP,CLN,CLN
CLN,CLN,CLN,CLN,CLN,CLN,CLN,CLN,REP,CLN,CLN
CLN,CLN,CLN,CLN,CLN,CLN,CLN,CLN,CLN,CLN,CLN
CLN,CLN,CLN,CLN,CLN,CLN,CLN,CLN,REP,CLN,CLN
CLN,CLN,CLN,CLN,CLN,CLN,REP,REP,REP,CLN,CLN
CLN,CLN,CLN,CLN,CLN,CLN,CLN,CLN,REP,CLN,CLN
CLN,CLN,CLN,CLN,CLN,CLN,CLN,CLN,REP,CLN,CLN
CLN,CLN,CLN,CLN,CLN,CLN,CLN,CLN,REP,CLN,CLN
CLN,CLN,CLN,CLN,CLN,CLN,CLN,CLN,CLN,CLN,CLN
CLN,CLN,CLN,CLN,CLN,CLN,CLN,CLN,REP,CLN,CLN
CLN,CLN,CLN,CLN,CLN,CLN,CLN,CLN,REP,CLN,CLN
CLN,CLN,CLN,CLN,CLN,CLN,CLN,CLN,REP,CLN,TYP
CLN,CLN,CLN,CLN,CLN,CLN,CLN,CLN,REP,CLN,CLN
