objectid,dfirmid,fldarid,fldzone,floodway,sfhatf,staticbfe,vdatum,depth,lenunit,velocity,velunit,arrevert,bferevert,deprevert,sourcecit,hydroid,cstmdlid
847331,35001C,1549138_5707,AO,,T,-9999.0,,1.0,,-9999.0,,,-9999.0,-9999.0,1549138_STUDY4,1549138_-9999,1549138_-9999
847332,35001C,1549138_5921,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,,F,-9999.0,,-9999.0,,-9999.0,,,-9999.0,-9999.0,1549138_STUDY4,1549138_-9999,1549138_-9999
847326,35001C,1549138_6116,AO,,T,-9999.0,,2.0,,-9999.0,,,-9999.0,-9999.0,1549138_STUDY4,1549138_-9999,1549138_-9999
847333,35001C,1549138_5955,AH,,T,4927.0,NAVD88,-9999.0,FEET,-9999.0,,,-9999.0,-9999.0,1549138_STUDY4,1549138_-9999,1549138_-9999
847334,35001C,1549138_6284,AO,,T,-9999.0,,1.0,,-9999.0,,,-9999.0,-9999.0,1549138_STUDY4,1549138_-9999,1549138_-9999
847327,35001C,1549138_6162,X,,F,-9999.0,,-9999.0,,-9999.0,,,-9999.0,-9999.0,1549138_STUDY4,1549138_-9999,1549138_-9999
847335,35001C,1549138_5612,AO,,T,-9999.0,,1.0,,-9999.0,,,-9999.0,-9999.0,1549138_STUDY4,1549138_-9999,1549138_-9999
847336,35001C,1549138_7774,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,,F,-9999.0,,-9999.0,,-9999.0,,,-9999.0,-9999.0,1549138_STUDY4,1549138_-9999,1549138_-9999
847328,35001C,1549138_5934,AH,,T,4934.0,NAVD88,-9999.0,FEET,-9999.0,,,-9999.0,-9999.0,1549138_STUDY4,1549138_-9999,1549138_-9999
847337,35001C,1549138_5942,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,,F,-9999.0,,-9999.0,,-9999.0,,,-9999.0,-9999.0,1549138_STUDY4,1549138_-9999,1549138_-9999
847338,35001C,1549138_6098,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,,F,-9999.0,,-9999.0,,-9999.0,,,-9999.0,-9999.0,1549138_STUDY4,1549138_-9999,1549138_-9999
847300,35001C,1549138_6271,A,,T,-9999.0,,-9999.0,,-9999.0,,,-9999.0,-9999.0,1549138_STUDY4,1549138_-9999,1549138_-9999
847301,35001C,1549138_5931,AH,,T,4932.0,NAVD88,-9999.0,FEET,-9999.0,,,-9999.0,-9999.0,1549138_STUDY4,1549138_-9999,1549138_-9999
847302,35001C,1549138_5751,A,,T,-9999.0,,-9999.0,,-9999.0,,,-9999.0,-9999.0,1549138_STUDY4,1549138_-9999,1549138_-9999
847303,35001C,1549138_6285,AO,,T,-9999.0,,1.0,,-9999.0,,,-9999.0,-9999.0,1549138_STUDY4,1549138_-9999,1549138_-9999
847304,35001C,1549138_5470,AO,,T,-9999.0,,3.0,,-9999.0,,,-9999.0,-9999.0,1549138_STUDY4,1549138_-9999,1549138_-9999
847305,35001C,1549138_5757,AH,,T,5089.0,NAVD88,-9999.0,FEET,-9999.0,,,-9999.0,-9999.0,1549138_STUDY4,1549138_-9999,1549138_-9999
847306,35001C,1549138_6002,AE,,T,5414.0,NAVD88,-9999.0,FEET,-9999.0,,,-9999.0,-9999.0,1549138_STUDY4,1549138_-9999,1549138_-9999
847307,35001C,1549138_6724,X,,F,-9999.0,,-9999.0,,-9999.0,,,-9999.0,-9999.0,1549138_STUDY4,1549138_-9999,1549138_-9999
847308,35001C,1549138_5709,AO,,T,-9999.0,,1.0,,-9999.0,,,-9999.0,-9999.0,1549138_STUDY4,1549138_-9999,1549138_-9999
847309,35001C,1549138_6891,A,,T,-9999.0,,-9999.0,,-9999.0,,,-9999.0,-9999.0,1549138_STUDY4,1549138_-9999,1549138_-9999
847310,35001C,1549138_5765,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,,F,-9999.0,,-9999.0,,-9999.0,,,-9999.0,-9999.0,1549138_STUDY4,1549138_-9999,1549138_-9999
847311,35001C,1549138_6010,AO,,T,-9999.0,,1.0,,-9999.0,,,-9999.0,-9999.0,1549138_STUDY4,1549138_-9999,1549138_-9999
847312,35001C,1549138_6374,AO,,T,-9999.0,,1.0,,-9999.0,,,-9999.0,-9999.0,1549138_STUDY4,1549138_-9999,1549138_-9999
847313,35001C,,A,,T,,,,,,,,-9999.0,-9999.0,1549138_STUDY4,,
847314,35001C,1549138_6045,AH,,T,4949.0,NAVD88,-9999.0,FEET,-9999.0,,,-9999.0,-9999.0,1549138_STUDY4,1549138_-9999,1549138_-9999
847315,35001C,1549138_5749,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,,F,-9999.0,,-9999.0,,-9999.0,,,-9999.0,-9999.0,1549138_STUDY4,1549138_-9999,1549138_-9999
847316,35001C,1549138_5968,A,,T,-9999.0,,-9999.0,,-9999.0,,,-9999.0,-9999.0,1549138_STUDY4,1549138_-9999,1549138_-9999
847317,35001C,1549138_6481,AO,,T,-9999.0,,1.0,,-9999.0,,,-9999.0,-9999.0,1549138_STUDY4,1549138_-9999,1549138_-9999
847318,35001C,1549138_6046,AH,,T,5013.0,NAVD88,-9999.0,FEET,-9999.0,,,-9999.0,-9999.0,1549138_STUDY4,1549138_-9999,1549138_-9999
847319,35001C,1549138_6267,A,,T,-9999.0,,-9999.0,,-9999.0,,,-9999.0,-9999.0,1549138_STUDY4,1549138_-9999,1549138_-9999
847320,35001C,1549138_6016,AH,,T,5001.0,NAVD88,-9999.0,FEET,-9999.0,,,-9999.0,-9999.0,1549138_STUDY4,1549138_-9999,1549138_-9999
847321,35001C,1549138_7671,A,,T,-9999.0,,-9999.0,,-9999.0,,,-9999.0,-9999.0,1549138_STUDY4,1549138_-9999,1549138_-9999
847322,35001C,1549138_6758,D,,F,-9999.0,,-9999.0,,-9999.0,,,-9999.0,-9999.0,1549138_STUDY4,1549138_-9999,1549138_-9999
847323,35001C,1549138_5859,A,,T,-9999.0,,-9999.0,,-9999.0,,,-9999.0,-9999.0,1549138_STUDY4,1549138_-9999,1549138_-9999
847324,35001C,1549138_6639,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,,F,-9999.0,,-9999.0,,-9999.0,,,-9999.0,-9999.0,1549138_STUDY4,1549138_-9999,1549138_-9999
847325,35001C,1549138_6129,AO,,T,-9999.0,,1.0,,-9999.0,,,-9999.0,-9999.0,1549138_STUDY4,1549138_-9999,1549138_-9999
847125,35001C,1549138_7225,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,,F,-9999.0,,-9999.0,,-9999.0,,,-9999.0,-9999.0,1549138_STUDY4,1549138_-9999,1549138_-9999
847126,35001C,1549138_5575,AH,,T,4991.0,NAVD88,-9999.0,FEET,-9999.0,,,-9999.0,-9999.0,1549138_STUDY4,1549138_-9999,1549138_-9999
847118,35001C,1549138_5565,AH,,T,4990.0,NAVD88,-9999.0,FEET,-9999.0,,,-9999.0,-9999.0,1549138_STUDY4,1549138_-9999,1549138_-9999
847127,35001C,1549138_5825,A,,T,-9999.0,,-9999.0,,-9999.0,,,-9999.0,-9999.0,1549138_STUDY4,1549138_-9999,1549138_-9999
847128,35001C,1549138_5671,AH,,T,4974.0,NAVD88,-9999.0,FEET,-9999.0,,,-9999.0,-9999.0,1549138_STUDY4,1549138_-9999,1549138_-9999
847119,35001C,1549138_7237,X,,F,-9999.0,,-9999.0,,-9999.0,,,-9999.0,-9999.0,1549138_STUDY4,1549138_-9999,1549138_-9999
847129,35001C,1549138_6065,A,,T,-9999.0,,-9999.0,,-9999.0,,,-9999.0,-9999.0,1549138_STUDY4,1549138_-9999,1549138_-9999
847120,35001C,1549138_5714,AO,,T,-9999.0,,1.0,,-9999.0,,,-9999.0,-9999.0,1549138_STUDY4,1549138_-9999,1549138_-9999
847121,35001C,1549138_5511,AO,,T,-9999.0,,1.0,,-9999.0,,,-9999.0,-9999.0,1549138_STUDY4,1549138_-9999,1549138_-9999
847130,35001C,1549138_7361,X,,F,-9999.0,,-9999.0,,-9999.0,,,-9999.0,-9999.0,1549138_STUDY4,1549138_-9999,1549138_-9999
847131,35001C,1549138_5583,A,,T,-9999.0,,-9999.0,,-9999.0,,,-9999.0,-9999.0,1549138_STUDY4,1549138_-9999,1549138_-9999
847132,35001C,1549138_6126,AH,,T,4938.0,NAVD88,-9999.0,FEET,-9999.0,,,-9999.0,-9999.0,1549138_STUDY4,1549138_-9999,1549138_-9999
847133,35001C,1549138_6369,A,,T,-9999.0,,-9999.0,,-9999.0,,,-9999.0,-9999.0,1549138_STUDY4,1549138_-9999,1549138_-9999
847122,35001C,1549138_6084,A,,T,-9999.0,,-9999.0,,-9999.0,,,-9999.0,-9999.0,1549138_STUDY4,1549138_-9999,1549138_-9999
847134,35001C,1549138_5878,AE,,T,-9999.0,,-9999.0,,-9999.0,,,-9999.0,-9999.0,1549138_STUDY4,1549138_-9999,1549138_-9999
847123,35001C,1549138_5673,AH,,T,4978.0,NAVD88,-9999.0,FEET,-9999.0,,,-9999.0,-9999.0,1549138_STUDY4,1549138_-9999,1549138_-9999
847135,35001C,1549138_5948,AH,,T,4932.0,NAVD88,-9999.0,FEET,-9999.0,,,-9999.0,-9999.0,1549138_STUDY4,1549138_-9999,1549138_-9999
847124,35001C,1549138_6460,AO,,T,-9999.0,,1.0,,-9999.0,,,-9999.0,-9999.0,1549138_STUDY4,1549138_-9999,1549138_-9999
847041,35001C,1549138_6747,X,,F,-9999.0,,-9999.0,,-9999.0,,,-9999.0,-9999.0,1549138_STUDY4,1549138_-9999,1549138_-9999
847042,35001C,1549138_7248,X,,F,-9999.0,,-9999.0,,-9999.0,,,-9999.0,-9999.0,1549138_STUDY4,1549138_-9999,1549138_-9999
847043,35001C,1549138_5657,AO,,T,-9999.0,,1.0,,-9999.0,,,-9999.0,-9999.0,1549138_STUDY4,1549138_-9999,1549138_-9999
847044,35001C,1549138_5678,AO,,T,-9999.0,,1.0,,-9999.0,,,-9999.0,-9999.0,1549138_STUDY4,1549138_-9999,1549138_-9999
847045,35001C,1549138_7748,A,,T,-9999.0,,-9999.0,,-9999.0,,,-9999.0,-9999.0,1549138_STUDY4,1549138_-9999,1549138_-9999
847046,35001C,1549138_6083,AH,,T,4945.0,NAVD88,-9999.0,FEET,-9999.0,,,-9999.0,-9999.0,1549138_STUDY4,1549138_-9999,1549138_-9999
847047,35001C,1549138_5923,AE,,T,4933.0,NAVD88,-9999.0,FEET,-9999.0,,,-9999.0,-9999.0,1549138_STUDY4,1549138_-9999,1549138_-9999
847048,35001C,1549138_5795,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,,F,-9999.0,,-9999.0,,-9999.0,,,-9999.0,-9999.0,1549138_STUDY4,1549138_-9999,1549138_-9999
847049,35001C,1549138_6746,X,,F,-9999.0,,-9999.0,,-9999.0,,,-9999.0,-9999.0,1549138_STUDY4,1549138_-9999,1549138_-9999
847050,35001C,,AE,,T,5274.0,NAVD88,,FEET,,,,,,1549138_STUDY4,,
847051,35001C,1549138_7350,X,,F,-9999.0,,-9999.0,,-9999.0,,,-9999.0,-9999.0,1549138_STUDY4,1549138_-9999,1549138_-9999
847052,35001C,1549138_6822,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,,F,-9999.0,,-9999.0,,-9999.0,,,-9999.0,-9999.0,1549138_STUDY4,1549138_-9999,1549138_-9999
847053,35001C,1549138_5655,AH,,T,4978.0,NAVD88,-9999.0,FEET,-9999.0,,,-9999.0,-9999.0,1549138_STUDY4,1549138_-9999,1549138_-9999
847054,35001C,1549138_6014,AH,,T,4936.0,NAVD88,-9999.0,FEET,-9999.0,,,-9999.0,-9999.0,1549138_STUDY4,1549138_-9999,1549138_-9999
847055,35001C,1549138_6076,AE,,T,5032.0,NAVD88,-9999.0,FEET,-9999.0,,,-9999.0,-9999.0,1549138_STUDY4,1549138_-9999,1549138_-9999
847056,35001C,1549138_6178,AH,,T,4938.0,NAVD88,-9999.0,FEET,-9999.0,,,-9999.0,-9999.0,1549138_STUDY4,1549138_-9999,1549138_-9999
847058,35001C,1549138_5747,A,,T,-9999.0,,-9999.0,,-9999.0,,,-9999.0,-9999.0,1549138_STUDY4,1549138_-9999,1549138_-9999
847059,35001C,1549138_5974,AH,,T,4927.0,NAVD88,-9999.0,FEET,-9999.0,,,-9999.0,-9999.0,1549138_STUDY4,1549138_-9999,1549138_-9999
847060,35001C,1549138_7363,X,,F,-9999.0,,-9999.0,,-9999.0,,,-9999.0,-9999.0,1549138_STUDY4,1549138_-9999,1549138_-9999
847061,35001C,1549138_5656,A,,T,-9999.0,,-9999.0,,-9999.0,,,-9999.0,-9999.0,1549138_STUDY4,1549138_-9999,1549138_-9999
847062,35001C,1549138_5566,AO,,T,-9999.0,,1.0,,-9999.0,,,-9999.0,-9999.0,1549138_STUDY4,1549138_-9999,1549138_-9999
847063,35001C,1549138_5761,AO,,T,-9999.0,,1.0,,-9999.0,,,-9999.0,-9999.0,1549138_STUDY4,1549138_-9999,1549138_-9999
847064,35001C,1549138_5490,AO,,T,-9999.0,,3.0,,-9999.0,,,-9999.0,-9999.0,1549138_STUDY4,1549138_-9999,1549138_-9999
847065,35001C,1549138_6343,AE,,T,5001.0,NAVD88,-9999.0,FEET,-9999.0,,,-9999.0,-9999.0,1549138_STUDY4,1549138_-9999,1549138_-9999
847066,35001C,1549138_7586,X,,F,-9999.0,,-9999.0,,-9999.0,,,-9999.0,-9999.0,1549138_STUDY4,1549138_-9999,1549138_-9999
847067,35001C,1549138_5687,AH,,T,4971.0,NAVD88,-9999.0,FEET,-9999.0,,,-9999.0,-9999.0,1549138_STUDY4,1549138_-9999,1549138_-9999
847068,35001C,1549138_6203,AH,,T,4932.0,NAVD88,-9999.0,FEET,-9999.0,,,-9999.0,-9999.0,1549138_STUDY4,1549138_-9999,1549138_-9999
847057,35001C,1549138_6110,AO,,T,-9999.0,,1.0,,-9999.0,,,-9999.0,-9999.0,1549138_STUDY4,1549138_-9999,1549138_-9999
847069,35001C,1549138_6160,X,,F,-9999.0,,-9999.0,,-9999.0,,,-9999.0,-9999.0,1549138_STUDY4,1549138_-9999,1549138_-9999
847075,35001C,1549138_5901,AE,,T,-9999.0,,-9999.0,,-9999.0,,,-9999.0,-9999.0,1549138_STUDY4,1549138_-9999,1549138_-9999
847070,35001C,1549138_6031,AO,,T,-9999.0,,2.0,,-9999.0,,,-9999.0,-9999.0,1549138_STUDY4,1549138_-9999,1549138_-9999
847071,35001C,1549138_5647,AO,,T,-9999.0,,2.0,,-9999.0,,,-9999.0,-9999.0,1549138_STUDY4,1549138_-9999,1549138_-9999
847076,35001C,1549138_6715,X,,F,-9999.0,,-9999.0,,-9999.0,,,-9999.0,-9999.0,1549138_STUDY4,1549138_-9999,1549138_-9999
847077,35001C,1549138_6342,A,,T,-9999.0,,-9999.0,,-9999.0,,,-9999.0,-9999.0,1549138_STUDY4,1549138_-9999,1549138_-9999
847072,35001C,1549138_5520,A,,T,-9999.0,,-9999.0,,-9999.0,,,-9999.0,-9999.0,1549138_STUDY4,1549138_-9999,1549138_-9999
847078,35001C,1549138_5545,AH,,T,5000.0,NAVD88,-9999.0,FEET,-9999.0,,,-9999.0,-9999.0,1549138_STUDY4,1549138_-9999,1549138_-9999
847079,35001C,1549138_5515,A,,T,-9999.0,,-9999.0,,-9999.0,,,-9999.0,-9999.0,1549138_STUDY4,1549138_-9999,1549138_-9999
847080,35001C,1549138_6189,AH,,T,4929.0,NAVD88,-9999.0,FEET,-9999.0,,,-9999.0,-9999.0,1549138_STUDY4,1549138_-9999,1549138_-9999
847081,35001C,1549138_6885,AE,,T,-9999.0,,-9999.0,,-9999.0,,,-9999.0,-9999.0,1549138_STUDY4,1549138_-9999,1549138_-9999
847082,35001C,1549138_6000,AO,,T,-9999.0,,3.0,,-9999.0,,,-9999.0,-9999.0,1549138_STUDY4,1549138_-9999,1549138_-9999
847083,35001C,1549138_5753,AE,,T,5928.0,NAVD88,-9999.0,FEET,-9999.0,,,-9999.0,-9999.0,1549138_STUDY4,1549138_-9999,1549138_-9999
847073,35001C,1549138_7129,A,,T,-9999.0,,-9999.0,,-9999.0,,,-9999.0,-9999.0,1549138_STUDY4,1549138_-9999,1549138_-9999
847084,35001C,1549138_5487,AO,,T,-9999.0,,1.0,,-9999.0,,,-9999.0,-9999.0,1549138_STUDY4,1549138_-9999,1549138_-9999
847085,35001C,1549138_6236,A,,T,-9999.0,,-9999.0,,-9999.0,,,-9999.0,-9999.0,1549138_STUDY4,1549138_-9999,1549138_-9999
847074,35001C,1549138_7589,X,,F,-9999.0,,-9999.0,,-9999.0,,,-9999.0,-9999.0,1549138_STUDY4,1549138_-9999,1549138_-9999
847086,35001C,1549138_5564,AE,,T,-9999.0,,-9999.0,,-9999.0,,,-9999.0,-9999.0,1549138_STUDY4,1549138_-9999,1549138_-9999
846991,35001C,1549138_7193,AE,FLOODWAY,T,-9999.0,,-9999.0,,-9999.0,,,-9999.0,-9999.0,1549138_STUDY4,1549138_-9999,1549138_-9999
846987,35001C,1549138_5823,AO,,T,-9999.0,,1.0,,-9999.0,,,-9999.0,-9999.0,1549138_STUDY4,1549138_-9999,1549138_-9999
846992,35001C,1549138_5471,AO,,T,-9999.0,,2.0,,-9999.0,,,-9999.0,-9999.0,1549138_STUDY4,1549138_-9999,1549138_-9999
846993,35001C,1549138_5844,AO,,T,-9999.0,,1.0,,-9999.0,,,-9999.0,-9999.0,1549138_STUDY4,1549138_-9999,1549138_-9999
846994,35001C,1549138_6059,A,,T,-9999.0,,-9999.0,,-9999.0,,,-9999.0,-9999.0,1549138_STUDY4,1549138_-9999,1549138_-9999
846995,35001C,1549138_5876,AH,,T,4953.0,NAVD88,-9999.0,FEET,-9999.0,,,-9999.0,-9999.0,1549138_STUDY4,1549138_-9999,1549138_-9999
846996,35001C,1549138_7133,X,,F,-9999.0,,-9999.0,,-9999.0,,,-9999.0,-9999.0,1549138_STUDY4,1549138_-9999,1549138_-9999
846997,35001C,1549138_5535,AO,,T,-9999.0,,2.0,,-9999.0,,,-9999.0,-9999.0,1549138_STUDY4,1549138_-9999,1549138_-9999
846998,35001C,1549138_6701,X,,F,-9999.0,,-9999.0,,-9999.0,,,-9999.0,-9999.0,1549138_STUDY4,1549138_-9999,1549138_-9999
846999,35001C,1549138_6141,X,,F,-9999.0,,-9999.0,,-9999.0,,,-9999.0,-9999.0,1549138_STUDY4,1549138_-9999,1549138_-9999
847000,35001C,1549138_6704,X,,F,-9999.0,,-9999.0,,-9999.0,,,-9999.0,-9999.0,1549138_STUDY4,1549138_-9999,1549138_-9999
846988,35001C,1549138_6570,AH,,T,5219.0,NAVD88,-9999.0,FEET,-9999.0,,,-9999.0,-9999.0,1549138_STUDY4,1549138_-9999,1549138_-9999
846989,35001C,1549138_6100,AH,,T,4943.0,NAVD88,-9999.0,FEET,-9999.0,,,-9999.0,-9999.0,1549138_STUDY4,1549138_-9999,1549138_-9999
847001,35001C,1549138_6361,AO,,T,-9999.0,,1.0,,-9999.0,,,-9999.0,-9999.0,1549138_STUDY4,1549138_-9999,1549138_-9999
846990,35001C,1549138_6181,AH,,T,4937.0,NAVD88,-9999.0,FEET,-9999.0,,,-9999.0,-9999.0,1549138_STUDY4,1549138_-9999,1549138_-9999
847002,35001C,1549138_7755,AE,,T,-9999.0,,-9999.0,,-9999.0,,,-9999.0,-9999.0,1549138_STUDY4,1549138_-9999,1549138_-9999
847016,35001C,1549138_7315,X,,F,-9999.0,,-9999.0,,-9999.0,,,-9999.0,-9999.0,1549138_STUDY4,1549138_-9999,1549138_-9999
847017,35001C,1549138_5534,A,,T,-9999.0,,-9999.0,,-9999.0,,,-9999.0,-9999.0,1549138_STUDY4,1549138_-9999,1549138_-9999
847018,35001C,1549138_5947,AO,,T,-9999.0,,2.0,,-9999.0,,,-9999.0,-9999.0,1549138_STUDY4,1549138_-9999,1549138_-9999
847019,35001C,1549138_5744,A,,T,-9999.0,,-9999.0,,-9999.0,,,-9999.0,-9999.0,1549138_STUDY4,1549138_-9999,1549138_-9999
847020,35001C,1549138_5850,AE,,T,5430.0,NAVD88,-9999.0,FEET,-9999.0,,,-9999.0,-9999.0,1549138_STUDY4,1549138_-9999,1549138_-9999
847021,35001C,1549138_7244,A,,T,-9999.0,,-9999.0,,-9999.0,,,-9999.0,-9999.0,1549138_STUDY4,1549138_-9999,1549138_-9999
847022,35001C,1549138_7131,X,,F,-9999.0,,-9999.0,,-9999.0,,,-9999.0,-9999.0,1549138_STUDY4,1549138_-9999,1549138_-9999
847023,35001C,1549138_6348,A,,T,-9999.0,,-9999.0,,-9999.0,,,-9999.0,-9999.0,1549138_STUDY4,1549138_-9999,1549138_-9999
847024,35001C,1549138_5517,AO,,T,-9999.0,,1.0,,-9999.0,,,-9999.0,-9999.0,1549138_STUDY4,1549138_-9999,1549138_-9999
847025,35001C,1549138_5500,AH,,T,4996.0,NAVD88,-9999.0,FEET,-9999.0,,,-9999.0,-9999.0,1549138_STUDY4,1549138_-9999,1549138_-9999
847026,35001C,1549138_6751,X,,F,-9999.0,,-9999.0,,-9999.0,,,-9999.0,-9999.0,1549138_STUDY4,1549138_-9999,1549138_-9999
847006,35001C,1549138_6003,AE,,T,4962.0,NAVD88,-9999.0,FEET,-9999.0,,,-9999.0,-9999.0,1549138_STUDY4,1549138_-9999,1549138_-9999
847007,35001C,1549138_5791,AH,,T,5097.0,NAVD88,-9999.0,FEET,-9999.0,,,-9999.0,-9999.0,1549138_STUDY4,1549138_-9999,1549138_-9999
847003,35001C,1549138_7582,X,,F,-9999.0,,-9999.0,,-9999.0,,,-9999.0,-9999.0,1549138_STUDY4,1549138_-9999,1549138_-9999
847008,35001C,1549138_6363,AO,,T,-9999.0,,2.0,,-9999.0,,,-9999.0,-9999.0,1549138_STUDY4,1549138_-9999,1549138_-9999
847004,35001C,1549138_6745,X,,F,-9999.0,,-9999.0,,-9999.0,,,-9999.0,-9999.0,1549138_STUDY4,1549138_-9999,1549138_-9999
847009,35001C,1549138_5692,A,,T,-9999.0,,-9999.0,,-9999.0,,,-9999.0,-9999.0,1549138_STUDY4,1549138_-9999,1549138_-9999
847010,35001C,1549138_5845,AE,,T,5221.0,NAVD88,-9999.0,FEET,-9999.0,,,-9999.0,-9999.0,1549138_STUDY4,1549138_-9999,1549138_-9999
847011,35001C,1549138_5959,AH,,T,4927.0,NAVD88,-9999.0,FEET,-9999.0,,,-9999.0,-9999.0,1549138_STUDY4,1549138_-9999,1549138_-9999
847012,35001C,1549138_5447,A,,T,-9999.0,,-9999.0,,-9999.0,,,-9999.0,-9999.0,1549138_STUDY4,1549138_-9999,1549138_-9999
847013,35001C,1549138_6733,X,,F,-9999.0,,-9999.0,,-9999.0,,,-9999.0,-9999.0,1549138_STUDY4,1549138_-9999,1549138_-9999
847005,35001C,1549138_7781,AE,FLOODWAY,T,-9999.0,,-9999.0,,-9999.0,,,-9999.0,-9999.0,1549138_STUDY4,1549138_-9999,1549138_-9999
847014,35001C,1549138_5828,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,,F,-9999.0,,-9999.0,,-9999.0,,,-9999.0,-9999.0,1549138_STUDY4,1549138_-9999,1549138_-9999
847015,35001C,1549138_6024,AE,FLOODWAY,T,-9999.0,,-9999.0,,-9999.0,,,-9999.0,-9999.0,1549138_STUDY4,1549138_-9999,1549138_-9999
847031,35001C,1549138_5989,AO,,T,-9999.0,,1.0,,-9999.0,,,-9999.0,-9999.0,1549138_STUDY4,1549138_-9999,1549138_-9999
847032,35001C,1549138_5789,A,,T,-9999.0,,-9999.0,,-9999.0,,,-9999.0,-9999.0,1549138_STUDY4,1549138_-9999,1549138_-9999
847027,35001C,1549138_6465,AO,,T,-9999.0,,1.0,,-9999.0,,,-9999.0,-9999.0,1549138_STUDY4,1549138_-9999,1549138_-9999
847033,35001C,1549138_7262,X PROTECTED BY LEVEE,,F,-9999.0,,-9999.0,,-9999.0,,,-9999.0,-9999.0,1549138_STUDY4,1549138_-9999,1549138_-9999
847028,35001C,1549138_5572,A,,T,-9999.0,,-9999.0,,-9999.0,,,-9999.0,-9999.0,1549138_STUDY4,1549138_-9999,1549138_-9999
847034,35001C,1549138_6112,AO,,T,-9999.0,,1.0,,-9999.0,,,-9999.0,-9999.0,1549138_STUDY4,1549138_-9999,1549138_-9999
847035,35001C,1549138_7618,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,,F,-9999.0,,-9999.0,,-9999.0,,,-9999.0,-9999.0,1549138_STUDY4,1549138_-9999,1549138_-9999
847036,35001C,1549138_7358,AE,,T,-9999.0,,-9999.0,,-9999.0,,,-9999.0,-9999.0,1549138_STUDY4,1549138_-9999,1549138_-9999
847037,35001C,1549138_5731,AO,,T,-9999.0,,1.0,,-9999.0,,,-9999.0,-9999.0,1549138_STUDY4,1549138_-9999,1549138_-9999
847029,35001C,1549138_5648,AO,,T,-9999.0,,2.0,,-9999.0,,,-9999.0,-9999.0,1549138_STUDY4,1549138_-9999,1549138_-9999
847038,35001C,1549138_7136,X,,F,-9999.0,,-9999.0,,-9999.0,,,-9999.0,-9999.0,1549138_STUDY4,1549138_-9999,1549138_-9999
847039,35001C,1549138_6801,A,,T,-9999.0,,-9999.0,,-9999.0,,,-9999.0,-9999.0,1549138_STUDY4,1549138_-9999,1549138_-9999
847040,35001C,1549138_7574,X,,F,-9999.0,,-9999.0,,-9999.0,,,-9999.0,-9999.0,1549138_STUDY4,1549138_-9999,1549138_-9999
