id(long),trafficvolumecountlocationaddress,street,dateofcount,totalpassingvehiclevolume(long),vehiclevolumebyeachdirectionoftraffic,latitude(double precision),longitude(double precision),locationvalue
960.0,2350 South,Dr Martin Luther King Jr Dr,05/02/2006,18100,North Bound: 10700 / South Bound: 7400,41.849344,-87.618459,"(41.974889, -87.669587)"
1111.0,346l South,Pulaski Rd,10/04/2006,23800,North Bound: 12200 / South Bound: 11600,41.875691,-87.725497,"(41.974889, -87.669587)"
1286.0,5543 North,Lincoln Ave,08/16/2006,24400,East Bound: 2300 / West Bound: 1900,41.982351,-87.693821,"(41.890186, -87.632548)"
960.0,6533 South,Cottage Grove Ave,03/01/2006,19100,East Bound: 27800 / West Bound: 25700,41.775779,-87.605826,"(41.890186, -87.632548)"
85.0,2130 Suoth,Marshall Blvd,09/14/2006,18800,North Bound: 7500 / South Bound: 8100,41.852795,-87.699117,"(41.974889, -87.669587)"
1367.0,1222 Wets,95th Street,03/28/2006,32900,East Bound: 11300 / / Oneway East Bound,41.721324,-87.653942,"(41.890186, -87.632548)"
674.0,3531 Niorth,Broadway,10/16/2006,14700,East Bound: 8600 / West Bound: 8000,41.946355,-87.646666,"(41.849302, -87.622658)"
847.0,1420 West,Maqdison St,10/12/2006,12400,East Bound: 3600 / West Bound: 3500,41.881522,-87.66285,"(41.788454, -87.606097)"
1308.0,2125 North,Cicero Ave,10/16/2006,39900,East Bound: 2300 / West Bound: 1900,41.919517,-87.746187,"(41.729262, -87.541841)"
1199.0,239 South,Dearborn St,09/20/2006,17900,North Bound: 17900 / / Oneway North Bound,41.878484,-87.629312,"(41.773922, -87.673756)"
715.0,721 South,rWestern Ave,03/22/2006,29500,Notrh Bound: 14900 / South Bound: 14600,41.872427,-87.686197,"(41.885023, -87.675556)"
85.0,1739 South,Stony Island Ave,08/24/2006,81100,North Bound: 46300 / South Bound: 34800,41.764923,-87.585887,"(41.890186, -87.632548)"
414.0,2427 North,Kedzie Ave,10/09/2006,17400,East Bound: 3800 / West Bound: 4800,41.92573,-87.707248,"(41.777072, -87.62526)"
414.0,3620 North,Lake Shore Inner Dr,09/18/2006,18900,North Bound: 6100 / South Bound: 12800,41.949054,-87.643703,"(41.777072, -87.62526)"
1328.0,2228 North,Narragansett Ave,10/25/2006,16200,North Bound: 8500 / South Bound: 7700,41.920893,-87.785358,"(41.792663, -87.582231)"
176.0,4322 orth,Lincoln Ave,09/18/2006,14100,North Bound: 7100 / South Bound: 7000,41.960186,-87.68299,"(41.963061, -87.679019)"
1286.0,9761 South,Cottage Grove Ave,10/04/2006,14000,North Bound: 7400 / South Bound: 6600,41.716726,-87.604408,"(41.849302, -87.622658)"
819.0,408 South,Clark St,09/20/2006,13000,East Bound: 27800 / West Bound: 25700,41.876698,-87.630742,"(41.885023, -87.675556)"
819.0,5050 North,Cicero Ave,08/08/2006,25900,East Bound: 2300 / West Bound: 1900,41.972925,-87.747914,"(41.892668, -87.71135)"
960.0,8216 South,Stony Island Ave,04/4/2007,61600,North Bound: 32800 / South Bound: 28800,41.745515,-87.585819,"(41.729262, -87.541841)"
1050.0,742 West,Root St,05/092006,3200,East Bound: 11300 / / Oneway East Bound,41.818962,-87.645802,"(41.892668, -87.71135)"
1328.0,1031 South,Austin Ave,10/26/2006,26100,North Bound: 12800 / South Bound: 13300,41.868169,-87.774229,"(41.885023, -87.675556)"
85.0,11600 South,Halsted St,08/31/2060,30300,North Bound: 16100 / South Bound: 14200,41.682968,-87.642082,"(41.974889, -87.669587)"
960.0,12535 South,Halsted St,11/08/2006,23600,North Bound: 12500 / South Bound: 11100***,41.665826,-87.641508,"(41.849302, -87.622658)"
1297.0,7141 South,Chicago Ave,03/28/2006,19100,North Bound: 10000 / South Bound: 9100,41.764998,-87.60436,"(41.773922, -87.673756)"
379.0,225 West,Randolph St,09/19/2006,18500,North Bound: 1500 / South Bound: 1500,41.884466,-87.634637,"(41.792663, -87.582231)"
979.0,3636 South,Western Ave,10/26/2006,32200,North Bound: 15600 / South Bound: 16600,41.827315,-87.684942,"(41.992042, -87.714036)"
379.0,1314 West,18th St,10/16/2060,9500,North Bound: 8800 / South Bound: 10500,41.857903,-87.659605,"(41.788454, -87.606097)"
1367.0,1810 South,Western Ave,08/22/2006,23600,North Bound: 13100 / South Bound: 13600,41.678624,-87.680741,"(41.822739, -87.696963)"
397.0,350 East,Jackson Dr,09/28/2006,17600,East Bound: 3800 / West Bound: 4800,41.878356,-87.618837,"(41.992042, -87.714036)"
85.0,2830 West,79th Street,30/28/2006,33300,East Bound: 11800 / West Bound: 11800,41.749936,-87.695059,"(41.792663, -87.582231)"
1308.0,6058 West,Foster Ave,10/11/2006,17300,North Bound: 1100 / South Bound: 1400,41.975664,-87.78048,"(41.887904, -87.771064)"
1199.0,3137 North,Damen Ave,08/16/2006,19200,East Bound: 3600 / West Bound: 3500,41.938823,-87.678334,"(41.773922, -87.673756)"
397.0,5413 oSuth,Kedzie Ave,08/10/2006,24300,East Bound: 3800 / West Bound: 4800,41.794916,-87.703597,"(41.756542, -87.617335)"
85.0,5232 North,Western Ave,08/15/2006,34600,North Bound: 5300 / South Bound: 5400,41.976829,-87.689187,"(41.887904, -87.771064)"
1160.0,2737 West,Belmont Ave,10/16/2006,23800,North Bound: 13100 / South Bound: 13600,41.939398,-87.696701,"(41.890186, -87.632548)"
1175.0,2222 South,Halsted St,10/24/2006,21900,North Bound: 8800 / South Bound: 10500,41.851922,-87.646473,"(41.729262, -87.541841)"
85.0,1057 East,95th Street,03/2/2006,22000,East Bound: 11800 / West Bound: 11800,41.722153,-87.597339,"(41.792663, -87.582231)"
277.0,1959 South,Damen Ave,03/02/2006,15300,East Bound: 3400 / West Bound: 3500,41.854926,-87.67592,"(41.766933, -87.610456)"
397.0,3210 South,Halsted St,10/26/2006,17600,East Bound: 3400 / West Bound: 3500,41.836075,-87.646231,"(41.836075, -87.646231)"
85.0,457 South,Financial PL,09/21/2006,2800,North Bound: 2200 / South Bound: 600,41.87559,-87.633082,"(41.766933, -87.610456)"
1111.0,1649 Wets,Foster Ave,08/22/2006,25600,North Bound: 3400 / South Bound: 1600,41.976144,-87.671622,"(41.963061, -87.679019)"
847.0,4875 North,Kedzie Ave,08/16/2006,14300,East Bound: 11800 / West Bound: 11800,41.970273,-87.708529,"(41.890186, -87.632548)"
715.0,7335 South,Jeffery Blvd,05/04/20x06,24300,East Bound: 3400 / West Bound: 3500,41.761454,-87.576196,"(41.892668, -87.71135)"
1050.0,310 West,31st St,10/19/j2006,14300,North Bound: 7500 / South Bound: 8100,41.838197,-87.634579,"(41.788454, -87.606097)"
193.0,1515 South,Clark St,03/22/2006,23000,East Bound: 11300 / / Oneway East Bound,41.861478,-87.630255,"(41.764348, -87.70478)"
