plant_type,spdes_permit_number,facility_name,groundor_surface,average_design_hydraulic_flow,street,city,state,country,zip_code,latitude,longitude,location_one
Industrial,NY0236616,SHELBY ETHANOL PLANT,Surface,NULL,4141 BATES RD,MEDINA,NY,USA,14103.0,43.21,-78.37,"(42.54, -73.76)"
Municipal,NY0026310,NEWBURGH WWTP,Surface,9.0,2 RENWICK ST,NEWBURGH,NY,USA,12550.0,41.49,-74.01,"(41.49, -74.01)"
Industrial,NY0246492,LYME BUS FUELING CENTER,Surface,0.0,CO RTE 8 - E SIDE - N OF ST RTE 12E,CHAUMONT,NY,USA,13622.0,44.08,-76.15,"(44.08, -76.15)"
Municipal,NY0023680,WARWICK STP,Surface,1.0,RIVER ST,WARWICK,NY,USA,10990.0,41.25,-74.37,"(41.25, -74.37)"
Municipal,NY0023680,CAMDEN WASTEWATER TREATMENT PLANT,Surface,0.8,TABERG ST,CAMDEN,NY,USA,13316.0,43.33,-75.74,"(42.54, -73.76)"
Industrial,NY0236616,HANSON GREAT BEND,Surface,0.08,23080 CO RTE 47,GREAT BEND,NY,USA,13643.0,44.0,-75.69,"(44.0, -75.69)"
Municipal,NY0026310,STILLWATER STP,Surface,0.55,RUNDLE LN,STILLWATER,NY,USA,12170.0,42.94,-73.65,"(42.94, -73.65)"
Industrial,NY0236616,JOCOSA LLC WASTE OIL RECYCLING FACILITY,Surface,NULL,1141 RIVER RD,NEW WINDSOR,NY,USA,12553.0,41.48,-74.01,"(41.48, -74.01)"
Municipal,NY0259616,LEWISTON MASTER SD,Surface,2.75,501 PLETCHER RD,LEWISTON,NY,USA,14092.0,43.21,-79.04,"(43.21, -79.04)"
Industrial,NY0236616,WUW LAUNDROMAT INC,Ground,0.01,1052 ISLIP AVE,BRENTWOOD,NY,USA,11717.0,40.77,-73.21,"(40.94, -72.97)"
Industrial,NY0026310,MEENAN RETAIL SALES BLDG,Ground,NULL,3020 BURNS AVE,WANTAGH,NY,USA,11793.0,40.67,-73.52,"(42.01, -74.27)"
Industrial,NY0246492,DOT SALT STORAGE BUILDING,Surface,0.0,BRADLEY STREET RD,WATERTOWN,NY,USA,13601.0,44.0,-75.92,"(42.01, -74.27)"
Municipal,NY0246492,NYS GLENFIELD SEWER DIST,Surface,0.06,BLUE ST,GLENFIELD,NY,USA,13343.0,43.72,-75.4,"(41.99, -73.88)"
Industrial,NY0259616,SNOW WHITE LAUNDRY,Ground,0.02,50 CO RD 39A|SCTM#904-4-2-020,SOUTHAMPTON,NY,USA,11968.0,40.9,-72.4,"(40.9, -72.4)"
Industrial,NY0223107,FRESH KILLS PARK,Surface,NULL,FRESH KILLS LANDFILL SITE,STATEN ISLAND,NY,USA,10314.0,40.57,-74.2,"(41.48, -74.01)"
Industrial,NY0259616,CON ED-59TH ST STATION,Surface,5.21,850 12TH AVE,NEW YORK,NY,USA,10019.0,40.77,-73.99,"(42.01, -74.27)"
Municipal,NY0246492,CHELSEA COVE WASTE WATER TREATMENT PLANT,Surface,0.12,94 MILLER RD,HOPEWELL JUNCTION,NY,USA,12533.0,41.61,-73.75,"(42.18, -73.52)"
Industrial,NY0210803,ROYAL ANCHORAGE SEWER DISTRICT NO 1,Ground,0.01,LAPOINTE LN & ANCHORAGE WAY,PUTNAM,NY,USA,12861.0,43.75,-73.46,"(42.94, -73.65)"
Industrial,NY0236616,CATSKILL AQUEDUCT OUTLET IN KENSICO RESERVOIR,Surface,NULL,600 NANNYHAGEN RD,THORNWOOD,NY,USA,10594.0,41.12,-73.75,"(41.12, -73.75)"
Industrial,NY0023680,"HEMLOCK LAKE - SHORELINE, OUTLET, DAM & COMPLEX",Surface,1.95,ROCHESTER-C ROW FROM HEMLOCK LAKE TO CITY,LIVINGSTON & MONROE CO,NY,USA,NULL,42.78,-77.61,"(41.49, -74.01)"
Industrial,NY0259616,CHAUTAUQUA HARDWARE CORP,Surface,NULL,31-33 WATER ST,JAMESTOWN,NY,USA,14701.0,42.09,-79.23,"(42.09, -79.23)"
Industrial,NY0023680,Ticonderoga- Republic 2 & Ticonderoga - Whitehall 3,NULL,NULL,Multiple locations,"Crown Point, Dresden, Moriah, Putnam, Ticonderoga, Whitehall",NY,USA,NULL,44.08,-73.5,"(42.74, -73.36)"
Municipal,NY0271420,CHAUMONT WWTP,Surface,0.1,ABANDONED STONE QUARRY NORTH OF VILLAGE ON CO RTE 179,CHAUMONT,NY,USA,13622.0,44.07,-76.13,"(40.94, -72.97)"
Municipal,NY0259616,TOWN OF BETHLEHEM - CEDAR HILL WPCP,Surface,6.0,98 DINMORE RD & ST RTE 144,SELKIRK,NY,USA,12158.0,42.54,-73.76,"(42.54, -73.76)"
Municipal,NY0236616,VOORHEESVILLE - V SD 1 STP,Surface,0.11,STONINGTON HILL RD,VOORHEESVILLE,NY,USA,12186.0,42.65,-73.93,"(42.47, -77.77)"
Municipal,NY0026310,WILLSBORO SEWER DISTRICT NO. 1 WASTEWATER TREATMENT FACILITY,Surface,0.08,76 GILLILAND LN,WILLSBORO,NY,USA,12996.0,44.37,-73.39,"(41.12, -73.75)"
Industrial,NY0023680,EASTERN ALLOYS INC,Surface,NULL,11 HENRY HENNING DR,MAYBROOK,NY,USA,12543.0,41.51,-74.2,"(41.51, -74.2)"
Municipal,NY0271420,COEYMANS-RAVENA WATER POLLUTION CONTROL FACILITY,Surface,0.82,67 SEWER PLANT ACCESS RD - S MAIN ST & ST RTE 144,COEYMANS,NY,USA,12045.0,42.47,-73.79,"(44.08, -76.15)"
Industrial,NY0271420,STEVE'S CAR WASH,Ground,NULL,2331 ST RTE 66,GHENT,NY,USA,NULL,42.33,-73.61,"(40.94, -72.97)"
Industrial,NY0023680,KELLEY MEATS LLC,Ground,0.0,8937 BECKWITH RD,TABERG,NY,USA,13471.0,43.31,-75.62,"(41.48, -74.01)"
Municipal,NY0025461,ALBION JOINT MUNICIPAL INDUSTRIAL STP,Surface,2.3,14740 DENSMORE ST,GAINES,NY,USA,NULL,43.25,-78.17,"(42.94, -73.65)"
Industrial,NY0236616,Suffolk County Water Authority,Ground,0.09,ENTIRE WATER DISTRICT WIDE,SUFFOLK,NY,USA,NULL,40.96,-72.26,"(42.54, -73.76)"
Industrial,NY0246492,ALLEGANY GENERATING STATION,Surface,NULL,11537 ST RTE 19A,Hume,NY,USA,14536.0,42.5,-78.07,"(42.5, -78.07)"
Industrial,NY0271420,ORANGE COUNTY TERMINALS,Surface,NULL,6 SLEEPY HOLLOW RD|RIVER & HOOK RDS,PORT JERVIS,NY,USA,12771.0,41.41,-74.73,"(41.41, -74.73)"
Industrial,NY0272817,MARKIN TUBING,Ground,0.02,1 MARKIN LN,WYOMING,NY,USA,14591.0,42.84,-78.05,"(42.84, -78.05)"
Industrial,NY0210803,HAIG GRAPHIC COMMUNICATIONS,Ground,NULL,690 OLD WILLETS PATH,HAUPPAUGE,NY,USA,11788.0,40.81,-73.23,"(40.81, -73.23)"
Industrial,NY0259616,HAROLD F WOOLSHLAGER WATER PLANT,Both,0.01,NUMBER FOUR RD,WATSON,NY,USA,13367.0,43.82,-75.33,"(43.82, -75.33)"
Industrial,NY0236616,SPRAGUE OPERATING RESOURCES LLC,Surface,0.0,1 BAY BLVD,LAWRENCE,NY,USA,11559.0,40.63,-73.74,"(40.63, -73.74)"
Municipal,NY0272817,PLEASANT STREET SEWER DISTRICT #2,Ground,0.0,PLEASANT ST,VOORHEESVILLE,NY,USA,12186.0,42.65,-73.92,"(42.65, -73.92)"
Industrial,NY0259616,CORELLE BRANDS LLC,Surface,NULL,1 STEUBEN ST,CORNING,NY,USA,14830.0,42.14,-77.04,"(42.14, -77.04)"
Municipal,NY0223107,CENTRAL SQUARE - V STP,Surface,0.45,ST RTE 49 E - S SIDE,CENTRAL SQUARE,NY,USA,13036.0,43.28,-76.14,"(43.28, -76.14)"
Industrial,NY0259616,TOWN SWIM POND,Surface,NULL,29 RECREATION CTR RD,BEEKMAN,NY,USA,NULL,41.62,-73.7,"(41.62, -73.7)"
Industrial,NY0271420,NYS DOT RES ENG SUBHDQTRS GRANBY,Surface,0.0,RATHBURN RD,GRANBY,NY,USA,NULL,43.33,-76.5,"(43.33, -76.5)"
Municipal,NY0271420,EAST ONEIDA LAKE SD WWT FAC,Surface,2.0,3100 VIENNA RD,SYLVAN BEACH,NY,USA,13157.0,43.21,-75.72,"(43.21, -75.72)"
Industrial,NY0023680,SOS FUEL COMPANY,Surface,NULL,10 E VILLAGE RD,TUXEDO,NY,USA,10987.0,41.19,-74.18,"(41.19, -74.18)"
Industrial,NY0271420,OSPREY DOMINION VINEYARD & WINERY,Ground,0.0,44075 MAIN RD (ST RTE 25),MATTITUCK,NY,USA,11952.0,41.04,-72.45,"(41.04, -72.45)"
Municipal,NY0259616,REDWOOD SEWER DISTRICT,Surface,0.04,OLD ST RTE 37,THERESA,NY,USA,13691.0,44.29,-75.8,"(44.29, -75.8)"
Industrial,NY0210803,WORLD FINANCIAL CENTER,Surface,19.2,250 VESEY ST,NEW YORK,NY,USA,10167.0,40.71,-74.02,"(40.71, -74.02)"
Industrial,NY0025453,CALVERTON STP,Surface,0.01,4062 GRUMMAN BLVD|135.20-1-12,CALVERTON,NY,USA,11933.0,40.92,-72.75,"(40.92, -72.75)"
Industrial,NY0025461,DUNWOODIE CENTRAL SUBSTATION,Surface,NULL,MARCO & SMART AVE,YONKERS,NY,USA,10704.0,40.94,-73.86,"(40.94, -73.86)"
Industrial,NY0025461,GARLOCK SEALING TECHNOLOGIES,Surface,0.04,1666 DIVISION ST,PALMYRA,NY,USA,14522.0,43.07,-77.22,"(43.07, -77.22)"
Industrial,NY0223107,AGRI-CYCLE COMPOSTING FACILITY,Surface,0.0,BELLE RD,BUSKIRK,NY,USA,12028.0,42.98,-73.43,"(42.98, -73.43)"
Industrial,NY0246492,CORNELL UNIVERSITY CENTRAL ENERGY PLANT,Surface,NULL,COLLEGE AVE,ITHACA,NY,USA,14853.0,42.44,-76.48,"(42.44, -76.48)"
Industrial,NY0026310,ERIE CO E AURORA HWY MAINTENANCE CTR,Surface,0.0,119 ELLICOTT RD|RT 240,EAST AURORA,NY,USA,14052.0,42.73,-78.69,"(42.73, -78.69)"
Industrial,NY0236616,BARRETT PAMELIA MATERIALS - WATERTOWN FACILITY,Surface,0.0,26572 ST RTE 37 - N OF ST RTE 342,WATERTOWN,NY,USA,13601.0,44.05,-75.9,"(44.05, -75.9)"
Municipal,NY0032051,ELMA SD #4 BRIGGSWOOD,Surface,0.02,JACKMAN LN,ELMA,NY,USA,14059.0,42.85,-78.65,"(42.85, -78.65)"
Industrial,NY0210803,ASHE OIL CO,Surface,NULL,5540 WOLFSPRING RD,SCIO,NY,USA,14880.0,42.1,-78.04,"(42.1, -78.04)"
Municipal,NY0025461,FISHERS ISLAND SEWAGE TREATMENT PLANT,Ground,0.02,FOX LN,FISHERS ISLAND,NY,USA,6390.0,41.25,-72.03,"(41.25, -72.03)"
Municipal,NY0025461,PAWLING JOINT SEWER COMMISSION WWTP,Surface,0.28,39 CORBIN RD,PAWLING,NY,USA,12564.0,41.57,-73.59,"(41.57, -73.59)"
Industrial,NY0259616,MOENCH TANNING CO,Surface,0.38,465 PALMER ST,GOWANDA,NY,USA,14070.0,42.45,-78.92,"(42.45, -78.92)"
Municipal,NY0025461,ALEXANDRIA BAY WWTP,Surface,0.75,35 ANTHONY ST,ALEXANDRIA BAY,NY,USA,13607.0,44.34,-75.91,"(44.34, -75.91)"
Municipal,NY0246492,VICTOR - V STP,Surface,0.5,1250 BRACE RD,VICTOR,NY,USA,14564.0,42.98,-77.4,"(42.98, -77.4)"
Industrial,NY0272817,TESSY PLASTICS - SKANEATELES FACILITY,Surface,NULL,700 VISIONS DR,SKANEATELES FALLS,NY,USA,13153.0,42.99,-76.46,"(42.99, -76.46)"
Municipal,NY0026701,MAMARONECK WWTP,Surface,20.6,W BOSTON POST RD,WHITE PLAINS,NY,USA,10601.0,40.95,-73.73,"(40.95, -73.73)"
Industrial,NY0223107,SEAVEY RD QUARRY,Surface,0.08,164 SEAVEY RD,GOUVERNEUR,NY,USA,13642.0,44.38,-75.47,"(44.38, -75.47)"
Industrial,NY0272817,ALLIED WASTE NIAGARA FALLS LANDFILL,Surface,0.4,56TH ST & NIAGARA FALLS BLVD,NIAGARA FALLS,NY,USA,14304.0,43.1,-78.99,"(43.1, -78.99)"
Municipal,NY0259616,VILLAGE OF FISHKILL STP,Surface,0.45,4 JACKSON ST,FISHKILL,NY,USA,12524.0,41.53,-73.9,"(41.53, -73.9)"
Industrial,NY0246492,ALLIANT TECHSYSTEMS OPERATIONS LLC,Ground,0.0,77 RAYNOR AVE,RONKONKOMA,NY,USA,11779.0,40.8,-73.11,"(40.8, -73.11)"
Municipal,NY0210803,OWEGO - V STP,Surface,1.0,75 SOUTHSIDE DR - N OF I-86 (ST RTE 17) @ EXIT 64,OWEGO,NY,USA,13827.0,42.09,-76.27,"(42.09, -76.27)"
Industrial,NY0210803,PONTAC HOLDING PROPERTY,Surface,0.0,169 WESTERN AVE,WEST NYACK,NY,USA,10994.0,41.09,-73.96,"(41.09, -73.96)"
Industrial,NY0026310,WAWBEEK MAINTENANCE SUBHEADQUARTERS,Ground,0.0,ST RTES 3 & 30 W OF WAWBEEK,WAWBEEK,NY,USA,12986.0,44.24,-74.38,"(44.24, -74.38)"
Industrial,NY0210803,IMERYS WOLLASTONITE PLANT,Surface,0.0,803 MOUNTAIN VIEW DR,WILLSBORO,NY,USA,12996.0,44.36,-73.4,"(44.36, -73.4)"
Industrial,NY0223107,Suffolk County Water Authority,Ground,0.09,ENTIRE WATER DISTRICT WIDE,SUFFOLK,NY,USA,NULL,40.96,-72.26,"(40.96, -72.26)"
Industrial,NY0236616,KANONA TRUCK STOP,Ground,0.01,7748 ST RTE 53|EXIT 37 OF I-86,KANONA,NY,USA,14810.0,42.38,-77.36,"(42.38, -77.36)"
Industrial,NY0210803,MCENROE ORGANIC COMPOSTING,Ground,0.0,CO RTE 58 - OPPOSITE CO RTE 61,NORTHEAST,NY,USA,NULL,41.9,-73.52,"(41.9, -73.52)"
Industrial,NY0272817,PATH TUNNELS A & B,Surface,0.0,WORLD TRADE CENTER,NEW YORK,NY,USA,10048.0,40.71,-74.01,"(40.71, -74.01)"
Industrial,NY0223107,EAGLE ISLAND WATER SUPPLY,Surface,0.0,EAGLE ISLAND,HURON,NY,USA,NULL,43.26,-76.95,"(43.26, -76.95)"
Municipal,NY0110493,FREEVILLE - V STP,Surface,0.12,DPW DR,FREEVILLE,NY,USA,13068.0,42.51,-76.34,"(42.51, -76.34)"
Industrial,NY0271420,VILLAGE OF SARANAC LAKE - 3 MAIN ST BUILDING,Surface,NULL,3 MAIN ST,SARANAC LAKE,NY,USA,12983.0,44.32,-74.13,"(44.32, -74.13)"
Municipal,NY0024201,COBLESKILL-V-WATER POLL CONTROL PLANT,Surface,1.8,EAST MACARTHUR AVE,COBLESKILL,NY,USA,12043.0,42.68,-74.48,"(42.68, -74.48)"
Industrial,NY0279862,UNION TERMINALS,Ground,0.57,201 Union Blvd,West Islip,NY,USA,11795.0,40.71,-73.31,"(40.71, -73.31)"
Industrial,NY0004243,KERRY,Surface,2.3,158 ST RTE 320,NORWICH,NY,USA,13815.0,42.55,-75.52,"(42.55, -75.52)"
Industrial,NY0026310,BAYPORT SHOPPES LAUDROMAT,Ground,0.02,885 MONTAUK HWY,BAYPORT,NY,USA,11705.0,40.75,-73.05,"(40.75, -73.05)"
Industrial,NY0236616,LAUNDERMAGIC OF PATCHOGUE,Ground,NULL,770 MONTAUK HWY,EAST PATCHOGUE,NY,USA,11772.0,40.77,-72.99,"(40.77, -72.99)"
Industrial,NY0272817,GORMAN TERMINALS,Surface,NULL,290 RIVERSIDE AVE,RENSSELAER,NY,USA,12144.0,42.62,-73.75,"(42.62, -73.75)"
Municipal,NY0094480,SKANEATELES (V) WWTP,Surface,0.85,26 FENNELL ST,SKANEATELES,NY,USA,13152.0,42.96,-76.44,"(42.96, -76.44)"
Industrial,NY0008575,ONTARIO WTP,Surface,0.7,1633 RATHBURN RD,OSWEGO,NY,USA,13126.0,43.43,-76.52,"(43.43, -76.52)"
Industrial,NY0271420,WILLIAMSON - T WATER TREAT PLT,Surface,NULL,7901 HAMILTON ST EXT,WILLIAMSON,NY,USA,14589.0,43.28,-77.19,"(43.28, -77.19)"
Industrial,NY0246492,EXIT 7 PALISADES PKY MAINTENANCE FAC,Surface,0.0,TOWN LINE RD,WEST NYACK,NY,USA,10994.0,41.09,-73.99,"(41.09, -73.99)"
Municipal,NY0272817,OYSTER BAY SEWAGE TREATMENT PLANT,Surface,1.8,15 BAY AVE|27-A-6,OYSTER BAY,NY,USA,11771.0,40.88,-73.53,"(40.88, -73.53)"
Industrial,NY0272817,PORT OF COEYMANS,Surface,0.02,2170 ST RTE 144,COEYMANS,NY,USA,12045.0,42.48,-73.79,"(42.48, -73.79)"
Municipal,NY0026310,RICHFIELD SPRINGS WASTEWATER TREATMENT PLANT,Surface,0.6,140 BLOOMFIELD DR,RICHFIELD SPRNGS,NY,USA,13439.0,42.85,-74.99,"(42.85, -74.99)"
Municipal,NY0024929,WHITEHALL STP,Surface,1.7,RIVERSIDE DR,WHITEHALL,NY,USA,12887.0,43.55,-73.4,"(43.55, -73.4)"
Industrial,NY0256340,HOGANSBURG RES ENG SUBHEADQUARTERS,Ground,NULL,ST RTE 95 - S OF ST RTE 37,HOGANSBURG,NY,USA,13655.0,44.96,-74.64,"(44.96, -74.64)"
Industrial,NY0279803,215 DEPOT ROAD REALTY CORP,Ground,0.02,215 DEPOT RD,HUNTINGTON STATION,NY,USA,11746.0,40.84,-73.4,"(40.84, -73.4)"
Industrial,NY0280160,BELLOWS POND RD WELL FIELD - PLANT NO. 4,Ground,0.09,60 BELLOWS POND RD,HAMPTON BAYS,NY,USA,11946.0,40.88,-72.55,"(40.88, -72.55)"
Industrial,NY0246492,METRO NORTH RR BREWSTER YARD,Surface,0.07,PROSPECT HILL RD - PUTNAM JCT,BREWSTER,NY,USA,10509.0,41.41,-73.62,"(41.41, -73.62)"
Municipal,NY0023337,POTSDAM SEWER DISTRICT NO 1 STP,Surface,0.04,SISSONVILLE RD,UNIONVILLE,NY,USA,13676.0,44.72,-74.99,"(44.72, -74.99)"
Municipal,NY0149209,TRI-MUNICIPAL WWTP,Surface,2.78,171 SHEAFE RD,WAPPINGERS FALLS,NY,USA,12590.0,41.61,-73.94,"(41.61, -73.94)"
Industrial,NY0227030,LI RAIL ROAD - OYSTER BAY YARD,Ground,NULL,1 RAIL RD PLZ,OYSTER BAY,NY,USA,11771.0,40.87,-73.53,"(40.87, -73.53)"
Industrial,NY0260053,HWY MAINTENANCE SUBHQTRS,Surface,0.0,CO RTE 175 AT ST RTE 17,LIBERTY,NY,USA,12754.0,41.78,-74.73,"(41.78, -74.73)"
Municipal,NY0022403,LITTLE FALLS WASTEWATER TREATMENT PLANT,Surface,7.0,223 RIVER RD E,LITTLE FALLS,NY,USA,13365.0,43.04,-74.84,"(43.04, -74.84)"
Municipal,NY0248983,HULETTS LANDING SEWER DISTRICT NO 1,Ground,0.03,BROOK WAY OFF CO RTE 6B,HULETTS LANDING,NY,USA,12841.0,43.64,-73.5,"(43.64, -73.5)"
Industrial,NY0000311,PACTIV LLC,Surface,0.11,5250 NORTH ST,CANANDAIGUA,NY,USA,14424.0,42.91,-77.3,"(42.91, -77.3)"
Municipal,NY0028363,MARATHON - V STP,Surface,0.2,FRONT ST EXT,MARATHON,NY,USA,13803.0,42.43,-76.03,"(42.43, -76.03)"
Industrial,NY0244872,TESSY PLASTICS - ELBRIDGE CAMPUS,Surface,NULL,488 ST RTE 5 W|1300' W OF HAMILTON RD,ELBRIDGE,NY,USA,13021.0,43.03,-76.47,"(43.03, -76.47)"
Industrial,NY0266612,RCF FUEL OIL CORP,Ground,NULL,274-D W MONTAUK HWY,HAMPTON BAYS,NY,USA,NULL,40.87,-72.55,"(40.87, -72.55)"
Industrial,NY0108472,YRC FREIGHT-MAYBROOK TERMINAL 123,Surface,NULL,1000 HOMESTEAD AVE,MAYBROOK,NY,USA,12543.0,41.5,-74.21,"(41.5, -74.21)"
Industrial,NY0004421,AMERICAN FELT & FILTER CO,Surface,0.04,WALSH AVE,NEW WINDSOR,NY,USA,12553.0,41.49,-74.02,"(41.49, -74.02)"
Industrial,NY0027120,ERIE CO STURGEON POINT WATER TRTMNT PLT,Surface,0.92,722 STURGEON PT RD,DERBY,NY,USA,14047.0,42.69,-79.04,"(42.69, -79.04)"
Municipal,NY0023965,CLYDE - V STP,Surface,0.4,45 FORD ST,CLYDE,NY,USA,14433.0,43.08,-76.87,"(43.08, -76.87)"
Industrial,NY0263141,DOT SPRINGFIELD MAINTENANCE SUBHEADQTRS,Surface,NULL,4675 US RTE 20,SPRINGFIELD,NY,USA,NULL,42.84,-74.89,"(42.84, -74.89)"
Industrial,NY0100846,CITY OF ONEIDA WATER TREATMENT PLANT,Surface,0.1,10176 GLENMORE RD,ANNSVILLE,NY,USA,NULL,43.35,-75.62,"(43.35, -75.62)"
Industrial,NY0268151,SHANDAKEN TUNNEL OUTLET,Surface,NULL,7148 ST RTE 28,SHANDAKEN,NY,USA,12480.0,42.11,-74.36,"(42.11, -74.36)"
Industrial,NY0245089,INDECK OLEAN ENERGY CENTER,Surface,NULL,140 MOORE AVE,OLEAN,NY,USA,14760.0,42.09,-78.45,"(42.09, -78.45)"
Industrial,NY0107760,TIFFEN MFG CORP,Ground,0.0,90 OSER AVE,HAUPPAUGE,NY,USA,11787.0,40.82,-73.24,"(40.82, -73.24)"
Industrial,NY0211923,Greenlawn Village Laundromat,Ground,0.02,80 A BROADWAY,GREENLAWN,NY,USA,11740.0,40.87,-73.36,"(40.87, -73.36)"
Industrial,NY0150100,CHARLES RIVER LABORATORY,Surface,0.02,3121 NYS RTE 209,STONE RIDGE,NY,USA,12484.0,41.87,-74.12,"(41.87, -74.12)"
Municipal,NY0207004,VILLAGE OF THERESA WWTF,Surface,0.07,124 COMMERCIAL ST,THERESA,NY,USA,13691.0,44.22,-75.8,"(44.22, -75.8)"
Municipal,NY0030899,WATERVLIET - V COMBINED SEWER OVERFLOWS,Surface,0.01,HUDSON RIVER,WATERVLIET,NY,USA,12189.0,42.71,-73.7,"(42.71, -73.7)"
Municipal,NY0022136,ECSD NO 6 LACKAWANNA WATER RESOURCE RECOVERY FACILITY,Surface,4.5,260 LEHIGH AVE|NE CORNER OF WILLMUTH & WELL STS,LACKAWANNA,NY,USA,14218.0,42.82,-78.84,"(42.82, -78.84)"
Industrial,NY0203483,HUNTLEY FLY ASH LANDFILL,Surface,NULL,RIVER RD,TONAWANDA,NY,USA,14150.0,42.99,-78.93,"(42.99, -78.93)"
Municipal,NY0026841,BELGRAVE WPCD,Surface,2.0,34-01 255TH ST|2/374/8-11,GREAT NECK,NY,USA,11022.0,40.78,-73.74,"(40.78, -73.74)"
Industrial,NY0033065,BARTON ROAD QUARRY,Surface,0.01,91 BARTON RD,LANCASTER,NY,USA,14086.0,42.95,-78.65,"(42.95, -78.65)"
Industrial,NY0218723,POUGHKEEPSIE CORP CENTER,Surface,0.14,350 DUTCHESS TPKE,POUGHKEEPSIE,NY,USA,12603.0,41.71,-73.87,"(41.71, -73.87)"
Industrial,NY0270237,POULIN GRAIN INC,Ground,NULL,6005 US RTE 11,CANTON,NY,USA,13617.0,44.6,-75.14,"(44.6, -75.14)"
Industrial,NY0007242,LEHIGH NORTHEAST CEMENT CO - CEMENTON TERMINAL,Ground,NULL,120 ALPHA BLVD US RTE 9W,CEMENTON,NY,USA,12415.0,42.14,-73.91,"(42.14, -73.91)"
Industrial,NY0201243,ASTORIA CENTRAL WTF,Surface,NULL,20TH AVE & 23RD ST,ASTORIA,NY,USA,NULL,40.78,-73.91,"(40.78, -73.91)"
Industrial,NY0282260,KEARNEY PIT,Surface,0.03,121 COLUMBIA CO RTE 31 (BLUE HILL RD),HUDSON,NY,USA,12534.0,42.2,-73.8,"(42.2, -73.8)"
Industrial,NY0258407,NYS DOT MAINTENANCE SUBHEADQUARTERS,Surface,0.0,4222 ST RTE 417,OLEAN,NY,USA,14760.0,42.11,-78.53,"(42.11, -78.53)"
Industrial,NY0244139,SUPERIOR PLUS ENERGY SERVICES - CORTLAND,Surface,NULL,US RTE 11 E OF CORTLAND @ POLKVILLE,CORTLANDVILLE,NY,USA,NULL,42.59,-76.14,"(42.59, -76.14)"
Industrial,NY0264911,PELLEH POULTRY,Ground,NULL,522 HAPPY AVE,BETHEL,NY,USA,12783.0,41.71,-74.86,"(41.71, -74.86)"
Municipal,NY0020672,HAMILTON - V WATER POLLUTION CONTROL PLANT,Surface,0.85,81 COLLEGE ST,HAMILTON,NY,USA,13346.0,42.82,-75.55,"(42.82, -75.55)"
Municipal,NY0021334,WESTFIELD WATER POLLUTION CONTROL FACILITY,Surface,2.6,OLD HAWLEY ST,WESTFIELD,NY,USA,14787.0,42.33,-79.59,"(42.33, -79.59)"
Industrial,NY0000418,MORTON SALT INC,Surface,0.2,45 RIBAUD AVE E,SILVER SPRINGS,NY,USA,14550.0,42.66,-78.08,"(42.66, -78.08)"
Municipal,NY0027154,WALTON - V WWTP,Surface,1.55,SOUTH ST,WALTON,NY,USA,13856.0,42.16,-75.14,"(42.16, -75.14)"
Industrial,NY0260185,EASTVIEW MAINTENANCE FACILITY,Surface,0.0,92 OLD SAW MILL RIVER DR,EASTVIEW,NY,USA,NULL,41.08,-73.82,"(41.08, -73.82)"
