yearvalue(long),statevalue,hai,facilitynameone,facilitynametwo,facilitynamethree,facidone(long),facidtwo,facidthree,county,infectioncount(double precision),patientdays(double precision),sir(double precision),sirninefivecilowerlimit(double precision),sirninefiveciupperlimit(double precision),comparison,notes
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),"California Pacific Medical Center, Davies Campus Hospital, SF","Alta Bates Summit Medical Center, Herrick Campus, Berkeley",.,40000122.0,.,.,San Francisco,1.0,109733.0,0.83,0.04,4.08,No Different,† See Data Dictionary
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),"California Pacific Medical Center, Pacific Campus Hospital, SF","California Pacific Medical Center, CA West Campus Hospital, SF",.,40000122.0,220000002,.,San Francisco,5.0,109733.0,0.78,0.29,1.73,No Different,† See Data Dictionary
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),"California Pacific Medical Center, St Luke's Campus, San Francisco",.,u.,930000008.0,630012960,.,San Francisco,2.0,87153.0,2.71,0.33,9.78,No Different,¥ See Data Dictionary
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),"AHMC Anaheim Regional Medical Center, Anaheim","California Pacific Medical Center, CA West Campus Hospital, SF",***,140000014.0,.,.,Los Angeles,0.0,87153.0,0.0,0.0,1.66,.,† See Data Dictionary
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),Alhambra Hospital Medical Center,.,.,140000012.0,220000002,q.,Los Angeles,8.0,42875.0,0.34,0.16,0.65,Lower,† See Data Dictionary
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),"Children's Hospital of Orange County, Orange",Adventist Medical Center-Selma,.,140000014.0,.,.,Los Angeles,1.0,42875.0,0.21,0.01,1.06,No Different,† See Data Dictionary
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),"Children's Hospital of Orange County, Orange",Adventist Medical Center-Selma,.,140000014.0,.,y.,Kings,0.0,87153.0,0.0,0.0,1.66,.,† See Data Dictionary
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),"Children's Hospital of Orange County, Orange","Alta Bates Summit Medical Center, Herrick Campus, Berkeley",.,60000006.0,.,.,Orange,1.0,11874.0,1.46,0.04,8.12,No Different,¥ See Data Dictionary
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),"Barton Memorial Hospital, South Lake Tahoe",.,.,140000014.0,,.,Alameda,0.0,66733.0,0.0,0.0,1.76,No Different,† See Data Dictionary
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),"AHMC Anaheim Regional Medical Center, Anaheim",.,***,930000012.0,220000002,.,Orange,0.0,109733.0,0.0,0.0,1.66,.,† See Data Dictionary
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),"Children's Hospital of Orange County, Orange",Adventist Medical Center-Selma,.,140000014.0,.,.,Madera,2.0,66733.0,0.59,0.1,1.94,No Different,† See Data Dictionary
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),"Barton Memorial Hospital, South Lake Tahoe",.,***,120001330.0,630012960,.,Los Angeles,6.0,109733.0,1.0,0.41,2.09,No Different,† See Data Dictionary
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),"Children's Hospital of Orange County, Orange",Adventist Medical Center-Selma,z.,140000034.0,.,.,Orange,0.0,109733.0,0.0,0.0,0.86,Lower,† See Data Dictionary
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),"AHMC Anaheim Regional Medical Center, Anaheim",Adventist Medical Center-Selma,.,60000006.0,.,.,San Francisco,0.0,109733.0,0.0,0.0,1.66,.,† See Data Dictionary
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),"Alameda County Medical Center, Oakland",Adventist Medical Center-Selma,,140000014.0,.,.,San Bernardino,0.0,109733.0,0.0,0.0,1.66,.,† See Data Dictionary
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),"Citrus Valley Medical Center, IC , Covina","Alta Bates Summit Medical Center, Summit Campus, Oakland",.,930000036.0,930000132,.,Los Angeles,5.0,51929.0,0.55,0.2,1.22,No Different,† See Data Dictionary
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),"City of Hope Helford Clinical Research Hospital, Duarte",.,***,930000036.0,220000002,.,Los Angeles,4.0,66733.0,1.78,0.57,4.3,No Different,† See Data Dictionary
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),Clovis Community Medical Center,.,,140000011.0,630012960,.,Fresno,3.0,87153.0,1.25,0.32,3.39,No Different,† See Data Dictionary
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),"City of Hope Helford Clinical Research Hospital, Duarte",Adventist Medical Center-Selma,.,930000012.0,.,k.,Fresno,0.0,42875.0,0.0,0.0,1.66,.,† See Data Dictionary
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),"Antelope Valley Hospital, Lancaster",.,,90000013.0,220000002,.,Los Angeles,0.0,87153.0,0.0,0.0,1.66,.,† See Data Dictionary
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),"Alta Bates Summit Medical Center, Oakland","California Pacific Medical Center, CA West Campus Hospital, SF",.,930000008.0,.,***,Plumas,0.0,109733.0,0.0,0.0,1.66,.,† See Data Dictionary
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),"Coastal Communities Hospital, Santa Ana",.,j.,90000013.0,220000002,.,Orange,1.0,109733.0,1.02,0.03,5.68,No Different,¥ See Data Dictionary
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),"Barton Memorial Hospital, South Lake Tahoe",.,***,930000036.0,220000002,e.,Orange,0.0,109733.0,0.0,0.0,2.12,No Different,† See Data Dictionary
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),"Colorado River Medical Center, Needles",Adventist Medical Center-Selma,,40000124.0,.,.,San Bernardino,1.0,109733.0,18.18,0.46,101.3,No Different,¥ See Data Dictionary
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),"Alvarado Hospital Medical Center, Campus #1, San Diego",.,,90000013.0,630012960,.,Colusa,0.0,66733.0,0.0,0.0,1.66,.,† See Data Dictionary
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),Community and Mission Hospital of Huntington Park,.,.,930000036.0,***,***,Los Angeles,0.0,42875.0,0.0,0.0,2.39,No Different,† See Data Dictionary
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),"Alta Bates Summit Medical Center, Oakland","California Pacific Medical Center, CA West Campus Hospital, SF",,140000011.0,.,.,Los Angeles,0.0,109733.0,0.0,0.0,1.66,.,† See Data Dictionary
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),Community Hospital of San Bernardino,"Alvarado Hospital Medical Center, Campus #2, San Diego",***,120001330.0,.,.,San Bernardino,1.0,66733.0,0.49,0.02,2.39,No Different,† See Data Dictionary
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),Bakersfield Heart Hospital,"Alvarado Hospital Medical Center, Campus #2, San Diego",.,60000006.0,.,.,Monterey,0.0,47909.0,0.0,0.0,1.43,No Different,† See Data Dictionary
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),"Children's Hospital of Orange County, Orange","Alvarado Hospital Medical Center, Campus #2, San Diego",.,40000122.0,.,***,Ventura,3.0,51928.0,0.83,0.21,2.25,No Different,† See Data Dictionary
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),"Children's Hospital of Orange County, Orange","Alvarado Hospital Medical Center, Campus #2, San Diego",.,120001330.0,.,j.,Fresno,19.0,196889.0,0.93,0.58,1.42,No Different,† See Data Dictionary
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),"California Hospital Medical Center, Los Angeles",.,***,40000122.0,,.,Contra Costa,1.0,87153.0,0.48,0.02,2.39,No Different,† See Data Dictionary
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),"Adventist Medical Center, Hanford","Corona Regional Medical Center, Campus #2",,40000122.0,250000007,.,Riverside,0.0,31611.0,0.0,0.0,1.27,No Different,† See Data Dictionary
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),"Antelope Valley Hospital, Lancaster",***,***,40000124.0,.,.,San Joaquin,1.0,32745.0,0.43,0.02,2.13,No Different,† See Data Dictionary
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),Alhambra Hospital Medical Center,i.,.,90000013.0,.,g.,Kern,0.0,14294.0,0.0,0.0,1.66,.,† See Data Dictionary
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),"Alta Bates Summit Medical Center, Oakland",.,c.,60000006.0,.,.,Riverside,2.0,77398.0,0.5,0.08,1.66,No Different,† See Data Dictionary
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),"Adventist Medical Center, Hanford",,.,60000006.0,.,.,San Bernardino,2.0,32383.0,1.14,0.19,3.76,No Different,† See Data Dictionary
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),Community Hospital of San Bernardino,.,.,60000006.0,z.,.,San Joaquin,0.0,15299.0,0.0,0.0,1.66,.,† See Data Dictionary
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),Community Hospital of San Bernardino,.,.,930000188.0,.,.,Los Angeles,0.0,365.0,0.0,0.0,1.66,.,† See Data Dictionary
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),"Doctors Medical Center, Modesto",.,x.,30000122.0,,o.,Stanislaus,7.0,130323.0,0.73,0.32,1.44,No Different,† See Data Dictionary
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),"Doctors Medical Center, San Pablo",c.,.,110001204.0,.,.,Contra Costa,2.0,24463.0,1.27,0.21,4.21,No Different,† See Data Dictionary
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),Dominican Hospital,.,.,70000139.0,t.,***,Santa Cruz,2.0,50605.0,0.82,0.14,2.71,No Different,† See Data Dictionary
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),Downey Regional Medical Center,.,***,930000052.0,.,.,Los Angeles,0.0,36504.0,0.0,0.0,1.64,No Different,† See Data Dictionary
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),"Earl & Loraine Miller Children's Hospital, Long Beach",,k.,930001709.0,.,.,Los Angeles,3.0,78645.0,1.01,0.26,2.73,No Different,† See Data Dictionary
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),"East Los Angeles Doctors Hospital, Los Angeles",.,***,930000053.0,.,,Los Angeles,3.0,27145.0,2.3,0.59,6.26,No Different,† See Data Dictionary
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),"East Valley Hospital Medical Center, Glendora",***,.,930000060.0,.,,Los Angeles,0.0,5950.0,0.0,0.0,1.66,.,† See Data Dictionary
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),"Eden Medical Center, Castro Valley",.,.,140000183.0,,.,Alameda,2.0,38677.0,0.81,0.17,2.67,No Different,† See Data Dictionary
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),"Eisenhower Medical Center, Rancho Mirage",.,p.,250000011.0,.,k.,Riverside,1.0,77381.0,0.15,0.01,0.73,Lower,† See Data Dictionary
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),"El Camino Hospital, Los Gatos",.,p.,70000136.0,.,.,Santa Clara,1.0,15239.0,1.55,0.04,8.63,No Different,¥ See Data Dictionary
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),"El Camino Hospital, Mountain View",.,.,70001351.0,.,o.,Santa Clara,1.0,68521.0,0.32,0.02,1.55,No Different,† See Data Dictionary
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),El Centro Regional Medical Center,***,h.,90000040.0,.,.,Imperial,1.0,27358.0,0.64,0.03,3.17,No Different,† See Data Dictionary
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),"Emanuel Medical Center Inc, Turlock",.,.,30000125.0,n.,.,Stanislaus,0.0,43402.0,0.0,0.0,1.44,No Different,† See Data Dictionary
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),"Encino Hospital Medical Center, Encino",.,***,930000054.0,.,.,Los Angeles,1.0,21534.0,0.8,0.04,3.96,No Different,† See Data Dictionary
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),"Enloe Medical Center-Cohasset, Chico","Enloe Medical Center-Esplanade, Chico","Enloe Rehabilitation Center, Chico",230000013.0,230000002,230000405,Butte,2.0,70412.0,0.5,0.08,1.64,No Different,† See Data Dictionary
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),"Fairchild Medical Center, Yreka",.,,230000019.0,.,.,Siskiyou,0.0,5283.0,0.0,0.0,1.66,.,† See Data Dictionary
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),"Fairview Developmental Center, Costa Mesa",.,.,170001767.0,***,h.,Orange,0.0,313.0,0.0,0.0,1.66,.,† See Data Dictionary
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),Fallbrook Hospital District,.,.,80000043.0,***,,San Diego,0.0,5648.0,0.0,0.0,1.66,.,† See Data Dictionary
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),"Feather River Hospital, Paradise",.,***,230000005.0,,.,Butte,0.0,21853.0,0.0,0.0,1.66,.,† See Data Dictionary
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),"Foothill Presbyterian Hospital-Johnston Memorial, Glendora",***,.,930000056.0,.,m.,Los Angeles,0.0,19333.0,0.0,0.0,2.47,No Different,† See Data Dictionary
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),Fountain Valley Regional Hospital & Medical Center,Fountain Valley Regional Hospital & Medical Center,.,60000011.0,060000936,w.,Orange,2.0,90106.0,0.4,0.07,1.32,No Different,† See Data Dictionary
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),"Frank R. Howard Memorial Hospital, Willits",.,.,110000008.0,.,***,Mendocino,0.0,5742.0,0.0,0.0,1.66,.,† See Data Dictionary
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),"Fremont Medical Center, Yuba City","Rideout Memorial Hospital, Marysville",.,230000261.0,230000260,***,Sutter-Yuba,8.0,52865.0,3.42,1.59,6.49,Higher,† See Data Dictionary
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),"French Hospital Medical Center, San Luis Obispo",.,.,50000016.0,,,San Luis Obispo,1.0,15075.0,0.97,0.05,4.79,No Different,† See Data Dictionary
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),Fresno Heart and Surgical Hospital,.,.,40001397.0,.,l.,Fresno,0.0,11669.0,0.0,0.0,1.66,.,† See Data Dictionary
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),Fresno Surgical Hospital,***,.,40000254.0,.,.,Fresno,0.0,3848.0,0.0,0.0,1.66,.,† See Data Dictionary
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),Garden Grove Hospital and Medical Center,,.,60000058.0,.,y.,Orange,2.0,22895.0,1.42,0.24,4.68,No Different,† See Data Dictionary
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),"Garfield Medical Center, Monterey Park",.,.,930000058.0,.,.,Los Angeles,2.0,62108.0,0.72,0.12,2.38,No Different,† See Data Dictionary
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),"George L. Mee Memorial Hospital, King City",r.,.,70000141.0,.,w.,Monterey,0.0,24944.0,0.0,0.0,2.27,No Different,† See Data Dictionary
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),Glendale Adventist Medical Center,.,***,930000059.0,.,.,Los Angeles,5.0,104313.0,0.7,0.26,1.56,No Different,† See Data Dictionary
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),Glendale Memorial Hospital and Health Center,,***,930000093.0,.,.,Los Angeles,4.0,50287.0,1.16,0.37,2.79,No Different,† See Data Dictionary
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),"Glenn Medical Center, Willows",.,.,230000006.0,.,,Glenn,0.0,755.0,0.0,0.0,1.66,.,† See Data Dictionary
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),"Goleta Valley Cottage Hospital, Santa Barbara",.,.,50000017.0,.,.,Santa Barbara,0.0,14694.0,0.0,0.0,1.66,.,† See Data Dictionary
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),"Good Samaritan Hospital, Bakersfield",.,***,120000319.0,.,.,Kern,0.0,4381.0,0.0,0.0,1.66,.,† See Data Dictionary
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),"Good Samaritan Hospital, Los Angeles",.,.,930000068.0,.,.,Los Angeles,4.0,66219.0,1.14,0.36,2.74,No Different,† See Data Dictionary
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),"Good Samaritan Hospital, San Jose","Mission Oaks Hospital, Los Gatos",.,70000153.0,070000154,.,Santa Clara,4.0,86728.0,0.83,0.26,2.0,No Different,† See Data Dictionary
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),"Greater El Monte Community Hospital, South El Monte",.,***,930000062.0,.,.,Los Angeles,0.0,15223.0,0.0,0.0,1.66,.,† See Data Dictionary
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),"Grossmont Hospital, La Mesa",.,.,80000045.0,,.,San Diego,6.0,123527.0,0.58,0.23,1.2,No Different,† See Data Dictionary
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),"Hazel Hawkins Memorial Hospital, Hollister",.,.,70000142.0,.,***,San Benito,0.0,8316.0,0.0,0.0,1.66,.,† See Data Dictionary
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),Healdsburg District Hospital,.,f.,110000009.0,.,.,Sonoma,0.0,69155.0,0.0,0.0,1.66,.,"+ Incomplete Reporter, see data dictionary"
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),"Healthbridge Children's Hospital, Orange",.,f.,60001674.0,***,.,Orange,0.0,1561.0,0.0,0.0,1.66,.,† See Data Dictionary
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),Hemet Valley Medical Center,.,***,250000012.0,p.,.,Riverside,3.0,31904.0,0.98,0.25,2.65,No Different,¶ See Data Dictionary
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),"Henry Mayo Newhall Memorial Hospital, Valencia",q.,.,930000063.0,.,.,Los Angeles,2.0,54515.0,0.78,0.13,2.56,No Different,† See Data Dictionary
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),"Hi-Desert Medical Center, Joshua Tree",.,.,240000014.0,.,,San Bernardino,0.0,10957.0,0.0,0.0,1.66,.,† See Data Dictionary
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),"Hoag Memorial Hospital Presbyterian, Newport Beach","Hoag Hospital, Irvine",,60000014.0,060001022,.,Orange,3.0,119003.0,0.38,0.1,1.03,No Different,† See Data Dictionary
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),Hoag Orthopedic Hospitalital,.,.,630012891.0,***,.,Orange,0.0,9712.0,0.0,0.0,1.66,.,† See Data Dictionary
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),"Hollywood Presbyterian Medical Center, Los Angeles",.,.,930000065.0,.,.,Los Angeles,4.0,66057.0,0.83,0.26,1.99,No Different,† See Data Dictionary
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),Huntington Beach Hospital,.,.,60000015.0,***,a.,Orange,0.0,19391.0,0.0,0.0,2.39,No Different,† See Data Dictionary
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),"Huntington Memorial Hospital, Pasadena",.,.,930000026.0,.,***,Los Angeles,3.0,129418.0,0.38,0.1,1.03,No Different,† See Data Dictionary
