yearvalue,statevalue,hai,operativeprocedure,facidone,facilitynameone,facidtwo,facilitynametwo,facidthree,facilitynamethree,county,procedurecount,infectioncount,notes
2013,California,SSI,Kidney surgery,930000008.0,"Antelope Valley Hospital, Lancaster",.,.,.,.,Los Angeles,21.0,0.0,~ See Data Dictionary
2013,California,SSI,Kidney surgery,240000100.0,"Arrowhead Regional Medical Center, Colton",.,.,.,.,San Bernardino,35.0,0.0,~ See Data Dictionary
2013,California,SSI,Kidney surgery,120000338.0,Bakersfield Memorial Hospital,.,.,.,.,Kern,23.0,0.0,~ See Data Dictionary
2013,California,SSI,Kidney surgery,930000012.0,"Beverly Hospital, Montebello",.,.,.,.,Los Angeles,21.0,0.0,~ See Data Dictionary
2013,California,SSI,Kidney surgery,930000002.0,"California Hospital Medical Center, Los Angeles",.,.,.,.,Los Angeles,21.0,0.0,~ See Data Dictionary
2013,California,SSI,Kidney surgery,220000022.0,"California Pacific Medical Center, Pacific Campus Hospital, SF",220000002,"California Pacific Medical Center, CA West Campus Hospital, SF",.,.,San Francisco,122.0,0.0,~ See Data Dictionary
2013,California,SSI,Kidney surgery,220000018.0,"California Pacific Medical Center, St Luke's Campus, San Francisco",.,.,.,.,San Francisco,21.0,0.0,~ See Data Dictionary
2013,California,SSI,Kidney surgery,930000004.0,"Cedars-Sinai Medical Center, Los Angeles",.,.,.,.,Los Angeles,257.0,1.0,~ See Data Dictionary
2013,California,SSI,Kidney surgery,930000022.0,"Centinela Hospital Medical Center, Inglewood",.,.,.,.,Los Angeles,21.0,0.0,~ See Data Dictionary
2013,California,SSI,Kidney surgery,40000129.0,"Children's Hospital Central California, Madera",.,.,.,.,Madera,21.0,0.0,~ See Data Dictionary
2013,California,SSI,Kidney surgery,140000014.0,Childrens Hospital and Research Center at Oakland,.,.,.,.,Alameda,21.0,0.0,~ See Data Dictionary
2013,California,SSI,Kidney surgery,930000034.0,Childrens Hospital of Los Angeles,.,.,.,.,Los Angeles,41.0,0.0,~ See Data Dictionary
2013,California,SSI,Kidney surgery,220000003.0,"Chinese Hospital, San Francisco",.,.,.,.,San Francisco,21.0,0.0,~ See Data Dictionary
2013,California,SSI,Kidney surgery,930000070.0,"Citrus Valley Medical Center, IC , Covina",930000132,"Citrus Valley Medical Center, QV, West Covina",.,.,Los Angeles,24.0,1.0,~ See Data Dictionary
2013,California,SSI,Kidney surgery,930000036.0,"City of Hope Helford Clinical Research Hospital, Duarte",.,.,.,.,Los Angeles,85.0,1.0,~ See Data Dictionary
2013,California,SSI,Kidney surgery,40000095.0,Clovis Community Medical Center,.,.,.,.,Fresno,26.0,0.0,~ See Data Dictionary
2013,California,SSI,Kidney surgery,60000021.0,"Coastal Communities Hospital, Santa Ana",.,.,.,.,Orange,21.0,0.0,~ See Data Dictionary
2013,California,SSI,Kidney surgery,70000137.0,"Community Hospital of The Monterey Peninsula, Monterey",.,.,.,.,Monterey,21.0,0.0,~ See Data Dictionary
2013,California,SSI,Kidney surgery,50000014.0,"Community Memorial Hospital, San Buenaventura, Ventura",.,.,.,.,Ventura,28.0,0.0,~ See Data Dictionary
2013,California,SSI,Kidney surgery,40000101.0,"Community Regional Medical Center, Fresno",.,.,.,.,Fresno,68.0,1.0,~ See Data Dictionary
2013,California,SSI,Kidney surgery,140000195.0,"Contra Costa Regional Medical Center, Martinez",.,.,.,.,Contra Costa,21.0,0.0,~ See Data Dictionary
2013,California,SSI,Kidney surgery,250000008.0,"Desert Regional Medical Center, Palm Springs",.,.,.,.,Riverside,21.0,0.0,~ See Data Dictionary
2013,California,SSI,Kidney surgery,240001330.0,"Desert Valley Hospital, Victorville",.,.,.,.,San Bernardino,21.0,0.0,~ See Data Dictionary
2013,California,SSI,Kidney surgery,30000118.0,Doctors Hospital of Manteca,.,.,.,.,San Joaquin,21.0,0.0,~ See Data Dictionary
2013,California,SSI,Kidney surgery,30000122.0,"Doctors Medical Center, Modesto",.,.,.,.,Stanislaus,31.0,1.0,~ See Data Dictionary
2013,California,SSI,Kidney surgery,110001204.0,"Doctors Medical Center, San Pablo",.,.,.,.,Contra Costa,21.0,0.0,~ See Data Dictionary
2013,California,SSI,Kidney surgery,70000139.0,Dominican Hospital,.,.,.,.,Santa Cruz,23.0,0.0,~ See Data Dictionary
2013,California,SSI,Kidney surgery,930000052.0,Downey Regional Medical Center,.,.,.,.,Los Angeles,21.0,0.0,~ See Data Dictionary
2013,California,SSI,Kidney surgery,930001709.0,"Earl & Loraine Miller Children's Hospital, Long Beach",.,.,.,.,Los Angeles,21.0,0.0,~ See Data Dictionary
2013,California,SSI,Kidney surgery,930000053.0,"East Los Angeles Doctors Hospital, Los Angeles",.,.,.,.,Los Angeles,21.0,0.0,~ See Data Dictionary
2013,California,SSI,Kidney surgery,140000183.0,"Eden Medical Center, Castro Valley",.,.,.,.,Alameda,21.0,0.0,~ See Data Dictionary
2013,California,SSI,Kidney surgery,250000011.0,"Eisenhower Medical Center, Rancho Mirage",.,.,.,.,Riverside,43.0,0.0,~ See Data Dictionary
2013,California,SSI,Kidney surgery,70000136.0,"El Camino Hospital, Los Gatos",.,.,.,.,Santa Clara,21.0,0.0,~ See Data Dictionary
2013,California,SSI,Kidney surgery,70001351.0,"El Camino Hospital, Mountain View",.,.,.,.,Santa Clara,55.0,0.0,~ See Data Dictionary
2013,California,SSI,Kidney surgery,90000040.0,El Centro Regional Medical Center,.,.,.,.,Imperial,21.0,0.0,~ See Data Dictionary
2013,California,SSI,Kidney surgery,30000125.0,"Emanuel Medical Center Inc, Turlock",.,.,.,.,Stanislaus,21.0,0.0,~ See Data Dictionary
2013,California,SSI,Kidney surgery,230000013.0,"Enloe Medical Center-Cohasset, Chico",230000002,"Enloe Medical Center-Esplanade, Chico",230000405,"Enloe Rehabilitation Center, Chico",Butte,21.0,1.0,~ See Data Dictionary
2013,California,SSI,Kidney surgery,930000056.0,"Foothill Presbyterian Hospital-Johnston Memorial, Glendora",.,.,.,.,Los Angeles,21.0,0.0,~ See Data Dictionary
2013,California,SSI,Kidney surgery,60000011.0,Fountain Valley Regional Hospital & Medical Center,060000936,Fountain Valley Regional Hospital & Medical Center,.,.,Orange,21.0,0.0,~ See Data Dictionary
2013,California,SSI,Kidney surgery,230000261.0,"Fremont Medical Center, Yuba City",230000260,"Rideout Memorial Hospital, Marysville",.,.,Sutter-Yuba,21.0,0.0,~ See Data Dictionary
2013,California,SSI,Kidney surgery,50000016.0,"French Hospital Medical Center, San Luis Obispo",.,.,.,.,San Luis Obispo,21.0,0.0,~ See Data Dictionary
2013,California,SSI,Kidney surgery,40000254.0,Fresno Surgical Hospital,.,.,.,.,Fresno,21.0,0.0,~ See Data Dictionary
2013,California,SSI,Kidney surgery,930000058.0,"Garfield Medical Center, Monterey Park",.,.,.,.,Los Angeles,21.0,0.0,~ See Data Dictionary
2013,California,SSI,Kidney surgery,930000059.0,Glendale Adventist Medical Center,.,.,.,.,Los Angeles,21.0,0.0,~ See Data Dictionary
2013,California,SSI,Kidney surgery,40000113.0,Mercy Medical Center Merced,.,.,.,.,Merced,21.0,0.0,~ See Data Dictionary
2013,California,SSI,Kidney surgery,930000093.0,Glendale Memorial Hospital and Health Center,.,.,.,.,Los Angeles,21.0,0.0,~ See Data Dictionary
2013,California,SSI,Kidney surgery,930000068.0,"Good Samaritan Hospital, Los Angeles",.,.,.,.,Los Angeles,21.0,0.0,~ See Data Dictionary
2013,California,SSI,Kidney surgery,70000153.0,"Good Samaritan Hospital, San Jose",070000154,"Mission Oaks Hospital, Los Gatos",.,.,Santa Clara,31.0,0.0,~ See Data Dictionary
2013,California,SSI,Kidney surgery,930000062.0,"Greater El Monte Community Hospital, South El Monte",.,.,.,.,Los Angeles,21.0,0.0,~ See Data Dictionary
2013,California,SSI,Kidney surgery,80000045.0,"Grossmont Hospital, La Mesa",.,.,.,.,San Diego,27.0,0.0,~ See Data Dictionary
2013,California,SSI,Kidney surgery,250000012.0,Hemet Valley Medical Center,.,.,.,.,Riverside,21.0,0.0,~ See Data Dictionary
2013,California,SSI,Kidney surgery,60000014.0,"Hoag Memorial Hospital Presbyterian, Newport Beach",060001022,"Hoag Hospital, Irvine",.,.,Orange,68.0,0.0,~ See Data Dictionary
2013,California,SSI,Kidney surgery,930000065.0,"Hollywood Presbyterian Medical Center, Los Angeles",.,.,.,.,Los Angeles,21.0,0.0,~ See Data Dictionary
2013,California,SSI,Kidney surgery,930000026.0,"Huntington Memorial Hospital, Pasadena",.,.,.,.,Los Angeles,98.0,1.0,~ See Data Dictionary
2013,California,SSI,Kidney surgery,140000196.0,"John Muir Medical Center, Concord",.,.,.,.,Contra Costa,50.0,0.0,~ See Data Dictionary
2013,California,SSI,Kidney surgery,140000187.0,"John Muir Medical Center, Walnut Creek",.,.,.,.,Contra Costa,21.0,0.0,~ See Data Dictionary
2013,California,SSI,Kidney surgery,110000011.0,"Kaiser Foundation Hospital & Rehab. Center, Vallejo",.,.,.,.,Solano,35.0,0.0,~ See Data Dictionary
2013,California,SSI,Kidney surgery,930000071.0,"Kaiser Foundation Hospital South Bay, Harbor City",.,.,.,.,Los Angeles,23.0,0.0,~ See Data Dictionary
2013,California,SSI,Kidney surgery,630013929.0,"Kaiser Foundation Hospital, Anaheim Medical Center",060000018,Kaiser Foundation Hospital-Lakeview Medical Center,.,.,Orange,38.0,0.0,~ See Data Dictionary
2013,California,SSI,Kidney surgery,630011203.0,"Kaiser Foundation Hospital, Antioch",.,.,.,.,Contra Costa,23.0,0.0,~ See Data Dictionary
2013,California,SSI,Kidney surgery,930001543.0,"Kaiser Foundation Hospital, Baldwin Park",.,.,.,.,Los Angeles,50.0,0.0,~ See Data Dictionary
2013,California,SSI,Kidney surgery,930000074.0,"Kaiser Foundation Hospital, Downey, Bellflower",.,.,.,.,Los Angeles,101.0,1.0,~ See Data Dictionary
2013,California,SSI,Kidney surgery,240000024.0,"Kaiser Foundation Hospital, Fontana",.,.,.,.,San Bernardino,57.0,0.0,~ See Data Dictionary
2013,California,SSI,Kidney surgery,40000949.0,"Kaiser Foundation Hospital, Fresno",.,.,.,.,Fresno,21.0,0.0,~ See Data Dictionary
2013,California,SSI,Kidney surgery,140000189.0,"Kaiser Foundation Hospital, Hayward/Fremont",140001086,"Kaiser Foundation Hospital, Fremont",.,.,Alameda,26.0,0.0,~ See Data Dictionary
2013,California,SSI,Kidney surgery,630011745.0,"Kaiser Foundation Hospital, Irvine",.,.,.,.,Orange,41.0,0.0,~ See Data Dictionary
2013,California,SSI,Kidney surgery,930000072.0,"Kaiser Foundation Hospital, Los Angeles",.,.,.,.,Los Angeles,103.0,0.0,~ See Data Dictionary
2013,California,SSI,Kidney surgery,30000973.0,"Kaiser Foundation Hospital, Manteca",630011683,"Kaiser Foundation Hospital, Modesto",.,.,Stanislaus-San Joaquin,36.0,0.0,~ See Data Dictionary
2013,California,SSI,Kidney surgery,140000188.0,"Kaiser Foundation Hospital, Oakland/Richmond",140000191,"Kaiser Foundation Hospital, Richmond Campus",.,.,Alameda-Contra Costa,72.0,0.0,~ See Data Dictionary
2013,California,SSI,Kidney surgery,630013398.0,"Kaiser Foundation Hospital, Ontario",.,.,.,.,San Bernardino,21.0,0.0,~ See Data Dictionary
2013,California,SSI,Kidney surgery,930000050.0,"Kaiser Foundation Hospital, Panorama City",.,.,.,.,Los Angeles,38.0,0.0,~ See Data Dictionary
2013,California,SSI,Kidney surgery,220000010.0,"Kaiser Foundation Hospital, Redwood City",.,.,.,.,San Mateo,21.0,0.0,~ See Data Dictionary
2013,California,SSI,Kidney surgery,250000707.0,"Kaiser Foundation Hospital, Riverside",.,.,.,.,Riverside,30.0,0.0,~ See Data Dictionary
2013,California,SSI,Kidney surgery,30001370.0,"Kaiser Foundation Hospital, Roseville",.,.,.,.,Placer,51.0,0.0,~ See Data Dictionary
2013,California,SSI,Kidney surgery,30000130.0,"Kaiser Foundation Hospital, Sacramento",.,.,.,.,Sacramento,25.0,0.0,~ See Data Dictionary
2013,California,SSI,Kidney surgery,80000144.0,"Kaiser Foundation Hospital, San Diego",.,.,.,.,San Diego,69.0,0.0,~ See Data Dictionary
2013,California,SSI,Kidney surgery,220000008.0,"Kaiser Foundation Hospital, San Francisco",.,.,.,.,San Francisco,23.0,0.0,~ See Data Dictionary
2013,California,SSI,Kidney surgery,70000150.0,"Kaiser Foundation Hospital, San Jose",.,.,.,.,Santa Clara,26.0,0.0,~ See Data Dictionary
2013,California,SSI,Kidney surgery,110000944.0,"Kaiser Foundation Hospital, San Rafael",.,.,.,.,Marin,21.0,0.0,~ See Data Dictionary
2013,California,SSI,Kidney surgery,70001355.0,"Kaiser Foundation Hospital, Santa Clara",.,.,.,.,Santa Clara,94.0,0.0,~ See Data Dictionary
2013,California,SSI,Kidney surgery,110000508.0,"Kaiser Foundation Hospital, Santa Rosa",.,.,.,.,Sonoma,21.0,0.0,~ See Data Dictionary
2013,California,SSI,Kidney surgery,30000133.0,"Kaiser Foundation Hospital, South Sacramento",.,.,.,.,Sacramento,72.0,0.0,~ See Data Dictionary
2013,California,SSI,Kidney surgery,220000009.0,"Kaiser Foundation Hospital, South San Francisco",.,.,.,.,San Mateo,20.0,0.0,~ See Data Dictionary
2013,California,SSI,Kidney surgery,630012364.0,"Kaiser Foundation Hospital, Vacaville",.,.,.,.,Solano,21.0,0.0,~ See Data Dictionary
2013,California,SSI,Kidney surgery,140000190.0,"Kaiser Foundation Hospital, Walnut Creek",.,.,.,.,Contra Costa,77.0,0.0,~ See Data Dictionary
2013,California,SSI,Kidney surgery,930000076.0,"Kaiser Foundation Hospital, West LA, Los Angeles",.,.,.,.,Los Angeles,92.0,0.0,~ See Data Dictionary
2013,California,SSI,Kidney surgery,930000290.0,"Kaiser Foundation Hospital, Woodland Hills",.,.,.,.,Los Angeles,42.0,0.0,~ See Data Dictionary
2013,California,SSI,Kidney surgery,120001444.0,"Kaweah Delta Medical Center, Visalia",.,.,.,.,Tulare,21.0,0.0,~ See Data Dictionary
2013,California,SSI,Kidney surgery,930000912.0,"Keck Hospital of USC, Los Angeles",.,.,.,.,Los Angeles,454.0,2.0,~ See Data Dictionary
2013,California,SSI,Kidney surgery,120000342.0,"Kern Medical Center, Bakersfield",.,.,.,.,Kern,21.0,0.0,~ See Data Dictionary
2013,California,SSI,Kidney surgery,60000040.0,"LAC+USC Medical Center, Los Angeles",.,.,.,.,Los Angeles,93.0,0.0,~ See Data Dictionary
2013,California,SSI,Kidney surgery,60000027.0,"LAC/Harbor-UCLA Medical Center, Torrance",.,.,.,.,Los Angeles,53.0,0.0,~ See Data Dictionary
2013,California,SSI,Kidney surgery,930000047.0,Lakewood Regional Medical Center,.,.,.,.,Los Angeles,21.0,0.0,~ See Data Dictionary
2013,California,SSI,Kidney surgery,30000139.0,Lodi Memorial Hospital,030000136,Lodi Memorial Hospital-West,.,.,San Joaquin,21.0,0.0,~ See Data Dictionary
2013,California,SSI,Kidney surgery,240000027.0,"Loma Linda UNIV Medical Center, Loma Linda",240000025,"Loma Linda UNIV Heart & Surgical Hospital, Redlands",630012294,"Loma Linda UNIV Medical Center East Hospital, Loma Linda",San Bernardino,166.0,0.0,~ See Data Dictionary
2013,California,SSI,Kidney surgery,630012971.0,Loma Linda University Medical Center - Murrieta,.,.,.,.,Riverside,21.0,0.0,~ See Data Dictionary
2013,California,SSI,Kidney surgery,930000095.0,"Long Beach Memorial Medical Center, Long Beach",.,.,.,.,Los Angeles,21.0,0.0,~ See Data Dictionary
2013,California,SSI,Kidney surgery,60000025.0,Los Alamitos Medical Center,.,.,.,.,Orange,21.0,0.0,~ See Data Dictionary
2013,California,SSI,Kidney surgery,60000038.0,"Los Angeles Co Olive View-UCLA Medical Center, Sylmar",.,.,.,.,Los Angeles,55.0,0.0,~ See Data Dictionary
2013,California,SSI,Kidney surgery,50000020.0,"Los Robles Hospital & Medical Center, Thousand Oaks",050000553,"Los Robles Hospital & Medical Center, E , Thousand Oaks",050001468,Thousand Oaks Surgical Hospital,Ventura,21.0,0.0,~ See Data Dictionary
2013,California,SSI,Kidney surgery,70001349.0,"Lucile Salter Packard Children's Hospital at Stanford, Palo Alto",.,.,.,.,Santa Clara,32.0,0.0,~ See Data Dictionary
2013,California,SSI,Kidney surgery,240000005.0,Mammoth Hospital,.,.,.,.,Mono,21.0,0.0,~ See Data Dictionary
2013,California,SSI,Kidney surgery,50000021.0,Marian Regional Medical Center,.,.,.,.,Santa Barbara,22.0,0.0,~ See Data Dictionary
2013,California,SSI,Kidney surgery,110000953.0,"Marin General Hospital, Greenbrae",.,.,.,.,Marin,21.0,0.0,~ See Data Dictionary
2013,California,SSI,Kidney surgery,930000044.0,Marina Del Rey Hospital,.,.,.,.,Los Angeles,21.0,0.0,~ See Data Dictionary
2013,California,SSI,Kidney surgery,30000121.0,"Marshall Medical Center (1-Rh), Placerville",.,.,.,.,El Dorado,21.0,0.0,~ See Data Dictionary
2013,California,SSI,Kidney surgery,30000123.0,"Memorial Medical Center, Modesto",.,.,.,.,Stanislaus,23.0,0.0,~ See Data Dictionary
2013,California,SSI,Kidney surgery,250000727.0,"Menifee Valley Medical Center, Sun City",.,.,.,.,Riverside,21.0,0.0,~ See Data Dictionary
2013,California,SSI,Kidney surgery,30000124.0,"Mercy General Hospital, Sacramento",.,.,.,.,Sacramento,46.0,0.0,~ See Data Dictionary
2013,California,SSI,Kidney surgery,30000901.0,Mercy Hospital of Folsom,.,.,.,.,Sacramento,34.0,0.0,~ See Data Dictionary
2013,California,SSI,Kidney surgery,120000404.0,"Mercy Hospital, Bakersfield",120000701,"Mercy Southwest Hospital, Bakersfield",.,.,Kern,21.0,0.0,~ See Data Dictionary
2013,California,SSI,Kidney surgery,230000010.0,Mercy Medical Center Redding,.,.,.,.,Shasta,21.0,0.0,~ See Data Dictionary
2013,California,SSI,Kidney surgery,30000127.0,"Mercy San Juan Medical Center, Carmichael",.,.,.,.,Sacramento,51.0,0.0,~ See Data Dictionary
2013,California,SSI,Kidney surgery,930000096.0,"Methodist Hospital of Southern CA, Arcadia",.,.,.,.,Los Angeles,21.0,0.0,~ See Data Dictionary
2013,California,SSI,Kidney surgery,220000017.0,"Mills-Peninsula Medical Center, Burlingame",220000004,"Mills Health Center, San Mateo",.,.,San Mateo,29.0,0.0,~ See Data Dictionary
2013,California,SSI,Kidney surgery,930000027.0,"Mission Community Hospital, Panorama",.,.,.,.,Los Angeles,21.0,0.0,~ See Data Dictionary
2013,California,SSI,Kidney surgery,60000060.0,"Mission Hospital Regional Medical Center, Mission Viejo",.,.,.,.,Orange,21.0,0.0,~ See Data Dictionary
2013,California,SSI,Kidney surgery,70000145.0,"Natividad Medical Center, Salinas",.,.,.,.,Monterey,21.0,0.0,~ See Data Dictionary
2013,California,SSI,Kidney surgery,110000010.0,"Northbay Medical Center, Fairfield",.,.,.,.,Solano,21.0,0.0,~ See Data Dictionary
2013,California,SSI,Kidney surgery,110000378.0,"Northbay Vacavalley Hospital, Vacaville",.,.,.,.,Solano,21.0,0.0,~ See Data Dictionary
2013,California,SSI,Kidney surgery,930000111.0,Northridge Hospital Medical Center,.,.,.,.,Los Angeles,21.0,0.0,~ See Data Dictionary
2013,California,SSI,Kidney surgery,110000982.0,Novato Community Hospital,.,.,.,.,Marin,21.0,0.0,~ See Data Dictionary
2013,California,SSI,Kidney surgery,70000146.0,"O'connor Hospital, San Jose",.,.,.,.,Santa Clara,21.0,0.0,~ See Data Dictionary
2013,California,SSI,Kidney surgery,930000105.0,"Olympia Medical Center, Los Angeles",.,.,.,.,Los Angeles,21.0,0.0,~ See Data Dictionary
2013,California,SSI,Kidney surgery,60000208.0,"Orange Coast Memorial Medical Center, Fountain Valley",.,.,.,.,Orange,21.0,1.0,~ See Data Dictionary
2013,California,SSI,Kidney surgery,230000014.0,Oroville Hospital,.,.,.,.,Butte,21.0,0.0,~ See Data Dictionary
2013,California,SSI,Kidney surgery,930000133.0,"Pacifica Hospital of The Valley, Sun Valley",.,.,.,.,Los Angeles,21.0,0.0,~ See Data Dictionary
2013,California,SSI,Kidney surgery,110000038.0,"Palm Drive Hospital, Sebastopol",.,.,.,.,Sonoma,21.0,0.0,~ See Data Dictionary
2013,California,SSI,Kidney surgery,930000077.0,Palmdale Regional Medical Center,.,.,.,.,Los Angeles,21.0,0.0,~ See Data Dictionary
2013,California,SSI,Kidney surgery,80000142.0,"Palomar Health Downtown Campus, Escondido",630013873,"Palomar Medical Center, Escondido",.,.,San Diego,102.0,0.0,~ See Data Dictionary
2013,California,SSI,Kidney surgery,90000145.0,"Paradise Valley Hospital, National City",.,.,.,.,San Diego,21.0,0.0,~ See Data Dictionary
2013,California,SSI,Kidney surgery,250000044.0,"Parkview Community Hospital Medical Center, Riverside",.,.,.,.,Riverside,21.0,0.0,~ See Data Dictionary
2013,California,SSI,Kidney surgery,90000146.0,"Pioneers Memorial Healthcare District, Brawley",.,.,.,.,Imperial,21.0,0.0,~ See Data Dictionary
2013,California,SSI,Kidney surgery,60000062.0,Placentia Linda Hospital,.,.,.,.,Orange,21.0,0.0,~ See Data Dictionary
2013,California,SSI,Kidney surgery,80000147.0,"Pomerado Hospital, Poway",.,.,.,.,San Diego,21.0,0.0,~ See Data Dictionary
2013,California,SSI,Kidney surgery,930000123.0,"Pomona Valley Hospital Medical Center, Pomona",.,.,.,.,Los Angeles,21.0,0.0,~ See Data Dictionary
2013,California,SSI,Kidney surgery,930000099.0,"Presbyterian Intercommunity Hospital, Whittier",.,.,.,.,Los Angeles,29.0,0.0,~ See Data Dictionary
2013,California,SSI,Kidney surgery,930000066.0,"Providence Holy Cross Medical Center, Mission Hills",.,.,.,.,Los Angeles,21.0,0.0,~ See Data Dictionary
2013,California,SSI,Kidney surgery,930000157.0,"Providence Little Company of Mary Medical Center, San Pedro",.,.,.,.,Los Angeles,21.0,0.0,~ See Data Dictionary
2013,California,SSI,Kidney surgery,930000081.0,"Providence Little Company of Mary Medical Center, Torrance",.,.,.,.,Los Angeles,36.0,0.0,~ See Data Dictionary
2013,California,SSI,Kidney surgery,930000101.0,"Providence Saint Joseph Medical Center, Burbank",.,.,.,.,Los Angeles,34.0,0.0,~ See Data Dictionary
2013,California,SSI,Kidney surgery,930000091.0,"Providence Tarzana Medical Center, Tarzana",.,.,.,.,Los Angeles,21.0,0.0,~ See Data Dictionary
2013,California,SSI,Kidney surgery,110000041.0,"Queen of The Valley Medical Center, Napa",.,.,.,.,Napa,21.0,0.0,~ See Data Dictionary
2013,California,SSI,Kidney surgery,80000023.0,"Rady Children's Hospital, San Diego",.,.,.,.,San Diego,23.0,0.0,~ See Data Dictionary
2013,California,SSI,Kidney surgery,240000046.0,Redlands Community Hospital,.,.,.,.,San Bernardino,24.0,0.0,~ See Data Dictionary
2013,California,SSI,Kidney surgery,70000133.0,Regional Medical Center of San Jose,.,.,.,.,Santa Clara,21.0,0.0,~ See Data Dictionary
2013,California,SSI,Kidney surgery,250000049.0,Riverside Community Hospital,.,.,.,.,Riverside,57.0,1.0,~ See Data Dictionary
2013,California,SSI,Kidney surgery,250000050.0,"Riverside County Regional Medical Center, Moreno Valley",.,.,.,.,Riverside,32.0,1.0,~ See Data Dictionary
2013,California,SSI,Kidney surgery,930000162.0,"Ronald Reagan UCLA Medical Center, Los Angeles",.,.,.,.,Los Angeles,257.0,1.0,~ See Data Dictionary
2013,California,SSI,Kidney surgery,60000063.0,"Saddleback Memorial Medical Center, Laguna Hills",060000064,Saddleback Memorial Medical Center-San Clemente,.,.,Orange,25.0,0.0,~ See Data Dictionary
2013,California,SSI,Kidney surgery,40000126.0,"Saint Agnes Medical Center, Fresno",.,.,.,.,Fresno,49.0,0.0,~ See Data Dictionary
2013,California,SSI,Kidney surgery,930000128.0,"Saint Francis Medical Center, Lynwood",.,.,.,.,Los Angeles,21.0,0.0,~ See Data Dictionary
2013,California,SSI,Kidney surgery,220000029.0,"Saint Francis Memorial Hospital, San Francisco",.,.,.,.,San Francisco,21.0,0.0,~ See Data Dictionary
2013,California,SSI,Kidney surgery,930000100.0,"Saint John's Health Center, Santa Monica",.,.,.,.,Los Angeles,21.0,0.0,~ See Data Dictionary
2013,California,SSI,Kidney surgery,930000104.0,"Saint Vincent Medical Center, Los Angeles",.,.,.,.,Los Angeles,32.0,0.0,~ See Data Dictionary
