yearvalue(long),statevalue,hai,operativeprocedure,facidone(long),facilitynameone,facidtwo,facilitynametwo,facidthree,facilitynamethree,county,procedurecount(double precision),infectioncount(double precision),notes
2013,California,SSI,Kidne ysurgery,120000338.0,"Chinese Hospital, San Francisco",240000025,.,.,.,San Francisco,21.0,0.0,~ See Data Dictionary
2013,California,SSI,Kidney surgery,930000070.0,"Beverly Hospital, Montebello",240000025,"Citrus Valley Medical Center, QV, West Covina",.,.,Los Angeles,24.0,1.0,~ See Data Dictionary
2013,California,SSI,Kidney surgery,240000027.0,"Adventist Medical Center, Hanford",240000025,.,.,"Loma Linda UNIV Medical Center East Hospital, Loma Linda",Los Angeles,85.0,1.0,~ See Data Dictionary
2013,California,SSI,Kidney surgery,930000912.0,Clovis Community Medical Center,.,.,***,.,Fresno,26.0,0.0,~ See Data Dictionary
2013,California,SSI,Kidney surgery,60000021.0,"Alvarado Hospital Medical Center, Campus #1, San Diego",240000025,.,.,"Loma Linda UNIV Medical Center East Hospital, Loma Linda",Orange,21.0,0.0,~ See Data Dictionary
2013,California,SSI,Kidney surgery,930000162.0,"Community Hospital of The Monterey Peninsula, Monterey",630012960,.,***,.,Monterey,21.0,0.0,~ See Data Dictionary
2013,California,SSI,Kidney surgery,220000022.0,"UCSF Medical Center, San Francisco",240000025,.,.,.,Ventura,28.0,0.0,~ See Data Dictionary
1371,California,SSI,Kidney surgery,90000154.0,"Community Regional Medical Center, Fresno",240000025,.,.,"Loma Linda UNIV Medical Center East Hospital, Loma Linda",Fresno,68.0,1.0,~ See Data Dictionary
2013,California,SSI,Kidney surgery,140000195.0,"Contra Costa Regional Medical Center, Martinez",240000025,.,.,.,Contra Costa,21.0,0.0,~ See Data Dictionary
2013,California,SSI,Kidney surgery,250000008.0,"California Pacific Medical Center, Pacific Campus Hospital, SF",240000025,.,.,"Loma Linda UNIV Medical Center East Hospital, Loma Linda",Riverside,21.0,0.0,~ See Data Dictionary
2013,California,SSI,Kidney surgery,220000022.0,"California Pacific Medical Center, Pacific Campus Hospital, SF",240000025,.,.,"Loma Linda UNIV Medical Center East Hospital, Loma Linda",San Bernardino,21.0,0.0,~ See Data Dictionary
2963,California,SSI,Kidnye surgery,30000118.0,"Adventist Medical Center, Hanford",240000025,.,.,.,San Joaquin,21.0,0.0,~ See Data Dictionary
2013,California,SSI,Kidney surgery,140000195.0,"Doctors Medical Center, Modesto",240000025,.,.,"Loma Linda UNIV Medical Center East Hospital, Loma Linda",Stanislaus,31.0,1.0,~ See Data Dictionary
2013,California,SSI,Kidney surgery,930000004.0,"Doctors Medical Center, San Pablo",240000025,"Los Robles Hospital & Medical Center, E , Thousand Oaks",.,"Loma Linda UNIV Medical Center East Hospital, Loma Linda",Contra Costa,21.0,0.0,~ See Data Dictionary
2013,California,SSI,Kidney surgery,70000139.0,Dominican Hospital,240000025,.,.,"Loma Linda UNIV Medical Center East Hospital, Loma Linda",Santa Cruz,23.0,0.0,~ See Data Dictionary
2013,California,SSaI,Kidney surgery,70000139.0,Downey Regional Medical Center,240000025,"Los Robles Hospital & Medical Center, E , Thousand Oaks",.,"Loma Linda UNIV Medical Center East Hospital, Loma Linda",Los ngeles,21.0,0.0,~ See Data Dictionary
2013,California,SSI,Kidney surgery,930000059.0,"Earl & Loraine Miller Children's Hospital, Long Beach",240000025,"Los Robles Hospital & Medical Center, E , Thousand Oaks",.,"Loma Linda UNIV Medical Center East Hospital, Loma Linda",Los Angeles,21.0,0.0,~ See Data Dictionary
2013,California,SSI,Kidney surgery,930000059.0,"East Los Angeles Doctors Hospital, Los Angeles",240000025,"Los Robles Hospital & Medical Center, E , Thousand Oaks",.,"Loma Linda UNIV Medical Center East Hospital, Loma Linda",Los Angeles,21.0,0.0,~ See Data Dictionary
2013,California,SSI,Kidney surgery,70000139.0,"Eden Medical Center, Castro Valley",240000025,.,.,"Loma Linda UNIV Medical Center East Hospital, Loma Linda",Alameda,21.0,0.0,~ See Data Dictionary
2013,California,SSI,Kidney surgery,250000011.0,"Alvarado Hospital Medical Center, Campus #1, San Diego",240000025,.,.,.,Riverside,43.0,0.0,~ See Data Dictionary
2013,California,SSI,Kidney surgery,930000002.0,"University of California, San Diego Medical Center",240000025,.,.,,Santa Clara,21.0,0.0,~ See Data Dictionary
2013,California,SSI,Kidney surgery,120000338.0,"El Camino Hospital, Mountain View",240000025,.,.,"Loma Linda UNIV Medical Center East Hospital, Loma Linda",Santa Clara,55.0,0.0,~ See Data Dictionary
2013,California,SSI,Kidney surgery,930000162.0,"California Pacific Medical Center, Pacific Campus Hospital, SF",240000025,.,.,n.,Imperial,21.0,0.0,~ See Data Dictionary
2013,California,SSI,Kidney surgery,250000008.0,"UCSF Medical Center, San Francisco",240000025,.,.,"Loma Linda UNIV Medical Center East Hospital, Loma Linda",Stanislaus,21.0,0.0,~ See Data Dictionary
2013,California,SSI,Kidney surgery,930000004.0,"Arrowhead Regional Medical Center, Colton",.,"Enloe Medical Center-Esplanade, Chico",230000405,.,Butte,21.0,1.0,~ See Data Dictionary
2013,California,SSI,Kidney surgery,240000100.0,"Sutter General Hospital, Sacramento",.,.,,.,Los Angeles,21.0,0.0,~ See Data Dictionary
2013,California,SSI,Kidney surgery,240000027.0,Bakersfield Memorial Hospital,240000025,Fountain Valley Regional Hospital & Medical Center,.,.,Orange,21.0,0.0,~ See Data Dictionary
2013,California,SSI,Kidney surgery,930000059.0,"Fremont Medical Center, Yuba City",240000025,"Rideout Memorial Hospital, Marysville",.,"Loma Linda UNIV Medical Center East Hospital, Loma Linda",Sutter-Yuba,21.0,0.0,~ See Data Dictionary
2013,California,SSI,Kidney surgery,930000034.0,"Fremont Medical Center, Yuba City",.,.,,,San Luis Obispo,21.0,0.0,~ See Data Dictionary
2013,California,SSI,Kidney surgery,90000154.0,"California Pacific Medical Center, Pacific Campus Hospital, SF",.,.,***,w.,Fresno,21.0,0.0,~ See Data Dictionary
2013,Californai,SSI,Kidney surgery,930000004.0,"Garfield Medical Center, Monterey Park",240000025,.,.,.,Los Angeles,21.0,0.0,~ See Data Dictionary
2013,California,SpSI,Kidney surgery,930000059.0,Glendale Adventist Medical Center,630012960,.,.,"Loma Linda UNIV Medical Center East Hospital, Loma Linda",Los Angeles,21.0,0.0,~See Data Dictionary
2013,California,SI,Kidney surgery,220000022.0,"University of California, San Diego Medical Center",240000025,.,.,,Merced,21.0,0.0,~ See Data Dictionary
2013,Califrornia,SSI,Kidney surgery,70001355.0,"Sutter General Hospital, Sacramento",240000025,.,.,"Loma Linda UNIV Medical Center East Hospital, Loma Linda",Los Angeles,21.0,0.0,~ See Data Dictionary
2013,California,SSI,Kidney surgery,240000100.0,"California Pacific Medical Center, Pacific Campus Hospital, SF",240000025,.,.,"Loma Linda UNIV Medical Center East Hospital, Loma Linda",Los Angeles,21.0,0.0,~ See Data Dictionary
2013,California,SIS,Kidney surgery,70000153.0,"Chinese Hospital, San Francisco",240000025,"Mission Oaks Hospital, Los Gatos",.,"Loma Linda UNIV Medical Center East Hospital, Loma Linda",Santa Clara,31.0,0.0,~ See Data Dictionary
2013,California,SSI,Kidney surgery,70001355.0,"California Pacific Medical Center, Pacific Campus Hospital, SF",030000136,.,.,"Loma Linda UNIV Medical Center East Hospital, Loma Linda",Los Angeles,21.0,0.0,~ See Data Dictionary
2013,California,SSI,Kidney surgery,930000070.0,"Fremont Medical Center, Yuba City",240000025,.,.,.,San Diego,27.0,0.0,~ See Data Dictionary
2013,California,SSI,Kidney surgery,930000162.0,Hemet Valley Medical Center,240000025,.,.,.,Riverside,21.0,0.0,~ See Data Dictionary
2013,California,SSI,nKidney surgery,930000002.0,"Keck Hospital of USC, Los Angeles",060001022,"Hoag Hospital, Irvine",.,"Loma Linda UNIV Medical Center East Hospital, Loma Linda",Orange,68.0,0.0,~ See Data Dictionary
2013,California,SSI,Kidney surgery,60000021.0,"University of California, San Diego Medical Center",060001022,.,***,.,Los Angeles,21.0,0.0,~ See Data Dictionary
2013,California,SSI,Kidney surgery,930000059.0,"Huntington Memorial Hospital, Pasadena",240000025,.,.,"Loma Linda UNIV Medical Center East Hospital, Loma Linda",Ls Angeles,98.0,1.0,~ See Data Dictionary
2013,California,SSI,Kidney surgery,930000162.0,"California Pacific Medical Center, Pacific Campus Hospital, SF",030000136,.,630012294,.,Contra Costa,50.0,0.0,~ See Data Dictionary
2013,California,SSI,Kidney surgery,930000162.0,"UCSF Medical Center, San Francisco",630012960,.,630012294,.,Contra Costa,21.0,0.0,~ See Data Dictionary
2013,California,SSI,Kidney surgery,70001357.0,"Kaiser Foundation Hospital & Rehab. Center, Vallejo",630012960,.,.,"Loma Linda UNIV Medical Center East Hospital, Loma Linda",Soalno,35.0,0.0,~ See Data Dictionary
2013,California,SSI,Kidney surgery,240000100.0,"Kaiser Foundation Hospital South Bay, Harbor City",240000025,"Loma Linda UNIV Heart & Surgical Hospital, Redlands",.,.,Los Angeles,23.0,0.0,~ See Data Dictionary
2013,California,SSI,Kidney surgery,250000011.0,Clovis Community Medical Center,240000025,Kaiser Foundation Hospital-Lakeview Medical Center,.,"Loma Linda UNIV Medical Center East Hospital, Loma Linda",Orange,38.0,0.0,~ See Data Dictionary
2013,California,SSI,Kidney surgery,60000027.0,"California Pacific Medical Center, Pacific Campus Hospital, SF",240000025,.,.,"Loma Linda UNIV Medical Center East Hospital, Loma Linda",Contra Costa,23.0,0.0,~ See aDta Dictionary
2013,California,SSI,Kidney surgery,220000031.0,"Kaiser Foundation Hospital, Baldwin Park",240000025,"Los Robles Hospital & Medical Center, E , Thousand Oaks",.,"Loma Linda UNIV Medical Center East Hospital, Loma Linda",Los Angeles,50.0,0.0,~ See Data Dictiocnary
2013,California,SSI,Kidney surgery,80000036.0,"Kaiser Foundation Hospital, Downey, Bellflower",030000136,.,.,"Loma Linda UNIV Medical Center East Hospital, Loma Linda",Los Angeles,101.0,1.0,~ See Data Dictinoary
2013,California,SSI,y Kidney surgery,240000024.0,"Alvarado Hospital Medical Center, Campus #1, San Diego",240000025,.,.,"Loma Linda UNIV Medical Center East Hospital, Loma Linda",San Bernardino,57.0,0.0,~ See Data Dictionary
2013,California,SSI,Kidney surgery,220000022.0,"Alta Bates Summit Medical Center, Oakland",240000025,.,.,,Fresno,21.0,0.0,~ See Data Dictionary
2013,California,SSI,Kidney surgery,930000004.0,"California Hospital Medical Center, Los Angeles",240000025,"Kaiser Foundation Hospital, Fremont",.,.,Alameda,26.0,0.0,~ See Data Dictonary
2013,California,SSI,Kidney surgery,220000022.0,"Kaiser Foundation Hospital, Irvine",240000025,"Los Robles Hospital & Medical Center, E , Thousand Oaks",.,"Loma Linda UNIV Medical Center East Hospital, Loma Linda",Orange,41.0,0.0,~ See Data Dictionary
2013,California,SSI,Kidney surgery,70001355.0,"Alvarado Hospital Medical Center, Campus #1, San Diego",630012960,.,x.,.,Los Angeles,103.0,0.0,~ See Data Dictionary
2013,California,SSI,Kidney surgery,120000338.0,"Antelope Valley Hospital, Lancaster",240000025,"Kaiser Foundation Hospital, Modesto",.,"Loma Linda UNIV Medical Center East Hospital, Loma Linda",Stanislaus-San Joaquin,36.0,0.0,~ See Data Dictionary
2211,California,SSI,Kidney sugery,220000031.0,"UCSF Medical Center, San Francisco",240000025,"Kaiser Foundation Hospital, Richmond Campus",.,.,Alameda-Contra Costa,72.0,0.0,~ See Data Dictionary
2013,California,SSI,Kidney surgery,930000002.0,"Sutter General Hospital, Sacramento",240000025,.,.,"Loma Linda UNIV Medical Center East Hospital, Loma Linda",San Bernardino,21.0,0.0,~ See Data Dictionary
2013,California,SSI,Kidney surgery,220000031.0,"Alvarado Hospital Medical Center, Campus #1, San Diego",240000025,.,.,,Los Angeles,38.0,0.0,~ See Data Dictionary
2754,California,SSI,Kidney surgery,930000162.0,"Kaiser Foundation Hospital, Redwood City",240000025,"Los Robles Hospital & Medical Center, E , Thousand Oaks",.,"Loma Linda UNIV Medical Center East Hospital, Loma Linda",San Mateo,21.0,0.0,~ See Data Dictionary
2013,Calikfornia,SSI,Kidney surgery,930000002.0,"Fremont Medical Center, Yuba City",240000025,.,.,"Loma Linda UNIV Medical Center East Hospital, Loma Linda",Riverside,30.0,0.0,~ See Data Dictionary
2013,California,SSI,Kdney surgery,90000154.0,"Kaiser Foundation Hospital, Roseville",240000025,"Los Robles Hospital & Medical Center, E , Thousand Oaks",.,"Loma Linda UNIV Medical Center East Hospital, Loma Linda",Placer,51.0,0.0,~ See Data Dictionary
2013,California,SSI,Kidney surgery,70000153.0,"Alta Bates Summit Medical Center, Oakland",030000136,.,,.,Sacramento,25.0,0.0,~ See Data Dictionary
2013,California,SSI,Kidney surgery,60000021.0,"California Pacific Medical Center, Pacific Campus Hospital, SF",240000025,.,.,"Loma Linda UNIV Medical Center East Hospital, Loma Linda",San Diego,69.0,0.0,~ See Data Dictionary
2013,California,SSI,Kidney surgery,220000022.0,"Kaiser Foundation Hospital, San Francisco",630012960,.,v.,.,San Francisco,23.0,0.0,~ See Data Dictionary
2013,California,SSI,Kidney surgry,930000002.0,"Kaiser Foundation Hospital, San Jose",240000025,"Los Robles Hospital & Medical Center, E , Thousand Oaks",.,"Loma Linda UNIV Medical Center East Hospital, Loma Linda",Santa Clara,26.0,0.0,~ See Data Dictionary
2013,California,SSI,Kidney surgery,220000022.0,"Kaiser Foundation Hospital, San Rafael",240000025,.,.,"Loma Linda UNIV Medical Center East Hospital, Loma Linda",Marin,21.0,0.0,~ See Data Dictionary
2013,California,SSI,Kidney surgery,70001355.0,"University of California, San Diego Medical Center",060001022,.,630012294,.,Santa Clara,94.0,0.0,~ See Data Dictionary
2013,California,SSI,Kidney surgery,70001357.0,"California Pacific Medical Center, Pacific Campus Hospital, SF",630012960,.,.,"Loma Linda UNIV Medical Center East Hospital, Loma Linda",Sonoma,21.0,0.0,~ See Data Dictionary
2013,California,SSI,Kidney surgery,930000070.0,"Fremont Medical Center, Yuba City",060001022,.,c.,.,Sacramento,72.0,0.0,~ See Data Dictionary
2013,California,SSI,Kidney surgery,930000034.0,"Kaiser Foundation Hospital, South San Francisco",060001022,.,630012294,.,San Mateo,20.0,0.0,~ See Data Dictonary
2013,California,SSI,Kidney surgerqy,30000118.0,"Fremont Medical Center, Yuba City",030000136,.,r.,.,Solano,21.0,0.0,~ See Data Dictionary
2013,California,SSI,Kidney surgery,930000162.0,"Kaiser Foundation Hospital, Walnut Creek",630012960,.,.,"Loma Linda UNIV Medical Center East Hospital, Loma Linda",Contra Costa,77.0,0.0,~ See Data Dictionary
2013,California,SSI,Kidney surgery,240000024.0,"Sutter General Hospital, Sacramento",.,.,s.,,Los Angeles,92.0,0.0,~ See Data Dictionary
2013,California,SSI***,Kidney surgery,930000162.0,"Kaiser Foundation Hospital, Woodland Hills",240000025,.,.,"Loma Linda UNIV Medical Center East Hospital, Loma Linda",Los Angeles,42.0,0.0,~ See Data Dictionary
2013,Califonia,SSI,Kidney surgery,220000031.0,"Kaweah Delta Medical Center, Visalia",030000136,.,.,"Loma Linda UNIV Medical Center East Hospital, Loma Linda",Tulare,21.0,0.0,~ See Data Dictionary
2013,California,SSI,Kidney surgery,70000139.0,"Adventist Medical Center, Hanford",.,"Hoag Hospital, Irvine",,.,Los Angeles,454.0,2.0,~ See Data Dictionary
2013,Califorina,SSI,Kidney surgery,80000036.0,"UCSF Medical Center, San Francisco",060001022,.,630012294,.,Kern,21.0,0.0,~ See Data Dictionary
2013,California,SSI,Kidney surgery,60000040.0,"LAC+USC Medical Center, Los Angeles",060001022,.,.,"Loma Linda UNIV Medical Center East Hospital, Loma Linda",Los Angeles,93.0,0.0,~ See Data Dictionary
2013,California,SSI,Kidney surgery,60000027.0,"LAC/Harbor-UCLA Medical Center, Torrance",630012960,.,.,"Loma Linda UNIV Medical Center East Hospital, Loma Linda",Los Angeles,53.0,0.0,~ See Data Dictionary
2124,California,SSI,Kidnrey surgery,70001349.0,"California Pacific Medical Center, Pacific Campus Hospital, SF",060001022,.,.,"Loma Linda UNIV Medical Center East Hospital, Loma Linda",Los Angeles,21.0,0.0,~ See Data Dictionary
2013,California,SSI,Kidney surgery,30000123.0,"California Pacific Medical Center, Pacific Campus Hospital, SF",030000136,Lodi Memorial Hospital-West,***,.,San Joaquin,21.0,0.0,~ See Data Dictionray
2013,California,SSI,Kidney surgery,80000036.0,"California Pacific Medical Center, Pacific Campus Hospital, SF",.,"Loma Linda UNIV Heart & Surgical Hospital, Redlands",630012294,.,San Bernardino,166.0,0.0,~ See Data Dictionary
2013,California,SSI,Kidney surgery,70000153.0,Loma Linda University Medical Center - Murrieta,060001022,.,k.,,Riverside,21.0,0.0,~ See Data Dictionary
2013,Caolifornia,SSI,Kidney surgery,70001355.0,"Long Beach Memorial Medical Center, Long Beach",030000136,.,***,.,Los Angeles,21.0,0.0,~ See Data Dictionary
2013,California,SSI,Kidney surgery,220000022.0,"University of California, San Diego Medical Center",030000136,.,.,"Loma Linda UNIV Medical Center East Hospital, Loma Linda",Orange,21.0,0.0,~ See Data Dictionary
2013,California,SbSI,Kidney surgery,60000038.0,"Los Angeles Co Olive View-UCLA Medical Center, Sylmar",630012960,.,630012294,.,Los Angeles,55.0,0.0,~ See Data Dictionary
2013,California,nSSI,Kidney surgery,30000123.0,"Keck Hospital of USC, Los Angeles",.,"Los Robles Hospital & Medical Center, E , Thousand Oaks",050001468,.,Ventura,21.0,0.0,~ See Data Dictionary
2013,California,SSI,Kidney surgery,240000100.0,"California Pacific Medical Center, Pacific Campus Hospital, SF",030000136,.,,.,Santa Clara,32.0,0.0,~ See Data Dictionarty
2013,Califonia,SSI,Kidney surgery,930000162.0,Mammoth Hospital,060001022,.,***,.,Mono,21.0,0.0,~ See Data Dictionary
2013,California,SSI,Kidney surgery,70000139.0,"Alta Bates Summit Medical Center, Oakland",630012960,.,.,,Santa Barbara,22.0,0.0,~ See Data Dictionary
2013,California,SSI,Kidney surgery,30000123.0,"UCSF Medical Center, San Francisco",.,.,t.,.,Marin,21.0,0.0,~ See Data Dictionary
2013,California,SSI,Kidney surgery,140000012.0,Marina Del Rey Hospital,060001022,.,.,"Loma Linda UNIV Medical Center East Hospital, Loma Linda",Los Angeles,21.0,0.0,~ See Data Dictionary
2013,California,SSI,Kidney surgery,70001357.0,"Adventist Medical Center, Hanford",.,***,,.,El Dorado,21.0,0.0,~ See Data Dictionary
2013,California,SSI,Kidney surgery,30000123.0,"Memorial Medical Center, Modesto",.,***,y.,.,Stanislaus,23.0,0.0,~ See Data Dictibonary
1488,Califronia,SSI,Kidney surgery,70001357.0,"Fremont Medical Center, Yuba City",.,.,.,***,Riverside,21.0,0.0,~ See Data Dictionary
2013,Clifornia,SSI,Kidney surgery,30000118.0,"California Pacific Medical Center, Pacific Campus Hospital, SF",.,.,,.,Sacramento,46.0,0.0,~ See Data Dicltionary
2013,California,SSI,Kidney surgery,70001357.0,"California Pacific Medical Center, Pacific Campus Hospital, SF",,.,***,.,Sacramento,34.0,0.0,~ See Data Dictionary
2013,California,SSI,Kidney surgery,60000038.0,"Mercy Hospital, Bakersfield",120000701,"Mercy Southwest Hospital, Bakersfield",,.,Kern,21.0,0.0,~ See Data Dictionary
2972,California,SSI,Kidney surgery,220000022.0,Mercy Medical Center Redding,.,.,,.,Shasta,21.0,0.0,~ See Data Dictionary
2013,California,SSI,Kidney surgery,30000127.0,"Mercy San Juan Medical Center, Carmichael",.,.,b.,.,Sacramento,51.0,0.0,~ See Data Dictionary
2013,California,SSI,Kidney surgery,240000027.0,"Methodist Hospital of Southern CA, Arcadia",.,.,***,.,Los Angeles,21.0,0.0,~ See Data Dictionary
2013,California,SSI,Kidney surgery,70000145.0,"Mills-Peninsula Medical Center, Burlingame",220000004,"Mills Health Center, San Mateo",.,.,San Mateo,29.0,0.0,~ See Data Dictionary
2013,California,SI,Kidney surgery,240000027.0,"Mission Community Hospital, Panorama",.,.,,k.,Los Angeles,21.0,0.0,~ See Data Dictionary
2013,California,SSI,Kidney surgery,60000060.0,"Mission Hospital Regional Medical Center, Mission Viejo",c.,.,***,.,Orange,21.0,0.0,~ See Data Dictionary
2013,California,SI,K idney surgery,70000145.0,"Natividad Medical Center, Salinas",.,.,,,Monterey,21.0,0.0,~ See Data Dictionary
2476,California,SSI,Kidney surgery,240000027.0,"Northbay Medical Center, Fairfield",.,a.,.,.,Solano,21.0,0.0,~ See Data Dictionary
2013,California,SSI,Kidney surgery,240000027.0,"Northbay Vacavalley Hospital, Vacaville",.,***,l.,.,Solano,21.0,0.0,~ See Data Dictionary
2013,California,SSI,Kidney surgery,930000111.0,Northridge Hospital Medical Center,b.,.,,.,Los Angeles,21.0,0.0,~ See Data Dictionary
2013,Californxia,SSI,Kidney surgery,240000027.0,Novato Community Hospital,.,.,***,.,Marin,21.0,0.0,~ Sene Data Dictionary
2013,Califrnia,SSI,Kidney surgery,70000146.0,"O'connor Hospital, San Jose",.,.,,***,Santa Clara,21.0,0.0,~ See Data Dictionary
2013,California,SSI,Kidney surgery,240000027.0,"Olympia Medical Center, Los Angeles",.,.,.,.,Los Angeles,21.0,0.0,~ See Data Dictionary
2013,California,SSI,Kidney srugery,60000208.0,"Orange Coast Memorial Medical Center, Fountain Valley",.,***,,.,Orange,21.0,1.0,~ See Data Dictionary
2013,California,SSI,Kidney surgery,230000014.0,Oroville Hospital,***,.,,,Butte,21.0,0.0,~ See Data Dictionary
2013,California,SSI,Kidney surgery,930000133.0,"Pacifica Hospital of The Valley, Sun Valley",.,.,***,.,Los Angeles,21.0,0.0,~ See Data Dictionary
