OBJECTID,FORTY,P_AREA,SHAPE_Length,SHAPE_Area
65,1,5926.50508357,486.390900320485,5926.50460791756
66,1,4466.22726244,447.838705917302,4466.22761265112
67,1,640.0484845,102.225269868506,640.048641417308
68,1,455.44742767,88.6712980551174,455.447597674781
69,1,822.3119183,116.798174859819,822.311103519868
70,1,2195.52960778,293.957936167879,2195.53066483071
71,1,417.27469571,84.1584429101533,417.274466292461
72,1,3424.8822007,458.605655820353,3424.88045922286
73,1,13065.74659548,905.864851073581,13065.7491898625
74,1,4717.13680595,733.949627723481,4717.13709211015
75,1,516.75658358,90.4272517342343,516.75720635441
76,1,552.26078432,89.0308982435235,552.260467150116
77,1,1668.40322545,206.483768610203,1668.40292254274
78,1,500.58926343,88.4279483432555,500.588138637246
79,1,7342.85818944,618.787285724829,7342.85792285921
80,1,1574.15334006,198.707449081759,1574.15385005536
81,1,5727.72935972,627.897479029719,5727.73080223218
82,1,580.68892885,100.052902266489,580.688790942331
83,1,394.68438634,85.4021784270937,394.684132634027
84,1,381.62234177,74.9150649165154,381.622113252365
85,1,1676.05136286,171.891421495498,1676.05069713522
86,1,1091.37253431,131.904610053216,1091.37406572277
87,1,1170.3260515,140.462519779976,1170.32688385646
88,1,2754.28199658,275.340336518558,2754.28184424141
89,1,1394.96435061,171.832435422444,1394.96433157686
90,1,478.23001328,93.4427965409087,478.229428266424
91,1,668.68824534,107.559444314775,668.68840115196
92,1,470.43310724,90.3540949850999,470.43320118031
93,1,598.21520436,103.736719230012,598.21426142432
94,1,768.96652087,109.737777942449,768.966983045928
95,1,5807.90883832,581.770651384073,5807.90806330516
96,1,3613.00549067,392.899153779025,3613.00336047564
97,1,658.59750656,118.721933775683,658.598741005451
98,1,14498.13633311,970.616400225876,14498.1381412632
99,1,1812.81856112,226.347035434009,1812.81808178982
100,1,1281.4992785,161.782117808053,1281.49991560697
101,1,1344.38783451,164.27536132041,1344.38585571575
102,1,1514.91098355,171.186463112692,1514.91236961482
103,1,681.46262863,114.52764407065,681.462660398255
104,1,407.37459332,87.8864542289937,407.375169928616
105,1,5624.7442717,494.409122214308,5624.74669677036
106,1,838.05584572,122.500187115612,838.055856544618
107,1,610.4233965,98.2195524094973,610.422944207278
108,1,1111.43877893,171.297894065147,1111.43844960256
109,1,1877.05158488,221.356813447087,1877.05117633491
110,1,827.98823531,141.618302499675,827.987179631253
111,1,1980.07577736,239.815652958139,1980.0764965117
112,1,6933.58776874,521.708998202427,6933.58881376767
113,1,892.45473373,132.393064000903,892.455823400148
114,1,1866.98023274,193.558202771972,1866.97876516611
115,1,577.76472348,97.184119478835,577.763489703557
116,1,1561.72017288,204.148062117151,1561.72193546449
117,1,561.02561085,99.5112646319098,561.024650524488
118,1,802.12980643,113.861580707198,802.128438224159
119,1,895.61437689,118.447396754118,895.614744755892
120,1,514.59455446,90.5819210787497,514.594182796929
121,1,857.71280253,135.219844838413,857.713679576255
122,1,3915.69081541,311.469782565032,3915.69213399294
123,1,475.80065887,92.4396734759079,475.800526416196
124,1,875.59093176,131.329258494986,875.589362620465
125,1,964.03241445,136.511612526645,964.031987885379
126,1,608.15927495,103.719014523944,608.158850397685
127,1,545.94542867,95.0512222189992,545.946047226886
128,1,433688.49842433,11716.3007177382,433688.495668465
129,1,2214.27436964,250.614305414013,2214.2750900346
130,1,299.15733259,69.2659866642134,299.157229523025
131,1,560.74902169,96.5818409216991,560.749884337293
132,1,428.49245418,99.0150360938996,428.492784175369
133,1,792.16312931,116.022305222984,792.164983613492
134,1,748.55038914,113.937365260478,748.550899626973
135,1,1297.29714535,156.391803362652,1297.29745031836
136,1,346.29855978,84.6971017045787,346.298544308462
137,1,660.8052341,107.351598894612,660.806033112857
138,1,2442.38773166,270.758937937157,2442.38618195339
139,1,6166.84068955,408.987115860755,6166.84001962166
140,1,396.79640699,75.6338088195905,396.796343937593
141,1,582.45949357,101.752692189454,582.459658641022
142,1,287.06520953,68.8526185467342,287.06425332061
143,1,667.98707779,104.698272964975,667.986773762365
144,1,1298.34692685,194.538954577782,1298.34833160396
145,1,1348.59331416,161.012522067467,1348.59420586323
146,1,2808.90005174,249.568867518026,2808.89731539524
147,1,1042.7213539,145.478575233317,1042.72070823768
148,1,27212.34559653,1821.69726875858,27212.3434970871
149,1,639.43071126,94.1257167659016,639.430508025536
150,1,382.37621409,78.6603865733538,382.376356590159
151,1,1574.07835252,187.85225426462,1574.07636707697
152,1,4507.125235,376.895530227905,4507.12484938933
153,1,406.17906145,79.6041381568005,406.17876167918
154,1,723.10281741,104.310785667027,723.102062112024
155,1,622.20157348,101.452038579731,622.201625526202
156,1,3426.12625052,289.375135083142,3426.12681413742
157,1,165.19758669,59.160918159016,165.197022264406
158,1,1181.9354607,148.451179588774,1181.93527905628
159,1,766.24610987,111.425740454311,766.246750875345
160,1,521.05756971,88.4726993565762,521.05766126415
161,1,965.24717554,124.062096227004,965.247402686617
162,1,355.59076032,81.4793549310864,355.590038767945
163,1,1029.69645199,130.863278678669,1029.69589780608
164,1,1187.17885023,142.229253953594,1187.17895617318
165,1,891.27215002,146.299012372622,891.271912704082
166,1,407.70369165,83.2639353297574,407.704502331249
167,1,331.56334021,72.3235189159289,331.56346200218
168,1,11090.18403231,855.237696453452,11090.1833352676
169,1,1532.82736812,209.949927270531,1532.82768993559
170,1,1005.94546116,138.851279047385,1005.94491568369
171,1,1224.06005336,153.929826050337,1224.05983031206
172,1,1972102.95107603,31989.5465024922,1972102.94974546
173,1,2111.51412864,288.655970500387,2111.51427740867
174,1,488.97284919,97.4218293420624,488.97133356961
175,1,2908.31453485,293.256786719703,2908.31153735669
176,1,6439.90400697,513.113999760996,6439.90403349662
177,1,465.86589259,82.5347138245348,465.865825211903
178,1,486.17232021,87.9706286803995,486.172881198683
179,1,1193.84040598,151.786884178758,1193.84190685788
180,1,1944.3853538,255.191106711527,1944.38406379801
181,1,4708.51940347,404.081395187393,4708.52072622868
182,1,827.59647866,119.987758177581,827.595745918335
183,1,5278.34941265,494.342295177162,5278.3525498722
184,1,2358.20167423,215.224697168533,2358.19996123753
185,1,654.68602122,125.278700420035,654.684881212015
186,1,96341.23180747,4391.18952333115,96341.2367058058
187,1,1289.36707658,142.849366302625,1289.3678871728
188,1,1050.34500642,134.29443710773,1050.34510885538
189,1,1658.95620277,184.900658458732,1658.95711602576
190,1,528.31128289,96.1824227576056,528.311932250174
191,1,898.70698236,130.026655520609,898.706348515199
192,1,440.96543254,93.4774091816354,440.965479421448
193,1,3048.47761311,316.813597337816,3048.47647884676
194,1,636.59244115,104.622606740172,636.591291809954
195,1,24736.59982819,1514.40979131579,24736.5949017376
196,1,3218.02691774,337.363215845216,3218.02542311812
197,1,1317.7658427,165.193631704857,1317.76566410065
198,1,2421.33329465,462.963160158841,2421.33496839729
199,1,948.31231491,128.7584915528,948.312188772847
200,1,414.58239885,86.7624996953441,414.582111902984
201,1,4618.76526713,464.556968717397,4618.76481798056
202,1,1851.42388116,296.214165410661,1851.42502301209
203,1,988.51012745,135.337963219415,988.50944847349
204,1,505.8773612,86.4575031432217,505.877191609722
205,1,558.40707985,93.4865557905623,558.40596130484
206,1,836.32933652,129.876639855472,836.328419183269
207,1,1711.38944022,215.571904955773,1711.38771811678
208,1,1041.30196628,124.632198654277,1041.30295390972
209,1,2159.68147101,217.60161290108,2159.68171062019
210,1,1977.52284411,255.487970265205,1977.52315088651
211,1,1282.17504875,152.135255039676,1282.1739071123
212,1,973.3683891,117.891858660972,973.370063545243
213,1,523.01204094,101.175784271488,523.011386203922
214,1,564.92371759,97.619020115337,564.924435053781
215,1,773.02381705,131.793400133611,773.022984454093
216,1,16946.71538919,1314.13366219477,16946.7103807877
217,1,557.64405263,91.5819286794249,557.645167925658
218,1,1168.90244974,140.508862079574,1168.90148134717
219,1,750.0074959,109.586105491617,750.00730742975
220,1,942.5365311,135.518107152434,942.536973293912
221,1,628.38830551,102.783165896515,628.387740015945
222,1,4260.565742,610.462143389346,4260.56695124394
223,1,1137.43807902,150.729322390881,1137.43929481795
224,1,2896.99703918,325.258837692589,2896.99791020294
225,1,620.69106242,102.408752084493,620.691114194648
226,1,683.31401227,109.619920908831,683.314064915645
227,1,1987.83064357,263.52212170711,1987.83087786816
228,1,5786.52061333,490.218197063655,5786.52171939763
229,1,36059.66383094,2240.17034526173,36059.6631899511
230,1,1333.33352552,178.836124745868,1333.33451753887
231,1,1098.6914547,138.646903930458,1098.69172932446
232,1,447.58680969,80.2466777003069,447.587530323689
233,1,1204.34382239,158.578221455207,1204.34383689164
234,1,9733.95983532,799.911535482592,9733.95983781976
235,1,705.44702962,108.217040264626,705.446558119761
236,1,1131.09263967,143.922412733522,1131.09248985078
237,1,1025.5374567,155.027277760727,1025.53821274975
238,1,1195.60931819,149.441264774559,1195.60922755499
239,1,973.57575915,124.74266065412,973.577376327388
240,1,331.33351922,72.6725687200883,331.332530602684
241,1,865.49644362,143.144442446968,865.496044826277
242,1,743.59986904,106.970209888184,743.599953923971
243,1,1274.39282031,172.091616566838,1274.39247998775
244,1,914.38086066,125.845139170121,914.38149611106
245,1,1144.65168327,134.863286861628,1144.6517485009
246,1,609.28040919,111.000029107825,609.280210831874
247,1,454.28835787,86.1102345604169,454.287841571791
248,1,667.4661616,99.5671466566155,667.467166600155
249,1,202.70459508,62.6305969060164,202.704457867743
250,1,4351.32283664,392.32880718917,4351.32363910793
251,1,1332.02219249,150.165514773807,1332.02592225347
252,1,1437.17477539,193.858908093257,1437.17512015867
253,1,1007.74233829,130.111156207893,1007.74280207011
254,1,602.64015065,97.0167058988786,602.639696833319
255,1,964.04495692,140.222351212429,964.044754391118
256,1,2724.78378898,332.158807400187,2724.78227736228
257,1,1438.45145796,160.220149953624,1438.4500512149
258,1,1985.1523137,224.609368691213,1985.148308937
259,1,205.18655172,61.9187907926605,205.186417762633
260,1,701.66911348,108.889055164969,701.66955589314
261,1,560.36026197,94.8288525561069,560.359599602889
262,1,635.26506446,101.72608285635,635.265508082386
263,1,65300.41667959,2723.02575053977,65300.4173577319
264,1,650.33830885,105.426928981255,650.337763391572
265,1,530.84723106,88.6686405268142,530.846947945005
266,1,259125.09718648,7016.81459969702,259125.102602997
267,1,446.15406085,84.4180157386321,446.154186669037
268,1,669.73355308,98.7346816746435,669.733348439716
269,1,938.19133339,132.201899652473,938.191221253021
270,1,31457.72514324,940.955576815497,31457.7276285006
271,1,1291.92417693,156.295004207214,1291.92490985647
272,1,2237.83019824,215.080428236321,2237.83191860318
273,1,915.5487293,135.91896102216,915.548315531868
274,1,931.40653478,118.892062159174,931.406660176911
275,1,3010.76017751,232.816530591458,3010.75965704474
276,1,1380.38610975,176.203859702721,1380.38607937854
277,1,1742.55776655,188.314894641181,1742.55807138406
278,1,1629.58275316,232.601273252062,1629.58309090844
279,1,1558.25597693,219.390366095094,1558.25498669651
280,1,4370.49971564,371.775524697878,4370.50027456825
281,1,2625.21193965,343.833857481872,2625.21193978688
282,1,331.56666322,73.4572952189774,331.566161584732
283,1,3895.17766304,432.249185302521,3895.17563943728
284,1,608.72530657,95.6818023035998,608.724211057925
285,1,165385.75843423,6789.91359449926,165385.766619477
286,1,165.72478099,64.9518315403642,165.724552524036
287,1,967.67138297,140.885600261317,967.671689408379
288,1,1333.91290665,151.694883733179,1333.91178160443
289,1,858.98438419,113.288716918824,858.984164967475
290,1,226.15116954,61.670636716,226.151042020653
291,1,675.95733369,104.705786948096,675.957624932242
292,1,825.58121019,132.510957155999,825.581618309076
293,1,652.64397656,118.207143953899,652.644319755332
294,1,98.74402989,55.5746925414142,98.7435659479302
295,1,4882.55651881,560.462056011896,4882.55789081727
296,1,2262.27352911,223.235153707603,2262.27285027249
297,1,7095.3314393,633.154141627129,7095.33083065644
298,1,513.99644497,89.0311389199809,513.995943623221
299,1,1238.86154992,159.56960005409,1238.8624359703
300,1,1799.04787671,194.790912107802,1799.04849521549
301,1,242.23734723,67.8720718801767,242.237536762135
302,1,940.82331928,135.631507321466,940.823382054671
303,1,113.15827366,58.9129959305622,113.159172974472
304,1,4263.81328819,320.800181566742,4263.81391980939
305,1,2139.75708685,256.417000007063,2139.75785866192
306,1,6840.24239356,722.25924635181,6840.24110705427
307,1,81775.97284418,3936.69557049317,81775.9666142966
308,1,742.3845405,119.135640213139,742.38405545556
309,1,1234.26395565,147.047329706383,1234.26317725064
310,1,2807.01588085,229.1188257772,2807.01599361128
311,1,3468.97335781,402.696393414719,3468.9745591908
312,1,2920.00358502,278.23247384294,2920.00432100779
313,1,1189.34070227,142.46957910453,1189.34077408507
314,1,4185.71983226,347.441828396959,4185.71984482144
315,1,7355.37512285,450.437230219358,7355.3753771881
316,1,2244.05562857,258.892156840156,2244.05839676075
317,1,2267.18748489,231.754259876311,2267.18878577328
318,1,816.38789564,112.18513354226,816.387104693746
319,1,672.68602572,103.871142027689,672.686588121193
320,1,98.43023629,57.4774470209427,98.4295077272694
321,1,831.62719394,123.303954843753,831.627321123171
322,1,1539.8249479,177.860336372236,1539.82634702129
323,1,28604.13034042,1855.21446018967,28604.1297911581
324,1,3104.75270428,300.214582501138,3104.75218429103
325,1,629.85867627,101.476434729959,629.859488045679
326,1,1015.12244533,130.717396829052,1015.12300728179
327,1,480.96035916,83.3565884878349,480.960341565068
328,1,1248.61016685,147.181771380678,1248.60960385554
329,1,18430.81185074,1183.45638165608,18430.8130469363
330,1,186.61739548,63.2659950976863,186.617548588621
331,1,751.89963148,117.451034544759,751.900228615128
332,1,1635.22023521,189.807214124912,1635.22028342508
333,1,1234.26376895,157.863094421184,1234.2634249214
334,1,564.64270649,93.55264254094,564.642292107466
335,1,111.52274576,57.9626326525349,111.523215616849
336,1,2928.71336859,288.27210701994,2928.71251414571
337,1,455.73159905,87.9591353802605,455.730914737458
338,1,25495.96781434,1578.9270389099,25495.9746160638
339,1,1266.44107382,161.719935701081,1266.44190105774
340,1,917.8795966,124.976223335809,917.88079824457
341,1,1132.91539586,140.050359089156,1132.91545728768
342,1,895.29348202,131.755851851219,895.294045179861
343,1,224.6209202,65.9067198967984,224.620765791767
344,1,1141.7280925,141.949985689316,1141.72677366176
345,1,534.64290514,89.2064378807267,534.64355214517
346,1,1224.40961978,157.322076696298,1224.40916515445
347,1,721.75660394,110.053490230493,721.756113439604
348,1,568.29347584,97.9693145954102,568.292158199656
349,1,2856.15408868,288.132568827247,2856.15369218813
350,1,3388.04786108,292.832555664448,3388.04824087481
351,1,3420.24896085,328.888309584593,3420.24759211116
352,1,94085.81321355,4076.34019662373,94085.8226542918
353,1,14325.07005611,1428.77822334746,14325.0652845885
354,1,50701.45717483,2670.56640119406,50701.4542018523
355,1,518.68408197,86.1892904039227,518.684650361745
356,1,551.60739888,94.7783444701102,551.607311083337
357,1,1631.54432039,163.735163768984,1631.5449177912
358,1,679.04978246,109.440926141109,679.047943473547
359,1,734.86319611,107.210743256229,734.863636467756
360,1,428.5144158,85.28246639383,428.513910790757
361,1,11160.50743918,833.203310970066,11160.5109718259
362,1,1010.11054693,125.947589178461,1010.1107479439
363,1,1788.53115,193.30676683746,1788.5312082309
364,1,685.37456688,105.279883778608,685.374205420445
365,1,172.84404326,59.959772500496,172.843259330428
366,1,536.49243555,87.9014805934411,536.49329795419
367,1,1018.36973677,163.730091327891,1018.36820768816
368,1,1736.60604025,183.48935204134,1736.60536007608
369,1,1983.85717851,257.919637110628,1983.85512456139
370,1,625.74601858,101.9843442852,625.744429151826
371,1,938.4155041,122.172274309967,938.412472786096
372,1,808.08667559,129.485662824023,808.086662103655
373,1,9277.90936059,925.30940995298,9277.90793810854
374,1,1415.21436911,179.382039050141,1415.21513943585
375,1,849.59137958,110.587145698807,849.590234810421
376,1,485.65900967,89.0591662046594,485.659511074802
377,1,848.94991293,112.513614007341,848.94808976928
378,1,507.02476693,88.015896409087,507.025066371149
379,1,798.69142441,120.623283969765,798.691879450151
380,1,469.99986091,86.9304629685196,469.999648046163
381,1,1881.48534785,199.714590614754,1881.48521962214
382,1,7918.57576277,791.082650692376,7918.57876915369
383,1,1569.41752048,164.158118733599,1569.41721411258
384,1,15914.27922974,981.900635867317,15914.2801397347
385,1,470.69461708,87.1861567859103,470.694786123954
386,1,11439.68423053,867.929086085242,11439.6819322553
387,1,504.81195195,85.758298698346,504.811101218949
388,1,995.99022397,134.812141540855,995.99081419538
389,1,725.44408638,117.37059288865,725.443899462716
390,1,1221.3041671,141.233507742979,1221.30372786134
391,1,1252.51644439,139.26686345516,1252.51484645651
392,1,576.72545281,112.896099185716,576.725738781643
393,1,5251.04250206,569.316238586656,5251.0417548756
394,1,2790.83830294,305.098421448618,2790.83924420074
395,1,17851.86578933,1512.19536126947,17851.8672970643
396,1,581.66965125,121.647669758792,581.669718851478
397,1,954.77803571,144.554274213457,954.778374902766
398,1,50725.718762,3955.96113017982,50725.7053136819
399,1,661.08152886,99.5692457929697,661.081741209269
400,1,1788.88538866,199.414697356744,1788.88427075463
401,1,1635.58148213,244.41020252491,1635.58076202447
402,1,2569.34297607,290.373299618436,2569.3425157177
403,1,503.75198647,93.4472326264352,503.75207315775
404,1,425.07823935,92.7679390510791,425.077592773081
405,1,10581.56997547,745.96806450493,10581.5725788682
406,1,559.48626659,94.1517367178928,559.485759212774
407,1,1140.22802713,161.099160117776,1140.22981389416
408,1,1262.05708775,166.670619810195,1262.05584455322
409,1,10059.48106787,638.623461273889,10059.4847374299
410,1,374.07292503,75.0665076443032,374.07181160892
411,1,1001.68571147,127.491984520487,1001.6868347593
412,1,427.84047766,91.27775766587,427.840647624575
413,1,283.33976385,65.4202179097841,283.339772409657
414,1,3968.71196317,402.636023689897,3968.71213896615
415,1,522.35881768,88.8908429508873,522.358735527289
416,1,135.13299063,57.808680451623,135.13322211747
417,1,2653.55779058,247.262840206483,2653.55676167668
418,1,490.42363331,85.6228874530458,490.42422118116
419,1,37938.26527074,2516.69445202364,37938.2689704962
420,1,610.93431795,100.021067182974,610.933285433416
421,1,637.13684287,96.9362318499046,637.136480522133
422,1,647.31682574,120.110482818698,647.317318312939
423,1,1204.93252103,134.880431374577,1204.93179222337
424,1,587.2357089,98.8149337582498,587.234939426277
425,1,528.81715838,101.829092533676,528.817157933656
426,1,2398.38071532,217.876523588617,2398.38205755075
427,1,17408.50801712,1215.36399745021,17408.510701819
428,1,1690.11977652,205.115795032192,1690.11919689768
429,1,567.68930441,91.5750583497285,567.689005189531
430,1,69.27203071,45.3245296453573,69.2712222398233
431,1,123.42603894,52.0848489161123,123.4249131852
432,1,1423.34368528,189.89105340386,1423.34457631637
433,1,609.8196134,99.1200525607211,609.81973344595
434,1,1161.19979585,139.024802012011,1161.20024972745
435,1,42216.64421382,2689.81619663488,42216.6512121634
436,1,4924.04299255,519.931530306316,4924.04247340606
437,1,856.96158116,123.44799259426,856.962618397068
438,1,3219.56483897,277.440096745677,3219.56412542589
439,1,71.52413844,39.7599052108224,71.5237984221673
440,1,639.41940998,99.4804179557451,639.420655713625
441,1,2549.12407311,259.719153405526,2549.12393939074
442,1,6377.64913339,442.006561657281,6377.6482694462
443,1,242.10364783,74.9893122363661,242.103510160936
444,1,16522.02005859,1310.04517940906,16522.0235945587
445,1,991.36759013,126.626645720532,991.36592522084
446,1,1450.89410362,187.216272128098,1450.8936798346
447,1,735.98710099,108.813265419978,735.987372894549
448,1,1114.64856458,133.73320294535,1114.64397894199
449,1,314.40743985,74.0033915889505,314.408406319816
450,1,614.82027448,95.1271261752889,614.82007228751
451,1,696.65429376,104.131319117853,696.654892217887
452,1,181.78720027,57.0782780319288,181.787955614625
453,1,20787.44663933,1485.95136159589,20787.4459091269
454,1,676.01776436,102.57035987578,676.017589778177
455,1,441.58880513,83.9774950706572,441.589810701281
456,1,1333.42841239,171.859096045622,1333.42938678226
457,1,57968.92081462,3061.10696134089,57968.9061798239
458,1,456.86585927,91.3440832512554,456.865795681603
459,1,9177.42107257,1075.5326010851,9177.42152359156
460,1,760.88624443,118.358198119856,760.886123831169
461,1,4823.50012263,425.049298067051,4823.50152687725
462,1,139.01114154,51.3141576756798,139.011340759302
463,1,300.22239588,72.873950909517,300.222255089544
464,1,626.78028605,95.7598005414741,626.780529448694
465,1,8341.03054457,619.449843211971,8341.03194735502
466,1,323.75573593,75.4997321919381,323.756521308627
467,1,453.27057645,84.5568627994079,453.270782044963
468,1,1159.46194768,152.982761871486,1159.46217441717
469,1,743.94838132,105.988329539017,743.94814154412
470,1,2290.12313526,279.140586228717,2290.1227746334
471,1,320.20755487,72.9282798722426,320.207697242014
472,1,3720.6835116,349.306402312738,3720.68470194955
473,1,688.1903639,116.0949280858,688.188787269354
474,1,642.63756421,102.329396065084,642.637547918598
475,1,3063.43004728,257.428022481347,3063.43039183201
476,1,2029.19403987,259.227175781858,2029.19431502703
477,1,780.46687477,106.420703261384,780.466337513532
478,1,132.96873067,60.6706678700924,132.969127745208
479,1,2506.06559902,317.230319403837,2506.06721881043
480,1,4820.55433122,522.052948642887,4820.55421455449
481,1,2342.81241042,239.212032022029,2342.81111108774
482,1,256.91290448,71.6923087936994,256.913188907443
483,1,547.12226134,94.7886122107836,547.122401280606
484,1,818.76694976,111.803603433759,818.76638617017
485,1,6224.7793179,632.893300316487,6224.77784391971
486,1,103.00971352,55.7651670003064,103.009501812508
487,1,741.50729531,117.993030748883,741.506120436943
488,1,687.30087378,115.3084720982,687.301938266449
489,1,431.27435831,86.0871445926755,431.273921893174
490,1,132.96013988,51.4304628021411,132.959996358947
491,1,11088.91703084,1086.53935137081,11088.9173919823
492,1,97.56855119,55.2997850283263,97.5685715621173
493,1,1181.34954596,139.200038434079,1181.34795682972
494,1,66521.28046146,3153.42811799235,66521.2674065455
495,1,825.62714833,113.713220159588,825.627365637875
496,1,458.61028396,89.4147214810322,458.608793507255
497,1,7893.93796957,721.672424933253,7893.93843132953
498,1,661.8627357,103.491689366192,661.863929713275
499,1,956.21268606,156.042795961331,956.212943247285
500,1,425.79185878,86.9223591345602,425.791906239797
501,1,2113.25885929,241.364823873447,2113.25852493889
502,1,786.16147164,110.545251437159,786.160540188422
503,1,209.15428558,60.4945635318171,209.154817411201
504,1,693.91798655,107.354895984572,693.918149819799
505,1,14478.25021662,1352.80909724474,14478.2470941741
506,1,826.10743546,115.116448764429,826.106175510298
507,1,2178.25077751,206.356287141554,2178.24980165476
508,1,1067.04376089,135.804560363853,1067.04413880281
509,1,479.08816327,86.1278840078997,479.088518679882
510,1,1605.97212618,219.033195815986,1605.97404934835
511,1,938.87185598,128.272878447566,938.872732888357
512,1,614.45542575,95.2760489198591,614.45667498025
513,1,2914.85389659,498.735794962726,2914.85387803251
514,1,562.74908707,92.5324388990095,562.748442736405
515,1,230.04810093,66.1791326351499,230.046738258952
516,1,891.17080321,117.16240416865,891.171010075118
517,1,724.96329447,101.279874096291,724.963133488007
518,1,980.68624459,132.298224849852,980.685493765902
519,1,1886.42627137,265.045588649685,1886.4248549141
520,1,373.66219674,75.736444010387,373.662134462186
521,1,1444.13069999,164.52356686766,1444.13050983124
522,1,606.48237678,101.942849040636,606.481706365539
523,1,180.31421676,58.6989664095661,180.31498334132
524,1,1236.89512146,183.223386186596,1236.8936733619
525,1,600.8703158,98.8579236103315,600.87136431795
526,1,11571.79363914,994.425781870956,11571.7965836936
527,1,582.54459831,103.091448230599,582.545680880994
528,1,11966.80346304,820.614673192153,11966.8076692982
529,1,1777.96217174,180.913658192869,1777.96024704562
530,1,669.57648056,104.237130943231,669.57636135846
531,1,379.97119661,81.0963226806061,379.970118733461
532,1,614.77092177,105.811099730995,614.77054451577
533,1,210.56400055,58.7038939532141,210.563738813178
534,1,1448.21969493,161.981827286274,1448.22134101313
535,1,4735.54752937,404.013149513312,4735.54586570341
536,1,1859.68901212,230.697068266525,1859.68873874356
537,1,580.87881084,92.7691810756036,580.878659304892
538,1,3392.97265538,346.717010567454,3392.971501342
539,1,1315.44323633,157.648595526891,1315.44280291287
540,1,1247.33072815,184.586698948855,1247.33017508032
541,1,1805.31618866,222.250285443562,1805.31466580026
542,1,1761.82268341,264.359328845665,1761.81975416125
543,1,1397.35695026,168.078098931001,1397.35846094108
544,1,579.2478705,160.244035127433,579.24818937038
545,1,1456.34238744,198.989323515435,1456.3420022113
546,1,310.4410045,69.1519802927436,310.440913353509
547,1,896.81140447,118.226935521679,896.813617617824
548,1,722.97411754,133.544365552153,722.974341247763
549,1,763.7223994,109.914688314877,763.721874163389
550,1,1250.29159628,194.814293113768,1250.29079260684
551,1,366.39255381,74.7419310992907,366.392049656849
552,1,1166.94875951,152.443793905956,1166.94921330274
