rx_device,file_id,tx_device,start_time,endtime,value
60,37641,60,277246377218017,277246377818019,3
60,37641,60,277246377917959,277246381618009,1
60,37641,60,277246381718001,277246382218016,3
60,37641,60,277246382317942,277246387117936,1
60,37641,60,277246387218976,277246387818924,3
60,37641,60,277246387918932,277246390018923,1
60,37641,60,277246390118927,277246390718930,3
60,37641,60,277246390818925,277246394118919,1
60,37641,60,277246394218956,277246394718919,3
60,37641,60,277246394818914,277246399018868,1
60,37641,60,277246399118869,277246399618869,3
60,37641,60,277246399718902,277246402318862,1
60,37641,60,277246402418876,277246402918868,3
60,37641,60,277246403018859,277246407818863,1
60,37641,60,277246407918862,277246408418867,3
40,29663,40,276272059139738,276272059339487,1
40,29759,40,277229909255845,277229911755822,1
42,30557,42,276715601930810,276717568935157,1
43,31179,43,277132689236471,277132903493943,1
45,32189,45,276209909004851,276209909004851,1
45,32195,45,276288125072709,276288125072709,1
60,37587,60,276263474965929,276263475065821,3
60,37587,60,276263475165824,276263547366835,1
60,37587,60,276263547466833,276263547566836,3
60,37587,60,276263547666826,276263561566799,1
60,37587,60,276263561666886,276263562066747,3
60,37587,60,276263562166748,276263643867484,1
60,37587,60,276263643967486,276263644367567,3
60,37587,60,276263644467394,276263697167247,1
60,37587,60,276263697267253,276263697367247,3
60,37587,60,276263697467251,276263727568249,1
60,37587,60,276263727668244,276263727768247,3
60,37587,60,276263727950284,276263854469215,1
60,37587,60,276263854569180,276263854869198,3
60,37587,60,276263854969038,276263950769778,1
60,37587,60,276263950869777,276263951069785,3
60,37671,60,277610934701730,277610935301729,3
60,37671,60,277610935401878,277610936501790,1
60,37671,60,277610936601734,277610937201821,3
60,37671,60,277610937301736,277610939101728,1
60,37671,60,277610939202008,277610939701727,3
60,37671,60,277610939801728,277610941006933,1
60,37671,60,277610941101729,277610941701879,3
60,37671,60,277610941801724,277610942701693,1
60,37671,60,277610942801784,277610943401700,3
60,37671,60,277610943501753,277610944006749,1
60,37671,60,277610944101697,277610954901835,3
60,37671,60,277610955001745,277610956301749,1
60,37671,60,277610956401686,277610956901831,3
60,37671,60,277610957001691,277610958701683,1
60,37671,60,277610958801832,277610959301685,3
60,37671,60,277610959401740,277610961401832,1
60,37671,60,277610961501739,277610962101744,3
60,37671,60,277610962201778,277610963701744,1
60,37671,60,277610963801682,277610964301738,3
60,37671,60,277610964401833,277610966201777,1
60,37671,60,277610966301681,277610966901743,3
60,37671,60,277610967001741,277610968701741,1
60,37671,60,277610968801830,277610969401742,3
60,37671,60,277610969501771,277610971701676,1
60,37671,60,277610971801675,277610972401734,3
60,37671,60,277610972501739,277610975101676,1
60,37671,60,277610975202794,277610975701681,3
60,37671,60,277610975801682,277610977901674,1
60,37671,60,277610978001736,277610978501672,3
60,37671,60,277610978602769,277610981402761,1
60,37671,60,277610981502765,277610982007673,3
60,37671,60,277610982102672,277610984802761,1
60,37671,60,277610984902761,277610985502766,3
60,37671,60,277610985602770,277610988402822,1
60,37671,60,277610988502816,277610989009605,3
60,37671,60,277610989102675,277610990602758,1
60,37671,60,277610990702759,277610991202760,3
60,37671,60,277610991302757,277610992702757,1
60,37671,60,277610992802757,277610993402758,3
60,37671,60,277610993504779,277610994802758,1
60,37671,60,277610994902757,277610995502756,3
60,37671,60,277610995602760,277610997302757,1
60,37671,60,277610997402755,277610997902760,3
60,37671,60,277610998007460,277610999602753,1
60,37671,60,277610999702807,277611000302805,3
60,37671,60,277611000402807,277611002502749,1
60,37671,60,277611002602804,277611003202665,3
60,37671,60,277611003302662,277611005402719,1
60,37671,60,277611005502663,277611006007818,3
60,37671,60,277611006102575,277611008802661,1
60,37671,60,277611008902718,277611009402660,3
60,37671,60,277611009502719,277611013302664,1
60,37671,60,277611013402716,277611014007586,3
60,37671,60,277611014115647,277611019702662,1
60,37671,60,277611019802715,277611020302717,3
60,37671,60,277611020402666,277611022502658,1
60,37671,60,277611022602666,277611023202662,3
60,37671,60,277611023302663,277611024502740,1
60,37671,60,277611024602722,277611025114855,3
60,37671,60,277611025202667,277611026202668,1
60,37671,60,277611026302723,277611026902666,3
60,37671,60,277611027007598,277611027502667,1
60,37671,60,277611027602726,277611037116646,3
60,37671,60,277611037202682,277611038302662,1
60,37671,60,277611038402662,277611039007642,3
60,37671,60,277611039110987,277611039602718,1
60,37671,60,277611039702719,277611041502719,3
60,37671,60,277611041602720,277611043115186,1
60,37671,60,277611043202661,277611043802664,3
60,37671,60,277611043902660,277611044902657,1
60,37671,60,277611045007638,277611045602715,3
60,37671,60,277611045702716,277611046202658,1
60,37671,60,277611046308501,277611053203562,3
60,37671,60,277611053308170,277611054403559,1
60,37671,60,277611054503562,277611055109640,3
60,37671,60,277611055203619,277611056007823,1
60,37671,60,277611056109521,277611056703558,3
60,37671,60,277611056803560,277611058403567,1
60,37671,60,277611058503558,277611059007630,3
60,37671,60,277611059103547,277611062710283,1
60,37671,60,277611062803555,277611063403556,3
60,37671,60,277611063503555,277611065103588,1
60,37671,60,277611065203538,277611065703685,3
60,37671,60,277611065803681,277611066303556,1
60,37671,60,277611066403558,277611094007627,3
60,37671,60,277611094103619,277611095503623,1
60,37641,60,277246408518860,277246410718866,1
60,37641,60,277246410818864,277246411418865,3
60,37641,60,277246411518862,277246415618911,1
60,37641,60,277246415718860,277246416318862,3
60,37641,60,277246416420758,277246420218911,1
60,37641,60,277246420318842,277246420818908,3
60,37641,60,277246420918898,277246424418902,1
60,37641,60,277246424518888,277246425118830,3
60,37641,60,277246425218898,277246428718883,1
60,37641,60,277246428818825,277246429318888,3
60,37641,60,277246429418824,277246432418830,1
60,37641,60,277246432518860,277246433018805,3
60,37641,60,277246433118865,277246435718854,1
60,37641,60,277246435818843,277246436418854,3
60,37641,60,277246436518846,277246439918838,1
60,37641,60,277246440018837,277246440618835,3
60,37641,60,277246440718780,277246444118774,1
60,37641,60,277246444218827,277246444818879,3
60,37641,60,277246444918770,277246448318762,1
60,37641,60,277246448418771,277246448918770,3
60,37641,60,277246449018825,277246454421685,1
60,37641,60,277246454518755,277246455118797,3
60,37641,60,277246455218811,277246461518729,1
60,37641,60,277246461618787,277246462218774,3
60,37641,60,277246462318720,277246463618715,1
60,37641,60,277246463718781,277246464318724,3
60,37670,60,277610129532929,277610130032940,3
60,37670,60,277610130132930,277610130632874,1
60,37670,60,277610130732880,277610176633825,3
60,37670,60,277610176733768,277610178233822,1
60,37670,60,277610178333766,277610178933766,3
60,37670,60,277610179033819,277610180133764,1
60,37670,60,277610180233816,277610180834769,3
60,37670,60,277610180933763,277610183633811,1
60,37670,60,277610183733754,277610184233810,3
60,37670,60,277610184333756,277610187033806,1
60,37670,60,277610187133816,277610187633815,3
60,37670,60,277610187733749,277610191033823,1
60,37670,60,277610191133802,277610191733745,3
60,37670,60,277610191833748,277610194733737,1
60,37670,60,277610194833804,277610195333803,3
60,37670,60,277610195433737,277610199233787,1
60,37670,60,277610199333796,277610199833796,3
60,37670,60,277610199933785,277610204233830,1
60,37670,60,277610204333778,277610204933779,3
60,37670,60,277610205033794,277610208834719,1
60,37670,60,277610208934712,277610209534720,3
60,37670,60,277610209634715,277610215534708,1
60,37670,60,277610215634710,277610216134707,3
60,37670,60,277610216234702,277610219534698,1
60,37670,60,277610219634705,277610220234700,3
60,37670,60,277610220334702,277610226534690,1
60,37670,60,277610226634745,277610227134754,3
60,37670,60,277610227234740,277610241334722,1
60,37670,60,277610241434732,277610242034735,3
60,37670,60,277610242139485,277610244434732,1
60,37670,60,277610244534728,277610245134726,3
60,37670,60,277610245234741,277610247334738,1
60,37670,60,277610247434729,277610248034730,3
60,37670,60,277610248134737,277610250134677,1
60,37670,60,277610250234726,277610250834674,3
60,37670,60,277610250934734,277610251934732,1
60,37670,60,277610252034724,277610252634732,3
60,37670,60,277610252734672,277610253634730,1
60,37670,60,277610253734671,277610254334678,3
60,37670,60,277610254434722,277610255234719,1
60,37670,60,277610255334679,277610255834673,3
60,37670,60,277610255934725,277610256634731,1
60,37670,60,277610256734721,277610257334719,3
60,37670,60,277610257434672,277610258134729,1
60,37670,60,277610258234717,277610258734728,3
60,37670,60,277610258834716,277610259534662,1
60,37670,60,277610259634726,277610260234713,3
60,37670,60,277610260334726,277610261634715,1
60,37670,60,277610261734672,277610262334725,3
60,37670,60,277610262434659,277610263434655,1
60,37670,60,277610263534661,277610264134707,3
60,37670,60,277610264234719,277610264634720,1
60,37670,60,277610264734652,277610266534670,3
60,37670,60,277610266634653,277610268334715,1
60,37670,60,277610268434701,277610268934712,3
60,37670,60,277610269034649,277610271834707,1
60,37670,60,277610271934639,277610272534706,3
60,37670,60,277610272634643,277610276534689,1
60,37670,60,277610276634635,277610277234691,3
60,37670,60,277610277335642,277610280735636,1
60,37670,60,277610280835631,277610281435622,3
60,37670,60,277610281535630,277610292835595,1
60,37670,60,277610292935589,277610293435594,3
60,37670,60,277610293535590,277610300235646,1
60,37670,60,277610300335636,277610300935588,3
60,37670,60,277610301035646,277610303835575,1
60,37670,60,277610303935640,277610304435658,3
60,37670,60,277610304535629,277610307335658,1
60,37670,60,277610307435710,277610308035658,3
60,37670,60,277610308135712,277610311535706,1
60,37670,60,277610311635659,277610312235716,3
60,37670,60,277610312335649,277610314635704,1
60,37670,60,277610314735711,277610315235711,3
60,37670,60,277610315335645,277610317535696,1
60,37670,60,277610317635641,277610318135705,3
60,37670,60,277610318235648,277610319835700,1
60,37670,60,277610319935687,277610320535697,3
60,37670,60,277610320635686,277610322135693,1
60,37670,60,277610322235637,277610322735635,3
60,37670,60,277610322835681,277610325335624,1
60,37670,60,277610325435677,277610325935676,3
64,39428,64,277766310259864,277766311755041,1
64,39428,64,277766311855038,277766312355039,3
64,39428,64,277766312455038,277766314155059,1
64,39428,64,277766314255059,277766314855061,3
64,39428,64,277766314955057,277766316455067,1
64,39428,64,277766316555069,277766317155068,3
64,39428,64,277766317255077,277766318355075,1
64,39428,64,277766318455113,277766318955082,3
64,39428,64,277766319055086,277766320455090,1
64,39428,64,277766320555095,277766321155094,3
64,39428,64,277766321255095,277766322355105,1
64,39428,64,277766322455101,277766322955099,3
64,39428,64,277766323055104,277766323955106,1
64,39428,64,277766324055107,277766324655124,3
64,39428,64,277766324755110,277766325555113,1
64,39428,64,277766325655117,277766326255118,3
64,39428,64,277766326355124,277766326855121,1
64,39428,64,277766326955123,277766337055169,3
64,39428,64,277766337155167,277766338655181,1
64,39428,64,277766338755171,277766339355182,3
64,39428,64,277766339455179,277766341155183,1
64,39428,64,277766341255193,277766341755186,3
64,39428,64,277766341855189,277766344055199,1
64,39428,64,277766344155200,277766344755200,3
64,39428,64,277766344855251,277766346555258,1
64,39428,64,277766346655217,277766347255265,3
64,39428,64,277766347355212,277766348855135,1
64,39428,64,277766348955135,277766349555196,3
64,39428,64,277766349655193,277766350755142,1
64,39428,64,277766350855143,277766351455192,3
64,39428,64,277766351555199,277766352455205,1
64,39428,64,277766352555153,277766353055209,3
64,39428,64,277766353155150,277766353955211,1
64,39428,64,277766354055157,277766354655209,3
64,39428,64,277766354755216,277766355455255,1
64,39428,64,277766355555212,277766356155215,3
64,39428,64,277766356255222,277766356955165,1
64,39428,64,277766357055227,277766357655225,3
64,39428,64,277766357755230,277766358455271,1
64,39428,64,277766358555225,277766359155233,3
64,39428,64,277766359255177,277766359855234,1
64,39428,64,277766359955240,277766360555238,3
64,39428,64,277766360655244,277766361355184,1
64,39428,64,277766361455188,277766362055190,3
64,39428,64,277766362155241,277766362855242,1
64,39428,64,277766362955247,277766363555189,3
64,39428,64,277766363655254,277766364255250,1
64,39428,64,277766364355195,277766364955256,3
64,39428,64,277766365055199,277766365755260,1
64,39428,64,277766365855256,277766366455269,3
64,39428,64,277766366555270,277766367155265,1
64,39428,64,277766367255268,277766367855272,3
64,39428,64,277766367955276,277766368655222,1
64,39428,64,277766368755280,277766369355226,3
64,39428,64,277766369455331,277766370155323,1
64,39428,64,277766370255284,277766370855291,3
64,39428,64,277766370955286,277766371655236,1
64,39428,64,277766371755286,277766372255292,3
64,39428,64,277766372355245,277766373355245,1
64,39428,64,277766373455303,277766374055305,3
64,39428,64,277766374155244,277766374755306,1
64,39428,64,277766374855303,277766394255397,3
64,39428,64,277766394355389,277766395755347,1
64,39428,64,277766395855399,277766396455348,3
64,39428,64,277766396555403,277766398155431,1
64,39428,64,277766398255415,277766398855414,3
64,39428,64,277766398955365,277766401155425,1
64,39428,64,277766401255368,277766401755375,3
64,39428,64,277766401855432,277766404155444,1
64,39428,64,277766404255439,277766404755445,3
64,39428,64,277766404855441,277766415955401,1
64,39428,64,277766416055412,277766416655407,3
64,39428,64,277766416755353,277766420655439,1
64,39428,64,277766420755383,277766421355384,3
64,39428,64,277766421455441,277766424255453,1
64,39428,64,277766424355400,277766424955457,3
64,39428,64,277766425055457,277766427155409,1
64,39428,64,277766427255466,277766427855464,3
64,39428,64,277766427955461,277766430955424,1
64,39428,64,277766431055485,277766431655484,3
64,39428,64,277766431755488,277766433755497,1
64,39428,64,277766433855494,277766434455458,3
64,39428,64,277766434555517,277766435955473,1
64,39428,64,277766436055525,277766436655523,3
64,39428,64,277766436755526,277766438755481,1
64,39428,64,277766438855478,277766439355536,3
64,39428,64,277766439455541,277766441255496,1
64,39428,64,277766441355554,277766441955557,3
64,39428,64,277766442055501,277766443755565,1
64,39428,64,277766443855565,277766444455563,3
64,39428,64,277766444555508,277766445655571,1
64,39428,64,277766445755574,277766446355523,3
64,39428,64,277766446455522,277766447355576,1
64,39428,64,277766447455581,277766447955584,3
64,39428,64,277766448055584,277766448955589,1
64,39428,64,277766449055591,277766449655544,3
64,39428,64,277766449755611,277766450555596,1
64,39428,64,277766450655546,277766451255539,3
64,39428,64,277766451355595,277766452055585,1
64,39428,64,277766452155535,277766452656527,3
64,39428,64,277766452756528,277766453456527,1
64,39428,64,277766453556533,277766454156538,3
64,39428,64,277766454256533,277766454956536,1
64,39428,64,277766455056540,277766455656544,3
64,39428,64,277766455756549,277766463956575,1
64,39428,64,277766464056601,277766464656582,3
64,39428,64,277766464756582,277766466156588,1
40,29859,40,278039004532684,278039005632605,1
42,30631,42,277776003980264,277776003980264,1
44,31644,44,276276836163611,276276836163611,1
44,31708,44,277222685449696,277222685449696,1
45,959054,45,277685850626064,277686181431650,1
60,37597,60,276574537567756,276574537867745,3
60,37597,60,276574537967758,276574631068625,1
60,37597,60,276574631168539,276574631268626,3
60,37597,60,276574631368631,276574763169356,1
60,37597,60,276574763269353,276574763369363,3
60,37597,60,276574763469364,276575030972982,1
60,37597,60,276575031072983,276575031372974,3
60,37597,60,276575031472974,276575060372954,1
60,37597,60,276575060472893,276575060672893,3
60,37597,60,276575060772894,276575102773785,1
60,37597,60,276575102873776,276575103473775,0
60,37597,60,276575103573784,276575104773885,1
60,37597,60,276575104873787,276575105373780,3
60,37597,60,276575105473779,276575106873778,1
60,37597,60,276575106973780,276575107573777,3
60,37597,60,276575107673803,276575108173775,1
60,37597,60,276575108273775,276575115373869,3
60,37597,60,276575115473886,276575117173773,1
60,37597,60,276575117273768,276575117773760,3
60,37597,60,276575117873835,276575119073860,1
60,37597,60,276575119173762,276575119773842,3
60,37597,60,276575119873866,276575120773839,1
60,37597,60,276575120873862,276575121473908,3
60,37597,60,276575121573857,276575122373846,1
60,37597,60,276575122473904,276575122973853,3
60,37597,60,276575123073857,276575123773846,1
60,37597,60,276575123873860,276575124473809,3
60,37597,60,276575124573751,276575128273748,1
60,37597,60,276575128374922,276575128973893,3
60,37597,60,276575129073841,276575133973843,1
60,37597,60,276575134073746,276575134573730,3
60,37597,60,276575134673733,276575137273825,1
60,37597,60,276575137373736,276575137973777,3
60,37597,60,276575138073801,276575141673737,1
60,37597,60,276575141773736,276575142273735,3
60,37597,60,276575142373735,276575147973875,1
60,37597,60,276575148073779,276575148573772,3
60,37597,60,276575148673771,276575154373716,1
60,37597,60,276575154473713,276575154973720,3
60,37597,60,276575155073716,276575163273704,1
60,37597,60,276575163373711,276575163873706,3
60,37597,60,276575163973706,276575170973705,1
60,37597,60,276575171073699,276575171673704,3
60,37597,60,276575171773698,276575178073786,1
60,37597,60,276575178173698,276575178773699,3
60,37597,60,276575178873689,276575180474684,1
60,37597,60,276575180578693,276575181274680,3
60,37597,60,276575181374685,276575184274652,1
60,37597,60,276575184374652,276575184974649,3
60,37597,60,276575185074647,276575200574751,1
60,37597,60,276575200674744,276575201274642,3
60,37597,60,276575201374789,276575208074731,1
60,37597,60,276575208174751,276575208774734,3
60,37597,60,276575208874734,276575218774613,1
60,37597,60,276575218874707,276575219474637,3
60,37597,60,276575219574707,276575236974585,1
60,37597,60,276575237074602,276575237574584,3
60,37597,60,276575237674587,276575244174572,1
60,37597,60,276575244274612,276575244774570,3
60,37597,60,276575244874573,276575248474672,1
60,37597,60,276575248574711,276575249174577,3
60,37597,60,276575249274571,276575255474553,1
60,37597,60,276575255574552,276575256174549,3
60,37597,60,276575256274591,276575268575554,1
60,37597,60,276575268675551,276575269175553,3
60,37597,60,276575269278556,276575274875550,1
60,37597,60,276575274975555,276575275575549,3
60,37597,60,276575275675547,276575278875541,1
60,37597,60,276575278975541,276575279575541,3
60,37597,60,276575279675541,276575280875542,1
60,37597,60,276575280975546,276575281575535,3
60,37597,60,276575281675546,276575284075535,1
60,37597,60,276575284175532,276575284775569,3
60,37597,60,276575284875535,276575286875529,1
60,37597,60,276575286975563,276575287575626,3
60,37597,60,276575287675568,276575289675526,1
60,37597,60,276575289775621,276575290375561,3
60,37597,60,276575290475522,276575293375572,1
60,37597,60,276575293475518,276575294075517,3
60,37597,60,276575294175529,276575297775622,1
60,37597,60,276575297875591,276575298475510,3
60,37597,60,276575298575607,276575304075503,1
60,37597,60,276575304175501,276575304675502,3
60,37597,60,276575304775501,276575309175455,1
60,37597,60,276575309275503,276575309875549,3
60,37597,60,276575309975554,276575313775549,1
60,37597,60,276575313875545,276575314377623,3
60,37597,60,276575314475542,276575315975537,1
60,37597,60,276575316075551,276575316675549,3
60,37597,60,276575316775546,276575317775526,1
60,37597,60,276575317875547,276575318475545,3
60,37597,60,276575318575537,276575319475446,1
60,37597,60,276575319575436,276575320175487,3
60,37597,60,276575320275444,276575320975435,1
60,37597,60,276575321075432,276575321675465,3
81,45894,81,278335268945065,278335269046065,0
81,45894,81,278335269147072,278335295541003,1
81,45894,81,278335295641991,278335295741999,0
81,45894,81,278335295843048,278335304304141,1
81,45894,81,278335304402088,278335304608909,0
81,45894,81,278335304706015,278335315780083,1
81,45894,81,278335315880094,278335316082076,0
40,29921,40,278687979209116,278687980209170,1
41,30325,41,278105826756810,278105826756810,1
43,31229,43,277754231368450,277754231368450,1
44,31697,44,277039869249274,277039869249274,1
45,959056,45,277692433883951,277692494080991,1
46,32539,46,276288726446818,276288726446818,1
46,32670,46,278713207541308,278713207541308,1
47,32936,47,276215961590670,276216072890717,1
61,38182,61,277818474167711,277818474867713,0
62,38714,62,277782106141042,277782106741032,3
62,38714,62,277782106841059,277782124943006,1
62,38714,62,277782125041068,277782125541071,0
62,38714,62,277782125641069,277782125641069,3
62,38714,62,277782125741086,277782131041084,1
62,38714,62,277782131141031,277782131741009,3
62,38714,62,277782131841035,277782139241027,1
62,38714,62,277782139341057,277782139941030,3
62,38714,62,277782140041026,277782142141028,1
62,38714,62,277782142241035,277782142841060,3
62,38714,62,277782142941097,277782147641041,1
62,38714,62,277782147743071,277782148341091,3
62,38714,62,277782148441117,277782163841165,1
62,38714,62,277782163941078,277782164541086,3
62,38714,62,277782164641140,277782170741089,1
62,38714,62,277782170841185,277782171337602,3
62,38714,62,277782171441103,277782175041169,1
62,38714,62,277782175141105,277782175741160,3
62,38714,62,277782175841194,277782179441116,1
62,38714,62,277782179541112,277782180141170,3
62,38714,62,277782180241121,277782184441190,1
62,38714,62,277782184541183,277782185141130,3
62,38714,62,277782185244245,277782189641204,1
62,38714,62,277782189741196,277782190241144,3
62,38714,62,277782190343067,277782193343071,1
62,38714,62,277782193441160,277782194041217,3
62,38714,62,277782194141207,277782196741159,1
62,38714,62,277782196843077,277782197441162,3
62,38714,62,277782197541226,277782200641217,1
62,38714,62,277782200741225,277782201343087,3
62,38714,62,277782201441166,277782207741242,1
62,38714,62,277782207843120,277782208441258,3
62,38714,62,277782208541186,277782215741125,1
62,38714,62,277782215843059,277782216441134,3
62,38714,62,277782216541188,277782219941196,1
62,38714,62,277782220041131,277782220541190,3
62,38714,62,277782220641196,277782224141146,1
62,38714,62,277782224241196,277782224841162,3
62,38714,62,277782224941201,277782228241153,1
62,38714,62,277782228343083,277782228841248,3
62,38714,62,277782228941216,277782232741155,1
62,38714,62,277782232841246,277782233343088,3
62,38714,62,277782233441163,277782246241194,1
62,38714,62,277782246343126,277782246941198,3
62,38714,62,277782247041259,277782249241203,1
62,38714,62,277782249341284,277782249941205,3
62,38714,62,277782250041200,277782255142212,1
62,38714,62,277782255242219,277782255842231,3
62,38714,62,277782255944222,277782263342251,1
62,38714,62,277782263442240,277782264042251,3
62,38714,62,277782264142235,277782269142262,1
62,38714,62,277782269242262,277782269742249,3
62,38714,62,277782269842270,277782273842281,1
62,38714,62,277782273942264,277782274442340,3
62,38714,62,277782274542259,277782277242268,1
62,38714,62,277782277342286,277782277942272,3
62,38714,62,277782278042280,277782283942293,1
62,38714,62,277782284042361,277782284542284,3
62,38714,62,277782284642291,277782289342280,1
62,38714,62,277782289442208,277782290042210,3
62,38714,62,277782290142218,277782295042220,1
62,38714,62,277782295142289,277782295742280,3
62,38714,62,277782295842322,277782303242252,1
62,38714,62,277782303342324,277782303942242,3
62,38714,62,277782304042310,277782305542323,1
62,38714,62,277782305642263,277782306242258,3
62,38714,62,277782306342404,277782307942268,1
62,38714,62,277782308042312,277782308646166,3
62,38714,62,277782308742357,277782310342344,1
62,38714,62,277782310442406,277782311042340,3
62,38714,62,277782311142335,277782313342285,1
62,38714,62,277782313442335,277782314042268,3
62,38714,62,277782314142332,277782316542338,1
62,38714,62,277782316642352,277782317242278,3
62,38714,62,277782317342303,277782319642351,1
62,38714,62,277782319742340,277782320342307,3
62,38714,62,277782320442353,277782323442401,1
62,38714,62,277782323542317,277782324142307,3
62,38714,62,277782324242358,277782329142385,1
62,38714,62,277782329242323,277782329742392,3
62,38714,62,277782329842405,277782331442335,1
62,38714,62,277782331542332,277782332142388,3
62,38714,62,277782332242331,277782334142417,1
62,38714,62,277782334242346,277782334742410,3
62,38714,62,277782334842421,277782337642418,1
62,38714,62,277782337742491,277782338344278,3
62,38714,62,277782338442361,277782343242376,1
62,38714,62,277782343342449,277782344042441,3
62,38714,62,277782344142381,277782348042441,1
62,38714,62,277782348142446,277782348742386,3
62,38714,62,277782348842461,277782352342467,1
62,38714,62,277782352442396,277782353042387,3
62,38714,62,277782353142438,277782355942464,1
62,38714,62,277782356042455,277782356542406,3
62,38714,62,277782356642456,277782359142460,1
62,38714,62,277782359242491,277782359842431,3
62,38714,62,277782359942463,277782364242398,1
62,38714,62,277782364342473,277782364942406,3
40,29694,40,276562829452170,276562829452170,1
40,29755,40,277160225857072,277160225857072,1
42,30582,42,277239565457047,277239565457047,1
43,31276,43,278364426945962,278364426945962,1
43,31305,43,278542380912359,278542380912359,1
43,31308,43,278554981629141,278554981629141,1
44,31662,44,276519573509853,276519573509853,1
45,32317,45,277584085568576,277584128569351,1
46,32665,46,278633815394620,278634270600151,1
60,37643,60,277269916779467,277269917380473,3
60,37643,60,277269917480463,277269921380481,1
60,37643,60,277269921480449,277269922080453,3
60,37643,60,277269922180350,277269927980427,1
60,37643,60,277269928080438,277269928580423,3
60,37643,60,277269928680424,277269933380448,1
60,37643,60,277269933480422,277269934080422,3
60,37643,60,277269934187731,277269944480382,1
60,37643,60,277269944580394,277269945180374,3
60,37643,60,277269945280377,277269949880388,1
60,37643,60,277269949980357,277269950580356,3
60,37643,60,277269950680358,277269956484750,1
60,37643,60,277269956580325,277269957180341,3
