OBJECTID,SUBJ_STATE,FEATURE,SHAPE_Length,SHAPE_Area
82,WASHINGTON,2,0.00913682631846981,2.09921816297004e-06
83,WASHINGTON,2,0.0120007468729683,8.23272150861662e-06
84,WASHINGTON,2,0.000652412666554363,2.55852165974174e-08
85,WASHINGTON,2,0.00203376328920508,1.83072161431905e-07
86,WASHINGTON,2,0.00133933321593111,1.31265203750611e-07
87,WASHINGTON,2,0.00512789563531016,1.55501587140006e-06
88,WASHINGTON,2,0.00135469472597155,1.09691302407491e-07
89,WASHINGTON,2,0.00138502253827164,7.29443768630791e-08
90,WASHINGTON,2,0.00162656005072985,1.38366208982532e-07
91,WASHINGTON,2,0.00384543115479756,6.68694983136698e-07
92,WASHINGTON,2,0.00505719069168427,1.20278439474339e-06
93,WASHINGTON,2,0.00907945239777766,3.730642174976e-06
94,WASHINGTON,2,0.00056050750773468,2.28740738636441e-08
95,WASHINGTON,2,0.00192358834850776,1.51757777397398e-07
96,WASHINGTON,2,0.000962994569085383,4.09899289457915e-08
97,WASHINGTON,2,0.00131821259401511,8.06452522069975e-08
98,WASHINGTON,2,0.000335654714456696,6.66586761251591e-09
99,WASHINGTON,2,0.111137410824065,0.000501936028459442
100,WASHINGTON,2,0.000810866256717745,3.87151969421644e-08
101,WASHINGTON,2,0.000926081191825096,6.14918017640037e-08
102,WASHINGTON,2,0.00375713485483159,1.01309885163815e-06
103,WASHINGTON,2,0.00488054913747187,1.366006923157e-06
104,WASHINGTON,2,0.0022029150101018,2.24439827326222e-07
105,WASHINGTON,2,1.33902678977441,0.0175063564484285
106,WASHINGTON,2,0.00331180186417006,5.94188526669345e-07
107,WASHINGTON,2,0.00273146325858098,4.96832575442253e-07
108,WASHINGTON,2,0.201044294642233,0.00048311241545786
109,WASHINGTON,2,0.0581320835812686,9.52513625946768e-05
110,WASHINGTON,2,0.00306950043333349,5.42617243534991e-07
111,WASHINGTON,2,0.0242930589271376,1.76856504593981e-05
112,WASHINGTON,2,0.050729853181391,0.000106991926147628
113,WASHINGTON,2,0.0019081642845886,2.37940485132128e-07
114,WASHINGTON,2,0.00200209841498774,2.44321396297781e-07
115,WASHINGTON,2,0.00540489127056591,1.78588000919061e-06
116,WASHINGTON,2,0.0047691709913109,1.23880760876461e-06
117,WASHINGTON,2,0.00124808288696463,7.68544803742297e-08
118,WASHINGTON,2,0.00433430525087858,1.04403038876022e-06
119,WASHINGTON,2,0.0153011085123047,1.03962216812696e-05
120,WASHINGTON,2,0.312667247363575,0.00264313342307348
121,WASHINGTON,2,0.00228861309540349,2.93660892149029e-07
122,WASHINGTON,2,0.00123585362204124,8.85195221538771e-08
123,WASHINGTON,2,0.0142173333829536,9.21347440293688e-06
124,WASHINGTON,2,0.00596998011909116,2.39291528168407e-06
125,WASHINGTON,2,0.00558425447820659,1.54493891093537e-06
126,WASHINGTON,2,0.0013530418356548,8.90999250907511e-08
127,WASHINGTON,2,0.000519894483297517,1.55863984568103e-08
128,WASHINGTON,2,0.057183636897776,0.000115428629256063
129,WASHINGTON,2,0.00123607247853436,1.07960301288889e-07
130,WASHINGTON,2,0.054135332030121,0.00010616296912252
131,WASHINGTON,2,0.00355913990998721,5.95138652091252e-07
132,WASHINGTON,2,0.0202107000121426,1.46801254762603e-05
133,WASHINGTON,2,0.000762353898703772,4.18095194269853e-08
134,WASHINGTON,2,0.00570049364610333,2.14963230903184e-06
135,WASHINGTON,2,0.00251412895741544,3.93834726385315e-07
136,WASHINGTON,2,0.0019837672965726,1.91738551069153e-07
137,WASHINGTON,2,0.00626738413446795,1.59191599695939e-06
138,WASHINGTON,2,0.471770916118326,0.00240842861741176
139,WASHINGTON,2,0.000801921150898368,4.37544977087548e-08
140,WASHINGTON,2,0.00102398682450038,4.61638076550065e-08
141,WASHINGTON,2,0.00120478044458043,1.0551654854142e-07
142,WASHINGTON,2,0.0127637004213864,5.78069353475691e-06
143,WASHINGTON,2,0.00147077037467065,1.20448490670716e-07
144,WASHINGTON,2,0.00757823960557442,3.14217847807116e-06
145,WASHINGTON,2,0.00230081516528962,3.02735064611333e-07
146,WASHINGTON,2,0.00615036768326986,1.7899338287494e-06
147,WASHINGTON,2,0.00188181028351474,1.81227283865312e-07
148,WASHINGTON,2,0.000543937113145993,1.92227380964014e-08
149,WASHINGTON,2,0.0025721004460623,3.57941314787003e-07
150,WASHINGTON,2,0.0145895485911737,7.05556059092716e-06
151,WASHINGTON,2,0.000805564584660786,4.09048757916699e-08
152,WASHINGTON,2,0.00098802828771065,6.1817095487793e-08
153,WASHINGTON,2,0.000973982192929995,5.8795160961276e-08
154,WASHINGTON,2,0.00276306965052245,4.80277456891856e-07
155,WASHINGTON,2,0.0024004123444973,3.81220701266865e-07
156,WASHINGTON,2,0.265422078828579,0.00258161383870962
157,WASHINGTON,2,0.000948561914695559,5.02815649840261e-08
158,WASHINGTON,2,0.221643141036128,0.00211293097731308
159,WASHINGTON,2,0.00174177734153708,2.23825697648279e-07
160,WASHINGTON,2,0.00109008943487281,8.65701068185658e-08
161,WASHINGTON,2,0.0010148298861913,6.86130624488778e-08
162,WASHINGTON,2,0.00454917173986821,1.16093901233431e-06
163,WASHINGTON,2,0.00289424327701716,4.87804730468958e-07
164,WASHINGTON,2,0.00109725136386337,9.16418569977391e-08
165,WASHINGTON,2,0.0129447343478399,9.85472739567068e-06
166,WASHINGTON,2,0.000836779277303846,4.5494141044414e-08
167,WASHINGTON,2,0.00289699162932168,4.98374271073312e-07
168,WASHINGTON,2,0.00186830280690567,2.48813708424145e-07
169,WASHINGTON,2,0.000766852551782546,3.77488828813713e-08
170,WASHINGTON,2,0.00194096634668836,2.1891568113696e-07
171,WASHINGTON,2,0.00205392158697127,2.55872663307119e-07
172,WASHINGTON,2,1.1826972918236,0.00929131504454427
173,WASHINGTON,2,0.00249894668488519,4.13530631365845e-07
174,WASHINGTON,2,0.014354788339242,9.29064910845542e-06
175,WASHINGTON,2,0.0118433985077855,5.54410179083862e-06
176,WASHINGTON,2,0.0024533231878862,3.60503654625018e-07
177,WASHINGTON,2,0.00180794820161815,2.37067916332094e-07
178,WASHINGTON,2,0.0212097284250893,2.28482021342582e-05
179,WASHINGTON,2,0.00104004738712823,4.98653676629096e-08
180,WASHINGTON,2,0.00064793985295224,2.97610142389172e-08
181,WASHINGTON,2,0.000712291307953828,3.42248816633764e-08
182,WASHINGTON,2,0.000459448935602289,1.44568902504764e-08
183,WASHINGTON,2,0.00510792372057228,1.58082675915069e-06
184,WASHINGTON,2,0.0272918746944182,3.41151949358486e-05
185,WASHINGTON,2,0.00863076588021263,4.88460663850489e-06
186,WASHINGTON,2,0.000881194293485297,5.02485809261621e-08
187,WASHINGTON,2,0.0295093353638448,2.97521534434482e-05
188,WASHINGTON,2,0.00170127564770004,1.83456141763735e-07
189,WASHINGTON,2,0.0103251654794408,6.00983740043512e-06
190,WASHINGTON,2,0.0163164495913042,1.02337613003588e-05
191,WASHINGTON,2,0.0062198237944695,1.56601998858181e-06
192,WASHINGTON,2,0.00755302009108175,3.63666819629904e-06
193,WASHINGTON,2,0.0188620268274958,1.68972597796895e-05
194,WASHINGTON,2,0.00511701326983911,1.85130068727434e-06
195,WASHINGTON,2,0.00096000554535667,6.71772088396407e-08
196,WASHINGTON,2,0.00151823899864929,1.62254928370997e-07
197,WASHINGTON,2,0.000927573720737028,6.15038491862337e-08
198,WASHINGTON,2,0.000955461415770755,6.10483346152724e-08
199,WASHINGTON,2,0.00974962699317979,2.6722271307027e-06
200,WASHINGTON,2,0.0279467289070796,5.39100923084379e-05
201,WASHINGTON,2,0.00160213854464265,1.38436267279032e-07
202,WASHINGTON,2,0.217579271698368,0.00108679914807989
203,WASHINGTON,2,1.17130580836292,0.0131345011265114
204,WASHINGTON,2,0.00105520387130878,7.56650177952364e-08
205,WASHINGTON,2,0.000674143701522863,2.2552165402412e-08
206,WASHINGTON,2,0.000823143697542213,4.99214866805254e-08
207,WASHINGTON,2,0.00133241342805518,9.31409574621167e-08
208,WASHINGTON,2,0.00138685214759428,1.1748003494195e-07
209,WASHINGTON,2,0.00130687500945978,1.00138280020588e-07
210,WASHINGTON,2,0.0441349799018882,5.72612380410346e-05
211,WASHINGTON,2,0.00109600311690387,4.98750668125969e-08
212,WASHINGTON,2,0.013028801592293,5.85859066771392e-06
213,WASHINGTON,2,0.0140904221826371,1.40837680759705e-05
214,WASHINGTON,2,0.00137520052166254,1.06200646887885e-07
215,WASHINGTON,2,0.00106416397382773,6.1811303778106e-08
216,WASHINGTON,2,0.00140067737510955,1.14782421366851e-07
217,WASHINGTON,2,0.0379096291856316,8.44775210696681e-05
218,WASHINGTON,2,0.00272297181853326,5.26853192575384e-07
219,WASHINGTON,2,0.074506322200681,0.000231423978274412
220,WASHINGTON,2,0.000842090512525762,4.90791549625393e-08
221,WASHINGTON,2,0.00110681563638428,7.75861542222391e-08
222,WASHINGTON,2,0.00261358412606739,3.91779963853536e-07
223,WASHINGTON,2,0.00351282938459653,5.94377757716687e-07
224,WASHINGTON,2,0.00325944917336322,6.63556187389059e-07
225,WASHINGTON,2,0.00134121020283491,1.16429041281032e-07
226,WASHINGTON,2,0.00097089989521953,6.87322441233711e-08
227,WASHINGTON,2,0.0107213303484568,7.96238261799773e-06
228,WASHINGTON,2,0.00211126605153612,2.89155318524991e-07
229,WASHINGTON,2,0.00145330663661042,1.33419516791196e-07
230,WASHINGTON,2,0.0020790922310746,2.2970619038738e-07
231,WASHINGTON,2,0.00304879682877491,5.5383406300872e-07
232,WASHINGTON,2,0.000931751150047392,6.0711905784643e-08
233,WASHINGTON,2,0.00317081681794062,5.58064147741677e-07
234,WASHINGTON,2,0.00116594038633157,1.01664754868784e-07
235,WASHINGTON,2,0.0135532892172765,4.50178843407243e-06
236,WASHINGTON,2,0.00264455649929288,4.79033577191484e-07
237,WASHINGTON,2,0.000919173185501531,4.16015681641457e-08
238,WASHINGTON,2,0.0019357449226606,2.70460793420251e-07
239,WASHINGTON,2,0.00865298666039573,3.37034760568776e-06
240,WASHINGTON,2,0.00285114577788237,2.9182351098379e-07
241,WASHINGTON,2,0.000505710604022911,1.69983480863756e-08
242,WASHINGTON,2,0.000404279710915956,1.12291135380866e-08
243,WASHINGTON,2,0.00102307618586623,7.81301349522727e-08
244,WASHINGTON,2,0.000982570560189729,7.08996205283405e-08
245,WASHINGTON,2,0.0566558296420217,0.000138972175423661
246,WASHINGTON,2,0.000756789285712577,3.39293729570221e-08
247,WASHINGTON,2,0.00680296283165914,1.34235740410988e-06
248,WASHINGTON,2,0.000623049564190762,2.53997224295823e-08
249,WASHINGTON,2,0.000444069889856175,1.38781937501086e-08
250,WASHINGTON,2,0.00108851117156271,8.4197967771339e-08
251,WASHINGTON,2,0.00830783460264862,2.96083498197595e-06
252,WASHINGTON,2,0.0396426168646605,6.26119931020506e-06
253,WASHINGTON,2,0.00167904750999821,1.82626144152112e-07
254,WASHINGTON,2,0.00111858324216496,7.58254074320751e-08
255,WASHINGTON,2,0.0043340010428093,1.11978551165315e-06
256,WASHINGTON,2,0.0172155348026692,8.46902981359039e-06
257,WASHINGTON,2,0.00117202160119592,6.65747806153077e-08
258,WASHINGTON,2,0.000495925762039717,1.59427847262993e-08
259,WASHINGTON,2,0.00246019780884232,2.86096229530121e-07
260,WASHINGTON,2,0.00135862156492209,1.05401747418493e-07
261,WASHINGTON,2,0.00128616655752365,1.06585028345438e-07
262,WASHINGTON,2,0.00130214099953064,8.26858164089264e-08
263,WASHINGTON,2,0.00667695879126802,1.32963600227334e-06
264,WASHINGTON,2,0.00449120931594844,1.41956579085249e-06
265,WASHINGTON,2,0.000412415610057139,9.80560343013703e-09
266,WASHINGTON,2,0.000493978082341871,1.24057275741153e-08
267,WASHINGTON,2,0.000377794800792727,9.02359265403597e-09
268,WASHINGTON,2,0.000580779082564314,2.41889726395859e-08
269,WASHINGTON,2,0.00102217784717285,6.72842525994812e-08
270,WASHINGTON,2,0.00246433772425762,4.50793296427618e-07
271,WASHINGTON,2,0.000683221181456773,2.69445768848791e-08
272,WASHINGTON,2,0.00282152163362572,3.62459841648073e-07
273,WASHINGTON,2,0.000567354062534548,2.37348524190403e-08
274,WASHINGTON,2,0.00225092993786639,2.77525159838992e-07
275,WASHINGTON,2,0.00168964741696801,2.11323327215216e-07
276,WASHINGTON,2,0.000668573009136469,2.53439802198722e-08
277,WASHINGTON,2,0.00129257228830173,7.72459736356497e-08
278,WASHINGTON,2,0.00064074533442683,2.86367335164334e-08
279,WASHINGTON,2,0.000887988303364449,5.81872143653302e-08
280,WASHINGTON,2,0.000758095182533264,3.75211306733082e-08
281,WASHINGTON,2,0.000834856873507682,4.69810029630753e-08
282,WASHINGTON,2,0.00127105136696327,1.03247855666986e-07
283,WASHINGTON,2,0.00283592320931387,5.02917008460955e-07
284,WASHINGTON,2,0.000820872441452052,4.16048538332601e-08
285,WASHINGTON,2,0.00262603772782702,2.82640334085506e-07
286,WASHINGTON,2,0.000808218257966571,3.40393539095495e-08
287,WASHINGTON,2,0.00118827462573441,8.53906730645689e-08
288,WASHINGTON,2,0.00138005284653557,1.13306235195713e-07
289,WASHINGTON,2,0.00058754561586743,2.38717139195715e-08
290,WASHINGTON,2,0.0253296190549478,1.76908232404541e-05
291,WASHINGTON,2,0.000517940846896131,1.50623957208023e-08
292,WASHINGTON,2,0.000526631458016025,1.59570306397607e-08
293,WASHINGTON,2,0.000291652933561963,5.6617981631454e-09
294,WASHINGTON,2,0.0279719680212683,2.83988555719047e-05
295,WASHINGTON,2,0.00840148945171325,3.84782047779286e-06
296,WASHINGTON,2,0.000442642828394658,1.37913399575508e-08
297,WASHINGTON,2,0.000619756062625679,2.5424865067609e-08
298,WASHINGTON,2,0.00106472173820685,8.33855254646383e-08
299,WASHINGTON,2,0.000585303701877303,2.56702537298418e-08
300,WASHINGTON,2,0.000824950472509261,4.02011165920674e-08
301,WASHINGTON,2,0.000824617025806276,4.45870908841524e-08
302,WASHINGTON,2,0.00302977916639828,4.33574577260894e-07
303,WASHINGTON,2,0.00105276763474148,7.11047732808232e-08
304,WASHINGTON,2,0.00394227302149967,5.61321608044056e-07
305,WASHINGTON,2,0.00249337132150989,2.88911209870908e-07
306,WASHINGTON,2,0.00289244663539984,3.77519986891805e-07
307,WASHINGTON,2,0.00284786810368663,3.59488626333173e-07
308,WASHINGTON,2,0.00552966431849837,1.24055027053803e-06
309,WASHINGTON,2,0.00117257132424057,8.46511509934864e-08
310,WASHINGTON,2,0.00763984571398665,3.30619359339706e-06
311,WASHINGTON,2,0.00117468087896993,8.31040645818582e-08
312,WASHINGTON,2,0.000825072829394579,4.59759297754463e-08
313,WASHINGTON,2,0.000953891791314082,4.33909274518597e-08
314,WASHINGTON,2,0.00134635176495792,1.17835599316527e-07
315,WASHINGTON,2,0.00133635308901584,1.03413531234946e-07
316,WASHINGTON,2,0.00622960780884827,1.44471416116857e-06
317,WASHINGTON,2,0.00374355563927764,8.66254319825736e-07
318,WASHINGTON,2,0.00671349912776787,1.75890364373969e-06
319,WASHINGTON,2,0.00128841720571106,1.07318997562177e-07
320,WASHINGTON,2,0.000776980314898223,4.27286486006092e-08
321,WASHINGTON,2,0.00912551122812336,3.94774946462946e-06
322,WASHINGTON,2,0.00168969266943381,1.76362642598935e-07
323,WASHINGTON,2,0.00142709109439516,1.13677154756463e-07
324,WASHINGTON,2,0.00420262605831355,1.14505925651473e-06
325,WASHINGTON,2,0.00121277150862161,1.11055999108609e-07
326,WASHINGTON,2,0.00345809614339622,7.20853678975225e-07
327,WASHINGTON,2,0.000399964304059566,1.07816446150673e-08
328,WASHINGTON,2,0.000634024019730335,1.82718097677963e-08
329,WASHINGTON,2,0.000973804348117812,4.79872943694085e-08
330,WASHINGTON,2,0.00101225341881978,7.09170452655948e-08
331,WASHINGTON,2,0.00370789418998832,6.39687603502852e-07
332,WASHINGTON,2,0.00200941457748671,1.62145425582918e-07
333,WASHINGTON,2,0.00203122398685649,1.9119000988397e-07
334,WASHINGTON,2,0.00184283628074921,2.34463527406602e-07
335,WASHINGTON,2,0.0131706834449255,5.46646102623326e-06
336,WASHINGTON,2,0.012999548103156,1.04476128346993e-05
337,WASHINGTON,2,2.72706538357028,0.0527584938653017
338,WASHINGTON,2,0.0104107834229352,4.61962095893354e-06
339,WASHINGTON,2,0.01247587120873,5.86661539486709e-06
340,WASHINGTON,2,0.00174134994942941,1.48048376443848e-07
341,WASHINGTON,2,0.00634510325042849,1.82919636382921e-06
342,WASHINGTON,2,0.0101651235611723,6.06214985584457e-06
343,WASHINGTON,2,0.0491558206140176,8.27245982290673e-05
344,WASHINGTON,2,0.0360705041523909,1.43071767507121e-05
345,WASHINGTON,2,0.00459273538506723,6.08077570274458e-07
346,WASHINGTON,2,0.00348791255425341,4.89581603634573e-07
347,WASHINGTON,2,0.00547084330156786,1.10945243583395e-06
348,WASHINGTON,2,0.00106153499462143,5.30752426551689e-08
349,WASHINGTON,2,0.00133564215616394,8.89417482148993e-08
350,WASHINGTON,2,0.00282324167652558,1.98766889369516e-07
351,WASHINGTON,2,0.000660105887247578,2.62522695559915e-08
352,WASHINGTON,2,0.00250669668313491,1.44590169228794e-07
353,WASHINGTON,2,0.000977061325182324,6.16058467071491e-08
354,WASHINGTON,2,0.000645944288875868,2.09902623590351e-08
355,WASHINGTON,2,0.000504103588885276,1.59978020630622e-08
356,WASHINGTON,2,0.000607895274816928,2.09542968624396e-08
357,WASHINGTON,2,0.000527819285485161,1.8290683709987e-08
358,WASHINGTON,2,0.00240747511456694,1.81541677565167e-07
359,WASHINGTON,2,0.00133412442078396,5.78092649878937e-08
360,WASHINGTON,2,0.000807057716424433,2.79339154449796e-08
361,WASHINGTON,2,0.00370951577499819,4.10215019337983e-07
362,WASHINGTON,2,0.00815909754491332,2.36068493630052e-06
363,WASHINGTON,2,0.00209615043922424,1.89963977934771e-07
364,WASHINGTON,2,0.00069746114297799,3.25291746842013e-08
365,WASHINGTON,2,0.00720491834983229,1.05674751114535e-06
366,WASHINGTON,2,0.0010877288454143,2.9105190729433e-08
367,WASHINGTON,2,0.00257351053705383,3.37012139806288e-07
368,WASHINGTON,2,0.000687899450415287,2.93132632742848e-08
369,WASHINGTON,2,0.000744104974896119,2.80778529457518e-08
370,WASHINGTON,2,0.000994452781147576,4.39927280947514e-08
371,WASHINGTON,2,0.00117657141232547,5.20829031827542e-08
372,WASHINGTON,2,0.000683806981989453,2.69810867728162e-08
373,WASHINGTON,2,0.00125019687904587,8.42773193743794e-08
374,WASHINGTON,2,0.000694135547980605,3.14292344509684e-08
375,WASHINGTON,2,0.000938798285407894,4.71462687536436e-08
376,WASHINGTON,2,0.000746223715045314,2.99631944305856e-08
377,WASHINGTON,2,0.000882517581021132,5.43461099724893e-08
378,WASHINGTON,2,0.00157966858391918,9.67877320469003e-08
379,WASHINGTON,2,0.001929847312061,1.98696627443994e-07
380,WASHINGTON,2,0.00102853247504411,5.53876960411019e-08
381,WASHINGTON,2,0.00123009883094623,8.39325292256694e-08
382,WASHINGTON,2,0.0057873940602172,1.83757991449104e-06
383,WASHINGTON,2,0.00182706177174925,1.60084464644717e-07
384,WASHINGTON,2,0.00112676318395006,7.45185273139108e-08
385,WASHINGTON,2,0.00366576558738354,4.01883191054787e-07
386,WASHINGTON,2,0.00143722723780889,1.33058741862674e-07
387,WASHINGTON,2,0.001782061812407,1.77520388084695e-07
388,WASHINGTON,2,0.000667287855915211,3.15201743874942e-08
389,WASHINGTON,2,0.0019134691074119,1.98469588990244e-07
390,WASHINGTON,2,0.00105359125769434,5.97346302447657e-08
391,WASHINGTON,2,0.000908865792097121,4.79425252364703e-08
392,WASHINGTON,2,0.000918258711104322,5.39104073734001e-08
393,WASHINGTON,2,0.000752657568458942,4.15159701983397e-08
394,WASHINGTON,2,0.000788420871216422,4.41760365811029e-08
395,WASHINGTON,2,0.000968578182182484,5.9929032975593e-08
396,WASHINGTON,2,0.000802423671862876,4.14598297060501e-08
397,WASHINGTON,2,0.0017174801423657,1.84046184110053e-07
398,WASHINGTON,2,0.00113456623531697,8.83930104866948e-08
399,WASHINGTON,2,0.000959850652994791,5.08175449875893e-08
400,WASHINGTON,2,0.00251872642715535,2.85391247296717e-07
401,WASHINGTON,2,0.00150087672032291,8.44819692936009e-08
402,WASHINGTON,2,0.00140291656815329,9.13955235844178e-08
403,WASHINGTON,2,0.000959137375627235,6.69393685306191e-08
404,WASHINGTON,2,0.0143147837777041,8.86635095291593e-06
405,WASHINGTON,2,0.00254439027807378,4.59073266041795e-07
406,WASHINGTON,2,0.00242144408431933,2.9977729489401e-07
407,WASHINGTON,2,0.00197225046221412,1.59543695242409e-07
408,WASHINGTON,2,0.0178147558369419,5.65165803827523e-06
409,WASHINGTON,2,0.00206615267814249,2.42329694574427e-07
410,WASHINGTON,2,0.00142640653509738,1.27547816829708e-07
411,WASHINGTON,2,0.00209173260341678,1.66290936883385e-07
412,WASHINGTON,2,0.0137057675941544,3.4719907671541e-06
413,WASHINGTON,2,0.00059890589098574,2.37670195607656e-08
414,WASHINGTON,2,0.00134667164053067,6.6496553370398e-08
415,WASHINGTON,2,0.0119736346762297,1.69960457533518e-06
416,WASHINGTON,2,0.0181119663977338,6.9046325350543e-06
417,WASHINGTON,2,0.00333764818990932,5.33942109820516e-07
418,WASHINGTON,2,0.0346216261192552,5.75540787835122e-05
419,WASHINGTON,2,0.0048931810111318,4.16381250268736e-07
420,WASHINGTON,2,0.0147897200062679,6.81924667451128e-06
421,WASHINGTON,2,0.00177251838891242,1.39538439464481e-07
422,WASHINGTON,2,0.0318845198053724,3.44054095963125e-05
423,WASHINGTON,2,0.00295933353508829,4.43664467490731e-07
424,WASHINGTON,2,0.00709489395457083,1.96381724665135e-06
425,WASHINGTON,2,0.00582639583014045,1.81350388424781e-06
426,WASHINGTON,2,0.0083786269539651,6.45380502176824e-07
427,WASHINGTON,2,0.0213078504221537,2.19076668435892e-05
428,WASHINGTON,2,0.00241180185826122,2.00420257679104e-07
429,WASHINGTON,2,0.00288097717498679,4.78683310984208e-07
430,WASHINGTON,2,0.00275563132802378,4.24288200217752e-07
431,WASHINGTON,2,0.000774416372137614,3.79221699860806e-08
432,WASHINGTON,2,0.00144155053971364,1.02719819663329e-07
433,WASHINGTON,2,0.00303094918803371,4.37707045689855e-07
434,WASHINGTON,2,0.900089139247759,0.012275791389192
435,WASHINGTON,2,0.000974964903492324,4.96018936359662e-08
436,WASHINGTON,2,0.00542235546007859,1.24151436738415e-06
437,WASHINGTON,2,0.00156290651412598,1.5273576380467e-07
438,WASHINGTON,2,0.00118878681550761,8.53691105228726e-08
