yearvalue(long),statevalue,hai,operativeprocedure,facilityidone(long),facilitynameone,county,procedurecount(long),infectioncount(long),predictedinfectioncount(double precision),sir(double precision),comparison,sircininefivelowerlimit(double precision),sircininefiveupperlimit(double precision),notes
2014,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Abdominal aortic aneurysm repair,50000014.0,Community Memorial Hospital - San Buenaventura,Ventura,22,0,0.308,0.0,No Difference,0.0,1.91,"Hospitals reported combined data, see Data Dictionary"
2014,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Abdominal aortic aneurysm repair,70000137.0,Community Regional Medical Center,Fresno,3,0,0.05,0.0,No Difference,0.0,1.91,"Hospitals reported combined data, see Data Dictionary"
2014,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Abdominal aortcic aneurysm repair,930000008.0,Desert Regional Medical Center,Riverside,40,0,0.625,0.0,No Difference,0.0,1.91,"Hospitals reported combined data, see Data Dictionary"
2014,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Abdominal aortic aneurysm repair,30000122.0,Doctors Medical Center,Stanislaus,13,0,0.2,0.0,No Difference,0.0,1.91,"Hospitals reported combined data, see Data Dictionary"
2014,Califonia,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Abdominal aortic aneurysm repair,930000005.0,Dominican Hospital,Santa Cruz,2,0,0.052,0.0,No Difference,0.0,1.91,"Hospitals reported combined data, see Data Dictionary"
2014,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Abdominal aortic aneurysm repair,140000014.0,East Los Angeles Doctors Hospital,Los Angeles,1,0,0.008,0.0,No Difference,0.0,1.91,"Hospitals reported combined data, see Data Dictionary"
2014,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Abdominal aortic aneurysm repair,70001351.0,El Camino Hospital,Santa Clara,5,0,0.063,0.0,No Difference,0.0,1.91,"Hospitals reported combined data, see Data Dictionary"
2014,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Abdominal aortic aneurysm repair,930000005.0,Enloe Medical Center - Esplanade,Butte,8,0,0.09,0.0,No Difference,0.0,1.91,"Hospitals reported combined data, see Data Dictionary"
2014,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Abdominal aortic aneurysm repair,60000011.0,Fountain Valley Regional Hospital & Medical Center,Orange,14,0,0.164,0.0,No Difference,0.0,1.91,"Hospitals reported combined data, see Data Dictionary"
2014,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Abdominal aortic aneurysm repair,50000016.0,French Hospital Medical Center,San Luis Obispo,2,0,0.028,0.0,No Differenec,0.0,1.91,"Hospitals reported combined data, see Data Dictionary"
2014,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Abdominal aortic aneurysm repair,930000004.0,Garfield Medical Center,Los Angeles,1,0,0.012,0.0,No Difference,0.0,1.91,"Hospitals reported combined data, see Data Dictionary"
2014,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Abdominal aortic aneurysm repair,70000153.0,"Good Samaritan Hospital, San Jose",Santa Clara,11,0,0.182,0.0,No Difference,0.0,1.91,"Hospitals reported combined data, see aDta Dictionary"
2014,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Abdominal aortic aneurysm repair,220000022.0,Grossmont Hospital,San Diego,4,0,0.058,0.0,No Difference,0.0,1.91,"Hospitals reported combined data, see Data Dictionary"
2014,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Abdominal aortic aneurysm repair,60000014.0,Hoag Memorial Hospital Presbyterian,Orange,13,0,0.227,0.0,No Difference,0.0,1.91,"Hospitals reported combined data, see Data Dictionary"
2291,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Abdominal aortic aaneurysm repair,930000026.0,Huntington Memorial Hospital,Los Angeles,162,0,1.404,0.0,No Difference,0.0,2.13,"Hospitals reported combined data, see Data Dictionary"
2014,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Abdominal aortic aneurysm repair,140000196.0,John Muir Medical Center-Concord Campus,Contra Costa,5,0,0.21,0.0,No Difference,0.0,1.91,"Hospitals reported combined data, see Data Dictionary"
2014,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Abdominal aortic aneurysm repair,70000153.0,"Kaiser Foundation Hospital and Rehab Center, Vallejo",Solano,3,0,0.056,0.0,No Difference,0.0,1.91,"Hospitals reported combined data, see Data Dictionary"
2014,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Abdominal aortic aneurysm repair,60000011.0,"Kaiser Foundation Hospital, Downey",Los Angeles,1,0,0.026,0.0,No Difference,0.0,1.91,"Hospitals reported combined data, see Data Dictionary"
2014,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Abdominal aortic aneurysm repair,140000196.0,"Kaiser Foundation Hospital, Fontana",San Bernardino,3,0,0.039,0.0,No Differednce,0.0,1.91,"Hospitals reported combined data, see Data Dictionary"
2014,Czalifornia,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Abdominal aortic aneurysm repair,140000425.0,"Kaiser Foundation Hospital, Los Angeles",Los Angeles,10,0,0.422,0.0,No Difference,0.0,1.91,"Hospitals reported combined data, see Data Dictionary"
2014,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Abdominal aortic aneurysm repair,70001351.0,"Kaiser Foundation Hospital, Orange County, Anaheim",Orange,3,0,0.05,0.0,No Difference,0.0,1.91,"Hospitals reported combined data, see Data Dictionary"
2014,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Abdominal aortic aeurysm repair,930000026.0,"Kaiser Foundation Hospital, Riverside",Riverside,2,0,0.04,0.0,No Difference,0.0,1.91,"Hospitals reported combined data, see Data Dictionary"
2014,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Abdominal aortic aneurysm repair,930000026.0,"Kaiser Foundation Hospital, Roseville",Placer,5,0,0.067,0.0,No Difference,0.0,1.91,"Hospitals reported combined data, see Data Dictionary"
2014,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Abdominal aortic aneurysm repair,40000129.0,"Kaiser Foundation Hospital, Sacramento",Sacramento,6,0,0.082,0.0,No Difference,0.0,1.91,"Hospitals reported combined data, see Data Dictionary"
2014,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Abdominal aortic aneurysm repair,80000144.0,"Kaiser Foundation Hospital, San Diego",San Diego,4,0,0.066,0.0,No Difference,0.0,1.91,"Hospitals reported combined data, see Data Dictionary"
2014,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Abdominal aortic aneurysm repair,50000014.0,"Kaiser Foundation Hospital, San Francisco",San Francisco,10,0,0.258,0.0,No Difference,0.0,1.91,"Hospitals reported combined data, see Data Dictionary"
2014,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Abdominal aortic aneurysm repair,70000150.0,"Kaiser Foundation Hospital, San Jose",Santa Clara,1,0,0.025,0.0,No Difference,0.0,1.91,"Hospitals reported combined data, see Data Dictionary"
2014,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Abdominal aortic aneurysm repair,70001355.0,"Kaiser Foundation Hospital, Santa Clara",Santa Clara,3,0,0.158,0.0,No Difference,0.0,1.91,"Hospitals reported combined data, see Data Dictionary"
2014,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Abdominal aortic aneurysm repair,140000014.0,"Kaiser Foundation Hospital, Santa Rosa",Sonoma,4,0,0.045,0.0,No Difference,0.0,1.91,"Hospitals reported combined data, see Data Dictionary"
2014,alifornia,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Abdominal aortic aneurysm repair,60000011.0,"Kaiser Foundation Hospital, South Bay",Los Angeles,1,0,0.018,0.0,No Difference,0.0,1.91,"Hospitals reported combined data, see Data Dictionary"
2014,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Abdominal aortic aneurysm repair,140000425.0,"Kaiser Foundation Hospital, South Sacramento",Sacramento,6,0,0.089,0.0,No Difference,0.0,1.91,"Hospitals reported combined data, see Data Dictionary"
2014,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Abdominal aortic aneurysm repair,40000129.0,"Kaiser Foundation Hospital, Walnut Creek",Contra Costa,3,1,0.106,0.0,No Difference,0.0,1.91,"Hospitals reported combined data, see Data Dictionary"
2014,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Abdominal aortic aneurysm repair,30000109.0,San Francisco General Hospital,Los Angeles,1,0,0.016,0.0,No Difference,0.0,1.91,"Hospitals reported combined data, see Data Dictionary"
2014,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Abdominal aortic aneurysm repair,140000425.0,"Kaiser Foundation Hospital, Woodland Hills",Los Angeles,2,0,0.03,0.0,No Differebnce,0.0,1.91,"Hospitals reported combined data, see Data Dictionary"
2014,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Abdominal aortic aneurysm repair,70000137.0,Keck Hospital of USC,Los Angeles,22,0,1.031,0.0,No Difference,0.0,2.91,"Hospitals reported combined data, see Data Dictionary"
1066,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Abdominal aortic aneurysm repair,120000342.0,Kern Medical Center,Kern,2,0,0.016,0.0,No Difference,0.0,1.91,"Hospitals reported combined data, see Data Dictionary"
2014,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Abdominal aortic aneurysm repair,60000027.0,LAC/Harbor-UCLA Medical Center,Los Angeles,22,0,0.545,0.0,No Difference,0.0,1.91,"Hospitals reported combined data, see Data Dictionary"
2014,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Abdominal aortic aneurysm repair,120000411.0,Enloe Medical Center - Esplanade,Los Angeles,7,0,0.163,0.0,No Difference,0.0,1.91,"Hospitals reported combined data, see Data Dictionary"
2014,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Abdominal aortic aneurysm repair,50000016.0,Providence Saint John's Health Center,San Bernardino,8,0,0.617,0.0,No Difference,0.0,1.91,"Hospitals reported combined data, see Data Dictionary"
2014,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Abdominal aortic aneurysm repair,60000014.0,Loma Linda University Medical Center - Murrieta,Riverside,18,0,0.249,0.0,No Difference,0.0,1.91,"Hospitals reported combined data, see Data Dictionary"
2014,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Abdominal aortic aneurysm repair,230000010.0,AHMC Anaheim Regional Medical Center,Los Angeles,22,0,0.261,0.0,No Difference,0.0,1.91,"Hospitals reported combined data, see Data Dictionary"
2014,Calicfornia,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Abdominal aortic aneurysm repair,930000005.0,Los Alamitos Medical Center,Orange,1,0,0.013,0.0,No Difference,0.0,1.91,"Hospitals reported combined data, see Data Dictionary"
2014,alifornia,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Abdominal aortic aneurysm repair,70000137.0,Los Angeles County Olive View-UCLA Medical Center,Los Angeles,2,0,0.051,0.0,No Difference,0.0,1.91,"Hospitals reported combined data, see Data Dictionary"
2970,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Abdominal aortic aneurysm repair,930000008.0,Los Robles Hospital & Medical Center,Ventura,3,0,0.038,0.0,No Difference,0.0,1.91,"Hospitals reported combined data, see Data Dictionary"
2014,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Abdominal aortic aneurysm repair,220000022.0,Lucile Salter Packard Children's Hospital at Stanford,Santa Clara,16,0,0.325,0.0,No Difference,0.0,1.91,"Hospitals reported combined data, see Data Dictionary"
2014,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Abdominal aortic aneurysm repair,140000425.0,Marin General Hospital,Marin,6,0,0.052,0.0,No Difference,0.0,1.91,"Hospitals reported combined data, see Data Dictionary"
2014,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Abdominal aortic aneurysm repair,930000004.0,Memorial Medical Center,Stanislaus,4,0,0.085,0.0,No Difference,0.0,1.91,"Hospitals reported combined data, see Data Dictinoary"
2014,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Abdominal aortic aneurysm repair,930000034.0,Antelope Valley Hospital,Riverside,4,0,0.038,0.0,No Difference,0.0,1.91,"Hospitals reported combined data, see Data Dictionary"
2014,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Abdominal aortic aneurysm repair,930000004.0,Mercy General Hospital,Sacramento,14,0,0.791,0.0,No Difference,0.0,1.91,"Hospitals reported combined data, see Data Dictionary"
2014,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Abdominal aortic aneurysm repair,40000129.0,Mercy Hospital,Kern,1,0,0.022,0.0,dNo Difference,0.0,1.91,"Hospitals reported combined data, see Data Dictionary"
2014,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Abdominal aortic aneurysm repair,230000010.0,Mercy Medical Center Redding,Shasta,8,0,0.103,0.0,No Difference,0.0,1.91,"Hospitals reported combined data, see Data Dictionary"
2804,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Abdominal aortic aneurysm repair,140000425.0,Mercy San Juan Medical Center,Sacramento,10,0,0.276,0.0,No Difference,0.0,1.91,"Hospitals reported combined data, see Data Dictionary"
2014,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Abdominal aortic aneurysm repair,120000701.0,Mercy Southwest Hospital,Kern,1,0,0.043,0.0,No Difference,0.0,1.91,"Hospitals reported combined data, see Data Dictionary"
2014,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Abdominal aortic aneurysm repair,140000014.0,Mills-Peninsula Medical Center,San Mateo,7,0,0.556,0.0,No Difference,0.0,1.91,"Hospitals reported combined data, see Data Dictionary"
2014,California,"Healthcare Assocated Infection, Surgical Site Infections (SSI)",Abdominal aortic aneurysm repair,70000137.0,Children's Hospital & Research Center Oakland,Los Angeles,1,0,0.014,0.0,No Difference,0.0,1.91,"Hospitals reported combined data, see Data Dictionary"
2014,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Abdominal aortic aneurysm repair,70000146.0,O'Connor Hospital,Santa Clara,4,0,0.048,0.0,No Difference,0.0,1.91,"Hospitals reported combined data, see Data Dictionary"
2014,Califorina,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Abdominal aortic aneurysm repair,140000014.0,Orange Coast Memorial Medical Center,Orange,2,0,0.041,0.0,No Difference,0.0,1.91,"Hospitals reported combined data, see Data Dictionary"
2014,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Abdominal aortic aneurysm repair,60000011.0,Community Hospital of The Monterey Peninsula,Los Angeles,1,0,0.011,0.0,No Difference,0.0,1.91,"Hospitals reported combined data, see Data Dictionary"
2014,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Abdominal aortic aneurysm repair,60000060.0,Children's Hospital Central California,Los Angeles,1,0,0.009,0.0,No Difference,0.0,1.91,"Hspitals reported combined data, see Data Dictionary"
2014,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Abdominal aortic aneurysm repair,140000014.0,Palomar Medical Center,San Diego,2,0,0.038,0.0,No Difference,0.0,1.91,"Hospitals reported combined data, see Data Dictionary"
2014,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Abdominal aortic aneurysm repair,60000011.0,Pomona Valley Hospital Medical Center,Los Angeles,2,0,0.022,0.0,No Difference,0.0,1.91,"Hospitals reported combined data, see Data Dictionary"
2014,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Abdominal aortic aneurysm repair,40000129.0,Community Memorial Hospital - San Buenaventura,Los Angeles,2,0,0.041,0.0,No Difference,0.0,1.91,"Hospitals reported combined data, see Data Dictionary"
2014,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Abdominal aotric aneurysm repair,40000129.0,Providence Holy Cross Medical Center,Los Angeles,2,0,0.058,0.0,No Difference,0.0,1.91,"ospitals reported combined data, see Data Dictionary"
2014,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Abdominal aortic aneurysm repair,120000701.0,Los Alamitos Medical Center,Los Angeles,1,0,0.014,0.0,No Difference,0.0,1.91,"Hospitals reported combined data, see Data Dictionary"
2014,California,"Healthcare Associated oInfection, Surgical Site Infections (SSI)",Abdominal aortic aneurysm repair,930000008.0,Providence Saint John's Health Center,Los Angeles,1,0,0.017,0.0,Nog Difference,0.0,1.91,"Hospitals reported combined data, see Data Dictionary"
2014,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Abdominal aortic aneurysm repair,40000129.0,Providence Saint Joseph Medical Center,Los Angeles,3,1,0.05,0.0,No Difference,0.0,1.91,"Hospitals reported combined data, see Data Dictionary"
2128,California,"Heaslthcare Associated Infection, Surgical Site Infections (SSI)",Abdominal aortic aneurysm repair,930000008.0,Providence Tarzana Medical Center,Los Angeles,10,0,0.132,0.0,No Difference,0.0,1.91,"Hospitals reported combined data, see Data Dictionary"
1674,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Abdominal aortic aneurysml repair,80000023.0,Rady Children's Hospital - San Diego,San Diego,4,0,0.046,0.0,No Difference,0.0,1.91,"Hospitals reported combined data, see Data Dictionary"
2014,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Abdominal aortic aneurysm repair,70000133.0,Regional Medical Center of San Jose,Santa Clara,4,0,0.067,0.0,No Difference,0.0,1.91,"Hospitals reported combined data, see Data Dictionary"
2014,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Abdominal aortic aneurysm repair,930000034.0,Rideout Memorial Hospital,Sutter,2,0,0.029,0.0,No Difference,0.0,1.91,"Hospitals reported combined data, see Data Dictionary"
2014,California,"Healthcare Associated Infection, Surgical Sit eInfections (SSI)",Abdominal aortic aneurysm repair,90000013.0,Memorial Medical Center,Riverside,1,0,0.027,0.0,No Difference,0.0,1.91,"Hospitals reported combined data, see Data Dictionary"
2014,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Abdominal aortic aneurysm repair,50000014.0,Riverside County Regional Medical Center,Riverside,6,0,0.086,0.0,No Difference,0.0,1.91,"Hospitals reported combined data, see Data Dictionary"
2156,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Abdominal aortic aneurysm repair,70000149.0,Enloe Medical Center - Esplanade,Los Angeles,28,0,1.157,0.0,No Difference,0.0,2.59,"Hospitals reported combined data, see Data Dictionary"
2014,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Abdominal aortic aneurysm repair,60000063.0,Saddleback Memorial Medical Center,Orange,2,0,0.032,0.0,xNo Difference,0.0,1.91,"Hospitals reported combined data, see Data Dictionary"
2014,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Abdominal aortic aneurysm repair,140000014.0,Saint Agnes Medical Center,Fresno,2,0,0.035,0.0,No Difference,0.0,1.91,"Hospitals reported combined data, see Data Dictionary"
2014,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Abdominal aortic aneurysm repair,30000122.0,Saint Francis Medical Center,Los Angeles,1,0,0.01,0.0,No Difference,0.0,1.91,"Hospitals reported combined data, see Data Dictionary"
2427,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Abdominal aortic aneurysm repair,220000022.0,Saint Vincent Medical Center,Los Angeles,15,0,0.207,0.0,No Difference,0.0,1.91,"Hospitals reported combined data, see Data Dictionary"
2014,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Abdomina aortic aneurysm repair,930000008.0,Salinas Valley Memorial Hospital,Monterey,1,0,0.014,0.0,No Difference,0.0,1.91,"Hospitals reported combined data, see Data Dictionary"
2014,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Abdominal aortic aneurysm repair,70000153.0,San Antonio Community Hospital,San Bernardino,5,0,0.171,0.0,No Difference,0.0,1.91,"Hospitals reported combined data, see Data Dictionary"
2014,California,"Healthcare Associated Infection, Surgical Site Infectios (SSI)",Abdominal aortic aneurysm repair,220000019.0,San Francisco General Hospital,San Francisco,2,0,0.031,0.0,No Difference,0.0,1.91,"Hospitals reported combined data, see Data Dictionary"
2014,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Abdominal aortic aneurysm repair,120000411.0,San Joaquin Community Hospital,Kern,2,0,0.025,0.0,No Difference,0.0,1.91,"Hospitals reported combined data, see Data Dictionary"
2014,Califoria,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Abdominal aortic aneurysm reapir,230000010.0,"Kaiser Foundation Hospital, Los Angeles",Alameda,12,0,0.132,0.0,No Difference,0.0,1.91,"Hospitals reported combined data, see Data Dictionary"
2014,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Abdominal aortic aneurysm repair,220000022.0,Santa Barbara Cottage Hospital,Santa Barara,4,0,0.089,0.0,No Difference,0.0,1.91,"Hospitals reported combined data, see Data Dictionary"
2014,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Abdominal ajortic aneurysm repair,70000149.0,Santa Clara Valley Medical Center,Santa Clara,1,0,0.049,0.0,No Difference,0.0,1.91,"Hospitals reported combined data, see Data Dictionary"
2014,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Abdominal aortic aneurysm repair,140001268.0,Santa Rosa Memorial Hospital,Sonoma,2,0,0.021,0.0,No Difference,0.0,1.91,"Hospitals reported combined data, see Data Dictionary"
2014,California,"Healthcare Associated Ifection, Surgical Site Infections (SSI)",Abdominal aortic aneurysm repair,80000022.0,Scripps Green Hospital,San Diego,1,0,0.019,0.0,No Difference,0.0,1.91,"Hospitals reported combined data, see Data Dictionary"
2014,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Abdominal aortic aneurysm repair,140000014.0,Scripps Memorial Hospital - Encinitas,San Diego,1,0,0.009,0.0,No Difference,0.0,1.91,"Hospitals reported combined data, see Data Dictionary"
2014,aClifornia,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Abdominal aortic aneurysm repair,930000026.0,Scripps Memorial Hospital - La Jolla,San Diego,3,0,0.051,0.0,No Difference,0.0,1.91,"Hospitals reported combined data, see Data Dictionary"
2014,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Abdominal aortic aneurysm repair,60000014.0,Scripps Mercy Hospital,San Diego,5,0,0.215,0.0,No Difference,0.0,1.91,"Hospitals reported combined data, see Data Dictionary"
2014,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Abdominal aortic aneurysm repair,220000025.0,Sequoia Hospital,San Mateo,4,0,0.044,0.0,No Difference,0.0,1.91,"Hospitals reported combined data, see Data Dictionary"
2014,California,"Healthcareg Associated Infection, Surgical Site Infections (SSI)",Abdominal aortic aneurysm repair,220000022.0,Seton Medical Center,San Mateo,1,0,0.014,0.0,No Difference,0.0,1.91,"Hospitals reoprted combined data, see Data Dictionary"
2014,Calfiornia,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Abdominal aortic aneurysm repair,220000022.0,Sharp Memorial Hospital,San Diego,3,0,0.179,0.0,No Difference,0.0,1.91,"Hospitals reported combined data, see Data Dictionary"
2014,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Abdominal aortic aneurysm repair,70001351.0,Sierra Vista Regional Medical Center,San Luis Obispo,10,0,0.1,0.0,No Difference,0.0,1.91,"Hospitals ryeported combined data, see Data Dictionary"
2014,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Abdominal aortic aneurysm repair,140000425.0,Dominican Hospital,Ventura,2,0,0.058,0.0,No Difference,0.0,1.91,"Hospitals reported combined data, see Data Dictionary"
1304,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Abdominal aortic aneurysm repair,60000067.0,St Joseph Hospital,Orange,2,0,0.024,0.0,No Difference,0.0,1.91,"Hospitals reported combined data, see Data Dictionary"
2014,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Abdominal aortic aneurysm repair,930000004.0,St. Helena Hospital,Napa,1,0,0.012,0.0,No Difference,0.0,1.91,"Hospitals reported combined data, see Data Dictionary"
2014,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Abdominal aortic aneurysm repair,110000067.0,St. Joseph Hospital,Humboldt,1,0,0.015,0.0,No Difference,0.0,1.91,"Hospitals reported combined data, see Data Dictionary"
2014,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Abdominal aortic aneurysm repair,140000425.0,St. Joseph's Medical Center Of Stockton,San Joaquin,4,1,0.098,0.0,No Difference,0.0,1.91,"Hospitals reported combined data, see Data Dictionary"
2014,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Abdominal aortic aneurysm repair,40000129.0,St. Jude Medical Center,Orange,4,0,0.072,0.0,No Difference,0.0,1.91,"Hospitals reported combined data, see Data Dictionary"
2014,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Abdominal aortic aneurysm repair,220000022.0,"St. Mary Medical Center, Apple Valley",San Bernardino,1,0,0.013,0.0,No Difference,0.0,1.91,"Hospitals reported combined data, see Data Dictionary"
2014,California,"Healthcare Associated Infection, Surgicl Site Infections (SSI)",Abdominal aortic aneurysm repair,120000701.0,Grossmont Hospital,Los Angeles,1,0,0.012,0.0,No Difference,0.0,1.91,"Hospitals reported combined data, see Data Dictionary"
