OBJECTID,PMAID,GIS_AREA,GIS_LENGTH,GIS_EDT_DT,SPORTCOURT_O,NAME,SPORT_TYPE,COURT_ID,FACILITY_ID,FACILITY_NAME,COURT_SIZE,RESERVED_1,RESERVED_2,RESERVED_3,LOCATION_ID,AMWOID,GLOBALID,GIS_CREATOR,GIS_CRT_DT,GIS_EDITOR,SDQL,SHAPE_Length,SHAPE_Area
327,114,6237.15511209,327.85225325,2023/11/20 21:04:26+00,,,Basketball,,,,Full,,,,,SPCT-JEFFPK-BB,{406F6FFF-F087-469F-B5FC-047D8BD99E8A},SeattleParks_SeattleCityGIS,2023/11/20 21:04:26+00,SeattleParks_SeattleCityGIS,QL-D3,327.852253247873,6237.13016300643
328,379,664.82437421,91.40245759,2023/11/20 21:04:26+00,,,Basketball,,,,Half,,,,,SPCT-ROPK-BB,{29F11D3D-6E7D-4439-83C7-8C2F79FE790E},SeattleParks_SeattleCityGIS,2023/11/20 21:04:26+00,SeattleParks_SeattleCityGIS,QL-D3,91.2867076600558,-661.454727583659
329,418,1748.4441867,161.46345092,2023/11/20 21:04:26+00,,,Basketball,,,,Half,,,,,SPCT-MWPF-BB,{6CE59722-FDFD-4DEF-8312-8F195783A2CA},SeattleParks_SeattleCityGIS,2023/11/20 21:04:26+00,SeattleParks_SeattleCityGIS,QL-D3,161.463450929413,1748.43719304776
330,439,3645.81811314,245.15095661,2023/11/20 21:04:26+00,,,Basketball,,,,Full,,,,,SPCT-HUTPG-BB,{37F85845-562A-4866-861F-0049776E9FF1},SeattleParks_SeattleCityGIS,2023/11/20 21:04:26+00,SeattleParks_SeattleCityGIS,QL-D3,245.150956617503,3645.80353008276
331,242,446.89485729,95.65576907,2023/11/20 21:04:26+00,,,Basketball,,,,Half,,,,,SPCT-GILPG-BB,{09207559-6286-41A0-AB8C-18089142056A},SeattleParks_SeattleCityGIS,2023/11/20 21:04:26+00,SeattleParks_SeattleCityGIS,QL-D3,95.5772948839735,-440.359234249725
332,3894,791.26100119,110.93814871,2023/11/20 21:04:26+00,,,Basketball,,,,Half,,,,,SPCT-WEBPG-BB,{2DCB3026-7C42-4193-A22F-B67B8D4C1319},SeattleParks_SeattleCityGIS,2023/11/20 21:04:26+00,SeattleParks_SeattleCityGIS,QL-D3,110.860093923377,-788.127359785521
333,496,2356.28985947,203.03050772,2023/11/20 21:04:26+00,,,Basketball,,,,Full,,,,,SPCT-BGPK-BB,{7917DC82-38A5-4E20-A3DA-52E8513FF78C},SeattleParks_SeattleCityGIS,2023/11/20 21:04:26+00,SeattleParks_SeattleCityGIS,QL-D3,203.030507749787,2356.28043478701
334,307,6302.35020192,322.79882544,2023/11/20 21:04:26+00,,,Basketball,,,,Full,,,,,SPCT-GLKPK-BB,{C51BE91E-4235-4947-A3B3-16673776C632},SeattleParks_SeattleCityGIS,2023/11/20 21:04:26+00,SeattleParks_SeattleCityGIS,QL-D3,322.780037468676,-6300.05660234322
335,398,3112.1964198,224.87425052,2023/11/20 21:04:26+00,,,Basketball,,,,Full,,,,,SPCT-MGSPK-BB,{4CCB5F51-7FB9-4A26-8D3D-FEDB97F6889D},SeattleParks_SeattleCityGIS,2023/11/20 21:04:26+00,SeattleParks_SeattleCityGIS,QL-D3,224.8742504992,3112.18397051492
336,446,2986.79458342,218.95818255,2023/11/20 21:04:26+00,,,Basketball,,,,Half,,,,,SPCT-ALKIPG-MISC,{283F1EAD-37A1-451D-A481-C53912889713},SeattleParks_SeattleCityGIS,2023/11/20 21:04:26+00,SeattleParks_SeattleCityGIS,QL-D3,218.958182559294,2986.78263635906
337,318,876.90993707,115.51747228,2023/11/20 21:04:26+00,,,Basketball,,,,Half,,,,,SPCT-EMGLPG-MISC,{4252738B-922B-45F1-BAA3-6494B447E13C},SeattleParks_SeattleCityGIS,2023/11/20 21:04:26+00,SeattleParks_SeattleCityGIS,QL-D3,115.442588991958,-873.874356201745
338,289,1319.85239122,152.30758154,2023/11/20 21:04:26+00,,,Basketball,,,,Half,,,,,SPCT-LOYLPF-BB,{FFD97981-910E-4B17-8760-E1EC360F5821},SeattleParks_SeattleCityGIS,2023/11/20 21:04:26+00,SeattleParks_SeattleCityGIS,QL-D3,152.307581544491,1319.84711180663
339,342,699.3688871,106.83504331,2023/11/20 21:04:26+00,,,Basketball,,,,Half,,,,,SPCT-KERPK-BB,{22343DB7-23CF-47CE-8A2B-E130566FE37A},SeattleParks_SeattleCityGIS,2023/11/20 21:04:26+00,SeattleParks_SeattleCityGIS,QL-D3,106.835043314687,699.366089723083
340,243,1008.74347208,132.26274846,2023/11/20 21:04:26+00,,,Basketball,,,,Half,,,,,SPCT-GGPK-BB,{F06DA91E-BB23-4DB2-B3FC-B441945BDBE5},SeattleParks_SeattleCityGIS,2023/11/20 21:04:26+00,SeattleParks_SeattleCityGIS,QL-D3,132.223396088306,-1004.58242156318
341,423,4302.3668556,271.48259867,2023/11/20 21:04:26+00,,,Basketball,,,,Full,,,,,SPCT-RAPF-BB,{A693DD1C-C4EA-4CC5-B69E-C105F02093A0},SeattleParks_SeattleCityGIS,2023/11/20 21:04:26+00,SeattleParks_SeattleCityGIS,QL-D3,271.482598692463,4302.34964705195
342,4408,2242.95542505,210.53679599,2023/11/20 21:04:26+00,,,Basketball,,,,Full,,,,,SPCT-GRWDPK-BB,{BF07BDF1-26F5-440B-922B-D700E41EA56C},SeattleParks_SeattleCityGIS,2023/11/20 21:04:26+00,SeattleParks_SeattleCityGIS,QL-D3,210.536796000368,-2242.9464532062
343,397,4540.75810526,275.48279838,2023/11/20 21:04:26+00,,,Basketball,,,,Full,,,,,SPCT-JKPK-BB,{17E3BF2C-8E32-4718-B41A-64272EB0EAA9},SeattleParks_SeattleCityGIS,2023/11/20 21:04:26+00,SeattleParks_SeattleCityGIS,QL-D3,275.48224740495,4540.73994204333
344,429,5924.55171487,313.84130259,2023/11/20 21:04:26+00,,,Basketball,,,,Full,,,,,SPCT-37MPK-BB,{8DA30F27-C350-4F1B-9AF7-0BBAA06FE1A8},SeattleParks_SeattleCityGIS,2023/11/20 21:04:26+00,SeattleParks_SeattleCityGIS,QL-D3,313.834683637277,-5923.81494791841
345,357,938.56669923,128.40549149,2023/11/20 21:04:26+00,,,Basketball,,,,Half,,,,,SPCT-PFPK-BB,{31DF59ED-C4B7-49F7-AEF9-B60230423A53},SeattleParks_SeattleCityGIS,2023/11/20 21:04:26+00,SeattleParks_SeattleCityGIS,QL-D3,128.309662619578,-933.583843622874
346,463,3575.09159535,239.737543,2023/11/20 21:04:26+00,,,Basketball,,,,Full,,,,,SPCT-RVPF-BB,{0A5FF822-9999-4DC8-89B6-48A573ACF991},SeattleParks_SeattleCityGIS,2023/11/20 21:04:26+00,SeattleParks_SeattleCityGIS,QL-D3,239.737543001912,3575.07729494347
347,401,2169.52372479,187.88191388,2023/11/20 21:04:26+00,,,Basketball,,,,Full,,,,,SPCT-BRDPK-BB,{853034BE-1195-4C05-B050-9F0596D8536E},SeattleParks_SeattleCityGIS,2023/11/20 21:04:26+00,SeattleParks_SeattleCityGIS,QL-D3,187.881913898245,2169.51504725381
348,303,953.46623818,120.97823585,2023/11/20 21:04:26+00,,,Basketball,,,,Half,,,,,SPCT-BVPG-BB,{A89E969B-2157-4F5E-8779-4E02AB0FAA6B},SeattleParks_SeattleCityGIS,2023/11/20 21:04:26+00,SeattleParks_SeattleCityGIS,QL-D3,120.947163554788,-952.058488450091
349,595,436.5206016,86.5616604,2023/11/20 21:04:26+00,,,Basketball,,,,Half,,,,,SPCT-CHRPK-BB,{05EB4622-3178-4153-9F5E-3147AF4BDE6E},SeattleParks_SeattleCityGIS,2023/11/20 21:04:26+00,SeattleParks_SeattleCityGIS,QL-D3,86.5616604116252,436.518855664491
350,347,1365.91056462,142.60495994,2023/11/20 21:04:26+00,,,Basketball,,,,Half,,,,,SPCT-MTWBPK-BB,{70361307-9A9A-4593-A144-D2068A6D21C0},SeattleParks_SeattleCityGIS,2023/11/20 21:04:26+00,SeattleParks_SeattleCityGIS,QL-D3,142.545261590599,-1362.30349495557
351,1104,1189.65219904,141.06729442,2023/11/20 21:04:26+00,,,Basketball,,,,Half,,,,,SPCT-MERDPG-BB,{CBD71C43-C86E-4327-8907-513691B9A783},SeattleParks_SeattleCityGIS,2023/11/20 21:04:26+00,SeattleParks_SeattleCityGIS,QL-D3,140.967286404727,-1184.19137797874
352,482,1790.46992899,191.32308336,2023/11/20 21:04:26+00,,,Basketball,,,,Half,,,,,SPCT-BRYPG-BB,{8B265683-88D4-4FA6-8D14-F94D94A85580},SeattleParks_SeattleCityGIS,2023/11/20 21:04:26+00,SeattleParks_SeattleCityGIS,QL-D3,191.286280807275,-1787.02961364066
353,398,3160.80015801,226.45210436,2023/11/20 21:04:26+00,,,Basketball,,,,Full,,,,,SPCT-MGSPK-BB,{A2003E00-7772-4E46-B468-7F107A9F9E25},SeattleParks_SeattleCityGIS,2023/11/20 21:04:26+00,SeattleParks_SeattleCityGIS,QL-D3,226.452104365394,3160.7875150581
354,431,6340.43845796,330.55977898,2023/11/20 21:04:26+00,,,Basketball,,,,Full,,,,,SPCT-VAPG-BB,{5FD1A3CF-F06F-4B1D-B07F-E66B9B23F421},SeattleParks_SeattleCityGIS,2023/11/20 21:04:26+00,SeattleParks_SeattleCityGIS,QL-D3,330.55911785939,6340.41309625929
355,373,5251.71260114,297.02489721,2023/11/20 21:04:26+00,,,Basketball,,,,Full,,,,,SPCT-MLPF-BB,{FD6F68BD-27B8-4D1C-BFD0-EEACAE9B6A8C},SeattleParks_SeattleCityGIS,2023/11/20 21:04:26+00,SeattleParks_SeattleCityGIS,QL-D3,297.024897209735,5251.69159451086
356,402,4933.64950203,288.69578061,2023/11/20 21:04:26+00,,,Basketball,,,,Full,,,,,SPCT-BGTPF-BB,{DF9E5481-F9FA-4350-A79D-A145E8C5105B},SeattleParks_SeattleCityGIS,2023/11/20 21:04:26+00,SeattleParks_SeattleCityGIS,QL-D3,288.695780602561,4933.62976708653
357,318,876.89956864,115.51726772,2023/11/20 21:04:26+00,,,Basketball,,,,Half,,,,,SPCT-EMGLPG-MISC,{C1017193-8201-421E-A613-AA539BD9F41F},SeattleParks_SeattleCityGIS,2023/11/20 21:04:26+00,SeattleParks_SeattleCityGIS,QL-D3,115.442388410826,-873.864120944921
358,3894,791.12223814,110.93126996,2023/11/20 21:04:26+00,,,Basketball,,,,Half,,,,,SPCT-WEBPG-BB,{557B4EFE-26B1-4EE0-863C-B4B19F8E25F6},SeattleParks_SeattleCityGIS,2023/11/20 21:04:26+00,SeattleParks_SeattleCityGIS,QL-D3,110.853232663458,-787.989416135561
359,3894,791.18230589,110.93434066,2023/11/20 21:04:26+00,,,Basketball,,,,Half,,,,,SPCT-WEBPG-BB,{EA52D971-3C15-4C9B-9C1C-291EC0791E34},SeattleParks_SeattleCityGIS,2023/11/20 21:04:26+00,SeattleParks_SeattleCityGIS,QL-D3,110.85619683137,-788.04717717716
360,444,768.55191076,110.23063242,2023/11/20 21:04:26+00,,,Basketball,,,,Half,,,,,SPCT-VRPF-BB,{F9B6CF73-AF74-4616-8568-E485980976CE},SeattleParks_SeattleCityGIS,2023/11/20 21:04:26+00,SeattleParks_SeattleCityGIS,QL-D3,110.145844022527,-765.091319304362
361,4471,822.47241812,112.10931585,2023/11/20 21:04:26+00,,,Basketball,,,,Half,,,,,SPCT-UHPG-BB,{83F2D43B-8D17-407F-9C9C-B799A110B643},SeattleParks_SeattleCityGIS,2023/11/20 21:04:26+00,SeattleParks_SeattleCityGIS,QL-D3,112.043001219637,-819.830403819275
362,403,4499.00855183,276.15454873,2023/11/20 21:04:26+00,,,Basketball,,,,Full,,,,,SPCT-OTHPG-BB,{FF5042EF-4439-41E5-9783-D6DD32A28D30},SeattleParks_SeattleCityGIS,2023/11/20 21:04:26+00,SeattleParks_SeattleCityGIS,QL-D3,276.154548722441,4498.9905557239
363,390,6197.01955807,321.136129,2023/11/20 21:04:26+00,,,Basketball,,,,Full,,,,,SPCT-PRTPK-BB,{CB0F7D09-296A-48C8-A14D-11A197286A25},SeattleParks_SeattleCityGIS,2023/11/20 21:04:26+00,SeattleParks_SeattleCityGIS,QL-D3,321.136129003292,6196.99476995951
364,450,3452.31043197,238.81556481,2023/11/20 21:04:26+00,,,Basketball,,,,Full,,,,,SPCT-DELPF-BB,{3B1F0BA3-D74E-4EF9-A4A9-46898C3BABAF},SeattleParks_SeattleCityGIS,2023/11/20 21:04:26+00,SeattleParks_SeattleCityGIS,QL-D3,238.81556481047,3452.29662271551
365,363,2327.25234758,193.97046563,2023/11/20 21:04:26+00,,,Basketball,,,,Half,,,,,SPCT-FLWPK-BB,{E63174D4-D36A-4867-8551-A760AC8C44F0},SeattleParks_SeattleCityGIS,2023/11/20 21:04:26+00,SeattleParks_SeattleCityGIS,QL-D3,193.970465625575,2327.24303846986
366,371,3400.08325017,237.31793924,2023/11/20 21:04:26+00,,,Basketball,,,,Full,,,,,SPCT-MDRPG-BB,{DF700E38-A086-4BCB-B1B0-4B0F0B9D9B11},SeattleParks_SeattleCityGIS,2023/11/20 21:04:26+00,SeattleParks_SeattleCityGIS,QL-D3,237.317939235776,3400.06964979575
367,456,1159.52956979,137.06825695,2023/11/20 21:04:26+00,,,Basketball,,,,Half,,,,,SPCT-HIPF-BB,{D13EEA07-7B7B-40AB-A6A6-610951C3B628},SeattleParks_SeattleCityGIS,2023/11/20 21:04:26+00,SeattleParks_SeattleCityGIS,QL-D3,137.06825695327,1159.52493165081
368,439,3645.82665393,245.15129055,2023/11/20 21:04:26+00,,,Basketball,,,,Full,,,,,SPCT-HUTPG-BB,{FFE317C9-CC47-4452-9D98-844EE1303F22},SeattleParks_SeattleCityGIS,2023/11/20 21:04:26+00,SeattleParks_SeattleCityGIS,QL-D3,245.15129055217,3645.81207089111
369,4002,2540.91549637,198.09018619,2023/11/20 21:04:26+00,,,Basketball,,,,Full,,,,,SPCT-LKCPG-BB,{CF3A4147-5D85-4263-9C12-8C626E6C4696},SeattleParks_SeattleCityGIS,2023/11/20 21:04:26+00,SeattleParks_SeattleCityGIS,QL-D3,198.064069257158,-2540.47332036693
370,241,4075.43279055,255.81901331,2023/11/20 21:04:26+00,,,Basketball,,,,Full,,,,,SPCT-DAYPG-BB,{59A4B746-FCE3-4DF7-8AA7-7AF16AAD3253},SeattleParks_SeattleCityGIS,2023/11/20 21:04:26+00,SeattleParks_SeattleCityGIS,QL-D3,255.819013307733,4075.41648889332
371,429,6111.27794668,319.57970681,2023/11/20 21:04:26+00,,,Basketball,,,,Full,,,,,SPCT-37MPK-BB,{AF631E3A-92DC-4637-96F2-EDEBADECA70B},SeattleParks_SeattleCityGIS,2023/11/20 21:04:26+00,SeattleParks_SeattleCityGIS,QL-D3,319.572631094388,-6110.37997530585
372,1104,1152.7449675,139.71561526,2023/11/20 21:04:26+00,,,Basketball,,,,Half,,,,,SPCT-MERDPG-BB,{F1AFBE7F-B64B-4097-9F78-D618FFBD1AED},SeattleParks_SeattleCityGIS,2023/11/20 21:04:26+00,SeattleParks_SeattleCityGIS,QL-D3,139.619759923202,-1147.51370152518
373,3881,5023.31501141,285.80936319,2023/11/20 21:04:26+00,,,Basketball,,,,Full,,,,,SPCT-MLPG-MISC,{D491D1A3-EF8B-4A69-AC92-6938A13AB5C5},SeattleParks_SeattleCityGIS,2023/11/20 21:04:26+00,SeattleParks_SeattleCityGIS,QL-D3,285.797257983336,-5016.43423823643
374,382,1822.46039217,182.82156772,2023/11/20 21:04:26+00,,,Basketball,,,,Half,,,,,SPCT-PNHPG-BB,{AE88E6EE-0667-4894-9380-842916C006A7},SeattleParks_SeattleCityGIS,2023/11/20 21:04:26+00,SeattleParks_SeattleCityGIS,QL-D3,182.782174265769,-1821.38417182271
375,3102,5796.0462668,310.62226215,2023/11/20 21:04:26+00,,,Basketball,,,,Full,,,,,SPCT-CALANDPK-TEN,{1CA0EBAF-8874-4ABB-A814-1D3F5D9FB4EB},SeattleParks_SeattleCityGIS,2023/11/20 21:04:26+00,SeattleParks_SeattleCityGIS,QL-D3,310.622262130813,5796.02308185091
376,406,6396.24075443,317.82905759,2023/11/20 21:04:26+00,,,Basketball,,,,Full,,,,,SPCT-COLPG-BB,{C9918620-49F0-49B9-9D21-2EC625C4E893},SeattleParks_SeattleCityGIS,2023/11/20 21:04:26+00,SeattleParks_SeattleCityGIS,QL-D3,317.68210328148,-6379.35430032374
377,3972,5598.64850462,305.13396136,2023/11/20 21:04:26+00,,,Basketball,,,,Full,,,,,SPCT-LKRPG-MISC,{7C9D72CD-E429-4AE4-9026-770E9E38DE05},SeattleParks_SeattleCityGIS,2023/11/20 21:04:26+00,SeattleParks_SeattleCityGIS,QL-D3,305.133961358789,5598.62610999526
378,329,506.3825886,86.40105807,2023/11/20 21:04:26+00,,,Basketball,,,,Half,,,,,SPCT-EQAPG-BB,{0B2E9208-929A-4967-B54F-89118202DAB8},SeattleParks_SeattleCityGIS,2023/11/20 21:04:26+00,SeattleParks_SeattleCityGIS,QL-D3,86.3388972687196,-504.588432096939
379,376,5158.77607827,291.66576244,2023/11/20 21:04:26+00,,,Basketball,,,,Full,,,,,SPCT-MTLKPF-BB,{331EF6E2-B5DB-4E87-8F67-5AAC059800C3},SeattleParks_SeattleCityGIS,2023/11/20 21:04:26+00,SeattleParks_SeattleCityGIS,QL-D3,291.665762439096,5158.75544325473
380,499,2105.90154651,184.28097236,2023/11/20 21:04:26+00,,,Basketball,,,,Half,,,,,SPCT-DAHLPF-BB,{93C6C5E1-0097-4D7E-83BE-9AF416D96093},SeattleParks_SeattleCityGIS,2023/11/20 21:04:26+00,SeattleParks_SeattleCityGIS,QL-D3,184.280972364892,2105.89312298841
381,4456,3301.61089255,229.91370256,2023/11/20 21:04:26+00,,,Basketball,,,,Half,,,,,SPCT-HBHMPK-BB,{9EB9F797-9674-4D94-A14B-F092935840F1},SeattleParks_SeattleCityGIS,2023/11/20 21:04:26+00,SeattleParks_SeattleCityGIS,QL-D3,229.913702557731,3301.59768609349
382,458,7142.27212826,357.40648755,2023/11/20 21:04:26+00,,,Basketball,,,,Full,,,,,SPCT-ECHPG-BB,{6064E971-DF9F-44FA-A3CF-18AD0352C130},SeattleParks_SeattleCityGIS,2023/11/20 21:04:26+00,SeattleParks_SeattleCityGIS,QL-D3,357.406487529597,7142.24355818548
383,345,5860.51794382,306.65397246,2023/11/20 21:04:26+00,,,Basketball,,,,Full,,,,,SPCT-PBARPK-BB,{D9F2C1E2-84BA-47BD-B2B6-33E4563951B7},SeattleParks_SeattleCityGIS,2023/11/20 21:04:26+00,SeattleParks_SeattleCityGIS,QL-D3,306.653972455217,5860.49450156717
384,410,589.20278316,98.07696004,2023/11/20 21:04:26+00,,,Basketball,,,,Half,,,,,SPCT-GTPF-BB,{8D65EDAB-497E-4127-BECE-C08FE005B3DE},SeattleParks_SeattleCityGIS,2023/11/20 21:04:26+00,SeattleParks_SeattleCityGIS,QL-D3,98.0769600375333,589.200426367358
385,436,3710.69243286,248.47816463,2023/11/20 21:04:26+00,,,Basketball,,,,Full,,,,,SPCT-BNPG-BB,{FC466A7D-9F4E-4996-99D7-8E368EC441C1},SeattleParks_SeattleCityGIS,2023/11/20 21:04:26+00,SeattleParks_SeattleCityGIS,QL-D3,248.478164650022,3710.67759066841
386,403,4035.22454017,260.66114223,2023/11/20 21:04:26+00,,,Basketball,,,,Full,,,,,SPCT-OTHPG-BB,{07920816-3582-4147-8D85-8CA1FADDE5CB},SeattleParks_SeattleCityGIS,2023/11/20 21:04:26+00,SeattleParks_SeattleCityGIS,QL-D3,260.661142242859,4035.20839979676
387,250,1696.57327486,167.89133678,2023/11/20 21:04:26+00,,,Basketball,,,,Half,,,,,SPCT-SANPG-BB,{9C149CF2-3CDA-4D9B-B499-6759D9437F46},SeattleParks_SeattleCityGIS,2023/11/20 21:04:26+00,SeattleParks_SeattleCityGIS,QL-D3,167.891336753909,1696.56648803946
388,488,3870.65105391,253.23145043,2023/11/20 21:04:26+00,,,Basketball,,,,Full,,,,,SPCT-REPK-BB,{CC34FF60-37E4-47C4-8B9F-CB21407FE521},SeattleParks_SeattleCityGIS,2023/11/20 21:04:26+00,SeattleParks_SeattleCityGIS,QL-D3,253.231450417462,3870.63557085226
389,436,844.18852081,113.70068457,2023/11/20 21:04:26+00,,,Basketball,,,,Half,,,,,SPCT-BNPG-BB,{D58FFF54-9B2D-4D7A-AD56-D508D7E07FBA},SeattleParks_SeattleCityGIS,2023/11/20 21:04:26+00,SeattleParks_SeattleCityGIS,QL-D3,113.63090779924,-840.737329851029
390,310,6070.94747447,324.49482821,2023/11/20 21:04:26+00,,,Basketball,,,,Full,,,,,SPCT-DP-BB,{1FDFC2BD-95F9-4394-AF87-2B49D0B550AC},SeattleParks_SeattleCityGIS,2023/11/20 21:04:26+00,SeattleParks_SeattleCityGIS,QL-D3,324.494828208547,6070.92319049928
391,248,1514.38562945,149.57410489,2023/11/20 21:04:26+00,,,Basketball,,,,Half,,,,,SPCT-ROSPG-BB,{80699B89-B41E-42AE-9EDC-EAC957744534},SeattleParks_SeattleCityGIS,2023/11/20 21:04:26+00,SeattleParks_SeattleCityGIS,QL-D3,149.539039767993,-1513.02557176402
392,4167,1353.72331033,147.25013335,2023/11/20 21:04:26+00,,,Basketball,,,,Half,,,,,SPCT-CEDARPK-BB,{19CDC258-9324-4D89-88D0-1CBF005528DB},SeattleParks_SeattleCityGIS,2023/11/20 21:04:26+00,SeattleParks_SeattleCityGIS,QL-D3,147.250133355555,1353.7178954834
