objectid,routeid,beginpoint,endpoint,actlaccctl,accctldesc,actlhpmsaccessctl,hpmsaccdesc,towntown,towndesc,yearvalue,global_id,shape_length
11083.0,0230086,0.0,0.1,0.0,No Access Control,3.0,No Access Conrtol,23.0,CANTON,2022,66afd0e0-b4fb-4ade-929d-49252ae05d61,514.668427927017
11084.0,0250056,0.0,0.11,0.0,No Access Control,3.0,No Access Conrtol,25.0,CHESHIRE,2022,d377d937-4baf-47c0-abea-69412fd21ba1,599.07698157708
11085.0,0250140,0.0,3.64,0.0,No Access Control,3.0,No Access Conrtol,25.0,CHESHIRE,2022,dfddbb27-2974-45fa-9f2f-a6d458c887d4,19288.4220830482
11086.0,0250179,0.0,0.71,0.0,No Access Control,3.0,No Access Conrtol,25.0,CHESHIRE,2022,3e99fddd-1741-4559-a1cd-296f7913ade6,3731.45290273505
11087.0,0250183,0.0,1.12,0.0,No Access Control,3.0,No Access Conrtol,25.0,CHESHIRE,2022,895121d1-78ec-4ce6-a2d2-beea9f3339e9,5888.63761238537
11088.0,0270068,0.0,0.1,0.0,No Access Control,3.0,No Access Conrtol,27.0,CLINTON,2022,99c7c4b1-0648-4420-8a54-63d341848b06,545.893068983902
11089.0,0290027,0.0,1.21,0.0,No Access Control,3.0,No Access Conrtol,29.0,COLEBROOK,2022,be96a4fa-9d4a-4d7a-a7dd-f98e2d5190c8,6325.7513563151
11090.0,0310038,0.0,0.41,0.0,No Access Control,3.0,No Access Conrtol,31.0,CORNWALL,2022,e036eed9-842d-42f4-811c-05930073bbf1,2181.00369024572
11091.0,0320088,0.0,7.17,0.0,No Access Control,3.0,No Access Conrtol,32.0,COVENTRY,2022,57d9ecfa-b648-4c23-9a38-59674ce0bafc,37689.2748728386
11092.0,0320088R,3.96,4.0,0.0,No Access Control,3.0,No Access Conrtol,32.0,COVENTRY,2022,c467139d-aaa6-4b17-a9fc-96353baf0dc6,178.209660160657
11093.0,0330052,0.0,0.47,0.0,No Access Control,3.0,No Access Conrtol,33.0,CROMWELL,2022,3ab25ba7-f22f-41d3-974d-656f5bd00578,2503.41887857228
11094.0,0340059,0.0,0.81,0.0,No Access Control,3.0,No Access Conrtol,34.0,DANBURY,2022,037c30c4-ea24-4b90-850f-909514f51fe8,4249.77295162764
11095.0,0340207,0.0,0.82,0.0,No Access Control,3.0,No Access Conrtol,34.0,DANBURY,2022,7e14c1aa-b63a-4b39-a620-a85482ec87b0,4390.43322554433
11096.0,0340219,0.0,0.95,0.0,No Access Control,3.0,No Access Conrtol,34.0,DANBURY,2022,d82115cf-1a89-466f-9f0c-6462f3d8829a,5028.77533417303
11097.0,0340229,0.0,3.21,0.0,No Access Control,3.0,No Access Conrtol,34.0,DANBURY,2022,a087591e-e274-46e9-b44c-666b331f640c,16982.2369293311
11098.0,0340745,0.0,0.19,0.0,No Access Control,3.0,No Access Conrtol,34.0,DANBURY,2022,85e29e17-d4fe-47e8-af14-c0aa82d15bc8,968.806047375781
11099.0,0350033,0.0,0.19,0.0,No Access Control,3.0,No Access Conrtol,35.0,DARIEN,2022,84273767-8b10-4920-83a3-bbb810e6416e,988.825739678403
11100.0,0350091,0.0,0.69,0.0,No Access Control,3.0,No Access Conrtol,35.0,DARIEN,2022,74ea7352-9ade-45c0-af31-613123d29322,3662.73750085349
11101.0,0350118R,0.6,0.69,0.0,No Access Control,3.0,No Access Conrtol,35.0,DARIEN,2022,27fe57f7-f358-43ee-8acc-7efeb1c26f11,523.24915134249
11102.0,0350128,0.0,0.14,0.0,No Access Control,3.0,No Access Conrtol,35.0,DARIEN,2022,1105b094-817e-47c2-9f02-a99a5e356d66,737.171094055874
11103.0,0350149,0.0,1.53,0.0,No Access Control,3.0,No Access Conrtol,35.0,DARIEN,2022,edc60325-c8a9-49a9-830b-3efabd379f3e,8094.95010322921
11104.0,0350157,0.0,0.07,0.0,No Access Control,3.0,No Access Conrtol,35.0,DARIEN,2022,05972afa-f230-4211-9304-696463670d0d,354.916515433286
11105.0,0350189,0.0,1.03,0.0,No Access Control,3.0,No Access Conrtol,35.0,DARIEN,2022,c367ae24-c72d-4251-a9c0-fa9ee27bfb19,5470.23605660568
11106.0,0350244,0.0,0.09,0.0,No Access Control,3.0,No Access Conrtol,35.0,DARIEN,2022,c01f37e9-018d-4df4-834f-79cf58d26e1b,436.174813715237
11107.0,0140212,0.0,1.66,0.0,No Access Control,3.0,No Access Conrtol,14.0,BRANFORD,2022,1b207c5a-1b41-41fb-af99-b2bc3dd003f4,8745.16642264683
11108.0,0150101,0.0,0.7,0.0,No Access Control,3.0,No Access Conrtol,15.0,BRIDGEPORT,2022,502dcfeb-82de-4b8e-8f33-03450ead1a23,3684.87356867642
11109.0,0150105,0.0,0.88,0.0,No Access Control,3.0,No Access Conrtol,15.0,BRIDGEPORT,2022,a134fc9d-950a-4054-834b-689a617f33c4,4599.21512142055
11110.0,0150110,0.0,0.79,0.0,No Access Control,3.0,No Access Conrtol,15.0,BRIDGEPORT,2022,dc2e9b11-d9e2-42e6-877d-a0ada0efe6ed,4161.46924789534
11111.0,0150145R,1.61,1.76,0.0,No Access Control,3.0,No Access Conrtol,15.0,BRIDGEPORT,2022,6a2bdadd-a920-46c3-b650-6903782d3ea2,888.530339547587
11112.0,0150217,0.0,0.99,0.0,No Access Control,3.0,No Access Conrtol,15.0,BRIDGEPORT,2022,239d827e-3524-4729-a058-73fe5c5997a7,5195.5865808095
11113.0,0150272,0.0,0.41,0.0,No Access Control,3.0,No Access Conrtol,15.0,BRIDGEPORT,2022,e9828ed4-b07f-4319-887b-f94386d57b65,2207.23839657447
11114.0,0150442R,0.0,0.09,0.0,No Access Control,3.0,No Access Conrtol,15.0,BRIDGEPORT,2022,5cdd3de3-d701-43bc-ad3e-9aafd0756e21,489.302107657705
11115.0,0150470,0.0,0.71,0.0,No Access Control,3.0,No Access Conrtol,15.0,BRIDGEPORT,2022,2cce60b4-a352-4451-83f5-e51eb2be4d7a,3796.50322743845
11116.0,0150636,0.0,0.12,0.0,No Access Control,3.0,No Access Conrtol,15.0,BRIDGEPORT,2022,c92e64de-6e3e-422b-8370-c5a50066aae9,648.338009593768
11117.0,0150642,0.0,0.52,0.0,No Access Control,3.0,No Access Conrtol,15.0,BRIDGEPORT,2022,b9eef965-66f1-46f7-a47a-9c458c53bd6d,2755.70623338491
11118.0,0150646,0.0,4.05,0.0,No Access Control,3.0,No Access Conrtol,15.0,BRIDGEPORT,2022,119b8c37-f0c1-4496-aca5-2ab59509349d,21321.4958354819
11119.0,0150646R,0.8,2.36,0.0,No Access Control,3.0,No Access Conrtol,15.0,BRIDGEPORT,2022,67e82eff-5ca2-4aa7-9304-65e176b14a4d,8211.32132691895
11120.0,0150646R,2.57,2.7,0.0,No Access Control,3.0,No Access Conrtol,15.0,BRIDGEPORT,2022,9876f2b8-fbb2-4a26-a39b-4c5a8f3c18c8,663.818392117418
11121.0,0150780R,1.02,1.23,0.0,No Access Control,3.0,No Access Conrtol,15.0,BRIDGEPORT,2022,da3891ee-a6f9-44e7-83fe-ab75f8842c9f,1040.11589273639
11122.0,0150826,0.0,0.55,0.0,No Access Control,3.0,No Access Conrtol,15.0,BRIDGEPORT,2022,a9221e29-53c1-414a-a478-fe9c4196c66a,2966.38686632413
11123.0,0150829,0.0,0.52,0.0,No Access Control,3.0,No Access Conrtol,15.0,BRIDGEPORT,2022,a3c4c97a-6471-4456-85bf-41fe3d68a5bd,2764.8767337779
11124.0,0150871,0.0,0.69,0.0,No Access Control,3.0,No Access Conrtol,15.0,BRIDGEPORT,2022,9bacfcd9-dc74-4b48-b4e9-dc321289795b,3645.86549283554
11125.0,0150897,0.0,0.67,0.0,No Access Control,3.0,No Access Conrtol,15.0,BRIDGEPORT,2022,6134b26a-fe51-4a45-80f1-71b1ef198f76,3629.40479541568
11126.0,0150913,0.0,0.26,0.0,No Access Control,3.0,No Access Conrtol,15.0,BRIDGEPORT,2022,c3fd69da-a53f-4cf3-aa28-1118e76e0f9f,1387.21851345072
11127.0,0151051,0.0,1.49,0.0,No Access Control,3.0,No Access Conrtol,15.0,BRIDGEPORT,2022,121fecc0-c11c-4917-be6d-3d1738b4dfb4,7845.25621325206
11128.0,0151099,0.0,0.06,0.0,No Access Control,3.0,No Access Conrtol,15.0,BRIDGEPORT,2022,2dff3491-2e02-4ab9-867b-12d0a1383dd0,300.573452836008
11129.0,0151102,0.0,0.36,0.0,No Access Control,3.0,No Access Conrtol,15.0,BRIDGEPORT,2022,d05fd636-88c8-4162-b6bc-2bf5e8fecf38,1893.20836450137
11130.0,0170095,0.0,0.67,0.0,No Access Control,3.0,No Access Conrtol,17.0,BRISTOL,2022,484d3ddf-797e-4507-98c9-828f97ac51f4,3522.71493447929
11131.0,0390014,0.0,0.94,0.0,No Access Control,3.0,No Access Conrtol,39.0,EAST GRANBY,2022,e372af59-da30-4aed-9dec-2c2dd193b60a,4979.26124655298
11132.0,0390041,0.0,0.55,0.0,No Access Control,3.0,No Access Conrtol,39.0,EAST GRANBY,2022,e22c16e2-0662-41e9-8ec5-6f7728972a27,2873.99561669642
11133.0,0390083,0.0,0.19,0.0,No Access Control,3.0,No Access Conrtol,39.0,EAST GRANBY,2022,4312b1ed-0693-4a8e-86f8-6696b64fd627,1020.13788971561
11134.0,0400064,0.0,1.89,0.0,No Access Control,3.0,No Access Conrtol,40.0,EAST HADDAM,2022,ff4b0881-6cd6-41e3-bdab-b4e2a8e28984,10069.1750148229
11135.0,0410016,0.0,0.44,0.0,No Access Control,3.0,No Access Conrtol,41.0,EAST HAMPTON,2022,e0b4e582-2089-4975-ac07-aa19e811d925,2348.89311087905
11136.0,0410166,0.0,0.5,0.0,No Access Control,3.0,No Access Conrtol,41.0,EAST HAMPTON,2022,7a4d706a-6646-4848-93e2-a8e55717cf10,2709.49804231421
11137.0,0430043,0.0,0.55,0.0,No Access Control,3.0,No Access Conrtol,43.0,EAST HAVEN,2022,efa6fef9-a711-4c0e-9e86-7483d72fd5dc,2863.31488905348
11138.0,0430123,0.0,0.2,0.0,No Access Control,3.0,No Access Conrtol,43.0,EAST HAVEN,2022,1939f1ed-7019-4f2a-8a3b-84b4c0cd3eeb,1051.35596609985
11139.0,0430290,0.0,2.36,0.0,No Access Control,3.0,No Access Conrtol,43.0,EAST HAVEN,2022,3d29a02a-3a41-4f63-9b31-4f2afbf0f2f0,12405.165930947
11140.0,0440024,0.0,0.97,0.0,No Access Control,3.0,No Access Conrtol,44.0,EAST LYME,2022,2c2a51c2-47ce-42b6-8cb4-19a24d5496ce,5056.93575544136
11141.0,0440089,0.0,1.79,0.0,No Access Control,3.0,No Access Conrtol,44.0,EAST LYME,2022,b6bcc5a2-b088-4ca9-9889-63265b9b0f0b,9389.8715809708
11142.0,0440179,0.0,2.41,0.0,No Access Control,3.0,No Access Conrtol,44.0,EAST LYME,2022,4a50d0d1-a1a7-4d78-bffa-92dc945ce709,12771.9725718944
11143.0,0440211,0.0,0.71,0.0,No Access Control,3.0,No Access Conrtol,44.0,EAST LYME,2022,ec06bbad-2695-460e-a899-2494fbba7732,3791.43800576318
11144.0,0440217,0.0,2.08,0.0,No Access Control,3.0,No Access Conrtol,44.0,EAST LYME,2022,e74ef107-7526-4e1b-884f-6d624f25dcfa,11028.721113334
11145.0,0480524,0.0,1.37,0.0,No Access Control,3.0,No Access Conrtol,48.0,ENFIELD,2022,6a6d77c8-85f1-4edc-b613-c6b1e9c208c5,7196.2922282366
11146.0,0480524R,0.0,1.37,0.0,No Access Control,3.0,No Access Conrtol,48.0,ENFIELD,2022,524ec46c-f20a-4a0a-9d80-acd440f595f4,7194.42324312689
11147.0,0490073,0.0,0.79,0.0,No Access Control,3.0,No Access Conrtol,49.0,ESSEX,2022,5b625a93-590f-4e85-9d02-7e3a3c00eaff,4170.59553918226
11148.0,0490099,0.0,0.3,0.0,No Access Control,3.0,No Access Conrtol,49.0,ESSEX,2022,c3b23e56-44ae-43fc-989b-5444ddb508b6,1608.45359175715
11149.0,0500156,0.0,0.53,0.0,No Access Control,3.0,No Access Conrtol,50.0,FAIRFIELD,2022,1653255e-f823-4e66-a8a9-b1cbda7d9ea8,2826.75027264382
11150.0,0500279,0.0,0.55,0.0,No Access Control,3.0,No Access Conrtol,50.0,FAIRFIELD,2022,3ff86877-aa43-4406-aba2-bdce0b99a95e,2983.00028089635
11151.0,0440234,0.0,1.32,0.0,No Access Control,3.0,No Access Conrtol,44.0,EAST LYME,2022,6565be26-6768-49e3-bf99-6cdcd1f19259,6996.23215583876
11152.0,0450073,0.0,0.25,0.0,No Access Control,3.0,No Access Conrtol,45.0,EASTON,2022,631e25cf-53a0-4a7a-be59-670e5af5b9eb,1333.84041167515
11153.0,0460070,0.0,2.15,0.0,No Access Control,3.0,No Access Conrtol,46.0,EAST WINDSOR,2022,d73c2ac9-2190-422c-b977-0f01d1f1d861,11375.3725817391
11154.0,0470008,0.0,1.56,0.0,No Access Control,3.0,No Access Conrtol,47.0,ELLINGTON,2022,e67284d4-742e-433a-8195-bdcfc1eaa1c6,8155.51152682526
11155.0,0470063,0.0,0.7,0.0,No Access Control,3.0,No Access Conrtol,47.0,ELLINGTON,2022,119053e9-4cfe-4b13-960a-17874edd4fdd,3680.29596931328
11156.0,0470081,0.0,0.26,0.0,No Access Control,3.0,No Access Conrtol,47.0,ELLINGTON,2022,684c7fef-6f4d-4a64-b390-533dda3a28e6,1416.84093045454
11157.0,0480325,0.0,2.49,0.0,No Access Control,3.0,No Access Conrtol,48.0,ENFIELD,2022,d20251d5-94bf-4702-9ab1-b5a73b08e7d0,13106.2106255539
11158.0,0480444,0.0,2.12,0.0,No Access Control,3.0,No Access Conrtol,48.0,ENFIELD,2022,e81a37f6-81e7-4ef7-80eb-95083512bbbb,11236.9143427421
11159.0,0360074,0.0,1.88,0.0,No Access Control,3.0,No Access Conrtol,36.0,DERBY,2022,b7ad7885-af40-4ce8-97c0-7c2419ce36e4,9862.01404611381
11160.0,0370024,0.0,0.87,0.0,No Access Control,3.0,No Access Conrtol,37.0,DURHAM,2022,82b0ed76-4d0b-4376-afe4-b47ea6b9e32d,4577.42061672906
11161.0,0370045,0.0,1.22,0.0,No Access Control,3.0,No Access Conrtol,37.0,DURHAM,2022,c6e464f1-bd17-40a9-aeab-a8cb74b879bd,6492.40524919141
11162.0,0390013,0.0,0.72,0.0,No Access Control,3.0,No Access Conrtol,39.0,EAST GRANBY,2022,5637dc1a-b344-4870-9e0e-a1ba49c1911c,3898.32066341891
11163.0,0560161,0.0,1.2,0.0,No Access Control,3.0,No Access Conrtol,56.0,GREENWICH,2022,692745cb-f656-4b99-b442-b39a60aa693d,6326.95858110336
11164.0,0560169,0.0,0.33,0.0,No Access Control,3.0,No Access Conrtol,56.0,GREENWICH,2022,8047a0e4-7a11-49da-9001-0398821867c7,1781.89525881571
11165.0,0560226R,0.0,0.13,0.0,No Access Control,3.0,No Access Conrtol,56.0,GREENWICH,2022,b4d7ff3f-8812-405d-a685-cca7cb029c67,675.707964136536
11166.0,0560241,0.0,0.57,0.0,No Access Control,3.0,No Access Conrtol,56.0,GREENWICH,2022,bc902110-e520-416c-a8dd-60ec1df2bf13,3040.81285750423
11167.0,0560316,0.0,1.13,0.0,No Access Control,3.0,No Access Conrtol,56.0,GREENWICH,2022,e66f6fb7-7692-46e6-b17a-e210ed8492fb,5962.04850303955
11168.0,0560347,0.0,7.66,0.0,No Access Control,3.0,No Access Conrtol,56.0,GREENWICH,2022,a48633ac-313e-4aad-a841-beb6f8204c9b,40548.3913348408
11169.0,0560421,0.0,0.8,0.0,No Access Control,3.0,No Access Conrtol,56.0,GREENWICH,2022,0ce9eb1b-1b8c-4a01-a23e-ca59297519ea,4199.54241671818
11170.0,0560422,0.0,0.16,0.0,No Access Control,3.0,No Access Conrtol,56.0,GREENWICH,2022,8a878754-624b-40dd-bf56-b0799d875c3a,865.412315603935
11171.0,0560609R,0.44,0.47,0.0,No Access Control,3.0,No Access Conrtol,56.0,GREENWICH,2022,7cef64ea-7d48-4c70-a674-4fb4147f26c6,222.074486979466
11172.0,0560628,0.0,5.66,0.0,No Access Control,3.0,No Access Conrtol,56.0,GREENWICH,2022,5678ec3a-352c-4107-a5ef-de1689894555,29718.3799239011
11173.0,0560811,0.0,0.04,0.0,No Access Control,3.0,No Access Conrtol,56.0,GREENWICH,2022,465a6499-502a-4d22-b16c-58e66894472c,227.246611187608
11174.0,0580240,0.0,0.68,0.0,No Access Control,3.0,No Access Conrtol,58.0,GROTON,2022,b03bdfa9-5f61-46f7-aa6f-597324077b8d,3635.43025780396
11175.0,0580368,0.0,1.1,0.0,No Access Control,3.0,No Access Conrtol,58.0,GROTON,2022,01140c7d-bc63-4765-9c2c-f2a4ec08ed54,5859.4175813669
11176.0,0590051,0.0,0.59,0.0,No Access Control,3.0,No Access Conrtol,59.0,GUILFORD,2022,05a7f0b6-ff2d-4f83-9cd4-d26853da6832,3052.7364539688
11177.0,0590053,0.0,0.48,0.0,No Access Control,3.0,No Access Conrtol,59.0,GUILFORD,2022,841cab59-4b08-49eb-97f2-34347ce96774,2554.07401997662
11178.0,0590090,0.0,3.98,0.0,No Access Control,3.0,No Access Conrtol,59.0,GUILFORD,2022,8230eec3-d2ba-4b2c-9a6f-83cbd849be3d,21154.7223898886
11179.0,0590103,0.0,3.78,0.0,No Access Control,3.0,No Access Conrtol,59.0,GUILFORD,2022,c3c4260a-d2d6-480a-a5c6-01fbdcdb4cf6,19984.0650797217
11180.0,0590113,0.0,1.77,0.0,No Access Control,3.0,No Access Conrtol,59.0,GUILFORD,2022,c5eb7fc4-835a-4fd7-bdcc-973a1aeacf13,9497.2629967666
11181.0,0590116,0.0,1.45,0.0,No Access Control,3.0,No Access Conrtol,59.0,GUILFORD,2022,f9888334-bc17-4a4e-9c88-afb9488f4b34,7795.37819490107
11182.0,0590120,0.0,0.83,0.0,No Access Control,3.0,No Access Conrtol,59.0,GUILFORD,2022,d1a015b8-6fd7-4c66-a34d-15e9846c5ae9,4345.47865629383
11183.0,0590313,0.0,0.73,0.0,No Access Control,3.0,No Access Conrtol,59.0,GUILFORD,2022,bcde2275-454e-4b51-89fe-e0a003f4f1df,3872.95928927846
11184.0,0610096,0.0,0.53,0.0,No Access Control,3.0,No Access Conrtol,61.0,HAMDEN,2022,5b51b4bf-b092-4af0-9c16-e575ea233412,2836.17639567766
11185.0,0610099,0.0,1.37,0.0,No Access Control,3.0,No Access Conrtol,61.0,HAMDEN,2022,ecb5c1d4-64a8-4214-8009-979971f8e2f2,7337.16890534972
11186.0,0610102,0.0,0.39,0.0,No Access Control,3.0,No Access Conrtol,61.0,HAMDEN,2022,6f8130b2-88e2-4d52-874f-cf7d0613b62c,2104.78312769163
11187.0,0610251,0.0,0.57,0.0,No Access Control,3.0,No Access Conrtol,61.0,HAMDEN,2022,a852c1e8-a5f2-469a-9e2e-69e1cd1ae234,3046.77569324129
11188.0,0610273,0.0,0.85,0.0,No Access Control,3.0,No Access Conrtol,61.0,HAMDEN,2022,8d5f7dba-0427-4cfe-8d39-e3ba085bee8e,4504.02835507897
11189.0,0610385,0.0,0.63,0.0,No Access Control,3.0,No Access Conrtol,61.0,HAMDEN,2022,ac07ea91-8e06-4a02-9bad-287a98e94405,3357.11152619709
11190.0,0610491,0.0,2.12,0.0,No Access Control,3.0,No Access Conrtol,61.0,HAMDEN,2022,4a9de2fb-6c1e-4797-be9a-d2f6c27c9c63,11177.6903810593
11191.0,0610548,0.0,1.18,0.0,No Access Control,3.0,No Access Conrtol,61.0,HAMDEN,2022,88e3a05e-cf65-4c70-91a0-6b3cc06c3a46,6222.71216913864
11192.0,0500342,0.0,0.55,0.0,No Access Control,3.0,No Access Conrtol,50.0,FAIRFIELD,2022,57e0cb6d-4ea3-4876-87a7-0d81ba9a9c23,2966.77307625121
11193.0,0500447,0.0,1.64,0.0,No Access Control,3.0,No Access Conrtol,50.0,FAIRFIELD,2022,9d9f9ff2-628d-4e42-bb8e-204b6db0392b,8641.17382357473
11194.0,0500644,0.0,1.56,0.0,No Access Control,3.0,No Access Conrtol,50.0,FAIRFIELD,2022,fe4d43a9-fe53-4584-80c8-8b3475547694,8303.90125838221
11195.0,0500874,0.0,1.02,0.0,No Access Control,3.0,No Access Conrtol,50.0,FAIRFIELD,2022,2556cb55-1bf4-4fc8-ab15-0ee53a94a467,5382.97144418449
11196.0,0510015,0.0,1.56,0.0,No Access Control,3.0,No Access Conrtol,51.0,FARMINGTON,2022,b781bd0a-1f7d-44e7-899f-06425e8b36c7,8248.02888413333
11197.0,0510106,0.0,2.6,0.0,No Access Control,3.0,No Access Conrtol,51.0,FARMINGTON,2022,ead45932-3398-4f5c-9ff6-f42000c4dee6,13806.3205297268
11198.0,0510115,0.0,0.74,0.0,No Access Control,3.0,No Access Conrtol,51.0,FARMINGTON,2022,d34ed1b1-0f0f-4dec-8591-57f441e3952d,3878.55451732164
11199.0,0510174,0.0,2.15,0.0,No Access Control,3.0,No Access Conrtol,51.0,FARMINGTON,2022,e48c38a7-5f6c-46c6-9352-3b61f30bf6b8,11376.5446644014
11200.0,0510179,0.0,0.45,0.0,No Access Control,3.0,No Access Conrtol,51.0,FARMINGTON,2022,a6f1fa24-8d36-4374-95f6-1d589331efbd,2406.59876647139
11201.0,0510218,0.0,0.56,0.0,No Access Control,3.0,No Access Conrtol,51.0,FARMINGTON,2022,0aec2db5-3b77-4039-9992-5efb92c2075a,2960.52169101246
