station,stationname,elevation(double precision),latitude(double precision),longitude(double precision),datevalue,qpcp(long),measurement_flag,quality_flag,units
COOP:311564,CATALOOCHEE NC US,798.9,18.29349253092988,-83.1,19840118 19:45,1,,,HI
COOP:311564,CATALOOCHEE NC US,798.9,35.61667,-83.1,19840118 21:30,1,,,HI
COOP:311564,CATALOOCHEE NC US,798.9,35.61667,-83.1,19840119 00:15,1,,,HI
COOP:311564,CATALOOCHEE NC US,798.9,35.61667,-83.1,19840119 03:00,1,,,HI
COOP:311564,CATALOOCHEE NC US,798.9,35.69662669794692,-83.1,19840123 11:15,1,,,HI
COOP:311564,CATALOOCHEE NC US,803.1919924619019,50.13001149360984,-83.1,19840123 13:30,1,,,HI
COOP:311564,CATALOOCHEE NC US,798.9,35.61667,-83.1,19840123 15:45,1,,,HI
COOP:311564,CATALOOCHEE NC US,798.9,35.61667,-83.1,19840123 18:00,1,,,HI
COOP:311564,CATALOOCHEE NC US,798.9,35.61667,-83.1,19840123 20:15,1,,,HI
COOP:311564,CATALOOCHEE NC US,1011.851236215063,35.61667,-83.1,19840123 22:30,1,,,HI
COOP:311564,CATALOOCHEE NC US,798.9,35.61667,-83.1,19840123 23:45,2,,,HI
COOP:311564,CATALOOCHEE NC US,798.9,28.000163114759918,-83.1,19840124 00:15,1,,,HI
COOP:311564,CATALOOCHEE NC US,755.7918415772706,32.98952478795083,-111.884881480071,19840124 00:30,1,,,HI
COOP:311564,CATALOOCHEE NC US,1019.0674878786944,50.21623267442581,-83.1,19840124 00:45,1,,,HI
COOP:311564,CATALOOCHEE NC US,798.9,39.72839989887551,-83.1,19840124 01:00,1,,,HI
COOP:311564,CATALOOCHEE NC US,734.1587339503199,35.61667,-83.1,19840124 01:15,1,,,HI
COOP:311564,CATALOOCHEE NC US,798.9,35.61667,-83.1,19840124 01:30,1,,,HI
COOP:311564,CATALOOCHEE NC US,798.9,35.61667,-83.1,19840124 01:45,1,,,HI
COOP:311564,CATALOOCHEE NC US,798.9,35.61667,-83.1,19840124 02:00,1,,,HI
COOP:311564,CATALOOCHEE NC US,798.9,35.61667,-107.73136398785796,19840124 02:15,1,,,HI
COOP:311564,CATALOOCHEE NC US,798.9,35.61667,-83.1,19840124 02:30,1,,,HI
COOP:311564,CATALOOCHEE NC US,798.9,35.61667,-83.1,19840124 02:45,1,,,HI
COOP:311564,CATALOOCHEE NC US,713.080119190721,36.58947235701499,-83.1,19840124 03:00,1,,,HI
COOP:311564,CATALOOCHEE NC US,798.9,35.61667,-83.1,19840124 03:15,1,,,HI
COOP:311564,CATALOOCHEE NC US,798.9,35.61667,-83.1,19840124 03:30,1,,,HI
COOP:311564,CATALOOCHEE NC US,798.9,35.61667,-83.1,19840124 03:45,1,,,HI
COOP:311564,CATALOOCHEE NC US,798.9,35.61667,-83.1,19840124 04:00,1,,,HI
COOP:311564,CATALOOCHEE NC US,798.9,35.61667,-83.1,19840124 04:15,1,,,HI
COOP:311564,CATALOOCHEE NC US,798.9,35.61667,-83.1,19840124 04:30,1,,,HI
COOP:311564,CATALOOCHEE NC US,798.9,35.61667,-83.1,19840124 04:45,1,,,HI
COOP:311564,CATALOOCHEE NC US,798.9,35.61667,-83.1,19840124 05:00,1,,,HI
COOP:311564,CATALOOCHEE NC US,1050.27460826498,35.61667,-83.1,19840124 05:15,1,,,HI
COOP:311564,CATALOOCHEE NC US,798.9,35.61667,-56.445589181613975,19840124 05:30,1,,,HI
COOP:311564,CATALOOCHEE NC US,798.9,35.61667,-83.1,19840124 05:45,1,,,HI
COOP:311564,CATALOOCHEE NC US,798.9,35.61667,-83.1,19840124 06:00,1,,,HI
COOP:311564,CATALOOCHEE NC US,798.9,35.61667,-83.1,19840124 06:15,1,,,HI
COOP:311564,CATALOOCHEE NC US,828.3560734617148,35.61667,-83.1,19840124 06:30,1,,,HI
COOP:311564,CATALOOCHEE NC US,798.9,35.61667,-83.1,19840124 06:45,1,,,HI
COOP:311564,CATALOOCHEE NC US,798.9,35.61667,-83.1,19840124 07:00,1,,,HI
COOP:311564,CATALOOCHEE NC US,798.9,35.61667,-83.1,19840124 07:15,1,,,HI
COOP:311564,CATALOOCHEE NC US,798.9,35.61667,-83.1,19840124 09:00,1,,,HI
COOP:311564,CATALOOCHEE NC US,798.9,35.61667,-83.1,19840124 10:00,1,,,HI
COOP:311564,CATALOOCHEE NC US,798.9,35.61667,-83.1,19840124 11:00,1,,,HI
COOP:311564,CATALOOCHEE NC US,798.9,28.910825321352164,-83.1,19840124 12:00,1,,,HI
COOP:311564,CATALOOCHEE NC US,798.9,35.61667,-83.1,19840124 13:00,1,,,HI
COOP:311564,CATALOOCHEE NC US,798.9,35.61667,-83.1,19840124 14:00,1,,,HI
COOP:311564,CATALOOCHEE NC US,798.9,32.484531571987226,-53.70383820661889,19840124 15:00,1,,,HI
COOP:311564,CATALOOCHEE NC US,798.9,35.61667,-83.1,19840124 16:00,1,,,HI
COOP:311564,CATALOOCHEE NC US,413.2703011818293,35.61667,-83.1,19840124 17:00,1,,,HI
COOP:311564,CATALOOCHEE NC US,798.9,35.61667,-83.1,19840124 18:00,1,,,HI
COOP:311564,CATALOOCHEE NC US,782.125806140635,35.61667,-83.1,19840124 19:00,1,,,HI
COOP:311564,CATALOOCHEE NC US,798.9,35.61667,-83.1,19840124 20:00,1,,,HI
COOP:311564,CATALOOCHEE NC US,798.9,33.90535931276815,-83.1,19840124 21:00,1,,,HI
COOP:311564,CATALOOCHEE NC US,798.9,32.11075842144893,-83.1,19840124 22:30,1,,,HI
COOP:311564,CATALOOCHEE NC US,798.9,35.61667,-83.1,19840125 02:15,1,,,HI
COOP:311564,CATALOOCHEE NC US,798.9,35.61667,-83.1,19840125 06:00,1,,,HI
COOP:311564,CATALOOCHEE NC US,798.9,35.61667,-83.1,19840125 08:30,1,,,HI
COOP:311564,CATALOOCHEE NC US,804.3610996118001,35.61667,-81.89877798698072,19840130 10:15,1,,,HI
COOP:311564,CATALOOCHEE NC US,798.9,35.61667,-83.1,19840130 11:30,1,,,HI
COOP:311564,CATALOOCHEE NC US,798.9,35.61667,-83.1,19840130 12:45,1,,,HI
COOP:311564,CATALOOCHEE NC US,798.9,35.61667,-83.1,19840130 14:00,1,,,HI
COOP:311564,CATALOOCHEE NC US,798.9,35.61667,-83.1,19840130 15:15,1,,,HI
COOP:311564,CATALOOCHEE NC US,877.4751777859884,35.61667,-83.1,19840130 16:30,1,,,HI
COOP:311564,CATALOOCHEE NC US,797.1582453208623,37.042924057742994,-83.1,19840130 17:45,1,,,HI
COOP:311564,CATALOOCHEE NC US,1059.4389939254029,35.61667,-83.1,19840130 19:00,1,,,HI
COOP:311564,CATALOOCHEE NC US,798.9,35.61667,-83.1,19840130 22:00,1,,,HI
COOP:311564,CATALOOCHEE NC US,798.9,35.61667,-83.1,19840131 02:30,1,,,HI
