OBJECTID,DEF_FEATURE,COORD_SRC,ACCURACY_FT,SHAPE_Length
313,SUBDIVISION,CADNSDI,0,0.0641619082312015
314,SUBDIVISION,CADNSDI,0,0.000937658095410732
315,ROAD_OFFSET,SOURCEL,0,0.00202264583758125
316,ROAD_OFFSET,SOURCEL,0,0.0382314674881424
317,ROAD_OFFSET,SOURCEL,0,0.0018918880734846
318,ROAD_OFFSET,SOURCEL,0,0.00388081884396513
319,ROAD_OFFSET,SOURCEL,0,0.00502328009651382
320,ROAD_OFFSET,SOURCEL,0,0.000230437557737237
321,ROAD_OFFSET,SOURCEL,0,0.200269216295964
322,ROAD_OFFSET,SOURCEL,0,0.00222663215775251
323,ROAD_OFFSET,SOURCEL,0,0.0276839373861147
324,ROAD_OFFSET,SOURCEL,0,0.00259386155003247
325,ROAD_OFFSET,SOURCEL,0,0.0279813944656021
326,SUBDIVISION,CADNSDI,0,0.0473732600464019
327,ROAD_OFFSET,SOURCEL,0,0.0135466881234322
328,ROAD_OFFSET,SOURCEL,0,0.00194271221230112
329,ROAD_OFFSET,SOURCEL,0,0.00196015888777122
330,ROAD_OFFSET,SOURCEL,0,0.0492058894502591
331,ROAD_OFFSET,SOURCEL,0,0.0202031643225086
332,SUBDIVISION,CADNSDI,0,0.00473312836189098
333,ROAD_OFFSET,SOURCEL,0,0.0352441580613018
334,SUBDIVISION,CADNSDI,0,0.0165843286910775
335,ROAD_OFFSET,SOURCEL,0,0.0712893234474078
336,JURISDICTION,SOURCEL,0,0.000227832576959302
337,UNKNOWN,UNK,,0.00250558790555648
338,JURISDICTION,SOURCEL,0,0.000112502947285449
339,ROAD_OFFSET,SOURCEL,0,0.00774230553019938
340,SUBDIVISION,CADNSDI,0,0.107510809721652
341,ROAD_OFFSET,SOURCEL,0,0.00132228934460902
342,SUBDIVISION,CADNSDI,0,0.0259700756863489
343,UNKNOWN,UNK,,0.00570496200170509
344,SUBDIVISION,CADNSDI,0,0.0156496244543797
345,UNKNOWN,UNK,,0.00356202160079472
346,SUBDIVISION,CADNSDI,0,0.00754039311885385
347,UNKNOWN,UNK,,0.00443651204254935
348,SUBDIVISION,CADNSDI,0,0.00843895720157913
349,UNKNOWN,UNK,,0.0083899919777175
350,SUBDIVISION,CADNSDI,0,0.0330964774583411
351,SUBDIVISION,CADNSDI,0,0.220423081347252
352,ROAD_OFFSET,SOURCEL,0,0.00564819638787431
353,SUBDIVISION,CADNSDI,0,0.0377909015432781
354,SUBDIVISION,CADNSDI,0,0.088346743153728
355,SUBDIVISION,CADNSDI,0,0.0342519661228298
356,ROAD_OFFSET,SOURCEL,0,0.0295434697910587
357,POINT-TO-POINT,UNK,,0.00102585321097072
358,ROAD_OFFSET,SOURCEL,0,0.00397447038962086
359,POINT-TO-POINT,SRV,40,0.0024412022459691
360,POINT-TO-POINT,SRV,40,0.000650039410925255
361,ROAD_OFFSET,SOURCEL,0,0.0480299970995839
362,ROAD_OFFSET,DRG,0,0.00202579210916758
363,WATERCOURSE_OFFSET,SOURCEL,0,0.00367548067591767
364,ROAD_OFFSET,SOURCEL,0,0.0121306207676089
365,POINT-TO-POINT,UNK,-1,0.000343064866630367
366,POINT-TO-POINT,UNK,-1,0.000448754884490518
367,POINT-TO-POINT,UNK,-1,0.0004509865746236
368,POINT-TO-POINT,UNK,-1,0.000424403552814812
369,SUBDIVISION,SOURCEL,,0.0172627045653467
370,POINT-TO-POINT,IMG,0,3.63101432505352e-05
371,ROAD_OFFSET,IMG,,0.00253666170840031
372,SUBDIVISION,CADNSDI,0,0.0107983517524075
373,ROAD_OFFSET,SOURCEL,0,0.0263486638477376
374,ROAD_OFFSET,SOURCEL,0,0.0164154321458234
375,ROAD_OFFSET,SOURCEL,0,0.00042217812854971
376,SUBDIVISION,CADNSDI,0,0.161192804902163
377,SUBDIVISION,CADNSDI,0,0.0121722492133702
378,POINT-TO-POINT,SRV,40,0.000489104316463689
379,POINT-TO-POINT,UNK,-1,0.000439730546958113
380,ROAD_OFFSET,SOURCEL,,0.188462152568781
381,WATERCOURSE_OFFSET,SOURCEL,0,0.0570406346888864
382,PARKING_AREA,IMG,0,0.00120706017384123
383,ROAD_OFFSET,SOURCEL,0,0.0166580162823724
384,SUBDIVISION,CADNSDI,3,0.00653283938496229
385,SUBDIVISION,CADNSDI,3,0.00405300469689762
386,SUBDIVISION,CADNSDI,3,0.00700138614356604
387,SUBDIVISION,CADNSDI,3,0.00185292181117879
388,SUBDIVISION,CADNSDI,3,0.00216028674539325
389,SUBDIVISION,CADNSDI,3,0.0404074439485043
390,SUBDIVISION,CADNSDI,,0.0181458765538326
391,SUBDIVISION,CADNSDI,3,0.00190869764438955
392,SUBDIVISION,CADNSDI,3,0.00674377867018597
393,FENCE,GPS,3,0.0018489697500757
394,ROAD_OFFSET,SOURCEL,,0.000950818422308785
395,ROAD_OFFSET,SOURCEL,40,0.000621130193239556
396,POWERLINE,SOURCEL,0,0.00109445225442745
397,ROAD_OFFSET,SOURCEL,40,0.00306563875594963
398,ROAD_OFFSET,SOURCEL,,0.00152798188985157
399,ROAD_OFFSET,SOURCEL,,0.0126302719331372
400,SUBDIVISION,CADNSDI,0,0.000206013405582028
401,SUBDIVISION,CADNSDI,0,0.0197811361851953
402,SUBDIVISION,CADNSDI,0,0.00424142724945653
403,SUBDIVISION,CADNSDI,0,0.0198045971316091
404,ROAD_OFFSET,SOURCEL,40,0.0157088800905155
405,ROAD_OFFSET,SOURCEL,40,0.00167723979975817
406,ROAD_OFFSET,SOURCEL,40,0.0014659927831378
407,SUBDIVISION,GCD,0,0.204422805085494
408,SUBDIVISION,GCD,0,0.0210070168143725
409,POWERLINE,SOURCEL,0,0.00767332496010936
410,POINT-TO-POINT,SOURCEL,0,0.0024905229388085
411,ROAD_OFFSET,SOURCEL,0,0.0027412571539688
412,SUBDIVISION,CADNSDI,0,0.00243188365453867
413,POWERLINE,SOURCEL,40,0.0132827530332104
414,SUBDIVISION,CADNSDI,0,0.00120575221909326
415,SUBDIVISION,CADNSDI,0,0.0113177744794541
416,SUBDIVISION,CADNSDI,0,0.0254410955442827
417,SUBDIVISION,CADNSDI,0,0.0215429923826219
418,ROAD_OFFSET,SOURCEL,0,0.0214923059467373
419,SUBDIVISION,CADNSDI,0,0.0552537563394483
420,SUBDIVISION,CADNSDI,0,0.000898722141727542
421,SUBDIVISION,CADNSDI,0,0.0271690021287275
422,POINT-TO-POINT,GPS,3,0.00155972776354657
423,ROAD_OFFSET,SOURCEL,0,0.0128845909753131
424,SUBDIVISION,CADNSDI,0,0.00492878246436795
425,SUBDIVISION,CADNSDI,0,0.00248528696697412
426,PARKING_AREA,IMG,20,0.00230090104464279
427,SUBDIVISION,CADNSDI,0,0.00515360338395285
428,SUBDIVISION,CADNSDI,0,0.0160215497219858
429,POINT-TO-POINT,SRV,0,0.00383923124488519
430,SUBDIVISION,CADNSDI,0,0.000209994062532328
431,POINT-TO-POINT,SRV,0,0.00995764604559586
432,SUBDIVISION,CADNSDI,0,0.000465793148752235
433,RIGHT-OF-WAY,SOURCEL,0,0.00289446586815246
434,RIGHT-OF-WAY,SOURCEL,0,0.00182420622230534
435,SUBDIVISION,CADNSDI,0,0.00117870201255365
436,WATERCOURSE_OFFSET,SOURCEL,0,0.00301627193847684
437,POINT-TO-POINT,UNK,0,0.000266068702978377
438,SUBDIVISION,CADNSDI,0,0.00220506577676046
439,RIM,SOURCEL,0,0.00388546979450188
440,SUBDIVISION,CADNSDI,0,0.00461416713773809
441,RIM,DEM,0,0.0502767200390881
442,POINT-TO-POINT,SRV,40,0.00178115387284937
443,RIM,DRG,0,0.00198757371176474
444,SUBDIVISION,CADNSDI,3,0.0449398094654146
445,ROAD_OFFSET,CFF,40,0.00156735848867631
446,POINT-TO-POINT,SRV,40,0.000548881919833829
447,ROAD_OFFSET,CFF,40,0.00890425071718685
448,ROAD_OFFSET,SRV,40,0.00156492375979313
449,POINT-TO-POINT,SRV,40,0.0055898001525182
450,ROAD_OFFSET,CFF,40,0.00408279610284751
451,POINT-TO-POINT,SRV,40,0.00232723399095612
452,ROAD_OFFSET,CFF,40,0.00493817621411751
453,ROAD_OFFSET,CFF,40,0.00108629342640661
454,POINT-TO-POINT,SRV,40,0.00333616315674295
455,ROAD_OFFSET,CFF,40,0.00315843960091028
456,POINT-TO-POINT,SRV,40,0.00640273187595816
457,ROAD_OFFSET,CFF,40,0.00931579501822066
458,POINT-TO-POINT,SRV,40,0.00455773937297882
459,NLCS_BOUNDARY,SRV,40,0.00877040368180062
460,NLCS_BOUNDARY,SRV,40,0.013696618895057
461,POINT-TO-POINT,SRV,40,0.00153476145405223
462,POINT-TO-POINT,SRV,40,0.00147877912508553
463,NLCS_BOUNDARY,SRV,40,0.00901303010315561
464,POINT-TO-POINT,SRV,40,0.00135325916999362
465,NLCS_BOUNDARY,SRV,40,0.0106586362587432
466,POINT-TO-POINT,SRV,40,0.0125543731102036
467,ROAD_OFFSET,CFF,40,0.0044808912727953
468,NLCS_BOUNDARY,SRV,40,0.00433490491337619
469,POINT-TO-POINT,SRV,40,0.00463184193093252
470,NLCS_BOUNDARY,SRV,40,0.00231764275520193
471,POINT-TO-POINT,SRV,40,0.00187987470295428
472,WATERCOURSE,DLG,40,0.00101521558863677
473,POINT-TO-POINT,SRV,40,0.00242297200472692
474,WATERCOURSE,DLG,40,0.00291675479746647
475,NLCS_BOUNDARY,SRV,40,0.00681803623706467
476,ROAD_OFFSET,CFF,40,0.0030282687417465
477,POINT-TO-POINT,SRV,40,0.00723797721037543
478,ROAD_OFFSET,CFF,40,0.00179893639167403
479,POINT-TO-POINT,SRV,40,0.0139000524789069
480,POINT-TO-POINT,SRV,40,0.00248148369645181
481,NLCS_BOUNDARY,SRV,40,0.0136485185685842
482,POINT-TO-POINT,SRV,40,0.00220735556994097
483,ROAD_OFFSET,CFF,40,0.0294136313783967
