411.dateofcensus,10/21/2021,12/17/2020
855.dateofcensus,10/01/2021,09/27/2019
2855.dateofcensus,11/11a/2014,11/11/2014
24.singleadultmeninshelter,12379,12365
1095.dateofcensus,1/29/2019,01/29/2019
2444.dateofcensus,01/08/206,01/08/2016
407.dateofcensus,09/30/2021,12/21/2020
1594.totalchildreninshelter,14644,14544
3101.dateofcensus,02/23/2041,02/23/2014
512.dateofcensus,10/04/2021,09/07/2020
2474.dateofcensus,12/09/201u5,12/09/2015
392.dateofcensus,10/05/2021,01/05/2021
110.dateofcensus,10/13/2021,11/25/2021
957.dateofcensus,12/12/2013,06/17/2019
29.dateofcensus,10/13/2021,10/26/2021
1593.adultfamiliesinshelter,1498,1415
318.dateofcensus,10/14/2021,03/20/2021
292.dateofcensus,11/28/2013,04/15/2021
514.dateofcensus,10/13/2021,09/05/2020
2301.dateofcensus,06/02/201x6,06/02/2016
236.dateofcensus,10/06/2021,06/10/2021
456.dateofcensus,10/02/2021,11/02/2020
274.dateofcensus,10/08/2021,05/03/2021
1317.singleadultmeninshelter,12536,12514
796.dateofcensus,10/05/2021,11/25/2019
295.dateofcensus,09/29/2021,04/12/2021
360.dateofcensus,12/15/2013,02/06/2021
367.dateofcensus,10/01/2021,01/30/2021
504.dateofcensus,10/03/2021,09/15/2020
1705.dateofcensus,06/22/2j022,06/22/2022
612.dateofcensus,10/21/2021,05/27/2020
1523.adultsinfamilieswithchildreninshelter,11208,11160
2941.dateofcensus,080/7/2014,08/07/2014
31.dateofcensus,10/10/2021,10/28/2021
3149.dateofcensus,11/12/2031,11/12/2013
40.dateofcensus,10/14/2021,11/06/2021
585.dateofcensus,10/14/2021,06/25/2020
537.dateofcensus,10/06/2021,08/13/2020
368.dateofcensus,10/04/2021,01/29/2021
731.dateofcensus,07/29/2021,01/29/2020
805.dateofcensus,10/03/2021,11/16/2019
3229.dateofcensus,08/2/12013,08/21/2013
766.dateofcensus,10/23/2021,12/25/2019
3265.dateofcensus,09/29/222,09/29/2022
765.dateofcensus,10/17/2021,12/26/2019
2123.dateofcensus,11/282016,11/28/2016
1473.dateofcensus,03/m12/2018,03/12/2018
381.dateofcensus,10/04/2021,01/16/2021
550.dateofcensus,10/06/2021,07/31/2020
995.dateofcensus,10/06/2021,05/09/2019
927.dateofcensus,10/05/2021,07/17/2019
877.dateofcensus,10/24/2021,09/05/2019
2469.dateofcensus,12/4/2015,12/14/2015
2602.dateofcensus,08/u02/2015,08/02/2015
1409.dateofcensus,0/06/2018,05/06/2018
1595.totalindividualsinshelter,45253,45158
588.dateofcensus,10/14/2021,06/22/2020
743.dateofcensus,10/03/2021,01/17/2020
137.dateofcensus,10/14/2021,09/15/2021
2416.dateofcensus,02/50/2016,02/05/2016
857.dateofcensus,10/14/2021,09/25/2019
1595.individualsinadultfamiliesinshelter,3026,2933
1593.individualsinadultfamiliesinshelter,2985,2971
1568.dateofcensus,0/01/2022,01/01/2022
128.dateofcensus,09/30/2021,09/24/2021
2939.dateofcensus,08/9/2014,08/09/2014
42.dateofcensus,10/06/2021,11/09/2021
2893.dateofcensus,09/24/v2014,09/24/2014
552.dateofcensus,12/08/2013,07/29/2020
2876.dateofcensus,102/1/2014,10/21/2014
586.dateofcensus,10/10/2021,06/24/2020
3111.dateofcensus,02/13/2104,02/13/2014
1523.totaladultsinshelter,30721,30665
1616.childreninfamilieswithchildreninshelter,14586,14574
243.dateofcensus,10/14/2021,06/03/2021
1593.adultsinfamilieswithchildreninshelter,11209,11159
2245.dateofcensus,07/92/2016,07/29/2016
576.dateofcensus,10/10/2021,07/05/2020
1317.adultfamiliesinshelter,1456,1437
472.dateofcensus,10/21/2021,10/17/2020
1512.totalsingleadultsinshelter,16714,16619
1593.totalchildreninshelter,14548,14546
53.dateofcensus,10/02/2021,11/20/2021
189.dateofcensus,10/03/2021,07/27/2021
1084.dateofcensus,02/09/219,02/09/2019
267.dateofcensus,09/30/2021,05/10/2021
1595.totalindividualsinfamilieswithchildreninshelter,25764,25683
45.dateofcensus,10/23/2021,11/12/2021
984.dateofcensus,10/03/2021,05/21/2019
1434.dateofcensus,0q4/11/2018,04/11/2018
56.dateofcensus,10/04/2021,01/15/2014
1130.dateofcensus,12/25/0218,12/25/2018
322.dateofcensus,10/02/2021,03/16/2021
964.dateofcensus,04/08/2020,06/10/2019
461.dateofcensus,02/21/2021,10/28/2020
1523.adultfamiliesinshelter,1446,1390
3261.dateofcensus,09/25/2m022,09/25/2022
2121.dateofcensus,11/30/2106,11/30/2016
2799.dateofcensus,01/06y/2015,01/06/2015
1518.dateofcensus,04/15/2202,04/15/2022
382.dateofcensus,04/20/2021,01/15/2021
664.dateofcensus,09/30/2021,04/05/2020
928.dateofcensus,10/01/2021,07/16/2019
216.dateofcensus,10/24/2021,06/30/2021
941.dateofcensus,10/01/2021,07/03/2019
681.dateofcensus,10/05/2021,03/19/2020
689.dateofcensus,10/01/2021,03/11/2020
463.dateofcensus,09/29/2021,10/26/2020
2508.dateofcensus,11/05/2051,11/05/2015
412.dateofcensus,07/29/2021,12/16/2020
119.dateofcensus,10/05/2021,12/04/2021
62.dateofcensus,10/06/2021,01/09/2014
2138.dateofcensus,11/13/201g6,11/13/2016
707.dateofcensus,10/03/2021,02/22/2020
385.dateofcensus,06/11/2021,01/12/2021
1729.dateofcensus,01/18/218,01/18/2018
627.dateofcensus,10/19/2021,05/12/2020
3148.dateofcensus,l11/13/2013,11/13/2013
131.dateofcensus,09/29/2021,09/21/2021
611.dateofcensus,10/10/2021,05/28/2020
944.dateofcensus,10/03/2021,06/30/2019
299.dateofcensus,09/29/2021,04/08/2021
2408.dateofcensus,2/13/2016,02/13/2016
947.dateofcensus,12/12/2013,06/27/2019
2512.dateofcensus,10/31/205,10/31/2015
459.dateofcensus,10/06/2021,10/30/2020
744.dateofcensus,10/01/2021,01/16/2020
108.dateofcensus,09/29/2021,11/23/2021
2479.dateofcensus,12/0z4/2015,12/04/2015
662.dateofcensus,04/08/2020,04/07/2020
762.dateofcensus,10/17/2021,12/29/2019
577.dateofcensus,10/21/2021,07/04/2020
666.dateofcensus,11/08/2020,04/03/2020
622.dateofcensus,10/21/2021,05/17/2020
951.dateofcensus,10/01/2021,06/23/2019
1512.totalindividualsinfamilieswithchildreninshelter,25678,25609
613.dateofcensus,10/14/2021,05/26/2020
1381.dateofcensus,06/032/018,06/03/2018
361.dateofcensus,10/04/2021,02/05/2021
24.singleadultwomeninshelter,4177,4148
1014.dateofcensus,10/21/2021,04/20/2019
1512.singleadultmeninshelter,12657,12604
641.dateofcensus,10/05/2021,04/28/2020
9.dateofcensus,10/04/2021,10/07/2021
680.dateofcensus,10/02/2021,03/20/2020
421.dateofcensus,07/16/2020,12/07/2020
958.dateofcensus,11/28/2013,06/16/2019
916.dateofcensus,10/02/2021,07/28/2019
728.dateofcensus,10/06/2021,02/01/2020
3110.dateofcensus,021/4/2014,02/14/2014
289.dateofcensus,10/24/2021,04/18/2021
879.dateofcensus,10/21/2021,09/03/2019
782.dateofcensus,10/17/2021,12/09/2019
675.dateofcensus,10/03/2021,03/25/2020
1524.childreninfamilieswithchildreninshelter,14737,14643
2761.dateofcensus,02/1y5/2015,02/15/2015
988.dateofcensus,11/08/2020,05/17/2019
547.dateofcensus,10/21/2021,08/03/2020
496.dateofcensus,09/29/2021,09/23/2020
3223.dateofcensus,08/27t/2013,08/27/2013
2126.dateofcensus,1q1/25/2016,11/25/2016
2120.dateofcensus,1/201/2016,12/01/2016
1101.dateofcensus,0n1/23/2019,01/23/2019
610.dateofcensus,10/19/2021,05/29/2020
986.dateofcensus,10/10/2021,05/19/2019
63.dateofcensus,10/06/2021,01/08/2014
3015.dateofcensus,05/21/014,05/21/2014
1406.dateofcensus,05/0/92018,05/09/2018
767.dateofcensus,07/29/2021,12/24/2019
1523.familieswithchildreninshelter,8447,8426
3095.dateofcensus,03/012/014,03/01/2014
125.dateofcensus,10/21/2021,09/27/2021
1524.totalchildreninshelter,14644,14643
686.dateofcensus,10/08/2021,03/14/2020
3200.dateofcensus,09/21/2103,09/21/2013
373.dateofcensus,10/21/2021,01/24/2021
750.dateofcensus,10/24/2021,01/10/2020
1594.singleadultmeninshelter,12629,12557
955.dateofcensus,10/08/2021,06/19/2019
722.dateofcensus,10/03/2021,02/07/2020
1651.dateofcensus,08/05/20h22,08/05/2022
1419.dateofcensus,0426/2018,04/26/2018
494.dateofcensus,09/30/2021,09/25/2020
252.dateofcensus,10/24/2021,05/25/2021
315.dateofcensus,10/13/2021,03/23/2021
1593.singleadultmeninshelter,12622,12526
397.dateofcensus,10/01/2021,12/31/2020
372.dateofcensus,10/13/2021,01/25/2021
1564.dateofcensus,12/28/20l21,12/28/2021
971.dateofcensus,07/29/2021,06/03/2019
647.dateofcensus,09/30/2021,04/22/2020
650.dateofcensus,10/05/2021,04/19/2020
114.dateofcensus,10/17/2021,11/29/2021
2762.dateofcensus,0/14/2015,02/14/2015
451.dateofcensus,10/21/2021,11/07/2020
539.dateofcensus,07/16/2020,08/11/2020
136.dateofcensus,10/03/2021,09/16/2021
1594.adultsinfamilieswithchildreninshelter,11191,11158
380.dateofcensus,10/14/2021,01/17/2021
2766.dateofcensus,02/1f0/2015,02/10/2015
383.dateofcensus,10/04/2021,01/14/2021
2496.dateofcensus,1/17/2015,11/17/2015
1595.singleadultwomeninshelter,4087,4071
152.dateofcensus,09/30/2021,08/31/2021
2987.dateofcensus,06/18/0214,06/18/2014
2923.dateofcensus,08i/25/2014,08/25/2014
825.dateofcensus,10/03/2021,10/27/2019
32.dateofcensus,10/21/2021,10/29/2021
395.dateofcensus,07/29/2021,01/02/2021
982.dateofcensus,10/14/2021,05/23/2019
734.dateofcensus,11/08/2020,01/26/2020
312.dateofcensus,10/03/2021,03/26/2021
404.dateofcensus,10/21/2021,12/24/2020
1616.singleadultwomeninshelter,3986,3963
865.dateofcensus,10/06/2021,09/17/2019
246.dateofcensus,09/25/2021,05/31/2021
922.dateofcensus,10/12/2021,07/22/2019
1916.dateofcensus,7/11/2017,07/11/2017
817.dateofcensus,10/02/2021,11/04/2019
764.dateofcensus,10/21/2021,12/27/2019
349.dateofcensus,10/01/2021,02/17/2021
343.dateofcensus,10/01/2021,02/23/2021
474.dateofcensus,10/10/2021,10/15/2020
896.dateofcensus,10/04/2021,08/17/2019
2715.dateofcensus,04/05/2051,04/05/2015
1348.dateofcensus,20/13/2022,02/13/2022
238.dateofcensus,10/21/2021,06/08/2021
64.dateofcensus,10/14/2021,01/07/2014
860.dateofcensus,09/30/2021,09/22/2019
1006.dateofcensus,10/05/2021,04/28/2019
3244.dateofcensus,09/06f/2022,09/06/2022
84.dateofcensus,10/01/2021,12/17/2013
695.dateofcensus,10/01/2021,03/05/2020
1838.dateofcensus,09/27/2v017,09/27/2017
740.dateofcensus,10/21/2021,01/20/2020
910.dateofcensus,09/25/2021,08/03/2019
849.dateofcensus,10/04/2021,10/03/2019
902.dateofcensus,10/12/2021,08/11/2019
1968.dateofcensus,05/1/22017,05/12/2017
1317.familieswithchildreninshelter,8528,8456
371.dateofcensus,10/02/2021,01/26/2021
501.dateofcensus,10/04/2021,09/18/2020
1825.dateofcensus,10/10/i2017,10/10/2017
2696.dateofcensus,04/25/y2015,04/25/2015
365.dateofcensus,10/03/2021,02/01/2021
885.dateofcensus,10/05/2021,08/28/2019
631.dateofcensus,09/29/2021,05/08/2020
377.dateofcensus,10/05/2021,01/20/2021
1274.dateofcensus,0/02/2018,08/02/2018
809.dateofcensus,09/30/2021,11/12/2019
2013.dateofcensus,03/23/0217,03/23/2017
783.dateofcensus,10/17/2021,12/08/2019
648.dateofcensus,10/01/2021,04/21/2020
1593.singleadultwomeninshelter,4154,4059
933.dateofcensus,10/02/2021,07/11/2019
306.dateofcensus,09/30/2021,04/01/2021
720.dateofcensus,09/30/2021,02/09/2020
696.dateofcensus,10/12/2021,03/04/2020
721.dateofcensus,10/19/2021,02/08/2020
3240.dateofcensus,09/02/202,09/02/2022
314.dateofcensus,10/02/2021,03/24/2021
1919.dateofcensus,07/08/2071,07/08/2017
983.dateofcensus,11/04/2021,05/22/2019
840.dateofcensus,10/10/2021,10/12/2019
378.dateofcensus,10/10/2021,01/19/2021
229.dateofcensus,10/21/2021,06/17/2021
538.dateofcensus,10/02/2021,08/12/2020
1291.dateofcensus,07/16m/2018,07/16/2018
2585.dateofcensus,0/819/2015,08/19/2015
422.dateofcensus,09/29/2021,12/06/2020
250.dateofcensus,10/05/2021,05/27/2021
1491.dateofcensus,02/22/018,02/22/2018
2012.dateofcensus,03/2/2017,03/24/2017
228.dateofcensus,09/30/2021,06/18/2021
471.dateofcensus,10/21/2021,10/18/2020
959.dateofcensus,10/06/2021,06/15/2019
320.dateofcensus,10/04/2021,03/18/2021
138.dateofcensus,12/15/2013,09/14/2021
2029.dateofcensus,3/07/2017,03/07/2017
2263.dateofcensus,0y7/10/2016,07/10/2016
962.dateofcensus,12/15/2013,06/12/2019
483.dateofcensus,10/10/2021,10/06/2020
1002.dateofcensus,05/12/2019,05/02/2019
789.dateofcensus,10/05/2021,12/02/2019
278.dateofcensus,10/24/2021,04/29/2021
419.dateofcensus,10/13/2021,12/09/2020
708.dateofcensus,10/04/2021,02/21/2020
753.dateofcensus,10/01/2021,01/07/2020
2863.dateofcensus,11/03/214,11/03/2014
1524.singleadultwomeninshelter,4053,4022
197.dateofcensus,09/30/2021,07/19/2021
359.dateofcensus,10/08/2021,02/07/2021
605.dateofcensus,10/21/2021,06/03/2020
85.dateofcensus,09/29/2021,12/16/2013
3195.dateofcensus,09/26/2103,09/26/2013
2775.dateofcensus,013/0/2015,01/30/2015
105.dateofcensus,10/04/2021,11/21/2021
2656.dateofcensus,06/08/2105,06/08/2015
917.dateofcensus,10/21/2021,07/27/2019
298.dateofcensus,10/14/2021,04/09/2021
1616.adultsinfamilieswithchildreninshelter,11187,11146
1523.totalchildreninshelter,14593,14574
660.dateofcensus,10/05/2021,04/09/2020
515.dateofcensus,10/01/2021,09/04/2020
182.dateofcensus,10/08/2021,08/03/2021
2020.dateofcensus,03o/16/2017,03/16/2017
165.dateofcensus,12/08/2013,08/20/2021
214.dateofcensus,10/03/2021,07/02/2021
1524.totalindividualsinshelter,45400,45348
3260.dateofcensus,09/2f4/2022,09/24/2022
3299.dateofcensus,u11/01/2022,11/01/2022
445.dateofcensus,10/06/2021,11/13/2020
98.dateofcensus,10/06/2021,12/03/2013
598.dateofcensus,10/01/2021,06/11/2020
996.dateofcensus,10/23/2021,05/08/2019
3062.dateofcensus,04/04/0214,04/04/2014
227.dateofcensus,10/13/2021,06/19/2021
340.dateofcensus,10/24/2021,02/26/2021
2104.dateofcensus,12/17/2p016,12/17/2016
202.dateofcensus,10/04/2021,07/14/2021
226.dateofcensus,10/01/2021,06/20/2021
492.dateofcensus,10/19/2021,09/27/2020
358.dateofcensus,10/06/2021,02/08/2021
1296.dateofcensus,07/11/2k018,07/11/2018
277.dateofcensus,10/03/2021,04/30/2021
779.dateofcensus,10/14/2021,12/12/2019
162.dateofcensus,10/08/2021,08/23/2021
1759.dateofcensus,12/1/92017,12/19/2017
623.dateofcensus,10/21/2021,05/16/2020
2402.dateofcensus,2/19/2016,02/19/2016
1080.dateofcensus,0213/2019,02/13/2019
716.dateofcensus,10/04/2021,02/13/2020
427.dateofcensus,10/05/2021,12/01/2020
462.dateofcensus,10/19/2021,10/27/2020
945.dateofcensus,10/08/2021,06/29/2019
524.dateofcensus,10/23/2021,08/26/2020
557.dateofcensus,10/24/2021,07/24/2020
791.dateofcensus,10/02/2021,11/30/2019
773.dateofcensus,10/17/2021,12/18/2019
2294.dateofcensus,0/609/2016,06/09/2016
247.dateofcensus,10/13/2021,05/30/2021
949.dateofcensus,11/08/2020,06/25/2019
921.dateofcensus,10/04/2021,07/23/2019
1523.singleadultwomeninshelter,4025,4005
1323.dateofcensus,01/m19/2022,01/19/2022
240.dateofcensus,10/04/2021,06/06/2021
431.dateofcensus,09/30/2021,11/27/2020
1230.dateofcensus,09/15/u2018,09/15/2018
144.dateofcensus,09/30/2021,09/08/2021
1814.dateofcensus,10/21/217,10/21/2017
634.dateofcensus,10/06/2021,05/05/2020
257.dateofcensus,10/03/2021,05/20/2021
76.dateofcensus,10/17/2021,12/26/2013
3090.dateofcensus,3/07/2014,03/07/2014
199.dateofcensus,10/06/2021,07/17/2021
1220.dateofcensus,0q9/25/2018,09/25/2018
774.dateofcensus,10/05/2021,12/17/2019
709.dateofcensus,10/21/2021,02/20/2020
555.dateofcensus,10/01/2021,07/26/2020
2151.dateofcensus,10/1/2016,10/31/2016
968.dateofcensus,10/05/2021,06/06/2019
96.dateofcensus,10/23/2021,12/05/2013
1846.dateofcensus,0/919/2017,09/19/2017
1303.dateofcensus,07/04r/2018,07/04/2018
351.dateofcensus,10/05/2021,02/15/2021
213.dateofcensus,10/01/2021,07/03/2021
763.dateofcensus,10/04/2021,12/28/2019
2563.dateofcensus,0/10/2015,09/10/2015
2404.dateofcensus,20/17/2016,02/17/2016
712.dateofcensus,10/23/2021,02/17/2020
24.individualsinadultfamiliesinshelter,3395,3304
1512.childreninfamilieswithchildreninshelter,14608,14518
1616.totalsingleadultsinshelter,16455,16449
1762.dateofcensus,12/16/217,12/16/2017
969.dateofcensus,10/13/2021,06/05/2019
2254.dateofcensus,70/19/2016,07/19/2016
960.dateofcensus,10/06/2021,06/14/2019
523.dateofcensus,10/19/2021,08/27/2020
434.dateofcensus,10/04/2021,11/24/2020
154.dateofcensus,10/13/2021,08/29/2021
1939.dateofcensus,06/15/g2017,06/15/2017
790.dateofcensus,10/17/2021,12/01/2019
324.dateofcensus,12/12/2013,03/14/2021
751.dateofcensus,10/02/2021,01/09/2020
326.dateofcensus,10/01/2021,03/12/2021
919.dateofcensus,10/23/2021,07/25/2019
2122.dateofcensus,11/29/201q6,11/29/2016
926.dateofcensus,01/14/2014,07/18/2019
963.dateofcensus,10/06/2021,06/11/2019
2422.dateofcensus,01/3/02016,01/30/2016
2099.dateofcensus,12/22/206,12/22/2016
2220.dateofcensus,08/3/2016,08/23/2016
2320.dateofcensus,05/1r3/2016,05/13/2016
164.dateofcensus,10/13/2021,08/21/2021
205.dateofcensus,10/14/2021,07/11/2021
3007.dateofcensus,50/29/2014,05/29/2014
741.dateofcensus,10/02/2021,01/19/2020
146.dateofcensus,10/12/2021,09/06/2021
1170.dateofcensus,11r/15/2018,11/15/2018
776.dateofcensus,10/04/2021,12/15/2019
470.dateofcensus,10/03/2021,10/19/2020
1891.dateofcensus,s08/05/2017,08/05/2017
420.dateofcensus,10/13/2021,12/08/2020
758.dateofcensus,10/10/2021,01/02/2020
582.dateofcensus,10/21/2021,06/29/2020
571.dateofcensus,10/03/2021,07/10/2020
242.dateofcensus,10/23/2021,06/04/2021
1020.dateofcensus,09/30/2021,04/14/2019
241.dateofcensus,10/12/2021,06/05/2021
871.dateofcensus,12/15/2013,09/11/2019
1941.dateofcensus,06/31/2017,06/13/2017
44.dateofcensus,10/24/2021,11/11/2021
590.dateofcensus,10/19/2021,06/20/2020
1439.dateofcensus,04/6/2018,04/06/2018
173.dateofcensus,10/19/2021,08/12/2021
22.dateofcensus,10/12/2021,10/20/2021
1317.totaladultsinshelter,30799,30714
932.dateofcensus,10/08/2021,07/12/2019
