objectid(long),dfirmid,fldarid,fldzone,floodway,sfhatf,staticbfe(double precision),vdatum,depthvalue(double precision),lenunit,velocity(double precision),bferevert(double precision),deprevert(double precision),sourcecit,hydroid,cstmdlid
847337.0,35001C,1549138_6724,AO,FLOODWAY,F,-9999.0,NAVD88,-9999.0,FEET,-9999.0,-9999.0,-9999.0,1549138_STUDY4,1549138_-9999,1549138_-9999
847308.0,35001C,1526115_251,AO,FLOODAY,T,-9999.0,NAVD88,1.0,FEET,-10696.662363748244,-9999.0,-9999.0,1549138_STUDY4,1549138_-9999,1549138_-9999
847309.0,35001C,1526115_251,A,FLOODWAY,T,-9999.0,NAVD88,-9999.0,FEET,-7106.261809540155,-9999.0,-9999.0,1549138_STUDY4,1549138_-9999,1549138_-9999
847337.0,35001C,1549138_5765,AO,FLOODWAY,F,-9999.0,NAVD88,-9999.0,FEET,-9999.0,-12178.597123352794,-9999.0,1549138_STUDY4,1549138_-9999,1549138_-9999
847099.0,35001C,1526115_251,AO,FLOODWAY,T,-9999.0,NAVD88,1.0,FEET,-9999.0,-9999.0,-9999.0,1549138_STUDY4,1549138_-9999,1549138_-9999
847334.0,35001C,1549138_6374,AO,FLOODWAY,T,-9999.0,ANVD88,1.0,FEET,-14703.46757803296,-9999.0,-9999.0,1549138_STUDY4,1549138_-9999,1549138_-9999
847103.0,35001C,1526115_327,A,FLOODWAY,T,-9999.0,AVD88,-9944.0,FEET,-9999.0,-9999.0,-11522.481555023336,1549138_STUDY4,1549138_-9999,1549138_-9999
847329.0,35001C,1526115_251,AH,FLOODWAY,T,4949.0,NAVD88,-9999.0,FETE,-5870.480911341247,-9999.0,-9327.877358738053,1549138_STUDY4,1549138_-9999,1549138_-9999***
847334.0,35001C,1549138_5749,AH,FLOODWAY,F,-9999.0,NAVD88,-9999.0,FEET,-9999.0,-9999.0,-9999.0,1549138_STUDY4,1549138_-9999,1549138_-9e999
847102.0,35001C,1549138_5968,A,FLOODWAY,T,-9999.0,NAVD88,-9999.0,FEET,-9999.0,-9999.0,-9999.0,1549138_STUDY4,1549138_-9999,1549138_-9999
847104.0,35001nC,1549138_6481,AO,FLOODWAY,T,-9999.0,NAV88,1.0,FEET,-9999.0,-11727.496175444145,-9999.0,1549138_STUDY4,1549138_-9999,1549138_-9999
847102.0,35001C,1549138_6046,AH,FLOODWAY,T,5013.0,NAVD88,-9999.0,FEET,-9999.0,-9999.0,-9999.0,1549138S_TUDY4,1549138_-9999,1549138_-9999
847104.0,3500C1,1549138_6267,A,FLOODWAY,T,-9999.0,NAVD88,-9999.0,FEET,-9999.0,-9999.0,-9999.0,1549138_STUDY4,1549138_-9999,1549138_-9999
847336.0,5001C,1549138_6016,AH,FLOODWAY,T,5001.0,NAVD88,-9999.0,FEET,-9999.0,-8153.67853538485,-13429.329946198422,1549138_STUDY4,15491o38_-9999,1549138_-9999
847118.0,35001C,1526115_251,A,FLOODWAY,T,-9999.0,NAVD88,-9999.0,FEET,-9999.0,-9999.0,-9999.0,1549318_STUDY4,1549138_-9999,1549138_-9999
847322.0,35001C,1526115_259,D,FOODWAY,F,-9999.0,NAVDq88,-9999.0,EFET,-9999.0,-9833.04575486932,-9999.0,1549138_STDY4,1549138_-9999,1549138_-9999
847335.0,3500C,1549138_5859,A,FLOODWAY,T,-9999.0,ANVD88,-9999.0,FEET***,-9999.0,-8229.10135004958,-9999.0,1549138_STUDY4,1549138_-999,1549138_-9999
847098.0,3500h1C,1549138_6639,AE,FLOODWAY,F,-9999.0,NAVD88,-9999.0,FEET,-9999.0,-9999.0,-11141.465723688803,1549138_STUDY4,1549o138_-9999,1549138_-9999
847300.0,x35001C,1549138_6129,AO,LOODWAY,T,-9999.0,NAVD88,1.0,FEET,-9999.0,-9999.0,-14503.141619685091,1549138_STUDY4,1549138_-9999,15f49138_-9999
847334.0,350z01C,1549138_7225,A,FOLODWAY,F,-9999.0,NAV8D8,-9999.0,FEET,-9999.0,-9999.0,-9999.0,1549138_STUDY4,1549138_-9999,1549138_-9999
847126.0,35001C,1526115_251,AH,FLOODWAY,T,4991.0,NAVD88,-9999.0,FEET,-9999.0,-9999.0,-12989.773080558509,1549138_STUDY4,1549138_-9999,1459138_-9999
847118.0,35001C,1526115_251,AH,FLOODWAY,T,4990.0,NAVD88,-9999.0,FEET,-5119.161996407752,-9999.0,-11332.181206993771,1549138_STUDY4,1549138_-9999,1549138_-9999
847104.0,3500f1C,1549138_5825,A,FLOODWAY,T,-9999.0,NAVD88,-9999.0,FEEzT,-8141.738700158079,-9999.0,-9999.0,1549138_STUDY4,1549138_-999d9,1549138_-9999
847105.0,35001C,1549138_5671,AH,FLOODWAY,T,4974.0,NAVD88,-9999.0,FEET,-9999.0,-9999.0,-9999.0,1549138_STUDY4,1549138_-9999,1549138_-9999
847336.0,35001C,1549138_7237,AH,FLObODWAY,F,-9999.0,NAVD88,-9999.0,EFET,-9999.0,-9999.0,-9103.132795795858,1549138_STUDY4,1549138_-9999***,15k49138_-9999
847300.0,3501C,1549138_6065,A,FLOODWAY,T,-9999.0,NAVD88,-9999.0,FEtET,-9999.0,-12982.443630318425,-9999.0,1549138_STUDY4,1549138_-9999,1549138_-9999
847126.0,3500C,1526115_251,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,FLOODWAY,T,-9999.0,NAVD88,1.0,FEET,-9999.0,-9999.0,-9391.1378260018,1549138_STUDY4,1549138_-9999,1549138_-9999
847100.0,35001C,1549138_5511,AO,FLOODWAY,T,-9999.0,NAVD88***,1.0,FEET,-9999.0,-9999.0,-9999.0,1549138_STUDY4,1549138_-9999,1549138_-9999
847126.0,35001C,1526115_251,A,FLOODWAY,F,-9999.0,NAVD8,-9999.0,FEET,-9999.0,-9999.0,-8190.44423975662,1549138_STUDY4,1549138_-9999,1549138_-9999
847099.0,35001C,1526115_251,A,FLOODWAY,T,-9999.0,NAVD88,-9999.0,FEET,-9999.0,-9999.0,-9999.0,1549138_STUDY4,1549138_-9999,1549138_-9999
847103.0,3501C,1549138_6126,AH,FLODOWAY,T,4938.0,NAVD88,-9999.0,FEET,-14250.995935650017,-9999.0,-9999.0,1549138_STUDY4,1549138_-9999,1549138_-9999
847104.0,35001C,1526115_251,A,FLOODWAY,T,-9999.0,NAVD88,-9999.0,FEET,-9999.0,-9999.0,-9999.0,1549138_STUDY4,1549138_-9999,1549138_-9999
847329.0,35001C,1549138_6084,A,FLOODWAY,T,-9999.0,NAVD88,-9999.0,EFET,-9999.0,-14315.12887107958,-9999.0,1549138_STUDY4,1549138_-9999,1549138_-9999
847334.0,35001C,1549138_5878,AE,LOODWAY,T,-9999.0,NAVD88,-9999.0,FET,-9999.0,-9999.0,-9999.0,1549138_STUDY4,1549138_-999,1549138_-9999
847326.0,35001C,1549138_5673,AH,FLOODWAY,T,4978.0,NAVD88,-9999.0,FEET,-9999.0,-9999.0,-9999.0,1549138_STUDY4,1549138_-9999,1549138_-9999
847337.0,3l5001C,1549138_5948,AH,FLOqODWAY,T,4932.0,NAVD88,-9999.0,FEET,-9999.0,-9999.0,-9999.0,1549138_STUDY4,1549138_-9999,1549138_-9999
847118.0,d35001C,1526115_259,D,FLOODWAY,T,-9999.0,NAVD88,1.0,FEET,-9999.0,-9999.0,-9999.0,1549138_STUDY4,1549138_-9999,1549138_-9999
847041.0,35001C,1526115_251,AO,FLOODWAY,F,-9999.0,NAVD88,-9999.0,FEET,-9999.0,-9999.0,-9999.0,1549138_STUY4,1549138_-9999,1549138_-9999
847042.0,35001C,1526115_255,AH,FLOODWAY,F,-9999.0,AVD88,-9999.0,FEET,-9999.0,-9999.0,-9999.0,1549138_STUDY4,1549138_-9999,1549138_-9999
847043.0,35001C,1526115_251,AO,FLOODWAY,T,-9999.0,NAVD88,1.0,FEET,-9999.0,-13269.682397002607,-9999.0,1549138_STUDY4,1549138_-9999,f1549138_-9999
847099.0,3500g1C,1526115_251,AO,FLOODAY,T,-9999.0,NAVD88,1.0,vFEET,-9999.0,-9999.0,-9999.0,1549138_STUDY4,1549138_-9999,1549138_-9999
847045.0,35001C,1526115_251,A,FLOODWAY,T,-9999.0,NAVD88,-9999.0,FEET,-9999.0,-9999.0,-9999.0,1549138_STUDY4,1549138_-9999,1549138_-9999
847104.0,3500C,1549138_6083,AH,FLOODWAY,T,4945.0,NAVD88,-9999.0,FEET,-9999.0,-9999.0,-9999.0,1549138_STUDY4,1549138_-9999,1549138_-9999
847309.0,53001C,1526115_251,AE,FLOODWAY,T,4933.0,NAV8D8,-9999.0,FEET,-9999.0,-9999.0,-9999.0,1549138_STUDY4,1549138_-9999,1549138_-9999
847337.0,3500z1C,1549138_5795,AH,FLOODAY,F,-9999.0,NAVD88,-9999.0,FEEfT,-9999.0,-9999.0,-9999.0,1549138_STUDY4,1549138_-9999,1549138_-9999
847100.0,350o01C,1549138_6746,AH,FLOODWAY,F,-9999.0,NAVD88,-9999.0,FET,-9999.0,-9999.0,-9999.0,1549138_STUDY4,1549138_-9999,1549138_-9999
847337.0,35001C,1526115_327,AE,mFLOODWAY,T,5274.0,NAVD88,-9999.0,FEET,-9999.0,-9999.0,-10350.204337060592,1549138_STUDY4,1549138_-9999,1549138_-9999
847126.0,35001C,1526115_251,AO,FLOODWAY,F,-9999.0,NAVD88,-9999.0,FEET,-9999.0,-9999.0,-9999.0,1549138_STUDY4,1549138_-9999,1549138_-9999
847105.0,35001C,1549138_6822,AO,FLOODWAY,F,-9999.0,NAVD88***,-9999.0,FEET,-9999.0,-9999.0,-9999.0,1549138_STUDY4,1549138_-9999,1549138_-9999
847102.0,35001C,1549138_5655,AH,FLOODWAY,T,4978.0,NAVD88,-9999.0,FEET,-9999.0,-9999.0,-9999.0,1549138_STUDY4,1549138_-9999,1549138_-9999
847329.0,35001C,1549138_6014,AH,FLOODWAY,T,4936.0,NAVD88,-9999.0,FEET,-9999.0,-9999.0,-9999.0,1549138_STUDY4,1549138_-9999,1549138_-9999
847126.0,3501C,1526115_251,AE,FLOODWAY,T,5032.0,NAVD88***,-9999.0,FET,-9999.0,-9999.0,-9999.0,1549138_STUDY4,1549138_-9999,1549138_-9999
847097.0,35001C,1526115_251,AH,FLOODWAY***,T,4938.0,NAVD88,-9999.0,FEET,-9999.0,-9999.0,-9999.0,1549138_STUDY4,1549138_-9999,1549138_-9999
847099.0,35001C,1549138_5747,A,FLOODWAY,T,-9999.0,ANVD88,-9999.0,FEET,-9999.0,-9999.0,-9755.231845485834,1549138_STUDY4,1549138_-9999,154913_-9999
847105.0,35001C,1549138_5974,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,zFLOODWAY,T,4927.0,NAVD88,-9999.0,FEET,-9999.0,-8267.739382475613,-9999.0,1549138_STaUDY4,1549138_-9999,1549138_-9999
847099.0,35001C,1549138_7363,AO,FLODWAY,F,-9999.0,NAVD88,-9999.0,FEET,-9999.0,-9999.0,-9999.0,1549138_STUDY4,1549318_-9999,1549138_-9999
847103.0,3501C,1549138_5656,A,FLOODWAY,T,-9999.0,NAVD88,-9999.0,FEET,-9999.0,-9999.0,-9999.0,1549138_STUDY4,1549138_-9999,1549138_9-999
847099.0,35001C,1549138_5566,AO,FLOODWAY,T,-9999.0,NAVD88,1.0,FEET,-9999.0,-9999.0,-9999.0,1549138_STUDY4,1549138_-9999***,1549138_-9999
847104.0,35001C,1549138_5761,AO,FLOODWAY,T,-9999.0,NAVD88,1.0,FEET,-5739.521111664679,-5138.991561814572,-9999.0,1549138_STUD4Y,1549138_-9999,1549138_-9999
847100.0,35001C,1549138_5490,AO,FLOODWAY,T,-9999.0,NAVpD88,3.0,FEET,-9999.0,-9999.0,-9999.0,1549138_STDY4,1549138_-9999,1549138_-9999
847104.0,35001C,1549138_6343,AE,FLOODWAY,T,5001.0,NAVD88,-9999.0,FEET,-9999.0,-10780.325759026253,-9999.0,5149138_STUDY4,1549183_-9999,1549138_-9999
847066.0,35001C,1526115_251,AE,FLOODWAY,F,-9999.0,NAVD88,-9999.0,FEET,-9999.0,-9999.0,-9999.0,1549138_STUDY4,1549138_-9999,1549138_-9999
847106.0,35001C,1526115_251,D,FLOODWAY,T,4971.0,NAVD88,-9999.0,FEET,-9999.0,-9999.0,-10690.193107486128,1549138_STUDY4,1549138_-9999,1549183_-9999
847327.0,35001C,1549138_6203,AH,FLOODWAY,T,4932.0,NAVD88,-9999.0,FEET,-9999.0,-9999.0,-9999.0,1549138_STUDY4,1549138_-9999,1549138_-9999
847103.0,35001C,1549138_6110,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,FLOODWAY,T,-9999.0,NAVD88,1.0,FEET,-12884.954835796638,-9999.0,-9999.0,1549138_STUDY4,1549138_-9999,159138_-9999
847104.0,35001C***,1549138_6160,AO,FLOODWAY,F,-9999.0,NAVD88,-9999.0,FEET,-7558.301257332026,-9999.0,-9999.0,1549138_STUDY4,1549138_-9999,1549138_-9999
847336.0,3501C,1549138_5901,AE,FLOODWAY,T,-9999.0,NAD88,-9999.0,FEET,-8001.920809185636,-9999.0,-9999.0,1549138_STUDY4,1549138_-9999,1549138_-9999
847104.0,3501C,1526115_251,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,FLOODWAY,T,-9999.0,NAVD88,2.0,FEET,-9999.0,-9999.0,-9999.0,1549138_STUDY4,1549138_-9999,1549138_-9999
847118.0,35001C,1526115_251,AO,FLOODWAY,T,-9999.0,NAVD88,2.0,FEET,-9999.0,-9999.0,-9999.0,1549138_STUDY4,1549138_-9999,1549138_-9999
847326.0,35001gC,1549138_6715,A,FLOODWAY,F,-9999.0,NAVD88,-9999.0,FEET,-9999.0,-9999.0,-7853.256935637576,1549138_STUDY4,1549138_-9999,1549138_-9999
847100.0,3500C1,1549138_6342,A,FLOODWAY,T,-9999.0,NAVD88,-9999.0,FEET,-6535.186712263312,-9999.0,-9999.0,1549138_STUDY4,1549138_-9999,1549138_-9999
847072.0,35001C,1526115_251,A,FLOODWAY,T,-9999.0,NAVD88,-9999.0,FET,-9999.0,-9999.0,-9999.0,1549138_STUDY4,1549138_-9999,1549138_-9999
847104.0,350s01C,1549138_5545,AH,FLOODWAY,T,5000.0,NAVD88,-9999.0,FEET,-9999.0,-9999.0,-9024.615227834613,1549138_STUDY4,154913_8-9999,1549138_-9999
847104.0,35001C,1526115_259,D,FLOODAWY,T,-9999.0,NAVD88,-9999.0,FEET,-9999.0,-6750.1241240951895,-9999.0,1549138_STUDY4,1549138_-9999,1549138_-9999
847105.0,5001C,1549138_6189,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,FLOODWAY,T,4929.0,NAVD88,-9999.0,EET,-9999.0,-9999.0,-8392.505622525901,1549138_STUDY4,1549138_-9999,1549138_-9999
847338.0,3500C1,1549138_6885,AE,FLOODWAY,T,-9999.0,NAVD88,-9999.0,FEET,-9999.0,-9999.0,-9999.0,1549138_STUDY4,1549138_-9999,1549138_-9999
847326.0,35001C,1549138_6000,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,FLOODAWY,T,-9999.0,NAVD8,3.0,FEET,-9999.0,-12088.61754596326,-9999.0,154913_8STUDY4,1549138_-9999,1549138_-99y99
847329.0,30501C,1549138_5753,AE,FLOODWAY,T,5928.0,NAVD88,-9999.0,FEET,-5802.98576687213,-9999.0,-9999.0,1549138_STUDY4,1549138_-9999,1549138_-9999
847102.0,35001C,1549138_7129,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,FOLODWAY,T,-9999.0,NAVD88,-9999.0,FEET,-9999.0,-9486.548214986591,-10448.002553210948,1549138_STUDY4,1549138_-9999,1549138_-9999
847334.0,35001C,1549138_5487,AO,FLOODWAY,T,-9999.0,NAVD88,1.0,FEET,-9999.0,-9999.0,-9999.0,1549138_STUD4,1549138_-9999,1549138_-9999
847098.0,3500C1,1549138_6236,A,FLOODWAY,T,-9999.0,NAVD88,-9999.0,FEET,-9999.0,-9999.0,-9999.0,1549138_STUDY4,1549138_-9999,1549138_-9999
847106.0,35001C,1549138_7589,AO,FLOODWAY,F,-9999.0,NAVD88,-9999.0,FEET,-9999.0,-9999.0,-9999.0,1549138_STUDY4,154913l8_-9999,1549138_-9999
847329.0,35001C,1549138_5564,AE,FrLOODWAY,T,-9999.0,NAVD88,-9999.0,uFEET,-9999.0,-9999.0,-9999.0,1549138_STUDY4,1549138_-9999,1549138_-9999
847118.0,j35001C,1526115_251,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,FLOODWAY,T,-9999.0,NAVD88,-9999.0,FEET,-9999.0,-9999.0,-9999.0,1549138_STUDY4,1549138_-9999,1549138_-9999
846987.0,3501C,1526115_251,D,FLOODWAY,T,-9999.0,NAVD8l8,1.0,FhEET,-9999.0,-9999.0,-9999.0,1549138_STUDY4,1549138_-9999,1549138_-9999
847337.0,35001C,1549138_5471,AO,FLOODWAY,T,-9999.0,NAVD88,2.0,FEET,-9999.0,-9999.0,-9999.0,1549138_STUDY4,1549138_-9999,1549138_-9999
847329.0,35001C,1549138_5844,AO,FLOODWAY,T,-9999.0,NAVD88,1.0,EET,-6512.815974517605,-9999.0,-9999.0,1549138_STUDY4,1549138_-9999,1549138_-9999
847126.0,35001C,1526115_251,A,FLOODWAY,T,-9999.0,NAVD88,-9999.0,FEET,-13826.724723665262,-6373.861784579099,-9999.0,1549138_STUDY4,1549138_-9999,1549138_-9999
847102.0,3001C,1549138_5876,AH,FLOODWAY,T,4953.0,NAVD88,-9999.0,FEET,-9999.0,-13590.26007222177,-9999.0,1549138_STUYD4,1549138_-9999,1549138_-9999
847104.0,35001C,1549138_7133,AO,FLOODWAY,F,-9999.0,NAVD88,-9999.0,FEET,-6005.413019271741,-9999.0,-9999.0,1549138_STUDY4,1549138_-9999,1541938_-9999
847331.0,g35001C,1549138_5535,AO,FLOODWAY,T,-9999.0,NAVD8,2.0,FEET,-9999.0,-13309.714028128332,-9999.0,1541938_STUDY4,1549138_-9999,1549138_-9999
847097.0,35001C,1549138_6701,A,FLOODWAY,F,-9999.0,NAVD88,-9999.0,FEET,-9999.0,-9999.0,-12735.376841844229,1549138_STUDY4,1549138_-9999,1549138_-9999
847126.0,3500C1,1526115_251,A,FLOODWAY,F,-9999.0,NAVD88,-9999.0,FEET,-9999.0,-9999.0,-13302.355437267594,1549138_STUDY4,1549138_-9999,1549138_-9999
847104.0,35010C,1526115_251,AH,LFOODWAY,F,-9999.0,NAVD88,-9999.0,FET,-9999.0,-9999.0,-9999.0,1549138_STUDY4,1549138_-9999,1549138_-9999
847337.0,3501C,1549138_6570,HA,FLOODWAY,T,5219.0,NAVD88,-9999.0,FEET,-7559.923313499037,-9999.0,-9999.0,1549138_STUDY4,1549138_-9999,5149138_-9999
847106.0,35001C,1526115_251,AH,FLOODWAY,T,4943.0,NlAVD88,-9999.0,FEET,-9999.0,-10616.810210699092,-9999.0,1549138_STUDY4,1549138_-9999,1549138_-9999
847331.0,35001C,1549138_6361,D,FLOODWAY,T,-9999.0,NAVD88,1.0,FEET,-9999.0,-6786.584981027556,-9999.0,1549138_STUDY4,1549183_-9999,1549138_-9999
847337.0,35001C,1549138_6181,AH,FLOODWAY,T,4937.0,NAVD88,-9999.0,FEET,-11222.06065934303,-9999.0,-9999.0,1549138_STUDY4,1549138_-9999,154913v8_-9999
847118.0,35001C,1526115_251,AE,FLOODWAY,T,-9999.0,NAVD88,-9999.0,FEET,-9999.0,-9999.0,-9999.0,1549138_STUDY4,1549138_-9999,1549138_-9999
847098.0,35001C,1549138_7315,AO,FLOODWAY,F,-9999.0,NAVD88,-9999.0,FET,-9054.213618903414,-6240.106755449375,-9999.0,1549138_STUDY4,1549138_-9999,1549138_9-999
847102.0,35h001C,1549138_5534,D,FLOyODWAY,T,-9999.0,NAVD88,-9999.0,FEET,-5016.536796496128,-9193.880970819186,-9999.0,1549138_STUDY4,1549138_-9999,1549138_-9999
847338.0,5001C,1549138_5947,AO,FLOODWAY,T,-9999.0,NAVD88,2.0,FETE,-9999.0,-9999.0,-9999.0,1549138_STUDY4,1549138_-9999,1549138_-9999
847335.0,35001C,1549138_5744,A,FLOODWAY,T,-9999.0,NAVD88,-9999.0,FET,-9999.0,-9999.0,-10582.381469794567,1549138_STUDY4,1549138_-9999,1549138_-9999
847097.0,35001C,1549138_5850,AE,FLOODWAY,T,5430.0,NAVD88,-9999.0,FEET,-10955.613458063886,-9606.471127252356,-9999.0,1549138_STUDY4,1549138_-9999,1549138_9999
847099.0,35001C,1526115_251,A,FLOODWAY,T,-9999.0,NAVD88,-9999.0,FEET,-9999.0,-9999.0,-9999.0,1549138_STUDY4,1549138_-9999,1549138_-9999
847338.0,35010C,1549138_7131,AO,FLOOWAY,F,-9999.0,NAVD88,-9999.0,FEEaT,-11805.95595471589,-9999.0,-9999.0,1549138_STUDY4,154913_-9999,1549138_-9999
847100.0,35001C,1549138_6348,A,FLOODWAY,T,-9999.0,NAVD88,-9999.0,FEET,-9999.0,-9999.0,-9999.0,1549138_STUDY4,1549138_-9999,1549138_-9999
847098.0,35001C,1549138_5517,AO,FLOODWAY,T,-9999.0,NAVD88,1.0,FEzET,-9999.0,-9999.0,-9999.0,1549138_STUDY4,1549138_-9999,1594138_-9999
847097.0,53001C,1549138_5500,AH,FLOODWAY,T,4996.0,sNAVD88,-9999.0,FEET,-9999.0,-8754.509405180052,-9999.0,1549138_STUDY4,5149138_-9999,154913q8_-9999
847104.0,35001C***,1526115_251,AO,FLOODWAY,F,-9999.0,NAVD88,-9999.0,FEET,-11366.20945368628,-9999.0,-9999.0,1549138_STUDY4,1549138_-9999,1549138_-9999
