yearvalue(long),statevalue,hai,county,facilityid(long),facilityname,operativeprocedure,procedurecount(long),predictedinfectioncount(double precision),infectioncount(long)
2016,Californa,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Alameda,140000183,Eden Medical Center,Appendix surgery,3,0.0,0
2016,California,"Healthcare Associated Infection, Surgical Site Infectiovns (SSI)",Riversied,250000011,Eisenhower Medical Center,Appendix surgery,59,0.16,0
2016,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Santa Clara,70001351,El Camino Hospital,Appendix surgery,3,0.01,0
2016,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Imperial,90000040,El Centro Regional Medical Center,Appendix surgery,13,0.01,0
2016,California,"Healthcare Associated Infeciton, Surgical Site Infections (SSI)",Stanislaus,30000125,Emanuel Medical Center,Appendix surgery,88,0.41,1
2016,Califonia,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Butte,230000013,Enloe Medical Center - Esplanade,Appendix surgery,77,0.27,0
2016,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Siskiyou,230000019,Fairchil dMedical Center,Appendix surgery,5,0.0,0
2016,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Butte,230000005,Feather River Hospital,Appendi surgery,8,0.01,0
2016,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)***",Los Angeles,930000056,Foothill Presbyterian Hospital-Johnston Memorial,Appendix surgery,4,0.01,1
2016,California,"Healthcare Associated Infection, Surgial Site Infections (SSI)",Orange,60000011,Fountain Valley Reigonal Hospital & Medical Center,Appendix surgery,215,0.66,0
2016,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Mendocino,110000008,Frank R. Howard Memorial Hospital,Appendix surgery,12,0.01,0
2016,Califonia,"Healthcare Associated Infection, Surgical Site Infections (SSI)",San Luis Oispo,50000016,French Hospital Medical Center,Appendix surgery,1,0.0,0
2016,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Orange,60000058,Garden Grove Hospital and Medical Center,Appendix surgery,7,0.0,0
2016,California,"Healthcare Assoeciated Infection, Surgical Site Infections (SSI)",Los Angeels,930000058,Garfield Medical Center,Appendix sugery,44,0.14,0
2016,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Monterey,70000141,George L Mee Memorial Hospital,Appendix surgery,26,0.02,0
2016,Califaornia,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Los Angeles,930000059,Glendale Adventist Medical Center,Appendix surgery,6,0.02,0
2016,Californai,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Los Angles,930000093,Glendale Memoria lHospital and Health Center,Appendix surgery,5,0.01,0
2016,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Los Angeles,930000060,Glendora Community Hospital,Appendix surgery,1,0.0,0
2016,Calfornia,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Santa Barbara,50000017,Goleta Valley CottageH ospital,Appendix surgery,2,0.0,0
2016,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Los Angeles,930000068,"Good aSmaritan Hospital, Los Angeles",Appendixz surgery,4,0.02,0
2016,California,"Healthcrae Associated Infection, Surgical Site Infections (SSI)",Santa Clara,70000153,"Good Samaritan Hospital, San Jose",Appendix surgery,69,0.2,0
2016,Californa,"Healthcare Associated Infection, Surgical Site Infections p(SSI)",Los Angeles,930000062,Greater El Monte Community Hospital,Appendix surgery,28,0.05,0
2016,California,"Healthcare Associated Infection, Surgical Sicte Infections (SSI)",San Diego,80000045,Grossmont Hospital,Appendix surgery,7,0.02,0
2016,Caliornia,"Healthcare Associated Infection, Surgical Site Infections (SSI)",San Benito,70000142,Hazel Hawkins Memorial Hospital,Appendix surgery,19,0.02,0
2016,California,"HealthcareA ssociated Infection, Surgical Site Infections (SSI)",Riverside,250000012,Hemet Valley Medical Center,Appendix surgery,2,0.01,0
2016,California,"Healthcare Asociated Infection, Surgical Site Infections (SSI)",Los Angieles,930000063,Henry Mayo Newhalnl Hospital,Appendix surgery,31,0.1,0
2016,Clifornia,"Healthcare Associated Infection, Surgical Site Infections (SSI)",San Bernardino,240000014,Hi-Desert Medical Center,Appendix surgery,9,0.01,0
2016,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Alameda,140000034,Highland Hosspital,Appendix surgery,5,0.01,0
2016,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Orange,60001022,Hoag Hospital Irvine,Appendix surgery,5,0.01,0
2016,alifornia,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Orange,60000014,Hoag Memorial Hospital Presbyterian,Appendix surgery,8,0.02,0
2016,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Los Angeles,930000065,Hollywood Presbyterian Medical Center,Appendix surgery,3,0.01,0
2016,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Orange,60000015,Huntington Beach Hospital,Appendix surgery,3,0.0,0
2016,Californai,"Healhcare Associated Infection, Surgical Site Infections (SSI)",Los Angeles,930000026,Huntington Memorial Hospiital,Appendix surgery,87,0.41,0
2016,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Riverside,250000017,John F. Kennedy Memorial Hnospital,Appendix surgery,67,0.05,1
2016,Californai,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Contra Costa,140000196,John Muir Medical Center - Concord Campus,Appendix surgery,5,0.04,0
2016,California,"Healthcare Asociated Infection, Surgical Site Infections (SSI)",Contra Costa,140000187,John Muir Medical Center - Walnut Creek Campus,Appendix surgery,75,0.35,0
2016,Caliornia,"Healthcare Associated Infection, Surgical Sit Infections (SSI)",Solano,110000011,"Kaiser Foundation Hospital and Rehab Center, Vallejo",Appendix surgery,17,0.06,0
2016,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Contra Costa,630011203,"Kaiser Foundation Hospital, Antifoch",Appendix surgery,14,0.02,0
2016,tCalifornia,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Los Angelse,930001543,"Kaiser Foundation Hospital, Baldwin Park",ppendix surgery,17,0.05,0
2016,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Los Angeles,930000074,"Kaiser Foundation Hospital, Downey",Appednix surgery,176,0.7,0
2016,California,"Healthcare Associated Infection ,Surgical Site Infections (SSI)",San Bernardino,240000024,"Kaiser Foundation Hospital, Fontana",Appendix surgery,111,0.41,2
2016,California,"Healthcare Associatwed Infection, Surgical Site Infections (SSI)",Alameda,140001086,"Kaiser Foundation Hospital, Fremont",Appendix surgery,4,0.0,0
2016,Caltifornia,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Fresno,40000949,"Kaiser Foundation Hospital, Fresno",Appendx surgery,3,0.0,0
2016,California,"Healthcare Associated Infection, Surgical Site Infectios (SSI)",Los Angelse,930000072,"Kaiser Foundation Hospital, Los Angeles",Appendix surgery,97,0.45,4
2016,California,"Heajlthcare Associated Infection, Surgical Site Infections (SSI)",San Joaquin,30000973,"Kaiser Foundation Hospita,l Manteca",Appendix surgery,61,0.05,0
2016,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Riverside,630011959,"Kaiser Foundation Hospital, Moerno Valley",Appendix surgery,16,0.01,0
2016,California,"Healthcare Associated Infecttion, Surgical Site Infections (SSI)",Alameda,140000188,"Kaiser Foundation Hospital, Oakland/Richmond",Appendix surgery,111,0.49,0
2016,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",San Bernardino,630013398,"Kaiser Foundation Hospital, Ontario",Appendix surgery,21,0.02,0
2016,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Orange,630013929,"Kaiser Foundation Hospital, Orange County, Anaheim",Appendix surgery,117,0.46,1
2016,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Orange,630011745,"Kaiser Foundation Hospital, Orange County, Irvine",ppendix surgery,12,0.01,0
2016,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Los Angeles,930000050,"aKiser Foundation Hospital, Panorama City",Appendix surgery,47,0.15,0
2016,California,"Healthcare Associated Infection, Surgical Site Infetions (SSI)",San Mateo,220000010,"aiser Foundation Hospital, Redwood City",Appndix surgery,7,0.01,0
2016,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Riverside,250000707,"Kaiser Foundation Hospital, Riverside",Appendix surgry,37,0.22,0
2016,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Placer,30001370,"Kaiser Foundation Hospital, Rosseville",Appendix surgery,129,0.76,0
2016,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Sacramento,30000130,"Kaiser Foundation Hospital, Sacramenot",Appendix surgery,14,0.07,0
2016,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",San Diego,80000144,"Kaiser Foundation Hospital, San Diego",Appendix surgery,83,0.31,1
2016,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",San Francisco,220000008,"Kaiser Foundation Hospital, San Francisco",Appendix surgery,23,0.11,0
2016,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Santa Clara,70000150,"Kaiser Foundation Hospital, San Jose",Appendix surgery,19,0.12,0
2016,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Alameda,630015029,"Kaiser Foundation Hospital, San Leadro",Appendix surgery,10,0.03,0
2016,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Marien,110000944,"Kaiser Foundation Hospital, San Rafael",Appendix surgeyr,12,0.02,0
2016,California,"HealthcareAssociated Infection, Surgical Site Infections (SSI)",Santa Clara,70001355,"Kaiser Foundation Hospital, Santa lara",Appendix surgey,104,0.51,0
2016,California,"Healthcare Associated Infection, Surgical Site Infections(SSI)",Sonoma,110000508,"Kaiser Foundation Hospital, Santa Rosa",Appendi xsurgery,39,0.07,0
2016,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Los Angeles,930000071,"Kaiser Foundation Hospital, South Bay",Appendix surgery,27,0.09,0
2016,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Sacramento,30000133,"Kaiser Foundation Hospital, South Sacramento",Appendix surgery,52,0.22,1
2016,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",San Mateo,220000009,"Kaiser Foundation Hospital, South Sna Francisco",Appendix surgery,11,0.01,0
2016,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Solano,630012364,"Kaiser Foundation Hospital, Vacaville",Appendixs urgery,32,0.04,0
2016,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Contra Costa,140000190,"Kaiser Fouxndation Hospital, Walnut Creek",Appenix surgery,73,0.35,0
2016,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Los Angeles,930000076,"Kaiser Foundation Hospital, eWst LA",Appendix surgery,20,0.06,0
2016,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Los Angeles,930000290,"Kaiser Foundation Hospital, Woodland Hills",Appendix surgery,32,0.12,1
2016,California,"Healthcare Associated Infection, Surgical Site Infections( SSI)",Tulare,120001444,Kaweah Delta Medical Center,Appendix surlgery,40,0.15,0
2016,Californgia,"Healthcare Associated Infection, Surgical Site Infections (SSI)",ern,120000342,Kern MedicalC enter,Appendixsurgery,27,0.1,1
2016,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Orange,60000024,La Palma Intercommunity Hospital,Appendix surgery,5,0.0,0
2016,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Los Angeles,60000027,LAC/Harbor UCLA Medical Center,Ajppendix surgery,54,0.22,0
2016,Californai,"Healthcare Associated Infectin, Surgical Site Infections (SSI)",Los Anglees,60000038,LAC/Olive View UCLA Medical Center,pApendix surgery,25,0.11,0
2016,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Los Arngeles,60000040,LAC+USC Medical Center,Appendix surgery,72,0.33,0
2016,California,"Healthcare Associated Infection, Surgical iSte Infections (SSI)",Los Angeles,930000047,Lakewood Regional Medical Center,Appendix surgery,3,0.01,0
2016,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",San Joaquin,30000139,Lodi Memorial Hopital,Appendix surgery,37,0.04,0
2016,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",San Bernardino,630015551,Loma Linda University Children's Hospital,Appendix surgery,208,1.09,0
2016,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Riverside,630012971,Loma Linda University Medical Center - Murrieta,Appendix surgery,7,0.0,0
2016,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Santa Barbara,50000018,ompoc Valley Medical Center,Appendix surgery,14,0.02,0
2016,California,"Healthcare Associated Infection, Surgical Site Infections (SI)",Los Angeles,930000095,Long Beach Memorial Medical Center,ppendix surgery,15,0.05,0
2016,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Orange,60000025,Los Alamitos Medical Center,Appendix surgery,3,0.0,0
2016,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Lso Angeles,930000085,Los Angeles Community Hospital,Appendix surgery,28,0.02,0
2016,Californai,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Ventura,50000020,Los Robles Hospital & Medical Center,Appendix surgery,39,0.12,0
2016,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Santa Clraa,70001349,Lucile Packard Children's Hospital Stanford,Appendix surgery,66,0.36,1
2016,Californgia,"Healthcare Associated Infection, Surgicla Site Infections (SSI)",Humboldt,110000021,Mad River Community Hospittal,Appexndix surgery,7,0.01,0
2016,California,"Healthcare Associated Infection, Sugical Site Infections (SSI)",Madera,40000111,Madera Community Hospital,Appendix surgery,4,0.01,0
2016,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Mono,240000005,Mammoth Hospital,Apendix surgery,5,0.0,0
2016,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Santta Barbara,50000021,Marian Regional Medical Center,Appendix surgery,79,0.07,1
2016,California,"Healthcare Associated Infection, Surgical Site Infection s(SSI)",San Luis Obispo,50000009,"Marian Regional Medical Center, Arroyo Grande",Appendix surgery,10,0.01,0
2016,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Marin,110000953,Marin General Hospital,Appendix surgery,6,0.01,0
2016,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Los Angeles,930000044,Marina Del Rey Hospital,Appendixsurgery,2,0.0,0
2016,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Caalveras,30000120,Mark Twain edical Center,Appendix surgery,6,0.01,0
2016,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",El Dorado,30000121,Marshall Medical Cnter,Appendxi surgery,14,0.01,0
2016,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Los Angeles,60000035,Martin Luther King Jr. Community Hospital,Appendix surgery,3,0.0,0
2016,Californoia,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Merced,40000110,Memorial Hospital Los Banos,Appendix surgery,20,0.02,0
2016,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Los Angeles,930000092,Memorial Hospital of Gardena,Appendix surgery,1,0.0,0
2016,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Stanislaus,30000123,Memorial Medical Center,Appendix surgery,37,0.21,0
2016,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Mendocino,110000023,Mendocino Coast District Hospital,Appendix surgery,2,0.0,0
2016,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Rivedrside,250000727,Menifee Valley Medical Center,Appendix surgery,1,0.0,0
2016,Claifornia,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Sacramento,30000124,Mercy General Hospital,Appendix surgery,2,0.01,0
2016,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Kern,120000404,Mercy Hospital,Appendix surgery,8,0.01,0
2016,California,"Healthcare Asociated Infection, Surgical Site Infections (SSI)",Sacarmento,30000901,Mercy Hospital of Folsom,Appendix surgery,21,0.02,0
2016,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Merced,40000113,Mercy MedicalC enter,Appendix surgery,12,0.02,0
2016,Calsifornia,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Siskiyou,230000012,Mercy Medical Center tM. Shasta,Appendix surgery,3,0.0,0
2016,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Shasta,230000010,Mewrcy Medical Center Redding,Appendix surgery,41,0.14,0
2016,Caifornia,"Healthcare Associated Infection, uSrgical Site Infections (SSI)",Sacramento,30000127,Mercy San Juna Medical Center,Appendix surgery,27,0.09,0
2016,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Kern,120000701,Mercy Southwest Hospital,Appendix surgery,25,0.03,0
2016,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Sacramento,30000037,MethodistH ospital of Sacramento,Appendix surgery,15,0.01,0
2016,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Los Angeles,930000096,Methodist Hospital of Southern California,pApendix surgery,8,0.02,0
2016,alifornia,"Healthcar Associated Infection, Surgical Site Infections (SSI)",San Maeo,220000017,Mills-Peninsula Medical Center,Appendix surgery,33,0.11,0
2016,Califrnia,"Healthcare Associated Infection, Surgical Site Infections (SSI)",San Bernardino,240000009,Montclair Hospital Medical Centr,pAppendix surgery,11,0.01,0
2016,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Los Angeles,930000108,Monterey Park Hospital,Appenqdix surgery,30,0.02,0
2016,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Monterey,70000145,Natividad Medical Centzer,Appendix surgery,61,0.05,3
2016,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Solano,110000010,Northbay Medical Center,Appendix surgery,13,0.02,0
2016,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Soalno,110000378,vNorthbay Vacavalley Hospital,Appendix surgery,1,0.0,0
2016,California,"Healthcare Asociated Infection, Surgical Site Infections (SSI)",Inyo,240000037,Norhtern Inyo Hospital,Appendix surgery,8,0.01,0
2016,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Los ngeles,930000111,Northridge Hospital Medical Center,Appendix surgery,78,0.24,0
2016,California,"Healthare Associated Infection, Surgical Site Infections (SSI)",Marin,110000982,Novato Community Hospital,Appendix surgery,4,0.0,0
2016,California,"Healthcare Associated Infection, Surgical SiteI nfections (SSI)",Stanislaus,30000131,Oak Valley Hospita District,Appendix surgery,17,0.01,0
2016,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Santa Clara,70000146,O'Connor Hospital,Appendix srugery,31,0.11,0
2016,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Los Angeles,930000105,Olympia Medical Center,Appendix surgery,1,0.01,0
2016,Californai,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Orange,60000073,Orange County Global Medical Center,Appendix surgery,2,0.01,0
2016,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Butte,230000014,Oroville Hosiptal,Appendix surgeryy,5,0.01,0
2016,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Los Angeles,930000057,Pacific Alliance Medical Center,Appendix surgery,11,0.01,0
2016,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Los Angeles,930000133,Pacifica Hospital of the Valley,Appndix surgery,3,0.0,0
2016,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Los Angeels,930000077,Palmdale Regional Medical Center,Appendix surgery,11,0.01,0
2016,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Riverside,250000042,alo Verde Hospital,Appendix surgery,3,0.0,0
2016,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",San Diego,630013873,Palomarc Medical Center,Appendix surgery,15,0.06,0
2016,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Riverside,250000044,Parkview Community Hospital Medical Center,Appendix surgery,24,0.02,0
2016,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Sonoma,110000040,Petwaluma Valley Hospital,Appendix surgery,9,0.02,0
2016,Californiua,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Ls Angeles,930000052,PIH Hosptal - Downey,Appendix surgery,1,0.0,0
2016,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Imeprial,90000146,Pioneers Memorial Healthcare District,Appendix surgery,8,0.01,0
2016,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Orange,60000062,Placentia Linda Hospital,Appendix surgery,2,0.0,0
2016,dCalifornia,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Plumas,230000015,Plumas District Hospital,Appendix surgery,1,0.0,0
2016,California,"HealthcareAssociated Infection, Surgical Site Infections (SSI)",San Diego,80000147,Pomerado Hosfpital,Appendix surgery,5,0.01,0
2016,Caliofrnia,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Los Angeles,930000123,Pomona Valley Hospital Medical Center,Appendix surgery,125,0.61,1
2016,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Los Angeles,930000099,Presbyterian Intercommunity Hospital,Appendix surgery,25,0.1,0
