objectid(long),routeid(long),beginpoint(double precision),endpoint(double precision),buroboroughname(long),boroughareadescription,yearvalue(long),global_id,shape_length(double precision)
568.0,580368.0,0.26,0.97,3.0,City Of Groton,2022,908e3fd8-e7e8-470e-8653-5fee6d6f1a50,3812.62645216656
569.0,830676.0,0.0,0.22,52.0,City Of Groton,2022,e380a9d5-1199-4c23-9508-4969d680703e,532.888225670757
570.0,570200.0,0.0,0.03,57.0,City Of Groton,2022,908e3fd8-e7e8-470e-8653-5fee6d6f1a50,5859.4175813669
571.0,1050174.0,0.0,0.13,3.0,City Of Groton,2022,ff0153ed-c88a-4dc0-8baf-155d6ec85e72,3983.39360486081
572.0,580368.0,0.0,0.23,3.0,City Of Groton,2022,9304a233-dd90-4a00-95b5-b8b912f6275e,571.84831669391
573.0,580192.0,0.0,0.33,2.0,City Of Groton,2022,d7c3061e-b8c9-44c6-ad64-bebd33f9a2c9,5859.4175813669
574.0,580206.0,0.0,0.21,2.0,City Of Groton,2022,989bcbc5-5f00-4757-938d-e25b3083ea16,1082.56664843581
575.0,580229.0,0.0,0.14,2.0,City Of Gorton,2022,e0eb41e4-2bd7-4343-8379-3870954d711f,757.051445759169
576.0,580293.0,0.0,0.04,2.0,City Of Groton,2022,86087631-cbaf-4596-96f8-f14e8edb6e5f,235.462179260279
577.0,580302.0,0.0,0.76,2.0,Cit yOf Groton,2022,b45d5f94-5a38-4f38-89cd-22b02d204d95,4083.16276721724
578.0,580343.0,0.0,0.06,2.0,City Of Groton,2022,c2f09bd6-7bc0-4d56-9bb1-39c231fdc56e,338.256496924943
579.0,570006.0,0.0,0.43,1.0,Jewett City,2022,65722814-f3aa-45d0-85f9-fa5c224c38cc,2260.13742260287
580.0,570040.0,0.0,0.03,1.0,Jewett City,2022,1518fa29-1223-4a19-ad55-2b7040c45036,172.003623481758
581.0,570069.0,0.0,0.15,1.0,Jewett City,2022,30a3e5e2-0a80-483c-897e-6cc047102c53,790.901849944714
582.0,570073.0,0.0,0.19,1.0,Jewett City,2022,701ac978-2d09-413b-b90a-bc53741c6903,1056.14609321457
583.0,570093.0,0.0,0.11,1.0,Jewett City,2022,91bd5f28-5921-4a9f-8908-92c4ba23fd18,616.30035279833
584.0,570130.0,0.0,0.12,1.0,Jewett City,2022,f514eb41-8457-4b5e-9c24-19b8f61ddf26,624.815409562827
585.0,570188.0,0.0,0.01,1.0,Jewett City,2022,0b50d9a5-8342-447c-9bd4-2e663a2bee97,51.4753111494476
586.0,580040.0,0.0,0.52,2.0,City Of Gorton,2022,c1e7c7d1-273f-479a-b5ce-6665920171ef,2744.2661927243
587.0,580046.0,0.0,0.12,2.0,City Of rGoton,2022,5a041c3f-cbef-4cdc-bf9c-02c2c051af21,624.581528683061
588.0,580116.0,0.0,0.31,2.0,City Of Groton,2022,8d2b455c-a293-4f40-a8be-88050935bca3,1627.35723393191
589.0,580145.0,0.0,0.15,5.0,City Of Groton,2022,8b4e7bcf-2f22-461d-a353-155b931f46c0,799.460893837497
590.0,580215.0,0.0,0.26,41.0,City Of Groton,2022,32ecfa68-0283-4ec0-91db-552e90e639c2,1396.62514860668
591.0,580241.0,0.0,0.07,17.0,City Of Groton,2022,c8f45df6-a8bd-4d17-aa4a-0c5788d87d09,432.368119305803
592.0,580247.0,0.0,0.1,2.0,City Of Groton,2022,d935b701-68e0-4757-8f2c-5b2a83ce8c6c,574.648129398817
593.0,580324.0,0.0,0.25,2.0,City Of Groton,2022,7f4a36ac-1244-41de-92d2-9d780b8d6e42,1270.91104140975
594.0,580342.0,0.0,2.1,2.0,City Of Groton,2022,c5c33048-3d86-4104-8d18-5f363449fa15,11037.7876611385
595.0,580427.0,0.0,0.05,38.0,City Of Groton,2022,31d6f4f6-aeed-40cc-b4e5-a69c690f784f,241.435504581748
596.0,580430.0,0.0,0.11,2.0,City Of Groton,2022,562effdc-e112-4dc9-bbae-59a4e308799f,566.138191284246
597.0,580442.0,0.0,0.32,2.0,City Of Groton,2022,191bbf72-041d-4540-a9e0-580e0d325dfb,1723.85906380481
598.0,580448.0,0.0,0.06,2.0,City Of Groton,2022,bb490fba-7e81-4357-b20f-e260e00162c1,307.651697343091
599.0,580473.0,0.0,0.1,31.0,City Of Groton,2022,abe2381a-25c0-4390-abe1-9d53b141d202,433.930427504413
600.0,830048.0,0.0,0.92,3.0,Woodmont,2022,85172e5c-0cde-45ba-b051-f8485f30c546,4911.02902115468
601.0,830792.0,0.0,0.16,3.0,Woodmont,2022,b57bac62-c059-46bf-9062-bdadcda81e22,887.084022643662
602.0,830987.0,0.0,0.05,3.0,Woodmont,2022,35d7c3ac-211c-451d-91ab-e9d0d160953d,267.683802034557
603.0,1370005.0,0.0,0.05,5.0,Stonington,2022,d564f0f7-2cb4-4e3e-8931-10b91d3bd302,269.316023540861
604.0,1370061.0,0.0,0.09,5.0,Stonington,2022,921ace77-50e8-47f1-b05a-714f81283c16,508.965210999916
605.0,1370239.0,0.0,0.08,5.0,Stonington,2022,54647ec7-eeb7-46d4-9324-24d6946ac9fd,500.303222827995
606.0,1370271.0,0.0,0.03,5.0,Stonington,2022,f21f65b1-cf2d-474d-8f5d-bf415bd58270,151.819710811184
607.0,570003.0,0.0,0.18,1.0,Jewett City,2022,2fb30e3d-0a6c-485a-94e0-5a8f5fa94022,950.84523706212
608.0,570021.0,0.0,0.05,1.0,Jewett City,2022,c9e01ef8-f48a-40e9-bd14-d786215b62d5,317.444755971422
609.0,570038.0,0.0,0.11,1.0,Jewett City,2022,1d888612-8c67-40b4-a1d1-534ede06b2bd,600.973465897935
610.0,570047.0,0.0,0.09,1.0,Jewett City,2022,a2542a89-d31a-4fdf-b73a-6f2aa0c21043,490.798654307052
611.0,580068.0,0.0,0.21,2.0,City Of Groton,2022,1912cd94-64f7-4c52-8d27-a23c8a81ca10,1141.74460895532
612.0,580085.0,0.0,0.04,2.0,City Of Groton,2022,6aeb2cb8-a2fa-430c-bd85-c82f5b1b4021,257.166293858442
613.0,580135.0,0.0,0.16,2.0,City Of Groton,2022,2e3b4628-bd11-4c01-8b07-1be00da3cbf1,845.498919259093
614.0,580183.0,0.0,0.04,2.0,City Of Groton,2022,003215a9-6763-4663-830a-5af03636b202,229.858012711087
615.0,580230.0,0.0,0.06,101.0,City Of Groton,2022,0c54378f-b639-4e24-af0d-2973cf21d5b6,278.02624473595
616.0,580245.0,0.0,0.42,2.0,City Of Groton,2022,f5cf62bd-3d32-409c-a981-a6bca6deea8d,2249.45987750195
617.0,580257.0,0.0,0.29,2.0,City Of Groton,2022,7aa8fa86-eae4-4a7a-9b10-e0a80584db6a,1558.18082815002
618.0,580260.0,0.0,0.06,2.0,City Of Groton,2022,49112363-4b53-40e0-808d-0a5706233d88,363.481683922024
619.0,580283.0,0.0,0.28,2.0,City Of Groton,2022,ccae5b1f-1c29-45be-80c2-07dc57f81dcf,1498.23050684037
620.0,580288.0,0.0,0.1,2.0,Cit Of Groton,2022,83b1689d-622c-4998-b81e-08ca10714946,566.664707085969
621.0,580294.0,0.0,0.18,2.0,City Of Groton,2022,e80457f2-a34b-4e73-babd-d4188fc46d9d,1028.52734149813
622.0,580333.0,0.0,0.2,2.0,City Of Groton,2022,bea3c1a9-90ec-429f-b0c3-6d17481e46b5,1018.95651748543
623.0,1370137.0,0.0,0.53,5.0,Stonington,2022,9fea5f39-9326-4804-a8a4-0f4fc205c12b,2852.88719201662
624.0,1370139.0,0.0,0.06,5.0,Stonington,2022,87b76075-092d-4af5-abc4-3eed46d4a6a7,219.669260383362
625.0,1370184.0,0.0,0.12,5.0,Stonington,2022,7fcea720-1fd2-4239-a329-9db8eb8290da,711.487170875506
626.0,570002.0,0.0,0.04,1.0,Jewett City,2022,81badd97-79eb-42a3-8a38-edacde3a9048,245.35706011157
627.0,570027.0,0.0,0.18,1.0,Jewett City,2022,dffcc27f-6583-4409-8f9c-b8caf56ae8f9,974.821643322386
628.0,570028.0,0.0,0.06,1.0,Jewett City,2022,f14d9fd6-9ba7-4872-a50b-b19b70b2ee0c,436.187568631734
629.0,570044.0,0.0,0.17,1.0,Jewett City,2022,69c53490-8ae1-40e2-8bdc-24db13d49e49,880.437321013265
630.0,570061.0,0.0,0.09,1.0,Jewett City,2022,be24c430-6c99-44c2-af1e-d76fdb433cb8,468.473469746598
631.0,570090.0,0.0,0.14,1.0,Jewett City,2022,330bbab5-e0a0-4815-9050-79af9c3d3002,745.338550906333
632.0,570100.0,0.0,0.18,1.0,Jewett City,2022,52040419-ec80-425d-9e86-d1a906544594,961.972102076978
633.0,570134.0,0.0,0.1,1.0,Jewett City,2022,c67f21f6-7654-4c3d-8a74-735067e48392,502.790683967689
634.0,570155.0,0.0,0.04,1.0,Jewett City,2022,a6dede37-412f-4b9e-9671-c5063dfc61cf,210.017382975644
635.0,580111.0,0.0,0.23,32.0,City Of Groton,2022,5332c1ef-491e-4e38-a390-bd57de419a97,1217.14288917853
636.0,580160.0,0.0,0.11,2.0,City Of Grotbon,2022,74f82c85-3143-4964-8f69-7beb5db7a116,567.235484270695
637.0,580189.0,0.0,0.04,2.0,City Of Groton,2022,a88dbfd2-0221-487f-b605-60e68e23b026,213.2378467643
638.0,580201.0,0.0,0.13,2.0,City Of Groton,2022,1acb1fc1-01b8-4db0-a747-3fed5b9b5887,692.844389612608
639.0,580250.0,0.0,0.28,2.0,City Of roton,2022,508f9281-4778-4991-8692-93dd84944c64,1515.73317775284
640.0,580252.0,0.0,0.18,2.0,City Of Groton,2022,6b59cc60-7494-4a57-bca9-3761fa1d6f5e,969.785004829112
641.0,580280.0,0.0,0.23,2.0,City Of Groton,2022,eeba822a-f3f2-4bc5-93f2-5e144b8676bb,1162.68852820515
642.0,580295.0,0.0,0.72,2.0,City Of Groton,2022,f9c2180b-987e-49f3-b19a-f5d07e61a3fe,3760.88950886104
643.0,580370.0,0.0,0.22,102.0,City Of Groton,2022,52e5ee6a-5587-4f6d-9c07-78726ea281ef,1141.80970687487
644.0,580354.0,0.0,0.14,2.0,City Of Groton,2022,d8657fe5-5794-4bf2-b85b-0ad614f62ca7,739.414815662237
645.0,580428.0,0.0,0.15,2.0,City Of Groton,2022,b32f0409-93bf-49f7-8eae-f16fe370126d,748.600380934682
646.0,830001.0,0.0,0.21,3.0,Woodmont,2022,af24b4de-8f7b-4a02-86fc-7229917974d7,1110.00802146561
647.0,830072.0,0.0,0.1,3.0,Woodmont,2022,e57a424e-d2c0-4e97-9e69-caa74ede1551,517.638973478064
648.0,830075.0,0.0,0.1,3.0,Woodmont,2022,51543afe-e7f6-4e93-ab03-25c8b4601ec6,560.361184764478
649.0,830189.0,0.0,0.16,3.0,Woodmont,2022,8e6eeb20-b906-4526-94d3-9706e73998d7,836.460600621007
650.0,830326.0,0.0,0.07,3.0,Woodmont,2022,d3504af6-d7e0-44b0-8a90-48d7e3addcc0,369.14816879946
651.0,830327.0,0.0,0.08,3.0,Woodmont,2022,37ebbc50-253b-4c55-8f4d-aae672700814,436.781205684219
652.0,830348.0,0.0,0.05,3.0,Woodmont,2022,2ca3a50c-1872-4e1e-9d46-9bdd76af5a2a,270.174157746346
653.0,830353.0,0.0,0.56,3.0,Woodmont,2022,7bc68e88-7d37-45d7-beb8-4945e9e5c870,2887.47657971568
654.0,830807.0,0.0,0.07,3.0,Woodmont,2022,01215bbf-6553-41f2-bb95-6e1d9df359dc,425.847214184933
655.0,830916.0,0.0,0.07,3.0,Woodmont,2022,d68aea64-e561-4892-9c7c-5ea537045d10,371.299205163576
656.0,1050001.0,0.0,0.38,4.0,Fenwick,2022,bf238eed-599c-4a44-8882-81411cb2894c,2034.67965387803
657.0,1050103.0,0.0,0.05,4.0,Fenwick,2022,1255e66f-46ff-4840-8b5b-08a2a05ed34a,284.618781292555
658.0,1050205.0,0.0,0.29,4.0,Fenwick,2022,49623f70-c8ea-44cd-983c-79732a810d37,1602.30907791875
659.0,1370015.0,0.0,0.23,5.0,Stonington,2022,b2aa695e-78fa-483f-a7b2-b6b7890c009d,1230.23194914215
660.0,1370182.0,0.0,0.07,5.0,Stonington,2022,99f2d050-c500-40fa-ba4e-9ddde6c90d20,390.729841905033
661.0,1370192.0,0.0,0.12,5.0,Stonington,2022,72382762-44c2-4197-997e-79bf5087b95c,611.337876372663
662.0,1370367.0,0.0,0.04,5.0,Stonington,2022,cccab442-5fd9-494a-a616-0dbf9f36cce1,218.765603023524
663.0,570005.0,0.0,0.13,1.0,Jewett City,2022,c492ec7c-376c-40e7-9339-bc9dd5eba1c6,704.75366245906
664.0,570013.0,0.04,0.08,1.0,Jewett City,2022,4ef51a7b-00c7-4486-8853-e6970471fa96,208.538705034316
665.0,570053.0,0.0,0.05,1.0,Jewett City,2022,0bc98dab-1a0a-42b2-aa0b-d26611dc275c,336.502882183637
666.0,570059.0,0.0,0.11,1.0,Jewett City,2022,98a08da2-734f-4e53-87a1-5d2aaccc04b7,563.562888834884
667.0,570132.0,0.0,0.19,1.0,Jewett City,2022,36059cc0-3549-4415-8da8-cbf53f6877a3,999.274112940516
668.0,580015.0,0.0,0.54,2.0,City Of Groton,2022,ae2a19ea-5ead-4346-8f0a-44cdb4396712,2778.98466471071
669.0,580036.0,0.0,0.27,88.0,City Of Groton,2022,4f53a9b3-832d-488d-b436-6405bcba5803,1424.34922942785
670.0,580053.0,0.0,0.2,2.0,City Of Grtoon,2022,27660570-a196-48b4-93ab-4823bb9d390f,993.266566833858
671.0,580088.0,0.0,0.04,101.0,City Of Groton,2022,5d92c6ec-4c52-4863-9949-cd2551fb121e,245.383277909846
672.0,580090.0,0.0,0.07,2.0,Ciy Of Groton,2022,d1a38c4c-cdcd-4d73-9fa8-b8cf5b443c40,354.102456297925
673.0,580091.0,0.0,0.18,50.0,City Of Groton,2022,d49c1441-f44a-4d41-8652-3b85e4a482dd,974.948598740549
674.0,580119.0,0.0,0.22,2.0,City Of Groton,2022,7ab4bf37-0b9a-4a9d-a95c-3051a690122d,1132.45442130624
675.0,580169.0,0.0,0.08,2.0,City Of Groton,2022,decaeae0-f5e5-4ad7-988b-66eda6d00e85,410.317549242043
676.0,580211.0,0.0,0.05,2.0,City Of Groton,2022,d9ce4b17-ab15-4502-a84f-dda0f7f8f3dd,270.439333690683
677.0,580232.0,0.0,0.41,2.0,City Of Groton,2022,b86ae34b-6aec-45b3-bd2b-1044639b5435,2141.29100081827
678.0,580243.0,0.0,0.06,2.0,City Of Groton,2022,f3de7cf0-2468-4d46-9616-686fd01edf4d,296.621683942046
679.0,580259.0,0.0,0.07,2.0,City Of Groton,2022,ea34514a-2404-44c1-8032-22cc58f912f2,400.78253618291
680.0,580266.0,0.0,0.22,2.0,City Of Groton,2022,208accda-d6be-423f-a9fa-10b56ffca702,1181.15461179283
681.0,580374.0,0.0,0.1,2.0,City Of Groton,2022,ab81e101-0496-40f9-ba32-954d430e768c,537.100376720974
682.0,580475.0,0.0,0.15,2.0,City Of Groton,2022,cf5438b7-cff3-45bb-8e53-9ebd31e67907,824.719528463493
683.0,830685.0,0.0,0.3,3.0,Woodmont,2022,49f6b449-be17-4d58-a311-058cf6094991,1600.38535190648
684.0,830926.0,0.0,0.05,3.0,Woodmont,2022,3de46c85-41fc-467d-baa6-273af4a9788a,250.354980748871
685.0,1050078.0,0.0,0.25,4.0,Fenwick,2022,b8cddf3d-24aa-411a-915b-be99925afc43,1361.52117091144
686.0,1370023.0,0.0,0.23,5.0,Stonington,2022,bd3b7d84-3ca0-4291-8e9c-7c89ba0cf793,1174.2432059867
687.0,1370032.0,0.0,0.02,5.0,Stonington,2022,09fc3fff-2f65-48f0-be67-c59c63a6090a,113.684660711588
688.0,1370040.0,0.0,0.12,5.0,Stonington,2022,f8aed8a8-be6d-4180-9f70-6cbb6bf59803,571.616695310633
689.0,1370045.0,0.0,0.07,5.0,Stonington,2022,70744021-4312-4c83-aaf5-49d2093d5917,365.79011739505
690.0,1370057.0,0.14,0.23,5.0,Stonington,2022,98e7e3ab-eb36-4012-9f47-d63ffbc1ed5f,454.256535631851
691.0,1370102.0,0.0,0.2,5.0,Stonington,2022,d8258936-f64e-4bad-b86f-b751e701e2ec,1049.96910525616
692.0,1370168.0,0.0,0.18,5.0,Stonington,2022,5427010c-6469-4c04-8c5e-aaf77a33d270,941.457577066535
693.0,1370216.0,0.0,0.09,5.0,Stonington,2022,f77ee7a9-e7e4-4550-b8f0-206264b3f486,513.517846153871
694.0,1370224.0,0.0,0.04,5.0,Stonington,2022,4305f720-ff1f-4359-9afd-1868c3325958,230.432881873397
695.0,1370247.0,0.0,0.06,5.0,Stonington,2022,ad9a4b1e-5386-40c5-a9e3-43e4a93e86c5,378.964849641641
696.0,1370291.0,0.0,0.18,5.0,Stonington,2022,5feb7123-755d-4c58-997e-6310d55f1355,917.426765715189
697.0,570014.0,0.0,0.15,1.0,Jewett City,2022,98cb73bc-6e5c-429e-b583-52d8925f64cf,842.518456194272
698.0,570063.0,0.0,0.34,1.0,Jewett City,2022,c5e2d1d5-25b0-4459-84df-13cad02a26fd,1786.41421877665
699.0,570077.0,0.0,0.19,1.0,Jewett City,2022,7ca386bd-fb62-48ee-a618-9d4fe404c28b,1020.52802305296
700.0,570082.0,0.0,0.1,1.0,Jewett City,2022,ce4a9e89-5f89-4b3f-a86f-a6f74d500162,533.505366394722
701.0,570098.0,0.0,0.16,1.0,Jewett City,2022,611e1a0f-6fdb-4eda-92de-e8a5adef6cb9,844.071358710623
702.0,570102.0,0.0,0.04,1.0,Jewett City,2022,4f576a7a-a17a-466e-8afe-2a58e958c0ce,174.826242659532
703.0,570122.0,0.0,0.06,1.0,Jewett City,2022,c4caef22-2e6c-4382-9d1f-ff1c8cba712f,352.094434669184
704.0,570135.0,0.0,0.13,1.0,Jewett City,2022,e22bb5d0-3134-4c33-975a-e33ca6ab8c8e,749.781446319684
705.0,570138.0,0.0,0.09,1.0,Jewett City,2022,1cb251c5-55cd-474d-8a8f-2ca9ea84db99,509.363990196816
706.0,570186.0,0.0,0.04,1.0,Jewett City,2022,101e2a99-9e68-4cb8-bbeb-5748f64462d6,220.756241109574
707.0,570187.0,0.0,0.03,1.0,Jewett City,2022,65527523-d67c-4411-9b42-85ebd4c96ddd,159.37810165554
708.0,580027.0,0.0,0.79,2.0,City Of Groton,2022,b43a8ae0-b606-4adb-af8f-fa610b8e4bac,4264.68622987961
709.0,580034.0,0.0,0.07,2.0,City Of Groton,2022,5583f00f-e75d-4906-a1e3-e22dd093d3e8,341.313562765447
710.0,580092.0,0.0,0.16,2.0,City Of Gorton,2022,765323d4-e8c3-4e47-b1d2-103b8fb9a168,858.930297947747
711.0,580100.0,0.0,0.07,2.0,City Of Groton,2022,251e62a5-a5d6-4276-bb41-eefe1aad2dba,398.347875242126
712.0,580108.0,0.0,0.15,2.0,City Of Gorton,2022,f0b7b7b4-56bb-4ebf-872c-5dbc8e955ae1,814.478603302464
713.0,580117.0,0.0,0.27,2.0,City Of Groton,2022,f3aba4fa-d701-42e1-9856-ae121bb8ac56,1458.72055115021
714.0,580148.0,0.0,0.15,2.0,City Of Groton,2022,e3987f86-3afe-41a5-98c7-2e1b8722bd3f,821.039720416198
715.0,580150.0,0.0,0.09,2.0,CityOf Groton,2022,075c9418-49e7-4392-8167-b9de04fa7298,499.191671937232
716.0,580152.0,0.0,0.11,2.0,City Of Groton,2022,9d8e4e88-603b-4907-80a8-e09f8dd7e219,610.36167608905
717.0,580176.0,0.0,0.37,2.0,City Of Groton,2022,50d40b5a-65f0-44b5-b2b4-e4933840c1bb,1950.38683862661
718.0,580231.0,0.0,0.49,2.0,City Of Groton,2022,482de7e9-b841-401d-98e3-a9b72ce9fc6f,2591.26927813904
719.0,580240.0,0.0,0.68,2.0,City Of Grtoon,2022,0ededb24-5adf-4483-8e07-acc5d916df77,3635.43025780396
720.0,580314.0,0.0,0.21,2.0,City Of Groton,2022,f809a9eb-f52d-43a8-88ad-0e56ca57adce,1124.29961588834
721.0,580327.0,0.0,0.16,2.0,City Of Groton,2022,40c0e7b2-2080-4170-8b56-284928fd136a,825.507849084995
722.0,580341.0,0.0,0.51,2.0,City Of Groton,2022,da71de61-c3f9-42f8-a669-8444d6269450,2609.85569216718
723.0,580348.0,0.0,0.16,2.0,City Of Groton,2022,9ca24980-7a26-4695-a6d7-b934f54a7230,834.792234276391
724.0,580375.0,0.0,0.05,2.0,City Of Groton,2022,57488687-8ec3-456b-890f-6b140628ca75,284.376994882765
725.0,580377.0,0.0,0.14,2.0,City Of Groton,2022,d07227cf-ea2e-4b5f-818a-6c3534351506,704.435310840402
726.0,580382.0,0.0,0.19,2.0,City Of Groton,2022,257eef80-4ac7-48eb-aab3-02acf7a1a271,968.589350448826
727.0,580388.0,0.0,0.25,2.0,City Of Groton,2022,ba1034da-387b-4f35-98c6-09540eaf0679,1312.93725248887
728.0,580394.0,0.0,0.19,2.0,City Of Groton,2022,7d72b7d8-7546-49ba-9121-05e6f5189401,996.384787787397
729.0,580395.0,0.0,0.2,2.0,City Of Groton,2022,d8122de6-a9e9-4c97-8ec6-ec3b5e2e931d,1049.21405241436
730.0,830123.0,0.29,0.63,3.0,Woodmont,2022,fe2b5982-0848-4789-aa14-4c73d803c9bd,1750.62899460919
731.0,830691.0,0.0,0.14,3.0,Woodmont,2022,3e2c6f71-7724-4021-8fb7-b27cd924c7dd,765.431286812147
732.0,1370041.0,0.0,0.28,5.0,Stonington,2022,9bef1568-1af4-4c56-8756-3578efeb1795,1441.13785519202
733.0,1370071.0,0.0,0.12,5.0,Stonington,2022,e3cffec7-770f-476f-a147-8c8f65ee866e,668.589937712863
734.0,570022.0,0.0,0.35,1.0,Jewett City,2022,1eb92223-9de6-4d68-9434-70ea518f1901,1851.68457843689
735.0,570032.0,0.0,0.08,1.0,Jewett City,2022,336a701e-c5d8-421a-8765-580d373da821,439.674039459154
736.0,570071.0,0.0,0.05,1.0,Jewett City,2022,d9f98800-d2f0-4f4c-9ed9-d165bfd31757,302.645916377692
737.0,570075.0,0.0,0.44,1.0,Jewett City,2022,ef4ee81e-9a40-403e-8e57-4ce75fa60113,2283.88337914319
738.0,570113.0,0.0,0.15,1.0,Jewett City,2022,07f09526-5925-4f1d-84f5-a87289645092,791.418858090801
739.0,570121.0,0.0,0.16,1.0,Jewett City,2022,d1a3760a-bd8e-4f17-9c07-fbc5e7a6d575,797.198064011397
740.0,580003.0,0.0,0.29,2.0,City Of Groton,2022,aaaf87e8-a430-4a00-9a80-2246862ca222,1511.21337978277
741.0,580031.0,0.0,0.07,2.0,City Of Groton,2022,17a268f3-6469-4115-8f04-cc3ab28fb4e7,354.623735849719
742.0,580045.0,0.0,0.42,2.0,City Of Groton,2022,bac31537-5081-4184-b0d7-8fd36654d946,2146.40557194592
743.0,580067.0,0.0,0.18,2.0,City Of Groton,2022,369d60bb-ec61-4f5a-bad9-5b2dfbcb518c,948.307412256268
744.0,580072.0,0.0,0.15,2.0,City Of Groton,2022,4b65bf65-7194-4a7b-9d98-072ef7c33860,768.496804204695
745.0,580131.0,0.0,0.08,2.0,City Of Groton,2022,d1034082-4147-4dd9-9725-f464439e6a76,507.497697073627
746.0,580227.0,0.0,0.07,2.0,City Of Groton,2022,accd26da-2189-448a-81a4-cf96414d3ea1,279.049573883202
747.0,580238.0,0.0,0.16,2.0,City Of Groton,2022,2f9478da-523c-4a56-8ae6-bae179a0bfbf,809.735192566564
748.0,580242.0,0.0,0.5,2.0,City Of Groton,2022,dd69098e-11d1-43af-8294-91c764ab3069,2701.08238100339
749.0,580289.0,0.0,0.1,2.0,City Of Groton,2022,ca380c3a-270a-4844-a5c8-ad70c0f0a789,489.426576467762
750.0,580296.0,0.0,0.15,2.0,City Of Groton,2022,4f601fe5-9e79-4153-81fd-31305a27ff39,803.490573802163
751.0,580345.0,0.0,0.54,2.0,City Of Groton,2022,0e343756-a26c-4467-9e1c-82f702a78999,2843.42314085871
752.0,580356.0,0.0,0.22,2.0,City Of Groton,2022,c7c06cdb-225a-4e77-ac7a-375d3bf0f0bb,1161.65482600431
753.0,580398.0,0.0,0.17,2.0,City Of Groton,2022,8fb09fc6-13ef-4d82-9749-99a44aac428d,863.876836569017
754.0,580429.0,0.0,0.06,2.0,City Of Groton,2022,75fa7aab-90ac-44b1-8410-36aba09f04b2,313.783384601568
755.0,580437.0,0.0,0.1,2.0,City Of Groton,2022,83cb12c4-cf54-495f-8b7a-e9eb21127f5c,533.562542602461
