X,Y,OBJECTID,ACCESS_ID,LAUNCHNAME,LAUNCHTYPE,LINK
803131.731704131,746646.823286474,29,272,Candlewood Lake (Squantz Cove) Boat Launch,Trailered,http://www.ct.gov/deep/cwp/view.asp?a=2686&q=383824&deepNav_GID=1620
1068250.82055938,708700.540583387,30,285,Cedar Lake Boat Launch,Trailered,http://www.ct.gov/deep/cwp/view.asp?a=2686&q=382694&deepNav_GID=1620
1120160.9683793,839887.241464064,31,371,Coventry Lake Boat Launch,Trailered,http://www.ct.gov/deep/cwp/view.asp?a=2686&q=383826&deepNav_GID=1620
1100805.51726089,902723.081671387,32,366,Crystal Lake Boat Launch,Trailered,http://www.ct.gov/deep/cwp/view.asp?a=2686&q=383830&deepNav_GID=1620
1030600.77053155,749198.029798225,33,323,Crystal Lake Boat Launch,Trailered,http://www.ct.gov/deep/cwp/view.asp?a=2686q=382696&deepNav_GID=1620
1165343.13949773,673793.353508145,34,315,Dock Road Boat Launch,Trailered,http://www.ct.gov/deep/cwp/view.asp?a=2686&q=383850&deepNav_GID=1620
1150774.30413413,680211.877416477,35,301,Dodge Pond Boat Launch,Trailered,http://www.ct.gov/deep/cwp/view.asp?a=2686&q=383852&deepNav_GID=1620
867541.908985883,857221.477136731,36,369,Dog Pond Boat Launch,Trailered,http://www.ct.gov/deep/cwp/view.asp?a=2686&q=383854&deepNav_GID=1620
1022825.06364205,747680.69031322,37,322,Dooley Pond Boat Launch,Trailered,http://www.ct.gov/deep/cwp/view.asp?a=2686&q=382678&deepNav_GID=1620
1127712.79054597,846926.016100392,38,327,Eagleville Pond Boat Launch,Car Top/Carry-In,http://www.ct.gov/deep/cwp/view.asp?a=2686&q=383858&deepNav_GID=1620
1025558.15069555,658920.137191638,39,295,East River Boat Launch,Trailered,http://www.ct.gov/deep/cwp/view.asp?a=2686&q=383864&deepNav_GID=1620
1137218.87422405,671296.491375893,40,297,Four Mile River Boat Launch,Trailered,http://www.ct.gov/deep/cwp/view.asp?a=2686&q=383024&deepNav_GID=1620
1143624.34533697,743864.257001221,41,276,Gardner Lake Boat Launch,Trailered,http://www.ct.gov/deep/cwp/view.asp?a=2686&q=383866&deepNav_GID=1620
1236238.94750898,765342.218966484,42,278,Glasgo Pond Boat Launch,Trailered,http://www.ct.gov/deep/cwp/view.asp?a=2686&q=383868&deepNav_GID=1620
1148119.3986828,684492.929549888,43,300,Gorton Pond Boat Launch,Trailered,http://www.ct.gov/deep/cwp/view.asp?a=2686&q=383870&deepNav_GID=1620
1117072.12481947,665725.195431888,44,298,Great Island Boat Launch,Trailered,http://www.ct.gov/deep/cwp/view.asp?a=2686&q=383872&deepNav_GID=1620
1257149.73442747,756862.355020732,45,280,Green Falls Reservoir Boat Launch,Car Top/Carry-In,http://www.ct.gov/deep/cwp/view.asp?a=2686&q=383912&deepNav_GID=1620
1066702.15272497,736204.235247806,46,286,Haddam Meadows Boat Launch (Connecticut River),Trailered,http://www.ct.gov/deep/cwp/view.asp?a=2686&q=382704&deepNav_GID=1620
1088204.0007973,714118.664917722,47,326,Hadlyme Ferry Boat Launch (Connecticut River),Car Top/Carry-In,http://www.ct.gov/deep/cwp/view.asp?a=2686&q=383918&deepNav_GID=1620
1175008.20350088,868093.229015231,48,328,Halls Pond Boat Launch,Car Top/Carry-In,http://www.ct.gov/deep/cwp/view.asp?a=2686&q=383928&deepNav_GID=1620
1056249.21070439,651684.291755229,49,296,Hammonasset Beach Boat Launch,Car Top/Carry-In,http://www.ct.gov/deep/cwp/view.asp?a=2686&q=383972&deepNav_GID=1620
1188783.57096322,861629.656968638,50,329,Hampton Reservoir Boat Launch,Car Top/Carry-In,http://www.ct.gov/deep/cwp/view.asp?a=2686&q=383974&deepNav_GID=1620
802446.831827223,809463.615303561,51,267,Hatch Pond Boat Launch,Trailered,http://www.ct.gov/deep/cwp/view.asp?a=2686&q=383976&deepNav_GID=1620
1114119.68256164,754182.043124139,52,330,Hayward Lake Boat Launch,Trailered,http://www.ct.gov/deep/cwp/view.asp?a=2686&q=384022&deepNav_GID=1620
1052025.10826021,736870.911079809,53,331,Higganum Reservoir Boat Launch,Car Top/Carry-In,http://www.ct.gov/deep/cwp/view.asp?a=2686&q=383978&deepNav_GID=1620
908943.138847306,897050.698987305,54,332,Highland Lake Boat Launch,Trailered,http://www.ct.gov/deep/cwp/view.asp?a=2686&q=383986&deepNav_GID=1620
1102235.0416328,806575.322851807,55,269,Holbrook Pond Boat Launch,Trailered,http://www.ct.gov/deep/cwp/view.asp?a=2686&q=383856&deepNav_GID=1620
1224914.07481755,781650.241140395,56,279,Hopeville Pond Boat Launch,Trailered,http://www.ct.gov/deep/cwp/view.asp?a=2686&q=383996&deepNav_GID=1620
1137357.77552105,729388.756096646,57,348,Horse Pond Boat Launch,Car Top/Carry-In,http://www.ct.gov/deep/cwp/view.asp?a=2686&q=383998&deepNav_GID=1620
934374.230701551,933044.198850557,58,254,Howells Pond Boat Launch,Trailered,http://www.ct.gov/deep/cwp/view.asp?a=2686&q=384012&deepNav_GID=1620
1182583.55974121,693975.784927979,59,343,KE Streeter Boat Launch (Thames River),Trailered,http://www.ct.gov/deep/cwp/view.asp?a=2686&q=384018&deepNav_GID=1620
1038850.11590947,911780.953319401,60,370,Kings Island Boat Launch (Connecticut River),Trailered,http://www.ct.gov/deep/cwp/view.asp?a=2686&q=384020&deepNav_GID=1620
897287.577840894,685121.282623887,61,350,Lake Housatonic Boat Launch,Trailered,http://www.ct.gov/deep/cwp/view.asp?a=2686&q=384030&deepNav_GID=1620
794769.503021806,701169.567784473,62,374,Lake Kenosia Boat Launch,Trailered,http://www.ct.gov/deep/cwp/view.asp?a=2686&q=384032&deepNav_GID=1620
842406.709584475,728771.517829806,63,333,Lake Lillinonah (Pond Brook) Boat Launch,Trailered,http://www.ct.gov/deep/cwp/view.asp?a=2686&q=384034&deepNav_GID=1620
835933.835391134,736302.437807307,64,283,Lake Lillinonah Boat Launch,Trailered,http://www.ct.gov/deep/cwp/view.asp?a=2686&q=384034&deepNav_GID=1620
1219553.69839922,740398.66058597,65,293,Lake of Isles Boat Launch,Trailered,http://www.ct.gov/deep/cwp/view.asp?a=2686&q=384038&deepNav_GID=1620
866663.4497848,716950.613322064,66,304,Lake Zoar Boat Launch,Trailered,http://www.ct.gov/deep/cwp/view.asp?a=2686&q=384044&deepNav_GID=1620
1219596.50441597,728625.402964562,67,335,Lantern Hill Boat Launch,Trailered,http://www.ct.gov/deep/cwp/view.asp?a=2686&q=384046&deepNav_GID=1620
801822.333732381,819168.838019058,68,372,Leonard Pond Boat Launch,Car Top/Carry-In,http://www.ct.gov/deep/cwp/view.asp?a=2686&q=384048&deepNav_GID=1620
1113370.00033396,675460.395449638,69,357,Lieutenant River,Car Top/Carry-In,http://www.ct.gov/deep/cwp/view.asp?a=2686&q=384050&deepNav_GID=1620
1247509.69104356,931162.81875506,70,255,Little Pond Boat Launch,Trailered,http://www.ct.gov/deep/cwp/view.asp?a=2686&q=384078&deepNav_GID=1620
1219696.96943814,726247.69544965,71,336,Long Pond Boat Launch,Trailered,http://www.ct.gov/deep/cwp/view.asp?a=2686&q=384082&deepNav_GID=1620
788045.037140056,676428.491282478,72,294,Mamanasco Lake Boat Launch,Trailered,http://www.ct.gov/deep/cwp/view.asp?a=2686&q=384090&deepNav_GID=1620
1156739.65440814,841174.19427073,73,265,Mansfield Hollow Dam Boat Launch,Trailered,http://www.ct.gov/deep/cwp/view.asp?a=2686&q=384092&deepNav_GID=1620
1168818.41568364,927547.812533647,74,303,Mashapaug Lake Boat Launch,Trailered,http://www.ct.gov/deep/cwp/view.asp?a=2686&q=384094&deepNav_GID=1620
1070567.73127989,684880.879561394,75,351,Messerschmidt Pond Boat Launch,Car Top/Carry-In,http://www.ct.gov/deep/cwp/view.asp?a=2686&q=384108&deepNav_GID=1620
851720.003293797,856319.043246061,76,305,Mohawk Pond Boat Launch,Trailered,http://www.ct.gov/deep/cwp/view.asp?a=2686&q=384120&deepNav_GID=1620
1120016.44701481,808409.234210223,77,356,Mono Pond Boat Launch,Trailered,http://www.ct.gov/deep/cwp/view.asp?a=2686&q=384124&deepNav_GID=1620
1089519.46109289,748855.061980233,78,308,Moodus Reservoir (Lower) Boat Launch,Trailered,http://www.ct.gov/deep/cwp/view.asp?a=2686&q=384088&deepNav_GID=1620
1093459.02539222,744613.894281477,79,275,Moodus Reservoir (Upper) Boat Launch,Trailered,http://www.ct.gov/deep/cwp/view.asp?a=2686&q=384348&deepNav_GID=1620
1151386.40691255,913221.117105722,80,257,Morey Pond Boat Lauch,Trailered,http://www.ct.gov/deep/cwp/view.asp?a=2686&q=384130&deepNav_GID=1620
855332.040361062,815525.815777555,81,268,Mount Tom Pond Boat Launch,Car Top/Carry-In,http://www.ct.gov/deep/cwp/view.asp?a=2686&q=384136&deepNav_GID=1620
801684.988862723,887719.499801978,82,364,Mudge Pond Boat Launch,Trailered,http://www.ct.gov/deep/cwp/view.asp?a=2686&q=384140&deepNav_GID=1620
1215210.11555097,698005.688613564,83,355,Mystic River Boat Launch,Car Top/Carry-In,http://www.ct.gov/deep/cwp/view.asp?a=2686&q=384146&deepNav_GID=1620
1157798.01908931,680199.905655637,84,314,Niantic River Boat Launch,Trailered,http://www.ct.gov/deep/cwp/view.asp?a=2686&q=384148&deepNav_GID=1620
992192.502203882,737001.844873056,85,306,North Farms Boat Launch,Trailered,http://www.ct.gov/deep/cwp/view.asp?a=2686&q=384226&deepNav_GID=1620
1122223.94227172,701210.014553979,86,290,Norwich Pond Boat Launch,Trailered,http://www.ct.gov/deep/cwp/view.asp?a=2686&q=384230&deepNav_GID=1620
1224616.22337914,774193.018850148,87,337,Pachaug Pond Boat Launch,Trailered,http://www.ct.gov/deep/cwp/view.asp?a=2686&q=384234&deepNav_GID=1620
889659.546509057,888568.637867481,88,339,Park Pond Boat Launch,Trailered,http://www.ct.gov/deep/cwp/view.asp?a=2686&q=384238&deepNav_GID=1620
1061734.60557348,709761.468251556,89,284,Pattaconk Lake Boat Launch,Car Top/Carry-In,http://www.ct.gov/deep/cwp/view.asp?a=2686&q=384240&deepNav_GID=1620
1142485.03167072,694971.065745816,90,299,Pattagansett Lake Boat Launch,Trailered,http://www.ct.gov/deep/cwp/view.asp?a=2686&q=384242&deepNav_GID=1620
1089754.14894372,756467.480482399,91,340,Pickerel Lake Boat Launch,Trailered,http://www.ct.gov/deep/cwp/view.asp?a=2686&q=384246&deepNav_GID=1620
791395.60622631,678453.685722888,92,352,Pierrepont Lake Boat Launch,Car Top/Carry-In,http://www.ct.gov/deep/cwp/view.asp?a=2686&q=384250&deepNav_GID=1620
1182348.0093593,844385.94965823,93,266,Pine Acres Lake Boat Launch,Trailered,http://www.ct.gov/deep/cwp/view.asp?a=2686&q=384252&deepNav_GID=1620
1135304.78323597,704388.697501063,94,291,Powers Lake Boat Launch,Trailered,http://www.ct.gov/deep/cwp/view.asp?a=2686&q=384254&deepNav_GID=1620
1254364.75344889,910468.441180646,95,259,Quaddick Reservoir Boat Launch,Trailered,http://www.ct.gov/deep/cwp/view.asp?a=2686&q=384256&deepNav_GID=1620
1235248.55283622,846194.280359149,96,341,Quinebaug Pond Boat Launch,Car Top/Carry-In,http://www.ct.gov/deep/cwp/view.asp?a=2686&q=384258&deepNav_GID=1620
1014563.80916722,705967.761600137,97,375,Quonnipaug Lake Boat Launch,Trailered,http://www.ct.gov/deep/cwp/view.asp?a=2686&q=384260&deepNav_GID=1620
1012266.75273772,893845.19719623,98,256,Rainbow Reservoir Boat Launch,Trailered,http://www.ct.gov/deep/cwp/view.asp?a=2686&q=384270&deepNav_GID=1620
1124844.81793547,692923.818527982,99,376,Rogers Lake Boat Launch,Trailered,http://www.ct.gov/deep/cwp/view.asp?a=2686&q=384274&deepNav_GID=1620
1241621.55649439,844950.052204564,100,353,Ross Pond Boat Launch,Car Top/Carry-In,http://www.ct.gov/deep/cwp/view.asp?a=2686&q=384276&deepNav_GID=1620
1077231.56867397,731082.160518229,101,287,Salmon River Boat Launch (Connecticut River),Trailered,http://www.ct.gov/deep/cwp/view.asp?a=2686&q=384278&deepNav_GID=1620
829827.243273631,605304.876312137,102,354,Saugatuck River Boat Launch,Trailered,http://www.ct.gov/deep/cwp/view.asp?a=2686&q=384280&deepNav_GID=1620
994398.0427403,773649.566853061,103,321,Silver Lake Boat Launch,Trailered,http://www.ct.gov/deep/cwp/view.asp?a=2686&q=384284&deepNav_GID=1620
802196.200766802,747355.585648477,104,271,Squantz Pond Boat Launch,Trailered,http://www.ct.gov/deep/cwp/view.asp?a=2686&q=384286&deepNav_GID=1620
890496.669834808,866158.305391639,105,342,Stillwater Pond Boat Launch,Trailered,http://www.ct.gov/deep/cwp/view.asp?a=2686&q=384300&deepNav_GID=1620
1187303.8714948,728863.010100886,106,292,Stoddard Hill Boat Launch,Car Top/Carry-In,http://www.ct.gov/deep/cwp/view.asp?a=2686&q=384302&deepNav_GID=1620
1180926.80255605,693858.445595726,107,344,Thames River Boat Launch,Trailered,http://www.ct.gov/deep/cwp/view.asp?a=2686&q=384304&deepNav_GID=1620
828717.656253964,939703.427658066,108,345,Twin Lakes Boat Launch,Car Top/Carry-In,http://www.ct.gov/deep/cwp/view.asp?a=2686&q=384306&deepNav_GID=1620
859001.924097389,866158.824419484,109,368,Tyler Pond Boat Launch,Trailered,http://www.ct.gov/deep/cwp/view.asp?a=2686&q=384330&deepNav_GID=1620
1117399.83905905,696867.372320637,110,289,Uncas Pond (Hog Pond) Boat Launch,Trailered,http://www.ct.gov/deep/cwp/view.asp?a=2686&q=384334&deepNav_GID=1620
826984.574746385,819582.26206097,111,334,Waramaug Lake Boat Launch,Car Top/Carry-In,http://www.ct.gov/deep/cwp/view.asp?a=2686&q=384350&deepNav_GID=1620
921925.191951394,885253.458802313,112,365,West Hill Pond Boat Launch,Trailered,http://www.ct.gov/deep/cwp/view.asp?a=2686&q=384352&deepNav_GID=1620
861417.916312635,872127.148440808,113,367,West Side Pond Boat Launch,Trailered,http://www.ct.gov/deep/cwp/view.asp?a=2686&q=384358&deepNav_GID=1620
890553.862633809,891738.992419139,114,338,Winchester Lake Boat Launch,Trailered,http://www.ct.gov/deep/cwp/view.asp?a=2686&q=384360&deepNav_GID=1620
940747.438427553,691956.522234231,115,311,Wintergreen Lake Boat Launch,Car Top/Carry-In,http://www.ct.gov/deep/cwp/view.asp?a=2686&q=384040&deepNav_GID=1620
879576.763525054,932026.07194981,116,346,Wood Creek Pond Boat Launch,Trailered,http://www.ct.gov/deep/cwp/view.asp?a=2686&q=384362&deepNav_GID=1620
1239253.31123088,740119.406879395,117,347,Wyassup Lake Boat Launch,Trailered,http://www.ct.gov/deep/cwp/view.asp?a=2686&q=384366&deepNav_GID=1620
