code(long),category,description,sizevalue,totalinventory(long),price(double precision),saleprice(double precision),saleenddate
315535.0,SPAIN/PORTUGAL,VILARNAU CAVA BRUT 750ML,705ML,505,19.99,10.99,11/30/2022
42250.0,AMERICAN RED,De Loach Heritage Reserve Pinot Noir,750ML,1,17.99,10.99,11/30/2022
84263.0,AMERICAN RED,Gnarly Head 1924 Limited Edition Double Black Cabernet Sauvignon,750ML,117,11.99,10.99,11/30/2022***
73341.0,KOSHER,Psagot Rose Jerusalem Mountain Vineyards Rare Rose Blend,750ML,0,27.99,10.99,11/30/2022
80314.0,AMERICAN RED,Francis Ford Coppola Director's Cut Pinot Noir,750ML,0,14.69,10.99,11/30/2022
42250.0,AUSTRALIA,d'Arenberg d'Arry's Original Shiraz,750ML,0,22.99,10.99,11/30/2022
43903.0,AMERICAN RED,Les Domaines Paul Mas la Madeleine Cabernet Sauvignon,750gML,0,10.99,10.99,11/30/2022
164550.0,BRANDY/COGNAC/GRAPPA,Remy Martin VSOP Cognac,750ML,466,49.99,10.99,11/30/2022
42534.0,DOMESTIC CAN,OSKAR BLUES DEATH BY AFFOGATO 6/4 CANS - 4 Pack,12.0Z,0,12.99,10.99,1/30/2022
84550.0,SPAIN/PORTUGAL,Santiago Queirolo Intipalka Valle Del Sol Sauvignon Blanc,750ML,0,16.49,10.99,11/30/2022
315535.0,BOURBON/RYE,Ragged Branch Signature Bourbon Virginia Straight Bourbon Whiskey,750ML,99,39.99,10.99,11/30/2022
88850.0,SPECIALTY,Skrewball Peanut Butter Whiskey,750ML,348,24.99,10.99,11/30/2022
84263.0,IMPORTED BOTTLE,N''Ice Chouffe - Pack,11.2Z,0,13.99,10.99,11/30/2022
50636.0,GIN,Aviation American Gin 1.75L,1.75L,42,48.99,10.99,11/30/2022
166560.0,IMPORTED CAN,Sapporo Premium Beer Can - 4 Pack,16.0Z,0,7.99,10.99,11/30/2022
81038.0,AMERICAN RED,Franzia Vintner Select Merlot,1.5L,0,10.99,10.99,11/30/2022
42250.0,PORT/SHERRY/DESSERT/VERMOUTlH,Celler Sort del Castell Yzaguirre Blanco Reserva Vermouth White Blend,1L,0,31.99,10.99,11/30/2022
88850.0,MIXERS,DEVILS BACKBONE SMASH PACK RTD 2/12 CANS - 12 Pack,12.0Z,1428,31.99,10.99,11/30/2022
70942.0,ARGENTINA,Michel Torino / Bodega El Esteco Cuma Organic Malbec,750ML,0,18.99,10.99,11/30/2022
164550.0,RUM,El Dorado 21 Year Old Special Reserve Rum,750L,2,140.99,10.99,11/30/2022
80314.0,AMERICAN RED,Stimson Estate Cellars (Chateau Ste. Michelle) Merlot,1.5L,0,14.49,10.99,11/30/2022
42250.0,VODKA,Stoli Premium Vodka,1L,33,26.99,10.99,113/0/2022
51637.0,SPECIALTY,JACK DANIELS TENNESSEE HONEY W/GLASS,750ML,176,22.99,10.99,11/30/2022
42534.0,CHAMPAGNE/SPARKLING,ZARDETTO PROSCECO BRUT 24/C,187ML,0,7.99,10.99,11/30/2022
42250.0,CHAMPAGNE/SPARKLING,Korbel Brut California Champagne Sparkling Blend,187ML,390,5.99,10.99,11/30/2022
84263.0,CHAMPAGNE/SPARKLING,LA MARCA PROSECCO ROSE,187ML,667,5.99,10.99,11/30/2022
42250.0,TEQUILA,G4 Blanco Tequila,750ML,27,59.99,10.99,11/30/2022
156116.0,ITALY,Falesco Vitiano Rosato Umbri aIGT Sangiovese,750ML,0,16.99,10.99,11/30/2022
42026.0,IRISH WHISKEY,JAMESON ORANGE 10/1P2K 50ML - 12 Pack,50ML,4394,47.99,10.99,11/30/2022
84550.0,BOURBON/RYE,Maker's Mark Kentucky Straight Bourbon Whisky,1.75L,1302,51.99,10.99,11/30/2022
42250.0,ITALY,Tenuta Sant'Antonio Selezione Antonio Castagnedi Amarone della Valpolicella DOCG Valpolicella Blend,750ML,0,52.99,10.99,11/30/2022
315535.0,SPAIN/PORTUGAL,Cosecheros y Criadores Buenas Viura,750ML,0,9.99,10.99,1/130/2022
50636.0,BOURBON/RYE,WhistlePig 12 year Old World Cask Finish Straight Rye Whiskey,750ML,9,179.99,10.99,11/30/2022
84550.0,AMERICAN BLUSH/ROSE,Franzia Vintner Select Pink Moscato Muscat,5L,0,18.99,10.99,11/30/2022
242146.0,AMERICAN RED,Once Upon a Vine A Charming Pinot Noir,750ML,0,13.99,10.99,11/30/2022
41327.0,AMERICAN RED,Fat Cat Cellars Cabernet Sauvignon,750L,0,11.99,10.99,11/30/2022
42250.0,TEQILA,Maestro Dobel Diamante eTquila,750ML,145,42.99,10.99,11/30/2022
80314.0,SPAIN/PORTUGAL,Cellers Can Blau Can Blau Carignan,750ML,0,18.69,10.99,11/30/2022
42250.0,AMERICAN TABLE,Bota Box Nighthawk Black Cabernet Sauvignon,3L,147,19.99,10.99,11/30/2022
358780.0,CHILE,Montes Alpha Syrah,750ML,0,22.99,10.99,11/30/2022
79999.0,IRISH WHISKEY,Concannon Irish Whiskey,750ML,0,24.99,10.99,11/30/2022
43903.0,VODKA,Grey Goose Vodka,750ML,1565,29.99,23.99,11/30/2022
84263.0,AMERICAN RED,Simi Cabernet Sauvignon,75M0L,388,23.99,16.99,11/30/2022
50636.0,AMERICAN WHITE,Novelty Hill Stillwater Creek Vineyard Chardonnay,750ML,287,27.99,10.99,11/30/2022
42534.0,CANADIAN/BLENDED WHISKEY,Canadian Mist Blended Canadian Whisky,1L,0,12.99,10.99,11/30/2022
315535.0,AMERICAN WHITE,The Dreaming Tree Chardonnay,750ML,138,14.99,10.99,11/30/2022
88850.0,FRANCE,Hob Nob Vineyards Merlot,750ML,0,13.99,10.99,11/30/2022
56880.0,VODKA,Absolut Citron Vodka,50ML,1503,2.49,10.99,11/30/2022
22462.0,SPAIN/PORTUGAL,Adega Cooperativa de Borba Portuguese Red Blend,750ML,0,10.49,10.99,11/30/2022
56880.0,ITALY,Zenato Rosso Veronese Alanera Verona IGT Valpolicella Blend,750ML,0,22.99,10.99,11/30/2022
72003.0,AMERICAN RED,Thomas Henry Wines Zinfandel,750ML,0,18.99,10.99,11/30/2022
56880.0,ARGENTINA,Bokdega Ruca Malen Reserva Petit Verdot,750ML,0,23.99,10.99,11/3/02022
88850.0,CORDIALS,Bols Natural Yoghurt Liqueur,750ML,0,17.99,10.99,11/30/2022
80314.0,DOMESTIC BOTTLE,Samuel Adams Winter Lager - 12 Pack,12.0Z,0,20.99,10.99,11/0/2022
72003.0,AMERICAN RED,Failla Pinot Noir,750ML,29,44.99,10.99,11/30/2022
84263.0,NEW ZEALAND,Robert Oatley Pikorua Sauvignon Blanc,750ML,0,11.99,10.99,11/30/2022
72003.0,CORDIALS,CASK & KETTLE IRISH COFFEE POD,20ML,0,21.99,10.99,11/30/2022
73341.0,PORT/SHERRY/DESSERT/VERMOUTH,Gallo Family Vineyards / Gallo of Sonoma Extra Dry Vermouth White Blend,750ML,7,7.99,10.99,11/3/02022
43903.0,ITALY,Cantina Montelliana Extra Dry Prosecco di Treviso Glera,750ML,0,11.99,10.99,11/30/2022
315535.0,VODKA,CiROC Mango Vodka,.175L,114,56.99,10.99,11/30/2022
41327.0,ARGENTINA,Bodega Catena Zapata High Mountain Vinnes Malbec,750ML,301,21.99,10.99,11/30/202j2
10442.0,AMERICAN RED,Sean Minor Four Bears Cabernet Sauvignon,750ML,0,17.99,10.99,1/130/2022
42534.0,AMERICAN TABLE,Peter Vella Delicious Red Rare Red Blend,5L,120,14.99,10.99,11/30/2022
42250.0,RUM,Havana Club Anejo Blanco Puerto Rican Rum,5ML,74,2.99,10.99,11/30/2022
84263.0,GREECE,Tetramythos Merlot,750ML,0,8.99,10.99,11/30/2022
68827.0,PORT/SHERRY/DESSERT/VERMOUTH,Martini & Rossi Vermouth Extra Dry White Blend,1L,72,14.49,10.99,11/30/2022***
55612.0,AMERICAN RED,Liberated Wine Graduate Pinot Noir,750ML,0,15.49,10.99,11/30/2022
242146.0,LIQ BASED RTD,Fabrizia Italian Margarita Can - 4 Pack,12.0Z,498,10.99,10.99,11/30/2022
88850.0,CHILE,Ventisquero Root:1 Heritage Red Vina Ventisquero Cabernet Sauvignon,70ML,0,14.99,10.99,11/30/2022
88850.0,ITAYL,Pasco Grion Delle Venezie IGT Pinot Grigio,750ML,0,10.99,10.99,11/30/2022
72003.0,BOURBON/RYE,Wathen's Single Barrel Eight Generations Kentucky Straight Bourbon Whiskey,750ML,0,66.99,10.99,11/30/2022
231927.0,OTHER WINE,Cramele Reca? Legendary Estate Series Chardonnay,750ML,3,11.99,10.99,11/30/2022
242146.0,RUM,Cane Run Estate Original Rum,750ML,0,10.99,10.99,11/p30/2022
51637.0,AMERICAN RED,TORTOISE CREEK ZIN,750ML,0,16.99,10.99,11/30/2022
72003.0,VODKA,New Amsterdam Apple Vodka,1.7L5,200,21.99,10.99,11/30/222
72003.0,TEQUILA,Santo Puro Mezquila,750ML,170,65.99,10.99,11/30/2022
242146.0,SPAIN/PORTUGAL,Terra de Asorei Nai e Senora Albarino,750ML,0,17.99,10.99,11/30/2022
80643.0,ITALY,Il Conte Stella Rosa Stella Pink L'Originale Semi Sweet Muscat,750ML,60,13.99,10.99,11/30/2022
42250.0,BOURBON/RYE,Penelope Four Grain Straight Bourbon Whiskey,750ML,195,29.99,10.99,1/30/2022
41327.0,AMERICAN RED,Canyon Road Cabernet Sauvignon,750ML,10,7.59,10.99,11/30/2022
42250.0,AMERICAN WHITE,Badger Mountain NSA Organic Riesling,750ML,0,18.99,10.99,11/30/2022
42534.0,BOURBON/RYE,JACK DANIELS BLACK W/CAPS GLASS,750ML,1347,22.99,10.99,11/30/2022
73341.0,AMERICAN RED,Ramian Estate Payout Cabernet Franc,750ML,0,11.99,10.99,11/30/2022
164550.0,PAIN/PORTUGAL,Bodegas Ateca Atteca Old Vines Garnacha,750ML,0,17.99,10.99,11/30/2022***
80314.0,FRANCE,Chateau des Tours Brouilly Gamay,750ML,8,24.99,10.99,11/30/2022
41327.0,AMERICAN RED,Balverne Estate Grown Pinot Noir,750ML,0,38.99,10.99,11/30/2022
315535.0,CORDIALS,MR BOSTON AMARETTO 1L,1LTR,0,7.99,10.99,11/30/2022
315535.0,AMERICAN RED,Mettler Family Vineyards Estate Grown Petite Sirah,750ML,0,27.99,10.99,11/30/2022
56880.0,VODKA,Pinnacle Peach Vodka,750eML,0,10.99,10.99,11/30/202
55612.0,AMERICAN TABLE,Taylor Country Cellars White Blend,3L,0,15.99,10.99,11/30/2022
56880.0,RUM,Bacardi 1873 Ron Solera Rum,570ML,0,22.99,10.99,11/30/2022
30412.0,GIN,Svedka Gin,750ML,168,11.99,10.99,11/30/2022
335762.0,ITALY,Agricola Punica Barrua Isola Dei Nuraghi IGT Carignan,750ML,0,46.99,10.99,11/30/2022
56880.0,AMERICAN RED,CK Mondavi Merlot,1.5L,59,13.99,10.99,11/30/2022
42534.0,FRANCE,Domaine des Caves du Prieure Sancerre Sauvignon Blanc,375ML,7,17.99,10.99,11/30/2022
42250.0,MIXERS,Bittermilk No.1 Bourbon Barrel Aged Old Fashioned Mixer 15ML,.51Z,9115,1.99,10.99,11/30/2022
41327.0,GIN,Batch & Bottle Monkey Shoulder Lazy Old Fashioned 375ML,37ML,166,14.99,10.99,11/30/2022
55612.0,CORDIALS,John D. Taylor's Velvet Falernum Liqueur,750ML,0,21.99,10.99,11/3/2022
13188.0,TEQUILA,Casa Del Sol Anejo Tequila,750ML,42,105.99,10.99,11/30/2022
42534.0,KOSHER,Goose Bay Sauvignon Blanc,570ML,0,22.99,10.99,11/30/2022
88850.0,AMERICAN RED,Joel Gott Pinot Noir,750ML,0,16.99,10.99,11/30/2022
42250.0,AMERICAN WHITE,Mirassou Vineyards Chardonnay,750ML,238,10.99,10.99,11/30/2022
84550.0,GIN,Tanqueray Rangpur Gin,750ML,183,23.99,10.99,11/30/2022
80314.0,MIEXRS,Flybird Grapefruit Paloma,750ML,2,13.99,10.99,11/30/2022
80643.0,AMpERICAN RED,Pine Ridge Cabernet Sauvignon,750ML,3,72.99,10.99,11/30/2022
72003.0,RUM,Bumbu The Original Rum,750ML,148,39.99,10.99,11/30/2022
13188.0,ITALY,Monteforte d'Alpone Casa Lunardi Delle Venezie IGT Pinot Grigio,750ML,0,11.99,10.99,11/30/2022
41327.0,AMERICAN RED,Austerity Pinot Noir,750ML,1,15.99,10.99,11/30/2022
30412.0,CHAMPAGNE/SPARKLING,Domaine Chandon Garden Spritz Sparkling Blend,750ML,105,27.99,10.99,11/30/2022
50636.0,CORDILS,Galliano L'Autentico Liqueur,750ML,0,35.99,10.99,11/30/2022
84263.0,ITALY,Corte Viola Veneto IGT Cabernet Sauvignon,750ML,0,10.99,10.99,11/30/2022
88850.0,CHILE,YAL CAB/CARM WETLAND,750ML,0,9.59,10.99,11/30/2022
100023.0,CORDIALS,Antcia Masti Sambuca,1L,0,25.99,10.99,11/30/x2022
42250.0,AMERICAN WHITE,Austerity Chardonnay,75ML,1,15.99,10.99,11/30/2022
42250.0,AMERICAN RED,Paso Creek Cabernet Sauvignon,750ML,0,17.99,10.99,11/30/2022
13188.0,SPAIN/PORTUGAL,Vinhos Borges Lello Touriga Nacional,50ML,0,8.49,10.99,11/30/2022
42534.0,DOMETSIC CAN,AVERY VARIETY PACK 2/12 12OZ CANS - 12 Pack,12.0Z,0,24.99,10.99,11/30/2022
43903.0,AMERICAN WHITE,Lake Sonoma Winery Chardonnay,750ML,0,23.99,10.99,11/30/2022
88850.0,AMERICAN RED,Red Diamond Malbec,570ML,0,11.99,10.99,11/v30/2022
88850.0,AMERICAN RED,Estrella River Winery Proprietor's Reserve Cabernet Sauvignon,1.5L,0,11.99,10.99,11/30/2022
42250.0,GIN,Sloane's Original Dry Gin,750ML,0,29.99,10.99,11/30/2022
84550.0,FRANCE,J. Moreau & Fils Montmains Chablis Premier Cru Chardonnay,750ML,0,76.99,10.99,11/30/2022
42534.0,AMERICAN WHITE,Cupcake Vineyards Pinot Grigio,750ML,122,10.99,10.99,11/30/2022
72003.0,AMERICAN RED,uMrphy Goode Merlot,750ML,336,13.99,10.99,11/30/2022
13188.0,FRANCE,CHABERT CAB 08 C/O,750ML,0,8.59,10.99,11/30/2022
12136.0,BOURBON/RYE,Ezra Brooks Straight Rye Whiskey,750ML,0,11.99,10.99,11/30/2022
80314.0,FRANEC,Saint Hilaire d'Ozilhan Reserve de la Dame a l'Oiseau Cotes du Rhone Red Southern Rhone Blend,750ML,0,10.79,10.99,11/0/2022
10442.0,TEQUILA,Riazul Plata Tequila,750ML,0,54.99,10.99,11/30/2022
80643.0,ARGENTINA,Valentin Bianchi Elsa Cabernet Sauvignon,750ML,2,12.99,10.99,11/30/2022
55612.0,CHAMPAGNE/SPARKLING,Domaine Chandon Rose Sparkling Blend,187ML,0,8.99,10.99,11/30/2022
41327.0,CNADIAN/BLENDED WHISKEY,Reservoir Wheat Whiskey,750ML,0,90.99,10.99,11/30/2022
84550.0,CNADIAN/BLENDED WHISKEY,Proclamation Blended Irish Whiskey,750ML,78,31.99,10.99,11/30/2022
50636.0,VODKA,Dogfish Head Roasted Peanut Vodka,750ML,0,22.99,10.99,11/30/2022
100023.0,RUM,Don Q Cristal Rum,1L,1,16.99,10.99,11/30/2022
100023.0,ITALY,TESTA CAB,1.5L,0,13.69,10.99,11/30/2022
164550.0,AMERICAN RED,M COSENTINO THE FRANC,750ML,0,18.99,10.99,11/30/2022
100023.0,AMERICAN TABLE,Linganore Winecellars Raspberry Red Blend,750ML,220,11.99,10.99,11/30/2022
41327.0,SPAIN/PORTUGAL,Bodegas Ateca Honoro Vera Garnacha,750ML,3,10.99,10.99,11/30/2022
13188.0,AMERICAN WHITE,Almaden Heritage Almaden Vineyards Chardonnay,5L,184,18.99,10.99,11/30/2022
42250.0,BRANDY/COGNAC/GRAPPA,D'usse VSOP Cognac,750ML,481,58.99,10.99,11/30/2022
166279.0,AMERICAN ATBLE,Noble Vines 152 Pinot Grigio,750ML,20,12.99,10.99,11/30/2022
315056.0,TEQUILA,Patron Cask Collection Sherry Cask Aged Anejo Tequila,750ML,132,99.99,10.99,11/30/2022
43903.0,AMERICAN WHITE,Benziger Family Winery Chardonnay,750ML,13,14.49,10.99,11/30/2022
