rxdevice,fileid,txdevice,starttime,endtime,valuevalue
1112,54034.0,32749,277384776105722,277385076005350.0,255
1112,54036.0,5924,277425576141210,277425876041689.0,255
1112,54036.0,17538,277426176141414,277426476041247.0,255
1112,54036.0,20676,277425876141718,277426176041410.0,255
1112,54036.0,23947,277426476141239,277426776041429.0,255
1112,54037.0,-14080,277471476169530,277471776069623.0,255
1112,54037.0,-12738,277470576169435,277470876069539.0,255
1112,54037.0,-7402,277470876169546,277471176069481.0,255
1112,54037.0,2851,277471176169482,277471476069534.0,255
1112,54037.0,4988,277470276169762,277470576069436.0,255
1112,54039.0,-1211,277512876184570,277513176084415.0,255
1112,54039.0,4690,277512276184705,277512576084586.0,255
1112,54039.0,15349,277512576184591,277512876084564.0,255
1112,54039.0,30366,277513176184387,277513476084651.0,255
1112,54040.0,-12640,277557576120578,277557876020806.0,255
1112,54040.0,-4692,277556976104978,277557276020228.0,255
1112,54040.0,20132,277556676104425,277556976005282.0,255
1112,54040.0,29481,277557276120230,277557576020607.0,255
1112,54041.0,9666,277590876161025,277591176061138.0,255
1112,54042.0,-27206,277643076117760,277643376017786.0,255
1112,54042.0,-24946,277642776118048,277643076017705.0,255
1112,54042.0,-14180,277643376117802,277643676018041.0,255
1112,54042.0,23354,277643676118050,277643976017864.0,255
1112,54042.0,24363,277643976117898,277644276017954.0,255
1112,54044.0,-30336,277729176117162,277729476016924.0,255
1112,54044.0,-26666,277729776134222,277730076083525.0,255
1112,54044.0,-18454,277730076183070,277730376082864.0,255
1112,54044.0,-11381,277730376182840,277730676083412.0,255
1112,54044.0,18494,277729476116903,277729776034224.0,255
1112,54045.0,20,277764576112654,277764876012888.0,255
1112,54045.0,9055,277763676164798,277763976080823.0,255
1112,54045.0,13689,277764276181191,277764576012639.0,255
1112,54045.0,25649,277763976180807,277764276080786.0,255
1112,54058.0,-29443,277989276140546,277989576040506.0,255
1112,54058.0,-15847,277988376140422,277988676040638.0,255
1112,54058.0,-12792,277989576140480,277989876040847.0,255
1112,54058.0,4220,277988976140562,277989276040430.0,255
1112,54058.0,7857,277988676140645,277988976040558.0,255
1112,54060.0,2063,278005776122693,278006076023043.0,255
1112,54061.0,-28487,278023476167307,278023776067178.0,255
1112,54061.0,-12417,278023176167432,278023476067299.0,255
1112,54063.0,-770,278030676146479,278030976046406.0,255
1112,54063.0,8150,278030976146409,278031276046408.0,255
1112,54063.0,16295,278031276146377,278031576046335.0,255
1112,54063.0,21322,278031576146331,278031876046606.0,255
1112,54064.0,-3076,278075676104354,278075976004442.0,255
1112,54064.0,14722,278075376187383,278075676004367.0,255
1112,54064.0,20515,278075976104142,278076276019306.0,255
1112,54065.0,-21787,278108076120168,278108376020238.0,255
1112,54066.0,-29967,278111376198216,278111676098387.0,255
1112,54066.0,-27280,278111076198458,278111376098234.0,255
1112,54066.0,-3003,278111676198883,278111976098269.0,255
1112,54066.0,11940,278111976198506,278112276098466.0,255
1112,54066.0,23430,278110776198512,278111076098461.0,255
1112,54071.0,-24435,278161776113041,278162076012951.0,255
1112,54071.0,-11672,278161476112985,278161776013032.0,255
1112,54071.0,20982,278162376113470,278162676013158.0,255
1112,54071.0,26023,278162076112921,278162376013506.0,255
1112,54072.0,-31900,278196576170179,278196876070332.0,255
1112,54072.0,-29865,278195976170088,278196276070159.0,255
1112,54072.0,748,278196276170182,278196576070139.0,255
1112,54072.0,27324,278195676170798,278195976070162.0,255
1112,54072.0,29905,278196876170336,278197176070108.0,255
1112,54076.0,-28863,278248476117187,278248776017765.0,255
1112,54076.0,-2063,278247576143124,278247876058873.0,255
1112,54076.0,10541,278248176117009,278248476017223.0,255
1112,54076.0,19176,278247876158889,278248176017012.0,255
1112,54077.0,16526,278264076139192,278264376039077.0,255
1112,54079.0,-10910,278266776172155,278267076072237.0,255
1112,54080.0,-9801,278282676151529,278282976068795.0,255
1112,54080.0,8460,278283276169046,278283576085558.0,255
1112,54080.0,19779,278282976168804,278283276069046.0,255
1112,54080.0,31475,278282376151610,278282676051502.0,255
1112,54081.0,-31412,278334276197554,278334576012795.0,255
1112,54081.0,-13351,278334876113932,278335176013498.0,255
1112,54081.0,-12509,278333676196814,278333976097875.0,255
1112,54081.0,10935,278333976197897,278334276097573.0,255
1112,54081.0,11326,278334576112810,278334876013651.0,255
1112,54083.0,-29578,278351076186227,278351376086996.0,255
1112,54084.0,-150,278363976191652,278364276091917.0,255
1112,54084.0,12665,278364276191913,278364576091746.0,255
1112,54087.0,-23274,278369976118819,278370276038362.0,255
1112,54087.0,5141,278369676102678,278369976018854.0,255
1112,54087.0,13586,278370276138370,278370576054887.0,255
1112,54087.0,17653,278369376102505,278369676002591.0,255
1112,54106.0,-16841,278603676161569,278603976061886.0,255
1112,54109.0,-21002,278680476171184,278680776071239.0,255
1112,54109.0,-15959,278681076187072,278681376086889.0,255
1112,54109.0,3901,278680176155918,278680476071172.0,255
1112,54109.0,16928,278681376186876,278681676004010.0,255
1112,54109.0,27015,278679876156215,278680176055916.0,255
1112,54109.0,29660,278680776171266,278681076087075.0,255
1112,54110.0,-22192,278714976192291,278715276037902.0,255
1112,54110.0,-20658,278715576137975,278715876037837.0,255
1112,54110.0,-7880,278715276137907,278715576037990.0,255
1112,54110.0,-4593,278714376177360,278714676092167.0,255
1112,54110.0,-898,278714676192168,278714976092318.0,255
1112,54112.0,-29880,278767476176339,278767776076099.0,255
1112,54112.0,-13506,278766876176096,278767176076230.0,255
1112,54112.0,5508,278767176176194,278767476076292.0,255
1112,54112.0,12169,278766576176449,278766876076055.0,255
1112,54112.0,25180,278767776176128,278768076076538.0,255
1112,54113.0,-27415,278801076157439,278801676057566.0,255
1112,54113.0,-18409,278801676157576,278801976057697.0,255
1112,54113.0,22040,278800476157466,278800776057632.0,255
1112,54113.0,32277,278800776157660,278801076057453.0,255
1113,58653.0,-19349,276274476156925,276274776056494.0,255
1113,58678.0,24,276445176158172,276445476028522.0,255
1113,58737.0,-15747,276982476172610,276982776072665.0,255
1113,58746.0,23635,277060476168743,277060776068585.0,255
1113,58756.0,19736,277138176111075,277138476011147.0,255
1113,58804.0,-19206,277579776179497,277580076080043.0,255
1113,58804.0,1806,277579476179626,277579776079491.0,255
1113,58814.0,-7764,277669476185921,277669776068142.0,255
1113,58845.0,-4870,278088876109594,278089176009398.0,255
1113,58855.0,-15306,278175276128118,278175576027694.0,255
1113,58873.0,22010,278267376148521,278267676048901.0,255
1114,15434.0,-5450,276188376108037,276188676007645.0,255
1114,15434.0,11050,276188076107528,276188376008037.0,255
1114,15435.0,-23972,276192576191640,276192876091699.0,255
1114,15436.0,-30371,276302676103878,276302976019579.0,255
1114,15436.0,15040,276302376104493,276302676004032.0,255
1114,15437.0,-355,276347376155667,276347676055671.0,255
1114,15437.0,2803,276346776124743,276347076055476.0,255
1114,15437.0,18252,276347076155417,276347376055711.0,255
1114,15443.0,9367,276444276166037,276444576066077.0,255
1114,15446.0,-14037,276557076122353,276557376021761.0,255
1114,15446.0,3320,276556476106930,276556776006671.0,255
1114,15446.0,11417,276556776106749,276557076022095.0,255
1114,15446.0,22993,276557376121950,276557676050386.0,255
1114,15447.0,-16506,276569976120154,276570276020152.0,255
1114,15447.0,-9405,276571176120089,276571476019908.0,255
1114,15447.0,1659,276570276120054,276570576020089.0,255
1114,15447.0,14822,276570876120098,276571176020129.0,255
1114,15447.0,32339,276570576120005,276570876020039.0,255
1114,15448.0,-28607,276620976146271,276621276046597.0,255
1114,15450.0,-877,276635076201514,276635376101368.0,255
1114,15450.0,4026,276634776201099,276635076101678.0,255
1114,15452.0,-6860,276646176200848,276646476031932.0,255
1114,15453.0,12850,276661776156404,276662076056387.0,255
1114,15454.0,-31255,276700776201380,276701076102328.0,255
1114,15457.0,-20867,276726276183549,276726576083501.0,255
1114,15457.0,-14114,276725376183410,276725676083821.0,255
1114,15457.0,-11052,276725676183646,276725976083488.0,255
1114,15457.0,1023,276726876183532,276727176083620.0,255
1114,15457.0,22893,276725976183375,276726276083709.0,255
1114,15457.0,26289,276726576183445,276726876083575.0,255
1114,15459.0,-20530,276747576116748,276747876016535.0,255
1114,15459.0,-13643,276748176116530,276748476016585.0,255
1114,15459.0,-10257,276748476116874,276748776016585.0,255
1114,15459.0,15023,276747876116771,276748176016441.0,255
1114,15459.0,22730,276748776116881,276749076016488.0,255
1114,15461.0,-20470,276811176168269,276811476068633.0,255
1114,15461.0,-9273,276811476168448,276811776068432.0,255
1115,15851.0,-29002,276180576175521,276180876007923.0,255
1115,15852.0,18215,276188076154370,276188376054104.0,255
1115,15857.0,23443,276218076201737,276218376101175.0,255
1115,15859.0,-19976,276264276168339,276264576068671.0,255
1115,15859.0,6560,276263976168970,276264276068336.0,255
1115,15861.0,-29180,276304176153434,276304476053390.0,255
1115,15863.0,-21052,276349176153243,276349476053407.0,255
1115,15868.0,29304,276437976157932,276438276057884.0,255
1115,15873.0,17937,276476976156434,276477276056513.0,255
1115,15873.0,21239,276477276156522,276477576056426.0,255
1115,15874.0,-18582,276487176147492,276487476047377.0,255
1115,15877.0,-21745,276524376169005,276524676087525.0,255
1115,15879.0,-32253,276548976153635,276549276053777.0,255
1115,15880.0,-26707,276557676162540,276557976062531.0,255
1115,15880.0,-20286,276557976162534,276558276062570.0,255
1115,15880.0,-14921,276556776162706,276557076062597.0,255
1115,15880.0,-6260,276556176162553,276556476062768.0,255
1115,15880.0,8972,276555876162550,276556176062553.0,255
1115,15880.0,17251,276556476162779,276556776062673.0,255
1115,15880.0,22055,276555576162642,276555876062546.0,255
1115,15880.0,28175,276557376162633,276557676062532.0,255
1115,15880.0,28557,276555276162602,276555576062613.0,255
1115,15880.0,30890,276557076162665,276557376062629.0,255
1115,15891.0,-31230,276710976162597,276711276062501.0,255
1115,15891.0,-20629,276711876162503,276712176062506.0,255
1115,15891.0,3017,276711276162503,276711576062650.0,255
1115,15891.0,15072,276712176162503,276712476062703.0,255
1115,15891.0,27622,276711576162655,276711876062500.0,255
1115,15891.0,28786,276712476162705,276712776062456.0,255
1115,15892.0,5458,276720576183332,276720876083154.0,255
1115,15892.0,14645,276720276182906,276720576083767.0,255
1115,15893.0,-21328,276740976174864,276741276074118.0,255
1115,15893.0,-20403,276741576174118,276741876074644.0,255
1115,15893.0,2746,276741276174153,276741576074163.0,255
1115,15893.0,29128,276741876174230,276742176074314.0,255
1115,15895.0,-28202,276798876151016,276799176050902.0,255
1115,15895.0,-5848,276800376151013,276800676051338.0,255
1115,15895.0,17240,276799776150880,276800076050956.0,255
1115,15895.0,23245,276799476151208,276799776050881.0,255
1115,15895.0,26573,276799176150866,276799476051205.0,255
1115,15895.0,27352,276800076150953,276800376051001.0,255
1115,15896.0,5825,276806976196150,276807276096189.0,255
1115,15897.0,-14283,276822876152187,276823176052551.0,255
1115,15897.0,25760,276822576151834,276822876052181.0,255
1115,15897.0,31170,276823176152540,276823476051769.0,255
1115,15898.0,30841,276868476141619,276868776041795.0,255
1115,15901.0,-32732,276909276187659,276909576088511.0,255
1115,15902.0,-31611,276954876140117,276955176039989.0,255
1115,15909.0,-24510,277081776148121,277082076065260.0,255
1115,15911.0,-35,277128876154897,277129176069803.0,255
1115,15912.0,841,277148076179705,277148376079805.0,255
1115,15915.0,-19734,277157976189093,277158276089460.0,255
1115,15919.0,-4779,277178976124560,277179276024393.0,255
1115,15920.0,-24267,277187076145019,277187376045221.0,255
1115,15923.0,26376,277259376159006,277259676076885.0,255
1115,15926.0,-3140,277332276164118,277332576063888.0,255
1115,15927.0,-27523,277337376166056,277337676065847.0,255
1115,15927.0,28054,277337676165854,277337976065862.0,255
1115,15929.0,-7493,277391676121506,277391976021407.0,255
1115,15929.0,2753,277391076121504,277391376021750.0,255
1115,15929.0,21820,277391376121576,277391676021536.0,255
1117,1523.0,-5182,276282876130367,276283176030544.0,255
1117,1523.0,14072,276282576198662,276282876030631.0,255
1117,190888.0,-5182,276282876130367,276283176030544.0,255
1117,190888.0,14072,276282576198662,276282876030631.0,255
1117,190891.0,-8505,276287366039246,276287665915610.0,255
1117,190891.0,-1144,276286766039477,276287065915645.0,255
1117,190891.0,-130,276287066039367,276287365915624.0,255
1117,190893.0,-15223,276296066041186,276296365917940.0,255
1117,190893.0,30131,276296366041585,276296665917829.0,255
1117,190897.0,-4004,276390266092267,276390565968950.0,255
1117,190901.0,-24851,276404966110167,276405265986835.0,255
1117,190904.0,-20543,276615266033668,276615565910488.0,255
1117,190912.0,-11877,277169366073121,277169665949699.0,255
1117,190912.0,10616,277169666073139,277169965949673.0,255
1117,190913.0,-4436,277175666078414,277175965954562.0,255
1117,190913.0,8514,277175966077966,277176265954507.0,255
1117,190915.0,-8155,277250966099778,277251265976532.0,255
1117,190915.0,-6685,277251266099845,277251565976522.0,255
1117,190916.0,-30593,277253066093250,277253365969720.0,255
1117,190917.0,26150,277259966063616,277260265938911.0,255
1117,190921.0,-4525,277344566111359,277344865987977.0,255
1117,190921.0,8432,277344866111533,277345165988003.0,255
1117,190921.0,9257,277344266111434,277344565987960.0,255
1117,190922.0,-8230,277352366142999,277352666019628.0,255
1117,190923.0,-10567,277355066046773,277355365922968.0,255
1117,190926.0,12632,277426466084289,277426765960074.0,255
1117,190926.0,12750,277426766083187,277427065960060.0,255
1117,190927.0,28678,277429166061815,277429465938640.0,255
1117,190928.0,-21940,277431566035709,277431865912364.0,255
1117,190929.0,-12641,277432766112414,277433065988844.0,255
1117,190932.0,9062,277511666057220,277511965933638.0,255
1117,190934.0,-28284,277519166115840,277519465992237.0,255
1117,190936.0,-19955,277601066113837,277601365990191.0,255
1117,190936.0,447,277600766113854,277601065990172.0,255
1117,190938.0,-31965,278106866075442,278107165951735.0,255
1117,190939.0,-6721,278111066129102,278111366005712.0,255
1117,190940.0,-21906,278111966043086,278112265919550.0,255
