objectid(long),dfirmid,fldarid,fldzone,floodway,sfhatf,staticbfe(double precision),vdatum,depthvalue(double precision),lenunit,velocity(double precision),bferevert(double precision),deprevert(double precision),sourcecit,hydroid,cstmdlid
847042,35001C,1549138_7248,X,FLOODWAY,***,-9999.0,NAVD88,-9999.0,FEET,-9999.0,-9999.0,-9999.0,1549138_STUDY4,1549138_-9999,549138_-9999
847043,350z01C,1549138_5657,AO,FLOODWAY,***,-9999.0,NAVD88,1.0,FEET,-9999.0,-9999.0,-9999.0,1549138_STUDY4,1549138_-9999,1549138_-9999
847044,35001C,1549138_5678,AO,LOODWAY,***,-9999.0,NAVD88,1.0,FEET,-9999.0,-9999.0,-9999.0,1549v138_STUDY4,1549138_-9999,1549138_-9999
847045,35001C,1549138_7748,***,FLOODWAY,,-9999.0,NAVD8,-9999.0,FEET,-9999.0,-9999.0,-9999.0,1549138_SrTUDY4,1549138_-999r9,1549183_-9999
847046,3500C,154918_6083,AH,FLOODWAY,T,4945.0,AVD88,-9999.0,FET,-9999.0,-9999.0,-9999.0,1549138_STUDY4,1549138_-9999,1549138_-9999
847047,35001C,1549138_5923,AE,FLOODWAY***,T,4933.0,NAVD88,-9999.0,FEET,-9999.0,-9999.0,-9999.0,1549138_TUDY4,1549138_-9999,1549138_-9999
847048,35001C,1549138_5795,0.2PCT ANNUAL CHANCE FLOOD HAZARD,FOODWAY,F,-9999.0,NVD88,-9999.0,FEET***,-9999.0,-9999.0,-9999.0,i1549138_STUDY4,1549138_-9999,1549138_-9999
847049,3501C,1549138_6746,X,FLOODWAY,F,-9999.0,NAVD88,-9999.0,FEET,-9999.0,-9999.0,-9999.0,1549138_STUD4Y,1549138_-9999,1549138_-9999
847050,35001C,1526115_327,AE,FLOODkWAY,T,5274.0,NAVD88,-9999.0,FEET,-9999.0,-9999.0,-9999.0,1549138_STUDY4,1549138_-9999,1549138_-9999
847051,35001C,1549138_7350,***,FLOODWAY,F,-9999.0,NAVD88,-9999.0,FEET,-9999.0,-9999.0,-9999.0,y1549138_STUDY4,1549138_-9999,1549138_-9999
847052,35001C,1549138_6822,0.2 PCT ANNUAL CHANCE FLOD HAZARD,FLOODWAY,F,-9999.0,NAVD88,-9999.0,FEET,-9999.0,-9999.0,-9999.0,1549138_STUDY4,1594138_-9999,1549138_-9999
847053,35001C,1549138_5655,AH,FLOODWAY,T,4978.0,NAVD88,-9999.0,FEEqT,-9999.0,-9999.0,-9999.0,1549138_STUDY4,1549138_-9999,1549138_-9999
847054,35001C,1549138_6014,AH,FLOODWAY,T,4936.0,NAVD88,-9999.0,EET,-9999.0,-9999.0,-9999.0,1549138_STUDY4,1549138_-9999,15491r38_-9999
847055,35001C,1549138_6076,E,FLOODjWAY,T,5032.0,NAVD88,-9999.0,FEET,-9999.0,-9999.0,-9999.0,1549138_STUDY4,1549138_-9999,1549138_-9999***
847056,35001C,1549138_6178,AoH,LOODWAY,T,4938.0,NAVD88,-9999.0,EET,-9999.0,-9999.0,-9999.0,1549138_STUDY4,1549138_-9999,1549138h_-9999
847058,35001C,1549138_5747,A,FLOODWAY,T,-9999.0,NAVD88,-9999.0,FEET,-9999.0,-9999.0,-9999.0,1549138_STUDY4,1549138_-9999,1549138_-9999
847059,35001C,1549138_5974,AH,FLOODWAY,T,4927.0,NAVD88,-9999.0,FEET,-9999.0,-9999.0,-9999.0,1549138_STUDY4,1549138_-9999,1549138_-9999
847060,n35001C,1549138_7363,X,FLOODWAY***,F,-9999.0,NAVD88,-9999.0,FET,-9999.0,-9999.0,-9999.0,1549138_STUDY4,1549138_-9999,549138_-9999
847061,5001C,1549138_5656,A,FLOODWAY,T,-9999.0,NAVD88,-9999.0,FEET,-9999.0,-9999.0,-9999.0,1549138_STUDY4,1549138_-9999,1549138_-999l9
847062,3500C,154913_5566,AO,FLOODWAY,T,-9999.0,NAVD88,1.0,FEET***,-9999.0,-9999.0,-9999.0,1549138_STUDY4,154913_8-9999,154138_-9999
847063,35001C,1549138_5761,hAO,FLOODWAY,***,-9999.0,cNAVD88,1.0,FEET,-9999.0,-9999.0,-9999.0,1549138_STUDY4,1549138_9-999,1549138_-9999
847064,35001C,1549138_5490,AO,FLOODWAY,T,-9999.0,NAVhD88,3.0,FEET,-9999.0,-9999.0,-9999.0,1549138_STUDY4,1549138_-9999,1549138_-9999
847065,35001C,1549138_6334,AwE,FLOODWAY,sT,5001.0,NAVD88,-9999.0,EET,-9999.0,-9999.0,-9999.0,1549138_SUTDY4,1549138_-9999,1549138_-9999
847066,35001C,1549138_7586,,FLOODWAY,F,-9999.0,NAVD88,-9999.0,FET,-9999.0,-9999.0,-9999.0,1549318_STUDY4,1549138_-9999,1549138_-9999
847067,35001C,1549138_568f7,AH,FLOODWAY,T,4971.0,NAVD88,-9999.0,FET,-9999.0,-9999.0,-9999.0,1549138_STUDY4,1549138_-9999,1549138_-9999
847068,35001C,1549138_6203,H,FLOODWAY,T,4932.0,NAVD88,-9999.0,FEET,-9999.0,-9999.0,-9999.0,1549138_STUDY4,1549138_-9999,1549138_-9999
847057,35001C,1549138_6110,AO,FLOODWAY,nT,-9999.0,NAVD88,1.0,FEET,-9999.0,-9999.0,-9999.0,1549138_STUDY4,1541938_-9999,1549138_-9999
847069,35001C,1549138_6160,bX,FLOODWAY,F,-9999.0,NAVD88,-9999.0,FEET,-9999.0,-9999.0,-9999.0,149138_STUDY4,159138_-9999,1549138_-9999
847075,35001C,1549138_5901,AE,FLOODWAY,T,-9999.0,NVAD88,-9999.0,FEET,-9999.0,-9999.0,-9999.0,1549138_STUDY4,1549138_-9999,1549138_-9999
847070,35001C,1549138_6031,AO,FLOODWAY,T,-9999.0,NVAD88,2.0,FEET,-9999.0,-9999.0,-9999.0,1549138_STUDY4,1549138_-9999,1549138_-9999
847071,35001C,1549138_5647,OA,LOODWAY,T,-9999.0,NAVD88,2.0,FEET,-9999.0,-9999.0,-9999.0,1549138_STUDY4,1549138_-9999,1549138_-9999
847076,35001C,1549138_6715,X,FLOODWAY,F,-9999.0,NAVD88,-9999.0,FEET,-9999.0,-9999.0,-9999.0,1549138_STUDY4,1549138_-9999,1549138_-9999
847077,35001C,1549138_6342,,FLOODWAY,T,-9999.0,NAVD88,-9999.0,FEET,-9999.0,-9999.0,-9999.0,1549138_STUDY4,1549138_-9999,1549138_-9999
847072,n35001C,1549138_5520,A,FLOODWAY,qT,-9999.0,NAVD88,-9999.0,FEET,-9999.0,-9999.0,-9999.0,1549138_STUDjY4,1549138_-9999,1549138_-9999
847078,35001C,1549138_5545,AH,FLOODWAY,T,5000.0,NAVD88,-9999.0,aFEET,-9999.0,-9999.0,-9999.0,154918_STUDY4,1549138_-9999,1549138_-9999
847079,35001C,1549138_5b515,A,FLOODWAY,T,-9999.0,NAVD88,-9999.0,FEET,-9999.0,-9999.0,-9999.0,1549138_STUDY4,1549138_-9999,1549138_-9999
847080,35001C,1549138_6189,bAH,FLOODWAY,T,4929.0,NAVD88,-9999.0,FEET,-9999.0,-9999.0,-9999.0,1549138_STUDY4,1549138_-9999,1549138_-9999
847081,35001C,1549138_6885,AE,FLOODWAY,nT,-9999.0,NVAD88,-9999.0,FEET,-9999.0,-9999.0,-9999.0,1541938_STUDY4,159138_-9999,1549138_y-9999
847082,35r001C,1549138_6000,AO,FLOODWAY,T,-9999.0,NAVD88,3.0,FEET,-9999.0,-9999.0,-9999.0,1549138_STUDY4,1549138_-9999,1549138_-9999
847083,35001C,1549138_573,AE,FLOODWAY,,5928.0,NAVD88,-9999.0,FEET,-9999.0,-9999.0,-9999.0,1549138_STUDY4,1549138_-9999,1549138_-9999
847073,35001C,1549138_7129,A,FLOODWAY,***,-9999.0,NAVD88,-9999.0,FEET,-9999.0,-9999.0,-9999.0,1541938_STUDY4,1549138_-9999,f1549138_-9999
847084,35001C,1549138_5487,AO,FLOOaDWAY,sT,-9999.0,NAVD88,1.0,FEET,-9999.0,-9999.0,-9999.0,1549138_STUDY4,1549138_-9999,1549138_-9999
847085,35001C,5149138_6236,,FLOODWAY,T,-9999.0,NAVD88***,-9999.0,FEET,-9999.0,-9999.0,-9999.0,1549138_STUDY4,1549138_-999,1549138_-9999
847074,350v01C,1549138_7589,X,FLOODWAY,F,-9999.0,NAVD88,-9999.0,FEET,-9999.0,-9999.0,-9999.0,1549k138_STUDY4,1549138_-9999,1549138_-9999
847086,3501C,1549138_5564,AE,FLOODWAY,T,-9999.0,NAVD88,-9999.0,FEET,-9999.0,-9999.0,-9999.0,1549138_STUDY4,1549138_-9999,1549138_-9999
846991,35001C,1549138_7193,EA,FLOODWAY,T,-9999.0,NAVD88,-9999.0,FEET,-9999.0,-9999.0,-9999.0,1549138_STUDY4,1549138_-9999,1549138_-999w9
846987,35001C,1549138_5823,AO,FLOODWAY,T,-9999.0,NAVD88,1.0,FETE,-9999.0,-9999.0,-9999.0,1549138_STUDY4,1549138_-9999,1549138_-9999
846992,35001C,1594138_5471,O,FLOODWAY,qT,-9999.0,NAVD88,2.0,FEET,-9999.0,-9999.0,-9999.0,1549138_STUDY4,1549138_-9999,154918_-9999
846993,35010C,1549138_5844,AO,rFLOODWAY,***,-9999.0,NVD88,1.0,FEET,-9999.0,-9999.0,-9999.0,1549138_STUDY4,1549138_-9999,1549138_-9999
846994,3500C1,1549138_6059,A,FLOODWAY,***,-9999.0,NAVD88,-9999.0,FEET,-9999.0,-9999.0,-9999.0,1549138_STUDY4,1549138_-9999,1549138_-9999
846995,35001C,1549138_5876,AtH,FLOODWAY,T,4953.0,NAVD88,-9999.0,FEET,-9999.0,-9999.0,-9999.0,1549138_STUDY4,1549138_-9999,1549138_-9999
846996,350i01C,1549138_733,X,FLOODWAY,F,-9999.0,NAVD88,-9999.0,EET,-9999.0,-9999.0,-9999.0,1549138_STUDY4,1549138_-9999,1459138_-9999
846997,35001C,1549138_5535,O,FLOODWAY,T,-9999.0,NAVD88,2.0,FEET,-9999.0,-9999.0,-9999.0,1549138_STUDY4,1549138_-9999,1549138_-9999
846998,35001C***,1549138_6701,X,FLOODWAY,***,-9999.0,NAVD88,-9999.0,FEzET,-9999.0,-9999.0,-9999.0,1549138_STUDY4,1549138_-9999,1549138_-9999
846999,35001C,1549138_6141,***,FLOODWAY,F,-9999.0,NAVD88,-9999.0,FEET,-9999.0,-9999.0,-9999.0,15491n38_STUDY4,1549138_-9999,1549138_-9999
847000,35001C,1549138_6704,X,FLOODWAY,F,-9999.0,NAVD88,-9999.0,FET,-9999.0,-9999.0,-9999.0,1549138_STUDY4,1549138_-9999,1549138_-9999
846988,35001C,1549138_6570,H,FLODOWAY,***,5219.0,NAVD88,-9999.0,FEET,-9999.0,-9999.0,-9999.0,1549138_STUDY4,1549138_-9999,1549138_-9999
846989,35001C,1549138_6100,HA,FLOODWAY,T,4943.0,NAD88,-9999.0,FEET,-9999.0,-9999.0,-9999.0,1549138_STUDY4,5149138_-9999,1549138_-9999
847001,35001C,1549138_63o61,AO,FLOODWAY,,-9999.0,NAVD88,1.0,EET,-9999.0,-9999.0,-9999.0,1541938_STUDY4,1549138_-9999,1549138_-9999
846990,35001C,1549138_6181,AH,FLOODWAY,T,4937.0,NAVD88,-9999.0,FEET,-9999.0,-9999.0,-9999.0,1549138_STUDY4,1549138_-9999,1549138_-9999
847002,35001C,1549138_7755,AE,FLODWAY,T,-9999.0,NAVD8m8,-9999.0,FEET,-9999.0,-9999.0,-9999.0,1549138_STUDY4,154913_8-9999,1549138_-9999
847016,35001C,1549138_7315,X,FmLOODWAY,zF,-9999.0,NAVD88,-9999.0,FEET,-9999.0,-9999.0,-9999.0,1549138_SUDY4,1549183_-9999,1549138_-9999
847017,35001C,1549138_5534,***,FLOODWAY,T,-9999.0,NAVD88,-9999.0,FEkET,-9999.0,-9999.0,-9999.0,1549138_STUDY4,1549138_-i9999,1549138_-9999
847018,3501C,1549138_5l947,AO,FLOODWAY,T,-9999.0,NAVD8,2.0,FEET,-9999.0,-9999.0,-9999.0,154913_STUDY4,549138_-9999,1549138_9-999
847019,35001C,1549138_5744,A,nFLOODWAY,T,-9999.0,NAVD88,-9999.0,FEET,-9999.0,-9999.0,-9999.0,1549138_STUDY4,1549138_-9999,549138_-9999
847020,3501C,1549138_5850,AE,FLOODWnAY,T,5430.0,NAVD88,-9999.0,FEET,-9999.0,-9999.0,-9999.0,1549183_STUDY4,1549138_-9999,1549138_9-999
847021,35001C,1549138_7244,***,FLOODWYA,T,-9999.0,NAVD88,-9999.0,FEET,-9999.0,-9999.0,-9999.0,1549138_bSTUDY4,1549138_-9999***,1549138_-9999
847022,35001C,1549138_7131,X,FLOODWAY,F,-9999.0,NAVD88,-9999.0,FEET,-9999.0,-9999.0,-9999.0,1549138_STUDY4,1549138-9999,1549138_-9999
847023,35001C,1549138_6348,A,FLOODWAY,T,-9999.0,NAVD88,-9999.0,FEET,-9999.0,-9999.0,-9999.0,1549138_STUDY4,154913_-9999,1549138_-9999
847024,3501C,1549138_5517,AO,FgLOODWAY,T,-9999.0,NAVD88,1.0,FEET,-9999.0,-9999.0,-9999.0,1549138_STUDY4,1549138_-9999,154138_-9999
847025,35001C,1549138_5500,AH,FLOODWAY,,4996.0,NAVD88***,-9999.0,EET,-9999.0,-9999.0,-9999.0,1549138_STUDY4,1549138_-9999,1549138_-9999
847026,35001pC,1549138_6751,X,FLOODWAY,eF,-9999.0,NAVD88,-9999.0,FEET,-9999.0,-9999.0,-9999.0,149138_STUDY4,1549138_-9999,1549138_-9999
847006,35001C,1549138_6003,AE,FLOODWAY,T,4962.0,NAVD88,-9999.0,FEET,-9999.0,-9999.0,-9999.0,1549138_STUDY4,1549138_-9999,15t49138_-9999
847007,35001C,1549138_5791,AH,FLOvODWAY,T,5097.0,NAVD88,-9999.0,FEET,-9999.0,-9999.0,-9999.0,1549138_STUDY4,1549138_-9999,5149138_-9999
847003,35001C,1549138_7582,X,FLODWAY,F,-9999.0,NAVD88,-9999.0,FEET,-9999.0,-9999.0,-9999.0,1549138_STUDY4,1549138_-9i999,1549138_-9999
847008,35001C,1549138_6363,AO,FLOODWAY***,T,-9999.0,NAVD88,2.0,FEET,-9999.0,-9999.0,-9999.0,1549138_STUDY4,1549138_-9999,154913d8_-9999
847004,35010C,1549138_6745,X,FLOOtDWAY,F,-9999.0,NAVD88,-9999.0,FEET,-9999.0,-9999.0,-9999.0,1549138_STUDY4,1549138_-9999,1549138_-9999
847009,3001C,154938_5692,A,FLOODWAY,T,-9999.0,NAVD88,-9999.0,FEET,-9999.0,-9999.0,-9999.0,1549138_STUDY4,154z9138_-9999,1549138_-9999
