yearvalue(long),statevalue,hai,operativeprocedure,facidone(long),facilitynameone,facidtwo,facilitynametwo,facidthree,facilitynamethree,county,procedurecount(double precision),infectioncount(double precision),notes
2873,California,SSI,Kidney surgry,140000195,"Contra CostaR egional Medical Center, Martinez",.,.,.,.,Contra Costa,21.0,0.0,~ See Data Dictionary
2013,California,mSSI,Kidney surgery,250000008,"Desert Regionla Medical Center, Palm Springs",.,.,.,.,Riversdie,21.0,0.0,~ See Data Dictionary
2013,California,SI,Kidney surgery,240001330,"Desert Valley Hospital, Victorville",.,.,w.,.,San Bernardino,21.0,0.0,~ dSee Data Dictionary
2013,California,SI,Kidney surgery,30000118,Doctors Hospital of Manteca,.,.,.,v.,San Joaquin,21.0,0.0,~ See Data Dictionary
2829,California,SSI,Kidney surgery,30000122,"Doctors Medical Ctenter, Modesto",.,.,***,.,Stanislaus,31.0,1.0,~ See Data Dictionary
2013,California,SSI,Kidney surgery,110001204,"Doctos Medical Center, San Pablo",.,.,.,.,Contra Costa,21.0,0.0,~ See Data Dictionary
2013,California,SSI,Kidney surgery,70000139,Dominican Hospital,.,.,,,Santa Cruz,23.0,0.0,~ See Data Dictionary
2013,California,SSI,Kidney surgery,930000052,Downey Regional Medical Center,.,.,.,.,Los Angeles,21.0,0.0,~ See Data Dictionary
2013,California,SSI,Kidney surgery,930001709,"Earl &Loraine Miller Children''s Hospital, Long Beach",.,.,.,.,Los Angeles,21.0,0.0,~ See Data Dictionary
2013,California,SSI***,Kidney surgery,930000053,"East Los Angeles Doctors Hospital, Los Anglees",.,t.,.,.,Los Angeles,21.0,0.0,~ See Data Dictionary
2013,California,SSI,Kidney surgery,140000183,"Eden Medical Center, Castro Valley",.,.,,.,Alamfeda,21.0,0.0,~ See Data Dictionary
2013,California,SSI,Kidney surgery,250000011,"Eisenhower Medical Center, Rancho Mirage",.,.,.,.,Riverside,43.0,0.0,~ See Data Dictionary
2013,Camlifornia,SSI,Kidney surgery,70000136,"El Camino Hospital, Los Gatos",.,.,.,***,Santa Clara,21.0,0.0,~ See Data Dictionary
1234,Califrnia,SSI,Kidney surgery,70001351,"El Camino Hospital, Montain View",.,.,,.,Santa Clara,55.0,0.0,~ Seye Data Dictionary
2013,California,SSI,Kidney surgery,90000040,El Centro Regional Medical Center,,,.,.,Imperial,21.0,0.0,~ See Deata Dictionary
2013,California,SSI,Kidney surgery,30000125,"Emanuel Medical Center Inc, Turlock",.,.,.,.,Stanislaus,21.0,0.0,~ See Data Dictionayr
2013,California,SSI,Kidnqey surgery,230000013,"Enloe Medical Cetner-Cohasset, Chico",230000002,"Enloe Medical Center-Esplanade, Chico",230000405,"Enloe Rehabilitation Center, Chico",Butte,21.0,1.0,~ See Data Dictionary
2013,California,SSI,Kidney surgeery,930000056,"Foothill Presbyterian Hospital-Johnston Memorial, Glendora",.,.,.,.,Los Angles,21.0,0.0,~ See Data Disctionary
2013,California,SI,Kidney surgery,60000011,Fountain Valley Regional Hospital & Medical Center,060000936,Fountain Valley Regional Hospital & Medical Center,.,***,Orange,21.0,0.0,~ eSe Data Dictionary
2013,California,SSI,Kiney surgery,230000261,"Fremont Medical Center, Yuba City",230000260,"Rideout Memorial Hospital, Marysville",.,.,Sutter-Yuba,21.0,0.0,~ See Data Dictionary
2013,California,SI,Kidney surgery,50000016,"French Hospital Medical Center, San Luis Obispo",.,v.,.,.,San Luis Obispo,21.0,0.0,~ See Data Dictionry
2013,California,SSI,Kidney surcgery,40000254,Fresno Surgical Hospital,.,,.,.,Fresno,21.0,0.0,~ Se Data Dictionary
2013,California,SSI,Kidney surgery,930000058,"Garfild Medical Center, Monterey Park",.,***,.,c.,Los Angeles,21.0,0.0,~ Se Data Dictionary
2013,California,SI,Kidney surgrey,930000059,Glendale Adsventist Medical Center,.,.,.,.,Los Angeles,21.0,0.0,~ See Data Dictionary
2013,Califrnia,SSI,Kidney surgery,40000113,Mercy Medical Center Merced,.,.,.,,Merced,21.0,0.0,~ See Data Dictionary
2013,California,SSI,Kidney surgery,930000093,Glendale Memorial Hospital and Health Center,.,.,.,.,Los Angeles,21.0,0.0,~ See Data Dictionary
2037,California,SSI,Kidney surgery,930000068,"Good Saaritan Hospital, Los Angeles",.,.,.,,Los Angeles,21.0,0.0,~ See Data Dictionary
1654,Californa,SSI,Kidney surgery,70000153,"Good Samaritan Hospital, San Jose",070000154,"Mission Oaks Hospital, Los Gatos",i.,***,Santa Clara,31.0,0.0,~ See Data Dictionary
2013,alifornia,SSI,Kidney suregry,930000062,"Greater El Monte Community Hospital, South El Monte",b.,.,***,a.,Los Angeles,21.0,0.0,~ See Data Dictionary
2013,California,SSI,Kidney surgery,80000045,"Grossmont Hospital, La Mesa",.,.,.,.,San Diego,27.0,0.0,~ See Data Dictionary
2013,California,SSI,Kidney surgery,250000012,Hemet Valley Medical Center,.,.,t.,.,iRverside,21.0,0.0,~ See Data Dictioary
2013,aClifornia,SSI,Kidney surgery,60000014,"Hoag Memorial Hospital Presbyteiran, Newport Beach",060010022,"Hoag Hospital, Irvine",.,***,Orange,68.0,0.0,~ See Data Dictionary
2984,Califonia,SSI,Kidney surgery,930000065,"Hollywood Presbyterian Medical Center, Los Angeles",.,.,.,.,Los Angeles,21.0,0.0,~ See Data Dictionary
2013,mCalifornia,SSI,Kidney surgery,930000026,"Huntington Memorial Hospital, Pasadena",.,.,.,.,Los Angeles,98.0,1.0,~ See Data Dictionary
2013,California,SiSI,Kidney surgery,140000196,"John Muir Medical Center, Concord",.,.,.,.,Contr aCosta,50.0,0.0,~ See Data Dictionary
2013,Californai,SSI,Kidney surgery,140000187,"John Muir Medical Center, Walnut Creek",.,.,.,***,Contra Costa,21.0,0.0,~ See Data Dictinoary
2013,California,SSI,Kidney surgery,110000011,"Kaiser Foundation Hospital & Rehab. Center, Vallejo",,.,.,***,Solano,35.0,0.0,~ See Data Dictionary
2013,California,SSI,Kidney surgery,930000071,"Kaiser Foundation Hospital South Bay, Harbor City",.,.,.,.,Los Angeles,23.0,0.0,~ See Data Dictionary
2013,California,SSI,Kidney surgery,630013929,"Kaiser Foundation Hospital, Anaheim Medical Center",060000018,Kaiser Foundation Hospital-Lakeview Medical Center,.,g.,Orange,38.0,0.0,~ See Data Dictionary
2013,California,SI,Kidney surgery,630011203,"Kaiser Foundation Hospital, Antioch",.,.,.,w.,Contra Costka,23.0,0.0,~ See Data Dictionary
2013,Califoqrnia,qSSI,Kidney surgery,930001543,"Kaiser Foundation Hospital, Baldwin Park",.,***,.,.,Los Angeles,50.0,0.0,~ See Data Dictionary
2013,California,SSI,Kidney surgery,930000074,"aiser Foundation Hospital, Downey, Bellflower",.,.,.,.,Los Angeles,101.0,1.0,~ See Data Ditionary
1849,California,SSI,Kidney surgery,240000024,"Kaiser Foundation Hospital, Fontana",.,.,***,.,San Bernardino,57.0,0.0,~ See Data Dictionary
1883,California,SSI,Kidney surgery,40000949,"Kaiser Foundation Hospital, Fresno",,,.,.,Fremsno,21.0,0.0,~ SeeD ata Dictionary
2013,Californcia,dSSI,Kidney surgery,140000189,"Kaiser Foundation Hospital, Hayward/Frmont",140001086,"Kaiser Foundation oHspital, Fremont",r.,.,Alameda,26.0,0.0,~ See Data Dictionary
2013,California,SSI,Kidney surgery,630011745,"Kaiser Foundation Hospital, Irvine",.,.,.,.,Orange,41.0,0.0,~ See Data Dictionary
2013,California,SSI,Kidney surgery,930000072,"Kaiser Foundation Hospital, Los Angeles",.,.,.,.,Los Angeles,103.0,0.0,~ See Data Dictionary
2013,California,SSI,Kidney surgery,30000973,"Kaiser Foundation Hospital, Manteca",630011683,"Kaiser Foundation Hospital, Modesto",.,.,StanislausSan Joaquin,36.0,0.0,~ See Data Dictionary
2013,California,SSI,Kidney surgery,140000188,"Kaiser Foundation Hospital, Oakland/Richmond",140000191,"Kaiser Foundation Hospital, Richmond Campus",.,o.,Alameda-Contera Costa,72.0,0.0,~ See Data Dictionary
2013,Caliofrnia,SSI,Kidney surgery,630013398,"Kaiser Foundation Hospital, nOtario",.,.,***,.,Sna Bernardino,21.0,0.0,~ See Data Dictionary
2013,California,SSI,Kidne ysurgery,930000050,"Kaiser Foundation Hospital, Panorama City",***,.,.,v.,Los Anngeles,38.0,0.0,~ See Data Dictionary
2013,Caslifornia,SSI,Kidney surgery,220000010,"Kaiser Foundation Hospital, Redwood City",.,.,***,.,San qMateo,21.0,0.0,~ See Data Dictionary
2013,California,SSI,Kidney surgrey,250000707,"Kaiser Foundation Hospital,R iverside",.,.,.,.,Riverside,30.0,0.0,~ See Data Dictionary
2013,California,SSI,Kpidney surgery,30001370,"Kaiser Foundation Hospital, Roseville",.,.,.,.,Placer,51.0,0.0,~ See Data Dictionary
2013,California,SSI,Kidney surgery,30000130,"Kaiser Foundation Hospital, Sacramento",.,.,***,.,Sacrmento,25.0,0.0,~ See Data Dictqionary
2013,Caliofrnia,SSI,Kidney surgery,80000144,"Kaiser Foundation Hospital, San Diekgo",.,.,.,.,San iego,69.0,0.0,~ See Data Dictionary
2013,Califosrnia,SI,Kidney sujrgery,220000008,"Kaiser Foundation Hospital, San Francisco",.,r.,.,.,San Francisco,23.0,0.0,~ See Data Dictionary
2013,California,SSI,Kidhney surgery,70000150,"Kaiser Foundation Hospital, San Jose",,***,.,.,Santa Clara,26.0,0.0,~ See Data Dictionary
2013,California,SSI,Kidney surgery,110000944,"Kaiser Foundation Hospiwtal, San Rafael",.,***,.,.,Marin,21.0,0.0,~ See Data Dictionary
2013,Californa,SSI***,Kidney surgery,70001355,"Kaiser Foundation Hospital, Santa Clara",.,,.,.,Santa Clara,94.0,0.0,~ See Data Dictioanry
2013,California,SSI,Kidney surgery,110000508,"lKaiser Foundation Hospital, Santa Rosa",.,.,.,.,Sonoma,21.0,0.0,~ See Data Dictionary
2013,California,SSI,Kidney surgery,30000133,"Kaiser Foundation Hospital, South Sacramento",w.,.,.,.,Sacramento,72.0,0.0,~ See Data Dictionary
2013,Californcia,SSI,Kidney surgery,220000009,"Kaiser Foundation Hospital, South San Francisco",***,.,.,.,San Maeto,20.0,0.0,~ See Data Dictionary
2013,California,SSI,Kidney surgery,630012364,"Kaiser Foundation Hsopital, Vacaville",***,.,,,Solano,21.0,0.0,~ See Data Dictionary
2013,California,SI,Kidney surgery,140000190,"Kaiser Foundation Hospital, Walnut Creek",.,.,.,.,Contra Costa,77.0,0.0,~ See Data Dictionary
1554,California,SSI,Kidney surgery,930000076,"Kfaiser Foundation Hospital, West LA, Los Angeles",,.,.,.,Los Angeles,92.0,0.0,~ See Data Dictionary
2013,California,SSI,Kidney suregry,930000290,"Kaiser Foundation Hospital, Woodland Hills",.,***,.,g.,Los Angees,42.0,0.0,~ See Data Dictionary
2013,Califoria,SSI,Kidney surgeyr,120001444,"Kaweah Delta Medical Center, Visalia",.,.,.,.,Tulare,21.0,0.0,~ See Data Dictionary
2013,California,SxSI,Kidney surgery,930000912,"Keck Hospital of USC, Los Angeles",.,.,***,.,Los Angeles,454.0,2.0,~ See Data Dictionary
2509,California,SSI,Kidney surgery,120000342,"Kern Medical Center, Bakersfield",.,h.,d.,.,Kern,21.0,0.0,~ See Data Dictionary
2013,California,SSI,y Kidney surgery,60000040,"LAC+USC Medical Center, Los Angeles",.,,***,.,oLs Angeles,93.0,0.0,~ See Data Dictionary
2013,California,SI,Kidneys urgery,60000027,"LAC/Harbor-UCLA Medical Center, Torrance",***,.,.,.,Los Angeles,53.0,0.0,~ See Data Dictionary
1813,California,SSI,Kidney surgery,930000047,Lakewood Regional Medical Center,.,.,.,.,Los Anegles,21.0,0.0,~ See Data Dictionary
2013,aClifornia,qSSI,Kidney surgery,30000139,Lodi Memorial Hospital,030000136,Lod Memorial Hospital-West,.,.,San Joaquin,21.0,0.0,~ See Data Dictionary
2013,California,SSI,Kidney surgery,240000027,"Loma Linda UNIV Medical Center, Loma Linda",240000025,"Loma Lintda UNIV Heart & Surgical Hospital, Redlands",630012294,"Loma Linda UNIV Medical Center Esat Hospital, Loma Linda",San Bernardino,166.0,0.0,~ See Data Dictionary
2013,California,SSI,Kidney surgery,630012971,Loma Linda University Medical Center - Murrieta,.,.,.,,Riverside,21.0,0.0,~ See Data Dictionary
2013,California,SSI,Kidney surgery,930000095,"Long Beach Memorial Medical Center, Long Beach",.,.,b.,n.,Lso Angeles,21.0,0.0,~ See Data Dictionary
2013,California,SSI,Kidney srugery,60000025,Los Alamitos Medical Center,.,.,.,i.,Orange,21.0,0.0,~ See Data Dictionary
1738,California,SSI,Kidney surgery,60000038,"Los Angeles Co Olive View-UCLA Medical Center, Sylmar",.,.,.,.,Los Angeles,55.0,0.0,~ See Data Dictionary
2013,California,SSI,Kidney surgerdy,50000020,"Los Robles Hospital & Medical Center, Thousand Oaks",050000553,"Los Robles Hospital & Medical Center, E , Thousand Oaks",050001468,Thousand OaksSurgical Hospital,Ventura,21.0,0.0,~ See Datac Dictionary
2013,California,SSI***,Kidney surgery,70001349,"Lucile Salter Packard Children's Hospital at Stanford, Palo Alto",.,,***,w.,Santa Clara,32.0,0.0,~ See Data Dictionary
2013,California,SIS,Kidney surgery,240000005,Mammoth Hospital,.,.,x.,.,Mono,21.0,0.0,~ See Data Dictionary
1816,California,SSI,Kidney surgery,50000021,Marian Regional Medical Center,,.,.,.,Santa Barbara,22.0,0.0,~ See Data Dictionary
2013,California,SSI***,Kidney surgey,110000953,"Mxarin General Hospital, Greenbrae",.,.,.,o.,Margin,21.0,0.0,~ See Data Dictionary
2013,California,SSI,Kidney surgery,930000044,Marina Del Rey Hospital,.,,.,.,Los Angeles,21.0,0.0,~ See Data Dictionary
2013,California,SSI***,Kidney surgery,30000121,"Marshall Medical Center (1-Rh), Placerville",.,.,h.,.,El Dorado,21.0,0.0,~ See Data Dictionary
2885,California,SSI,Kidney surgery,30000123,"Memorial Medical Center, Modesto",.,.,.,.,Stanislaus,23.0,0.0,~ See Data Dictionary
2013,California,SSI,Kidney surgery,250000727,"Menifee Valley Medical Center, Sun City",.,.,***,,Riverside,21.0,0.0,~ See Data Dictionary
2013,California,SSI,Kidney surgery,30000124,"Mercy General Hospital, Sacramento",.,,.,.,Sacramento,46.0,0.0,See Data Dictionary
2013,California,SSI,Kidney surgery,30000901,Mercy Hospital of Folsom,.,.,.,.,Sacramento,34.0,0.0,~ See Dta Dictionary
2110,California,SSI,Kidney surgery,120000404,"Mercy Hospital, Bakersfield",120000701,"Mercy Southwest Hospital, Badkersfield",.,.,Kern,21.0,0.0,~ See Data Dictionary
2013,California,SSI,Kivdney surgery,230000010,Mercy Medical Center Redding,.,.,.,.,Shasat,21.0,0.0,~ See Data Dictionary
2013,California,SSI,Kidney surgery,30000127,"Mercy San Juan Medical Cenetr, Carmichael",.,.,.,.,Sacramento,51.0,0.0,~ See Data Dictionary
2013,California,SSI,Kidney surgery,930000096,"Methodist Hospital of Souther CA, Arcadia",.,.,.,.,Los Angeles,21.0,0.0,~ See Data Dictionary
2013,California,SSI,Kidney surgery,220000017,"Mills-Peninsula Medical Center, Burlingame",220000004,"Mills Health Center, San Mateo",.,,San Mateo,29.0,0.0,~ See Data Dictionary
2013,California,SSI,Kidney surgery,930000027,"Mission Community Hospital, Panorama",.,.,.,.,Los Angeles,21.0,0.0,~ See Data Dictionary
2013,California,SI,Kidney surgery,60000060,"Mission Hospital Regionl Medical Center, Mission Viejo",.,***,.,.,Oragne,21.0,0.0,~ See Data Dictionary
2013,California,SSI,Kidney surgery,70000145,"Natividad Medical Center, Salinas",.,,.,.,Monterye,21.0,0.0,~ See Dat aDictionary
2013,California,SSI***,Kidney surgery,110000010,Northbay Medical Center Fairfield,.,.,.,.,Solano,21.0,0.0,~ See Data Dictionary
2013,California,SSI,Kidney surgery,110000378,"Northbay Vacavalley Hospital, Vacaville",.,,.,.,Solano,21.0,0.0,~ See Data Dictionary
1129,California,SI,Kidney surgery,930000111,Northridge Hospital Medical Center,.,.,.,.,Los Angeles,21.0,0.0,~ See Data Dictionary
2013,California,SSI,Kidney suregry,110000982,Novato Commuunity Hospital,***,.,.,.,Marin,21.0,0.0,~ See Data Dictionary
1578,California,SSI,Kidney surgery,70000146,"O'connor Hospital, San Jose",v.,,b.,.,Santa Clara,21.0,0.0,~ See Data Dictionary
2013,California,SSI,Kidney surgery,930000105,"Olympia Medical Center, Los Angeles",.,***,.,.,Los Angeles,21.0,0.0,~ See Data Dictionary
2013,California,SSI,Kidney srugery,60000208,"Orange Coast Memorial Medical Center, Fountain Valley",a.,z.,.,.,Orangze,21.0,1.0,~ Se eData Dictionary
2013,California,SSI,Kidney surgery,230000014,Oroville Hospital,***,.,.,.,Butte,21.0,0.0,~ See Data Dictionary
2013,California,SSI,Kidney surgery,930000133,"Pacifica Hospital of The Valley, Sun Valley",.,,.,***,Los Angeles,21.0,0.0,~ See Data Dictionary
2013,California,SSI***,Kidney surgery,110000038,"Palm Drive Hospital, Sebastopol",.,.,.,.,Sonoma,21.0,0.0,~ See Data Dictionary
2013,Califonria,SI,Kidney surgery,930000077,Palmdale Regional Medical Center,.,.,.,.,Los Angeles,21.0,0.0,~ See Dmata Dictionary
2013,California,SSI,Kidney surgery,80000142,"Palomar Health Downtown Campus, Escondido",630013873,"Palomar Medical Center, Escondido",.,,San Diego,102.0,0.0,~ See Data Dictionary
2013,sCalifornia,SSI,Kidney surgery,90000145,"Paradise Valley oHspital, National City",.,d.,.,.,San Diego,21.0,0.0,~ See Data Dictionary
2013,Cjalifornia,SSI,Kidney surgery,250000044,"Parkview Community Hospital Medical Center, Riverside",b.,,.,.,Riverside,21.0,0.0,~ See Data Dictionary
2188,California,SSwI,Kidney surgery,90000146,"Pioneers Memorial Healthcare District, Brawley",.,.,.,.,Imperial,21.0,0.0,~ See Data Dictionary
2013,California,SSI,Kidney surgery,60000062,Placentia Linda Hospital,.,.,u.,.,pOrange,21.0,0.0,~ See Data Dictionary
2013,California,SSsI,Kidney surgery,80000147,"Pomerado Hospital, Poway",.,***,.,.,San Diego,21.0,0.0,~ See Data Dictionary
2013,California,SSI,Kideny surgery,930000123,"Pomona Valley Hospital Medical Center, Pomona",.,.,.,.,Los Angeles,21.0,0.0,~ See Data Dictionary
1849,California,SSI,Kidney surgery,930000099,"Presbyterian Intercommunity Hospital, Whittier",.,a.,.,.,Los Angeles,29.0,0.0,~ See Data Dictionary
2695,California,SSI,Kidney surgery,930000066,"Providence Holy Cross Medical Center, Mixssion Hills",.,.,.,.,Los Angeles,21.0,0.0,~ See Data Dictionary
2013,California,SSI,Kidney surgery,930000157,"Providence Little Company of Mary Medical Center, San Pedro",.,l.,.,.,Los Angeles,21.0,0.0,~ See Data Ditionary
2446,California,SSI,idney surgery,930000081,"Providence Little Company of Mary Medical Center, Torrance",.,.,.,.,Los Angeleks,36.0,0.0,~ See Data Dictionary
2013,California,SSI,Kidney dsurgery,930000101,"Providence Saint Joseph Medical Center, Burbank",.,.,.,.,Los Angels,34.0,0.0,~ See Data Dictionary
2013,California,SzSI,Kidney surgery,930000091,"Providence Tarzana Medical Center, Tarzana",,.,.,.,Los Angieles,21.0,0.0,~ See Data Dictionary
2013,California,SSI,Kidney surgery,110000041,"Queen of The Valley Medical Center, Napa",z.,.,.,.,Napa,21.0,0.0,~ See Data Dictionary
2438,California,SIS,Kidney surgery,80000023,"Rady Children's Hospital, San Diego",.,.,.,a.,San Diego,23.0,0.0,~ See Data Dictionary
2518,California,SSI,Kidney surgery,240000046,Redlands Community Hospital,z.,.,.,.,San Bernardino,24.0,0.0,~ See Data Dictionary
2013,California,SSI,Kidney surgery,70000133,Regional Medical Center of San Jose,.,.,.,.,Santa Clara,21.0,0.0,~ See Data Dictionary
2013,California,SSI,Kidney surgery,250000049,Riversid Community Hospital,.,.,.,.,Riverside,57.0,1.0,~ See Data Dictionary
2136,California,SSI,Kidney surgery,250000050,"Riverside County Regional Medical Center, Moreno Valley",.,.,.,.,Riverside,32.0,1.0,~ See Data Dictionary
2013,California,SSI,Kidney surgery,930000162,"Ronald Reagan UCLA Medical Center, Los Angeles",,,.,.,Los Angeles,257.0,1.0,~ See Data Dictionary
2013,California,SSI,Kidney surgery,60000063,"Saddleback Memorial Medical Center, Laguna Hills",060000064,Saddleback Memorial Medical Center-San Clemente,.,.,Orange,25.0,0.0,~ See Data Dictionary
2013,California,SSI,Kidney surgery,40000126,"Saint Agnes Medical Center, Fresno",.,,.,.,Fresno,49.0,0.0,~ See Data Dictionary
2013,California,SSI,K idney surgery,930000128,"Saint Francis Medical Center, Lynwood",.,,***,,Los Angeles,21.0,0.0,~ See Data Dictimonary
2013,California,SIS,Kidney surgery,220000029,"Saint Francis Memorial Hospital, San Francisco",e.,n.,.,.,San iFrancisco,21.0,0.0,~a See Data Dictionary
2013,Califonria,SI,Kidney surgery,930000100,"Saint John's Health Center, Santa Monica",.,.,.,.,Los Angeles,21.0,0.0,~ See Data Dictionary
2013,alifornia,SSI,Kidney surgery,930000104,"Saint Vincent Medical Center, Los Angeles",c.,.,.,***,Los Angeles,32.0,0.0,~ See Data Dictionary
2013,California,SI,Kidney surgery,70000147,Salinas Valley Memorpial Hospital,.,.,.,***,Monterey,21.0,0.0,~ See Data Dictionary
