datevalue,socialdet,socialtier,sort,casessevendayavgsevendaysago,population,caserateperonezerozerok,statecaserateperonezerozerok,caserateperonezerozerokthreezerodaysago,ratediffthreezerodays
2022-08-15,income,$100k - $120k,1.0,801.0,3267678,24.5128191945473,28.9265960214468,41.3049965668063,-16.792177372259
2022-08-15,income,$40k - $60k,4.0,3346.71428571429,11160609,29.986842883881,28.9265960214468,43.0096857361714,-13.0228428522903
2022-08-15,income,$60k - $80k,3.0,2567.28571428571,8630488,29.7467039440379,28.9265960214468,43.8528422229923,-14.1061382789545
2022-08-15,income,$80k - $100k,2.0,1499.71428571429,5567034,26.9391975280605,28.9265960214468,43.347011301581,-16.4078137735205
2022-08-15,income_cumulative,$100k - $120k,0.0,618562.0,3267678,18929.7109445912,25052.5179196375,18161.7344181403,767.976526450893
2022-08-15,income_cumulative,$40k - $60k,0.0,2947739.0,11160609,26411.9906001545,25052.5179196375,25486.3959484648,925.594651689706
2022-08-08,crowding,10% - 15%,3.0,1928.57142857143,4901772,39.344372373326,35.1208803915016,44.6299208019915,-5.28554842866553
2022-08-08,crowding,15% - 20%,4.0,1314.14285714286,3217019,40.8497076685856,35.1208803915016,43.0361609019884,-2.18645323340275
2022-08-08,crowding,2% - 5%,1.0,2726.14285714286,8863472,30.7570538626721,35.1208803915016,40.3877221324717,-9.63066826979966
2022-08-08,crowding,5% - 10%,2.0,2905.71428571429,8103789,35.8562431192901,35.1208803915016,43.7332468625763,-7.8770037432862
2022-08-08,crowding,less than 2%,0.0,2296.85714285714,8332637,27.5645890113435,35.1208803915016,38.038577967892,-10.4739889565485
2022-08-08,crowding,over 20%,5.0,2072.85714285714,5289783,39.1860524875433,35.1208803915016,39.6439580648322,-0.457905577288891
2022-08-08,income,$100k - $120k,1.0,975.714285714286,3267678,29.859560388578203,35.1208803915016,42.2746547369926,-12.4150943484144
2022-08-08,income,$40k - $60k,4.0,4084.0,11160609,36.5929852035852,35.1208803915016,40.4932299484967,-3.90024474491144
2022-08-08,income,$60k - $80k,3.0,3060.28571428571,8648044,35.3870275669934,35.1208803915016,44.1305153812348,-8.74348781424146
2022-08-08,income,$80k - $100k,2.0,1820.14285714286,5576687,32.6384259533099,35.1208803915016,43.9692258490951,-11.3307998957852
2022-08-08,income_cumulative,$100k - $120k,0.0,625219.0,3267678,19133.4335880096,24869.6060420901,18220.5835458696,912.850042140017
2022-08-08,income_cumulative,$40k - $60k,0.0,2977259.0,11160609,26676.4922953577,24869.6060420901,25609.6687913715,1066.82350398621
2022-08-01,income_cumulative,$60k - $80k,0.0,2079352.0,8630488,24093.0987911692,24651.3109170489,22955.747114184,1137.35167698512
2022-08-01,income_cumulative,$80k - $100k,0.0,1174917.0,5567034,21104.900742478,24651.3109170489,20026.9119965856,1077.98874589234
2022-08-01,income_cumulative,above $120K,0.0,425965.0,2744855,15518.6703851387,24651.3109170489,14642.5585322358,876.111852902977
2022-08-01,income_cumulative,below $40K,0.0,2124450.0,7290434,29140.2404849972,24651.3109170489,28040.8820654573,1099.35841953991
2022-08-01,income,above $120K,0.0,832.285714285714,2744855,30.3216641420299,41.3340324093502,38.1471978935172,-7.825533751487339
2022-08-01,income,below $40K,5.0,3060.0,7298172,41.9283075268711,41.3340324093502,31.7966471181886,10.1316604086826
2022-08-01,insurance,10% - 15%,2.0,2520.0,6690572,37.6649410543673,41.3340324093502,39.9953898982053,-2.33044884383801
2022-08-01,insurance,15% - 25%,3.0,4643.85714285714,11475992,40.465845069055,41.3340324093502,37.6312023189634,2.83464275009159
2022-08-01,insurance,25% - 35%,4.0,3394.28571428571,7468741,45.4465580515607,41.3340324093502,36.3830454169159,9.06351263464476
2022-08-01,insurance,5% - 10%,1.0,2005.0,5902786,33.9670115094804,41.3340324093502,38.9062168937685,-4.93920538428805
2022-08-01,insurance,less than 5%,0.0,675.714285714286,2237998,30.1928011425518,41.3340324093502,39.2001371465901,-9.00733600403836
2022-08-01,insurance,over 35%,5.0,2224.71428571429,4904246,45.3630239126318,41.3340324093502,30.6442676159504,14.718756296681402
2022-07-18,income_cumulative,$60k - $80k,0.0,2030213.0,8630488,23523.7335362728,24080.2872524618,22363.3124801286,1160.42105614422
2022-07-18,income_cumulative,$80k - $100k,0.0,1146017.0,5567034,20585.7733220239,24080.2872524618,19430.0412032691,1155.7321187548
2022-07-18,income_cumulative,above $120K,0.0,414469.0,2744855,15099.850447473498,24080.2872524618,14087.7751283765,1012.075319097
2022-07-18,income_cumulative,below $40K,0.0,2082672.0,7290434,28567.1881811151,24080.2872524618,27556.7819419255,1010.4062391896
2022-07-18,income,above $120K,0.0,986.8571428571432,2748206,35.9091401029305,43.1328668301483,40.3195901318753,-4.41045002894478
2022-07-18,income,below $40K,5.0,2817.71428571429,7290434,38.6494725240539,43.1328668301483,30.807493765117403,7.84197875893652
2022-07-18,insurance,10% - 15%,2.0,2711.71428571429,6691219,40.5264614073203,43.1328668301483,40.3400704620497,0.186390945270638
2022-07-18,insurance,15% - 25%,3.0,4808.14285714286,11488648,41.8512505313319,43.1328668301483,37.1674775947703,4.68377293656162
2022-07-18,insurance,25% - 35%,4.0,3259.14285714286,7469657,43.6317605633412,43.1328668301483,33.7488339080168,9.88292665532446
2022-07-18,insurance,5% - 10%,1.0,2304.14285714286,5902786,39.0348363830716,43.1328668301483,40.3356340474901,-1.30079766441849
2022-07-18,insurance,less than 5%,0.0,782.857142857143,2241349,34.9279448607577,43.1328668301483,39.9276734365452,-4.99972857578752
2022-07-18,insurance,over 35%,5.0,1979.7142857142903,4904246,40.3673528145669,43.1328668301483,30.4833473769864,9.88400543758057
2022-07-05,crowding,10% - 15%,3.0,1899.57142857143,4901815,38.7524096395198,38.3358563769018,34.1737345201102,4.57867511940964
2022-07-05,crowding,15% - 20%,4.0,1172.71428571429,3222282,36.3939061110817,38.3358563769018,31.642135717203097,4.75177039387862
2022-07-05,crowding,2% - 5%,1.0,3203.71428571429,8863472,36.1451391251,38.3358563769018,35.9766438593413,0.168495265758693
2022-07-05,crowding,5% - 10%,2.0,3164.57142857143,8097524,39.0807292274951,38.3358563769018,35.8949636120822,3.1857656154129
2022-07-05,crowding,less than 2%,0.0,2913.42857142857,8314469,35.040464657798,38.3358563769018,37.5874165966387,-2.54695193884067
2022-07-05,crowding,over 20%,5.0,1718.0,5289783,32.4777027715504,38.3358563769018,26.5608634659936,5.91683930555676
2022-07-05,income,$100k - $120k,1.0,1300.71428571429,3270993,39.7651198187916,38.3358563769018,42.1572644607915,-2.39214464199987
2022-07-05,income,$40k - $60k,4.0,3908.14285714286,11169921,34.9880975625777,38.3358563769018,30.177104622670804,4.81099293990695
2022-07-05,income,$60k - $80k,3.0,3367.71428571429,8630488,39.0211339812336,38.3358563769018,37.1503090072586,1.87082497397499
2022-07-05,income,$80k - $100k,2.0,2220.0,5574509,39.8241351839238,38.3358563769018,39.9269991204584,-0.10286393653454
2022-07-05,income_cumulative,$100k - $120k,0.0,583990.0,3267678,17871.7119618273,23457.0820819574,16814.1108150803,1057.60114674702
2022-07-05,income_cumulative,$40k - $60k,0.0,2817628.0,11160609,25246.1850424112,23457.0820819574,24306.6574592838,939.527583127408
2022-07-05,income_cumulative,$60k - $80k,0.0,1976078.0,8630488,22896.4804771179,23457.0820819574,21844.4078712583,1052.0726058596
2022-07-05,income_cumulative,$80k - $100k,0.0,1111911.0,5567034,19973.131114342,23457.0820819574,18889.1068385787,1084.02427576336
2022-07-05,income_cumulative,above $120K,0.0,400308.0,2744855,14583.9397709533,23457.0820819574,13570.8079297449,1013.13184120837
2022-07-05,income_cumulative,below $40K,0.0,2039866.0,7290434,27980.0352077805,23457.0820819574,27147.0943979467,832.940809833821
2022-07-05,income,above $120K,0.0,1013.71428571429,2753000,36.8221680244928,38.3358563769018,44.7740798781215,-7.951911853628701
2022-07-05,income,below $40K,5.0,2261.71428571429,7290434,31.023040407666898,38.3358563769018,26.1306432306685,4.89239717699837
2022-07-05,insurance,10% - 15%,2.0,2617.28571428571,6684699,39.153381689822,38.3358563769018,39.4744159777235,-0.321034287901533
2022-07-05,insurance,15% - 25%,3.0,4233.28571428571,11477599,36.8830250498011,38.3358563769018,33.6814366077186,3.20158844208243
2022-07-05,insurance,25% - 35%,4.0,2666.85714285714,7463115,35.7338342348623,38.3358563769018,28.6250482298911,7.10878600497118
2022-07-05,insurance,5% - 10%,1.0,2248.57142857143,5916425,38.0055764853172,38.3358563769018,41.4818962736627,-3.47631978834549
2022-07-05,insurance,less than 5%,0.0,845.428571428571,2237998,37.776109336495,38.3358563769018,44.4150423101168,-6.63893297362178
2022-07-05,insurance,over 35%,5.0,1460.57142857143,4909509,29.7498472570562,38.3358563769018,25.0590479092162,4.69079934783999
2022-07-07,crowding,10% - 15%,3.0,2044.42857142857,4900638,41.71760026814,40.9225040914316,32.5667728965163,9.15082737162376
2022-07-07,crowding,15% - 20%,4.0,1255.57142857143,3229211,38.8816781737529,40.9225040914316,30.5148947484059,8.366783425347
2022-07-07,crowding,2% - 5%,1.0,3435.0,8885705,38.6575966679065,40.9225040914316,34.5644782389082,4.09311842899825
2022-07-07,crowding,5% - 10%,2.0,3326.42857142857,8119648,40.9676450435853,40.9225040914316,34.4176254377696,6.55001960581568
2022-07-07,crowding,less than 2%,0.0,3035.0,8326642,36.4492673036742,40.9225040914316,35.0244949455533,1.42477235812087
2022-07-07,crowding,over 20%,5.0,1901.42857142857,5294132,35.9157756442146,40.9225040914316,25.7897813981156,10.1259942460991
2022-07-07,income,$100k - $120k,1.0,1337.71428571429,3272813,40.8735325151265,40.9225040914316,39.8990396941341,0.974492820992374
2022-07-07,income,$40k - $60k,4.0,4153.14285714286,11192370,37.1069117366818,40.9225040914316,29.2741557478125,7.832755988869379
2022-07-07,income,$60k - $80k,3.0,3604.85714285714,8655988,41.6458195512418,40.9225040914316,35.3376407786956,6.30817877254622
2022-07-07,income,$80k - $100k,2.0,2344.14285714286,5572216,42.0684133052785,40.9225040914316,37.9262116290744,4.14220167620407
2022-07-07,income_cumulative,$100k - $120k,0.0,587230.0,3267678,17970.8649383446,23555.9752558987,16917.7011933244,1053.16374502017
2022-07-07,income_cumulative,$40k - $60k,0.0,2827978.0,11160609,25338.9219172538,23555.9752558987,24397.7725588272,941.149358426588
2022-07-07,income_cumulative,$60k - $80k,0.0,1984695.0,8630488,22996.3241939506,23555.9752558987,21948.434433835,1047.88976011554
2022-07-07,income_cumulative,$80k - $100k,0.0,1117603.0,5567034,20075.375864419,23555.9752558987,18997.2973040941,1078.07856032494
2022-07-07,income_cumulative,above $120K,0.0,403015.0,2744855,14682.56064528,23555.9752558987,13677.9538445565,1004.60680072354
2022-07-07,income_cumulative,below $40K,0.0,2046278.0,7290434,28067.9860760004,23555.9752558987,27232.2470788433,835.738997157096
2022-07-07,income,above $120K,0.0,1063.42857142857,2762563,38.4942740284501,40.9225040914316,41.3033274162894,-2.80905338783928
2022-07-07,income,below $40K,5.0,2494.57142857143,7300026,34.1720896414811,40.9225040914316,25.0597396011838,9.11235004029729
2022-07-07,insurance,10% - 15%,2.0,2750.28571428571,6698860,41.05602616394,40.9225040914316,37.1688907944512,3.8871353694888695
2022-07-07,insurance,15% - 25%,3.0,4500.28571428572,11502642,39.1239309567812,40.9225040914316,32.1980477929722,6.92588316380899
2022-07-07,insurance,25% - 35%,4.0,2887.85714285714,7482144,38.5966528157857,40.9225040914316,28.0202919468356,10.5763608689502
2022-07-07,insurance,5% - 10%,1.0,2377.14285714286,5916484,40.1783028086082,40.9225040914316,39.2647247868601,0.913578021748144
2022-07-07,insurance,less than 5%,0.0,863.142857142857,2242008,38.4986519737154,40.9225040914316,41.7424853906033,-3.24383341688785
2022-07-07,insurance,over 35%,5.0,1619.14285714286,4913838,32.9506763784817,40.9225040914316,23.966287074754,8.98438930372773
2022-07-11,crowding,10% - 15%,3.0,2114.57142857143,4893204,43.2144547533973,40.8947366097728,36.7830853701018,6.43136938329558
2022-07-11,crowding,15% - 20%,4.0,1332.71428571429,3217019,41.426994547259,40.8947366097728,34.4389556897828,6.98803885747618
2022-07-11,crowding,2% - 5%,1.0,3494.0,8895905,39.2764985687235,40.8947366097728,37.6739712934667,1.60252727525683
2022-07-11,crowding,5% - 10%,2.0,3441.71428571429,8111822,42.4283753479093,40.8947366097728,38.0476578228632,4.3807175250461
2022-07-11,crowding,less than 2%,0.0,3045.57142857143,8304145,36.6753161050467,40.8947366097728,37.1368501136752,-0.46153400862849
2022-07-11,crowding,over 20%,5.0,2039.2857142857097,5300102,38.4763484605714,40.8947366097728,29.8707509254779,8.60559753509347
2022-07-05,income_cumulative,$60k - $80k,0.0,1976078.0,8630488,22896.4804771179,23457.0820819574,21844.4078712583,1052.0726058596
2022-07-05,income_cumulative,$80k - $100k,0.0,1111911.0,5567034,19973.131114342,23457.0820819574,18889.1068385787,1084.02427576336
2022-07-05,income_cumulative,above $120K,0.0,400308.0,2744855,14583.9397709533,23457.0820819574,13570.8079297449,1013.13184120837
2022-07-05,income_cumulative,below $40K,0.0,2039866.0,7290434,27980.0352077805,23457.0820819574,27147.0943979467,832.940809833821
2022-07-05,income,above $120K,0.0,1013.71428571429,2753000,36.8221680244928,38.3358563769018,44.7740798781215,-7.951911853628701
2022-07-05,income,below $40K,5.0,2261.71428571429,7290434,31.023040407666898,38.3358563769018,26.1306432306685,4.89239717699837
2022-07-05,insurance,10% - 15%,2.0,2617.28571428571,6684699,39.153381689822,38.3358563769018,39.4744159777235,-0.321034287901533
2022-07-05,insurance,15% - 25%,3.0,4233.28571428571,11477599,36.8830250498011,38.3358563769018,33.6814366077186,3.20158844208243
2022-07-05,insurance,25% - 35%,4.0,2666.85714285714,7463115,35.7338342348623,38.3358563769018,28.6250482298911,7.10878600497118
2022-07-05,insurance,5% - 10%,1.0,2248.57142857143,5916425,38.0055764853172,38.3358563769018,41.4818962736627,-3.47631978834549
2022-07-05,insurance,less than 5%,0.0,845.428571428571,2237998,37.776109336495,38.3358563769018,44.4150423101168,-6.63893297362178
2022-07-05,insurance,over 35%,5.0,1460.57142857143,4909509,29.7498472570562,38.3358563769018,25.0590479092162,4.69079934783999
2022-06-27,income_cumulative,$60k - $80k,0.0,1948870.0,8630488,22581.225997881,23154.2250074509,21542.5361810363,1038.68981684465
2022-06-27,income_cumulative,$80k - $100k,0.0,1094304.0,5567034,19656.8585713685,23154.2250074509,18562.37989565,1094.47867571852
2022-06-27,income_cumulative,above $120K,0.0,392624.0,2744855,14303.9978432376,23154.2250074509,13240.0800770897,1063.91776614794
2022-06-27,income_cumulative,below $40K,0.0,2020764.0,7290434,27718.0206281272,23154.2250074509,26925.1460201135,792.874608013732
2022-06-27,income,above $120K,0.0,960.571428571428,2744855,34.9953432356692,34.7285757147314,43.6227564538986,-8.62741321822934
2022-06-27,income,below $40K,5.0,2019.1428571428603,7290434,27.6957840526758,34.7285757147314,22.2464388253716,5.44934522730422
2022-06-27,insurance,10% - 15%,2.0,2409.0,6684699,36.0375239034697,34.7285757147314,37.7420582430072,-1.70453433953755
2022-06-27,insurance,15% - 25%,3.0,3905.2857142857097,11510633,33.92763642352,34.7285757147314,31.054613096285703,2.87302332723429
2022-06-27,insurance,25% - 35%,4.0,2362.28571428571,7467554,31.6339957405827,34.7285757147314,25.3596301691636,6.27436557141914
2022-06-27,insurance,5% - 10%,1.0,2164.71428571429,5908694,36.6360871914214,34.7285757147314,40.6872676725457,-4.05118048112426
2022-06-27,insurance,less than 5%,0.0,783.857142857143,2237998,35.0249259765712,34.7285757147314,43.3528869219805,-8.32796094540937
2022-06-27,insurance,over 35%,5.0,1333.85714285714,4904246,27.198006438852,34.7285757147314,20.8319521526617,6.36605428619037
2022-06-21,crowding,10% - 15%,3.0,1801.14285714286,4893204,36.8090694183782,36.7306823410066,23.7092681429766,13.0998012754016
2022-06-21,crowding,15% - 20%,4.0,1147.0,3223651,35.5807747178587,36.7306823410066,20.8878406033727,14.692934114486
2022-06-21,crowding,2% - 5%,1.0,3259.57142857143,8889575,36.6673483104809,36.7306823410066,28.0259986544432,8.64134965603767
2022-06-21,crowding,5% - 10%,2.0,3094.71428571429,8112476,38.1475924947487,36.7306823410066,26.7176663795653,11.4299261151834
2022-06-21,crowding,less than 2%,0.0,2927.14285714286,8304145,35.249178056776,36.7306823410066,30.014073410139,5.23510464663694
2022-06-21,crowding,over 20%,5.0,1648.57142857143,5289783,31.1651995662474,36.7306823410066,17.1691659364287,13.9960336298187
2022-06-21,income,$100k - $120k,1.0,1288.14285714286,3281170,39.2586442379656,36.7306823410066,34.4173552278095,4.84128901015613
2022-06-21,income,$40k - $60k,4.0,3735.5714285714303,11174069,33.4307173919494,36.7306823410066,21.1794326716912,12.2512847202582
2022-06-21,income,$60k - $80k,3.0,3329.0,8644552,38.509803631235,36.7306823410066,26.5191812744217,11.9906223568133
2022-06-21,income,$80k - $100k,2.0,2256.71428571429,5577754,40.4591935340692,36.7306823410066,32.8284581802703,7.630735353798901
2022-06-21,income_cumulative,$100k - $120k,0.0,564375.0,3267678,17271.438617881,22873.3968017272,16210.8077968515,1060.63082102949
2022-06-21,income_cumulative,$40k - $60k,0.0,2756084.0,11160609,24694.7456003521,22873.3968017272,23855.4365626464,839.309037705738
2022-06-14,income_cumulative,$60k - $80k,0.0,1902437.0,8630488,22043.2147058197,22636.7035841269,21054.7885588857,988.426146933987
2022-06-14,income_cumulative,$80k - $100k,0.0,1063341.0,5567034,19100.6737160219,22636.7035841269,18022.9723763139,1077.701339708
2022-06-14,income_cumulative,above $120K,0.0,378225.0,2744855,13779.4163990448,22636.7035841269,12636.9881104831,1142.42828856169
2022-06-14,income_cumulative,below $40K,0.0,1989714.0,7290434,27292.1200575988,22636.7035841269,26584.4804301088,707.639627489942
2022-06-14,income,above $120K,0.0,1130.57142857143,2744855,41.1887487161044,36.6801312846533,32.5387992131773,8.64994950292716
2022-06-14,income,below $40K,5.0,2012.0,7300269,27.5606282453427,36.6801312846533,13.2755679839078,14.2850602614349
2022-06-14,insurance,10% - 15%,2.0,2638.71428571429,6691962,39.4311008597222,36.6801312846533,24.3349491252939,15.0961517344284
2022-06-14,insurance,15% - 25%,3.0,4025.0,11480452,35.0595952145438,36.6801312846533,19.1777127165699,15.8818824979739
2022-06-14,insurance,25% - 35%,4.0,2299.71428571429,7475949,30.761503131098,36.6801312846533,15.0700238626533,15.6914792684446
2022-06-14,insurance,5% - 10%,1.0,2386.28571428571,5925213,40.2734165722939,36.6801312846533,27.7955720791631,12.4778444931308
2022-06-14,insurance,less than 5%,0.0,907.857142857143,2237998,40.5655922327519,36.6801312846533,32.6567379799778,7.9088542527741295
2022-06-14,insurance,over 35%,5.0,1307.14285714286,4904246,26.653288948859,36.6801312846533,11.9750459965857,14.6782429522733
2022-06-06,crowding,10% - 15%,3.0,1628.28571428571,4893204,33.2764731306055,34.5843984061181,13.6244796723783,19.6519934582272
2022-06-06,crowding,15% - 20%,4.0,994.714285714286,3217019,30.92037335540409,34.5843984061181,12.759957542449,18.160415812955
2022-06-06,crowding,2% - 5%,1.0,3138.42857142857,8863472,35.4085686898833,34.5843984061181,16.6369390298517,18.7716296600316
2022-06-06,crowding,5% - 10%,2.0,2854.0,8099125,35.2383745157656,34.5843984061181,15.5854887565957,19.6528857591699
2022-06-06,crowding,less than 2%,0.0,3063.0,8308783,36.864604599735,34.5843984061181,18.1979920213539,18.6666125783811
2022-06-06,crowding,over 20%,5.0,1373.14285714286,5289783,25.9583967271031,34.5843984061181,10.4028031827717,15.5555935443315
2022-06-06,income,$100k - $120k,1.0,1353.28571428571,3272316,41.3555938450234,34.5843984061181,20.1975244860206,21.1580693590028
2022-06-06,income,$40k - $60k,4.0,3287.0,11166259,29.436895561888697,34.5843984061181,12.2826934740498,17.1542020878389
2022-06-06,income,$60k - $80k,3.0,3144.85714285714,8630488,36.4389260822464,34.5843984061181,16.1374853511484,20.3014407310979
2022-06-06,income,$80k - $100k,2.0,2185.28571428571,5567034,39.2540393014613,34.5843984061181,18.7703675835061,20.4836717179553
2022-06-06,income_cumulative,$100k - $120k,0.0,546515.0,3267678,16724.8731362148,22363.5431192679,15652.3684402196,1072.50469599514
2022-06-06,income_cumulative,$40k - $60k,0.0,2703607.0,11160609,24224.5472446889,22363.5431192679,23488.5031811436,736.04406354528
2022-05-31,income_cumulative,$60k - $80k,0.0,1854733.0,8630488,21490.4765524267,22107.7889494821,20711.0304770715,779.446075355183
2022-05-31,income_cumulative,$80k - $100k,0.0,1030222.0,5567034,18505.7608773361,22107.7889494821,17606.3591492346,899.401728101533
