OBJECTID,SURVTYP,SURVTYPTXT,created_user,created_date,last_edited_user,last_edited_date,GlobalID,SHAPE_Length,SHAPE_Area
25,W,Meandered Water,,2021/04/24 10:20:20,,,{2EBEF3D4-2E81-4B24-B84C-AA560E3AA2EF},12620.1416058611,490346.410159305
26,W,Meandered Water,,2021/04/24 10:20:20,,,{93F3371E-9308-4A8E-8872-6737003770DD},11640.6141897849,360389.307091188
27,W,Meandered Water,,2021/04/24 10:20:20,,,{9039E6AB-80B0-4B54-B7D2-ED0895B8110B},5131.4645066433,253853.754499475
28,W,Meandered Water,,2021/04/24 10:20:20,,,{D25D06AE-257D-4160-B0EC-B6260167F05E},29915.0218334849,1832836.96288198
29,W,Meandered Water,,2021/04/24 10:20:20,,,{C13DF256-4DF3-4363-8D2F-558DB36636CB},15076.4666177025,739629.994150696
30,W,Meandered Water,,2021/04/24 10:20:20,,,{0F150C26-8C4F-40B5-ABD0-7ABD685BEE36},9763.84166571551,3243758.16956604
31,W,Meandered Water,,2021/04/24 10:20:20,,,{F1659CFF-5433-4AF0-8972-D72EE8942A82},27951.518918792,9859425.33122981
32,W,Meandered Water,,2021/04/24 10:20:20,,,{276D1D09-B54E-49BA-A9B6-B6FE21D30C97},7964.04780170169,1963243.22590611
33,W,Meandered Water,,2021/04/24 10:20:20,,,{667E6B8F-A369-48EF-9C49-F09BAD9744A8},23674.7067408603,2354614.37673919
34,W,Meandered Water,,2021/04/24 10:20:20,,,{301D977E-7105-4A74-92F1-C28925147F25},2265.44476391137,172231.077269831
35,W,Meandered Water,,2021/04/24 10:20:20,,,{1E87B3BD-B330-455A-AD70-5242329364FE},6065.01655835257,157526.410155409
36,W,Meandered Water,,2021/04/24 10:20:20,,,{C9656925-D8C9-4ABE-9D8E-9245917348FB},8348.08774914948,192883.980680547
37,W,Meandered Water,,2021/04/24 10:20:20,,,{ED93E0C6-2763-44C2-85F9-7D62B86E3BC3},29713.2423785569,9181535.69623812
38,W,Meandered Water,,2021/04/24 10:20:20,,,{9DD01CED-0F5E-46C0-ADAD-64DBB41F74B0},8042.54965318951,1778764.50431276
39,W,Meandered Water,,2021/04/24 10:20:20,,,{0E46D022-7D87-4422-9443-2C3E18AB599C},17816.9628629596,5782803.52047117
40,W,Meandered Water,,2021/04/24 10:20:20,,,{D3894CE5-924E-4DA0-986A-131DEA1C7F49},6093.431579929,2313378.51063396
41,W,Meandered Water,,2021/04/24 10:20:20,,,{A4B70C8B-165E-4EAC-8CCA-2F047748B176},9595.62626963865,5085560.08703057
42,W,Meandered Water,,2021/04/24 10:20:20,,,{668EFC1F-3444-438B-90EA-4437859C3534},16601.5507757014,680898.097254183
43,W,Meandered Water,,2021/04/24 10:20:20,,,{144B8FA0-BC9C-4621-9E7C-026315DBEFF4},29085.241934218,587688.050570983
44,W,Meandered Water,,2021/04/24 10:20:20,,,{7793384D-4E1D-4F95-BE5D-FBD0C87C2AE9},27539.4834285519,16937286.2711513
45,W,Meandered Water,,2021/04/24 10:20:20,,,{0615DEB4-21D7-46EF-91BF-8BE1AD770FA2},16288.358545989,6678554.75935706
46,W,Meandered Water,,2021/04/24 10:20:20,,,{9933E522-2DE7-49B5-AC75-EB14F13C99FD},4090.06628130003,487750.878821763
47,W,Meandered Water,,2021/04/24 10:20:20,,,{23D8A262-32FD-4CBB-90CD-68CA0233BAC1},26560.3853001054,344786.182540843
48,W,Meandered Water,,2021/04/24 10:20:20,,,{CF17E5EE-7E0E-422F-B67C-2E3B02AF19E0},22324.2475829697,402143.397440825
49,W,Meandered Water,,2021/04/24 10:20:20,,,{073FE581-74E3-4589-B220-6F5D0E5A2DF7},2555.02389724863,22922.7118266949
50,W,Meandered Water,,2021/04/24 10:20:20,,,{31B957D4-B9D6-4ADE-9585-92BC92182935},2516.80957960649,71035.9052411244
51,W,Meandered Water,,2021/04/24 10:20:20,,,{69AD767C-208E-42F3-9394-E4C6E1F99856},4947.42188141334,508377.504483944
52,W,Meandered Water,,2021/04/24 10:20:20,,,{E93CE63F-4AC8-476D-9B46-E5204E813F94},4244.29979855768,371226.589601526
53,W,Meandered Water,,2021/04/24 10:20:20,,,{FD015B9D-E2F1-46FC-A013-89D3B214A7EF},20876.9144317083,1077365.7533642
54,W,Meandered Water,,2021/04/24 10:20:20,,,{AEA4FC64-B5BE-4E89-8FF2-3F0E9439CD10},23271.0509021135,1404793.66853363
55,W,Meandered Water,,2021/04/24 10:20:20,,,{29A40EA9-CF46-4535-9D2B-19FC657EA290},15708.9842847496,594897.48368355
56,W,Meandered Water,,2021/04/24 10:20:20,,,{95D4626F-23BE-4936-BBAF-2B9A48D8A388},1072.12193213578,16888.4662091779
57,W,Meandered Water,,2021/04/24 10:20:20,,,{37C74B82-42D8-41ED-9575-C40CDBD22B70},642.882371856962,24673.8953805257
58,W,Meandered Water,,2021/04/24 10:20:20,,,{E23675E2-E261-4FFD-886C-60810BC1A384},18356.7272596227,1752831.00860597
59,W,Meandered Water,,2021/04/24 10:20:20,,,{6F19E364-CED1-4CCD-A93A-FBBB4C146A29},3863.63926712765,204944.730017571
60,W,Meandered Water,,2021/04/24 10:20:20,,,{A4647699-ECA1-435F-85A1-4FAE3B3368F5},27691.9026158072,1429365.348665
61,W,Meandered Water,,2021/04/24 10:20:20,,,{B1B23883-8D50-48E0-9A06-91E64A4A0B7C},6355.40624132222,780877.440372166
62,W,Meandered Water,,2021/04/24 10:20:20,,,{53A839F0-6760-427E-AAB4-0EA55220E97F},8364.06507126608,250653.319580487
63,W,Meandered Water,,2021/04/24 10:20:20,,,{D04F9D02-CF47-4308-A27C-F6E4A43C346C},10013.4146896349,546752.583550335
64,W,Meandered Water,,2021/04/24 10:20:20,,,{CDB25B06-9AC8-49BB-98E2-B1D5C354D63C},8382.08152337148,595769.268760334
65,W,Meandered Water,,2021/04/24 10:20:20,,,{C7ABCED9-7BCD-418E-BB85-01D6A7C4555E},469.361849587258,6838.87369708461
66,W,Meandered Water,,2021/04/24 10:20:20,,,{82A12DCF-8A20-49B9-A471-1ABE8626C4E6},540.480809528962,12867.5147006025
67,W,Meandered Water,,2021/04/24 10:20:20,,,{C9DA1871-1506-4B03-879C-F5317072E660},12121.8845371687,3142743.28780997
68,W,Meandered Water,,2021/04/24 10:20:20,,,{02421A68-C9E8-400A-BB54-359AEA4C5470},4020.73509838516,485701.183483673
69,W,Meandered Water,,2021/04/24 10:20:20,,,{6A8C0BD3-D8E0-47BD-B280-3BEF1A41F4FA},31104.772881617,7277395.44077189
70,W,Meandered Water,,2021/04/24 10:20:20,,,{38908BBF-282A-4A79-BB97-1CF6E3611085},24161.1753467401,1510322.24370868
71,W,Meandered Water,,2021/04/24 10:20:20,,,{00E29347-04AA-46EC-B6AD-BD0D728EF494},19935.6264919249,1274618.48375663
72,W,Meandered Water,,2021/04/24 10:20:20,,,{CEF26534-8CD5-4D85-8F98-AA85D385D0A0},8318.41422555545,538757.184990763
73,W,Meandered Water,,2021/04/24 10:20:20,,,{A1285512-35D8-45AD-9E4B-D13426EA9F6C},24625.1789590239,1385277.01925468
74,W,Meandered Water,,2021/04/24 10:20:20,,,{34038FAA-4F2F-462E-BE0A-488358D2B885},7161.51044449103,353373.647767802
75,W,Meandered Water,,2021/04/24 10:20:20,,,{C335531B-DBA2-463E-A529-B14BE697E78D},16383.2384437174,1004799.64243579
76,W,Meandered Water,,2021/04/24 10:20:20,,,{8ECDC2BA-8986-41A7-9E93-18B2665D88F1},25113.1386357895,1591854.44553192
77,W,Meandered Water,,2021/04/24 10:20:20,,,{35077397-4D8A-4D52-9446-02E17D92AEB7},4791.4958683349,240605.19721566
78,W,Meandered Water,,2021/04/24 10:20:20,,,{0893148E-FB98-460D-924C-7DA763BAAAA4},32225.2021374202,1497875.12222064
79,W,Meandered Water,,2021/04/24 10:20:20,,,{44D1C929-423F-4B6B-B7A7-4150F268BA7A},20199.4112718018,983740.836860555
80,W,Meandered Water,,2021/04/24 10:20:20,,,{7F81DA8C-C80A-4189-B349-84BE1BCF1992},3815.09653615224,121182.824443478
81,W,Meandered Water,,2021/04/24 10:20:20,,,{000AE3FC-DBC9-4317-912D-B6F3BC5A12CA},7612.23748963725,229073.55380006
82,W,Meandered Water,,2021/04/24 10:20:20,,,{193F48FC-1AEB-4B52-A87C-BF55AC783963},21584.9918715372,714120.153231078
83,W,Meandered Water,,2021/04/24 10:20:20,,,{170C6E8A-DD68-41E7-9071-0B2F5D9170BE},25806.6815406907,855536.848435841
84,W,Meandered Water,,2021/04/24 10:20:20,,,{F8DC4AC9-43DF-4DFC-8D1C-7A2650435901},4301.40597381643,137586.999795533
85,W,Meandered Water,,2021/04/24 10:20:20,,,{4E9A459B-8014-4DE0-A304-2499BDA4A8B3},32156.7378392291,1108027.63221027
86,W,Meandered Water,,2021/04/24 10:20:20,,,{4F475CCB-7562-494A-AD83-E9711714225A},3194.79040622415,91554.1934877607
87,W,Meandered Water,,2021/04/24 10:20:20,,,{61764E7A-0436-4FC2-91A5-0EE07196AA6E},24090.445077276,809787.735348957
88,W,Meandered Water,,2021/04/24 10:20:20,,,{EB1DD5D1-55CE-43B9-B3CF-E7956B590483},22276.8787624221,778119.401482402
89,W,Meandered Water,,2021/04/24 10:20:20,,,{53522D94-75FD-40A4-97A9-81FD805E8596},31026.2791029339,1105437.04614773
90,W,Meandered Water,,2021/04/24 10:20:20,,,{B2457D48-4A86-4961-83C2-70E3FAC32754},628.70475540342,14878.7382498563
91,W,Meandered Water,,2021/04/24 10:20:20,,,{00617B32-1653-4137-85E5-CB9957767583},18045.4532203691,666229.916188716
92,W,Meandered Water,,2021/04/24 10:20:20,,,{D65C00C5-A108-4063-B274-CE75A18CBDE0},13242.6468844931,396143.019865212
93,W,Meandered Water,,2021/04/24 10:20:20,,,{F3F6FAE3-5DF8-4252-A222-E393A8BA7486},8271.85841739476,363334.494220193
94,W,Meandered Water,,2021/04/24 10:20:20,,,{8428B539-3479-40E6-94C1-64F70789D398},33566.420360882,1316169.84633565
95,W,Meandered Water,,2021/04/24 10:20:20,,,{8E7BD4F3-1ABE-4836-AC3A-1D085972B1DE},15672.0128393833,601738.423305201
96,W,Meandered Water,,2021/04/24 10:20:20,,,{E64CDA72-C4D9-49AB-9149-BDBC75C3268E},7438.38140839771,231111.442001641
97,W,Meandered Water,,2021/04/24 10:20:20,,,{ACFA61A4-6F64-473C-9C97-CA8A1F92DEE7},14764.1401664945,614179.383684729
98,W,Meandered Water,,2021/04/24 10:20:20,,,{951A7DF8-7415-483B-BF0A-2DB4D07DD0A2},35787.0370177779,5336914.21565755
99,W,Meandered Water,,2021/04/24 10:20:20,,,{E43E1D4E-AF6E-49DE-AEF2-58ECDC1D6F2D},29213.9729804714,5046246.33569217
100,W,Meandered Water,,2021/04/24 10:20:20,,,{548B9F41-AA33-4467-BC68-68672BDA3B54},24871.4263509291,11353577.3550038
101,W,Meandered Water,,2021/04/24 10:20:20,,,{9DB841C9-244A-45A0-A29E-F4BAB4EAAA58},9365.67103490405,1186014.03968188
102,W,Meandered Water,,2021/04/24 10:20:20,,,{D122391B-CD0E-409B-932A-99EA1ADE483C},9365.71659630503,1186020.94258287
103,W,Meandered Water,,2021/04/24 10:20:20,,,{6CB9B575-81B6-4FEA-A586-7C7AD696C19F},10440.8424443445,1446337.68988195
104,W,Meandered Water,,2021/04/24 10:20:20,,,{5DAD8D31-352B-43D5-A839-05818351B7D2},10114.4343629196,1281006.41180642
105,W,Meandered Water,,2021/04/24 10:20:20,,,{B85453B1-F65C-4017-933E-BA003C791D72},10114.4343629158,1281006.41139365
106,W,Meandered Water,,2021/04/24 10:20:20,,,{D6EA4712-ADA0-4717-B70E-4AE6D3D44F34},10440.8424443445,1446337.68988195
107,W,Meandered Water,,2021/04/24 10:20:20,,,{EAA64CC0-6B70-4D29-A525-C573AF9D08B3},24952.7435818465,1480582.73697362
108,W,Meandered Water,,2021/04/24 10:20:20,,,{35986B2D-1658-4351-87ED-C0521E219DFB},6637.20409058802,1479482.05777504
109,W,Meandered Water,,2021/04/24 10:20:20,,,{D1FC0B5C-D127-4B65-9C52-ABC752EA90DB},531.369734394322,6593.99211471481
110,W,Meandered Water,,2021/04/24 10:20:20,,,{4C1758F1-F5AB-467B-8E72-9059D5BA9C3F},29159.0920399599,2882908.99356138
111,W,Meandered Water,,2021/04/24 10:20:20,,,{60C341D2-BB0C-4A67-A3C5-7BB1AFBD6CBD},4740.16533932585,346676.86863308
112,W,Meandered Water,,2021/04/24 10:20:20,,,{CD4EA43A-19C6-4910-926B-03322A3FFAB5},8190.27050147744,368570.702334645
113,W,Meandered Water,,2021/04/24 10:20:20,,,{07558214-84C7-4A4C-94F0-5D24D0D6D36E},27428.1059997798,2720098.20577921
114,W,Meandered Water,,2021/04/24 10:20:20,,,{AD86C529-2BF6-4BF4-940D-CDCE90A775CF},12029.3149213141,801124.482591525
115,W,Meandered Water,,2021/04/24 10:20:20,,,{99DA4E81-B99A-4DA4-BAF1-61D760E78D9A},24599.0776264852,6712222.22622586
116,W,Meandered Water,,2021/04/24 10:20:20,,,{D52FBE19-EF15-4F68-84F0-CCC4C36F0D08},22107.4780018722,1935650.63302528
117,W,Meandered Water,,2021/04/24 10:20:20,,,{F5DE91A9-0C2F-47C4-8002-AB07039D333E},27644.4119113214,2761596.81141558
118,W,Meandered Water,,2021/04/24 10:20:20,,,{6746EA9F-38EE-4795-BCB9-2DEDB68F44CF},3899.1071897674,240432.937044674
119,W,Meandered Water,,2021/04/24 10:20:20,,,{567EA723-7FDC-489C-B751-8D8B05511B50},8096.66118005512,2653076.93083203
120,W,Meandered Water,,2021/04/24 10:20:20,,,{249D5D07-17D3-473B-ACF3-7257E22DE8DC},28103.0650170465,2565645.92837771
121,W,Meandered Water,,2021/04/24 10:20:20,,,{561D09A0-EEFF-4A0A-9684-461226A5838D},28469.1459104877,2137937.20997171
122,W,Meandered Water,,2021/04/24 10:20:20,,,{AAECBAB9-D948-4364-B5BC-6FAED39AE605},3906.40874463099,291218.147078003
123,W,Meandered Water,,2021/04/24 10:20:20,,,{9C374C8A-8376-4500-A46F-C9FD6D803B10},13999.0822502173,1236517.00997089
124,W,Meandered Water,,2021/04/24 10:20:20,,,{52D34136-13F6-44FB-994C-5399BC75B3C9},22338.2543072696,676265.988604601
125,W,Meandered Water,,2021/04/24 10:20:20,,,{53B842EE-4EAD-4F8F-868A-2BDBE687591E},26358.3973208198,1532601.06775789
126,W,Meandered Water,,2021/04/24 10:20:20,,,{15A0A575-B100-455E-9DC8-3702B3940D30},23130.7711397133,1197981.81386921
127,W,Meandered Water,,2021/04/24 10:20:20,,,{6791BC29-34A2-4648-8518-98B92B6EAB66},24092.0819464055,1152902.7564208
128,W,Meandered Water,,2021/04/24 10:20:20,,,{A454490B-10CC-42ED-BEF2-C20ABA8613C5},26952.9264398094,1232048.13362422
129,W,Meandered Water,,2021/04/24 10:20:20,,,{06B4C447-DD87-4194-B7BF-F4F4E0E7C7F0},3245.64905447587,140405.509629475
130,W,Meandered Water,,2021/04/24 10:20:20,,,{B8902E21-4E58-4208-A23E-3A20A700454F},36087.30285299,1476672.31191748
131,W,Meandered Water,,2021/04/24 10:20:20,,,{D10EEC7C-6B80-40F7-BC9A-5DA7E5D1BB91},25825.3886935363,842772.365091152
132,W,Meandered Water,,2021/04/24 10:20:20,,,{FEED9DAE-D725-4850-84F9-8C34BB2D86EF},5559.96919801315,139285.468207057
133,W,Meandered Water,,2021/04/24 10:20:20,,,{D55E73E8-2EA8-4166-BA21-261F43CE7730},19819.7165784051,521585.847876407
134,W,Meandered Water,,2021/04/24 10:20:20,,,{239C0766-B05A-487C-8B43-E3B08FBA2BAD},25566.3204053747,642915.387309235
135,W,Meandered Water,,2021/04/24 10:20:20,,,{8149C85D-EC91-4C86-AE99-D0001F6AA77C},24549.4825620867,1030228.47136726
136,W,Meandered Water,,2021/04/24 10:20:20,,,{F29EA102-10CE-4184-BBB6-AC9F1F628F54},356.832223137136,2324.74557176952
137,W,Meandered Water,,2021/04/24 10:20:20,,,{D4FAA30F-9136-43FF-AE63-B8CC400AEA67},15269.4910702853,1309832.39139473
138,W,Meandered Water,,2021/04/24 10:20:20,,,{242A294E-088E-4751-81B7-5AB7F0B096BF},41348.204957791,2705175.20846429
139,W,Meandered Water,,2021/04/24 10:20:20,,,{C0DFA2EE-72EE-43F1-8FBA-82F7508E475A},16769.1796624837,981910.59497409
140,W,Meandered Water,,2021/04/24 10:20:20,,,{EFAEB371-5DBD-4C30-9F57-6AEACEC01E84},31031.026814523,2402645.11139643
141,W,Meandered Water,,2021/04/24 10:20:20,,,{4A896800-B72C-4353-AECA-0E3CFB009CD6},3359.26378989968,242368.193924858
142,W,Meandered Water,,2021/04/24 10:20:20,,,{63949D24-479A-4D88-99A6-436E3EAEB3EB},24010.5128651815,1804596.96469227
143,W,Meandered Water,,2021/04/24 10:20:20,,,{3E9A24C8-8352-4F83-AAD2-E96E370A8267},19379.9877223583,1340485.23038249
144,W,Meandered Water,,2021/04/24 10:20:20,,,{1817537C-C636-47EF-BA87-F9D51BFF2897},13297.4200263809,1736019.14361495
145,W,Meandered Water,,2021/04/24 10:20:20,,,{41C1E8CA-C55C-4670-89C5-9924DDA4634F},7394.77744259716,1663980.5904874
