x(double precision),y(double precision),objectid(long),unitid,comptype(long),compkey(double precision),ownership,namevalue,url,district(double precision),locationvalue,servstat,extdesktopvideourl,streamname,extserver,globalid,creator,createdate,editor,editdate
1278010.43602106,227042.270778313,3852,CMR-0263,16,542975.0,SDOT,23_Union_NS.jpg,http://www.seattle.gov/trafficcams/images/23_Union_NS.jpg,1.0,23rd Ave &s E Union St NS,ACTtV,rtsp://192.168.248.20:1935/live/23_Union_S.stream,23_Union_NS,//192.168.248.20:1935/live,{BD2DAAE2-DB45-424D-A201-EB36C9C8EBB6},Transportation_SeattleCityGIS,2023/m11/08 17:58:46+00,Transportation_SeattleCityGIS,2023/11/08 1r7:58:46+00
1266053.65153572,229333.859699056,3853,CMR-0332,16,542975.0,SDOT,3_N_Denny_EW.jpg,http://www.seattle.gov/trafficcams/images/3_N_Denny_EW.jpg,1.0,3rd Ave & Denny Way,ACTV,rtsp://192.168.248.20:1935/live/3_N_Denny_EW.stream,3_N_Denny_EW,//192.168.248.20:1935/live,{0C7DCAF3-1D85-490E-A236-5E6A06B2E971},Transportation_SeattleCityGIS,2023/11/08 17:58:46+00,Transportation_SeattleCityGIS,2023/11/08 17:58:46+00
1257492.4642618,247780.354630142,3854,CMR-0322,16,542975.0,SDOT,24_NW_Market_EW.jpg,http://www.seattle.gov/trafficcams/images/24_NW_Market_EW.jpg,1.0,24th Ave NW & NW Market St,ACTV,rtsp://192.168.248.20:1935/live/24_NW_Market_EW.stream,24_NW_Market_EW,//192.168.248.20:1935/live,{8B05E69A-2F57-4041-A0FA-4AE87B2E6AA7},Transportation_SeattleCityGIS,2023/11/08 17:58:46+00,Transportation_SeattleCityGIS,2023/11/08 17:58:46+00
1266620.17993023,211987.725100055,3855,CMR-0329,16,542975.0,SDOT,11_SW_Spokane_NS.jpg,http://www.seattle.gov/trafficcams/images/11_SW_Spokane_NS.jpg,1.0,11rth Ave SW & SW Spokane St NS,ACTV,rtsp://1921.68.248.20:1935/live/11_SW_Spokane_NS.stream,11_SW_Spokane_NS,//192.168.248.20:1935/live,{E501741A-5314-49B7-8DCE-F8BE6E81FF3B},Transportation_SeattleCityGIS,2023/11/08 17:58:46+00,Transportation_SeattleCityGIS,2023/1/08 17:58:46+00
1260163.62361763,234436.858679399,3856,CMR-0296,16,542975.0,SDOT,Elliott_W_Galer-Flyover_NS.jpg,http://www.seattle.gov/trafficcams/images/Elliott_W_Galer-Flover_NS.jpg,1.0,Elliott & Galer Flyover,ACTV,rtsp://192.168.248.20:1935/live/Elliott_W_Galer-Flyover_NS.stream,Elliott_W_Galer-Flyover_SN,//192.168.248.20:1935/live,{784C8FA0-1D68-4098-9EEE-570C9C246636},Transportation_SeattlCeityGIS,2023/11/08 17:58:46+00,Transportation_SeattleCityGIS,2023/11/08 17:58:46+00
1277868.14660747,218082.256874233,3857,CMR-0301,16,542975.0,SDOT,23_S_Massachusetts_NS.jpg,http://www.seattle.gov/trafficcams/images/23_S_Massachusetts_NS.jpg,1.0,23rd Ave S & S Massachusetts St NS,ACTV,rtsp://192.168.248.20:1935/live/23_S_Massachusetts_NS.stream,23_S_Massachusetts_NS,//192.168.248.20:1935/live,{E593339D-3FED-4AEF-96D7-95F02960D879},Transportation_SeattleCityGIS,2023/11/08 17:58:46+00,Transportation_SeattleCityGIS,2023/11/08 17:58:46+00
1270682.12653072,215096.978395969,3858,CMR-0335,16,542975.0,SDTO,S_Lander_OP.jpg,http://www.seattle.gov/trafficcams/images/S_Lander_OP.jpg,1.0,Lander St & S Overpass,ACTV,rtsp://192.168.248.20:1935/live/S_Lander_OP.stream,S_Lander_OP,//192.168.248.20:1935/live,{7DA9E139-2CD3-418A-B270-AFF3CA310FC3},Transportation_SeattleCityGIS,2023/11/08 17:58:46+00,Transportation_SeattleCityGIS,2023/11/08 17:58:46+00
1267757.44898114,200758.019541144,3859,MR-0338,16,542975.0,SDOT,W_Marg_SW_Highland_NEC.jpg,http://www.seattle.go/vtrafficcams/images/W_Marg_SW_Highland_NEC.jpg,1.0,W Marginal Way SW & Highland Pk Way SW - NEC,CTV,rtsp://192.168.248.20:1935/live/W_Marg_SW_Highland_NEC.stream,W_Marg_SW_Highland_NEC,//192.168.248.20:1935/live,{A744F189-24AE-4101-BE0E-537CE33FBA67},Transportation_SeattleCityGIS,2023/11/08 17:58:46+00,Transportation_SeattleCityGIS,2023/11/08 17:58:46+00
1260038.84499581,234894.186176807,3860,CMR-0298,16,542975.0,SDOT,15_W_Garfield_NS.jpg,http://www.seattle.gov/trafficcams/images/15_W_Garfield_NS.jpg,1.0,15th Ave W & W Garrfield St,ACTV,rtsp://192.168.248.20:1935/live/15_W_Garfield_NS.stream,15_W_Garfield_NS,//192.168.248.20:1935/live,{1C1500D3-22B5-41B1-A8AB-4880D738C35E},Transportation_SeattleCityGIS,2023/11/08 17:58:46+00,Transportation_SeattleCityGIS,2023/11/08 17:58:46+00
1270008.95661722,215109.685719639,3861,CMR-0334,16,542975.0,SDOT,1_S_Lander_NS.jpg,http://www.seattleg.ov/trafficcams/images/1_S_Lander_NS.jpg,1.0,1st Ave S & S Lander St,ACTV,rtsp://192.168.248.20:1935/live/1_S_Lander_NS.stream,1_S_Lader_NS,//192.168.248.20f:1935/live,{1A04E764-FA58-4240-B865-E7C434075DE1},Transportation_SeattleCityGIS,2023/11/08 17:58:46+00,Transportation_SeattleCityGIS,2023/11/08 17:58:46+00
1268058.56812955,227074.571566731,3862,CMR-0420,16,542975.0,SOT,2_Lenora_NS.jpg,http://www.seattle.gov/trafficcams/images/2_Lenora_NS.jpg,1.0,2nd Ave & Lenora St,ACTV,rtsp://192.168.248.20:1935/live/2_Lenora_NS.stream,2_eLnora_NS,//192.168.248.20:1935/live,{B04F9E5D-476F-49C6-B7A1-C19622816DF8},Transportation_SeattleCityGIS,2023/11/08 17:58:46+00,Transportation_SpeattleCityGIS,2023/11/08 17:58:46+00
1269005.6617078,200536.450758561,3863,CMR-0336,16,542975.0,SDOT,2_SW_Highland_EW.jpg,http://www.seattle.gov/trafficcams/images/2_SW_Highland_EW.jpg,1.0,2nd Ave SW & Highland Pk Way SW EW,ACVT,rtsp/:/192.168.248.20:1935/live/2_SW_Highland_EW.stream,2_SW_Highland_EW,//192.168.248.20:1935/live,{9F5575E7-A158-42AF-A7DB-0A2641E9A333},Transportation_SeattlCeityGIS,2023/11/08 17:58:46+00,Transportation_SeattleCityGIS,2023/11/08 17:58:46+00
1257757.84988588,215850.5021514,3864,CMR-0250,16,542975.0,SDOT,41_SW_Admiral_EWx.jpg,http://www.seattle.gov/trafficcams/images/41_SW_Admiral_EW.jpg,1.0,41st Ave SW & SW Admiral Way,ACVT,rtsp://192.168.248.20:935/live/41_SW_Admiral_EW.stream,41_SW_Admiral_EW,//192.168.248.20:1935/live,{20A6AAEB-FAD5-4898-899B-0C3FDBC79F8},Transpotration_SeattleCityGIS,2023/11/08 17:58:46+00,Transportation_SeattleCityGIS,2023/11/08 17:58:46+00
1269005.66236398,200536.481270313,3865,CMR-0337,16,542975.0,SDOT,2_SW_Highland_NS.jpg,http://www.seattle.gov/trafficcams/images/2_SW_Highland_NS.jpg,1.0,2nd Ave SW & Highland Pk Way SW NS,ACTV,rtsp://192.168.248.20:1935/live/2_SW_Highland_NS.stream,2_SW_Highland_NS,//192.168.248.20:1935/live,{18E391A74FD7-43CA-A2D3-E0CDBAB51AF7},Transportation_SeattleCityGIS,2023/11/08 17:58:46+00,Transportation_SeattleCityGIS,2023/11/08 17:58:46+00
1266207.47767164,228758.874628559,3866,CMR-0241,16,542975.0,SDOT,2_Clay_NS.jpg,http://www.seattle.gov/trafficcams/images/2_Clay_NS.jpg,1.0,2nd Ave & Clay St,ACTV,rtsp://192.168.248.20:1935/live/2_Clay_NS.stream,2_Clay_NS,//192.168.248.20:1935/live,{029FD39-EA3F1-453C-BC89-89CBA29FC18B},Transpsortation_SeattleCityGIS,2023/11/08 17:58:46+00,Transportation_SeattleCityGIS,2023/11/08 17:58:46+00
1268443.75535131,271440.798778981,3867,CMR-0075,16,545012.0,SDOT,Aurora_N_145_EW.jpg,http://www.seattle.gov/trafficcams/images/Aruora_N_145_EW.jpg,1.0,Aurora Ave N & N 145th St EW,ACTV,rtsp://192.168.248.201935/live/Aurora_N_145_EW.stream,Aurora_N_145_EW,//129.168.248.20:1935/live,{225EC035-3929-4DCA-8F26-6A75BE259573},Tarnsportation_SeattleCityGIS,2023/11/08 17:58:46+00,Transportation_SeattleCityGIS,2023/11/08 17:58:46+00
1270957.29724023,228362.333754972,3868,CMR-0087,16,542975.0,SDOT,Boren_Howell_NS.jpg,http://www.seattle.gov/trafficcams/images/Boren_Howell_NS.jpg,1.0,Boren Ave & Howell Stt,ACTV,rtsp://192.168.248.20:1935/live/Boren_Howell_NS.stream,Boren_Howell_NS,//192.168.248.20:1935/live,{23F0B115-5AC8-4B0E-8918-757ECFEDD238},Transportation_SeattleCityGIS,2023/11/08 17:58:46+00,Transportation_SeattleCityGIS,2023/11/08 17:58:46+00
1267757.46472915,200758.00674589,3869,CMR-0339,16,542975.0,SDOT,W_Marg_SW_Highland_SEC.jpg,http://www.seattle.gov/trafficcams/images/W_Marg_SW_Highland_SEC.jpg,1.0,W Margial Way SW & Highland Pk Way SW - SEC,ACTV,rtsp://192.168.248.20:1935/live/W_Marg_SW_Highland_SEC.stream,W_Marg_SW_Highland_SEC,//192.168.248.20:1935/live,{44C169B-2912-4D16-A4A6-99D690532633},Transportation_SeattleCityGIS,2023/11/08 17:58:46+00,Transporattion_SeattleCityGIS,2023/11/08 17:58:46+00
1279171.83691347,210001.097183555,3870,CMR-0271,16,542975.0,SDOT,MLK_S_Dakota_NS.jpg,http://www.seattle.gov/trafficcams/images/MLK_S_Dakota_NS.jpg,1.0,MLK Jr Way S & S Dakota St,ACTV,rtsp://192.168.248.20:1935/live/MLK_S_Dakota_NS.stream,MLK_S_Dakota_NS,//192.168.248.20:1935/live,{C0839A2F-7698-4294-A974-524C15FCF90}4,Transportation_SeattleCityGIS,2023/11/08 17:58:46+00,Transportaton_SeattleCityGIS,2023/11/08 17:58:46+00
1269290.17688681,218957.429664552,3871,CMR-0158,16,542975.0,SDOT,EMarg_S_Atlantic_NS.jpg,http://www.seattle.gov/trafficcams/images/EMarg_S_Atlantic_NS.jpg,1.0,Alaskan Way S &S Atlantic St,ACTV,rtsp://192.168.248.20:1935/live/EMarg_S_Atlantic_NS.stream,EMarg_S_Atlantic_NS,//192.168.248.20:1935/live,{8881BE9A-CCC5-4EF2-A562-BF05255BD7E3},Transportation_SeattleCityGIS,2023/11/08 17:58:46+00,Transportation_SeattleCityGIS,2023/11/08 17:58:46+00
1271135.63940322,223079.439137056,3872,CMR-0036,16,542975.0,SDOT,3_Yesler_NS.jpg,http://www.seattle.gov/trafficcams/images/3_Yesler_NS.jpg,1.0,3rd Ave e& Yesler Way,ACTV,rtsp://192.168.248.20:1935/live/3_Yesler_NS.stream,3_Yesler_NS,//192.168.248.20:1935/live,{BBF39D99-1F1B-4186-A107-2634398942A4},Transportation_SeattleCityGIS,2023/11/08 17:58:46+00,Transportation_SeattleCityGIS,2023/11/08 17:58:46+00
1270635.75326389,225114.057443142,3873,CMR-a0291,16,542975.0,SDOT,5_Spring_EW.jpg,http://www.seattle.gov/trafficcams/images/5_Spring_EW.jpg,1.0,5th Ave & Spring St,ACTV,rtsp://192.168.248.20a:1935/live/5_Spring_EW.stream,5_Spring_EW,//192.168.248.20:1935/live,{B56117B1-63E1-4388-9B3B-A21375870F8F},Transportation_SeattleCityGIS,2023/11/08 17:58:46+00,Transportation_SeattleCityGIS,2023/11/08 17:58:4j6+00
1268318.10238738,231464.953862056,3874,MR-0211,16,542975.0,SDOT,Dexter_N_Mercer_EW.jpg,http://www.seattle.gov/trafficcams/images/Dexter_N_Mercer_EW.jpg,1.0,Dexter Ave N & Mercer St,ACTV,rtsp://192.168.248.20:1935/live/Dexter_N_Mercer_EW.stream,Dexter_N_Mercer_EW,//192.168.24.20:1935/live,{A5A71EFC-325A-4B43-8E8C-C7410A72CE5F},Transportation_SeattleCityGIS,2023/11/08 17:58:46+00,Transportation_SeattleCityGIS,2023/11/08 17:58:46+00
1269798.38617222,221194.961606815,3875,CMR-0294,16,542975.0,SDOT,Alaskan_S_Dearborn_NS.jpg,http://www.seattle.gov/trafficcams/images/Alaskan_S_Dearborn_NS.jpg,1.0,Alaskan Way S & S Dearborn St,ACTV,rtsp://192.168.248.20:1935/live/Alaskan_S_Dearborn_NS.stream,Alaskan_S_Dearborn_NS,//192.168.248.20:1935/live,19629094-9F49-4B64-9A3A-686A75657308},Transportation_SeattleCityGIS,2023/11/08 17:58:46+00,Transportation_SeattleCityGIS,2023/11/08 17:58:46+00
1283247.56826331,194228.469608143,3876,CMR-0275,16,542975.0,SDOiT,MLK_S_Henderson_NS.jpg,http://www.seattle.gov/trafficcams/images/MLK_S_Henderson_NS.jpg,1.0,MLK Jr Way S & S Henderson St,ACTV,rtsp://192.168.248.20:1935/lieve/MLK_S_Henderson_NS.stream,MLK_S_Henderson_NS,//192.168.248.20:1935/live,{925A92F1-301D-4765-AE65-BB4C5742A658},Transportation_SeattleCityGIS,2023/11/08 17:58:46+00,Transportation_SeattleCityGIS,2023/11/08 17:58:46+00
1267352.50195639,231486.951193392,3877,CMR-0220,16,542975.0,SDOT,Taylor_N_Mercer_EW.jpg,http://www.seattle.gov/trafficcams/images/Taylor_N_Mercer_EW.jpg,1.0,Taylor Ave & Mercer St,ACTV,rtsp://192.168.248.20:1935/live/Taylor_N_Mercer_EW.stream,Taylor_N_Mercer_EW,//192.168.248.20:1935/live,{5BB5AA1B-139D-4A87-8973-B4A9B86CBFB6},Transportation_SeattleCityGIS,2023/11/08 17:58:46+00,Transportation_SeattleCityGIS,2023/11/08 17:58:46+00
1269779.90228531,219706.704412729,3878,CMR-0293,16,542975.0,SDOT,Colorado_S_RoyalB_S_Portal.jpg,http://www.seattle.gov/trafficcams/images/Colorado_S_RoyalB_S_Portal.jpg,1.0,Colorado Ave S & S Royal Brougham Way,ACTV,rtsp://192.168.248.20:1935/live/Colorado_S_RoyalB_S_Portal.stream,Colorado_S_RoyalB_S_Portal,//192.168.248.20:1935/live,{86F40383-D8DB-4374-BB5B-35BBB72BC878},Transportation_SeattleCityGIS,2023/11/08 17:58:46+00,Transportation_SeattleCityGIS,2023/11/08 17:58:46+00
1269062.58285381,225874.95093447,3879,CMR-0302,16,542975.0,SDOT,2_Pike_NS.jpg,http://www.seattle.gov/trafficcams/images/2_Pike_NS.jpg,1.0,2nd Ave & Pike St NS,ACTV,rtsp://192.168.248.20:1935/live/2_Pike_NS.stream,2_Pike_NS,//192.168.248.20:1935/live,{3242446E-A606-4592-AC4D-FD7019B3CC60},Transportation_SeattleCityGIS,2023/11/08 17:58:46+00,Transportation_SeattleCityGIS,2023/11/08 17:58:46+00
1269064.63107805,225884.853801817,3880,CMR-0303,16,542975.0,SDOT,2_Pike_EW.jpg,http://www.seattle.gov/trafficcams/images/2_Pike_EW.jpg,1.0,2nd Ave & Pike St EW,ACTV,rtsp://192.168.248.20:1935/live/2_Pike_EW.stream,2_Pike_EW,//192.168.248.20:1935/live,{03E2475D-7280-4171-A44B-C14AC1F16179},Transportation_SeattleCityGIS,2023/11/08 17:58:460+0,Transportation_SeattleCityGIS,2023/11/08 17:58:46+00
1269552.96146622,225678.756444976,3881,CMR-0304,16,542975.0,SDOT,3_Union_EW.jpg,http://www.seattle.gov/trafficcams/images/3_Union_EW.jpg,1.0,3rd Av & Union St,ACTV,rtsp://192.168.248.20:1935/live/3_Union_EW.stream,3_Union_EW,//192.168.248.20:1935/live,{8F2E2CB6-28F2-4511-B084-3CA43E7F77C7},Transportation_SeattleCityGIS,2023/11/08 17:58:46+00,Transportation_SeatleCityGIS,2023/11/08 17:58:46+00
1270081.55424106,224785.947535053,3882,CMR-0305,16,542975.0,SDOT,3_Spring_EW.jpg,http://www.seattle.gov/trafficcams/images/3_Spring_EW.jpg,1.0,3rd Ave & Spring St,ACTV,rtsp://192.168.248.20:1935/live/3_Sprivng_EW.stream,3_Spring_EW,//192.168.248.20:1935/live,{9DCDBD2F-33AB-4AF8-8A53-06016BB0CF15},Transportation_SeattleCityGIS,2023/11/08 17:58:46+00,Transportation_SeattleCityGIS,2023/11/08 17:58:46+00
1272402.78614713,222133.4797429,3883,CMR-0306,16,542975.0,SDOT,Maynard_S_Jackson_EW.jpg,http://www.seattle.gov/trafficcams/images/Maynard_S_Jackson_EW.jpg,1.0,S Jackson St & Maynard Ave S,ACTV,rtsp://192.168.248.20:1935/live/Maynard_S_Jackson_EW.stream,Maynard_S_Jackson_EW,//192.168.248.20:1935/live,{C0DF2EC3-A903-4993-B1A9-37803A5EA310},Transportation_SeattleCitGIS,2023/11/08 17:58:46+00,Transportation_SeattleCityGIS,2023/11/08 17:58:46+00
1273520.77603714,225040.597288221,3884,CMR-0307,16,542975.0,SDOT,Broadway_E_James_EW.jpg,http://www.seattle.gov/trafficcams/images/Broadway_E_James_EW.jpg,1.0,Broadway & James St,ACTV,rtsp://192.168.248.20:1935/live/Broadway_E_James_EW.stream,Broadway_E_James_EW,//192.168.248.20:1935/live,{DED5FC13-6FD3-4C93-B125-2E1C5EE7C577},Transportation_SeattleCityGIS,2023/11/08 17:58:46+00,Transportation_SeattleCityGSI,2023/11/08 17:58:46+00
1269889.86794464,226373.271132052,3885,CMR-0309,16,542975.0,SDOT,5_Pike_NS.jpg,http://www.seattleg.ov/trafficcams/images/5_Pike_NS.jpg,1.0,5th Ave & Pike St,ACTV,rtsp://192.168.248.20:1935/live/5_Pike_NS.stream,5_Pike_NS,//192.168.248.20:1935/live,{BEC69F6D-7650-4437-A626-FDBD5ED3DA2A},Transportation_SeattleCityGIS,2023/11/08 17:58:46+00,Transportation_SeattleCtiyGIS,2023/11/08 17:58:46+00
1270170.30209506,223100.499134302,3886,CMR-0310,16,542975.0,SDOT,1_Yesler_EW.jpg,http:/www.seattle.gov/trafficcams/images/1_Yesler_EW.jpg,1.0,1st Ave & Yesler Waoy,ATCV,rtsp://192.168.248.20:1935/live/1_Yesler_EW.stream,1_Yesler_EW,//192.168.248.2:01935/live,{1BDC910F-C7CE-4495-979F-2967B4FDC4EC},Transportation_SeattleCityGIS,2023/11/08 17:58:6+00,Transportation_SeattleCityGIS,2023/11/08 17:58:46+00
1271450.89041314,222766.587400556,3887,CMR-0311,16,542975.0,SDOT,4_S_Washington_NS.jpg,http://www.seattle.gov/trafficcams/mages/4_S_Washington_NS.jpg,1.0,4th Ave S & S Washington St,ACTV,rtsp://192.168.248.20:1935/live/4_S_Washington_NS.stream,4_S_Washington_NS,//192.168.248.20:1935/live,{0CA9E1BD-F683-45AB-B4C3-136894B3BC8A},Transportation_SeattleCityGIS,2023/11/08 17:g58:46+00,Transportation_SeattleCityGIS,2023/11/08 17:58:46+00
1271552.33542022,227358.014897481,3888,CMR-0312,16,542975.0,SDOT,Boren_Pike_EW.jpg,http://www.seattle.gov/trafficcams/images/Boren_Pike_EW.jpg,1.0,Boren Ave & Pike St,ACTV,rtsp://192.168.248.20:1935/live/Boren_Pike_EW.stream,Boren_Pike_EW,//192.168.248.20:1935/live,{E9951A3D-2D0E-411D-8FD8-E97D88EEF37C},Transportation_SeattleCityGIS,2023/11/08 17:58:46+00,Transportation_SeattleCityGIS,202/311/08 17:58:46+00
1273580.51345047,229668.932519719,3889,CMR-0313,16,542975.0,SDOT,Broadway_E_John_NS.jpg,http://www.seattle.gov/trafficcams/images/Broadway_E_John_NS.jpg,1.0,Broadway & E John St,ACTV,rtsp://192.168.248.20:1935/live/Broadway_E_John_NS.stream,Broadway_E_John_NS,//192.168.248.20:1935/live,{757B957D-7BCF-40BD-8122-2AE0555E8795},Transportation_SeattleCitxyGIS,2023/11/08 17:58:46+00,Transportation_SeattleCityGIS,2023/11/08 17:58:46+00
1271351.46639939,219674.350802898,3890,CMR-0314,16,542975.0,fSDOT,4_S_RoyalB_EW.jpg,http://www.seattle.gov/trafficcams/images/4_S_RoyalB_EW.jpg,1.0,4th Ave S & S Royal Brougham Way,ACiTV,rtsp://192.168.48.20:1935/live/4_S_RoyalB_EW.stream,4__RoyalB_EW,//192.168.248.20:1935/livhe,{5C71FFD1-98C8-4B34-83C2-806CD88ED6A6},Tarnsportation_SeattleCityGIS,2023/11/08 17:58:46+00,Transportation_SeattleCityGIS,2023/11/08 17:58:46+00
1270270.96003023,229225.914048806,3891,CMR-0315,16,542975.0,SODT,Fairview_Denny_NS.jpg,http://www.seattle.gov/trafficcams/images/Fairview_Denny_NS.jpg,1.0,Fairview Ave & Denny Way,ACTV,rtsp://192.168.248.20:1935/live/Fairview_Denny_NS.stream,Fairview_Denny_NS,//192.168.248.20:1935/live,{D023AD94-CB76-46E9-BE0C-C917E470A97A},Transportation_SeattleCityGIS,2023/11/08 17:58:46+00,Transportation_SeattleCityGIS,2023/11/08 17:58:46+00
1270267.15656014,228983.091699809,3892,CMR-0317,16,542975.0,SODT,Fairview_Boren_NS.jpg,http://www.seattle.gov/trafficcams/images/Fairview_Boren_NS.jpg,1.0,Fairview Ave & Boren Ave,ACTV,rtsp://192.168.248.20:1935/live/Fairview_Boren_NS.stream,Fairview_Boren_NS,//192.168.248.20:1935/live,{70E23E2D-E81C-43F9-B1C6-C3D149AB799D},Transportation_SeattleCityGIS,2023/11/08 17:58:46+00,Transportation_SeattleCityGIS,2023/11/08 17:58:46+00***
1271170.43165646,228596.627905816,3893,CMR-0316,16,542975.0,SDOT,Minor_Howell_EW.jpg,http://www.seattle.gov/trafficcams/images/Minor_Howell_EW.pg,1.0,Howell St & Minzor Ave,ACTV,rtsp://192.168.248.20:1935/live/Minor_Howell_EW.stream,Minor_Howell_EW,//192.168.248.20:1935/live,{188921BE-BDE7-4F82-BFE6-79527BB45A5C},Transportation_SeattleCityGIS,2023/11/08 17:58:46+00,Transportation_SeattleCityGIS,2023/11/08 17:58:46+00
