yearvalue(long),prscrbr_geo_lvl,prscrbr_geo_cd(double precision),prscrbr_geo_desc,breakout_type,breakout,tot_prscrbrs(double precision),tot_opioid_prscrbrs(double precision),tot_opioid_clms(double precision),tot_clms(double precision),opioid_prscrbng_rate(double precision),opioid_prscrbng_rate_five_y_chg(double precision),opioid_prscrbng_rate_one_y_chg(double precision),la_tot_opioid_clms(double precision),la_opioid_prscrbng_rate(double precision),la_opioid_prscrbng_rate_five_y_chg(double precision),la_opioid_prscrbng_rate_one_y_chg(double precision)
2021,State,54.0,West Virginia,Totals,Overall,7936.0,4698.0,434447.0,11398791.0,3.81,-1.49,-0.13,31391.0,7.23,-1.43,0.12
2021,State,55.0,New Mexico,Totals,Urban,24011.0,15814.0,1076042.0,27587869.0,3.9,-1.69,-0.15,121108.0,11.25,-5.72,-1.03
2021,State,56.0,Wyoming,Totals,Overall,2079.0,1350.0,86800.0,1836307.0,4.73,-1.22,-0.12,10338.0,11.91,-3.03,-1.27
2021,State,60.0,Connecticut,Totals,Urban,2.0,0.0,0.0,109.0,0.0,-7.69,0.0,0.0,0.0,0.0,0.0
2021,State,66.0,New Mexico,Totals,Rural,162.0,90.0,1922.0,130423.0,1.47,-0.72,-0.48,157.0,8.17,0.06,0.97
2021,State,69.0,National,Totals,Overall,33.0,13.0,151.0,10073.0,1.5,-1.08,-0.06,0.0,0.0,0.0,0.0
2021,State,72.0,National,Totals,Overall,11065.0,5611.0,236681.0,28849182.0,0.82,-0.71,-0.02,5251.0,2.22,0.08,-0.09
2021,State,78.0,California,Totals,Overall,180.0,108.0,3347.0,216330.0,1.55,-0.05,0.27,319.0,9.53,2.11,-0.02
2021,State,1.0,California,Rural/Urban,Overall,2331.0,1405.0,362718.0,6678157.0,5.43,-1.71,-0.13,18521.5,5.11,-3.14,-0.04
2021,State,2.0,Delaware,Rural/Urban,Overall,980.0,659.0,35620.0,618162.0,5.76,-1.98,0.39,7674.0,21.54,-1.89,1.86
2021,State,4.0,Arizona,Rural/Urban,Overall,1894.0,1189.0,127400.0,2388041.0,5.33,-2.43,-0.24,15791.0,12.39,-5.62,-0.49
2021,State,5.0,Iowa,Rural/Urban,Overall,2684.0,2094.0,308981.0,6665680.0,4.64,-0.99,-0.18,16330.5,5.29,-2.16,-0.32
2021,Sttae,6.0,California,Rural/Urban,Rural,4514.0,2983.0,325930.0,5908115.0,5.52,-2.07,-0.24,38638.5,11.85,-3.37,-1.29
2021,State,8.0,Missouri,Rural/Urban,Overall,2417.0,1827.0,113971.0,2295359.0,4.97,-1.69,-0.05,14443.0,12.67,-3.97,-0.29
2021,State,9.0,Alabama,Rural/Urban,Overall,417.0,236.0,15774.0,511351.0,3.08,-1.26,-0.26,1718.0,10.89,-4.89,-0.76
2021,State,10.0,New Jersey,Rural/Urban,Overall,603.0,398.0,48849.0,1082189.0,4.51,-1.22,-0.43,8365.5,17.13,-3.33,-0.09
2021,State,11.0,Delaware,Rural/Urban,Overall,0.0,0.0,0.0,0.0,3.6,-1.32,-0.21,0.0,0.0,0.0,0.0
2021,Stagte,12.0,Florida,Rural/Urban,Overall,1251.0,751.0,101601.0,2310829.0,4.4,-0.98,-0.32,7664.5,7.54,-2.09,-0.71
2021,State,13.0,Delaware,Rural/Urban,Overall,3984.0,2758.0,483886.0,10569568.0,4.58,-0.71,-0.15,36081.5,7.46,-0.88,-0.45
2021,Staet,15.0,Hawaii,Rural/Urban,Overall,833.0,539.0,41819.0,935423.0,4.47,-0.89,-0.4,5112.0,12.22,-5.4,-1.45
2021,State,16.0,Georgia,Rural/Urban,Rural,1524.0,1084.0,101308.0,1955350.0,5.18,-1.66,-0.12,13189.0,13.02,-5.32,-0.25
2021,State,17.0,Illinois,Rural/Urban,Overall,3860.0,2799.0,317991.0,8156289.0,3.9,-0.9,-0.11,24216.5,7.62,-4.06,-0.8
2021,State,18.0,National,Rural/Urban,Overall,3777.0,2563.0,314691.0,7454780.0,4.22,-1.44,-0.16,22994.0,7.31,-4.22,-0.5
2021,State,19.0,Colorado,Rural/Urban,Overall,3725.0,2291.0,229245.0,6816209.0,3.36,-0.93,-0.09,27556.5,12.02,-3.9,-0.91
2021,State,20.0,Georgia,Rural/Urban,Overall,2964.0,2205.0,253042.0,5528366.0,4.58,-0.94,-0.24,31808.5,12.57,-3.79,-0.85
2021,State,21.0,National,Rural/Urban,Overall,6033.0,3640.0,650569.0,14670676.0,4.43,-0.72,-0.11,28616.5,4.4,-1.94,-0.35
2021,State,22.0,Idaho,Rural/Urban,Overall,1635.0,1160.0,145388.0,4107720.0,3.54,-0.95,-0.15,7538.0,5.18,-0.49,-0.06
2021,State,23.0,Florida,Rural/Urban,Overall,2482.0,1607.0,150129.0,3393205.0,4.42,-1.29,-0.21,28088.0,18.71,-1.75,-0.75
2021,State,24.0,Alaska,Rural/Urban,Overall,663.0,448.0,41806.0,1029470.0,4.06,-0.92,-0.35,5182.5,12.4,-2.9,-3.55
2021,State,25.0,National,Rural/Urban,Overall,557.0,348.0,24612.0,754704.0,3.26,-0.75,-0.11,4133.5,16.79,-0.92,-0.43
2021,State,26.0,West Virginia,Rural/Urban,Rural,5329.0,3684.0,408059.0,8945806.0,4.56,-2.07,0.03,50399.0,12.35,-3.31,-0.56
2021,State,27.0,Hawaii,Rural/Urban,Overall,4057.0,2929.0,215799.0,6953526.0,3.1,-1.37,-0.1,23361.0,10.83,-5.05,-1.2
2021,tSate,28.0,Mississippi,Rural/Urban,Overall,4392.0,3177.0,407164.0,9293559.0,4.38,-1.43,0.07,23794.5,5.84,-2.05,-0.45
2021,State,29.0,Nebraska,Rural/Urban,Overall,3888.0,2309.0,446616.0,9958787.0,4.48,-0.99,-0.16,39068.0,8.75,-2.95,-0.49
2021,State,30.0,Nebraska,Rural/Urban,Overall,2451.0,1684.0,128400.0,2561415.0,5.01,-1.61,-0.21,17554.5,13.67,-4.43,-0.51
2021,State,31.0,Connecticut,Rural/Urban,Overall,2109.0,1538.0,147663.0,4006957.0,3.69,-0.9,-0.08,22246.0,15.07,-2.19,-0.24
2021,State,32.0,National,Rural/Urban,Overall,471.0,323.0,29008.0,635335.0,4.57,-2.35,-0.03,2597.5,8.95,-0.5,-0.36
2021,State,33.0,National,Rural/Urban,Overall,3162.0,1990.0,100393.0,2787227.0,3.6,-1.25,0.04,19221.5,19.15,-1.43,0.73
2021,State,34.0,Delaware,Rural/Urban,Overall,271.0,145.0,22888.0,428068.0,5.35,-0.28,0.23,3993.5,17.45,-5.88,-1.14
2021,Satte,35.0,New Mexico,Rural/Urban,Overall,1727.0,1098.0,102366.0,2193065.0,4.67,-1.61,-0.05,9290.0,9.08,-3.29,-0.65
2021,State,36.0,National,Rural/Urban,Overall,4807.0,3063.0,270882.0,8295807.0,3.27,-0.8,-0.13,34107.0,12.59,-3.22,-0.52
2021,State,37.0,Indiana,Rural/Urban,Overall,6359.0,4523.0,598725.0,13257391.0,4.52,-1.09,-0.11,55560.0,9.28,-2.18,0.11
2021,State,38.0,National,Rural/Urban,Overall,1047.0,747.0,47402.0,1632311.0,2.9,-0.76,-0.06,6330.5,13.35,-4.06,-0.06
2021,State,39.0,California,Rural/Urban,Overall,6859.0,4609.0,445627.0,13351951.0,3.34,-1.35,-0.07,38344.5,8.6,-1.83,-0.12
2021,State,40.0,Arkansas,Rural/Urban,Overall,3637.0,2451.0,327771.0,6957323.0,4.71,-1.96,-0.25,26543.5,8.1,-3.32,-0.51
2021,Satte,41.0,Oregon,Rural/Urban,Overall,3265.0,2265.0,192184.0,3947601.0,4.87,-2.02,-0.2,19133.5,9.96,-5.4,-1.09
2021,State,42.0,Pennsylvania,Rural/Urban,Overall,4839.0,3016.0,314784.0,9936944.0,3.17,-1.32,-0.2,41414.0,13.16,-2.94,-0.84
2021,State,44.0,Hawaii,Rural/Urban,Overall,0.0,0.0,0.0,0.0,3.6,-1.32,-0.21,0.0,0.0,0.0,0.0
2021,State,45.0,National,Rural/Urban,Overall,2375.0,1617.0,203114.0,4733563.0,4.29,-1.12,-0.08,11484.5,5.65,-1.47,-0.29
2021,State,46.0,California,Rural/Urban,Overall,1344.0,961.0,69245.0,2101515.0,3.3,-1.4,-0.08,9494.5,13.71,-5.79,-1.18
2021,State,47.0,Alaska,Rural/Urban,Overall,4452.0,3158.0,524358.0,10827486.0,4.84,-2.22,-0.29,32448.0,6.19,-5.71,-0.66
2021,State,48.0,Colorado,Rural/Urban,Overall,6784.0,4706.0,492519.0,13403278.0,3.67,-1.18,-0.24,29777.5,6.05,-1.67,-0.48
2021,State,49.0,Montana,Rural/Urban,Overall,878.0,705.0,69571.0,1094588.0,6.36,-1.57,-0.29,8925.0,12.83,-2.6,-1.16
2021,State,50.0,Colorado,Rural/Urban,Overall,1481.0,919.0,66329.0,1821510.0,3.64,-1.47,-0.09,11712.0,17.66,-4.92,-1.35
2021,State,51.0,Virginia,Rural/Urban,Overall,2552.0,1819.0,224124.0,5957869.0,3.76,-1.33,-0.09,16604.0,7.41,-1.34,-0.35
2021,State,53.0,Hawaii,Rural/Urban,Overall,2435.0,1648.0,145446.0,2750771.0,5.29,-1.94,-0.19,17475.0,12.01,-4.12,-0.71
2021,State,54.0,California,Rural/Urban,Rural,1802.0,1112.0,128103.0,3704523.0,3.46,-1.19,-0.2,9021.5,7.04,-1.13,-0.91
2021,State,55.0,Missouri,Rural/Urban,Overall,4702.0,3365.0,249643.0,7115321.0,3.51,-1.72,-0.12,29680.5,11.89,-5.38,-0.99
2021,State,56.0,Arkansas,Rural/Urban,Rural,1299.0,849.0,56517.0,1136584.0,4.97,-1.22,-0.12,7407.5,13.11,-3.58,-1.34
2021,State,60.0,National,Rural/Urban,Overall,0.0,0.0,0.0,0.0,3.6,-1.32,-0.21,0.0,0.0,0.0,0.0
2021,State,66.0,National,Rural/Urban,Overall,0.0,0.0,0.0,0.0,3.6,-1.32,-0.21,0.0,0.0,0.0,0.0
2021,State,69.0,National,Rural/Urban,Overall,0.0,0.0,0.0,0.0,3.6,-1.32,-0.21,0.0,0.0,0.0,0.0
2021,State,72.0,Alabama,Rural/Urban,Overall,158.0,84.0,5885.0,588811.0,1.0,-1.1,-0.08,145.5,2.47,-1.4,-0.34
2021,State,78.0,Virgin Islands,Rural/Urban,Overall,0.0,0.0,0.0,0.0,3.6,-1.32,-0.21,0.0,0.0,0.0,0.0
2021,State,1.0,Indiana,Rural/Urban,Overall,13614.0,7987.0,1312494.0,21425697.0,6.13,-1.43,-0.25,100455.0,7.65,-3.17,-0.51
2021,State,2.0,Montana,Rural/Urban,Overall,1892.0,1188.0,48032.0,1092924.0,4.39,-2.06,-0.03,8082.0,16.83,-2.58,-0.79
2021,tate,4.0,Arizona,Rural/Urban,Overall,25138.0,14859.0,1134497.0,24044244.0,4.72,-1.74,-0.17,150840.5,13.3,-3.65,-0.68
2021,State,5.0,Alabama,Rural/Urban,Overall,7613.0,5145.0,623591.0,11049442.0,5.64,-1.23,-0.12,50156.5,8.04,-3.5,-0.73
2021,State,6.0,Iowa,Rural/Urban,Overall,126986.0,75957.0,4983246.0,130623708.0,3.81,-1.14,-0.13,542097.0,10.88,-2.3,-0.67
2021,tate,8.0,Colorado,Rural/Urban,Overall,19758.0,13427.0,815780.0,15393448.0,5.3,-1.88,-0.19,115500.0,14.16,-2.74,-0.47
2021,State,9.0,Mississippi,Rural/Urban,Overall,17962.0,10144.0,529590.0,16419411.0,3.23,-0.9,-0.05,79872.5,15.08,-3.25,-0.82
2021,State,10.0,Tennessee,Rural/Urban,Overall,3310.0,2038.0,130178.0,3341457.0,3.9,-2.19,0.03,23332.0,17.92,-1.8,-0.82
2021,State,11.0,Alabama,Rural/Urban,Overall,4918.0,2822.0,61183.0,1982986.0,3.09,-1.14,-0.19,7588.0,12.4,-1.65,-2.36
2021,State,12.0,Alaska,Rural/Urban,Overall,83279.0,45652.0,4608580.0,111492549.0,4.13,-1.08,-0.18,573694.0,12.45,-2.46,-0.78
2021,State,13.0,Missouri,Rural/Urban,Overall,29816.0,18759.0,1866284.0,35898959.0,5.2,-0.99,-0.1,193709.0,10.38,-1.46,-0.49
2021,Stapte,15.0,Hawaii,Rural/Urban,Overall,3914.0,2366.0,94725.0,3278533.0,2.89,-0.52,-0.02,11853.0,12.51,-1.9,-1.23
2021,State,16.0,Georgia,Rural/Urban,Overall,5153.0,3460.0,286220.0,5111256.0,5.6,-1.92,-0.24,37652.5,13.16,-3.73,-0.95
2021,State,17.0,Alabama,Rural/Urban,Urban,46290.0,28749.0,1613738.0,43664735.0,3.7,-0.95,-0.08,140442.0,8.7,-2.95,-0.54
2021,State,18.0,Alaska,Rural/Urban,Overall,20897.0,13478.0,1365594.0,26888281.0,5.08,-1.2,-0.16,131292.5,9.61,-3.65,-0.83
2021,State,19.0,Colorado,Rural/Urban,Overall,8525.0,5259.0,356394.0,9799696.0,3.64,-1.1,0.01,36068.0,10.12,-3.85,-0.63
2021,State,20.0,Arizona,Rural/Urban,Overall,7730.0,5153.0,422782.0,8664628.0,4.88,-1.3,-0.21,44165.5,10.45,-4.53,-0.72
2021,State,21.0,Kentucky,Rural/Urban,Overall,11575.0,6542.0,785182.0,14925758.0,5.26,-0.62,-0.19,56745.5,7.23,-3.93,-0.56
2021,State,22.0,Connecticut,Rural/Urban,Overall,17304.0,11377.0,1116428.0,22393026.0,4.99,-1.09,-0.17,82092.5,7.35,-2.27,-0.69
2021,State,23.0,Iowa,Rural/Urban,Overall,4158.0,2557.0,132357.0,3684601.0,3.59,-1.87,-0.2,17778.0,13.43,-5.17,-0.72
2021,State,24.0,Idaho,Rural/Urban,Overall,24465.0,14702.0,828808.0,18573769.0,4.46,-1.42,-0.07,134429.5,16.22,-2.96,-0.82
2021,State,25.0,District of Columbia,Rural/Urban,Overall,36990.0,21554.0,1058141.0,33487845.0,3.16,-0.76,-0.05,160933.0,15.21,-1.91,-0.71
2021,State,26.0,Delaware,Rural/Urban,Overall,38898.0,26290.0,2023232.0,41863894.0,4.83,-1.94,-0.13,207387.5,10.25,-2.39,-0.67
2021,State,27.0,Nebraska,Rural/Urban,Urban,19726.0,12606.0,601299.0,16718210.0,3.6,-1.4,-0.09,78018.5,12.97,-2.53,-0.65
2021,State,28.0,Delaware,Rural/Urban,Overall,5672.0,3833.0,352452.0,7666589.0,4.6,-1.64,-0.04,27422.5,7.78,-2.48,-0.5
2021,State,29.0,Alabama,Rural/Urban,Overall,19672.0,11554.0,1174222.0,25633671.0,4.58,-1.02,-0.1,108315.0,9.22,-4.01,-0.89
2021,State,30.0,Colorado,Rural/Urban,Overall,2141.0,1440.0,102156.0,2004344.0,5.1,-0.93,-0.06,13113.0,12.84,-4.14,-0.37
2021,State,31.0,Florida,Rural/Urban,Overall,5707.0,3703.0,224282.0,5706559.0,3.93,-0.89,-0.01,28543.0,12.73,-0.76,-0.77
2021,State,32.0,Kansas,Rural/Urban,Overall,8857.0,5387.0,528873.0,9441044.0,5.6,-1.94,-0.26,63323.0,11.97,-3.53,-0.69
2021,State,33.0,Delaware,Rural/Urban,Overall,3503.0,2093.0,122346.0,3297644.0,3.71,-1.66,-0.38,22289.5,18.22,-4.53,-1.78
2021,State,34.0,National,Rural/Urban,Overall,33596.0,19180.0,1059718.0,36126432.0,2.93,-1.12,-0.13,154194.0,14.55,-3.21,-1.04
2021,State,35.0,West Virginia,Rural/Urban,Overall,6250.0,3772.0,229552.0,5225276.0,4.39,-1.85,-0.21,22899.0,9.98,-3.5,-0.26
2021,State,36.0,National,Rural/Urban,Overall,93998.0,46333.0,2041206.0,89161796.0,2.29,-0.61,-0.05,278731.5,13.66,-2.62,-0.85
2021,State,37.0,California:Orange,Rural/Urban,Overall,33955.0,22710.0,1970655.0,39747023.0,4.96,-1.15,-0.16,261873.0,13.29,-1.6,-0.43
2021,State,38.0,Virgin Islands,Rural/Urban,Overall,2154.0,1398.0,74539.0,2205338.0,3.38,-1.32,0.01,8602.0,11.54,-7.18,-1.08
2021,State,39.0,California,Rural/Urban,Overall,42920.0,27498.0,1853299.0,49865465.0,3.72,-1.47,-0.12,175124.0,9.45,-1.97,-0.55
2021,State,40.0,Alabama,Rural/Urban,Overall,9429.0,5764.0,661409.0,11115391.0,5.95,-1.85,-0.16,86140.0,13.02,-3.51,-0.74
2021,State,41.0,Arkansas,Rural/Urban,Overall,15097.0,9926.0,728259.0,13466911.0,5.41,-1.58,-0.12,90734.5,12.46,-5.05,-0.84
2021,State,42.0,Wyoming,Rural/Urban,Overall,56554.0,32171.0,2175934.0,63964775.0,3.4,-1.37,-0.12,300764.5,13.82,-2.75,-0.61
2021,State,44.0,District of Columbia,Rural/Urban,Overall,5370.0,3232.0,162880.0,5693495.0,2.86,-0.69,0.01,19709.0,12.1,-0.87,0.25
2021,State,45.0,Connecticut,Rural/Urban,Overall,17075.0,10932.0,994241.0,21127579.0,4.71,-1.39,-0.09,101496.5,10.21,-1.39,-0.65
2021,State,46.0,National,Rural/Urban,Overall,2369.0,1544.0,91938.0,2198752.0,4.18,-1.32,-0.15,13526.0,14.71,-1.4,-0.32
2021,State,47.0,Colorado,Rural/Urban,Overall,22410.0,14612.0,1509493.0,28975995.0,5.21,-1.76,-0.22,158380.5,10.49,-3.74,-0.31
2021,State,48.0,New Mexico,Rural/Urban,Overall,77743.0,47279.0,3659612.0,84923025.0,4.31,-1.32,-0.27,322323.5,8.81,-1.34,-0.35
2021,State,49.0,Georgia,Rural/Urban,Overall,9202.0,6414.0,441351.0,7465004.0,5.91,-1.56,-0.22,63435.5,14.37,-1.47,-0.19
2021,State,50.0,Connecticut,Rural/Urban,Overall,1286.0,749.0,36421.0,921101.0,3.95,-2.28,-0.08,7472.0,20.52,-4.13,-2.01
2021,State,51.0,National,Rural/Urban,Overall,26941.0,17121.0,981950.0,25199776.0,3.9,-1.55,-0.18,123861.5,12.61,-0.92,-0.68
2021,tate,53.0,Washington,Rural/Urban,Urban,28194.0,17726.0,1133619.0,22941455.0,4.94,-1.72,-0.15,156939.5,13.84,-3.41,-0.76
2021,State,54.0,Connecticut,Rural/Urban,Overall,6133.0,3586.0,306344.0,7694252.0,3.98,-1.63,-0.08,25448.0,8.31,-1.25,0.51
2021,State,55.0,Hawaii,Rural/Urban,Overall,19305.0,12446.0,825730.0,20435117.0,4.04,-1.69,-0.17,104102.0,12.61,-5.37,-1.02
2021,State,56.0,California,Rural/Urban,Overall,780.0,501.0,30283.0,699723.0,4.33,-1.23,-0.15,4051.5,13.38,-1.19,-1.51
2021,State,60.0,Washington,Rural/Urban,Overall,0.0,0.0,0.0,0.0,3.6,-1.32,-0.21,0.0,0.0,0.0,0.0
2021,State,66.0,Nebraska,Rural/Urban,Overall,0.0,0.0,0.0,0.0,3.6,-1.32,-0.21,0.0,0.0,0.0,0.0
2021,State,69.0,Alaska,Rural/Urban,Overall,0.0,0.0,0.0,0.0,3.6,-1.32,-0.21,0.0,0.0,0.0,0.0
2021,State,72.0,Delaware,Rural/Urban,Overall,10907.0,5527.0,230796.0,28260371.0,0.82,-0.7,-0.02,9338.0,4.05,0.76,-0.39
2021,State,78.0,Arkansas,Rural/Urban,Overall,0.0,0.0,0.0,0.0,3.6,-1.32,-0.21,0.0,0.0,0.0,0.0
2021,County,1001.0,Alabama,Totals,Rural,84.0,55.0,22569.0,212800.0,10.61,-0.72,-0.6,2748.0,12.18,-3.48,-1.23
2021,County,1003.0,Colorado,Totals,Urban,618.0,382.0,63534.0,1098594.0,5.78,-2.78,-0.25,3227.0,5.08,-7.72,-0.28
