objectid(long),zcta_five_ce_one_zero(long),geoid_one_zero(long),funcstat_one_zero,aland_one_zero(long),awater_one_zero(long),county,sif_area(double precision),global_id,aland_one_zero_one(long),awater_one_zero_one(long),intptlat_one_zero_one(double precision),intptlon_one_zero_one(double precision),partflg_one_zero_one,geoid_one_zero_one_two(long),zcta_five_ce_one_zero_one_two(long),county_one_two,id(long),median_hh_income(double precision)
10.0,48236.0,2648320.0,S,33063561.0,794949.0,Wayne,1.0,eb8eaacf-fd95-4230-97f4-911f051e14de,19463663.0,794949.0,42.501565,-82.8950389,N,2648320.0,48320.0,Oakland,135.0,49036.0
6.0,48236.0,2648165.0,S,24100791.0,601254.0,Wayne,1.0,357ec643-33b4-4321-b506-c39c0005dabd,33063561.0,601254.0,42.501565,-83.2915307,N,2648165.0,48320.0,Oakland,66.0,60208.0
13.0,48317.0,2648363.0,S,52310794.0,851170.0,Wayne,1.0,950c40de-ef30-48f2-be91-7e9258f672b5,52310794.0,851170.0,42.7724831,-82.8950389,N,2648363.0,48320.0,Oakland,66.0,103955.0
14.0,48073.0,2648073.0,S,19104791.0,26.0,Wayne,1.0,725bcb46-e16d-47da-83c9-6ced8160d512,19104791.0,0.0,42.5192053,-83.1643617,N,2648073.0,48073.0,Oakland,30.0,60914.0
15.0,48083.0,2648083.0,S,22379873.0,86.0,Wayne,1.0,24eae8ae-5bb0-4439-9f9a-26feb95a1a4d,22379873.0,0.0,42.5570211,-83.1168587,N,2648083.0,48083.0,Oakland,36.0,65547.0
16.0,48213.0,2648213.0,S,16923386.0,8.0,Wayne,1.0,c58ac1df-2605-481c-bea9-cb310be5ceda,16923386.0,0.0,42.3979308,-82.9952131,N,2648213.0,48213.0,Wayne,95.0,20914.0
17.0,48216.0,2648216.0,S,5747286.0,53.0,Wayne,1.0,7b1cbc84-cd9a-4efd-ba28-c2e8d31b75cf,5747286.0,0.0,42.3264844,-83.0787461,N,2648216.0,48216.0,Wayne,98.0,22762.0
18.0,48221.0,2648221.0,S,14119737.0,2042.0,Wayne,1.0,cba2f1e9-159a-4dbb-a4ae-9b90e2ed12e1,14119737.0,2042.0,42.4269999,-83.1486085,N,2648221.0,48221.0,Wayne,103.0,37693.0
19.0,48215.0,2648215.0,S,10395926.0,0.0,Wayne,1.0,0b61850e-7626-41dc-953e-41a65ffa6b76,10395926.0,2.0,42.3750512,-82.9543435,N,2648215.0,48215.0,Wayne,97.0,21633.0
20.0,48227.0,2648227.0,S,19504196.0,0.0,Wayne,1.0,2533e3fa-4fc1-4d9c-920b-bfc8770ad677,19504196.0,25.0,42.3872489,-83.1925916,N,2648227.0,48227.0,Wayne,108.0,29027.0
21.0,48128.0,2648128.0,S,6123655.0,134025.0,Wayne,1.0,09ce4ddd-4315-4a26-a520-4489061310af,6123655.0,134025.0,42.3204109,-83.2599691,N,2648128.0,48128.0,Wayne,56.0,76354.0
22.0,48195.0,2648195.0,S,17672628.0,12035.0,Wayne,1.0,8c45faa3-0f4e-44f5-8258-22f748962cec,17672628.0,12035.0,42.2049746,-83.2065107,N,2648195.0,48195.0,Wayne,82.0,48924.0
23.0,48192.0,2648192.0,S,13720595.0,377603.0,Wayne,1.0,812ed188-69c4-4064-b5ae-fedd3558e350,13720595.0,377603.0,42.208455,-83.1614983,N,2648192.0,48192.0,Wayne,80.0,51074.0
24.0,48230.0,2648230.0,S,8360759.0,3001154.0,Wayne,1.0,1a953fd2-5dd8-449a-a319-63d1753d4f39,8360759.0,3001154.0,42.3823947,-82.9218416,N,2648230.0,48230.0,Wayne,111.0,99714.0
25.0,48187.0,2648187.0,S,46813620.0,32123.0,Wayne,1.0,59770636-e44d-48bb-8421-8608651c1af3,46813620.0,32123.0,42.3255729,-83.4835758,N,2648187.0,48187.0,Wayne,78.0,76832.0
26.0,48225.0,2648225.0,S,6854875.0,0.0,Wayne,1.0,02d02d68-697f-4d9c-a2b5-e65f1fee2cee,6854875.0,38.0,42.4389841,-82.92961,N,2648225.0,48225.0,Wayne,106.0,47359.0
27.0,48218.0,2648218.0,S,6872362.0,287672.0,Wayne,1.0,241c49be-ba07-4748-8c56-6e066e48c118,6872362.0,287672.0,42.2727086,-83.1266716,N,2648218.0,48218.0,Wayne,100.0,26661.0
28.0,48178.0,2648178.0,S,131199506.0,4856212.0,Wayne,1.0,18c0cfac-7a35-40cc-a083-3fb2eb56027f,131199506.0,4856212.0,42.4437683,-83.6568721,N,2648178.0,48178.0,Oakland,72.0,74158.0
29.0,48062.0,2648062.0,S,102252058.0,236937.0,Wayne,1.0,f079fe97-bab0-4df7-8730-45028a51ac85,102252058.0,236937.0,42.8524952,-82.7964708,N,2648062.0,48062.0,Macomb,22.0,55317.0
30.0,48036.0,2648036.0,S,21551261.0,564901.0,Wayne,1.0,1d1b48c8-1a12-4bec-b1dc-5e4c0f14de56,21551261.0,564901.0,42.5970454,-82.9131436,N,2648036.0,48036.0,Macomb,12.0,45161.0
31.0,48312.0,2648312.0,S,29136295.0,196890.0,Wayne,1.0,3aa44b88-1bea-4db0-b824-3bd9a0a4f113,29136295.0,196890.0,42.5582276,-83.0089258,N,2648312.0,48312.0,Macomb,129.0,57289.0
32.0,48043.0,2648043.0,S,10615453.0,340371.0,Wayne,1.0,f1dd62dd-5cdc-4273-ba60-bcf86bab5d9d,10615453.0,340371.0,42.5980555,-82.8815059,N,2648043.0,48043.0,Macomb,15.0,36397.0
33.0,48309.0,2648309.0,S,40034011.0,41084.0,Wayne,1.0,0f9469b8-402c-4016-bd4a-7f7ed321349a,40034011.0,41084.0,42.6563739,-83.1835878,N,2648309.0,48309.0,Oakland,127.0,88161.0
34.0,48301.0,2648301.0,S,19082075.0,563499.0,Wayne,1.0,d2bc0e88-4bab-4569-a76d-6d6b45510107,19082075.0,563499.0,42.5424001,-83.2821684,N,2648301.0,48301.0,Oakland,122.0,117813.0
35.0,48331.0,2648331.0,S,24056347.0,30025.0,Wayne,1.0,bc02e932-7e65-46da-8b11-468442720aff,24056347.0,30025.0,42.5024831,-83.4089353,N,2648331.0,48331.0,Oakland,143.0,98046.0
36.0,48357.0,2648357.0,S,30436623.0,1531824.0,Wayne,1.0,64bbec3b-df8f-494b-9408-8dbb5ba37c8b,30436623.0,1531824.0,42.6585326,-83.6464004,N,2648357.0,48357.0,Oakland,154.0,72520.0
37.0,48356.0,2648356.0,S,36733900.0,3600344.0,Wayne,1.0,7657b335-4598-4164-b33f-a4712e0affb5,36733900.0,3600344.0,42.6544138,-83.5929054,N,2648356.0,48356.0,Oakland,153.0,67463.0
38.0,48360.0,2648360.0,S,30939560.0,2059458.0,Wayne,1.0,dc2b1afd-2407-4c91-bf97-4d6891ee631c,30939560.0,2059458.0,42.7475737,-83.2600828,N,2648360.0,48360.0,Oakland,156.0,90980.0
39.0,48328.0,2648328.0,S,23415085.0,6661279.0,Wayne,1.0,2c46d041-7ebc-4460-8541-d50dc481cc27,23415085.0,6661279.0,42.6463809,-83.3590983,N,2648328.0,48328.0,Oakland,141.0,45689.0
40.0,48205.0,2648205.0,S,16531627.0,0.0,Wayne,1.0,98c29ec6-4fe4-41d9-bcb5-7faf39ccbfe6,16531627.0,77.0,42.4331562,-82.9811418,N,2648205.0,48205.0,Wayne,87.0,27317.0
41.0,48214.0,2648214.0,S,13014076.0,1565598.0,Wayne,1.0,1741dc08-c825-4db1-8be8-79376197621d,13014076.0,1565598.0,42.3651159,-82.9876441,N,2648214.0,48214.0,Wayne,96.0,24274.0
42.0,48146.0,2648146.0,S,15202542.0,1439.0,Wayne,1.0,37b4c0a6-1c65-423d-ad49-8a4d3ef80fb1,15202542.0,1439.0,42.2432907,-83.1812577,N,2648146.0,48146.0,Wayne,61.0,40032.0
43.0,48101.0,2648101.0,S,18182907.0,122205.0,Wayne,1.0,9b145dbc-a438-4210-8b08-b5fe17f5a9c5,18182907.0,122205.0,42.2594735,-83.2103905,N,2648101.0,48101.0,Wayne,48.0,60767.0
44.0,48193.0,2648193.0,S,18194681.0,658655.0,Wayne,1.0,4767dc5f-b1ba-4c17-8249-ec7f4ff47f44,18194681.0,658655.0,42.1732817,-83.2098369,N,2648193.0,48193.0,Wayne,81.0,49922.0
45.0,48223.0,2648223.0,S,15679754.0,0.0,Wayne,1.0,9f6cf409-88cf-4a26-a51b-45986bb9547f,15679754.0,0.0,42.3934527,-83.2463272,N,2648223.0,48223.0,Wayne,104.0,32946.0
46.0,48217.0,2648217.0,S,5921036.0,126346.0,Wayne,1.0,0ad310de-af30-4857-ab93-a2fb2b2765f2,5921036.0,126346.0,42.277651,-83.1550783,N,2648217.0,48217.0,Wayne,99.0,23424.0
47.0,48180.0,2648180.0,S,61116827.0,95634.0,Wayne,1.0,d68e7e47-a307-4350-96a5-b4c4d79b7c3c,61116827.0,95634.0,42.225262,-83.2683085,N,2648180.0,48180.0,Wayne,73.0,41742.0
48.0,48185.0,2648185.0,S,31512594.0,23686.0,Wayne,1.0,67e38a80-7bc4-4e80-94b1-fa19fc02f526,31512594.0,23686.0,42.3339011,-83.3842091,N,2648185.0,48185.0,Wayne,76.0,43405.0
49.0,48208.0,2648208.0,S,8190764.0,0.0,Wayne,1.0,aeb38470-56ad-4250-80d2-8e3772184af9,8190764.0,0.0,42.3484911,-83.0919366,N,2648208.0,48208.0,Wayne,90.0,18660.0
50.0,48096.0,2648096.0,S,94741211.0,296426.0,Wayne,1.0,8d9bebb3-e9c0-496c-9d2e-904e3b5f62ff,94741211.0,296426.0,42.7621506,-82.9204704,N,2648096.0,48096.0,Macomb,46.0,78326.0
51.0,48313.0,2648313.0,S,23503570.0,406887.0,Wayne,1.0,ba9ce1e7-dce6-48ed-9c02-d144a8156f91,23503570.0,406887.0,42.6006514,-83.0029032,N,2648313.0,48313.0,Macomb,130.0,61781.0
52.0,48091.0,2648091.0,S,20698268.0,0.0,Wayne,1.0,575ea4ed-d07a-42b1-8c21-b0d572f40969,20698268.0,0.0,42.468168,-83.057986,N,2648091.0,48091.0,Macomb,41.0,34291.0
53.0,48316.0,2648316.0,S,28762237.0,627097.0,Wayne,1.0,aa5c010e-0009-4918-876c-117d2982a309,28762237.0,627097.0,42.690173,-83.0572439,N,2648316.0,48316.0,Macomb,133.0,72261.0
54.0,48047.0,2648047.0,S,46696164.0,13420267.0,Wayne,1.0,4bc76e6b-7c63-40ff-b3f8-034edc08083a,46696164.0,13420267.0,42.6742396,-82.7738418,N,2648047.0,48047.0,Macomb,18.0,69706.0
55.0,48045.0,2648045.0,S,37852081.0,23892437.0,Wayne,1.0,bf9e4a38-bdd8-4bb6-b06b-34f3789231c9,37852081.0,23892437.0,42.5864089,-82.8181134,N,2648045.0,48045.0,Macomb,17.0,54561.0
56.0,48397.0,2648397.0,S,462102.0,0.0,Wayne,1.0,52557e5c-69cd-4816-afb3-b123814e3ea6,462102.0,0.0,42.4950169,-83.0410352,N,2648397.0,48397.0,Macomb,172.0,12851.0
57.0,48340.0,2648340.0,S,19451041.0,223003.0,Wayne,1.0,8ae6ad75-8cec-42fd-9bf6-efa384d72b18,19451041.0,223003.0,42.6721455,-83.2879038,N,2648340.0,48340.0,Oakland,147.0,29572.0
58.0,48220.0,2648220.0,S,11479188.0,0.0,Wayne,1.0,8c7adaa9-ab6b-495e-8cb8-790148230d51,11479188.0,0.0,42.4580661,-83.1352127,N,2648220.0,48220.0,Oakland,102.0,47284.0
59.0,48329.0,2648329.0,S,26456696.0,5606231.0,Wayne,1.0,d248c2f5-400e-45cd-aaaa-caffb3b28385,26456696.0,5606231.0,42.6870157,-83.3886216,N,2648329.0,48329.0,Oakland,142.0,67376.0
60.0,48076.0,2648076.0,S,18438102.0,0.0,Wayne,1.0,09577253-ce29-462a-a5aa-053cd6d3772d,18438102.0,0.0,42.497517,-83.2308736,N,2648076.0,48076.0,Oakland,32.0,62516.0
61.0,48393.0,2648393.0,S,34281698.0,636214.0,Wayne,1.0,39216c08-ae21-4dd0-880f-d1ae6eabbad7,34281698.0,636214.0,42.5218381,-83.5450877,N,2648393.0,48393.0,Oakland,171.0,48210.0
62.0,48359.0,2648359.0,S,27891596.0,772580.0,Wayne,1.0,3efcd7f4-095f-4bb5-ba42-38cd4c0590b5,27891596.0,772580.0,42.7207425,-83.2755218,N,2648359.0,48359.0,Oakland,155.0,62971.0
63.0,48167.0,2648167.0,S,46056638.0,521639.0,Wayne,1.0,eb658241-4632-4916-828f-12d1491ce56d,46056638.0,521639.0,42.4323151,-83.5246583,N,2648167.0,48167.0,Wayne,67.0,80012.0
64.0,48070.0,2648070.0,S,3847786.0,9241.0,Wayne,1.0,d9d3be2a-0f39-47fb-a029-38dc5fe7174d,3847786.0,9241.0,42.4818989,-83.1680876,N,2648070.0,48070.0,Oakland,27.0,113750.0
65.0,48207.0,2648207.0,S,16061703.0,521193.0,Wayne,1.0,1e491638-c22f-4277-b3cd-4281514958d6,16061703.0,521193.0,42.3496544,-83.01896,N,2648207.0,48207.0,Wayne,89.0,25340.0
66.0,48174.0,2648174.0,S,106680136.0,588742.0,Wayne,1.0,75114540-a1ec-4553-8b67-6476351b2be5,106680136.0,588742.0,42.234298,-83.3943243,N,2648174.0,48174.0,Wayne,71.0,44918.0
67.0,48188.0,2648188.0,S,46715127.0,44071.0,Wayne,1.0,d054ccbb-c0ab-43d9-a92e-6278c7f70aca,46715127.0,44071.0,42.2836875,-83.4827194,N,2648188.0,48188.0,Wayne,79.0,90099.0
68.0,48126.0,2648126.0,S,25386287.0,240192.0,Wayne,1.0,f04ebe54-82b3-4505-9fcf-4749db24a845,25386287.0,240192.0,42.3257905,-83.1832135,N,2648126.0,48126.0,Wayne,54.0,28524.0
69.0,48228.0,2648228.0,S,22299441.0,0.0,Wayne,1.0,3e03c0f0-035a-49ce-a784-216343f91b98,22299441.0,0.0,42.3554551,-83.2170142,N,2648228.0,48228.0,Wayne,109.0,23767.0
70.0,48219.0,2648219.0,S,21773613.0,5168.0,Wayne,1.0,606de42b-4d48-45b9-8cba-5c5d472b4b08,21773613.0,5168.0,42.4253278,-83.2514284,N,2648219.0,48219.0,Wayne,101.0,30979.0
71.0,48203.0,2648203.0,S,20756114.0,18585.0,Wayne,1.0,da76c77c-5a41-469e-b066-6653e2b74052,20756114.0,18585.0,42.4207361,-83.1043384,N,2648203.0,48203.0,Wayne,85.0,22891.0
72.0,48138.0,2648138.0,S,23824274.0,3950375.0,Wayne,1.0,352694cd-7cbd-4e32-ab9a-49696e31e655,23824274.0,3950375.0,42.1339782,-83.1539214,N,2648138.0,48138.0,Wayne,59.0,92674.0
73.0,48233.0,2648233.0,S,48551.0,0.0,Wayne,1.0,e10ff8f4-6c56-4161-a326-279a86148364,48551.0,0.0,42.3236973,-83.061662,N,2648233.0,48233.0,Wayne,112.0,12851.0
74.0,48134.0,2648134.0,S,46410603.0,1160454.0,Wayne,1.0,48d51f8e-edbf-45af-8506-67cdef3980f7,46410603.0,1160454.0,42.1065592,-83.2961566,N,2648134.0,48134.0,Wayne,57.0,61312.0
75.0,48111.0,2648111.0,S,174712960.0,5993611.0,Wayne,1.0,413f1e20-6fe9-4683-805b-fca10ae76404,174712960.0,5993611.0,42.1773124,-83.4884438,N,2648111.0,48111.0,Wayne,49.0,53647.0
76.0,48341.0,2648341.0,S,16553506.0,622686.0,Wayne,1.0,02b334d8-63bd-4d91-9086-89ccca3c03f5,16553506.0,622686.0,42.6279851,-83.2968413,N,2648341.0,48341.0,Oakland,148.0,32437.0
77.0,48302.0,2648302.0,S,28779375.0,3009391.0,Wayne,1.0,99609128-8588-4f09-a058-48c71ad10c15,28779375.0,3009391.0,42.5851084,-83.2934674,N,2648302.0,48302.0,Oakland,123.0,115505.0
78.0,48304.0,2648304.0,S,29280740.0,240747.0,Wayne,1.0,287f8380-b649-4e22-936a-8cf761571a19,29280740.0,240747.0,42.5888661,-83.2331516,N,2648304.0,48304.0,Oakland,124.0,107345.0
79.0,48348.0,2648348.0,S,85808148.0,2392869.0,Wayne,1.0,779f1716-5003-42e2-9c32-b71dd85e23d2,85808148.0,2392869.0,42.7701311,-83.4038752,N,2648348.0,48348.0,Oakland,151.0,94932.0
80.0,48346.0,2648346.0,S,46526882.0,2248921.0,Wayne,1.0,b7aced94-8d94-479e-b5fa-84f8d67298c9,46526882.0,2248921.0,42.7176969,-83.4289043,N,2648346.0,48346.0,Oakland,150.0,62998.0
81.0,48237.0,2648237.0,S,13341572.0,0.0,Wayne,1.0,86f91171-9bb7-417f-beb4-ded2c8d8b947,13341572.0,0.0,42.4649685,-83.1824197,N,2648237.0,48237.0,Oakland,116.0,47292.0
82.0,48025.0,2648025.0,S,20795336.0,40066.0,Wayne,1.0,1226b52f-79fb-42f5-8dc5-7fa52728604c,20795336.0,40066.0,42.5203566,-83.2648239,N,2648025.0,48025.0,Oakland,6.0,106472.0
83.0,48017.0,2648017.0,S,5683647.0,0.0,Wayne,1.0,2efcfa82-7072-4ca5-a386-2fd9ef9ad7f4,5683647.0,0.0,42.5366953,-83.1503605,N,2648017.0,48017.0,Oakland,4.0,54021.0
84.0,48005.0,2648005.0,S,94471583.0,156724.0,Wayne,1.0,eba0d7a4-e9b5-4f95-9646-95e8214f1811,94471583.0,156724.0,42.8507421,-82.9238283,N,2648005.0,48005.0,Macomb,1.0,74866.0
85.0,48211.0,2648211.0,S,10848548.0,0.0,Wayne,1.0,38689c5b-6b30-466f-bd07-3be1c20f3bfa,10848548.0,0.0,42.3813468,-83.0457331,N,2648211.0,48211.0,Wayne,93.0,19058.0
86.0,48120.0,2648120.0,S,8253572.0,149422.0,Wayne,1.0,17fc2d0d-c7d5-481d-95a6-a451ef6e12d1,8253572.0,149422.0,42.3063266,-83.1762109,N,2648120.0,48120.0,Wayne,50.0,45805.0
87.0,48201.0,2648201.0,S,5193540.0,0.0,Wayne,1.0,568f38f9-92aa-4124-bf31-74ed34dff7e6,5193540.0,0.0,42.3470206,-83.0601841,N,2648201.0,48201.0,Wayne,83.0,12851.0
88.0,48127.0,2648127.0,S,19924557.0,22246.0,Wayne,1.0,a18205ab-c247-405e-85da-e7a04e178bce,19924557.0,22246.0,42.3357932,-83.2832964,N,2648127.0,48127.0,Wayne,55.0,43652.0
89.0,48442.0,2648442.0,S,221106779.0,9626182.0,Wayne,1.0,bfea796c-3307-4104-8887-103d1cebf6eb,221106779.0,9626182.0,42.7886803,-83.6061018,N,2648442.0,48442.0,Oakland,173.0,67069.0
90.0,48314.0,2648314.0,S,19963757.0,86817.0,Wayne,1.0,d6406f3f-74cd-44bc-a818-323d36fbb839,19963757.0,86817.0,42.6120739,-83.0534892,N,2648314.0,48314.0,Macomb,131.0,61018.0
91.0,48038.0,2648038.0,S,28395064.0,40058.0,Wayne,1.0,9e657f06-e7f0-4b72-9aa9-6921815d7bb8,28395064.0,40058.0,42.6061625,-82.9375883,N,2648038.0,48038.0,Macomb,13.0,53110.0
92.0,48026.0,2648026.0,S,10725535.0,40959.0,Wayne,1.0,47e923be-586d-4da7-804e-ad7539ad78a7,10725535.0,40959.0,42.537633,-82.9467415,N,2648026.0,48026.0,Macomb,7.0,51230.0
93.0,48386.0,2648386.0,S,43311680.0,6263206.0,Wayne,1.0,786761f7-c152-4e6e-843f-7cfafa42d771,43311680.0,6263206.0,42.6603193,-83.4802806,N,2648386.0,48386.0,Oakland,169.0,72475.0
94.0,48326.0,2648326.0,S,44779600.0,1578102.0,Wayne,1.0,b2118676-5967-4cb2-8427-a69952383e8f,44779600.0,1578102.0,42.6882462,-83.2440754,N,2648326.0,48326.0,Oakland,139.0,53409.0
95.0,48390.0,2648390.0,S,32461268.0,2524821.0,Wayne,1.0,20cd0a03-6219-4450-9376-86c90310ed42,32461268.0,2524821.0,42.5507106,-83.4742179,N,2648390.0,48390.0,Oakland,170.0,65338.0
96.0,48374.0,2648374.0,S,23521854.0,295905.0,Wayne,1.0,ad6c3f82-4260-479d-911c-fbb8e1463b5b,23521854.0,295905.0,42.4732261,-83.5228625,N,2648374.0,48374.0,Oakland,162.0,142038.0
97.0,48377.0,2648377.0,S,24977248.0,2201392.0,Wayne,1.0,c352c653-f181-4d56-962e-1cdbb3471c62,24977248.0,2201392.0,42.5049256,-83.4741625,N,2648377.0,48377.0,Oakland,164.0,57032.0
98.0,48342.0,2648342.0,S,14852162.0,135050.0,Wayne,1.0,c388f454-3a28-4869-8408-35f70f2579f4,14852162.0,135050.0,42.6422635,-83.273415,N,2648342.0,48342.0,Oakland,149.0,19532.0
99.0,48327.0,2648327.0,S,29357542.0,1254703.0,Wayne,1.0,49c78f0a-53e9-46a5-8e40-52a207a99d4f,29357542.0,1254703.0,42.6369326,-83.4099874,N,2648327.0,48327.0,Oakland,140.0,51181.0
100.0,48367.0,2648367.0,S,60738183.0,2515683.0,Wayne,1.0,58a3b74c-2187-4a07-bb5c-2b0788538576,60738183.0,2515683.0,42.8362325,-83.1369016,N,2648367.0,48367.0,Oakland,159.0,72755.0
101.0,48204.0,2648204.0,S,12980500.0,0.0,Wayne,1.0,ee9f81ca-68c9-49d7-b8f5-d93f6a519320,12980500.0,0.0,42.3658122,-83.1429352,N,2648204.0,48204.0,Wayne,86.0,21583.0
102.0,48173.0,2648173.0,S,30022088.0,5808529.0,Wayne,1.0,903af141-b81e-4733-9b2e-3998bacd2159,30022088.0,5808529.0,42.0736789,-83.2127735,N,2648173.0,48173.0,Wayne,70.0,68806.0
103.0,48141.0,2648141.0,S,16194528.0,1610.0,Wayne,1.0,c014f168-1c1a-4a68-a7d5-f3bff887c94e,16194528.0,1610.0,42.2940543,-83.3198665,N,2648141.0,48141.0,Wayne,60.0,27849.0
104.0,48229.0,2648229.0,S,7303781.0,4867.0,Wayne,1.0,3e01772c-92f9-407f-8d3b-9d20dd277641,7303781.0,4867.0,42.2505594,-83.1428672,N,2648229.0,48229.0,Wayne,110.0,29637.0
105.0,48184.0,2648184.0,S,18208616.0,3148.0,Wayne,1.0,07dc3957-2470-4bfa-b82e-5c83fb7fdb06,18208616.0,3148.0,42.2744787,-83.3956231,N,2648184.0,48184.0,Wayne,75.0,39390.0
106.0,48243.0,2648243.0,S,42722.0,0.0,Wayne,1.0,f5bbbd8d-0248-495e-8edd-0aa896fea4bf,42722.0,0.0,42.3299748,-83.039506,N,2648243.0,48243.0,Wayne,121.0,12851.0
107.0,48186.0,2648186.0,S,21391213.0,15889.0,Wayne,1.0,a9a06c5f-9561-495d-91df-10da9993d3b6,21391213.0,15889.0,42.2937641,-83.3707389,N,2648186.0,48186.0,Wayne,77.0,44632.0
108.0,48226.0,2648226.0,S,3197600.0,0.0,Wayne,1.0,10d4ffc5-1666-4667-8776-e2093ed438a0,3197600.0,0.0,42.3315417,-83.050267,N,2648226.0,48226.0,Wayne,107.0,35320.0
109.0,48462.0,2648462.0,S,123305612.0,3336299.0,Wayne,1.0,02ee4cc1-92fc-4db4-b8f0-a934d95076a2,123305612.0,3336299.0,42.8485128,-83.421668,N,2648462.0,48462.0,Oakland,174.0,77172.0
110.0,48066.0,2648066.0,S,25516402.0,74007.0,Wayne,1.0,6f099a36-90d8-427c-a91b-5bcfb3bbada1,25516402.0,74007.0,42.5075864,-82.9365822,N,2648066.0,48066.0,Macomb,24.0,40586.0
111.0,48310.0,2648310.0,S,21908557.0,69654.0,Wayne,1.0,fad72334-60ac-4536-add5-154e2b75d402,21908557.0,69654.0,42.5634354,-83.0683965,N,2648310.0,48310.0,Macomb,128.0,53885.0
112.0,48092.0,2648092.0,S,21213730.0,94029.0,Wayne,1.0,07382348-9127-4488-baf6-a321abe78e37,21213730.0,94029.0,42.5135933,-83.058938,N,2648092.0,48092.0,Macomb,42.0,47241.0
113.0,48051.0,2648051.0,S,39007428.0,144086.0,Wayne,1.0,eaab7d65-0015-40ef-af0c-d44ac7ce89ff,39007428.0,144086.0,42.6936406,-82.8210012,N,2648051.0,48051.0,Macomb,21.0,67712.0
114.0,48164.0,2648164.0,S,76119149.0,380809.0,Wayne,1.0,0fbccab9-6f83-488f-98fb-45a80007361e,76119149.0,380809.0,42.1245713,-83.3868655,N,2648164.0,48164.0,Wayne,65.0,77909.0
115.0,48370.0,2648370.0,S,30968042.0,318137.0,Wayne,1.0,8b688df2-3a9c-4904-b764-10f248ffbdaf,30968042.0,318137.0,42.8428757,-83.2003646,N,2648370.0,48370.0,Oakland,160.0,93542.0
116.0,48307.0,2648307.0,S,39752809.0,131153.0,Wayne,1.0,01abf598-7245-4c06-818e-d0482a35a103,39752809.0,131153.0,42.659316,-83.122679,N,2648307.0,48307.0,Oakland,126.0,67162.0
117.0,48382.0,2648382.0,S,42605404.0,4905944.0,Wayne,1.0,a83cd5ad-c8ca-4ebc-bdcd-5a7157699503,42605404.0,4905944.0,42.5925579,-83.5071571,N,2648382.0,48382.0,Oakland,167.0,92021.0
118.0,48336.0,2648336.0,S,23545178.0,0.0,Wayne,1.0,c2840fb9-182d-4036-9926-bac89d6a6ef6,23545178.0,0.0,42.4631444,-83.3472697,N,2648336.0,48336.0,Oakland,146.0,54901.0
