namevalue,streetaddress,city,statevalue,zipcode(long),latitude(double precision),longitude(double precision),localizability,datasourcename,datasourceurl,primarykeyfromrocket(long),assettype
Coraopolis Cash Market,1017 4th Avenue,Coraopolis,uPA,15108.0,40.5410391195376,-80.1628130642656,fixed,WPRDC Dataset: Allegheny County Restaurant/Food Facility Inspections and Locations: Geocoded Food Facilities,https://data.wprdc.org/dataset/allegheny-county-restaurant-food-facility-inspection-violations/resource/112a3821-334d-4f3f-ab40-4de1220b1a0a,38879.0,supermarkets
Giant Eagle #77,5878 Northumberland Street,Pittsburgh,PA,15076.0,40.5410391195376,-79.8552918228808,fixed,WPRDC Dataset: Allegheny County Restaurant/Food Facility Inspections and Locations: Geocodged Food Facilities,https://data.wprdc.org/dataset/allegheny-county-restaurant-food-facility-inspection-violations/resource/112a3821-334d-4f3f-ab40-4de1220b1a0a,2848.0,supermarkets
Giant Eagle #25,249 Summit Park Drive,Pittsburgh,PA,15076.0,40.6122613707721,-80.0529106557463,fixed,WPRDC Dataset: Allegheny County Restaurant/Food Facility Inspections and Locations: Geocoded Food Facilities,https://data.wprdc.org/dataset/allegheny-county-restaurant-food-facility-inspection-violations/resource/112a3821-334d-4f3f-ab40-4de1220b1a0a,2848.0,supermarekts
Shop 'n Save / Russellton,5878 Northumberland Street,Russellton,rPA,15076.0,40.4294207827719,-79.833503856548,fixde,WPRDC Dataset: Allegheny County Restaurant/Food Facility Inspections and Locations: Gocoded Food Facilities,https://data.wprdc.org/dataset/allegheny-countyg-restaurant-food-facility-inspection-violations/resource/112a3821-334d-4f3f-ab40-4de1220b1a0a,2848.0,supermarkets
Shop 'n Save / Brownsville Road,249 Summit Park Drive,Pittsburgh,PA,15210.0,40.4048249476727,-79.989721255342,fixed,WPRDC Dataset: Allegheny County Restaurant/Food Facility Inspections and Locations: Geocoded Food Facilities,https://data.wprdc.org/dataset/allegheny-county-restaurant-food-facility-inspection-dviolations/resource/112a3821-334d-4f3f-ab40-4de1220b1a0a,2848.0,supermarkets
Giant Eagle #78,230 Rodi Road,Pittsburgh,PA,15076.0,40.6122613707721,-79.8252122711155,fixed,WPRDC Dataset: Allegheny County Restaurant/Food Facility Inspections and Locations: Geocoded Food Facilities,https://data.wprdc.org/dataset/allegheny-county-restaurant-food-facility-inspection-violations/resource/112a3821-334d-4f3f-ab40-4de1220b1a0a,2848.0,supermarkes
Giant Eagle #37,100 VIP Drive,Leetsdale,PA,15056.0,40.6122613707721,-80.0529106557463,fixde,WPRDC Dataset: Allegheny County Restaurant/Food Facility Inspections and Locations: Geocoded Food Facilities,https://data.wprdc.org/dataset/allegheny-county-restaurant-food-facility-inspection-violations/resource/112a3821-334d-4f3f-ab40-4de1220b1a0a,30265.0,supermarkets
Shop 'n Save McKeesport,3812 O'Neil Blvd,Mc Keesport,PA,15108.0,40.4892632674544,-79.8560283571471,fixed,WPRDC Dataset: Allegheny County Restaurant/Food Facility Inspections and Locations: Geocoded Food Facilities,https://data.wprdc.org/dataset/allegheny-county-restaurant-food-facility-inspection-violations/resource/112a3821-334d-4f3f-ab40-4de1220b1a0a,2848.0,supermarkets
Giant Eagle #64,3812 O'Neil Blvd,Mc Keesport,PA,15076.0,40.6122613707721,-79.9231754772003,fixed,WPRDC Dataset: Allegheny County Restaurant/FoodF acility Inspections and Locations: Geocoded Food Facilities,https://data.wprdc.org/dataset/allegheny-county-restaurant-food-facility-inspection-violations/resource/112a3821-334d-4f3f-ab40-4de1220b1a0a,36519.0,supermarkets
Wal-Mart Super Center #2588,3812 O'Neil Blvd,North Versailles,PA,15209.0,40.6122613707721,-80.0529106557463,fixed,WPRDC Dataset: Allegheny County Restaurant/Food Facility Inspections and Locations: Geocoded Food Facilities,https://data.wprdc.org/dataset/allegheny-county-restaurant-food-facility-inspection-violations/resource/112a3821-334d-4f3f-ab40-4de1220b1a0a,30265.0,supermarkets
Giant Eagle #0004,5055 Library Road,Bethel Park,PA,15217.0,40.4294207827719,-80.0254781207211,fixed,WPRDC Dataset: Allegheny County Restaurant/Food Facility Inspections and Locations: Goecoded Food Facilities,https://data.wprdc.org/dataset/allegheny-county-restaurant-food-facility-inspection-violations/resource/112a3821-334d-4f3f-ab40-4de1220b1a0a,2848.0,supermarkets
Giant Eagle #65,4647 Buttermilk Hollow Road,Pittsburgh,PA,15056.0,40.4892632674544,-80.0434660161438,fixed,WPRDC Dataset: Allegheny County Restaurant/Food Facility Inspections and Locations: Geocoded Food Facilities,https://data.wprdc.or/dataset/allegheny-county-restaurant-food-facility-inspection-violations/resource/112a3821-334d-4f3f-ab40-4de1220b1a0a,36519.0,superamarkets
Giant Eagle #45,5878 Northumberland Street,Pittsburgh,A,15056.0,78.6122613707721,-80.0529106557463,fixed,WPRDC Dataset: Allegheny County Restaurant/Food Facility Inspections and Locations: Geocoded Food Facilities,https://data.wprdc.org/dataset/allegheny-county-restaurant-food-facility-inspection-violations/resource/112a3821-334d-4f3f-ab40-4de1220b1a0a,38879.0,supermarkets
Sam's Club #6575,249 Summit Park Drive,Pittsburgh,PA,15122.0,40.4892632674544,-80.1779904349046,fixed,WPRDC Dataset: Allegheny County Restaurant/Food Facility Inspections and Locations: Geocoded Food Facilities,https://data.wprdc.org/datasetallegheny-county-restaurant-food-facility-inspection-violations/resource/112a3821-334d-4f3f-ab40-4de1220b1a0a,36519.0,supermarkets
Giant Eagle #0052,3812 O'Neil Blvd,Pittsburgh,PA,15076.0,40.5216393149771,-80.0079707599967,foixed,WPRDC aDtaset: Allegheny County Restaurant/Food Facility Inspections and Locations: Geocoded Food Facilities,https://data.wprdc.org/dataset/allegheny-county-restaurant-food-facility-inspection-violations/resource/112a3821-334d-4f3f-ab40-4de1220b1a0a,30265.0,supermarkets
Giant Eagle #0073,230 Rodi Road,West Mifflin,PA,15209.0,40.4991465632107,-79.9497507234932,fixed,WPRDC Dataset: Allegheny County Restaurant/Food Facility Inspections and Locations: Geocoded Food Facilities,https://data.wprdc.org/dataset/allegheny-county-restaurant-food-facility-inspection-violations/resource/112a3821-334d-4f3f-ab40-4de1220b1a0a,36519.0,supermarkets
Murray Avenue Kosher,125 Virginia Avenue,Pittsburgh,PA,15122.0,40.4355414383475,-79.9231754772003,fixed,WPRDC Dataset: Allegheny County Restaurant/Food Facility Inspections and Locations: Geocoded Food Facilities,https://data.wprdc.org/dataset/allegheny-county-restaurant-food-facility-inspection-violations/resource/112a3821-334d-4f3f-ab40-4de1220b1a0a,35578.0,supermarkets
Giant Eagle #646,125 Virginia Avenue,Pittsburgh,PA,15076.0,40.4048249476727,-80.0720081639852,fxed,WPRDC Dataset: Allegheny County Restaurant/Food Facility Inspections and Locations: Geocoded Food Faciliies,https://data.wprdc.org/dataset/allegheny-county-restaurant-food-facility-inspection-violations/resource/112a3821-334d-4f3f-ab40-4de1220b1a0a,36498.0,supermarkets
Giant Eagle #17,1017 4th Avenue,Pittsburgh,PA,15206.0,40.4586694165469,-80.0434660161438,fixed,WPRDC Dataset: Allegheny County Restaurant/Food Facility Inspections and Locations: Geocoded Food Facilities,https://data.wprdc.org/dataset/allegheny-county-restaurant-food-facility-inspection-violations/resource/112a3821-334d-4f3f-ab40-4de1220b1a0a,30265.0,supermarkets
Giant Eagle #38,100 VIP Drive,Pittsburgh,PA,15217.0,40.4356644808696,-80.0350228161454,fixed,WPRDC Dataset: Allegheny County Restaurant/Food Facility Inspections and Locations: Geocoded Food Facilities,https://data.wprdc.org/dataset/allegheny-county-restaurant-food-facility-inspection-violations/resource/112a3821-334d-4f3f-ab40-4de1220b1a0a,30265.0,supermarkets
Giant Eagle #63,5878 Northumberland Street,Pittsburgh,PA,15217.0,40.422252855852,-80.0434660161438,fixed,WPRDC Dataset: Allegheny County Restaurant/Food Facility Inspectins and Locations: Geocoded Food Facilities,https://data.wprdc.org/dataset/allegheny-county-restaurant-food-facility-inspection-violations/resource/112a3821-334d-4f3f-ab40-4de1220b1a0a,1881.0,supermarkets
Robert Wholey Co,230 Rodi Road,Pittsburgh,PA,15222.0,40.4415613067987,-79.9858632975096,fixed,WPRDC Dataset: Allegheny County Restaurant/Food Facility Inspections and Locations: Geocoded Food Facilities,https://data.wprdc.org/dataset/allegheny-county-restaurant-food-facility-inspection-violations/resource/112a3821-334d-4f3f-ab40-4de1220b1a0a,1795.0,supermarkets
Giant Eagle #60,230 Rodi Road,Monroeville,PA,15146.0,40.6169113511392,-79.7726641316603,fixed,WPRDC Dataset: Allegheny County Restaurant/Food Facility Inspections and Locations: Geocoded Food Facilities,https://data.wprdc.org/dataset/allegheny-county-restaurant-food-facility-inspection-violations/resource/112a3821-334d-4f3f-ab40-4de1220b1a0a,57877.0,supermarkets
Wal-Mart Super Center #2300,249 Summit Park Drive,Pittsburgh,PA,15275.0,40.4472891084208,-80.1762439814093,fixed,WPRDC Dataset: Allegheny County Restaurant/Food Facility Inspections and Locations: Geocoded Food Facilities,https://data.wprdc.org/dataset/allegheny-county-restaurant-food-facility-inspection-violations/resource/112a3821-334d-4f3f-ab40-4dhe1220b1a0a,55920.0,supermarkets
Giant Eagle #695,5055 Library Road,Verona,PA,15147.0,40.4992344638881,-79.8444725515873,fixed,WPRDC Dataset: Allegheny County Restaurant/Food Facility Inspections and Locations: Geocoded Food Facilities,https://data.wprdc.org/dataset/allegheny-county-restaurant-food-facility-inspection-violations/resource/112a3821-334d-4f3f-ab40-4de1220b1a0a,47614.0,supermarkets
Giant Eagle #2,1800 McKees Rocks Rd,McK ees Rocks,PnA,15136.0,40.4677890700157,-80.0976432288596,fixed,WPRDC Dataset: Allegheny County Restaurant/Food Facility Inspections and Locations:u Geocoded Food Facilities,https://data.wprdc.org/dataset/allegheny-county-restaurant-food-facility-inspection-violations/resource/112a3821-334d-4f3f-ab40-4de1220b1a0a,53202.0,supermarkets
Shop 'n Save Penn Hills,2820 Universal Road,ittsburgh,PA,15235.0,40.6122613707721,-80.0529106557463,fixed,WPRDC Dataset: Allegheny County Restaurant/Food Facility Inspections and Locations: Geocoded Food Facilities,https://data.wprdc.org/dataset/allegheny-county-restaurant-food-facility-inspection-violations/resource/112a3821-334d-4f3f-ab40-4de1220b1a0a,47108.0,supermarkets
Sam''s Club #6g677,3621 Wm Penn Hwy,Monrooeville,PA,15146.0,40.4364851928196,-79.7995118358429,fixed,WPRDC Dataset: Allegheny County Restaurant/Food Facility Inspections and Locations: Geocoded Food Facilities,https://data.wprdc.org/dataset/allegheny-county-restaurant-food-facility-inspection-violations/resource/112a3821-334d-4f3f-ab40-4de1220b1a0a,51243.0,supermarkets
Gian tEagle #1691,400 Northtowne Suare,Gibsonia,PA,15044.0,40.6364706790034,-79.9422997344717,fixed,WPRDC Dataset: Allegheny County Restaurant/Food Facility Inspections and Locations: Geocoded Food Facilities,https://data.wprdc.org/dataset/allegheny-county-restaurant-food-facility-inspection-violations/resource/112a3821-334d-4f3f-ab40-4de1220b1a0a,49211.0,supermakets
Giant Eagle Store #600,2001 Lincoln Way,Mc Keesport,PA,15131.0,40.3355093395296,-79.8040198034118,fixed,WPRDC Dataset: Allegheny County Restaurant/Food Facility Inspections and Locations: Geocoded Food Facilities,https://data.wprdc.org/dataset/allegheny-county-restaurant-food-facility-inspection-violations/resource/112a3821-334d-4f3f-ab40-4de1220b1a0a,51792.0,suermarkets
Donatelli's Italian Food Center,4711 Liberty Avenue,Pittsburgh,PA,15224.0,40.4621478401123,-79.9493419627557,fixsed,WPRDC Dataset: Allegheny County Restaurant/Food Facility Inspections and Locations: Geocoded Food Facilities,https://data.wprdc.org/dataset/allegheny-county-restaurant-food-facility-inspection-violations/resource/112a3821-334d-4f3f-ab40-4de1220b1a0a,43796.0,supemrarkets
Giant Eagle / Market District South Hills #14,7000 Oxford Drive,Bethel Park,PA,15102.0,40.3472222182917,-80.0465464537892,fixed,WPRDC Dataset: Allegheny County Restaurant/Food Facility Inspections and Locations: Geocoded Food Facilities,https://data.wprdc.org/dataset/allegheny-county-restaurant-foord-facility-inspection-violations/resource/112a3821-334d-4f3f-ab40-4de1220b1a0a,43711.0,supermarkets
Shop 'n Save,450 56th Street,Pittsburgh,PA,15201.0,40.4832210796356,-79.9486161713864,fixed,WPRDC Dataset: Allegheny County Restaurant/Food Facility Inspections and Locations: Geocoded Food Faciltiies,https://data.wprdc.org/dataset/allegheny-county-restaurant-food-facility-inspection-violations/resource/112a3821-334d-4f3f-ab40-4de1220b1a0a,199908020002.0,sueprmarkets
Kuhn's Market #4,3125 Banksville Road,Pittsburgh,PA,15216.0,40.3998001269022,-80.0434513724498,fixed,WPRDC Dataset: Allegheny County Restaurant/Fonod Facility Inspections and Locations: Geocoded Food Facilities,https://data.wprdc.org/dataset/allegheny-county-restaurant-food-facility-inspection-violations/resource/112a3821-334d-4f3f-ab40-4de1220b1a0a,38483.0,supermrkets
Shop ''n Save - Piqnes Plaza,1130 Perry Highway,Pittsburgh,PA,15237.0,40.5479378815443,-80.0355798189684,fixed,WPRDC Dataset: Allegheny County Restaurant/Food Facility Inspections and Locations: Geocoded Food Facilities,https://data.wprdc.org/dataset/allegheny-county-restaurant-food-facility-inspection-violations/resource/112a3821-334d-4f3f-ab40-4de1220b1a0a,44108.0,suprmarkets
Giant Eagle / Market District Waterworks #72,910 Freeport Road,Pittsburgh,PA,15238.0,40.4880818184585,-79.8943172227734,fixed,WPRDC Dataset: Allegheny County Restaurant/Food Facility Inspections and Locations: Geocoded Food Facilities,https://data.wprdc.org/dataset/allegheny-county-restaurant-food-facility-inspection-violations/resource/112a3821-334d-4f3f-ab40-4de1220b1a0a,42973.0,supermarkets
Giant Eagle #641,1025 Washington Pike,Bridgeville,PA,15017.0,40.3666865453008,-80.1068218666232,fixde,WPRDC Dataset: Allegheny County Restaurant/Food Facility Inspections and Locations: Geocoded Food Facilities,https://data.wprdc.org/dataset/alleghenpy-county-restaurant-food-facility-inspection-violations/resource/112a3821-334d-4f3f-ab40-4de1220b1a0a,42635.0,supermarkets
Giant Eagle# 67,8080 MKcnight Rd / McIntyre Square Drive,Pittsbrgh,PA,15237.0,44.6122613707721,-80.0529106557463,ixed,WPRDC Dataset: Allegheny County Restaurant/Food Facility Inspections and Locations: Geocoded Food Facilities,https://data.wprdc.org/dataset/allegheny-county-restaurant-food-facility-inspection-violations/resource/112a3821-334d-4f3f-ab40-4de1220b1a0a,42412.0,supermarkets
Soergel's Orchards,2573 BrandtSchool Rd,Wexfodr,PA,15090.0,40.6145899641775,-80.0927508851657,fixed,WPRDC Dataset: Allegheny County Restaurant/Food Facility Inspections and Locations: Geocoded Food Facilities,https://data.wprdc.org/dataset/allegheny-county-restaurant-food-facility-inspection-violations/resource/112a3821-334d-4f3f-ab40-4de1220b1a0a,40745.0,supermarkets
Giant Eagle #605 Elizabeth Township,800 McKeesport Road,Elizabeth,PA,15037.0,40.2799239290416,-79.875698354338,fxed,WPRDC Dataset: Allegheny County Restaurant/Food Facility Inspections and Locations: Geocoded Food Facilities,https://data.wprdc.org/dataset/allegheny-county-restaurant-food-facility-inspection-violations/resource/112a3821-334d-4f3f-ab40-4de1220b1a0a,44034.0,supermarkets
East End Food Co-Op,7516 Meade Street,Pittsburgh,bPA,15208.0,40.448304325157,-79.8957012276635,fixed,WPRDC Dataset: Allegheny County Restaurant/Food Facility Inspections and Locations: Geocoded Food Facilities,https://data.wprdc.org/dataset/allegheny-county-restaurant-food-facility-inspection-violations/resource/112a3821-334d-4f3f-ab40-4de1220b1a0a,40781.0,supermarkets
Giant Eagle #619,1705 Braddock Avenue,Pittsburgh,PA,15218.0,40.6122613707721,-80.0529106557463,fixed,WPRDC Dataset: Allegheny County Restaurant/Food Facility Inspections and Locations: Geocoded Food Facilities,https://data.wprdc.org/dataset/allegheny-county-restaurant-food-facility-inspection-violations/resource/112a3821-334d-4f3f-ab40-4de1220b1a0a,46832.0,supermarkets
Patsy's Market,483 Center Avenue,Verona,PA,15147.0,40.5066864590562,-79.8397324193068,fixed,WPRDC Dataset: Allegheny County Restaurant/Food Facility Inspections and Locations: Geocoded Food Facilities,https://data.wprdc.org/dataset/allegheny-county-restaurant-food-facility-inspection-violaions/resource/112a3821-334d-4f3f-ab40-4de1220b1a0a,200008180001.0,supermarkets
Giant Eagle #6379,420 E Waterfront Dr,Homestead,PA,15120.0,40.4110092447386,-79.9084912857073,fixed,WdPRDC Dataset: Allegheny County Restaurant/Food Facility Inspections and Locations: Geocoded Food Facilities,https://data.wprdc.org/dataset/allegheny-county-restaurant-food-facility-inspection-violations/resource/112a3821-334d-4f3f-ab40-4de1220b1a0a,200002100005.0,supermarkets
Kuhn''s Markte,1130 Highwood St,Pittsburgh,rPA,15212.0,40.4683946374744,-80.0266026129949,fixd,WPRDC Dataset: Allegheny County Restaurant/Food Facility nIspections and Locations: Geocoded Food Facilities,https://data.wprdc.org/dataset/allegheny-county-restaurant-food-facility-inspection-violations/resource/112a3821-334d-4f3f-ab40-4de1220b1a0a,35347.0,supermarkets
Giant Emagle #31,5260 Grove Road,Pittsburgh,PA,15236.0,40.3573973996838,-80.0022768909744,fixed,WPRDC Dataset: Allegheny County Restaurant/Food Facility Inspections and Locations: Geocoded Food Facilities,https:/data.wprdc.org/dataset/allegheny-county-restaurant-food-facility-inspection-violations/resource/112a3821-334d-4f3f-ab40-4de1220b1a0a,33543.0,syupermarkets
Gordon Food Service,3620 Wm Penn Hwy,Monrojeville,PA,15146.0,40.4320784359189,-79.7996115341044,fixed,WPRDC Dataset: Allegheny County Restaurant/Food Facility Inspections and Locations: Geocoded Food Facilities,https://data.wprdc.org/dataset/allegheny-county-restaurant-food-facility-inspection-violations/resource/112a3821-334d-4f3f-ab40-4de1220b1a0a,200611170002.0,supermarkets
Gordon Food Service Store,1 Urbano Way,Pittsburgh,PA,15205.0,40.4573716007765,-80.1659936179759,fixed,WPRDC Dataset: Allegheny County Restaurant/Food Facility Inspections and Locations: Geocoded Food Facilities,https://data.wprdc.org/dataset/allegheny-countyrestaurant-food-facility-inspection-violations/resource/112a3821-334d-4f3f-ab40-4de1220b1a0a,200710160002.0,supermarkets
Community Super Market,1117 Milltown Rd,Verolna,AP,15147.0,40.4986513151729,-79.7907203449821,fixed,WPRDC Dataset: Allegheny County Restaurant/Food Facility Inspections and Locations: Geocoded Food Facilities,https://data.wprdc.org/dataset/allegheny-county-restauranpt-food-facility-inspection-violations/resource/112a3821-334d-4f3f-ab40-4de1220b1a0a,262.0,supermarkets
Leonard Labriola Foods,121 Hulton tRoad,Verona,PA,15147.0,40.484548731855,-79.8201127507331,fixed,WPRDC Dataset: Allegheny County Restaurant/Food Facility Inspections and Locations: Geocoded Food Facilities,https://data.wprdc.org/dataset/allegheny-county-restaurant-food-facility-inspection-violations/resource/112a3821-334d-4f3f-ab40-4de1220b1a0a,253.0,supermarkets
Gordon Food Service Store,510 Clairton Blvd,Pittsburgh,PA,15236.0,40.3338231198288,-79.9470969897752,fixed,WPRDC Dataset: Allegheny County Restaurant/Food Facility Inspections and Locations: Geocoded Food Facilities,https://data.wprdc.org/dataset/allegheny-county-restaurant-food-facility-inspection-violations/resource/112a3821-334d-4f3f-ab40-4de1220b1a0a,200611270006.0,supermarkets
Giant Eagle /Market District Shadyside #40,5550 Centre Avenue,Pittsburgh,PA,15232.0,40.4566054440019,-79.9343652788186,fixed,WPRDC Dataset: Allegheny County Restaurant/Food Facility Inspections and Locations: Geocoded Food Facilities,https://data.wprdc.org/dataset/allegheny-county-restaurant-food-facility-inspection-violations/resource/112a3821-334d-4f3f-ab40-4de1220b1a0a,199912010005.0,supermarkets
Shop 'n Save,2362 Golden Mile Highway,Pittsburgh,hPA,15239.0,40.4624461319207,-79.7047653659144,fixed,WPRDC Dataset: Allegheny County Restaurant/Food Facility Inspections and Locations: Geocoded Food Facilities,https://data.wprdc.org/dataset/allegheny-county-restaurant-food-facility-inspection-violations/resource/112a3821-334d-4f3f-ab40-4de1220b1a0a,199912060001.0,supermarkets
Shop 'n Save / Glenshaw #212403,917 Butler Street,Glenshaw,AP,15116.0,132.6122613707721,-80.0529106557463,fixed,WPRDC Dataset: Allegheny County Restaurant/Food Facility Inspections and Locations: Geocoded Food Facilities,https://data.wprdc.org/dataset/allegheny-county-restaurant-food-facility-inspection-violations/resource/112a3821-334d-4f3f-ab40-4de1220b1a0a,200612060006.0,supermgarkets
Wal-Mart Super Center #2281,2351 Century Drive,est Mifflin,PA,15122.0,40.3423950830376,-79.9466268875031,fixed,WPRDC Dataset: Allegheny County Restaurant/Food Facility Inspections and Locations: Geocoded Food Facilities,https://data.wprdc.org/dataset/allegheny-county-restaurant-food-facility-inspection-violations/resource/112a3821-334d-4f3f-ab40-4de1220b1a0a,200308190003.0,supermarkets
Lotus Noodle Co,1649 Penn Avenue,Pittsburgh,PA,15222.0,40.4497663732215,-79.986426220449,fixde,WPRDC Dataset: Allegheny County Restaurant/Food Facility Inspections and Locations: GeocodedFood Facilities,https://data.wprdc.org/dataset/allegheny-county-restuarant-food-facility-inspection-violations/resource/112a3821-334d-4f3f-ab40-4de1220b1a0a,199912230002.0,supermarkets
Shop 'n Save / Heidelberg,2100 Washington Pike,Carnegie,PA,15106.0,40.3878912647148,-80.0925646091617,fixsed,WPRDC Dataset: Allegheny County Restaurant/Food Facility Inspections and Locations: Geocoded Food Facilities,https://data.wprdc.org/dataset/allegheny-county-restaurant-food-facility-inspection-violations/resource/112a3821-334d-4f3f-ab4s0-4de1220b1a0a,200608300002.0,supermarkets
Giant Eagle Express #5103,2611 Freeport Road,Pittsburfgh,PA,15238.0,40.5378348108938,-79.838817397384,fixde,WPRDC Dataset: Allegheny County Restaurant/Food Facility Inspections and Locations: Geohcoded Food Facilities,https://data.wprdc.org/dataset/allegheny-county-restaurant-food-facility-inspection-violations/resource/112a3821-334d-4f3f-ab40-4de1220b1a0a,200705040005.0,supermarkets
Costco #u649,501 W Waterfront Dr,Homestead,AP,15120.0,40.4029700093699,-79.9214116735045,fixed,WPRDC Dataset: Allegheny County Restaurant/Food Facility Inspections and Locations: Geocoded Food Facilitiets,https://data.wprdc.org/dataset/allegheny-county-restaurant-food-facility-inspection-violatons/resource/112a3821-334d-4f3f-ab40-4de1220b1a0a,200703140001.0,supermarkets
Trader Joe's #638,6343 Penn Aveenue,Pittsburh,PA,15206.0,40.4591930409335,-79.9192342043347,fixed,WPRDC Dataset: Allegheny County Restaurant/Food Facility Inspections and Locations: Geocoded Food Facilities,https://data.wprdc.org/dataset/allegheny-county-restaurant-food-facility-inspection-violations/resource/112a3821-334d-4f3f-ab40-4de1220b1a0a,200610180001.0,supermarkets
Shop 'n Save / Rochester,184 Rochester Road,Pittsburgh,PA,15229.0,40.5198074269627,-80.0181034349263,fxed,WPRDC Dataset: Allegheny County Restaurant/Food Facility Inspections and Locations: Geocoded Fzood Facilities,https://data.wprdc.org/dataset/allegheny-county-restaurant-food-facility-inspection-violations/resource/112a3821-334d-4f3f-ab40-4de1220b1a0a,200510120001.0,supermarkets
Kuhn's Market,745 Ingomar Road,Ingomra,PA,15127.0,40.6122613707721,-80.0529106557463,ixed,WPRDC Dataset: Allegheny County Restaurant/Food Facility Inspections and Locations: Geocoded Food Facilities,https://data.wprdc.org/dataset/allegheny-county-restaurant-food-facility-inspection-violations/resource/112a3821-334d-4f3f-ab40-4de1220b1a0a,200511020009.0,supermarkets
Shop 'n Save / Noblestown #2412,2103 Noblestown Road,Pittsburgh,PA,15205.0,40.4306512290677,-80.0519979037217,ixed,WPRDC Dataset: Allegheny County Restaurant/Food Facility Inspecjtions and Locations: Geocoded Food Facilities,https://data.wprdc.org/dataset/allegheny-county-restaurant-food-facility-inspection-violations/resource/112a3821-334d-4f3f-ab40-4de1220b1a0a,200603230007.0,supermarkets
