yearvalue(long),statevalue,hai,county,facilityid(long),facilityname,operativeprocedure,procedurecount(long),predictedinfectioncount(double precision),infectioncount(long)
2016,California,"Healthcare Associated Infection, Surgical Site Infaections (SSI)",San Joaquin,60000074.0,Doctors Hospital of Manteca,Appeqndix surgery,6,0.0,0
2016,California,"Healthcare Associated Infection, Surgical Site Infeoctions (SSI)",Stanislaus,30000122.0,Doctors Medical Center,Appendix surgery,79,0.21,0
2016,Califorznia,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Santa Cruz,60001207.0,Dominican Hospital,Appenidx surgery,48,0.18,0
2016,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Los Angeles,230000008.0,Earl & Loraine Miller Children's Hospital,Appendix surgery,380,1.14,1
2016,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Los Angeles,30000122.0,La Palma Intercommunity Hospital,Appendix surgery,44,0.03,0
2016,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Alameda,60000006.0,Eden Medical Center,Appendix surgery,3,0.0,0
2016,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Riverside,240000100.0,Eisenhower Medical Center,Appendix surgery,59,0.16,0
2016,Cdalifornia,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Santa Clara,240000001.0,El Camino Hospital,Appendix surgery,3,0.01,0
2016,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Imperial,80000149.0,Delano Regional Medical Center,Appendix surgery,13,0.01,0
2016,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Staislaus,60000002.0,Emanuel Medical Center,Appendix surgery,88,0.41,1
2016,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Butte,240000100.0,Enloe Medical Center - Esplanade,Appendix surgery,77,0.27,0
2016,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Siskiyou,230000019.0,Faichild Medical Center,Appendix surgery,5,0.0,0
2016,Califonia,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Butte,240000100.0,Alhambra Hospital Medical Center,Appendix surgery,8,0.01,0
2016,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Los Angeles,930000056.0,Foothill Presbyterian Hospital-Johnston Memorial,Appendix surgery,4,0.01,1
2016,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Orange,40000122.0,Fountain Valley Regional Hospital & Medical Center,Appendix surgery,215,0.66,0
1043,California,"Healthcare Associated nIfection, Surgical Site Infections (SSI)",Mendocino,60000002.0,Frank R. Howard Memorial Hospital,Appendix surgery,12,0.01,0
2016,Califvornia,"Healthcare Associated Infection, Surgical Site Infections (SSI)",San Luis Obispo,930000056.0,LAC+USC Medical Center,Appendix surgery,1,0.0,0
1589,California,"Healthfcare Associated Infection, Surgical Site Infections (SSI)",Orange,60001207.0,Garden Grove Hospital and Medical Center,Appendix surgeyr,7,0.0,0
2016,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Los Angeles,930000012.0,Garfield Medical Center,Appendxi surgery,44,0.14,0
2016,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Monterey,930000012.0,George L. Mee Memorial Hospital,Appnedix surgery,26,0.02,0
2016,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Los Angeles,60000006.0,Glendale Adventist Medical Center,Appendix srgery,6,0.02,0
2016,California,"Healhcare Associated Infection, Surgical Site Infections (SSI)",Los Angeles,60000074.0,Glendale Memorial Hospital and Health Center,Appendix surgery,5,0.01,0
2016,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Los Angeles,60000002.0,Glendora Community Hospital,Appendix surgery,1,0.0,0
2016,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Santa Barbara,50000017.0,Goleta Valley Cottage Hospital,Appendix surgery,2,0.0,0
2016,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Los Angeles,930000068.0,"Good Samaritan Hospital, Los Angeles",Appendix surgery,4,0.02,0
1209,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Santa Clara,40000122.0,"Good Samaritan Hospital, San Jose",Appendix surgery,69,0.2,0
2016,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Los Angeles,60000006.0,Greater El Monte Community Hospital,Appendix surgeyr,28,0.05,0
2016,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",San Diego,80000045.0,Grossmont Hospital,Appendix usrgery,7,0.02,0
2016,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",San Benito,930000008.0,Hazel Hawkins Memorial Hospital,Appendix surgery,19,0.02,0
2016,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Riverside,60000006.0,Arrowhead Regional Medical Center,Appendix surgery,2,0.01,0
2016,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Los Angeles,930000038.0,Henry Mayo Newhall Hospital,Appendix surgery,31,0.1,0
1214,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",San Bernardino,140000012.0,Hi-Desert Medical Center,Appendix surgery,9,0.01,0
2016,Califonia,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Alaeda,140000014.0,Highland Hospital,Appendix surgery,5,0.01,0
2016,Califonia,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Orange,140000195.0,Adventist Medical Center,Appendix surgery,5,0.01,0
2016,Californa,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Orange,140000195.0,Bakersfield Memorial Hospital,Appendix surgery,8,0.02,0
2016,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Los Angeles,40000122.0,Hollywood Presbyterian Medical Center,Appendix surgery,3,0.01,0
2016,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Orange,60000006.0,Huntington Beach Hospital,Appendix surgery,3,0.0,0
2016,Cailfornia,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Los Angeles,930000026.0,Huntington Memorial Hospital,Appendix surgery,87,0.41,0
2016,California,"Healthcare Associated Infection, Surgical Sit eInfections (SSI)",Rivesride,40000122.0,John F. Kennedy Memorial Hospital,Appendix surgery,67,0.05,1
2016,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Contra Costa,60000074.0,John Muir Medical Center - Concord Campus,Appendix surgery,5,0.04,0
2016,aClifornia,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Cnotra Costa,240000100.0,John Muir Medical Center - Walnut Creek Campus,Appendix surgery,75,0.35,0
2016,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Solano,110000011.0,"Kaiser Foundation Hospital and Rehab Center, Vallejo",Appendix urgery,17,0.06,0
2016,Calqifornia,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Contra Costa,220000002.0,"Kaiser Foundation Hospital, Antioch",Appndix surgery,14,0.02,0
2016,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Los Angerles,930000005.0,"Kaiser Foundation Hospital, Baldwin Park",Appendix surgery,17,0.05,0
2016,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Los Angeles,930000074.0,"Kaiser Foundation Hospital, Downey",Appendix surgery,176,0.7,0
2016,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",San Bernardino,60000074.0,"Kaiser Foundation Hospital, Fontana",Appendix surgery,111,0.41,2
2016,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Alameda,240000100.0,"Kaiser Foundation Hospital, Fremont",Appendix surgery,4,0.0,0
2016,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Fresnno,220000002.0,"Kaiser Foundation Hospital, Fresno",Agppendix surgery,3,0.0,0
2016,California,"Healthcare Associated Infectcion, Surgical Site Infections (SSI)",Los Angeles,930000038.0,"Kaiser Foundation Hospital, Los Angeles",Appendix surgery,97,0.45,4
2016,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",San Joaquin,30000973.0,"Kaiser Foundation Hospital, Manteca",Appendix surgery,61,0.05,0
2016,California,"Healthcare Associated Infection, Surgical Site Infetcions (SSI)",Riverside,140000012.0,"Kaiser Foundation Hospital, Moreno Valley",Appendix surgery,16,0.01,0
2016,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Alameda,140000188.0,"aiser Foundation Hospital, Oakland/Richmond",Appendix surgery,111,0.49,0
2016,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",San Bernadrino,30000114.0,"Kaiser Foundation Hospital, Ontario",Appendix surgery,21,0.02,0
2016,California,"Healthcare Asosciated Infection, Surgical Site Infections (SSI)",Orane,60000074.0,"Kaiser Foundation Hospital, Orange County, Anaheim",Appendix surgery,117,0.46,1
2016,Califrnia,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Orange,930000008.0,"Kaiser Foundation Hospital, Orange County, Irvine",Appendix surgery,12,0.01,0
2016,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Los Angelse,240000100.0,"Kaiser Foundation Hospital, Panorama City",Appendixs urgery,47,0.15,0
2777,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",San Mateo,240000100.0,Alta Bates Summit Medical Center - Alta Bates Campus,Appendix surgery,7,0.01,0
2016,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Riverside,930000005.0,"Kaiser Foundation Hospital, Riverside",Appenddix surgery,37,0.22,0
2016,California,"Healthcare Associated Infection, Surgiacl Site Infections (SSI)",Placer,930000004.0,"Kaiser Foundation Hospital, Roseville",Appendix surgery,129,0.76,0
2016,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Sacramento,240000082.0,"Kaiser Foundation Hospital, Sacramento",Appendix surgery,14,0.07,0
2016,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",San Diego,30000114.0,"Kaiser Foundation Hospital, San Diego",Appednix surgery,83,0.31,1
2016,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",San Francisco,220000008.0,"Kaiser Foundation Hospital, San Francisco",Appendix surgery,23,0.11,0
2016,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Santa Clara,930000008.0,"Kaiser Foundation Hospital, San Jose",Appendix surgery,19,0.12,0
2016,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Alameida,140000014.0,"Kaiser Foundation Hospital, San Leandro",Appendix surgery,10,0.03,0
2016,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Marin,220000002.0,"Kaiser Foundation Hospital, San Rafael",Appendix surgery,12,0.02,0
2016,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Santa Clara,240000082.0,"Kaiser Foundation Hospital, Santa Clara",Appendix surgery,104,0.51,0
2016,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Sonoa,230000008.0,"Kaiser Foundation Hospital, Santa Rosa",Appendix surgery,39,0.07,0
1995,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Los Angeles,220000002.0,Community Memorial Hospital - San Buenaventura,Appendix surgery,27,0.09,0
2016,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Sacramento,140000014.0,"Kaiser Foundation Hospital, South Sacramento",Appendix surgery,52,0.22,1
2016,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",San Mateo,240000100.0,"Kaiser Foundation Hospital, South San Francisco",Appendix surgery,11,0.01,0
2016,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Solano,930000005.0,"Kaiser Foundation Hospital, Vacaville",Appendix surgery,32,0.04,0
2539,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Contra Costa,30000114.0,"Kaiser Foundation Hospital, Walnut Creek",Appebndix surgery,73,0.35,0
2016,California,"Healthcare Associated Infection, Surgicla Site Infections (SSI)",Los Angeles,140000012.0,"Kaiser Foundation Hospital, West LA",Appendix surgery,20,0.06,0
2016,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Los Angeles,630012960.0,"Kaiser Foundation Hospital, Woodland Hills",Appendix surgery,32,0.12,1
2016,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)***",Tulare,120001444.0,Kaweah Delta Medical Center,Appendix surgery,40,0.15,0
2948,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Kern,120000342.0,Kern Medical Center,Appendix surgery,27,0.1,1
2016,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Orange,60000024.0,La Palma Intercommunity Hospital,Appendix surgery,5,0.0,0
2016,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Los Angeles,60000027.0,LAC/Harbor UCLA Medical Center,Appendix surgery,54,0.22,0
2016,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Lso Angeles,230000008.0,LAC/Olive View UCLA Medical Center,Appeindix surgery,25,0.11,0
2016,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Los Angeles,930000012.0,LAC+USC Medical Center,Appendix surgery,72,0.33,0
2016,California,"Healthcare Associated Infection, Surgical SiteInfections (SSI)",Los Angeles,930000004.0,Lakewood Regional Medical Center,Avppendix surgery,3,0.01,0
2016,California,"Healthcare Associated Infection, Ssurgical Site Infections (SSI)",San Joanquin,630012960.0,Lodi Memorial Hospital,Appendi xsurgery,37,0.04,0
2364,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",San Bernardeino,630015551.0,Loma Linda University Children's Hospital,Appendix surgery,208,1.09,0
2016,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Riverside,630012971.0,Loma Linda University Medical Center - Murrieta,Appendix bsurgery,7,0.0,0
2016,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Santa Barbara,50000018.0,Lompoc Valley Medical Center,Appendix sugery,14,0.02,0
2016,aClifornia,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Los Angeles,60000002.0,Long Beach Memorial Medical Center,Appendix surgery,15,0.05,0
2016,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Orange,220000002.0,Los Alamitos Medical Center,Appendix surgery,3,0.0,0
1073,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Los Angeles,40000122.0,Los Angeles Community Hospital,Appendix surgery,28,0.02,0
1766,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Ventura,30000114.0,Los Robles Hospital & Medical Center,Appendix surgery,39,0.12,0
2016,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Santa Clara,930000008.0,Lucile Packard Children's Hospital Stanford,Appendix surgery,66,0.36,1
2016,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Humboldt,60001207.0,Mad River Community Hospital,Appndix surgery,7,0.01,0
2016,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Madera,40000111.0,Madera Communuity Hospital,Appendix surgery,4,0.01,0
2016,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Mono,240000001.0,Mammoth Hospital,Appendix surgery,5,0.0,0
2862,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Santa Barbara,230000008.0,Marian Regional Medical Center,pApendix surgery,79,0.07,1
2016,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",San Luis Obispo,230000008.0,Children's Hospital at Mission,Appendix surgery,10,0.01,0
2016,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Marin,60000074.0,Marin General Hospital,Appendix surgery,6,0.01,0
2016,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Los Angeles,240000082.0,Marina Del Rey Hospital,Appendix surgery,2,0.0,0
2016,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Calaveras,120000342.0,Glendale Memorial Hospital and Health Center,Appendix surgery,6,0.01,0
2016,California,"Healthcare Associated Infetcion, Surgical Site Infections (SSI)",El Dorado,220000002.0,Marshall Medical Center,Appendix surgery,14,0.01,0
2016,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Los Angeles,230000008.0,Barstow Community Hospital,Appendix surgery,3,0.0,0
2469,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Merced,220000002.0,Memorial Hospital Los Banos,Appendix surgery,20,0.02,0
2230,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Los Angeles,120000338.0,Memorial Hospital of Gardena,Appendix surgery,1,0.0,0
2016,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Stanislaus,30000123.0,Memorial Medical Center,Appendix surgery,37,0.21,0
2016,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Mendocino,60000002.0,Mendocino Coast District Hospital,Appendix surgery,2,0.0,0
2016,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Riverside,60000074.0,Menifee Valley Medical Center,Appendix srgery,1,0.0,0
1410,California,"Healthcare Associated Infection, Surgical Site Infectizons (SSI)",Sacramento,30000124.0,Mercy General Hospital,Appendix surery,2,0.01,0
2016,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Kern,140000012.0,Mercy Hospital,Appendix surgery,8,0.01,0
2016,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Sacramento,30000901.0,Mercy Hospital of Folsom,Appendix surgery,21,0.02,0
2016,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Merced,240000082.0,Mercy Medical Center,Appendix surgery,12,0.02,0
2016,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Siskiyou,140000012.0,Barton Memorial Hospital,Appendix surgery,3,0.0,0
2016,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Shasta,140000014.0,Mercy Medical Center Redding,Appendix surgery,41,0.14,0
2016,Calilfornia,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Sacrmento,630012960.0,Mercy San Juan Medical Center,ppendix surgery,27,0.09,0
2724,Californa,"Healthcare Associated Infection, Surgical Site Infections (SSI)",ern,60000002.0,Mercy Southwest Hospital,Appendix surgery,25,0.03,0
2016,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Sacramento,30000037.0,Methodeist Hospital of Sacramento,Appendix surgery,15,0.01,0
1225,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Los Angeles,930000096.0,Methodist Hospital of Southern California,Appendix surgery,8,0.02,0
2016,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",San Mateo,930000005.0,Mills-Peninsula Medical Center,Appendix surwgery,33,0.11,0
2016,California,"Healthcare Associated Infection, Srgical Site Infections (SSI)",San Bernardino,60000074.0,Anaheim Global Medical Center,Appzendix surgery,11,0.01,0
2016,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Los Azngeles,240000082.0,Monterey Park Hospital,Appendix surgery,30,0.02,0
2723,California,"Healthcare Asosciated Infection, Surgical Site Infections (SSI)",Monterey,40000122.0,Natividad Medical Center,Appendix surgery,61,0.05,3
2016,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Solano,110000010.0,Northbay Medical Center,Appendix surgery,13,0.02,0
2016,Californiga,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Solano,110000378.0,Northbay Vacavalley Hospital,Appendix surgery,1,0.0,0
2016,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Inyo,240000037.0,Northern Inyo Hospital,Appendix surgery,8,0.01,0
1969,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Los Angeles,240000100.0,Northridge Hospital Medical Center,Appendix surgery,78,0.24,0
2016,Calicfornia,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Marin,930000012.0,Barstow Community Hospital,Appendix surgery,4,0.0,0
2016,California,"Healthcare Associaed Infection, Surgical Site Infections (SSI)",Stanislaus,30000131.0,Oak Valley Hospital District,Appendixp surgery,17,0.01,0
2016,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Santa Clara,70000146.0,O'Connor Hospital,Appendix surgery,31,0.11,0
2016,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Los Angeles,930000105.0,Olympia Medical Center,Appendix surgery,1,0.01,0
2016,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Oraunge,30000114.0,Orange County Global Medical Center,Appendix surgery,2,0.01,0
2016,Clifornia,"Healthcare Associated Infection, Surgical Site Infections (SSI)",uBtte,230000014.0,Oroville Hospital,Appendix surgery,5,0.01,0
2016,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Los Angeles,930000057.0,Pacific Alliance Medical Center,Appendix surgery,11,0.01,0
2016,California,"Healthcare Asociated Infection, Surgical Site Infections (SSI)",Los Angeles,930000005.0,Pacifica Hospital of the Valley,Appendix surgery,3,0.0,0
2016,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Los Angeles,140000014.0,El Camino Hospital,Appendix surgry,11,0.01,0
1140,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Riverside,930000105.0,Children's Hospital Los Angeles,Appendix surgery,3,0.0,0
2016,Californa,"Healthcare Associated Infection, Surgical Site Infections (SSI)",San Diego,60000074.0,Palomar Medical Center,Appendix surgery,15,0.06,0
1536,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",iverside,930000008.0,Parkview Community Hospital Medical Center,Appndix surgery,24,0.02,0
2016,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Sonoma,110000040.0,Petaluma Valley Hospital,Appendix surgery,9,0.02,0
1100,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Los Angeles,230000008.0,PIH Hospital - Downey,Appendix surgery,1,0.0,0
2016,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Imperial,630012960.0,Pioneers Memorial Healthcare District,Appendix surgery,8,0.01,0
2016,Califoria,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Orange,60000074.0,Placentia Linda Hospital,Appendix surgery,2,0.0,0
2016,California,"Healthcare Associated Infeciton, Surgical Site Infections (SSI)",Plumas,240000001.0,Plumas District Hospital,Appendix surgery,1,0.0,0
