OBJECTID,SubSurRights,GIS_Acres,ACRES,ECRMP_Description,SHAPE_Length,SHAPE_Area
49,All Minerals,39.9253170064659,39.9253170064659,Alt B Underground Coal Leasing Available,1608.00428551434,161572.025543972
50,All Minerals,282.047761811342,282.047761811342,Alt B Underground Coal Leasing Available,4847.58433324291,1141406.79630977
51,All Minerals,40.2162439332004,40.2162439332004,Alt B Underground Coal Leasing Available,1613.75183676935,162749.365045877
52,All Minerals,38.5705701854779,38.5705701854779,Alt B Underground Coal Leasing Available,1598.31496380867,156089.559670731
53,All Minerals,265.398672030405,265.398672030405,Alt B Underground Coal Leasing Available,7029.98846237679,1074030.32040267
54,All Minerals,38.0646248032973,38.0646248032973,Alt B Underground Coal Leasing Available,1745.1807807573,154042.07135147
55,All Minerals,77.3339261232314,77.3339261232314,Alt B Underground Coal Leasing Available,2699.27802411615,312959.295601206
56,All Minerals,28.8288605770581,28.8288605770581,Alt B Underground Coal Leasing Available,1433.25808849531,116666.259576742
57,All Minerals,36.9101569298411,36.9101569298411,Alt B Underground Coal Leasing Available,1991.39781966368,149370.105623319
58,All Minerals,198.965444401188,198.965444401188,Alt B Underground Coal Leasing Available,5318.70625236198,805184.58651062
59,All Minerals,345.819869853844,345.819869853844,Alt B Underground Coal Leasing Available,7943.73140860066,1399483.36131156
60,All Minerals,308.494370357684,308.494370357684,Alt B Underground Coal Leasing Available,5943.02805320236,1248432.42395624
61,All Minerals,38.0381657148779,38.0381657148779,Alt B Underground Coal Leasing Available,1889.57659478757,153934.995219569
62,All Minerals,794.047563987439,794.047563987439,Alt B Underground Coal Leasing Available,11157.8827204594,3213396.48401364
63,All Minerals,27.3667046042919,27.3667046042919,Alt B Underground Coal Leasing Available,2975.94512154274,110749.124287802
64,All Minerals,40.6359006105379,40.6359006105379,Alt B Underground Coal Leasing Available,1622.08748667425,164447.655365763
65,All Minerals,114.18509756709,114.18509756709,Alt B Underground Coal Leasing Available,3099.86455096616,462090.695431751
66,All Minerals,39.0563855016473,39.0563855016473,Alt B Underground Coal Leasing Available,1590.28359644208,158055.584503072
67,All Minerals,32.3392497680504,32.3392497680504,Alt B Underground Coal Leasing Available,2356.51697430339,130872.300619433
68,All Minerals,39.3153780531858,39.3153780531858,Alt B Underground Coal Leasing Available,1595.61500081659,159103.690173619
69,All Minerals,38.8069426290766,38.8069426290766,Alt B Underground Coal Leasing Available,1585.16680955055,157046.125012187
70,All Minerals,471.886972513245,471.886972513245,Alt B Underground Coal Leasing Available,14779.5570398436,1909658.82536212
71,All Minerals,41.7150555391064,41.7150555391064,Alt B Underground Coal Leasing Available,1643.88011917827,168814.840419205
72,All Minerals,19.2670653667312,19.2670653667312,Alt B Underground Coal Leasing Available,1288.35477150717,77971.0472201566
73,All Minerals,59.4872856591334,59.4872856591334,Alt B Underground Coal Leasing Available,2133.24145822017,240736.504020807
74,All Minerals,41.5405407991447,41.5405407991447,Alt B Underground Coal Leasing Available,1640.17323498534,168108.604322988
75,All Minerals,24.3621018209664,24.3621018209664,Alt B Underground Coal Leasing Available,1414.80827189577,98589.9282173404
76,All Minerals,78.0527070156736,78.0527070156736,Alt B Underground Coal Leasing Available,2396.3154808046,315868.098672084
77,All Minerals,79.0149704745852,79.0149704745852,Alt B Underground Coal Leasing Available,2488.02299019789,319762.240730822
78,All Minerals,158.92868307988,158.92868307988,Alt B Underground Coal Leasing Available,4019.27774217785,643161.561825388
79,All Minerals,39.5915511470242,39.5915511470242,Alt B Underground Coal Leasing Available,1921.01368688108,160221.323032113
80,All Minerals,39.7980076116654,39.7980076116654,Alt B Underground Coal Leasing Available,1605.28578946849,161056.822701992
81,All Minerals,158.151213105425,158.151213105425,Alt B Underground Coal Leasing Available,3994.80847628847,640015.252466039
82,All Minerals,40.7914800242615,40.7914800242615,Alt B Underground Coal Leasing Available,1625.25706621964,165077.262915384
83,All Minerals,40.0138277299188,40.0138277299188,Alt B Underground Coal Leasing Available,1609.62909342727,161930.215733629
84,All Minerals,40.4763902764037,40.4763902764037,Alt B Underground Coal Leasing Available,1619.00936293426,163802.139945633
85,All Minerals,40.811855260013,40.811855260013,Alt B Underground Coal Leasing Available,1625.94566719166,165159.718569043
86,All Minerals,123.676127305109,123.676127305109,Alt B Underground Coal Leasing Available,3276.19490357751,500499.53008224
87,All Minerals,113.225693725319,113.225693725319,Alt B Underground Coal Leasing Available,3088.52410859745,458208.125833002
88,All Minerals,35.4371647033619,35.4371647033619,Alt B Underground Coal Leasing Available,2704.08023453669,143409.117571447
89,All Minerals,29.0396220145084,29.0396220145084,Alt B Underground Coal Leasing Available,2989.15182328233,117519.180853482
90,All Minerals,673.823328625875,673.823328625875,Alt B Underground Coal Leasing Available,17658.4056747063,2726866.26501257
91,All Minerals,92.8919520945119,92.8919520945119,Alt B Underground Coal Leasing Available,3227.7693726172,375920.392922948
92,All Minerals,1785.53264129791,1785.53264129791,Alt B Underground Coal Leasing Available,13924.2020335028,7225794.23684128
93,All Minerals,162.900470681047,162.900470681047,Alt B Underground Coal Leasing Available,5129.49990563294,659234.815987579
94,All Minerals,32.7853047831492,32.7853047831492,Alt B Underground Coal Leasing Available,2246.6003233536,132677.421222029
95,All Minerals,5.59161652234666,5.59161652234666,Alt B Underground Coal Leasing Available,761.510716468418,22628.4692350565
96,All Minerals,230.202515183841,230.202515183841,Alt B Underground Coal Leasing Available,7973.98485884401,931596.527024359
97,All Minerals,746.71950689418,746.71950689418,Alt B Underground Coal Leasing Available,15019.7901984798,3021866.63220607
98,All Minerals,336.109806366667,336.109806366667,Alt B Underground Coal Leasing Available,5774.93978392658,1360188.12852656
99,All Minerals,324.256716057744,324.256716057744,Alt B Underground Coal Leasing Available,6478.32932608667,1312220.37388461
100,All Minerals,441.791347830378,441.791347830378,Alt B Underground Coal Leasing Available,7432.87045676827,1787866.15332812
101,All Minerals,40.8089407967016,40.8089407967016,Alt B Underground Coal Leasing Available,1625.59079615755,165147.924154473
102,All Minerals,1180.65035164843,1180.65035164843,Alt B Underground Coal Leasing Available,23700.9167969118,4777922.45817726
103,All Minerals,41.9444942470447,41.9444942470447,Alt B Underground Coal Leasing Available,1648.13912225903,169743.345927973
104,All Minerals,41.1501585526408,41.1501585526408,Alt B Underground Coal Leasing Available,1632.50914004364,166528.783421533
105,All Minerals,41.2603930661784,41.2603930661784,Alt B Underground Coal Leasing Available,1634.51959577843,166974.886670613
106,All Minerals,40.5725293109616,40.5725293109616,Alt B Underground Coal Leasing Available,1620.85474592967,164191.200815077
107,All Minerals,42.3176036117556,42.3176036117556,Alt B Underground Coal Leasing Available,1655.3333198333,171253.265956811
108,All Minerals,118.325538357538,118.325538357538,Alt B Underground Coal Leasing Available,3194.35840969621,478846.46483614
109,All Minerals,40.7310028208043,40.7310028208043,Alt B Underground Coal Leasing Available,1624.02017547494,164832.520356165
110,All Minerals,206.224766913658,206.224766913658,Alt B Underground Coal Leasing Available,4911.14445688497,834562.022442481
111,All Minerals,160.384004821765,160.384004821765,Alt B Underground Coal Leasing Available,4029.57691501533,649051.039963193
112,All Minerals,365.84132856558,365.84132856558,Alt B Underground Coal Leasing Available,6520.69996694021,1480507.33008496
113,All Minerals,165.343439029057,165.343439029057,Alt B Underground Coal Leasing Available,4087.2791575062,669121.158136441
114,All Minerals,120.097377294992,120.097377294992,Alt B Underground Coal Leasing Available,3219.75195341631,486016.842619634
115,All Minerals,80.1303367794303,80.1303367794303,Alt B Underground Coal Leasing Available,2414.64553583355,324275.968024913
116,All Minerals,40.2429472000671,40.2429472000671,Alt B Underground Coal Leasing Available,1614.28359522565,162857.429332896
117,All Minerals,40.1771888199812,40.1771888199812,Alt B Underground Coal Leasing Available,1613.09154676147,162591.314610118
118,All Minerals,157.813507817637,157.813507817637,Alt B Underground Coal Leasing Available,4006.32878246365,638648.607653277
119,All Minerals,24.7924911988753,24.7924911988753,Alt B Underground Coal Leasing Available,1337.14264681573,100331.652235464
120,All Minerals,8.17941172656872,8.17941172656872,Alt B Underground Coal Leasing Available,851.525457038916,33100.9048771185
121,All Minerals,40.178292493548,40.178292493548,Alt B Underground Coal Leasing Available,1614.06293916431,162595.781018581
122,All Minerals,80.5767189186162,80.5767189186162,Alt B Underground Coal Leasing Available,2413.80116886778,326082.412451721
123,All Minerals,37.9457486900849,37.9457486900849,Alt B Underground Coal Leasing Available,1567.83542094721,153560.996789246
124,All Minerals,349.495741460146,349.495741460146,Alt B Underground Coal Leasing Available,5540.64473783911,1414359.08592944
125,All Minerals,359.935312640785,359.935312640785,Alt B Underground Coal Leasing Available,6449.47246125988,1456606.53160891
126,All Minerals,41.432421034191,41.432421034191,Alt B Underground Coal Leasing Available,1638.6212746691,167671.059157797
127,All Minerals,253.629289495058,253.629289495058,Alt B Underground Coal Leasing Available,4140.61739466852,1026401.31910182
128,All Minerals,164.281638114288,164.281638114288,Alt B Underground Coal Leasing Available,4524.61146639739,664824.202285197
129,All Minerals,40.1073349452077,40.1073349452077,Alt B Underground Coal Leasing Available,1612.16472946937,162308.626008362
130,All Minerals,39.2143536147187,39.2143536147187,Alt B Underground Coal Leasing Available,1594.12490585144,158694.858775989
131,All Minerals,40.03376231605,40.03376231605,Alt B Underground Coal Leasing Available,1610.66142726873,162010.888141542
132,All Minerals,334.911834506741,334.911834506741,Alt B Underground Coal Leasing Available,4942.00485173644,1355340.10841137
133,All Minerals,174.129173107359,174.129173107359,Alt B Underground Coal Leasing Available,4096.68876274179,704675.762516716
134,All Minerals,143.442438033521,143.442438033521,Alt B Underground Coal Leasing Available,3833.88847112716,580490.951600668
135,All Minerals,40.5571530024751,40.5571530024751,Alt B Underground Coal Leasing Available,1620.97055218003,164128.975102326
136,All Minerals,40.1174293919994,40.1174293919994,Alt B Underground Coal Leasing Available,1611.9325304787,162349.476785191
137,All Minerals,311.268208336976,311.268208336976,Alt B Underground Coal Leasing Available,7342.86818989067,1259657.74799743
138,All Minerals,42.6349049530862,42.6349049530862,Alt B Underground Coal Leasing Available,1661.82306576161,172537.338927811
139,All Minerals,338.97988019009,338.97988019009,Alt B Underground Coal Leasing Available,4961.96953082832,1371802.90521165
140,All Minerals,91.5961461319525,91.5961461319525,Alt B Underground Coal Leasing Available,2605.95973488608,370676.452241181
141,All Minerals,270.380769855705,270.380769855705,Alt B Underground Coal Leasing Available,6254.14242222016,1094192.15498402
142,All Minerals,330.448135708073,330.448135708073,Alt B Underground Coal Leasing Available,10009.0181067541,1337276.16026032
143,Coal Only,39.6240423636091,39.6240423636091,Alt B Underground Coal Leasing Available,1601.94485850427,160352.810320621
144,Coal Only,39.5715263600775,39.5715263600775,Alt B Underground Coal Leasing Available,1600.75301798014,160140.285594451
145,Coal Only,157.798656276441,157.798656276441,Alt B Underground Coal Leasing Available,3196.57719161161,638588.505598407
146,Coal Only,241.352153419157,241.352153419157,Alt B Underground Coal Leasing Available,5269.28431521798,976717.512124385
147,Coal Only,128.422595512384,128.422595512384,Alt B Underground Coal Leasing Available,2916.31895265504,519707.80543057
148,Coal Only,79.3161294502652,79.3161294502652,Alt B Underground Coal Leasing Available,2408.18106556094,320980.987865715
149,Coal Only,80.9260470485336,80.9260470485336,Alt B Underground Coal Leasing Available,2435.68496164123,327496.093237803
150,Coal Only,2704.85200661471,2704.85200661471,Alt B Underground Coal Leasing Available,31773.5264580033,10946147.7146103
151,Coal Only,51.6822525082348,51.6822525082348,Alt B Underground Coal Leasing Available,2315.88588377524,209150.655487048
152,Coal Only,162.547051431623,162.547051431623,Alt B Underground Coal Leasing Available,4221.72545537933,657804.579028245
153,Coal Only,54.6596993253705,54.6596993253705,Alt B Underground Coal Leasing Available,2495.97290736824,221199.955261329
154,Coal Only,345.516336952592,345.516336952592,Alt B Underground Coal Leasing Available,7249.80809744884,1398255.00724072
155,Coal Only,268.280934468983,268.280934468983,Alt B Underground Coal Leasing Available,5707.98494240658,1085694.42266328
156,Coal Only,163.280298509314,163.280298509314,Alt B Underground Coal Leasing Available,3251.92892145307,660771.924673807
157,Coal Only,476.603403019138,476.603403019138,Alt B Underground Coal Leasing Available,11032.6545247037,1928745.54244569
158,Coal Only,85.4561918676109,85.4561918676109,Alt B Underground Coal Leasing Available,3634.28900167196,345828.938893288
159,Coal Only,884.881692614877,884.881692614877,Alt B Underground Coal Leasing Available,16726.8034836935,3580989.1608227
160,Coal Only,445.652725388357,445.652725388357,Alt B Underground Coal Leasing Available,20900.5354758016,1803492.59389794
161,Coal Only,0.117903585012324,0.117903585012324,Alt B Underground Coal Leasing Available,123.258801324542,477.138880231107
162,Coal Only,63.9725179191079,63.9725179191079,Alt B Underground Coal Leasing Available,4215.667925582,258887.594998041
163,Coal Only,40.3345234336433,40.3345234336433,Alt B Underground Coal Leasing Available,1616.11056004941,163228.025201883
164,Coal Only,31.4764934602215,31.4764934602215,Alt B Underground Coal Leasing Available,1459.38044538008,127380.849714129
165,Coal Only,33.6349573733931,33.6349573733931,Alt B Underground Coal Leasing Available,2121.32460295416,136115.843263666
166,Coal Only,179.018763978772,179.018763978772,Alt B Underground Coal Leasing Available,4823.72516376251,724463.234737605
167,Coal Only,303.343641537807,303.343641537807,Alt B Underground Coal Leasing Available,5607.52693179744,1227588.16395148
168,Coal Only,124.619380993102,124.619380993102,Alt B Underground Coal Leasing Available,3826.95832392708,504316.742327448
169,Coal Only,259.19048721841,259.19048721841,Alt B Underground Coal Leasing Available,7044.70019997372,1048906.68782481
170,Coal Only,737.324877875727,737.324877875727,Alt B Underground Coal Leasing Available,13344.3585727749,2983847.91742668
171,Coal Only,116.114109511956,116.114109511956,Alt B Underground Coal Leasing Available,3536.73617003871,469897.129809714
172,Coal Only,2131.69169893853,2131.69169893853,Alt B Underground Coal Leasing Available,41396.1442689481,8626650.24242617
173,Coal Only,5618.32860249595,5618.32860249595,Alt B Underground Coal Leasing Available,134323.279582002,22736569.1881644
174,Coal Only,148.634209071623,148.634209071623,Alt B Underground Coal Leasing Available,4480.74675731597,601501.303569842
175,Coal Only,39.7047692964834,39.7047692964834,Alt B Underground Coal Leasing Available,1603.46639172195,160679.500627384
176,Coal Only,0.134372052596584,0.134372052596584,Alt B Underground Coal Leasing Available,115.9186631697,543.784404041555
177,Coal Only,68.3269403098751,68.3269403098751,Alt B Underground Coal Leasing Available,3954.13128295959,276509.31721596
178,Coal Only,760.630890205082,760.630890205082,Alt B Underground Coal Leasing Available,17277.0744390394,3078164.00310227
179,Coal Only,437.734413228608,437.734413228608,Alt B Underground Coal Leasing Available,14972.2368589633,1771448.32147969
180,Coal Only,3446.76013241907,3446.76013241907,Alt B Underground Coal Leasing Available,54724.2276526791,13948543.3783524
181,Coal Only,588.816081933719,588.816081933719,Alt B Underground Coal Leasing Available,19033.3549670671,2382854.14278588
182,Coal Only,0.163682568100992,0.163682568100992,Alt B Underground Coal Leasing Available,124.265085359611,662.399851954425
183,Coal Only,214.612185802768,214.612185802768,Alt B Underground Coal Leasing Available,7388.45626469788,868504.702441234
184,Coal Only,267.699871083651,267.699871083651,Alt B Underground Coal Leasing Available,10968.8374361412,1083342.94257053
185,Coal Only,115.298895820163,115.298895820163,Alt B Underground Coal Leasing Available,6301.19081941941,466598.077045457
186,Coal Only,5438.41560718313,5438.41560718313,Alt B Underground Coal Leasing Available,60300.5341242984,22008487.1276095
187,Coal Only,7.32329190529639,7.32329190529639,Alt B Underground Coal Leasing Available,939.774753852784,29636.3108800586
188,Coal Only,74.1946261744201,74.1946261744201,Alt B Underground Coal Leasing Available,2883.41549795333,300254.999441519
189,Coal Only,207.571719311676,207.571719311676,Alt B Underground Coal Leasing Available,6550.19760284366,840012.945405068
190,Coal Only,379.157354716115,379.157354716115,Alt B Underground Coal Leasing Available,11857.6005243684,1534395.3760331
191,Coal Only,161.732462533442,161.732462533442,Alt B Underground Coal Leasing Available,3236.0572308488,654508.054714026
192,Coal Only,40.1558500298305,40.1558500298305,Alt B Underground Coal Leasing Available,1612.48899443774,162504.959590151
193,Coal Only,153.048806445792,153.048806445792,Alt B Underground Coal Leasing Available,4089.99815099936,619366.545305807
194,Coal Only,39.9757593225669,39.9757593225669,Alt B Underground Coal Leasing Available,1609.10818502816,161776.158354846
195,Coal Only,418.194622386025,418.194622386025,Alt B Underground Coal Leasing Available,9352.16729414564,1692373.59341603
196,Coal Only,1375.30271934093,1375.30271934093,Alt B Underground Coal Leasing Available,34731.5498019365,5565652.64250904
197,Coal Only,39.6342576505363,39.6342576505363,Alt B Underground Coal Leasing Available,1604.30243794181,160394.150120129
198,Coal Only,40.94837922451,40.94837922451,Alt B Underground Coal Leasing Available,1628.32535730917,165712.211451579
199,Coal Only,36.6355044692012,36.6355044692012,Alt B Underground Coal Leasing Available,2007.17402757738,148258.626549051
200,Coal Only,160.810765603193,160.810765603193,Alt B Underground Coal Leasing Available,3226.84353993919,650778.079572344
201,Coal Only,485.599380980585,485.599380980585,Alt B Underground Coal Leasing Available,7362.29082373266,1965150.97363474
202,Coal Only,40.9487803918129,40.9487803918129,Alt B Underground Coal Leasing Available,1628.33801019501,165713.834918055
203,Coal Only,39.5106102853997,39.5106102853997,Alt B Underground Coal Leasing Available,1599.4794380889,159893.766986413
204,Coal Only,758.510366144489,758.510366144489,Alt B Underground Coal Leasing Available,18522.6074121139,3069582.5466888
205,Coal Only,160.149745305605,160.149745305605,Alt B Underground Coal Leasing Available,3220.39474076597,648103.025335714
206,Coal Only,2118.60903179909,2118.60903179909,Alt B Underground Coal Leasing Available,45418.113269516,8573706.5668908
207,Coal Only,264.355390297821,264.355390297821,Alt B Underground Coal Leasing Available,9822.48733532896,1069808.3090228
208,Coal Only,245.236714332021,245.236714332021,Alt B Underground Coal Leasing Available,4882.10382237147,992437.772402815
209,Coal Only,28.5561581817462,28.5561581817462,Alt B Underground Coal Leasing Available,1455.1395314985,115562.67213687
210,Coal Only,70.9956265726025,70.9956265726025,Alt B Underground Coal Leasing Available,3400.50096808509,287309.107357649
211,Coal Only,1926.2780008551,1926.2780008551,Alt B Underground Coal Leasing Available,38922.2904439083,7795370.49908828
212,Coal Only,298.839599360417,298.839599360417,Alt B Underground Coal Leasing Available,9616.90791043001,1209360.95193915
213,Coal Only,40.6566031157668,40.6566031157668,Alt B Underground Coal Leasing Available,1622.53251078152,164531.435432009
214,Coal Only,319.32274758616,319.32274758616,Alt B Underground Coal Leasing Available,5608.89701685103,1292253.31188747
215,Coal Only,158.227723404261,158.227723404261,Alt B Underground Coal Leasing Available,4015.23470523985,640324.878660266
216,Coal Only,610.133089892902,610.133089892902,Alt B Underground Coal Leasing Available,14509.6660985701,2469121.01335185
217,Coal Only,162.266152723295,162.266152723295,Alt B Underground Coal Leasing Available,4052.1732741567,656667.822286404
218,Coal Only,39.2602769986445,39.2602769986445,Alt B Underground Coal Leasing Available,1594.72199751063,158880.704117167
219,Coal Only,67.3353818373049,67.3353818373049,Alt B Underground Coal Leasing Available,4099.79825742125,272496.622443053
220,Coal Only,37.535243255912,37.535243255912,Alt B Underground Coal Leasing Available,1945.23457401276,151899.740236534
221,Coal Only,74.446795767793,74.446795767793,Alt B Underground Coal Leasing Available,2978.37605926137,301275.493579994
222,Coal Only,464.618655549867,464.618655549867,Alt B Underground Coal Leasing Available,10922.8371518811,1880244.99017883
223,Coal Only,917.876175198535,917.876175198535,Alt B Underground Coal Leasing Available,21968.9325606219,3714513.09457014
224,Coal Only,141.09004309425,141.09004309425,Alt B Underground Coal Leasing Available,6431.49120798261,570971.14703266
225,Coal Only,315.157953294472,315.157953294472,Alt B Underground Coal Leasing Available,5607.84218635051,1275398.98736017
226,Coal Only,197.42289755636,197.42289755636,Alt B Underground Coal Leasing Available,4786.92780225313,798942.120904773
227,Coal Only,465.268809417126,465.268809417126,Alt B Underground Coal Leasing Available,8440.99069451175,1882876.0695321
228,Coal Only,1990.92283793232,1990.92283793232,Alt B Underground Coal Leasing Available,34262.6033507717,8056978.87318926
229,Coal Only,591.005648651468,591.005648651468,Alt B Underground Coal Leasing Available,11800.2924362268,2391715.00491987
230,Coal Only,203.812688167188,203.812688167188,Alt B Underground Coal Leasing Available,4054.15875093767,824800.686075991
231,Coal Only,39.3438573871679,39.3438573871679,Alt B Underground Coal Leasing Available,1596.23413306362,159218.94194925
232,Coal Only,1563.43953974408,1563.43953974408,Alt B Underground Coal Leasing Available,36424.8276049616,6327015.34244745
233,Coal Only,872.806516090606,872.806516090606,Alt B Underground Coal Leasing Available,11477.9281079536,3532122.65515384
234,Coal Only,3115.70509039349,3115.70509039349,Alt B Underground Coal Leasing Available,71936.0612342159,12608811.1553633
235,Coal Only,153.656092785221,153.656092785221,Alt B Underground Coal Leasing Available,3922.06128795367,621824.145928764
236,Coal Only,246.297571675783,246.297571675783,Alt B Underground Coal Leasing Available,4584.57225484099,996730.909757666
237,Coal Only,67.3716180086486,67.3716180086486,Alt B Underground Coal Leasing Available,3613.50569385541,272643.265025779
238,Coal Only,1252.71815193468,1252.71815193468,Alt B Underground Coal Leasing Available,15900.4713512695,5069570.49861393
239,Coal Only,157.71455277591,157.71455277591,Alt B Underground Coal Leasing Available,4914.7594239351,638248.150807135
240,Coal Only,146.768082532015,146.768082532015,Alt B Underground Coal Leasing Available,3771.28389352807,593949.357398018
241,Coal Only,159.245864435667,159.245864435667,Alt B Underground Coal Leasing Available,4016.75130720809,644445.149232119
242,Coal Only,39.4906270851355,39.4906270851355,Alt B Underground Coal Leasing Available,1599.21220196533,159812.897844084
243,Coal Only,39.943316664896,39.943316664896,Alt B Underground Coal Leasing Available,1608.28674951282,161644.867577291
244,Coal Only,79.4664222516534,79.4664222516534,Alt B Underground Coal Leasing Available,2407.522365489,321589.201254254
245,Coal Only,191.746824731453,191.746824731453,Alt B Underground Coal Leasing Available,5655.82381633937,775971.869139287
246,Coal Only,39.2339669190028,39.2339669190028,Alt B Underground Coal Leasing Available,1913.60760288955,158774.231002396
247,Coal Only,229.669969894581,229.669969894581,Alt B Underground Coal Leasing Available,4889.33275529088,929441.392700302
248,Coal Only,607.115189701664,607.115189701664,Alt B Underground Coal Leasing Available,8465.65047741151,2456908.00458077
249,Coal Only,39.933143604345,39.933143604345,Alt B Underground Coal Leasing Available,1608.01394959508,161603.698661865
250,Coal Only,152.291681347654,152.291681347654,Alt B Underground Coal Leasing Available,3905.8922480604,616302.568739848
251,Coal Only,306.375882907914,306.375882907914,Alt B Underground Coal Leasing Available,5472.00333490366,1239859.20941436
