OBJECTID,SMARC_COD,SURFM_ARC,SHAPE_Length
69,1,Surficial Material Contact,2263.77500417864
70,2,Hydrography Shoreline,4303.8057052557
71,1,Surficial Material Contact,6207.63737585745
72,3,State Boundary,3308.10516183705
73,3,State Boundary,271.88957102483
74,1,Surficial Material Contact,2375.53288745433
75,1,Surficial Material Contact,465.719470228566
76,1,Surficial Material Contact,1324.02404159363
77,1,Surficial Material Contact,4552.05628904461
78,2,Hydrography Shoreline,7695.90223554541
79,2,Hydrography Shoreline,12724.6242297488
80,3,State Boundary,1099.11905401314
81,3,State Boundary,25784.8469253309
82,3,State Boundary,1097.82796017987
83,3,State Boundary,727.705881393902
84,3,State Boundary,3177.42099691352
85,3,State Boundary,15973.3369941328
86,1,Surficial Material Contact,4725.1641123658
87,3,State Boundary,6520.23061818222
88,1,Surficial Material Contact,5564.65235921953
89,2,Hydrography Shoreline,1168.88671291767
90,1,Surficial Material Contact,1165.66773329585
91,2,Hydrography Shoreline,2767.13253697797
92,1,Surficial Material Contact,6362.77193976211
93,3,State Boundary,2330.65273206825
94,3,State Boundary,588.055478793291
95,3,State Boundary,856.100255186397
96,3,State Boundary,2105.80348017426
97,3,State Boundary,448.125442053512
98,3,State Boundary,440.990350237175
99,3,State Boundary,405.136707516294
100,3,State Boundary,138.887061121304
101,1,Surficial Material Contact,3758.1392626763
102,3,State Boundary,1990.22711736296
103,3,State Boundary,3744.03632579709
104,3,State Boundary,1423.92429685948
105,1,Surficial Material Contact,1739.06847074179
106,3,State Boundary,2113.92627594316
107,3,State Boundary,226.372665373441
108,1,Surficial Material Contact,6273.03855136274
109,1,Surficial Material Contact,4341.92158776936
110,1,Surficial Material Contact,1030.11193266216
111,1,Surficial Material Contact,634.913891170596
112,1,Surficial Material Contact,10662.8324233612
113,2,Hydrography Shoreline,5745.09591049189
114,1,Surficial Material Contact,215.038027587554
115,1,Surficial Material Contact,2215.5037864188
116,1,Surficial Material Contact,350.824307885216
117,1,Surficial Material Contact,42.1140363268598
118,1,Surficial Material Contact,2480.02558823144
119,3,State Boundary,1354.2624142961
120,1,Surficial Material Contact,563.432019173707
121,1,Surficial Material Contact,599.310288786045
122,2,Hydrography Shoreline,645.409830314237
123,1,Surficial Material Contact,996.919746225256
124,1,Surficial Material Contact,2342.94928140544
125,3,State Boundary,2492.82821814995
126,2,Hydrography Shoreline,377.724471634313
127,3,State Boundary,1074.48277621339
128,2,Hydrography Shoreline,5500.837070797
129,1,Surficial Material Contact,552.437043623389
130,1,Surficial Material Contact,1209.3830192357
131,3,State Boundary,584.219337695476
132,1,Surficial Material Contact,807.22866905609
133,1,Surficial Material Contact,614.228309455469
134,3,State Boundary,221.66245248587
135,1,Surficial Material Contact,946.72013172123
136,3,State Boundary,1924.67376165081
137,3,State Boundary,298.006443404977
138,3,State Boundary,711.738726229447
139,3,State Boundary,1286.15654183536
140,3,State Boundary,693.516520285599
141,3,State Boundary,435.643798655588
142,3,State Boundary,197.439834200262
143,3,State Boundary,679.170846089677
144,1,Surficial Material Contact,417.51205681442
145,3,State Boundary,5152.71374960613
146,3,State Boundary,276.506894753751
147,3,State Boundary,674.892569711385
148,3,State Boundary,713.739682941113
149,3,State Boundary,1521.82315115661
150,1,Surficial Material Contact,1184.38120542449
151,3,State Boundary,2872.69887306562
152,3,State Boundary,608.791789841591
153,1,Surficial Material Contact,7526.417781754
154,3,State Boundary,1550.51622184523
155,3,State Boundary,106.536930317907
156,1,Surficial Material Contact,256.906156304859
157,3,State Boundary,1818.07410452635
158,2,Hydrography Shoreline,1635.09183310676
159,3,State Boundary,1248.37738300322
160,1,Surficial Material Contact,126.74429883018
161,1,Surficial Material Contact,26.8077111064003
162,1,Surficial Material Contact,7779.65589841239
163,2,Hydrography Shoreline,98.3128545233719
164,1,Surficial Material Contact,954.902749034942
165,1,Surficial Material Contact,1687.08851084341
166,1,Surficial Material Contact,739.050248222969
167,1,Surficial Material Contact,1387.53569755135
168,1,Surficial Material Contact,3851.32118090665
169,2,Hydrography Shoreline,5667.08236469228
170,2,Hydrography Shoreline,271.941998267498
171,1,Surficial Material Contact,666.267291488845
172,1,Surficial Material Contact,2363.35931370742
173,3,State Boundary,12568.492945316
174,2,Hydrography Shoreline,2413.57969559172
175,3,State Boundary,282.649640031878
176,1,Surficial Material Contact,1789.88327098239
177,1,Surficial Material Contact,134.9268337375
178,3,State Boundary,8322.65439556619
179,3,State Boundary,658.835674414105
180,1,Surficial Material Contact,139.6169887097
181,1,Surficial Material Contact,2779.95404102647
182,1,Surficial Material Contact,1156.73480963648
183,1,Surficial Material Contact,1714.78431490613
184,3,State Boundary,7555.40669487963
185,1,Surficial Material Contact,1105.8647845134
186,3,State Boundary,694.886435310342
187,3,State Boundary,1864.06703305296
188,1,Surficial Material Contact,1846.40133243784
189,3,State Boundary,5316.69598590137
190,3,State Boundary,1999.50716241693
191,1,Surficial Material Contact,1034.03857045171
192,1,Surficial Material Contact,814.518667318311
193,2,Hydrography Shoreline,2872.26665395101
194,1,Surficial Material Contact,11451.1539657596
195,1,Surficial Material Contact,754.012674471224
196,1,Surficial Material Contact,86.5131598038887
197,3,State Boundary,25780.7320200791
198,3,State Boundary,697.014047106413
199,1,Surficial Material Contact,3463.7496425145
200,1,Surficial Material Contact,2429.52784431787
201,3,State Boundary,3591.19709590373
202,3,State Boundary,551.385593677594
203,1,Surficial Material Contact,3067.88155562678
204,2,Hydrography Shoreline,4175.29766477656
205,3,State Boundary,784.727651342901
206,3,State Boundary,850.485214590992
207,3,State Boundary,218.402937509202
208,3,State Boundary,6975.53604093532
209,1,Surficial Material Contact,1890.74902578692
210,3,State Boundary,8330.71756973847
211,3,State Boundary,687.84660153202
212,1,Surficial Material Contact,79.1105922908456
213,3,State Boundary,1789.54363846228
214,3,State Boundary,530.881526009901
215,3,State Boundary,367.660568302991
216,3,State Boundary,574.405075815304
217,3,State Boundary,424.091501078513
218,1,Surficial Material Contact,2196.65682470255
219,1,Surficial Material Contact,1677.31003171625
220,1,Surficial Material Contact,762.859703683008
221,3,State Boundary,1779.30906990494
222,3,State Boundary,1355.68573322594
223,1,Surficial Material Contact,908.740492534123
224,1,Surficial Material Contact,1020.97369189985
225,3,State Boundary,2923.03087365859
226,3,State Boundary,244.320908429593
227,3,State Boundary,71.4868532178929
228,1,Surficial Material Contact,2348.18668542148
229,1,Surficial Material Contact,681.015429915188
230,3,State Boundary,473.599034666106
231,3,State Boundary,1372.82989760044
232,1,Surficial Material Contact,6778.64370255247
233,3,State Boundary,4886.9041422147
234,1,Surficial Material Contact,2573.18553789942
235,3,State Boundary,362.194400930901
236,1,Surficial Material Contact,1432.84730271592
237,3,State Boundary,349.298051332507
238,3,State Boundary,236.910204969957
239,1,Surficial Material Contact,7625.83008707581
240,1,Surficial Material Contact,1473.40165193076
241,2,Hydrography Shoreline,6814.48485564119
242,1,Surficial Material Contact,3349.61710256764
243,1,Surficial Material Contact,1746.34226274887
244,1,Surficial Material Contact,1963.98511329864
245,3,State Boundary,3267.86760082811
246,3,State Boundary,28.1500227441504
247,1,Surficial Material Contact,4093.5729461098
248,1,Surficial Material Contact,3359.78474584567
249,1,Surficial Material Contact,250.272107740846
250,2,Hydrography Shoreline,1114.96474035772
251,1,Surficial Material Contact,1589.83592303329
252,3,State Boundary,16228.7089501553
253,3,State Boundary,69.8762267795998
254,1,Surficial Material Contact,14371.5796450113
255,1,Surficial Material Contact,8761.42150268864
256,1,Surficial Material Contact,2020.66336075575
257,1,Surficial Material Contact,1327.37212434808
258,3,State Boundary,301.62507881528
259,3,State Boundary,5409.28290121259
260,1,Surficial Material Contact,1808.48682428801
261,1,Surficial Material Contact,1416.06178832935
262,3,State Boundary,1187.51464790419
263,3,State Boundary,396.011709814986
264,3,State Boundary,587.035730202809
265,3,State Boundary,3322.36296902414
266,2,Hydrography Shoreline,17184.4558184253
267,1,Surficial Material Contact,5163.21793243865
268,1,Surficial Material Contact,2319.36911984445
269,3,State Boundary,1898.40203394345
270,1,Surficial Material Contact,2322.51149546574
271,1,Surficial Material Contact,1333.38336634687
272,1,Surficial Material Contact,2175.93849002049
273,1,Surficial Material Contact,1906.29515725377
274,2,Hydrography Shoreline,629.362233280389
275,1,Surficial Material Contact,1339.19031980397
276,1,Surficial Material Contact,666.669895961297
277,1,Surficial Material Contact,2382.43452865118
278,1,Surficial Material Contact,770.654663127449
279,1,Surficial Material Contact,3315.16496150929
280,1,Surficial Material Contact,1247.37480983086
281,1,Surficial Material Contact,903.179827981985
282,1,Surficial Material Contact,7855.2383998839
283,2,Hydrography Shoreline,1647.41771469502
284,3,State Boundary,5135.56908609029
285,1,Surficial Material Contact,5536.76875156049
286,2,Hydrography Shoreline,2851.64411092929
287,3,State Boundary,715.308543857398
288,1,Surficial Material Contact,2159.10203259477
289,1,Surficial Material Contact,1973.31068035744
290,3,State Boundary,279.744623352688
291,3,State Boundary,121.42553857716
292,1,Surficial Material Contact,2937.12322190729
293,3,State Boundary,224.346195462382
294,1,Surficial Material Contact,1458.1921673355
295,1,Surficial Material Contact,1577.27642630918
296,1,Surficial Material Contact,365.409617674622
297,2,Hydrography Shoreline,120.383247679641
298,2,Hydrography Shoreline,8783.41175272927
299,3,State Boundary,1693.04981742235
300,3,State Boundary,509.781399894266
301,1,Surficial Material Contact,2429.695545086
302,3,State Boundary,710.390779415
303,3,State Boundary,175.176382474333
304,1,Surficial Material Contact,261.395925604952
305,1,Surficial Material Contact,988.913502494536
306,1,Surficial Material Contact,1265.36706609101
307,1,Surficial Material Contact,203.95709404615
308,1,Surficial Material Contact,860.176025869384
309,1,Surficial Material Contact,4112.49925241613
310,3,State Boundary,2394.45461946671
311,2,Hydrography Shoreline,454.809914910365
312,1,Surficial Material Contact,5.67251589765429
313,1,Surficial Material Contact,2024.91763418634
314,1,Surficial Material Contact,2669.59256385849
315,1,Surficial Material Contact,2477.0134890946
316,1,Surficial Material Contact,13534.8574979566
317,1,Surficial Material Contact,969.26238586309
318,3,State Boundary,2419.8167082205
319,3,State Boundary,830.230760774029
320,1,Surficial Material Contact,1803.67224817486
321,1,Surficial Material Contact,415.3783909213
322,1,Surficial Material Contact,762.885808871097
323,2,Hydrography Shoreline,4453.94408999757
324,1,Surficial Material Contact,1414.42088778138
325,3,State Boundary,3414.48126814578
326,3,State Boundary,86.5274699438299
327,1,Surficial Material Contact,1217.00242015408
328,1,Surficial Material Contact,1961.84829074255
329,3,State Boundary,5688.67058506127
330,1,Surficial Material Contact,1229.70139423399
331,2,Hydrography Shoreline,3030.83988525158
332,1,Surficial Material Contact,3413.34647610897
333,1,Surficial Material Contact,5302.79897819367
334,1,Surficial Material Contact,1855.78507652726
335,3,State Boundary,2359.08449604942
336,3,State Boundary,1572.61696742293
337,3,State Boundary,3334.74842948761
338,3,State Boundary,3919.27562552667
339,3,State Boundary,7.49998500943184
340,3,State Boundary,1418.55691101688
341,1,Surficial Material Contact,2180.82878732818
342,2,Hydrography Shoreline,2750.31748032879
343,3,State Boundary,5732.65041125069
344,3,State Boundary,639.627781270725
345,1,Surficial Material Contact,1049.95928758827
346,3,State Boundary,3891.95957168609
347,3,State Boundary,4239.53414177557
348,1,Surficial Material Contact,2301.11979653757
349,1,Surficial Material Contact,2815.50766708595
350,1,Surficial Material Contact,8908.82959553107
351,1,Surficial Material Contact,2164.41543702133
352,1,Surficial Material Contact,1260.72768623958
353,1,Surficial Material Contact,5060.1251542593
354,2,Hydrography Shoreline,11522.470087771
355,1,Surficial Material Contact,1795.02817465753
356,1,Surficial Material Contact,1804.24414362183
357,2,Hydrography Shoreline,665.936830865297
358,1,Surficial Material Contact,2495.56969169558
359,1,Surficial Material Contact,8366.68415710046
360,1,Surficial Material Contact,170.599213662937
361,1,Surficial Material Contact,1497.88127153319
362,1,Surficial Material Contact,4941.57721442561
363,1,Surficial Material Contact,706.540282282388
364,2,Hydrography Shoreline,1707.56989182725
365,1,Surficial Material Contact,2218.28968095727
366,1,Surficial Material Contact,317.64603915847
367,1,Surficial Material Contact,2146.66212244206
368,1,Surficial Material Contact,3124.06703949588
369,2,Hydrography Shoreline,430.098926660684
370,1,Surficial Material Contact,2146.18666752172
371,1,Surficial Material Contact,1220.02022406072
372,1,Surficial Material Contact,541.484599609028
373,1,Surficial Material Contact,6797.37656203015
374,1,Surficial Material Contact,1135.89647043909
375,2,Hydrography Shoreline,2161.1883436307
376,1,Surficial Material Contact,3916.73964102367
377,1,Surficial Material Contact,266.538968175093
378,1,Surficial Material Contact,3102.89463425677
379,1,Surficial Material Contact,5359.07579550891
380,1,Surficial Material Contact,1018.51244146586
381,1,Surficial Material Contact,2100.82142056232
382,2,Hydrography Shoreline,5906.19665082855
383,1,Surficial Material Contact,1219.75019394083
384,1,Surficial Material Contact,1044.18444205449
385,1,Surficial Material Contact,3968.59980854836
386,1,Surficial Material Contact,909.685413628613
387,1,Surficial Material Contact,2835.54552826206
388,1,Surficial Material Contact,1438.43447543731
389,1,Surficial Material Contact,2208.69854093519
390,1,Surficial Material Contact,5468.4053747913
391,1,Surficial Material Contact,5220.94643238383
392,1,Surficial Material Contact,943.277430900036
393,1,Surficial Material Contact,2622.30926022983
394,1,Surficial Material Contact,8520.91869722705
395,1,Surficial Material Contact,2047.66409131263
396,1,Surficial Material Contact,599.274335338718
397,1,Surficial Material Contact,2822.47377610963
398,1,Surficial Material Contact,2625.38121876186
399,2,Hydrography Shoreline,855.258658829151
400,1,Surficial Material Contact,4877.58533673342
401,1,Surficial Material Contact,577.938269641751
402,1,Surficial Material Contact,5262.85839232246
403,1,Surficial Material Contact,1820.6308422473
404,2,Hydrography Shoreline,4953.59161670447
405,1,Surficial Material Contact,2562.58620688574
406,1,Surficial Material Contact,3546.04451834381
407,3,State Boundary,3642.61738404216
408,2,Hydrography Shoreline,1495.36193040749
409,1,Surficial Material Contact,1792.22790479765
410,3,State Boundary,1500.95553290377
411,3,State Boundary,296.626622207907
412,3,State Boundary,26714.1405800218
413,3,State Boundary,89.5197871833692
414,3,State Boundary,76.8300251989243
415,2,Hydrography Shoreline,244.464705236846
416,1,Surficial Material Contact,30.3101443996934
417,1,Surficial Material Contact,1140.5541565491
418,1,Surficial Material Contact,3770.4406796719
419,1,Surficial Material Contact,3684.16294315681
420,1,Surficial Material Contact,1010.03038353061
421,1,Surficial Material Contact,2812.57320377209
422,3,State Boundary,22418.9007992334
423,1,Surficial Material Contact,6927.5085979189
424,2,Hydrography Shoreline,7756.55671399168
425,2,Hydrography Shoreline,12727.9317085071
426,1,Surficial Material Contact,6418.40710876513
427,1,Surficial Material Contact,3042.24858630564
428,1,Surficial Material Contact,287.584354981509
429,2,Hydrography Shoreline,436.071162348225
430,1,Surficial Material Contact,2687.65705867662
431,2,Hydrography Shoreline,4355.75514797634
432,1,Surficial Material Contact,3114.17963412319
433,1,Surficial Material Contact,12.9774219787591
434,3,State Boundary,445.404106902437
435,1,Surficial Material Contact,4918.3893924516
436,1,Surficial Material Contact,3894.25830221551
437,1,Surficial Material Contact,4192.63238652059
438,1,Surficial Material Contact,1302.69801581502
439,1,Surficial Material Contact,1339.87604709102
440,2,Hydrography Shoreline,156.580214062043
441,1,Surficial Material Contact,3409.60971939927
442,1,Surficial Material Contact,1999.08587127277
443,1,Surficial Material Contact,1134.87050901421
444,1,Surficial Material Contact,1644.57182005254
445,1,Surficial Material Contact,503.435514552144
446,1,Surficial Material Contact,2757.60410069623
447,1,Surficial Material Contact,8738.00370677735
448,1,Surficial Material Contact,1376.72774352879
449,2,Hydrography Shoreline,1014.60171028039
450,1,Surficial Material Contact,10.4357948682707
451,2,Hydrography Shoreline,152.9427573968
452,2,Hydrography Shoreline,2488.44506978506
453,2,Hydrography Shoreline,416.174019431108
454,2,Hydrography Shoreline,8909.88993477752
455,1,Surficial Material Contact,13141.0599260263
456,1,Surficial Material Contact,595.38918930565
457,1,Surficial Material Contact,2128.41582851245
458,1,Surficial Material Contact,3705.93410578139
459,1,Surficial Material Contact,613.922231587453
460,1,Surficial Material Contact,907.191763431567
461,1,Surficial Material Contact,2750.90694760192
462,2,Hydrography Shoreline,1271.93023840438
463,1,Surficial Material Contact,3158.03396190313
464,2,Hydrography Shoreline,9114.83672717233
465,1,Surficial Material Contact,2561.46648016183
466,1,Surficial Material Contact,2690.4163886364
467,1,Surficial Material Contact,123.606720579875
468,1,Surficial Material Contact,1147.16914327441
469,1,Surficial Material Contact,3790.26687871015
470,1,Surficial Material Contact,3094.87003245821
471,1,Surficial Material Contact,1764.32315053845
472,1,Surficial Material Contact,10330.3181030353
473,3,State Boundary,12229.900085582
474,2,Hydrography Shoreline,10899.2824081994
475,1,Surficial Material Contact,7556.54896369735
476,1,Surficial Material Contact,228.443797586613
477,1,Surficial Material Contact,1186.18197708622
478,2,Hydrography Shoreline,7764.74156172099
479,1,Surficial Material Contact,4097.70097213993
480,1,Surficial Material Contact,496.904550005748
481,1,Surficial Material Contact,2282.90917210766
482,1,Surficial Material Contact,231.799233763378
483,1,Surficial Material Contact,795.116488976951
484,2,Hydrography Shoreline,2133.36649471131
485,1,Surficial Material Contact,6239.27514789157
486,2,Hydrography Shoreline,551.651574266382
487,1,Surficial Material Contact,6347.24000261274
488,2,Hydrography Shoreline,3093.42877892208
489,2,Hydrography Shoreline,448.034711265423
490,1,Surficial Material Contact,2083.88861308793
491,1,Surficial Material Contact,1775.67030992448
492,1,Surficial Material Contact,1547.59382871511
493,1,Surficial Material Contact,3282.57816764861
494,1,Surficial Material Contact,2092.62540635376
495,1,Surficial Material Contact,3246.81565901256
496,1,Surficial Material Contact,537.753175470061
497,1,Surficial Material Contact,2775.28492558682
498,1,Surficial Material Contact,2561.12965425391
499,2,Hydrography Shoreline,513.861360393732
500,1,Surficial Material Contact,4135.05130479206
501,1,Surficial Material Contact,6702.67903231264
502,2,Hydrography Shoreline,2012.9039762598
503,2,Hydrography Shoreline,839.630129430461
504,1,Surficial Material Contact,6779.37395498102
505,1,Surficial Material Contact,1603.5035090734
506,2,Hydrography Shoreline,802.744786881875
507,1,Surficial Material Contact,590.425316795862
508,1,Surficial Material Contact,10.8721043086066
509,1,Surficial Material Contact,6291.39961438492
510,2,Hydrography Shoreline,722.479716532008
511,1,Surficial Material Contact,3294.68025708197
512,2,Hydrography Shoreline,356.019798702272
513,1,Surficial Material Contact,1365.22549132412
514,1,Surficial Material Contact,4452.15869985725
515,1,Surficial Material Contact,4797.49537837896
516,1,Surficial Material Contact,7471.66901723915
517,1,Surficial Material Contact,4023.60250599635
518,1,Surficial Material Contact,2597.23771747399
519,1,Surficial Material Contact,1333.7447351073
520,1,Surficial Material Contact,690.115539488635
521,2,Hydrography Shoreline,4059.19039372228
522,1,Surficial Material Contact,18354.8873002635
523,2,Hydrography Shoreline,14309.7446476056
524,2,Hydrography Shoreline,717.746035782014
525,1,Surficial Material Contact,1413.58850632902
526,2,Hydrography Shoreline,2119.70714696718
527,2,Hydrography Shoreline,11486.107443851
528,1,Surficial Material Contact,928.430750985818
529,2,Hydrography Shoreline,5274.19179570607
530,1,Surficial Material Contact,6372.35277113335
531,3,State Boundary,1477.37388954566
532,2,Hydrography Shoreline,2433.99266767683
533,1,Surficial Material Contact,8672.33087993166
534,1,Surficial Material Contact,6535.27400328989
535,2,Hydrography Shoreline,1056.07438630079
536,1,Surficial Material Contact,325.426216490181
537,1,Surficial Material Contact,1064.16106549401
538,2,Hydrography Shoreline,5601.63256670338
539,1,Surficial Material Contact,2203.0620894985
540,1,Surficial Material Contact,1142.73565065007
541,1,Surficial Material Contact,4803.30411165384
542,1,Surficial Material Contact,1254.37982411055
543,1,Surficial Material Contact,3083.67924006809
544,2,Hydrography Shoreline,555.893713721951
545,1,Surficial Material Contact,16528.8501189953
546,1,Surficial Material Contact,1478.34383252005
547,2,Hydrography Shoreline,13602.2324048704
548,1,Surficial Material Contact,5184.28818308337
549,1,Surficial Material Contact,7874.07598254082
550,1,Surficial Material Contact,12503.4956376282
551,1,Surficial Material Contact,6554.07814947532
552,1,Surficial Material Contact,6328.04106633224
553,2,Hydrography Shoreline,872.891080290873
554,1,Surficial Material Contact,4577.15632586331
555,1,Surficial Material Contact,7741.40354072725
556,1,Surficial Material Contact,7317.26640101236
557,2,Hydrography Shoreline,13954.297289131
558,2,Hydrography Shoreline,3592.28566134542
559,3,State Boundary,529.703780023405
560,2,Hydrography Shoreline,626.652842428243
561,1,Surficial Material Contact,5757.95332968561
562,1,Surficial Material Contact,2219.18320100673
563,1,Surficial Material Contact,8732.16334708186
564,2,Hydrography Shoreline,1143.48674323524
565,1,Surficial Material Contact,1365.14684304651
566,1,Surficial Material Contact,3192.90942295137
567,1,Surficial Material Contact,5407.20746008274
568,1,Surficial Material Contact,3056.26246994494
569,1,Surficial Material Contact,7929.76491657553
570,1,Surficial Material Contact,242.214561077243
571,1,Surficial Material Contact,3657.80974806438
572,1,Surficial Material Contact,2924.19556589046
573,1,Surficial Material Contact,7785.22039340944
574,2,Hydrography Shoreline,573.626757389345
575,1,Surficial Material Contact,2039.53956523753
576,3,State Boundary,6807.31271901829
577,2,Hydrography Shoreline,1951.62152546915
578,1,Surficial Material Contact,11700.2667950051
579,1,Surficial Material Contact,2404.72946936049
580,3,State Boundary,6734.78385469663
581,1,Surficial Material Contact,1786.51080881431
582,2,Hydrography Shoreline,614.038404456844
583,1,Surficial Material Contact,4098.14793144437
584,3,State Boundary,286.870503277119
585,1,Surficial Material Contact,3065.08867480128
586,2,Hydrography Shoreline,3969.42726693882
587,1,Surficial Material Contact,2023.78132992958
588,2,Hydrography Shoreline,59.7023836383819
589,1,Surficial Material Contact,5740.36716334571
590,1,Surficial Material Contact,2520.58722694167
591,2,Hydrography Shoreline,195.192364954281
592,1,Surficial Material Contact,2744.12971851937
593,1,Surficial Material Contact,5277.2885975396
594,1,Surficial Material Contact,4604.92770407431
595,2,Hydrography Shoreline,887.282120307107
596,1,Surficial Material Contact,8655.70147171132
597,1,Surficial Material Contact,3269.7660781528
598,2,Hydrography Shoreline,1855.77095042983
599,1,Surficial Material Contact,4556.26583366808
600,1,Surficial Material Contact,4596.94506570806
601,1,Surficial Material Contact,5559.31409470486
602,1,Surficial Material Contact,7763.13220400245
603,1,Surficial Material Contact,570.756016572584
604,1,Surficial Material Contact,111.790801349757
605,1,Surficial Material Contact,2604.78214323005
606,1,Surficial Material Contact,2752.01180877248
607,3,State Boundary,332.7176703151
608,1,Surficial Material Contact,9474.98887046708
609,1,Surficial Material Contact,1294.07965445549
610,1,Surficial Material Contact,13219.5957492105
611,1,Surficial Material Contact,1960.08112657598
612,2,Hydrography Shoreline,393.564932050382
613,2,Hydrography Shoreline,986.500438693093
614,1,Surficial Material Contact,6204.35177890787
615,2,Hydrography Shoreline,1703.92335465675
616,1,Surficial Material Contact,1788.04526326215
617,1,Surficial Material Contact,96.7600805466151
618,1,Surficial Material Contact,3336.47086577007
619,1,Surficial Material Contact,248.080344888448
620,1,Surficial Material Contact,4682.12053191031
621,1,Surficial Material Contact,3700.36335172585
622,1,Surficial Material Contact,2602.96876332553
623,1,Surficial Material Contact,5830.51573026649
624,1,Surficial Material Contact,5666.06797028163
625,1,Surficial Material Contact,730.127922796575
626,1,Surficial Material Contact,7374.91829704208
627,1,Surficial Material Contact,1960.95007201934
628,2,Hydrography Shoreline,1133.19470342553
629,1,Surficial Material Contact,11059.7684751713
630,2,Hydrography Shoreline,6658.34279957395
631,1,Surficial Material Contact,8328.96120040933
632,1,Surficial Material Contact,4079.53339357508
633,1,Surficial Material Contact,4965.80128120157
634,1,Surficial Material Contact,4702.7225611178
635,1,Surficial Material Contact,4269.25751954512
636,1,Surficial Material Contact,4289.80375652605
637,2,Hydrography Shoreline,6980.51613313499
638,1,Surficial Material Contact,5.63749129044897
639,1,Surficial Material Contact,4608.04166691306
640,1,Surficial Material Contact,804.347874914021
641,1,Surficial Material Contact,5186.51399056002
642,1,Surficial Material Contact,1850.76280276877
643,2,Hydrography Shoreline,2446.56961992791
644,2,Hydrography Shoreline,730.451756278124
645,2,Hydrography Shoreline,1924.25480337482
646,1,Surficial Material Contact,9409.42138462097
647,1,Surficial Material Contact,1028.21710282933
648,1,Surficial Material Contact,3623.02609920906
649,1,Surficial Material Contact,469.232736167403
650,1,Surficial Material Contact,799.232861118897
651,1,Surficial Material Contact,5383.40963158274
652,1,Surficial Material Contact,919.401571140995
653,1,Surficial Material Contact,613.961994397932
654,2,Hydrography Shoreline,462.308097880076
655,1,Surficial Material Contact,9343.92051240374
656,1,Surficial Material Contact,3857.06949859818
657,1,Surficial Material Contact,6199.33377766062
658,1,Surficial Material Contact,1783.45331723174
659,1,Surficial Material Contact,8032.2806036558
660,3,State Boundary,1151.56419581335
661,1,Surficial Material Contact,1023.13922696933
662,1,Surficial Material Contact,2723.08078476364
663,1,Surficial Material Contact,434.069643626648
664,1,Surficial Material Contact,204.729494644039
665,2,Hydrography Shoreline,3195.27392060944
666,1,Surficial Material Contact,8013.67197062514
667,1,Surficial Material Contact,1376.43040934064
668,1,Surficial Material Contact,5872.13803143338
