Id,SIGHTINGDATE,GROUPSIZE,LAT,LON,CERTAINTY,CATEGORY,MOM_CALF,DUPLICATE
29696,13-Nov-17,1,47.32,62.69,Definite,Dedicated Eg Aerial,No,
29695,13-Nov-17,1,47.43,62.78,Definite,Dedicated Eg Aerial,No,
29694,13-Nov-17,4,47.44,62.74,Definite,Dedicated Eg Aerial,No,
29693,12-Nov-17,1,47.54,62.5,Definite,Dedicated Eg Aerial,No,
29692,9-Nov-17,1,47.54,62.58,Definite,Dedicated Eg Aerial,No,
29691,9-Nov-17,1,47.54,62.57,Definite,Dedicated Eg Aerial,No,
29690,9-Nov-17,2,47.53,62.56,Definite,Dedicated Eg Aerial,No,
29689,9-Nov-17,2,47.48,62.55,Definite,Dedicated Eg Aerial,No,
29688,9-Nov-17,4,47.43,62.55,Definite,Dedicated Eg Aerial,No,
29687,9-Nov-17,3,47.44,62.53,Definite,Dedicated Eg Aerial,No,
29686,9-Nov-17,1,47.44,62.52,Definite,Dedicated Eg Aerial,No,
29685,9-Nov-17,10,47.43,62.53,Definite,Dedicated Eg Aerial,No,
29684,2-Nov-17,1,47.42,61.77,Definite,Dedicated Eg Aerial,No,
29683,2-Nov-17,3,47.63,62.62,Definite,Dedicated Eg Aerial,No,
29680,12-Dec-17,3,47.17,-60.92,Definite,Dedicated Eg Aerial,No,
29661,12-Dec-17,1,39.12,-74.19,Definite,Commercial vessel,No,
29660,21-Nov-17,1,41.78,-70.23,Definite,Commercial vessel,No,
29601,2-Dec-17,2,50.07,-64.8,Definite,Dedicated Eg Aerial,No,
29600,2-Dec-17,3,49.97,-64.76,Definite,Dedicated Eg Aerial,No,
29580,19-Nov-17,2,36.04,-75.67,Definite,Opportunistic,No,
29561,28-Nov-17,1,40.91,-70.03,Definite,Dedicated Eg Aerial,No,
29560,29-Nov-17,1,41.36,-70.45,Definite,Opportunistic,No,
29520,26-Nov-17,1,41.28,-70.21,Definite,Opportunistic,No,
29502,23-Nov-17,2,40.99,-70.78,Probable,Opportunistic,No,
29460,9-Nov-17,2,40.66,-71.43,Definite,Opportunistic,No,
29451,29-Oct-17,1,47.75,-62.53,Definite,Opportunistic,No,
29450,29-Oct-17,1,47.75,-63,Definite,Opportunistic,No,
29449,29-Oct-17,2,47.77,-63.15,Definite,Opportunistic,No,
29448,29-Oct-17,3,47.78,-63.15,Definite,Opportunistic,No,
29447,29-Oct-17,2,47.57,-63.15,Definite,Opportunistic,No,
29446,29-Oct-17,2,47.61,-63.15,Definite,Opportunistic,No,
29445,29-Oct-17,1,47.68,-63.12,Definite,Opportunistic,No,
29444,29-Oct-17,1,47.7,-63.13,Definite,Opportunistic,No,
29443,29-Oct-17,1,47.69,-63.13,Definite,Opportunistic,No,
29442,29-Oct-17,1,47.7,-63.13,Definite,Opportunistic,No,
29441,29-Oct-17,2,47.57,-63.16,Definite,Opportunistic,No,
29440,29-Oct-17,1,47.57,-63.16,Definite,Opportunistic,No,
29422,23-Oct-17,1,41.45,-70.86,Definite,Opportunistic,No,
29420,22-Oct-17,2,38.29,-74.02,Definite,Fishing Vessel,No,
29400,7-Oct-17,1,47.94,-60.98,Definite,Commercial vessel,No,
29398,7-Oct-17,1,43.97,-68.13,Definite,Opportunistic,No,
29378,3-Oct-17,1,41.23,-70.01,Probable,Volunteer Sighting Network,No,
29365,21-Sep-17,1,48.53,-62.2,Definite,Dedicated Eg Aerial,No,
29362,20-Sep-17,1,48.01,-62.57,Definite,Opportunistic,No,
29361,20-Sep-17,1,48.02,-62.58,Definite,Opportunistic,No,
29358,17-Sep-17,1,49.92,-63.42,Definite,Opportunistic,No,
29338,14-Sep-17,5,50.02,-64.33,Probable,Commercial vessel,No,
29319,12-Sep-17,1,48.71,-63.24,Definite,Opportunistic,No,
29318,12-Sep-17,1,40.95,-70.12,Definite,Dedicated Eg Aerial,No,
29298,9-Sep-17,1,50.04,-64.34,Definite,Opportunistic,No,
29280,11-Sep-17,2,49.44,-65.94,Probable,Commercial vessel,No,
29258,6-Sep-17,2,50.04,-64.46,Definite,Opportunistic,No,
29218,3-Sep-17,2,50.03,-64.5,Definite,Opportunistic,No,
29217,1-Sep-17,1,46.8,-54.65,Definite,Opportunistic,No,
29198,25-Aug-17,1,50.03,-64.22,Definite,Opportunistic,No,
29197,30-Aug-17,1,50.03,-64.58,Definite,Opportunistic,No,
29180,30-Aug-17,1,48.46,-63.67,Definite,Opportunistic,No,
29179,30-Aug-17,1,48.45,-63.73,Definite,Opportunistic,No,
29178,30-Aug-17,1,48.46,-63.74,Definite,Opportunistic,No,
29177,30-Aug-17,1,48.47,-63.68,Definite,Opportunistic,No,
29176,30-Aug-17,1,48.46,-63.69,Definite,Opportunistic,No,
29175,30-Aug-17,1,48.47,-63.74,Definite,Opportunistic,No,
29174,30-Aug-17,1,48.47,-63.72,Definite,Opportunistic,No,
29173,30-Aug-17,1,48.46,-63.73,Definite,Opportunistic,No,
29172,30-Aug-17,1,48.48,-63.67,Definite,Opportunistic,No,
29171,30-Aug-17,1,48.35,-63.92,Definite,Opportunistic,No,
29170,30-Aug-17,1,48.46,-63.76,Definite,Opportunistic,No,
29169,30-Aug-17,1,48.4,-63.83,Definite,Opportunistic,No,
29168,30-Aug-17,1,48.46,-63.74,Definite,Opportunistic,No,
29167,30-Aug-17,1,48.45,-63.75,Definite,Opportunistic,No,
29166,30-Aug-17,1,48.46,-63.73,Definite,Opportunistic,No,
29165,30-Aug-17,1,48.45,-63.8,Definite,Opportunistic,No,
29164,30-Aug-17,1,48.46,-63.8,Definite,Opportunistic,No,
29163,30-Aug-17,1,48.43,-63.83,Definite,Opportunistic,No,
29162,30-Aug-17,1,48.46,-63.8,Definite,Opportunistic,No,
29161,30-Aug-17,1,48.46,-63.83,Definite,Opportunistic,No,
29160,30-Aug-17,1,48.46,-63.8,Definite,Opportunistic,No,
29159,30-Aug-17,1,48.46,-63.82,Definite,Opportunistic,No,
29158,30-Aug-17,1,48.46,-63.82,Definite,Opportunistic,No,
29157,30-Aug-17,1,48.45,-63.79,Definite,Opportunistic,No,
29156,30-Aug-17,1,48.47,-63.75,Definite,Opportunistic,No,
29155,29-Aug-17,2,50.02,-64.67,Definite,Opportunistic,No,
29154,28-Aug-17,1,48.5,-63.68,Definite,Dedicated Eg Aerial,No,
29153,28-Aug-17,12,48.52,-63.73,Definite,Dedicated Eg Aerial,No,
29152,28-Aug-17,2,48.49,-63.71,Definite,Dedicated Eg Aerial,No,
29151,28-Aug-17,1,48.59,-63.24,Definite,Dedicated Eg Aerial,No,
29150,28-Aug-17,1,48.74,-63.31,Definite,Dedicated Eg Aerial,No,
29149,28-Aug-17,1,48.26,-64.41,Definite,Opportunistic,No,
29147,27-Aug-17,1,48.22,-64.5,Definite,Opportunistic,No,
29146,27-Aug-17,1,48.26,-64.45,Definite,Opportunistic,No,
29145,27-Aug-17,4,48.29,-64.42,Definite,Opportunistic,No,
29144,27-Aug-17,2,48.22,-63.62,Definite,Opportunistic,No,
29143,27-Aug-17,1,48.23,-63.68,Definite,Opportunistic,No,
29142,26-Aug-17,2,48.52,-63.74,Definite,Opportunistic,No,
29141,26-Aug-17,1,48.52,-63.74,Definite,Opportunistic,No,
29140,26-Aug-17,1,48.52,-63.75,Definite,Opportunistic,No,
29139,26-Aug-17,2,48.53,-63.76,Definite,Opportunistic,No,
29138,26-Aug-17,1,48.54,-63.81,Definite,Opportunistic,No,
29137,26-Aug-17,1,48.21,-63.66,Definite,Opportunistic,No,
29136,26-Aug-17,5,48.12,-63.47,Definite,Opportunistic,No,
29129,25-Aug-17,6,48.74,-63.84,Definite,Dedicated Eg Aerial,No,
29128,25-Aug-17,4,48.64,-63.4,Definite,Dedicated Eg Aerial,No,
29127,25-Aug-17,2,48.6,-63.52,Definite,Dedicated Eg Aerial,No,
29126,25-Aug-17,1,48.5,-63.73,Definite,Dedicated Eg Aerial,No,
29125,22-Aug-17,2,48.7,-63.81,Definite,Dedicated Eg Aerial,No,
29124,22-Aug-17,1,48.67,-63.58,Definite,Dedicated Eg Aerial,No,
29123,22-Aug-17,1,48.56,-63.58,Definite,Dedicated Eg Aerial,No,
29122,22-Aug-17,26,48.54,-63.67,Definite,Dedicated Eg Aerial,No,
29121,22-Aug-17,2,48.25,-64.37,Definite,Dedicated Eg Aerial,No,
29120,21-Aug-17,1,48.64,-63.65,Definite,Dedicated Eg Aerial,No,
29119,21-Aug-17,2,48.62,-63.48,Definite,Dedicated Eg Aerial,No,
29118,21-Aug-17,14,48.53,-63.7,Definite,Dedicated Eg Aerial,No,
29117,21-Aug-17,1,48.4,-63.89,Definite,Dedicated Eg Aerial,No,
29116,18-Aug-17,48,48.55,-63.74,Definite,Dedicated Eg Aerial,No,
29115,27-Aug-17,1,44.89,-66.97,Definite,Dedicated Eg Shipboard,No,
29099,3-Aug-17,15,47.9,-64.01,Definite,Opportunistic,No,
29098,21-Aug-17,1,48.64,-63.65,Definite,Dedicated Eg Aerial,No,
29097,21-Aug-17,2,48.62,-63.48,Definite,Dedicated Eg Aerial,No,
29096,21-Aug-17,18,48.53,-63.7,Definite,Dedicated Eg Aerial,No,
29095,21-Aug-17,1,48.4,-63.89,Definite,Dedicated Eg Aerial,No,
29055,22-Aug-17,7,48.56,-63.7,Definite,Opportunistic,No,
29046,31-Jul-17,2,50,-64.45,Definite,Opportunistic,No,
29045,30-Jul-17,1,50.07,-64.53,Definite,Opportunistic,No,
29044,27-Jul-17,1,50.07,-64.28,Definite,Opportunistic,No,
29043,26-Jul-17,1,50.06,-64.32,Definite,Opportunistic,No,
29042,14-Aug-17,1,41.7,-67.12,Definite,US Coast Guard,No,
29015,8-Aug-17,1,47.93,-63.65,Definite,Dedicated Eg Aerial,No,
29014,11-Aug-17,2,47.75,-63.71,Definite,Dedicated Eg Aerial,No,
29013,11-Aug-17,1,48.15,-63.4,Definite,Dedicated Eg Aerial,No,
29012,11-Aug-17,1,47.86,-63.2,Definite,Dedicated Eg Aerial,No,
29011,11-Aug-17,1,47.98,-64.12,Definite,Dedicated Eg Aerial,No,
29010,9-Aug-17,12,47.9,-64.05,Definite,Dedicated Eg Aerial,No,
29009,9-Aug-17,1,48.07,-63.65,Definite,Dedicated Eg Aerial,No,
29008,9-Aug-17,4,48.1,-63.5,Definite,Dedicated Eg Aerial,No,
29007,9-Aug-17,1,48.2,-63.38,Definite,Dedicated Eg Aerial,No,
29006,9-Aug-17,4,48.23,-63.62,Definite,Dedicated Eg Aerial,No,
28991,11-Aug-17,1,48.28,-63.47,Definite,Dedicated Eg Shipboard,No,
28990,11-Aug-17,1,48.3,-63.47,Definite,Dedicated Eg Shipboard,No,
28989,11-Aug-17,1,48.29,-63.47,Definite,Dedicated Eg Shipboard,No,
28988,11-Aug-17,1,48.23,-63.45,Definite,Dedicated Eg Shipboard,No,
28987,11-Aug-17,1,48.26,-63.31,Definite,Dedicated Eg Shipboard,No,
28986,11-Aug-17,1,48.26,-63.31,Definite,Dedicated Eg Shipboard,No,
28967,10-Aug-17,1,47.85,-64.02,Definite,Dedicated Eg Shipboard,No,
28966,10-Aug-17,1,47.85,-64.02,Definite,Dedicated Eg Shipboard,No,
28946,9-Aug-17,1,44.56,-66.48,Definite,Dedicated Eg Shipboard,No,
28927,8-Aug-17,10,47.92,-64.02,Definite,Dedicated Eg Aerial,No,
28926,8-Aug-17,1,48.02,-63.83,Definite,Dedicated Eg Aerial,No,
28908,8-Aug-17,2,48.02,-63.73,Definite,Dedicated Eg Shipboard,No,
28907,8-Aug-17,1,48.02,-63.73,Definite,Dedicated Eg Shipboard,No,
28906,8-Aug-17,1,48.02,-63.72,Definite,Dedicated Eg Shipboard,No,
28889,2-Aug-17,1,48.09,-63.69,Definite,Dedicated Eg Shipboard,No,
28888,2-Aug-17,1,48.07,-63.7,Definite,Dedicated Eg Shipboard,No,
28887,2-Aug-17,1,48.07,-63.7,Definite,Dedicated Eg Shipboard,No,
28886,2-Aug-17,1,48.06,-63.7,Definite,Dedicated Eg Shipboard,No,
28885,2-Aug-17,1,48.05,-63.71,Definite,Dedicated Eg Shipboard,No,
28884,2-Aug-17,1,48.05,-63.71,Definite,Dedicated Eg Shipboard,No,
28883,2-Aug-17,1,48.02,-63.74,Definite,Dedicated Eg Shipboard,No,
28882,2-Aug-17,5,48.02,-63.74,Definite,Dedicated Eg Shipboard,No,
28881,2-Aug-17,1,48.02,-63.74,Definite,Dedicated Eg Shipboard,No,
28880,2-Aug-17,1,48.04,-63.74,Definite,Dedicated Eg Shipboard,No,
28879,2-Aug-17,1,48.04,-63.73,Definite,Dedicated Eg Shipboard,No,
28878,2-Aug-17,1,48.03,-63.73,Definite,Dedicated Eg Shipboard,No,
28877,2-Aug-17,1,48.03,-63.73,Definite,Dedicated Eg Shipboard,No,
28876,2-Aug-17,1,48.03,-63.73,Definite,Dedicated Eg Shipboard,No,
28875,2-Aug-17,1,48.03,-63.73,Definite,Dedicated Eg Shipboard,No,
28874,2-Aug-17,1,48.03,-63.73,Definite,Dedicated Eg Shipboard,No,
28873,2-Aug-17,1,48.03,-63.73,Definite,Dedicated Eg Shipboard,No,
28872,2-Aug-17,1,48.03,-63.73,Definite,Dedicated Eg Shipboard,No,
28871,2-Aug-17,1,48.02,-63.74,Definite,Dedicated Eg Shipboard,No,
28870,2-Aug-17,1,48.02,-63.75,Definite,Dedicated Eg Shipboard,No,
28869,2-Aug-17,1,48.02,-63.75,Definite,Dedicated Eg Shipboard,No,
28868,2-Aug-17,1,48.02,-63.8,Definite,Dedicated Eg Shipboard,No,
28867,2-Aug-17,1,48.02,-63.84,Definite,Dedicated Eg Shipboard,No,
28866,2-Aug-17,1,47.94,-63.83,Definite,Dedicated Eg Shipboard,No,
28856,1-Aug-17,2,47.68,-64.04,Definite,Opportunistic,No,
28855,1-Aug-17,4,47.82,-64.03,Definite,Opportunistic,No,
28854,1-Aug-17,1,47.82,-64.02,Definite,Opportunistic,No,
28853,1-Aug-17,1,47.85,-64.02,Definite,Opportunistic,No,
28852,1-Aug-17,1,47.88,-64.03,Definite,Opportunistic,No,
28851,2-Aug-17,1,44.83,-66.61,Definite,Dedicated Eg Shipboard,No,
28850,2-Aug-17,1,44.8,-66.58,Probable,Dedicated Eg Shipboard,No,
28849,2-Aug-17,2,44.77,-66.63,Definite,Dedicated Eg Shipboard,No,
28840,1-Aug-17,2,44.73,-66.6,Definite,Dedicated Eg Shipboard,No,
28839,1-Aug-17,1,44.88,-66.37,Definite,Dedicated Eg Shipboard,No,
28838,1-Aug-17,4,44.88,-66.38,Definite,Dedicated Eg Shipboard,No,
28837,1-Aug-17,2,44.88,-66.38,Definite,Dedicated Eg Shipboard,No,
28836,1-Aug-17,2,44.88,-66.38,Definite,Dedicated Eg Shipboard,No,
28835,1-Aug-17,1,44.87,-66.38,Definite,Dedicated Eg Shipboard,No,
28834,1-Aug-17,1,44.87,-66.38,Definite,Dedicated Eg Shipboard,No,
28833,1-Aug-17,1,44.87,-66.38,Definite,Dedicated Eg Shipboard,No,
28832,1-Aug-17,1,44.86,-66.43,Definite,Dedicated Eg Shipboard,No,
28831,1-Aug-17,1,44.85,-66.42,Definite,Dedicated Eg Shipboard,No,
28830,1-Aug-17,2,44.86,-66.44,Definite,Dedicated Eg Shipboard,No,
28829,1-Aug-17,1,44.87,-66.48,Definite,Dedicated Eg Shipboard,No,
28828,1-Aug-17,1,44.87,-66.47,Definite,Dedicated Eg Shipboard,No,
28827,1-Aug-17,1,44.88,-66.44,Definite,Dedicated Eg Shipboard,No,
28826,1-Aug-17,2,44.91,-66.42,Definite,Dedicated Eg Shipboard,No,
28806,30-Jul-17,1,43.66,-70.12,Probable,Unknown,No,
28788,31-Jul-17,1,44.83,-66.66,Probable,Dedicated Eg Shipboard,No,
28787,31-Jul-17,1,44.8,-66.51,Definite,Dedicated Eg Shipboard,No,
28786,31-Jul-17,1,44.79,-66.73,Definite,Dedicated Eg Shipboard,No,
28785,29-Jul-17,2,48.03,-62.92,Definite,Dedicated Eg Aerial,No,
28784,29-Jul-17,14,47.65,-63.65,Definite,Dedicated Eg Aerial,No,
28783,29-Jul-17,7,47.79,-63.72,Definite,Dedicated Eg Aerial,No,
28782,29-Jul-17,24,47.72,-64.02,Definite,Dedicated Eg Aerial,No,
28781,29-Jul-17,1,44.74,-66.61,Definite,Dedicated Eg Shipboard,No,
28780,29-Jul-17,2,44.74,-66.61,Definite,Dedicated Eg Shipboard,No,
28779,29-Jul-17,1,44.74,-66.6,Definite,Dedicated Eg Shipboard,No,
28778,29-Jul-17,1,44.74,-66.6,Definite,Dedicated Eg Shipboard,No,
28777,29-Jul-17,3,44.74,-66.6,Definite,Dedicated Eg Shipboard,No,
28776,29-Jul-17,2,44.74,-66.59,Definite,Dedicated Eg Shipboard,No,
28775,29-Jul-17,1,44.74,-66.58,Definite,Dedicated Eg Shipboard,No,
28774,29-Jul-17,1,44.72,-66.55,Definite,Dedicated Eg Shipboard,No,
28773,29-Jul-17,1,44.7,-66.54,Definite,Dedicated Eg Shipboard,No,
28772,29-Jul-17,1,44.69,-66.54,Definite,Dedicated Eg Shipboard,No,
28771,29-Jul-17,1,44.69,-66.54,Definite,Dedicated Eg Shipboard,No,
28770,29-Jul-17,1,44.68,-66.54,Definite,Dedicated Eg Shipboard,No,
28769,29-Jul-17,2,44.67,-66.54,Definite,Dedicated Eg Shipboard,No,
28768,29-Jul-17,1,44.67,-66.53,Definite,Dedicated Eg Shipboard,No,
28767,29-Jul-17,1,44.82,-66.43,Definite,Dedicated Eg Shipboard,No,
28766,29-Jul-17,1,44.83,-66.45,Definite,Dedicated Eg Shipboard,No,
28765,29-Jul-17,2,44.79,-66.48,Definite,Dedicated Eg Shipboard,No,
28764,29-Jul-17,1,44.78,-66.48,Definite,Dedicated Eg Shipboard,No,
28763,29-Jul-17,1,44.78,-66.49,Definite,Dedicated Eg Shipboard,No,
28762,29-Jul-17,3,44.78,-66.49,Definite,Dedicated Eg Shipboard,No,
28761,29-Jul-17,1,44.78,-66.51,Definite,Dedicated Eg Shipboard,No,
28760,29-Jul-17,2,44.74,-66.55,Definite,Dedicated Eg Shipboard,No,
28718,26-Jul-17,3,41.24,-70.09,Definite,Opportunistic,No,
28717,26-Jul-17,2,41.25,-70.17,Definite,Opportunistic,No,
28716,27-Jul-17,1,41.21,-70.12,Definite,Opportunistic,No,
28715,27-Jul-17,3,41.23,-70.14,Definite,Opportunistic,No,
28714,21-Jul-17,2,47.86,-63.76,Definite,Opportunistic,No,
28713,21-Jul-17,1,47.52,-64.2,Definite,Opportunistic,No,
28712,21-Jul-17,1,47.54,-64.21,Definite,Opportunistic,No,
28711,20-Jul-17,1,47.78,-63.92,Definite,Opportunistic,No,
28710,20-Jul-17,1,47.78,-63.92,Definite,Opportunistic,No,
28709,20-Jul-17,1,47.8,-63.93,Definite,Opportunistic,No,
28708,20-Jul-17,1,47.79,-63.9,Definite,Opportunistic,No,
28707,20-Jul-17,1,47.79,-63.9,Definite,Opportunistic,No,
28706,20-Jul-17,1,47.76,-63.91,Definite,Opportunistic,No,
28705,20-Jul-17,1,47.79,-63.91,Definite,Opportunistic,No,
28704,20-Jul-17,1,47.79,-63.92,Definite,Opportunistic,No,
28703,20-Jul-17,1,47.79,-63.92,Definite,Opportunistic,No,
28702,20-Jul-17,1,47.86,-63.9,Definite,Opportunistic,No,
28701,26-Jul-17,10,47.62,-64.13,Definite,Dedicated Eg Aerial,No,
28700,26-Jul-17,12,47.83,-63.8,Definite,Dedicated Eg Aerial,No,
28699,26-Jul-17,14,47.77,-64,Definite,Dedicated Eg Aerial,No,
28698,26-Jul-17,2,47.6,-63.5,Definite,Dedicated Eg Aerial,No,
28684,26-Jul-17,2,44.73,-66.5,Definite,Dedicated Eg Shipboard,No,
28683,26-Jul-17,2,44.73,-66.49,Definite,Dedicated Eg Shipboard,No,
28682,26-Jul-17,1,44.86,-66.51,Definite,Dedicated Eg Shipboard,No,
28681,26-Jul-17,1,44.86,-66.51,Definite,Dedicated Eg Shipboard,No,
28680,26-Jul-17,3,44.86,-66.48,Definite,Dedicated Eg Shipboard,No,
28679,25-Jul-17,15,48.02,-62.77,Definite,Dedicated Eg Aerial,No,
28678,25-Jul-17,1,50.07,-64.37,Definite,Opportunistic,No,
28625,23-Jul-17,1,41.24,-70.09,Probable,Opportunistic,No,
28624,24-Jul-17,10,47.69,-64.18,Definite,Dedicated Eg Aerial,No,
28623,24-Jul-17,23,47.82,-63.86,Definite,Dedicated Eg Aerial,No,
28622,21-Jul-17,15,47.6,-63.46,Definite,Dedicated Eg Aerial,No,
28621,21-Jul-17,3,47.53,-64.14,Definite,Dedicated Eg Aerial,No,
28620,21-Jul-17,16,47.8,-63.9,Definite,Dedicated Eg Aerial,No,
28619,21-Jul-17,1,47.86,-63.89,Definite,Dedicated Eg Aerial,No,
28618,21-Jul-17,13,47.9,-63.82,Definite,Dedicated Eg Aerial,No,
28617,17-Jul-17,1,49.91,-63.45,Definite,Opportunistic,No,
28616,20-Jul-17,1,47.47,-63.45,Definite,Dedicated Eg Aerial,No,
28615,20-Jul-17,1,47.91,-63.74,Definite,Dedicated Eg Aerial,No,
28614,20-Jul-17,1,47.9,-63.75,Definite,Dedicated Eg Aerial,No,
28613,20-Jul-17,2,47.92,-63.73,Definite,Dedicated Eg Aerial,No,
28612,20-Jul-17,1,47.91,-63.75,Definite,Dedicated Eg Aerial,No,
28611,20-Jul-17,1,47.92,-63.73,Definite,Dedicated Eg Aerial,No,
28610,20-Jul-17,1,47.92,-63.74,Definite,Dedicated Eg Aerial,No,
28609,20-Jul-17,1,47.92,-63.74,Definite,Dedicated Eg Aerial,No,
28608,20-Jul-17,3,47.91,-63.74,Definite,Dedicated Eg Aerial,No,
28607,20-Jul-17,1,47.89,-63.73,Definite,Dedicated Eg Aerial,No,
28606,20-Jul-17,1,47.89,-63.75,Definite,Dedicated Eg Aerial,No,
28605,20-Jul-17,1,47.87,-63.75,Definite,Dedicated Eg Aerial,No,
28604,20-Jul-17,1,47.86,-63.76,Definite,Dedicated Eg Aerial,No,
28603,20-Jul-17,1,47.85,-63.76,Definite,Dedicated Eg Aerial,No,
28602,20-Jul-17,1,47.87,-63.75,Definite,Dedicated Eg Aerial,No,
28601,20-Jul-17,2,47.88,-63.74,Definite,Dedicated Eg Aerial,No,
28600,20-Jul-17,1,47.88,-63.74,Definite,Dedicated Eg Aerial,No,
28599,20-Jul-17,1,47.88,-63.74,Definite,Dedicated Eg Aerial,No,
28598,20-Jul-17,1,47.86,-63.75,Definite,Dedicated Eg Aerial,No,
28597,20-Jul-17,1,47.87,-63.76,Definite,Dedicated Eg Aerial,No,
28596,20-Jul-17,1,47.85,-63.74,Definite,Dedicated Eg Aerial,No,
28595,20-Jul-17,1,47.62,-63.47,Definite,Dedicated Eg Aerial,No,
28594,20-Jul-17,1,47.62,-63.47,Definite,Dedicated Eg Aerial,No,
28593,20-Jul-17,1,47.59,-63.46,Definite,Dedicated Eg Aerial,No,
28592,20-Jul-17,1,47.6,-63.46,Definite,Dedicated Eg Aerial,No,
28591,20-Jul-17,1,47.58,-63.45,Definite,Dedicated Eg Aerial,No,
28590,20-Jul-17,1,47.6,-63.46,Definite,Dedicated Eg Aerial,No,
28589,20-Jul-17,1,47.59,-63.46,Definite,Dedicated Eg Aerial,No,
28588,20-Jul-17,1,47.59,-63.46,Definite,Dedicated Eg Aerial,No,
28587,20-Jul-17,1,47.6,-63.44,Definite,Dedicated Eg Aerial,No,
28586,20-Jul-17,1,47.6,-63.47,Definite,Dedicated Eg Aerial,No,
28585,20-Jul-17,1,47.58,-63.46,Definite,Dedicated Eg Aerial,No,
28570,19-Jul-17,4,41.24,-70.03,Definite,Opportunistic,No,
28569,19-Jul-17,1,47.58,-63.99,Definite,Dedicated Eg Aerial,No,
