OBJECTID,Class,GIS_acres,CREATE_DATE,MODIFY_DATE,GlobalID,SHAPE_Length,SHAPE_Area
48,K,10931.48989194,,,{D126F11A-6DA5-46AB-BF76-2693A61741EE},31665.429725317,44238345.7840007
49,K,7345.5030648,,,{9482C29D-C72B-4C03-885C-1EA851562734},27579.7384008041,29726314.3222254
50,K,2264.18867174,,,{4211F3A2-8963-4CA5-B0BB-24A9AAB527A5},17861.3551534202,9162882.86142384
51,R1,2641.94406014,,,{3556156F-01BB-4CDC-963E-E87AC6807DC2},20397.3312854473,10691610.7529513
52,K,13770.806438,,,{BCB33F0E-19DE-432D-A65C-232263B02296},42702.4052865181,55728697.8216661
53,K,231.13850902,,,{BCE9B7F9-B278-4410-844E-32137EC0CB98},5266.69557812754,935388.074940328
54,K,2782.86786584,,,{022A8B14-C4A3-40B3-B607-9D0D03D6B2AE},13523.2515611481,11261911.426302
55,K,1015.21846739,,,{67BAC1F3-A101-4A8E-9DEB-C58AC2436803},8348.37286388815,4108459.69313178
56,K,1195.86039336,,,{6EBA7894-1D8C-4340-AA5A-6A2178B84AEE},14559.0497977209,4839494.53494756
57,K,469.54121876,,,{94EBD451-FA7C-4238-AE81-90BE84A7F009},9458.5513409551,1900173.44395173
58,K,727.59888735,,,{024AA642-D6CE-4A24-849D-32DD53EE3823},8242.65704859118,2944499.92534073
59,K,203.52398758,,,{028C5A7D-2541-417C-BF0C-292529C9561E},6376.48115911053,823635.627627293
60,K,5742.28898508,,,{F1198118-8A64-4BEC-A99A-471231DC8B84},17409.581954809,23238311.3578096
61,K,681.57072913,,,{C3447C5D-9491-4302-9F6A-50F74B0F4E54},9295.99247659319,2758229.83780157
62,K,8.1240863,,,{DEF45ACC-F9E9-4356-A261-2972DFD25053},839.039107220317,32877.1414305402
63,K,7.82466685,,,{E306AB9B-BDAA-4C1F-AE5B-0D914689F29F},668.567492057417,31665.4290702818
64,K,552.63108189,,,{E4633CFA-E016-477F-B9E6-5D50359884A7},7381.64552857332,2236427.52576
65,K,4.36203582,,,{587A73E4-23DC-4611-81B2-7EFBBBA2B663},630.54033817803,17652.6027937807
66,K,36067.94146616,,,{FC947B63-71EB-4E1F-BD12-352F67453773},146414.258897128,145962360.306661
67,K,157.61452075,,,{95E6E2B5-B780-4B0C-979B-46A7DF883E53},4678.74681653681,637845.869005944
68,K,6123.30945233,,,{512AC0FC-6972-4A16-BFF0-CC62F993158D},41972.5965615405,24780252.6071506
69,K,1413.80558033,,,{C3DFB99F-C0A7-4216-B098-1366AD3630A3},15024.7676547807,5721490.91774278
70,K,10659.40846356,,,{1B31CB8F-1F49-403A-A8A8-BD5978E72A1A},62656.2485728045,43137266.9348079
71,K,3824.22407877,,,{763C2CF6-B14A-435A-B7A4-9AE3D8405797},22887.18255307,15476147.2429194
72,K,2264.60619513,,,{EB883701-8012-4527-9351-70858BBE2AE8},12497.617668918,9164572.52535254
73,K,18.74917808,,,{697911F7-A940-47F9-83EF-56E9F3EF47BB},1239.03390506981,75875.5331108438
74,K,25.45950958,,,{678676F7-C382-47A6-BDD2-FA0A5E2E0123},1883.29920980123,103031.389098761
75,K,6029.84838502,,,{5A961BF7-3D57-4AB0-98F7-B257241D73B7},38346.3627814858,24402027.5843949
76,K,3125.61051465,,,{DDAEEE59-1BBB-4313-BEC6-452FE1BA894B},20122.5798505668,12648947.22496
77,K,706.533479,,,{09D25E33-4A14-4C3B-BB98-E0212A225186},10363.8360101577,2859250.90367976
78,K,174.09167662,,,{3D974A35-17F4-4DA3-A86D-7549B53EEE42},7072.55394310554,704526.817908305
79,K,1.13386933,,,{58577B11-AB2A-4C71-84F8-F93A35F92B1C},352.773239155847,4588.62461465707
80,K,10.83473394,,,{286C8EB2-7B0F-4B0F-B15F-E6290852CC21},820.157040749721,43846.7868156817
81,K,78524.81887684,,,{010350BD-BD82-4225-80F9-3BDBD9C1A037},121676.680011091,317779929.765906
82,K,22522.84025109,,,{A5FABC6B-7C0A-4F73-9FB2-3EB0CEAC3EBA},90701.6225478017,91147062.7439176
83,K,15238.01186038,,,{1B4150B4-FCAD-4944-945C-88D0928C3FBE},41939.2340226389,61666291.0914814
84,K,2068.88569968,,,{500DB447-C369-44E0-B774-D91ADFE3D19E},14750.4788118555,8372516.63541235
85,K,19347.45727304,,,{A74FC65C-69E6-40D7-B1FE-AFF5709152A9},109901.09826886,78296692.7057886
86,K,9797.23222593,,,{B1018109-9B61-4453-A1D3-07BE1E51F259},40458.1196715559,39648149.6320505
87,K,31368.78248167,,,{E4C61087-9642-454D-8DE9-418F491DEF70},92625.2007698475,126945463.058014
88,K,22634.92010589,,,{7D50A2B3-26F9-4A78-A8EA-C44A6A69CDD5},99790.9719239011,91600635.6256703
89,K,14625.61839818,,,{FF26BFEE-C960-4662-B3DD-8AD885CDA70F},53628.3757447431,59188012.8325573
90,K,5857.93494156,,,{333E585A-1C94-4D00-9AD7-7001A19B94D6},33593.4779945798,23706315.7983435
91,K,2208.80567242,,,{37E8D395-F503-4734-9F0D-21B7EEF619FF},15902.6879110827,8938754.92473753
92,K,6696.60084885,,,{CC74FF27-22DA-4DED-B2F5-DD4FF044E647},21587.4042640364,27100289.7919062
93,K,12893.76970257,,,{2B31CB9F-3996-4FBA-AC9A-F916D51C573E},29269.1983395914,52179441.9790818
94,K,8584.56785626,,,{33896C4F-6C40-46EF-8BA5-538E01D08267},25529.8789086933,34740651.5475564
95,R1,65.86450329,,,{05AE72E5-BAD8-41BF-AF7F-6114D223CCA9},2459.37427052995,266545.246858374
96,R1,61.17341575,,,{1B992634-F059-462F-8E6E-A81D18E86663},2425.50000587103,247561.013719063
97,R1,143.29427711,,,{B616BD07-C47A-455E-8390-AFDC16A30050},3354.63241850744,579893.668907244
98,R1,1042.02851275,,,{E0966F22-FCFD-4741-9BB5-B2D55576D295},11840.4298073392,4216956.52830595
99,R1,328.95849891,,,{27D8992A-D218-412A-9FE2-BBAC86C353A2},6224.16535967033,1331253.10158562
100,R1,3746.74435626,,,{1CAC323C-A270-4509-8AE5-3EF6D96F7DBF},24291.9539781195,15162596.6848924
101,R1,82.36587873,,,{09BCA8C9-A28F-45A0-89DF-CB50A9F73F50},2370.38092305482,333324.209259878
102,R1,15.10921114,,,{A8319CB7-AE7B-43F7-A88D-A5EF7CBE8FDF},1246.94986372783,61145.0510297431
103,R1,13168.68485747,,,{61A8E005-DB66-402E-8C8D-92D0735A7380},45504.93816604,53291988.558188
104,R1,5935.641127,,,{6A59EA66-F04E-4EC7-8F21-CD02954EC0C3},31972.3212256963,24020782.8229771
105,R1,19615.04920429,,,{E7D6CFF2-0637-43A6-A84B-E9F678D88C26},50676.9457091248,79379603.1324914
106,R1,295.06294472,,,{62BF54C0-55D8-4A76-8873-8FC8C55D64AC},5304.72399786057,1194082.115578
107,R1,11702.62259299,,,{BE5E0042-3571-4FB2-B903-0481C2E831AA},39977.3383097615,47359021.5026303
108,R1,11889.19485548,,,{6991D435-0DCC-437D-BA2F-25A0A3380C09},34052.3424863057,48114055.660235
109,R1,3919.53081358,,,{F29A621B-A3F3-4381-967D-16A7D4819116},21875.3148884071,15861841.4467315
110,R1,79.62987678,,,{D78219DF-4AEE-4D25-BB2E-843B0B508D1B},2455.15603940606,322251.958217295
111,R1,2861.22366389,,,{C623D0EF-8798-4164-ACE3-7659B9F3BE9D},20480.9760749168,11579007.3503094
112,R1,8429.8258181,,,{863E3405-90A1-4A3C-A8E9-575AD3D175DB},30947.7790508983,34114430.2493213
113,R1,1.20301108,,,{C88DC1F3-EA06-44F5-BB2A-2058521B716E},320.354766148765,4868.43247407218
114,R1,5776.69764504,,,{AE9DC5E3-FDBA-4CB4-8F3D-4D697372F852},28923.5659410734,23377558.8174171
115,R1,42.7163897,,,{192FEF10-9043-43C7-B91A-7903D54A398F},2292.25997501048,172867.782617979
116,R1,20327.15896969,,,{19B1F258-4E21-47EB-AD63-95B0F23065A9},41028.224029637,82261420.5562479
117,R1,163.67589194,,,{05917471-48E3-4886-A5C8-190A90C54F6D},6279.60862836686,662375.465356127
118,R1,1.59540242,,,{23CDF2B9-C9E2-4979-A5AD-CB77A1A737ED},343.465066678427,6456.39019802444
119,K,144.67285444,,,{EEC0784F-3B15-4AAA-9611-1956F94D35F2},4281.22267704314,585472.595573587
120,R1,6.93988668,,,{9B3EB5E1-34BD-42AA-90B3-76625770232F},825.709725937412,28084.8365691305
121,R1,7094.84381937,,,{1D967045-09ED-4F6A-9D7F-4CAEB600C82A},27627.6145966096,28711928.3160286
122,R1,411.69490977,,,{D90B9236-D507-4E42-90BB-FCE69F5A5683},7695.878872356,1666076.80710259
123,R1,262.93582133,,,{E2CEBF8E-FB0C-4871-8329-A43DBC193231},4352.0210080254,1064067.74355384
124,R1,430.65214845,,,{6D1D95B8-8FBD-4BB4-ABD1-2F16C3D2C4AE},5177.17966711904,1742794.3349188
125,R1,1102.0977889,,,{8578EDEA-BEA8-4C5D-9947-DD7359150F0B},15810.0250260511,4460049.229825
126,R1,2140.61584866,,,{CB706E1A-2AC0-491D-9EED-2F05EAEA5FA6},13776.6812392508,8662799.40247052
127,R1,4.48400523,,,{DAB8C56E-F184-4955-943B-BFFBE3BF98AC},950.99759325997,18146.1974715876
128,R1,157.26253017,,,{D7F07675-1046-4EF5-AB03-F1FB7989BCDE},3912.83976779238,636421.408016518
129,R1,12918.44605437,,,{5ED25005-9A7E-49A2-81DB-9BBF6A534738},42829.0402986834,52279304.0284779
130,R1,2.0750054,,,{235695AF-31D6-4773-AA24-42031DA9C52F},544.183565879079,8397.28228941817
131,R1,309.04928934,,,{CE81C899-AE10-4434-9C1C-B745A7972E8E},5472.48006405351,1250683.06896536
132,R1,1997.47942489,,,{E2B44E5D-412B-44B0-A82F-200712255AA5},14474.9353975779,8083544.54594136
133,R1,31083.14508041,,,{87625B65-5C3F-43D1-B4C8-0C0789195F9B},79515.1623193595,125789524.915051
134,R1,25533.56095478,,,{B550DA06-FEBC-4816-A17F-CF43D83BE478},69854.0410560597,103331065.55278
135,R1,29.97957495,,,{7544A5E3-7D16-4804-B75B-544C047C49F4},2133.31008077372,121323.517327361
136,R1,371.36099373,,,{F2F63659-E4FF-4D2F-A92C-E5A856A2DBE1},6094.32693115402,1502850.59162298
137,R1,403.33575933,,,{FB7DA813-27B9-4620-928D-FC3854CBB9FF},6758.51563918424,1632248.3911124
138,R1,1181.85971944,,,{A02D09E3-471F-4B4A-9044-2B10B601CB99},12841.3796857833,4782835.59274389
139,R1,7445.94535312,,,{CEEF4665-8924-4424-8BA2-F74D643B3A8C},23881.9217083207,30132791.4562626
140,R1,32.14098767,,,{3C3DAD4A-5256-4D9B-81CD-F99E55676896},1989.98293901552,130070.479006238
141,R1,406.22323417,,,{B409A123-BE62-41B1-AFC6-38CA025A01F4},8606.05340773851,1643933.63359937
142,R1,95.42200633,,,{AB496698-68D0-44F7-827F-959107ED1479},3554.89539979671,386160.692969059
143,R1,388.92669189,,,{D32CC675-5150-4762-A84A-556527D4355A},8426.31292877093,1573936.73240208
144,R1,7507.86275607,,,{CE2DABB6-7999-4AAC-8C3B-8697181C66A8},53969.4188839,30383363.2912681
145,R1,795.6163112,,,{C530A6B5-0769-41F7-84C8-DBE9BC201894},15419.4110861646,3219757.76718788
146,R1,6211.03754333,,,{077F3E28-A394-4116-8128-38B2BC86A869},39419.8571192679,25135277.0057137
147,R1,882.37195603,,,{593992B8-F00B-4CBB-B9F6-D8CFFF559961},15365.0109799787,3570846.80011697
148,R1,2424.38276091,,,{3EF67D4B-8BEA-4587-90CD-F89D7B1DCA19},12055.6269818694,9811167.91491825
149,R1,20.38791496,,,{36F3AE3A-C11F-407B-BFF3-1B4B99DD7959},1554.1660234582,82507.2923071292
150,R1,2336.35491255,,,{76B284CD-8397-47FF-A413-CED4C3B96F88},13301.1258774862,9454930.4364883
151,R1,12.81064606,,,{91725446-4011-43B3-A9D3-82C4F271FB26},1326.25481986929,51843.0512251945
152,R1,555.94896047,,,{C9E8E859-E324-4573-9191-27F968EBC3DB},9460.75539335354,2249854.55731896
153,R1,475.7157811,,,{5556E992-DDCB-4D83-B0BD-E0FE0EC3A721},5609.08948630946,1925161.11047508
154,R1,150.5427472,,,{6FE92CCD-5907-4243-A1A2-A082285F62F8},3228.81168188698,609227.303125065
155,R1,53034.36320498,,,{6D50B956-A87D-4CAD-9044-84FB4078FC08},120506.288216696,214623305.797006
156,R1,2823.2125551,,,{EC945936-4F7F-4E2F-95E9-1338F20C4642},19261.8009783245,11425181.2396032
157,R1,976.18581152,,,{1BB87788-FC6F-42D1-9EF6-C790B42159DA},7895.52788845742,3950499.51164799
158,R1,416.37329291,,,{4C069995-3CAB-47F2-9902-449FFB0E2BF2},7838.94568798909,1685009.62716883
159,R1,1851.83241884,,,{1C1FDFBB-6C71-4CB6-991E-81386E5A6FED},14658.8407724322,7494129.68303915
160,R1,5068.52668207,,,{98D040FD-23DB-43A8-9FDC-11D158BCCDAD},22434.7419601285,20511681.2249142
161,R1,1330.84966141,,,{8014CDD6-67C8-4C77-BD56-6447333F85CF},19795.7190897599,5385778.89108663
162,R1,6295.1249661,,,{189A1BCF-3ECC-4E92-80BF-D830DD3160C4},29728.4725824136,25475568.0842087
163,R1,64.77782896,,,{7E5AD8BD-842A-452D-87F1-7AB39CBCC162},2264.84010911125,262147.614406341
164,R1,290.04716815,,,{A9C7AA60-5F8F-4FB2-957A-DEAA77FD475C},4583.96041920497,1173783.90734988
165,R1,8767.52778315,,,{95990FEA-32E5-4674-9F68-77701116317D},30634.8986583964,35481067.0435377
166,R1,77.02965454,,,{5414AF5C-B858-461D-A92E-6431BD2FD016},2325.28195585131,311729.190341225
167,R1,1423.3963803,,,{1A5F6D3B-00D9-4A6E-99D3-28FEF34CF252},19152.7896705507,5760303.66235562
168,R1,1009.31523918,,,{DC2DE297-B019-40AC-8CDD-CB4DA6D03ACE},10823.9785620882,4084570.08123803
169,R1,18.2787295,,,{E73ADD71-18E0-4835-A51A-7043C529312B},1312.62883431877,73971.6876917378
170,R1,2504.29208937,,,{33D73129-036B-4576-8EBE-DF2CEE3B675E},15657.1412314102,10134550.7784232
171,R1,1675.32030056,,,{DCF7DE0B-29A1-4E3D-8C81-DA34B927522D},13529.6206851663,6779807.64633405
172,R1,17.55987857,,,{A739CEED-81FB-49EF-96C3-9AD81D074101},1119.59029851566,71062.5896216783
173,R1,5930.87644662,,,{1FD4EB30-A297-43C5-B5DD-FA50D0785463},27984.735073201,24001500.7689868
174,R1,2084.78319685,,,{0E98A2F0-C688-4E67-B1A1-18DFD3CD7D92},20280.8015131433,8436851.77947605
175,R1,4609.76887756,,,{6002A8B8-64B5-406D-A4C9-6EE21610F31C},33857.8749676373,18655146.8835335
176,R1,40.88696959,,,{6F84423F-B91C-430B-8170-234973E8FCC6},1905.26600850072,165464.352695109
177,R1,3.29757314,,,{5B5D9C37-DE5C-4B21-8A30-6471CCAB4411},500.390228209442,13344.858049168
178,R1,2741.24300384,,,{0920055F-DA55-4405-B1CF-89D55F9E1563},19752.3949698504,11093460.9170992
179,R1,58.43481604,,,{2D223A90-6690-41B8-976D-3173F5B656C7},2109.71693254687,236478.249858469
180,R1,9370.53451677,,,{D0B22E36-E32F-4A63-A559-3732F342C74C},30068.5895948097,37921358.4087513
181,R1,435.36080357,,,{622109CA-137D-4AE4-A3F6-7BD46E044A8B},7164.99485032444,1761849.66181858
182,R1,23522.31216494,,,{ED205D9E-4DF3-4F77-8E3E-BCCFD2A28DCE},64291.3451380532,95191798.1425915
183,R1,998.83748606,,,{A3358694-DA36-4421-92CF-76CFB2609AF0},16272.0368772519,4042167.95033746
184,R1,238.46744287,,,{F36E98D5-DE02-461D-8FB5-CD04AE02697A},8543.42804441461,965047.335770736
185,R1,5097.17678001,,,{C422B6DE-F6A6-4632-B1C0-0EE9796847EB},21235.32223283,20627624.518277
186,R1,4576.81003599,,,{46EAE002-1CED-49DC-A771-2BCEE405B15C},26235.8034239768,18521766.6540776
187,R1,98555.90494628,,,{FDAEB908-2653-44F5-8275-6EB1D9A97307},144051.160800107,398843181.045259
188,R1,2823.22587742,,,{6644DB05-D33A-499D-8B85-A21310137715},16618.5652045799,11425235.1533488
189,R1,1448.5569394,,,{436EC2AF-2FD4-4FE7-99CF-98B952044573},9940.74330012607,5862125.23697095
190,R1,463.20823522,,,{B7B2536A-8A13-4122-859D-AB1EB2029C69},8515.06317488605,1874544.66703564
191,R1,882.59447028,,,{73BD17FA-8A21-41E7-AF7D-0A3D69D195F3},10878.5985423696,3571747.28689985
192,R1,1780.39664685,,,{B7EC7869-6C4C-4E9A-A443-5A5240EE0EFE},11876.0366302103,7205038.22210561
193,R1,1186.35929391,,,{6351FB3A-F417-4064-97A7-F61E1A843361},15705.0270578938,4801044.79690329
194,R1,2.3436923,,,{074AD205-CDCB-47EE-9B84-0667C9339317},795.28479446946,9484.62391972425
195,R1,3068.78573031,,,{BFC2C50F-FCED-41C5-A7DD-CE97A917F2FE},36722.6823076159,12418984.5681163
196,R1,961.47708968,,,{4930E562-51E9-4813-B6B4-36C485F50512},8754.71984249922,3890975.18976887
197,R1,131.5658005,,,{79632567-F577-43B9-9E81-6CBA9F4B724C},3275.24686339224,532430.019481385
198,R1,574.88674758,,,{D5019F5B-0734-4767-8175-941BC6252E5D},10343.1785380017,2326493.36710888
199,R1,141.3408038,,,{99084F02-55AD-4AC2-B303-0763E037DB5E},3559.22490216957,571988.211495572
200,R1,8478.07303177,,,{B11FF147-CD19-4156-8150-DEDC95B332DB},31864.1971642186,34309680.5713379
201,R1,325.93573329,,,{5FD47F23-5D37-43E2-9FB2-DA2E47D96467},6539.76996625599,1319020.35452863
202,R1,25.85474038,,,{C30D4AE7-2AF1-44B9-B89B-E80B6E4944CF},1515.44639037181,104630.837739316
203,R1,3923.15579672,,,{CE657C20-3BD7-4FFB-9093-8610DD50692E},29872.3140730406,15876511.2912779
204,R1,1286.8581677,,,{D03684C3-9BFB-4C1E-BC6C-61ABD9C30AEC},9871.67277287897,5207750.9251436
205,R1,1186.25873885,,,{69DE4165-6A6B-43C2-B1AD-A76A6CBDA902},9192.71787243807,4800637.86340072
206,R1,325.80341426,,,{278DCCDC-CF2A-4516-9AA1-39D605D9E7B8},5363.99735808266,1318484.87627428
207,R1,20981.54796695,,,{F6545841-5BEB-4C36-AAA3-4F7304887543},60933.5449402431,84909649.3909388
208,R1,5971.93635456,,,{BFACF439-B281-48AE-876E-871E02141D97},25013.3791047851,24167664.9811417
209,R1,3375.25458961,,,{067A5825-417A-4E96-B240-BFE534EA492F},18189.6585362661,13659224.9657189
210,R1,861.37622751,,,{6B4208E8-26BA-4722-9703-0F0F67A638AC},8957.15393013847,3485879.76381907
211,R1,8376.20065661,,,{71EDCC59-B1B8-4AC7-961B-3B77B0DC9834},31790.5273791904,33897416.0582193
212,R1,1085.49932868,,,{BE51070F-0176-4ED7-BEF9-1FC3B7EDF1CC},8384.91308324857,4392877.37768631
213,R1,3232.24901172,,,{0D93A504-5418-4F10-AA3D-C6B82A28F4BE},14019.4445766036,13080499.6257844
214,R1,2121.60842148,,,{03B5F275-19E4-497D-9C1B-686C9280C590},15904.7894606493,8585878.76819971
215,R1,1789.59946083,,,{CD7FF3B5-A967-4158-BBA4-321167ADA8F5},14904.6641874567,7242280.83692431
216,R1,19804.94402696,,,{E5F92C03-4B2A-4B90-87BA-72668A158AD1},70826.4952846297,80148083.2674931
217,R1,76046.80228236,,,{6CA47D3C-7519-421A-8499-E2A2FB4F1099},159271.823160788,307751712.56507
218,R1,2309.8982259,,,{84F24A71-7DE2-412E-86DB-B527B0B12353},15336.1297824291,9347863.59895601
219,R1,75.74905223,,,{1B9651D4-0677-4CF0-AC0F-71D6ADBD3EC0},2578.12321138509,306546.756095825
220,R1,1.96684718,,,{8C2DA709-3244-437A-9561-AA05093EBC3B},546.998148530931,7959.57978106151
221,R1,24284.64199851,,,{BC48E455-79F6-470A-AEB1-7847590B4C18},58743.889559569,98276849.7789292
222,R1,258.25477596,,,{423ED873-8B92-4767-AA4A-F649C2C02D63},7299.00724187711,1045124.14981707
223,R1,1202.49321348,,,{D7C66B1F-0957-4EB1-8830-2EF16F02AD04},14368.1196062094,4866336.7122607
224,R1,74290.26424932,,,{19ED52FE-EE2C-4EAE-AB69-84A3E02FEFD3},131270.130037867,300643227.110997
225,R1,44.29571169,,,{9C36177A-D7A6-497D-AA84-7930F285A390},4493.88609723296,179259.097344529
226,R1,6.37499463,,,{788D4C1E-F91E-4A9D-8CDE-34BAAFFBF9EE},952.803809478458,25798.7904305542
227,R1,193.96076158,,,{555E6308-53FF-4249-9780-BC7D04B6C43F},4469.96527080144,784934.471356971
228,R1,4.09782374,,,{C57F1C44-1925-47C2-B09A-62DBAB4242A5},555.475813276187,16583.3702231844
229,R1,30.3769666,,,{51111C95-1FDA-4CD5-B429-67BFAB2372DB},1445.56339709183,122931.710672763
230,R1,21.76789782,,,{11A423B6-8E48-4698-BC62-8E4CC42AC1C0},1836.97582640126,88091.9070145039
231,R1,6.37092279,,,{7E20C4EA-5A92-474B-88D7-702D6848FF60},835.800822126145,25782.3122198852
232,R1,15.66850382,,,{A7DB57DE-DD87-48EB-82AD-96E151C106AD},1114.95160774045,63408.4371884685
233,R1,28.60503489,,,{F25E3722-FB63-4B6F-B978-5B6DC8FEB71B},3493.65270033115,115760.928974186
234,R1,3.18770164,,,{40E5C537-A66F-4FB7-B5A1-75C68C9B1068},759.225280923803,12900.222127239
235,R1,2333.02468444,,,{5E990F91-250F-44B8-B13B-A41AFE579B4D},13438.3476514612,9441453.42797449
236,R1,4.37207968,,,{64982E7A-4322-4BCA-B59E-07CDC129D6AC},565.006806663394,17693.2490090026
237,R1,1.84255703,,,{332EC36D-5E35-4236-8725-03C8EC616C30},508.846685343568,7456.59337187459
238,R1,159.60212882,,,{AB8AB500-8C2D-4078-B81C-7B5A4FEE2EAA},6467.79926232768,645889.46543094
239,R1,913.82578485,,,{15464A4B-8841-48A8-B271-FFAAB29C51EB},13098.6566186724,3698136.43485195
240,R1,4.63212079,,,{203758ED-3E11-4FC6-8665-BA735B74C080},747.763301286753,18745.6022391457
241,R1,32.41732884,,,{22EBDCDB-A756-424B-9918-8FE12BF9BB73},2004.72272013526,131188.796515191
