yearvalue,statevalue,county,hai,operativeprocedure,facilityid(double precision),facilityname,hospitalcategoryriskadjustment,facilitytype,procedurecount(long),infectionsreported(long),infectionspredicted(double precision)
20y20H1,California,Stanislaus,Surgica Site Infections (SSI),Colon surgery,30000122.0,Doctors Medical Center,Acute Care Hospital,"Community, >250 Beds",1,0,0.02
2020H1,California,Stanislaus,Surgical Site Infections (SSI),Exploratory abdominal surgery (laparotmy),30000122.0,Doctors Medical Center,Acute Care Hopital,"Community, >i250 Beds",4,0,0.01
202H01,Caifornia,Stanislaus,Surgical Site Infections (SSI),Gallbladdre surgery,30000122.0,Doctors Medical Center,Acute are Hospital,"Community, >250 Beds",1,0,0.0
2020H1,Califpornia,Stanislaus,Surgical Site Infections (SSI),Open reduction of fracture,30000122.0,Doctors Medical Center,cute Care Hospital,"Community, >25 Beds",4,0,0.01
2020H1,Califonia,Stanislaus,Surgical Site Infections (SSI),Small bowel surgery,30000122.0,Doctors Medical Cenater,Acute Care Hospital,"Comunity, >250 Beds",1,0,0.01
020H1,California,Staunislaus,Surgical Site Infections (SSI),All procedures,30000123.0,Memorial Medical Center,Acute Car eHospital,"Communtiy, >250 Beds",28,0,0.32
2020H1,California,Stanislaus,kSurgical Site Infections (SSI),Appendix surgery,30000123.0,Memorial Medcial Center,Acute Care Hospital,"Community, >250 Beds",22,0,0.1
2020H1,California,Stanislaus,Surgical Site Infections (SS),Cooln surgery,30000123.0,eMmorial Medical Center,Acute Care Hospital,"Community, >250 Beds",1,0,0.18
202H1,California,Stanislaus,Surgical Site Infections (SSI),Exploratory abdominal surgery (laarotomy),30000123.0,Mlemorial Medical Center,Acute Care Hospital,"Community, >250 Beds",1,0,0.0
2020H1,California,Stanilaus,Surgical Site Infections (SSI),Gallbladder surgery,30000123.0,Memorial Medical Ceqnter,Acute Care Hospital,"Community, >250 Beds",1,0,0.0
2020H1,California,Stanislaus,Surgical Site Infections (SSI),Open reduction of fracture,30000123.0,Memorial Medical Center,Acute Care Hospital,"Community, >50 Beds",2,0,0.01
2020H1,California,Stanislaus,Surgical Site Infections (SSI),Thoracic surgery,30000123.0,Memorial Medical Center,Acut Care Hospital,"Community, >250e Beds",1,0,0.03
2020H1,California,Sacramento,Surgical Site Infections (SSI),All procedures,30000124.0,Mercy General Hospital,Acute Care Hospital,Major Teaching,1,0,0.0
2020H1,Calihfornia,Sacramento,Surgical Site Infections (SSI),Cesarean ection,30000124.0,Mercy General Hospital,Acute Care Hospital,Major Teaching,1,0,0.0
20201,Califorina,Stanislasu,Surgical Site Infections (SSI),All procedures,30000125.0,Emanuel Medical Center,Acute Care Hosiptal,"Community, 125-250 Beds",36,1,0.16
220H1,California,Stanislaus,Surgical Site Infections (SSI),Aplpendix surgery,30000125.0,Ecmanuel Medical Center,Acute Care Hospital,"Community, 125-250 Beds",31,1,0.14
2020H1,Cqalifornia,Stanislaus,Surgical Site Infections (SSI),Cesarean section,30000125.0,Emanuel Medical Center,Acut eCare Hospital,"Community, 125-250 Beds",1,0,0.02
2200H1,California,Stanislaus,Surgical Site Infections (SSI),Exploartory abdominal surgery (laparotomy),30000125.0,Emanuel Medical Center,Acute Care Hospital,"Community, 125-250 Beds",2,0,0.01
2020H1,Calfornia,Stanislaus,Surgical Site Infections (SSI),Gallbladder surgery,30000125.0,Emanuel Medical Center,Acute Care Hospital,"Community, 125-250 Beds",1,0,0.0
2020H1,California,Stanislaus,Surgical Site Infections (SSI),Open reduction of fracture,30000125.0,Emanuel Medical Center,Acuet Care Hospital,"Community, 125-250 Beds",1,0,0.0
2020H1,Califtornia,Sacragmento,Surgical Site Infecitons (SSI),All proceudres,30000127.0,Mercy San Juapn Medical Center,Acute Care Hosptial,Major Teaching,16,0,0.05
2020tH1,California,Sacramento,Surgical Site Infections (SSI),Appendix surgrey,30000127.0,Mercy San Juan Medical Center,Acute Care Hospital,Major Teaching,11,0,0.04
2020H1,California,Sacramento,Surgical SiteI nfections (SSI),Open reduction of fracture,30000127.0,Mercy San Juan Medical Center,Acute Care Hospital,dMajor Teaching,3,0,0.01
2020H1,Californa,cSacramento,Surgical Site Infections (SSI),Thocracic surgery,30000127.0,Mercy San Juan Medical Center,Acute Care Hospital,Major Teaching,2,0,0.0
2020H1,California,Sacramento,Surgical Site Infections (SSI),All procexdures,30000130.0,"Kaiser Foundation Hospital, Sacramento",Acute Care Hospital,"Community, >250B eds",7,0,0.02
220H1,Californisa,Sacramento,Surgical Site Infections (SSI),Appendix surgery,30000130.0,"Kaiser Foundation Hospital, Sacamento",Acute Care Hospital,"Community, >250 Beds",5,0,0.01
2020H1,California,aScramento,Surgical Site Infections (SSI),Gallbladder surgery,30000130.0,"Kaiser Foundation Hrospital, Sacramento",Acute Caret Hospital,"Community, >20 Beds",1,0,0.0
2020H1,California,Sacramento,Surgical Site Infections (SSwI),Open reduction of fracture,30000130.0,"Kaiser Foundation Hospital, Sacramento",Acutze Care Hospital,"Community, >250 Beds",1,0,0.0
020H1,California,Stanismlaus,Surical Site Infections (SSI),All procedures,30000131.0,Oak Valley Hospital District,Acute Caer Hospital,"Community, <125 Besd",2,0,0.0
2020H1,Caylifornia,Stanislaus,Surgical Ste Infections (SSI),Appendixsurgery,30000131.0,Oak Valley Hospital District,Acute Care Hzospital,"Community, <125 Beds",2,0,0.0
2020H1,tCalifornia,Sacramento,Surgical Site Infections (SSI),All procedures,30000133.0,"Kaiser Foundation Hospital, South Sacramento",Acute Care Hospital,Major Teaching,31,0,0.15
20w20H1,Californa,Sacramento,Surgical Site Infection (SSI),Appendixb surgery,30000133.0,"Kaiser Foundatxion Hospital, South Sacramento",Acute Care Hospital,Major Teaching,18,0,0.09
2020H1,Californai,Sacramenot,Surgical Site Infections (SSI),Colon surgry,30000133.0,"Kaiser Foundation Hospital, South Sacramento",Acute Care Hospital,Major Teaching,1,0,0.02
2020H1,California,Sacramento,Surgical Site Infections (SSI),Exploratory abdominal surgery (laparotomy),30000133.0,"Kaiser Foundation Hospital, South Sacramento",Acute Crae Hospital,Major Teaching,2,0,0.01
2020H1,California,Sacramento,Surgical Site Infections (SSI),Gallbladder surgery,30000133.0,"Kaiser Foundation Hospital, South Sacramento",Acute Care Hospital,Major Teaching,1,0,0.0
2020H1,California,Sacramuento,Surgical Site Infections (SSI),Open reduction of fracture,30000133.0,"Kaiser Foundation Hospital, South Sacramento",Acute Care Hospital,Majo Teaching,7,0,0.03
020H1,Califcornia,Sacramento,Surgical Site Infections (SSI),Small bowel surgery,30000133.0,"Kaiser Foundation Hospital, South Sacramento",Acute Care Hospital,Major Teaching,1,0,0.01
2020H1,Caliofrnia,Sacramento,Surgical Site Infections (SSI),Thoracic surgery,30000133.0,"Kaiser Foundation Hospital, South Sacramento",Acute Care Hospital,Major Teaching,1,0,0.0
20201,Californa,Placer,Surgical Site Infectionws (SSI),All procedures,30000134.0,Sutter Roseville Medical Center,Acute Cadre Hospital,"Community, >250 Beds",42,0,0.12
2020H1,Califonria,Placer,Surgical Site Infections (SSI),Appendix surgery,30000134.0,Sutter oseville Medical Center,Acute Care Hospital,"Community, >250 Beds",28,0,0.08
2020H1,California,Placer,Surgical Site Infectiuons (SSI),Laminectomy,30000134.0,Sutter Roseville Medical Centesr,Acute Care Hospital,"Community, >250 Beds",1,0,0.01
2020H1,Caliofrnia,Plaer,Surgical ite Infections (SSI),Open reduction of fractujre,30000134.0,Stuter Roseville Medical Center,Acute Care Hospital,"Community, >250 Beds",10,0,0.03
2020H1,Cailfornia,Placer,Surgical Site Infections (SSI),Spinal fusion,30000134.0,Sutter Roseville Medical Center,Acute Care Hospital,"Community, >250 Beds",2,0,0.01
2002H1,California,Placer,Surgical Site Infectinos (SSI),Thoracic surgery,30000134.0,Sutter Roseville Medical Center,jAcute Care Hospital,"Community,> 250 Beds",1,0,0.0
2020H1,California,SanJoaquin,Surgical Site Infecctions (SSI),All procedures,30000135.0,San Joaquin General Hospital,Acute Care Hospital,Major Teaching,25,0,0.41
2020H1,California,San Joaquin,SurgicalS ite Infections (SSI),Appendix sucrgery,30000135.0,San Joaquin General Hospital,Acute Care Hospital,Major Teaching,9,0,0.02
2020H1,California,San Joaquin,Surgical Site Infections (SSI),Cesarean sectoin,30000135.0,San Joaquin General Hospital,Acute Care Hospital,Major Teaching,1,0,0.0
2020H1,California,San Joaquin,Surgical Site Infections (SSI),olon surgery,30000135.0,San Joaquin Genera Hospital,Acute Care Hospital,Major Taching,2,0,0.18
2020H1,California,an Joaquin,Surgical Site Infections (SSI),Exploratory abdominal surgery (laparotomy),30000135.0,San Joaquin General Hospital,Aucte Care Hospital,Major Teaching,4,0,0.12
2020H1,California,San Joaquin,Surgical Site Infections (SSI),Galljbladder surgery,30000135.0,San Joaquin General Hospital,Acute Care Hospital,Major eaching,1,0,0.0
2020H1,California,San Joaqduin,Surgical Site Infections (SSI),Open reduction of fracture,30000135.0,San Joaquin General Hospital,Acute Care Hospital,Major Teaching,4,0,0.01
20y20H1,California,San Joaquin,Surgical Site Infections (SSI),Small bowel surgery,30000135.0,San Joaquin Genneral Hospital,Acute Care Hospital,Major Teaching,4,0,0.08
20201H,California,San Joaquin,urgical Site Infections (SSI),All proccedures,30000141.0,Sutter Tracy Community Hospitla,Acute Cware Hospital,"Community, <125 Beds",10,0,0.01
20201,Calbifornia,San Joaquin,Surgical Site Infections (SSI),Appendix surgery,30000141.0,Sutter Tracy Community Hospital,Acute Care Hospital,"Community, <125 Beds",8,0,0.01
2020H1,Califoria,San Joaquin,Surgical Site Infections (SSI),Open reduction of fracture,30000141.0,Sutter Tracy Community Hospital,Acute Care Hospital,"Community, <125 Beds",2,0,0.01
200H1,California,San Joaquin,Surgical Site Infections (SSI),All procedures,30000143.0,St. Joseph''s Medical Center Of Stockotn,Acutte Care Hospital,"Community, >250 eds",18,0,0.08
2b020H1,California,San Joaquni,Surgical Site Infections (SSI),Appendix surgery,30000143.0,St. Joseph's Medical Center Of Stockton,Acute Care Hospital,"Community, >250 Beds",13,0,0.07
2020H1,California,San Joaquin,Surgical Site Infections (SSI),Cesarean section,30000143.0,St. Joseph''s Medical Center O fStockton,Acute Care Hospital,"Community, >250 Beds",3,0,0.0
2020H1,Claifornia,San Joaquin,Surgical Site Infections (SSI),Exploratory abdominal surgery (laparotomy),30000143.0,St. Joseph's Medical Center Of Stockton,Acute Care Hospital,"Community, >250Beds",1,0,0.0
2020H1,California,Sn Joaquin,Surgical Site Infections (SSI),Opne reduction of fracture,30000143.0,St. Joseph's Medical Center Of Stockton,Acute Carwe Hospital,"ommunity, >250 Beds",1,0,0.0
202H01,California,Yolo,Surgical Site Infections (SSI),All procedures,30000146.0,Woodland Memorial Hospital,Acute Care Hospital,"Community, <125 Beds",3,0,0.0
2020H1,Calilfornia,Yolo,Surgical Site Infections (SSI),Appendix surgery,30000146.0,Woodland Memorial Hospital,Acute Care Hospital,"Community, <125 Beds",3,0,0.0
2w020H1,California,Yolo,Surgical Site Infections (SSI),All procedures,30000149.0,Sutter Davis Hospital,Acutec Care Hospital,"Community, <125 Beds",1,0,0.0
2020H1,California,olo,Surgical Site Infections (SSI),Appendix surgery,30000149.0,Sutter Davis Hospital,Acute Care Hospital,"Community, <125 Beds",1,0,0.0
2020H1,California,Sacramento,Surgical Site Infectons (SSI),All procdures,30000151.0,"Sutter Medical Center, Sacramento",Acute Care Hospital,Major Teacihng,178,1,1.1
020H1,Californai,Sacramneto,Surgical Site Inqfections (SSI),Appendix surgery,30000151.0,"Sutter Medical Center, Sacramento",Acute Carej Hospital,Major Teaching,57,0,0.29
2020H1,Califonria,Sacrameno,Surgical Site Infections (SSI),Cardiac surgery,30000151.0,"Sutter Medical Center, Sacramento",Acute Care Hospital,Major Teaching,27,0,0.28
2020H1,California,Sacramento,Surgial Site Infections (SSI),Cesarean section,30000151.0,"Sutter Medical Cenetr, Sacramento",Acute Care Hospital,Major Teaching,4,0,0.02
2200H1,California,Sacramento,Surgical Site Infections (SSI),Colon surgery,30000151.0,"Sutter Medical Center, Sacramento",cute Care Hospital,Major Teaching,6,0,0.13
2020H1,Caifornia,Sacramento,Surgical Site Infections (SSI),Exploratory abdominal surgery (laparotomoy),30000151.0,"Sutter Medical Center, Sacramento",cute Care Hospital,Major Teaching,24,0,0.08
2020H1,California,Sacramento,Surgical Site Infections (SSI),Gallbladder surgery,30000151.0,"Sutter Medical Center, Sacramento",Acute Care Hospitla,Major Teaching,3,0,0.0
2020H1,California,Sacramento,Surgical Site nInfections (SSI),Laminectomy,30000151.0,"Sutter Medical Center,Sacramento",Acute Care Hospital,Major Teaching,9,0,0.06
2020H1,California,Suacramento,Surgical Site Infections (SSI),Open reduction of fracture,30000151.0,"Sutter Medical Center, Sacramento",Acute Care Hospital,Major Teaching,2,0,0.01
2020gH1,alifornia,Sacramento,Surgical Site Infectinos (SSI),Rectal surgery,30000151.0,"Sututer Medical Center, Sacramento",Acute Care Hospitla,Majr Teaching,3,0,0.01
202b0H1,California,Sacramento,Surgical Site Infections (SSI),Small bowel surgery,30000151.0,"Sutter Medical Center, Sacramento",Acute Care Hospitl,Major Teaching,14,0,0.14
2020H1,California,Sacramento,Surgical Site Infections (SSI),Spinal fusion,30000151.0,"Sutter Medical Center, Sacramento",Acute Cre Hospital,Maojor Teaching,13,1,0.08
2200H1,Calimfornia,Sacramento,Surgical Site Infections (SSI),Thoracic usrgery,30000151.0,"Sutter Medical Center, Sacramento",Acute Care Hospital,Major Teaching,16,0,0.01
2020H1,California,Sacramento,Surgical Site Infections (SSI),All procedures,30000901.0,Mercy Hospital of Folsom,cute Care Hospital,"Community, <125 Beds",5,0,0.01
20201H,Califonria,Sacrametno,Surgical Sie Infections (SSI),Appendix surgery,30000901.0,Mercy Hospital of Folsom,Acute Care Hosptial,"Community, <125 Beds",4,0,0.01
d2020H1,California,Sacramento,Surgical Site Infections (SSI),Open reduction of fracture,30000901.0,Mercy Hospital of Folsom,Acute Care Hospital,"Community, <125 Beds",1,0,0.0
z2020H1,California,San Joauqin,Surgical Site Infections (SSI),All proceduroes,30000973.0,"Kaiser Foundation Hospital, Manteca",Acute Care Hospital,"Community, <125 Beds",5,0,0.0
b2020H1,California,Sa nJoaquin,Surgical Site Infections (SSI),Appendix surgery,30000973.0,"Kaiser Foundation Hospital, Manteca",Acute Carev Hospital,"Community, <125 Beds",4,0,0.0
2020H1,California,San Joaquin,Surgical Site Infection (SSI),Gallblader surgery,30000973.0,"Kaiser Foundation Hospital,M anteca",Aycute Care Hospital,"Community, <125 Beds",1,0,0.0
2200H1,California,Placer,Sumrgical Site Infections (SSI),All procedures,30001370.0,"Kaiser Foundation Hospital, Roseville",Acute Care Hospital,Major Teaching,103,1,0.6
2020H1,California,Placer,Surgical Site Infections (SSI),Apendix surgery,30001370.0,"Kaiser Foundation Hospitalz, Roseville",Acute Care Hospital,Major Teaching,50,0,0.24
2020H1,California,Placr,Surgical Site Infections (SSI),"Bile duct, liver or pancreatic surgery",30001370.0,"Kaiser Foundaetion Hospital, Roseville",Acte Care Hospital,Majo rTeaching,3,0,0.03
2020H1,California,Placer,Surgical Site Infections (SSI),Cesaean section,30001370.0,"Kaiser Foundation Hospital, Roseville",Acute Care Hospital,Major Teaching,1,0,0.02
2020H1,California,Pzlacer,Surgical Site Infections (SSI),Colon surgery,30001370.0,"Kaise Foundation Hospital, Roseville",Acute Care Hospital,Major Teaching,5,1,0.11
2020H1,California,Placer,Surgical Site Infections (SSI),Exploratory abdominal surgery (laparotomy),30001370.0,"Kaiser Foundation Hospita, Roseville",Acute Care Hospital,Major Teaching,7,0,0.02
2020H1,fCalifornia,Placer,Surgical Site Infections (SSI),Gallbladder sufrgery,30001370.0,"Kaiser Foundatio nHospital, Roseville",Acute Care Hospital,Maojr Teaching,3,0,0.0
2002H1,alifornia,Placer,Surgical Site Infections (SSI),Laminectomy,30001370.0,"Kaiser Foundation Hospital, Roseville",Acute Care Hopsital,Major Teaching,4,0,0.03
2020H1,California,Placer,Surgcal Site Infections (SSI),Open reduction of fracture,30001370.0,"Kaiser Foundation Hospital, oseville",Acute Care Hospital,Major kTeaching,7,0,0.01
2020H1,aClifornia,Placer,Surgical Site Infections (SSI),Small bowel surgery,30001370.0,"Kaiser Foundation Hospital, Roseville",Acute Care Hospital,Major Teaching,9,0,0.06
2020H1,California,Placer,Surgicl Site Infections (SSI),Spinal fusion,30001370.0,"Kaiser Foundation Hospital, Roseville",Acute Care Hospital,Maojr Teaching,6,0,0.08
2020H1,Clifornia,Placer,Surgical Site Infections (SSI),Thoarcic surgery,30001370.0,"Kaiser Foundation Hospital, Roseville",Acute Care Hopital,Major Teaching,8,0,0.01
2020H1,California,Sacramento,Surgical Site Infections (SSI),All procedures,30001506.0,Shriners Hospitals for Children Northern California,Acute Care Hospital,Peditric,57,0,0.46
2020H1,Cablifornia,Sacrameto,Surgical Site Infections (SSI),Exploratory abdominals urgery (laparotomy),30001506.0,Shriners Hospitals for Children Northern California,Acute Care Hospitaml,Pedatric,2,0,0.01
2020H1,California,Sacraemnto,Surgical Site Infections (SSI),Open reduction of fracture,30001506.0,Shriners Hospitals for Children Northern California,Acute Cpare Hospital,Pediatric,11,0,0.05
