ObjectId,APNO,MixedUse,SqFootage,ProjType,Rooms,Units,BldLots,NonBldLots,AppType,WorkType,SubWrkType,ProjName,Category,BOZA,BOZADate,PC,PCDate,LDT,LDTDate,DRC,DRCDate,STNO,PreDir,Address,Suffix,PostDir,SubD,CreYear,LastYear,XCoord,YCoord,Latitude,Longitude
15,18ZONE1071,1,28250,commercial,0,0,0,0,ZONE,ZONE,LZONE,Stone Bluff Rd,commercial,,,,,,,,,6875,S,HURSTBOURNE,PKY, , ,2018,2018,1245867.128,242503.1079,38.157852,-85.622215
16,18ZONE1069,0,0,single-family,0,0,121,5,ZONE,ZONE,LZONE,3617 Mud Ln,single family,,,,,,,,,3617, ,MUD,LN, , ,2018,2018,1224865.637,218759.5379,38.091777,-85.69395
17,18ZONE1068,0,0,single-family,0,0,34,2,ZONE,ZONE,LZONE,4229 Taylorsville Rd,single family,,,,,Sent to PC,11/29/2018,,,4229, ,TAYLORSVILLE,RD, , ,2018,2018,1248864.399,265107.431,38.220039,-85.612955
18,18ZONE1067,0,9000,contractor,0,0,0,0,ZONE,ZONE,LZONE,Southside Dr,industrial,,,,,,,,,7328, ,SOUTHSIDE,DR, , ,2018,2018,1202021.993,239480.5675,38.14766,-85.774505
19,18ZONE1066,0,473,private club,0,0,0,0,ZONE,ZONE,LZONE,4717 Preston Hwy,commercial,,,,,,,,,4717, ,PRESTON,HWY, , ,2018,2018,1218824.217,250816.9434,38.179535,-85.716713
20,18ZONE1064,0,0,multi-family,0,24,0,0,ZONE,ZONE,LZONE,Shelby Parkway Apartments,multi family,,,,,,,,,927, ,SHELBY,PKY, , ,2018,2018,1212770.39,270139.1674,38.23232,-85.738857
21,18ZONE1063,0,38850,retail,0,0,0,0,ZONE,ZONE,LZONE,Freys HIll Commerical,commercial,,,,,,,,,3331, ,FREYS HILL,RD, , ,2018,2018,1265726.549,291737.9514,38.29383,-85.555582
22,18ZONE1062,0,0,single-family,0,0,22,1,ZONE,ZONE,LZONE,814 Vine St,single family,,,Approved,11/15/2018,Sent to PC,10/25/2018,,,814, ,VINE,ST, , ,2018,2018,1214234.212,272982.4766,38.240192,-85.733921
23,18ZONE1061,0,0,single-family,0,0,34,2,ZONE,ZONE,LZONE,Factory Lane,single family,,,Approved,11/01/2018,Sent to PC,10/11/2018,,,13501, ,FACTORY,LN, , ,2018,2018,1282010.412,289299.4216,38.287754,-85.498734
24,18ZONE1060,0,2520,commercial,0,0,0,0,ZONE,ZONE,LZONE,La Petite School of Dance,commercial,,,,,,,,,16005, ,SHELBYVILLE,RD, , ,2018,2018,1293836.884,269610.3632,38.234126,-85.456635
25,18ZONE1059,1,0,multi-family,0,348,0,0,ZONE,ZONE,LZONE,Zion Manor Apartments II,multi family,,,,,,,,,2237,W,MUHAMMAD ALI,BLVD, , ,2018,2018,1198623.269,278605.3193,38.254927,-85.788594
26,18ZONE1059,1,58300,retail,0,0,0,0,ZONE,ZONE,LZONE,Zion Manor Apartments II,commercial,,,,,,,,,2237,W,MUHAMMAD ALI,BLVD, , ,2018,2018,1198623.269,278605.3193,38.254927,-85.788594
27,18ZONE1059,1,22730,restaurant,0,0,0,0,ZONE,ZONE,LZONE,Zion Manor Apartments II,commercial,,,,,,,,,2237,W,MUHAMMAD ALI,BLVD, , ,2018,2018,1198623.269,278605.3193,38.254927,-85.788594
28,18ZONE1059,1,7200,banking,0,0,0,0,ZONE,ZONE,LZONE,Zion Manor Apartments II,commercial,,,,,,,,,2237,W,MUHAMMAD ALI,BLVD, , ,2018,2018,1198623.269,278605.3193,38.254927,-85.788594
29,18ZONE1058,0,150260,mini-warehouse,0,0,0,0,ZONE,ZONE,LZONE,Winchester Acres Self Storage,commercial,,,Approved,11/01/2018,Sent to PC,10/11/2018,,,3014,N,WINCHESTER ACRES,RD, , ,2018,2018,1275286.859,289670.9234,38.288522,-85.522174
30,18ZONE1057,0,40000,office,0,0,0,0,ZONE,ZONE,LZONE,1701 N English Station Rd,commercial,,,Approved,11/01/2018,Sent to PC,09/27/2018,,,1701,N,ENGLISH STATION,RD, , ,2018,2018,1276504.999,283192.6407,38.27078,-85.51762
31,18ZONE1055,0,4800,banking,0,0,0,0,ZONE,ZONE,LZONE,13811 Wickham Green Way,commercial,,,,,,,,,13811, ,WICKHAM GREEN,WAY, , ,2018,2018,1283376.687,284148.812,38.273663,-85.493732
32,18ZONE1055,0,4800,retail,0,0,0,0,ZONE,ZONE,LZONE,13811 Wickham Green Way,commercial,,,,,,,,,13811, ,WICKHAM GREEN,WAY, , ,2018,2018,1283376.687,284148.812,38.273663,-85.493732
33,18ZONE1055,0,0,hotel,110,0,0,0,ZONE,ZONE,LZONE,13811 Wickham Green Way,commercial,,,,,,,,,13811, ,WICKHAM GREEN,WAY, , ,2018,2018,1283376.687,284148.812,38.273663,-85.493732
34,18ZONE1055,0,13445,restaurant,0,0,0,0,ZONE,ZONE,LZONE,13811 Wickham Green Way,commercial,,,,,,,,,13811, ,WICKHAM GREEN,WAY, , ,2018,2018,1283376.687,284148.812,38.273663,-85.493732
35,18ZONE1054,0,0,multi-family,0,37,0,0,ZONE,ZONE,LZONE,108 Urton Lane,multi family,,,,,,,,,108, ,URTON,LN, , ,2018,2018,1278401.37,272078.1159,38.240334,-85.510485
36,18ZONE1053,0,1104,office,0,0,0,0,ZONE,ZONE,LZONE,4738 Dixie Highway,commercial,,,,,Sent to PC,12/13/2018,,,4738, ,DIXIE,HWY, , ,2018,2018,1187621.987,249206.989,38.1737,-85.825149
37,18ZONE1052,0,0,multi-family,0,246,0,0,ZONE,ZONE,LZONE,Gray St Apartments,multi family,,,,,,,,,709,E,GRAY,ST, , ,2018,2018,1212368.396,275202.5926,38.246205,-85.740542
38,18ZONE1051,0,0,single-family,0,0,34,1,ZONE,ZONE,LZONE,Valla-Forest Subdivsion,single family,,,,,,,,,4826, ,VALLA,RD, , ,2018,2018,1226682.74,248198.3758,38.172686,-85.689236
39,18ZONE1050,0,0,multi-family,0,38,0,0,ZONE,ZONE,LZONE,10620 Taylorsville Rd,multi family,,,Approved,12/20/2018,Sent to PC,10/11/2018,,,10620, ,TAYLORSVILLE,RD, , ,2018,2018,1264375.338,253578.5314,38.189002,-85.558401
40,18ZONE1049,0,8000,office,0,0,0,0,ZONE,ZONE,LZONE,Logistics Airpark,commercial,,,,,,,,,906,W,CLAY,RD, , ,2018,2018,1222138.978,236335.174,38.139917,-85.704388
41,18ZONE1049,0,1024382,warehouse,0,0,0,0,ZONE,ZONE,LZONE,Logistics Airpark,industrial,,,,,,,,,906,W,CLAY,RD, , ,2018,2018,1222138.978,236335.174,38.139917,-85.704388
42,18ZONE1048,0,0,single-family,0,0,28,0,ZONE,ZONE,LZONE,4115 Taylorsville Rd,single family,,,Approved,12/20/2018,Sent to PC,11/29/2018,,,4115, ,TAYLORSVILLE,RD, , ,2018,2018,1247311.855,265221.1716,38.220288,-85.618365
43,18ZONE1047,0,55025,mini-warehouse,0,0,0,0,ZONE,ZONE,LZONE,3rd Street Rd Mini Storage,commercial,,,,,,,,,8713, ,3RD STREET,RD, , ,2018,2018,1191729.823,228145.7124,38.116065,-85.809621
44,18ZONE1047,0,900,office,0,0,0,0,ZONE,ZONE,LZONE,3rd Street Rd Mini Storage,commercial,,,,,,,,,8713, ,3RD STREET,RD, , ,2018,2018,1191729.823,228145.7124,38.116065,-85.809621
45,18ZONE1045,0,69917,office,0,0,0,0,ZONE,ZONE,LZONE,L&N Federal Credit Union,commercial,,,Approved,11/15/2018,Sent to PC,10/25/2018,,,9101, ,LANTANA,DR, , ,2018,2018,1240182.251,227646.2932,38.116825,-85.641203
46,18ZONE1042,1,3450,commercial,0,0,0,0,ZONE,ZONE,LZONE,2516 S 4th Street,commercial,,,Approved,12/20/2018,Sent to PC,11/29/2018,,,2516,S,4TH,ST, , ,2018,2018,1205212.32,262954.3511,38.212255,-85.764755
47,18ZONE1042,1,0,multi-family,0,11,0,0,ZONE,ZONE,LZONE,2516 S 4th Street,multi family,,,Approved,12/20/2018,Sent to PC,11/29/2018,,,2516,S,4TH,ST, , ,2018,2018,1205212.32,262954.3511,38.212255,-85.764755
48,18ZONE1037,0,18000,office,0,0,0,0,ZONE,ZONE,LZONE,6008 New Cut Rd,commercial,,,Approved,11/07/2018,Sent to PC,09/13/2018,,,6008, ,NEW CUT,RD, , ,2018,2018,1200632.943,231238.3238,38.124966,-85.778858
49,18ZONE1037,0,234080,warehouse,0,0,0,0,ZONE,ZONE,LZONE,6008 New Cut Rd,industrial,,,Approved,11/07/2018,Sent to PC,09/13/2018,,,6008, ,NEW CUT,RD, , ,2018,2018,1200632.943,231238.3238,38.124966,-85.778858
50,18ZONE1035,0,0,multi-family,0,15,0,0,ZONE,ZONE,LZONE,Butchertown Apartments,multi family,,,Approved,12/06/2018,Sent to PC,11/08/2018,,,1043,E,WASHINGTON,ST, , ,2018,2018,1214929.786,278664.0127,38.255822,-85.731818
51,18MINORPLAT1009,0,0,zoned R4,0,0,2,0,SUBDIV,MINORPLAT,LMAP,Wetherly Springs,minorplat,,,,,,,,,1698,N,BECKLEY STATION,RD, , ,2018,2018,1287144.765,279209.8434,38.260241,-85.480378
52,18MINORPLAT1008,0,0,zoned PD,0,0,2,0,SUBDIV,MINORPLAT,LMAP,York Towers 201 York St,minorplat,,,,,,,,,201, ,YORK,ST, ,104,2018,2018,1207983.79,274507.436,38.244101,-85.755768
53,18MINORPLAT1006,0,0,zoned R4,0,0,2,0,SUBDIV,MINORPLAT,LMAP,9801 Cedar Creek Rd,minorplat,,,,,,,Approved,02/28/2018,9801, ,CEDAR CREEK,RD, , ,2018,2018,1248246.946,222379.6303,38.102695,-85.612904
54,18MINORPLAT1003,0,0,zoned R5,0,0,3,0,SUBDIV,MINORPLAT,LMAP,1005 ALTA VISTA ROAD,minorplat,,,,,,,,,1005, ,ALTA VISTA,RD, , ,2018,2018,1228109.131,273123.8061,38.241184,-85.685626
55,18MINORPLAT1002,0,0,zoned R4,0,0,7,0,SUBDIV,MINORPLAT,LMPLF,6900 Old Fegenbush Lane,minorplat,,,,,,,,,6900, ,OLD FEGENBUSH,LN, , ,2018,2018,1243699.593,240392.2305,38.151967,-85.629642
56,18LSCAPE1201,0,106,restaurant,0,0,0,0,SITEPLAN,LSCAPE,LSCAPE,Dunkin - Landscape,commercial,,,,,,,,,5201, ,PRESTON,HWY, , ,2018,2018,1220532.878,248546.0508,38.173374,-85.710645
57,18LSCAPE1157,0,10066,auto services,0,0,0,0,SITEPLAN,LSCAPE,LSCAPE,Oxmoor Collision Center,commercial,,,,,,,,,11505, ,ELECTRON,DR, , ,2018,2018,1268125.099,258896.9297,38.20375,-85.545616
58,18LSCAPE1153,0,8300,office,0,0,0,0,SITEPLAN,LSCAPE,LSCAPR,Copper Chase Business Park,commercial,,,,,,,,,10000, ,GRASSLAND,DR, , ,2018,2018,1260727.999,258793.8585,38.203179,-85.57135
59,18LSCAPE1153,0,6000,warehouse,0,0,0,0,SITEPLAN,LSCAPE,LSCAPR,Copper Chase Business Park,industrial,,,,,,,,,10000, ,GRASSLAND,DR, , ,2018,2018,1260727.999,258793.8585,38.203179,-85.57135
60,18LSCAPE1137,0,10800,warehouse,0,0,0,0,SITEPLAN,LSCAPE,LSCAPE,HB Molding Warehouse,industrial,,,,,,,,,3001, ,WATTERSON,TRL, , ,2018,2018,1264166.177,258125.3947,38.201478,-85.559353
61,18LSCAPE1128,0,1920,industrial,0,0,0,0,SITEPLAN,LSCAPE,LSCAPE,EnviroSafe Building Expansion,industrial,,,,,,,,,459, ,DOWNES,TER, , ,2018,2018,1206927.226,242031.6569,38.154886,-85.757595
62,18LSCAPE1124,0,1896,restaurant,0,0,0,0,SITEPLAN,LSCAPE,LSCAPE,Church's Chicken,commercial,,,,,,,,,10711, ,DIXIE,HWY, , ,2018,2018,1173744.033,222000.6765,38.09834,-85.871751
63,18LSCAPE1074,0,546,medical,0,0,0,0,SITEPLAN,LSCAPE,LSCAPE,Pearl Medical Care Center,commercial,,,,,,,,,2615, ,DIXIE,HWY, , ,2018,2018,1196061.175,262980.9956,38.211911,-85.796601
64,18LSCAPE1072,0,603,restaurant,0,0,0,0,SITEPLAN,LSCAPE,LSCAPR,The Pine Room,commercial,,,,,,,,,6325, ,RIVER,RD, , ,2018,2018,1243519.002,304488.5898,38.327949,-85.633619
65,18LSCAPE1008,0,856,private club,0,0,0,0,SITEPLAN,LSCAPE,LSCAPE,406 Wickfield Dr.,commercial,,,,,,,,,406, ,WICKFIELD,DR, , ,2018,2018,1284472.324,269406.082,38.233223,-85.489225
66,18DEVPLAN1217,0,1200,office,0,0,0,0,SITEPLAN,DEVPLAN,LRDDP,RDDP,commercial,,,,,,,,,4401, ,BARDSTOWN,RD, , ,2018,2018,1242506.338,252834.7987,38.186082,-85.634442
67,18DEVPLAN1217,0,86836,mini-warehouse,0,0,0,0,SITEPLAN,DEVPLAN,LRDDP,RDDP,commercial,,,,,,,,,4401, ,BARDSTOWN,RD, , ,2018,2018,1242506.338,252834.7987,38.186082,-85.634442
68,18DEVPLAN1215,0,3740,office,0,0,0,0,SITEPLAN,DEVPLAN,MISC,Hughes & Coleman Category 2B,commercial,,,,,,,,,3620, ,DIXIE,HWY, , ,2018,2018,1193736.689,258047.0594,38.198256,-85.804401
69,18DEVPLAN1214,0,13960,restaurant,0,0,0,0,SITEPLAN,DEVPLAN,MISC,Goodfellas Pizzeria,commercial,,,,,,,,,1250,E,BROADWAY, , , ,2018,2018,1216094.504,274015.2598,38.24311,-85.727503
70,18DEVPLAN1213,0,5012,warehouse,0,0,0,0,SITEPLAN,DEVPLAN,LRDDP,Hi-Float Building Expansion,industrial,,,,,,,,,13025, ,MIDDLETOWN INDUSTRIAL,BLVD, , ,2018,2018,1278405.037,276278.1989,38.251867,-85.510673
71,18DEVPLAN1210,0,350,restaurant,0,0,0,0,SITEPLAN,DEVPLAN,LDDP,Stony Brook Village,commercial,,,,,,,,,9204, ,TAYLORSVILLE,RD, , ,2018,2018,1256078.19,261884.6614,38.211481,-85.587686
72,18DEVPLAN1206,0,15000,industrial,0,0,0,0,SITEPLAN,DEVPLAN,MISC,Category 2B- Brenntag,industrial,,,,,,,,,3900, ,TUCKER,AVE, , ,2018,2018,1191245.378,262088.8192,38.209238,-85.813307
73,18DEVPLAN1205,0,8004,veternary,0,0,0,0,SITEPLAN,DEVPLAN,LRDDP,Veterinary Clinic,commercial,,,,,,,,,11800, ,CAPITAL,WAY, , ,2018,2018,1270385.046,259945.9019,38.206717,-85.537803
74,18DEVPLAN1204,0,16080,auto services,0,0,0,0,SITEPLAN,DEVPLAN,MISC,Air Commerce Truck Sales,commercial,,,,,,,,,8501, ,AIR COMMERCE,DR, , ,2018,2018,1218440.46,231197.662,38.12565,-85.716961
75,18DEVPLAN1202,0,4770,convenience store,0,0,0,0,SITEPLAN,DEVPLAN,LDDP,MAPCO/Ellingsworth,commercial,,,,,,,,,915, ,BLANKENBAKER,PKY, , ,2018,2018,1270001.705,267448.73,38.227304,-85.539502
76,18DEVPLAN1202,0,16500,retail,0,0,0,0,SITEPLAN,DEVPLAN,LDDP,MAPCO/Ellingsworth,commercial,,,,,,,,,915, ,BLANKENBAKER,PKY, , ,2018,2018,1270001.705,267448.73,38.227304,-85.539502
77,18DEVPLAN1201,0,1792,office,0,0,0,0,SITEPLAN,DEVPLAN,LRDDP,Stor-All,commercial,,,,,,,,,12113, ,SHELBYVILLE,RD, , ,2018,2018,1273251.685,275406.8755,38.249279,-85.528575
78,18DEVPLAN1201,0,133700,mini-warehouse,0,0,0,0,SITEPLAN,DEVPLAN,LRDDP,Stor-All,commercial,,,,,,,,,12113, ,SHELBYVILLE,RD, , ,2018,2018,1273251.685,275406.8755,38.249279,-85.528575
79,18DEVPLAN1200,0,4332,restaurant,0,0,0,0,SITEPLAN,DEVPLAN,LRDDP,First Watch Middletown,commercial,,,,,,,,,12913, ,SHELBYVILLE,RD, , ,2018,2018,1277017.732,273270.9947,38.243557,-85.51536
80,18DEVPLAN1198,0,96770,recreation,0,0,0,0,SITEPLAN,DEVPLAN,LRDDP,Elite Sports Facility,institutional,,,,,,,,,1800, ,ELITE,DR, , ,2018,2018,1276803.993,281292.0941,38.265573,-85.516488
81,18DEVPLAN1195,0,3996,auto services,0,0,0,0,SITEPLAN,DEVPLAN,LRDDP,Zips Express Car Wash,commercial,,,,,,,,,4001, ,OLD OUTER,LOOP, , ,2018,2018,1226661.918,235453.7766,38.137692,-85.688616
82,18DEVPLAN1194,0,2100,industrial,0,0,0,0,SITEPLAN,DEVPLAN,LRDDP,Marathon Oil Warehouse,industrial,,,,,,,,,3920, ,KRAMERS,LN, , ,2018,2018,1181237.765,260186.265,38.203543,-85.848016
83,18DEVPLAN1193,0,0,single-family,0,0,81,9,SITEPLAN,DEVPLAN,LRDDP,Woods of Farnsley Moorman,single family,,,,,,,,,6635, ,WOODS MILL,DR, , ,2018,2018,1169375.627,219583.273,38.091491,-85.886779
84,18DEVPLAN1190,0,10000,office,0,0,0,0,SITEPLAN,DEVPLAN,CAT3,Renaissance S. Business Park,commercial,,,,,,,,,8218, ,MINOR,LN, , ,2018,2018,1220020.733,232267.7288,38.128657,-85.711527
85,18DEVPLAN1190,0,342800,warehouse,0,0,0,0,SITEPLAN,DEVPLAN,CAT3,Renaissance S. Business Park,industrial,,,,,,,,,8218, ,MINOR,LN, , ,2018,2018,1220020.733,232267.7288,38.128657,-85.711527
86,18DEVPLAN1189,0,1536,medical,0,0,0,0,SITEPLAN,DEVPLAN,LRDDP,Revised Development Plan,commercial,,,,,,,,,8002, ,NEW LA GRANGE,RD, , ,2018,2018,1250994.036,278369.89,38.25654,-85.606223
87,18DEVPLAN1188,0,3536,banking,0,0,0,0,SITEPLAN,DEVPLAN,LDDP,L&N Federal Credit Union,commercial,,,,,,,,,13200, ,MAGISTERIAL,DR, , ,2018,2018,1279517.814,282261.6537,38.268337,-85.507083
88,18DEVPLAN1187,0,2400,private club,0,0,0,0,SITEPLAN,DEVPLAN,LFFORK,Wedding Chapel,commercial,,,,,,,,,813, ,GILLILAND,RD, , ,2018,2018,1293357.142,265596.9835,38.223089,-85.458122
89,18DEVPLAN1186,0,29400,warehouse,0,0,0,0,SITEPLAN,DEVPLAN,LRDDP,Abel Office Warehouse,industrial,,,,,,,,,2401, ,STANLEY GAULT,PKY, , ,2018,2018,1277713.28,284325.8489,38.273937,-85.513466
90,18DEVPLAN1185,0,0,hotel,95,0,0,0,SITEPLAN,DEVPLAN,LRDDP,Avid Hotel - Blankenbaker Stat,hotel,,,,,,,,,12550, ,SYCAMORE STATION,PL, , ,2018,2018,1273226.74,265685.8143,38.222587,-85.528192
91,18DEVPLAN1184,0,2129,restaurant,0,0,0,0,SITEPLAN,DEVPLAN,LRDDP,Taco Bell,commercial,,,Approved,12/20/2018,,,,,7420, ,WESTPORT,RD, , ,2018,2018,1248762.114,283477.487,38.270474,-85.614258
92,18DEVPLAN1183,0,6585,restaurant,0,0,0,0,SITEPLAN,DEVPLAN,LRDDP,Clearwater Farms Development,commercial,,,,,,,,,5501, ,CLEARWATER FARM,BLVD, , ,2018,2018,1234879.381,241490.1485,38.154615,-85.66037
93,18DEVPLAN1182,0,200000,warehouse,0,0,0,0,SITEPLAN,DEVPLAN,LRDDP,Airport Industrial Center,industrial,,,,,,,,,114, ,ROCHESTER,DR, , ,2018,2018,1207549.463,247439.5213,38.169762,-85.755739
94,18DEVPLAN1181,0,3996,auto services,0,0,0,0,SITEPLAN,DEVPLAN,MISC,Zips Express Car Wash,commercial,,,,,,,,,3000, ,BRECKENRIDGE,LN, ,101,2018,2018,1244433.443,263935.593,38.216641,-85.628316
95,18DEVPLAN1178,0,6616,manufacturing,0,0,0,0,SITEPLAN,DEVPLAN,LRDDP,Republic Conduit Manufacturing,industrial,,,,,,,,,7301, ,LOGISTICS,DR, , ,2018,2018,1169570.468,249101.6821,38.172546,-85.887926
96,18DEVPLAN1176,0,1600,retail,0,0,0,0,SITEPLAN,DEVPLAN,MISC,Vermont Liquors,commercial,,,,,,,,,509, ,LOUIS COLEMAN JR,DR, , ,2018,2018,1193349.622,279202.9217,38.256324,-85.806992
97,18DEVPLAN1172,0,7157,office,0,0,0,0,SITEPLAN,DEVPLAN,LRDDP,Schumacher Homes,commercial,,,,,,,,,121, ,HUNTINGTON RIDGE,DR, , ,2018,2018,1279899.238,272085.2334,38.24041,-85.505271
98,18DEVPLAN1172,0,8391,commercial,0,0,0,0,SITEPLAN,DEVPLAN,LRDDP,Schumacher Homes,commercial,,,,,,,,,121, ,HUNTINGTON RIDGE,DR, , ,2018,2018,1279899.238,272085.2334,38.24041,-85.505271
99,18DEVPLAN1171,0,880,office,0,0,0,0,SITEPLAN,DEVPLAN,LRDDP,Wissing Office Building,commercial,,,Approved,11/15/2018,,,,,704, ,BRECKENRIDGE,LN, , ,2018,2018,1239325.053,273065.546,38.241498,-85.646576
100,18DEVPLAN1170,0,2618,retail,0,0,0,0,SITEPLAN,DEVPLAN,LRDDP,Tyler Center Retail Expansion,commercial,,,,,Approved,11/29/2018,,,12613, ,TAYLORSVILLE,RD, ,101,2018,2018,1275709.611,253431.5661,38.189034,-85.518962
101,18DEVPLAN1094,0,4080,manufacturing,0,0,0,0,SITEPLAN,DEVPLAN,MISC,Midwest Sprinkler Corp,industrial,,,,,,,,,1375,S,PRESTON,ST, , ,2018,2018,1209524.651,268762.4641,38.228396,-85.750077
102,18DEVPLAN1090,0,17838,manufacturing,0,0,0,0,SITEPLAN,DEVPLAN,MISC,"BJK INDUSTRIES, INC.",industrial,Approved,7/16/2018,,,,,,,945,S,15TH,ST, , ,2018,2018,1201947.869,273811.8469,38.241918,-85.776741
103,18DEVPLAN1089,0,34200,warehouse,0,0,0,0,SITEPLAN,DEVPLAN,LRDDP,ABEL Office,industrial,,,,,Approved,07/12/2018,,,2401, ,STANLEY GAULT,PKY, , ,2018,2018,1277768.699,284223.3507,38.273658,-85.513268
104,18DEVPLAN1088,0,15550,retail,0,0,0,0,SITEPLAN,DEVPLAN,LRDDP,Habor Freight,commercial,,,,,,,Approved,07/18/2018,0, , , , , ,2018,2018,1232705.49,216395.5154,38.085621,-85.666587
105,18DEVPLAN1087,0,5000,contractor,0,0,0,0,SITEPLAN,DEVPLAN,MISC,1403 Fairdale Rd,industrial,,,,,,,,,1403, ,FAIRDALE,RD, , ,2018,2018,1211337.27,227912.8304,38.116317,-85.741465
106,18DEVPLAN1086,0,40000,office,0,0,0,0,SITEPLAN,DEVPLAN,LRDDP,5900 US Hwy 42,commercial,,,,,,,,,5900, ,U S HIGHWAY 42, , , ,2018,2018,1245133.294,291896.8129,38.293442,-85.627335
107,18DEVPLAN1084,0,3696,religious,0,0,0,0,SITEPLAN,DEVPLAN,MISC,Cat 2B 1630 W Muhammad Ali,institutional,,,,,,,,,1630,W,MUHAMMAD ALI,BLVD, , ,2018,2018,1201488.308,277905.2415,38.253136,-85.778578
108,18DEVPLAN1079,0,8154,office,0,0,0,0,SITEPLAN,DEVPLAN,MISC,LOUISVILLE INDUSTRIAL CENTER,commercial,,,,,,,,,7725, ,NATIONAL,TPKE, , ,2018,2018,1208927.338,236281.012,38.139186,-85.750315
109,18DEVPLAN1079,0,17846,warehouse,0,0,0,0,SITEPLAN,DEVPLAN,MISC,LOUISVILLE INDUSTRIAL CENTER,industrial,,,,,,,,,7725, ,NATIONAL,TPKE, , ,2018,2018,1208927.338,236281.012,38.139186,-85.750315
110,18DEVPLAN1077,0,19530,retail,0,0,0,0,SITEPLAN,DEVPLAN,LRDDP,,commercial,,,,,,,,,4200, ,TOWNE CENTER,DR, , ,2018,2018,1265653.878,294137.567,38.300416,-85.555954
111,18DEVPLAN1076,0,12060,restaurant,0,0,0,0,SITEPLAN,DEVPLAN,LRDDP,Springhurst Town Center,commercial,,,,,,,,,4400, ,TOWNE CENTER,DR, , ,2018,2018,1265032.376,294616.732,38.301707,-85.558143
112,18DEVPLAN1074,0,3525,auto services,0,0,0,0,SITEPLAN,DEVPLAN,LRDDP,Prestige Car Wash,commercial,,,,,,,Approved,06/20/2018,10004, ,BROWNSBORO,RD, , ,2018,2018,1263960.473,299348.6163,38.314658,-85.562112
