zip,eiaid,utilityname,state,servicetype,ownership,commrate,indrate,resrate
31647,123,City of Adel- (GA),GA,Bundled,Municipal,0.1438887885899982,0.0898281666569365,0.1400676619842612
31620,123,City of Adel- (GA),GA,Bundled,Municipal,0.1438887885899982,0.0898281666569365,0.1400676619842612
56110,150,Adrian Public Utilities Comm,MN,Bundled,Municipal,0.1138265818547037,0.1366666666666666,0.1146881287726358
56256,155,Agralite Electric Coop,MN,Bundled,Cooperative,0.0682110007599381,0.0833071988595866,0.113884402681936
56252,155,Agralite Electric Coop,MN,Bundled,Cooperative,0.0682110007599381,0.0833071988595866,0.113884402681936
56289,155,Agralite Electric Coop,MN,Bundled,Cooperative,0.0682110007599381,0.0833071988595866,0.113884402681936
56207,155,Agralite Electric Coop,MN,Bundled,Cooperative,0.0682110007599381,0.0833071988595866,0.113884402681936
56208,155,Agralite Electric Coop,MN,Bundled,Cooperative,0.0682110007599381,0.0833071988595866,0.113884402681936
56235,155,Agralite Electric Coop,MN,Bundled,Cooperative,0.0682110007599381,0.0833071988595866,0.113884402681936
56231,155,Agralite Electric Coop,MN,Bundled,Cooperative,0.0682110007599381,0.0833071988595866,0.113884402681936
56262,155,Agralite Electric Coop,MN,Bundled,Cooperative,0.0682110007599381,0.0833071988595866,0.113884402681936
56267,155,Agralite Electric Coop,MN,Bundled,Cooperative,0.0682110007599381,0.0833071988595866,0.113884402681936
56265,155,Agralite Electric Coop,MN,Bundled,Cooperative,0.0682110007599381,0.0833071988595866,0.113884402681936
56215,155,Agralite Electric Coop,MN,Bundled,Cooperative,0.0682110007599381,0.0833071988595866,0.113884402681936
56248,155,Agralite Electric Coop,MN,Bundled,Cooperative,0.0682110007599381,0.0833071988595866,0.113884402681936
56249,155,Agralite Electric Coop,MN,Bundled,Cooperative,0.0682110007599381,0.0833071988595866,0.113884402681936
56244,155,Agralite Electric Coop,MN,Bundled,Cooperative,0.0682110007599381,0.0833071988595866,0.113884402681936
56339,155,Agralite Electric Coop,MN,Bundled,Cooperative,0.0682110007599381,0.0833071988595866,0.113884402681936
56271,155,Agralite Electric Coop,MN,Bundled,Cooperative,0.0682110007599381,0.0833071988595866,0.113884402681936
56276,155,Agralite Electric Coop,MN,Bundled,Cooperative,0.0682110007599381,0.0833071988595866,0.113884402681936
56278,155,Agralite Electric Coop,MN,Bundled,Cooperative,0.0682110007599381,0.0833071988595866,0.113884402681936
56226,155,Agralite Electric Coop,MN,Bundled,Cooperative,0.0682110007599381,0.0833071988595866,0.113884402681936
56227,155,Agralite Electric Coop,MN,Bundled,Cooperative,0.0682110007599381,0.0833071988595866,0.113884402681936
56225,155,Agralite Electric Coop,MN,Bundled,Cooperative,0.0682110007599381,0.0833071988595866,0.113884402681936
56221,155,Agralite Electric Coop,MN,Bundled,Cooperative,0.0682110007599381,0.0833071988595866,0.113884402681936
29042,162,Aiken Electric Coop Inc,SC,Bundled,Cooperative,0.1285143595049123,0.071599045346062,0.130969313819658
29821,162,Aiken Electric Coop Inc,SC,Bundled,Cooperative,0.1285143595049123,0.071599045346062,0.130969313819658
29824,162,Aiken Electric Coop Inc,SC,Bundled,Cooperative,0.1285143595049123,0.071599045346062,0.130969313819658
29829,162,Aiken Electric Coop Inc,SC,Bundled,Cooperative,0.1285143595049123,0.071599045346062,0.130969313819658
29137,162,Aiken Electric Coop Inc,SC,Bundled,Cooperative,0.1285143595049123,0.071599045346062,0.130969313819658
29138,162,Aiken Electric Coop Inc,SC,Bundled,Cooperative,0.1285143595049123,0.071599045346062,0.130969313819658
29070,162,Aiken Electric Coop Inc,SC,Bundled,Cooperative,0.1285143595049123,0.071599045346062,0.130969313819658
29845,162,Aiken Electric Coop Inc,SC,Bundled,Cooperative,0.1285143595049123,0.071599045346062,0.130969313819658
29853,162,Aiken Electric Coop Inc,SC,Bundled,Cooperative,0.1285143595049123,0.071599045346062,0.130969313819658
29850,162,Aiken Electric Coop Inc,SC,Bundled,Cooperative,0.1285143595049123,0.071599045346062,0.130969313819658
29856,162,Aiken Electric Coop Inc,SC,Bundled,Cooperative,0.1285143595049123,0.071599045346062,0.130969313819658
29108,162,Aiken Electric Coop Inc,SC,Bundled,Cooperative,0.1285143595049123,0.071599045346062,0.130969313819658
29105,162,Aiken Electric Coop Inc,SC,Bundled,Cooperative,0.1285143595049123,0.071599045346062,0.130969313819658
29107,162,Aiken Electric Coop Inc,SC,Bundled,Cooperative,0.1285143595049123,0.071599045346062,0.130969313819658
29113,162,Aiken Electric Coop Inc,SC,Bundled,Cooperative,0.1285143595049123,0.071599045346062,0.130969313819658
29809,162,Aiken Electric Coop Inc,SC,Bundled,Cooperative,0.1285143595049123,0.071599045346062,0.130969313819658
29801,162,Aiken Electric Coop Inc,SC,Bundled,Cooperative,0.1285143595049123,0.071599045346062,0.130969313819658
29803,162,Aiken Electric Coop Inc,SC,Bundled,Cooperative,0.1285143595049123,0.071599045346062,0.130969313819658
29804,162,Aiken Electric Coop Inc,SC,Bundled,Cooperative,0.1285143595049123,0.071599045346062,0.130969313819658
29805,162,Aiken Electric Coop Inc,SC,Bundled,Cooperative,0.1285143595049123,0.071599045346062,0.130969313819658
29851,162,Aiken Electric Coop Inc,SC,Bundled,Cooperative,0.1285143595049123,0.071599045346062,0.130969313819658
29831,162,Aiken Electric Coop Inc,SC,Bundled,Cooperative,0.1285143595049123,0.071599045346062,0.130969313819658
29832,162,Aiken Electric Coop Inc,SC,Bundled,Cooperative,0.1285143595049123,0.071599045346062,0.130969313819658
29839,162,Aiken Electric Coop Inc,SC,Bundled,Cooperative,0.1285143595049123,0.071599045346062,0.130969313819658
29838,162,Aiken Electric Coop Inc,SC,Bundled,Cooperative,0.1285143595049123,0.071599045346062,0.130969313819658
29127,162,Aiken Electric Coop Inc,SC,Bundled,Cooperative,0.1285143595049123,0.071599045346062,0.130969313819658
29123,162,Aiken Electric Coop Inc,SC,Bundled,Cooperative,0.1285143595049123,0.071599045346062,0.130969313819658
29129,162,Aiken Electric Coop Inc,SC,Bundled,Cooperative,0.1285143595049123,0.071599045346062,0.130969313819658
29003,162,Aiken Electric Coop Inc,SC,Bundled,Cooperative,0.1285143595049123,0.071599045346062,0.130969313819658
29006,162,Aiken Electric Coop Inc,SC,Bundled,Cooperative,0.1285143595049123,0.071599045346062,0.130969313819658
29860,162,Aiken Electric Coop Inc,SC,Bundled,Cooperative,0.1285143595049123,0.071599045346062,0.130969313819658
29039,162,Aiken Electric Coop Inc,SC,Bundled,Cooperative,0.1285143595049123,0.071599045346062,0.130969313819658
29038,162,Aiken Electric Coop Inc,SC,Bundled,Cooperative,0.1285143595049123,0.071599045346062,0.130969313819658
29037,162,Aiken Electric Coop Inc,SC,Bundled,Cooperative,0.1285143595049123,0.071599045346062,0.130969313819658
29666,162,Aiken Electric Coop Inc,SC,Bundled,Cooperative,0.1285143595049123,0.071599045346062,0.130969313819658
29146,162,Aiken Electric Coop Inc,SC,Bundled,Cooperative,0.1285143595049123,0.071599045346062,0.130969313819658
29828,162,Aiken Electric Coop Inc,SC,Bundled,Cooperative,0.1285143595049123,0.071599045346062,0.130969313819658
29817,162,Aiken Electric Coop Inc,SC,Bundled,Cooperative,0.1285143595049123,0.071599045346062,0.130969313819658
29847,162,Aiken Electric Coop Inc,SC,Bundled,Cooperative,0.1285143595049123,0.071599045346062,0.130969313819658
29841,162,Aiken Electric Coop Inc,SC,Bundled,Cooperative,0.1285143595049123,0.071599045346062,0.130969313819658
29842,162,Aiken Electric Coop Inc,SC,Bundled,Cooperative,0.1285143595049123,0.071599045346062,0.130969313819658
29848,162,Aiken Electric Coop Inc,SC,Bundled,Cooperative,0.1285143595049123,0.071599045346062,0.130969313819658
29118,162,Aiken Electric Coop Inc,SC,Bundled,Cooperative,0.1285143595049123,0.071599045346062,0.130969313819658
29112,162,Aiken Electric Coop Inc,SC,Bundled,Cooperative,0.1285143595049123,0.071599045346062,0.130969313819658
29115,162,Aiken Electric Coop Inc,SC,Bundled,Cooperative,0.1285143595049123,0.071599045346062,0.130969313819658
29835,162,Aiken Electric Coop Inc,SC,Bundled,Cooperative,0.1285143595049123,0.071599045346062,0.130969313819658
29834,162,Aiken Electric Coop Inc,SC,Bundled,Cooperative,0.1285143595049123,0.071599045346062,0.130969313819658
29160,162,Aiken Electric Coop Inc,SC,Bundled,Cooperative,0.1285143595049123,0.071599045346062,0.130969313819658
29166,162,Aiken Electric Coop Inc,SC,Bundled,Cooperative,0.1285143595049123,0.071599045346062,0.130969313819658
29164,162,Aiken Electric Coop Inc,SC,Bundled,Cooperative,0.1285143595049123,0.071599045346062,0.130969313819658
32615,201,City of Alachua - (FL),FL,Bundled,Municipal,0.1172739455044349,0.0,0.1284308048639258
