characteristic,sex,raceethnicity,year,rateper_one_zero_zero_zero,standard_erroron_rate,noteon_rate,count,standard_erroron_count,noteon_count
"Total - White, non-Hispanic",,"White, non-Hispanic",2007,43.9,5.36,,749325.0,99661.5,
"Total - White, non-Hispanic",,"White, non-Hispanic",2008,39.3,5.37,,680892.0,98630.3,
"Total - White, non-Hispanic",,"White, non-Hispanic",2009,27.6,4.56,,484223.0,84364.2,
"Total - White, non-Hispanic",,"White, non-Hispanic",2010,30.6,4.61,,552674.0,88600.4,
"Total - White, non-Hispanic",,"White, non-Hispanic",2011,34.0,4.51,,583963.0,82671.7,
"Total - White, non-Hispanic",,"White, non-Hispanic",2012,38.5,4.6,,647802.0,82109.5,
"Total - Black, non-Hispanic",,"Black, non-Hispanic",2000,74.4,11.71,,277063.0,48796.5,
"Total - Black, non-Hispanic",,"Black, non-Hispanic",2001,49.3,8.77,,184770.0,35412.4,
"Total - Black, non-Hispanic",,"Black, non-Hispanic",2002,48.5,9.43,,180170.0,38281.9,
"Total - Black, non-Hispanic",,"Black, non-Hispanic",2003,53.8,10.01,,189367.0,38369.2,
"Total - Black, non-Hispanic",,"Black, non-Hispanic",2004,71.0,10.93,,257262.0,43452.9,
"Total - Black, non-Hispanic",,"Black, non-Hispanic",2005,56.7,10.54,,204703.0,41333.1,
"Total - Black, non-Hispanic",,"Black, non-Hispanic",2006,46.1,9.17,,162591.0,34644.7,
"Total - Black, non-Hispanic",,"Black, non-Hispanic",2007,36.9,7.01,,140227.0,29203.3,
"Total - Black, non-Hispanic",,"Black, non-Hispanic",2008,45.7,10.26,,171981.0,41075.4,
"Total - Black, non-Hispanic",,"Black, non-Hispanic",2009,36.6,8.99,,140554.0,36876.5,
"Total - Black, non-Hispanic",,"Black, non-Hispanic",2010,36.2,8.05,,145922.0,35013.7,
"Total - Black, non-Hispanic",,"Black, non-Hispanic",2011,39.8,7.93,,159854.0,34260.8,
"Total - Black, non-Hispanic",,"Black, non-Hispanic",2012,34.0,7.05,,150049.0,32676.2,
Total - Hispanic,,Hispanic,2000,42.6,7.79,,193844.0,38313.5,
Total - Hispanic,,Hispanic,2001,35.8,6.68,,169359.0,33486.8,
Total - Hispanic,,Hispanic,2002,34.4,6.87,,176229.0,37704.0,
Total - Hispanic,,Hispanic,2003,37.7,6.95,,205821.0,40546.2,
Total - Hispanic,,Hispanic,2004,30.0,5.73,,161223.0,32329.0,
Total - Hispanic,,Hispanic,2005,41.1,7.58,,220028.0,43317.9,
Total - Hispanic,,Hispanic,2006,51.1,8.33,,279019.0,49055.4,
Total - Hispanic,,Hispanic,2007,26.1,4.92,,156119.0,31594.3,
Total - Hispanic,,Hispanic,2008,15.1,4.54,,89244.0,27540.2,
Total - Hispanic,,Hispanic,2009,29.7,6.84,,173366.0,42332.0,
Total - Hispanic,,Hispanic,2010,24.1,5.59,,135493.0,33276.5,
Total - Hispanic,,Hispanic,2011,31.4,5.92,,195298.0,39174.6,
Total - Hispanic,,Hispanic,2012,31.2,5.65,,213150.0,40553.5,
"Total - Asian, non-Hispanic",,"Asian, non-Hispanic",2000,,,Data not available.,,,Data not available.
"Total - Asian, non-Hispanic",,"Asian, non-Hispanic",2001,,,Data not available.,,,Data not available.
"Total - Asian, non-Hispanic",,"Asian, non-Hispanic",2002,,,Data not available.,,,Data not available.
"Total - Asian, non-Hispanic",,"Asian, non-Hispanic",2003,,,Reporting standards not met.,,,Reporting standards not met.
"Total - Asian, non-Hispanic",,"Asian, non-Hispanic",2004,,,Reporting standards not met.,,,Reporting standards not met.
"Total - Asian, non-Hispanic",,"Asian, non-Hispanic",2005,,,Reporting standards not met.,,,Reporting standards not met.
"Total - Asian, non-Hispanic",,"Asian, non-Hispanic",2006,,,Reporting standards not met.,,,Reporting standards not met.
"Total - Asian, non-Hispanic",,"Asian, non-Hispanic",2007,,,Reporting standards not met.,,,Reporting standards not met.
"Total - Asian, non-Hispanic",,"Asian, non-Hispanic",2008,,,Reporting standards not met.,,,Reporting standards not met.
"Total - Asian, non-Hispanic",,"Asian, non-Hispanic",2009,,,Reporting standards not met.,,,Reporting standards not met.
"Total - Asian, non-Hispanic",,"Asian, non-Hispanic",2010,,,Reporting standards not met.,,,Reporting standards not met.
"Total - Asian, non-Hispanic",,"Asian, non-Hispanic",2011,,,Reporting standards not met.,,,Reporting standards not met.
"Total - Asian, non-Hispanic",,"Asian, non-Hispanic",2012,26.9,9.42,,43140.0,15600.2,
"Total - Pacific Islander, non-Hispanic",,"Pacific Islander, non-Hispanic",2000,,,Data not available.,,,Data not available.
"Total - Pacific Islander, non-Hispanic",,"Pacific Islander, non-Hispanic",2001,,,Data not available.,,,Data not available.
"Total - Pacific Islander, non-Hispanic",,"Pacific Islander, non-Hispanic",2002,,,Data not available.,,,Data not available.
"Total - Pacific Islander, non-Hispanic",,"Pacific Islander, non-Hispanic",2003,,,Reporting standards not met.,,,Reporting standards not met.
"Total - Pacific Islander, non-Hispanic",,"Pacific Islander, non-Hispanic",2004,,,Reporting standards not met.,,,Reporting standards not met.
"Total - Pacific Islander, non-Hispanic",,"Pacific Islander, non-Hispanic",2005,,,Reporting standards not met.,,,Reporting standards not met.
"Total - Pacific Islander, non-Hispanic",,"Pacific Islander, non-Hispanic",2006,,,Reporting standards not met.,,,Reporting standards not met.
"Total - Pacific Islander, non-Hispanic",,"Pacific Islander, non-Hispanic",2007,,,Reporting standards not met.,,,Reporting standards not met.
"Total - Pacific Islander, non-Hispanic",,"Pacific Islander, non-Hispanic",2008,,,Reporting standards not met.,,,Reporting standards not met.
"Total - Pacific Islander, non-Hispanic",,"Pacific Islander, non-Hispanic",2009,,,Reporting standards not met.,,,Reporting standards not met.
"Total - Pacific Islander, non-Hispanic",,"Pacific Islander, non-Hispanic",2010,,,Reporting standards not met.,,,Reporting standards not met.
"Total - Pacific Islander, non-Hispanic",,"Pacific Islander, non-Hispanic",2011,,,Reporting standards not met.,,,Reporting standards not met.
"Total - Pacific Islander, non-Hispanic",,"Pacific Islander, non-Hispanic",2012,,,Reporting standards not met.,,,Reporting standards not met.
"Total - American Indian/Alaska Native, non-Hispanic",,"American Indian/Alaska Native, non-Hispanic",2000,,,Reporting standards not met.,,,Reporting standards not met.
"Total - American Indian/Alaska Native, non-Hispanic",,"American Indian/Alaska Native, non-Hispanic",2001,,,Reporting standards not met.,,,Reporting standards not met.
"Total - American Indian/Alaska Native, non-Hispanic",,"American Indian/Alaska Native, non-Hispanic",2002,,,Reporting standards not met.,,,Reporting standards not met.
"Total - American Indian/Alaska Native, non-Hispanic",,"American Indian/Alaska Native, non-Hispanic",2003,,,Reporting standards not met.,,,Reporting standards not met.
"Total - American Indian/Alaska Native, non-Hispanic",,"American Indian/Alaska Native, non-Hispanic",2004,,,Reporting standards not met.,,,Reporting standards not met.
"Total - American Indian/Alaska Native, non-Hispanic",,"American Indian/Alaska Native, non-Hispanic",2005,,,Reporting standards not met.,,,Reporting standards not met.
"Total - American Indian/Alaska Native, non-Hispanic",,"American Indian/Alaska Native, non-Hispanic",2006,,,Reporting standards not met.,,,Reporting standards not met.
"Total - American Indian/Alaska Native, non-Hispanic",,"American Indian/Alaska Native, non-Hispanic",2007,,,Reporting standards not met.,,,Reporting standards not met.
"Total - American Indian/Alaska Native, non-Hispanic",,"American Indian/Alaska Native, non-Hispanic",2008,,,Reporting standards not met.,,,Reporting standards not met.
"Total - American Indian/Alaska Native, non-Hispanic",,"American Indian/Alaska Native, non-Hispanic",2009,,,Reporting standards not met.,,,Reporting standards not met.
"Total - American Indian/Alaska Native, non-Hispanic",,"American Indian/Alaska Native, non-Hispanic",2010,,,Reporting standards not met.,,,Reporting standards not met.
"Total - American Indian/Alaska Native, non-Hispanic",,"American Indian/Alaska Native, non-Hispanic",2011,,,Reporting standards not met.,,,Reporting standards not met.
"Total - American Indian/Alaska Native, non-Hispanic",,"American Indian/Alaska Native, non-Hispanic",2012,,,Reporting standards not met.,,,Reporting standards not met.
"Total - Two or more races, non-Hispanic",,"Two or more races, non-Hispanic",2000,,,Data not available.,,,Data not available.
"Total - Two or more races, non-Hispanic",,"Two or more races, non-Hispanic",2001,,,Data not available.,,,Data not available.
"Total - Two or more races, non-Hispanic",,"Two or more races, non-Hispanic",2002,,,Data not available.,,,Data not available.
"Total - Two or more races, non-Hispanic",,"Two or more races, non-Hispanic",2003,,,Reporting standards not met.,,,Reporting standards not met.
"Total - Two or more races, non-Hispanic",,"Two or more races, non-Hispanic",2004,,,Reporting standards not met.,,,Reporting standards not met.
"Total - Two or more races, non-Hispanic",,"Two or more races, non-Hispanic",2005,,,Reporting standards not met.,,,Reporting standards not met.
"Total - Two or more races, non-Hispanic",,"Two or more races, non-Hispanic",2006,,,Reporting standards not met.,,,Reporting standards not met.
"Total - Two or more races, non-Hispanic",,"Two or more races, non-Hispanic",2007,,,Reporting standards not met.,,,Reporting standards not met.
"Total - Two or more races, non-Hispanic",,"Two or more races, non-Hispanic",2008,,,Reporting standards not met.,,,Reporting standards not met.
"Total - Two or more races, non-Hispanic",,"Two or more races, non-Hispanic",2009,,,Reporting standards not met.,,,Reporting standards not met.
"Total - Two or more races, non-Hispanic",,"Two or more races, non-Hispanic",2010,,,Reporting standards not met.,,,Reporting standards not met.
"Total - Two or more races, non-Hispanic",,"Two or more races, non-Hispanic",2011,68.4,22.39,,37206.0,13322.0,
"Total - Two or more races, non-Hispanic",,"Two or more races, non-Hispanic",2012,,,Reporting standards not met.,,,Reporting standards not met.
"White, non-Hispanic",Male,"White, non-Hispanic",2000,65.8,8.39,,559021.0,78977.3,
"White, non-Hispanic",Male,"White, non-Hispanic",2001,57.8,7.22,,497839.0,67774.6,
"White, non-Hispanic",Male,"White, non-Hispanic",2002,63.6,8.69,,544128.0,82605.7,
"White, non-Hispanic",Male,"White, non-Hispanic",2003,50.9,7.18,,442490.0,67778.2,
"White, non-Hispanic",Male,"White, non-Hispanic",2004,50.9,6.52,,455272.0,62825.3,
"White, non-Hispanic",Male,"White, non-Hispanic",2005,68.5,8.62,,616175.0,85651.3,
"White, non-Hispanic",Male,"White, non-Hispanic",2006,51.7,7.09,,456100.0,67729.9,
"White, non-Hispanic",Male,"White, non-Hispanic",2007,43.5,6.32,,380495.0,60709.6,
"White, non-Hispanic",Male,"White, non-Hispanic",2008,37.4,6.63,,327480.0,61525.8,
"White, non-Hispanic",Male,"White, non-Hispanic",2009,26.7,5.57,,235764.0,51915.3,
"White, non-Hispanic",Male,"White, non-Hispanic",2010,36.2,6.29,,328327.0,61455.7,
"White, non-Hispanic",Male,"White, non-Hispanic",2011,42.4,6.39,,373758.0,60832.7,
"White, non-Hispanic",Male,"White, non-Hispanic",2012,37.7,5.81,,321681.0,52464.4,
"Black, non-Hispanic",Male,"Black, non-Hispanic",2000,94.0,17.29,,162608.0,34048.0,
"Black, non-Hispanic",Male,"Black, non-Hispanic",2001,52.7,12.26,,89460.0,22369.2,
"Black, non-Hispanic",Male,"Black, non-Hispanic",2002,50.7,12.57,,84534.0,22870.8,
"Black, non-Hispanic",Male,"Black, non-Hispanic",2003,43.9,11.72,,70989.0,20298.2,
"Black, non-Hispanic",Male,"Black, non-Hispanic",2004,83.8,16.17,,137621.0,29287.0,
"Black, non-Hispanic",Male,"Black, non-Hispanic",2005,61.6,14.65,,103128.0,26657.2,
"Black, non-Hispanic",Male,"Black, non-Hispanic",2006,40.4,11.47,,65394.0,19619.4,
"Black, non-Hispanic",Male,"Black, non-Hispanic",2007,31.7,7.71,,57325.0,15177.7,
"Black, non-Hispanic",Male,"Black, non-Hispanic",2008,40.3,13.04,,70091.0,23842.5,
"Black, non-Hispanic",Male,"Black, non-Hispanic",2009,43.4,13.01,,79517.0,25503.6,
"Black, non-Hispanic",Male,"Black, non-Hispanic",2010,19.8,7.04,,38409.0,14273.6,
"Black, non-Hispanic",Male,"Black, non-Hispanic",2011,39.5,10.44,,71277.0,20155.1,
"Black, non-Hispanic",Male,"Black, non-Hispanic",2012,40.2,10.29,,87717.0,23641.4,
Hispanic,Male,Hispanic,2000,52.5,11.03,,124550.0,28502.1,
Hispanic,Male,Hispanic,2001,43.8,9.54,,108853.0,25292.8,
Hispanic,Male,Hispanic,2002,42.9,9.61,,117733.0,28614.6,
Hispanic,Male,Hispanic,2003,40.9,9.19,,115031.0,27677.0,
Hispanic,Male,Hispanic,2004,32.7,7.79,,90401.0,22605.1,
Hispanic,Male,Hispanic,2005,44.7,10.07,,124944.0,30100.5,
Hispanic,Male,Hispanic,2006,66.4,12.22,,189872.0,38255.0,
Hispanic,Male,Hispanic,2007,31.3,6.58,,99015.0,22631.8,
Hispanic,Male,Hispanic,2008,15.6,6.0,,49174.0,19353.0,
Hispanic,Male,Hispanic,2009,30.0,8.59,,93343.0,28267.3,
Hispanic,Male,Hispanic,2010,28.5,7.68,,83263.0,23890.9,
Hispanic,Male,Hispanic,2011,32.7,7.53,,107256.0,26305.6,
Hispanic,Male,Hispanic,2012,31.9,7.49,,110531.0,27150.2,
"Asian, non-Hispanic",Male,"Asian, non-Hispanic",2000,,,Data not available.,,,Data not available.
"Asian, non-Hispanic",Male,"Asian, non-Hispanic",2001,,,Data not available.,,,Data not available.
"Asian, non-Hispanic",Male,"Asian, non-Hispanic",2002,,,Data not available.,,,Data not available.
"Asian, non-Hispanic",Male,"Asian, non-Hispanic",2003,,,Reporting standards not met.,,,Reporting standards not met.
"Asian, non-Hispanic",Male,"Asian, non-Hispanic",2004,,,Reporting standards not met.,,,Reporting standards not met.
"Asian, non-Hispanic",Male,"Asian, non-Hispanic",2005,,,Reporting standards not met.,,,Reporting standards not met.
"Asian, non-Hispanic",Male,"Asian, non-Hispanic",2006,,,Reporting standards not met.,,,Reporting standards not met.
"Asian, non-Hispanic",Male,"Asian, non-Hispanic",2007,,,Reporting standards not met.,,,Reporting standards not met.
"Asian, non-Hispanic",Male,"Asian, non-Hispanic",2008,,,Reporting standards not met.,,,Reporting standards not met.
"Asian, non-Hispanic",Male,"Asian, non-Hispanic",2009,,,Reporting standards not met.,,,Reporting standards not met.
"Asian, non-Hispanic",Male,"Asian, non-Hispanic",2010,,,Reporting standards not met.,,,Reporting standards not met.
"Asian, non-Hispanic",Male,"Asian, non-Hispanic",2011,,,Reporting standards not met.,,,Reporting standards not met.
"Asian, non-Hispanic",Male,"Asian, non-Hispanic",2012,43.7,15.6,,39801.0,14893.6,
"Pacific Islander, non-Hispanic",Male,"Pacific Islander, non-Hispanic",2000,,,Data not available.,,,Data not available.
"Pacific Islander, non-Hispanic",Male,"Pacific Islander, non-Hispanic",2001,,,Data not available.,,,Data not available.
"Pacific Islander, non-Hispanic",Male,"Pacific Islander, non-Hispanic",2002,,,Data not available.,,,Data not available.
"Pacific Islander, non-Hispanic",Male,"Pacific Islander, non-Hispanic",2003,,,Reporting standards not met.,,,Reporting standards not met.
"Pacific Islander, non-Hispanic",Male,"Pacific Islander, non-Hispanic",2004,,,Reporting standards not met.,,,Reporting standards not met.
"Pacific Islander, non-Hispanic",Male,"Pacific Islander, non-Hispanic",2005,,,Reporting standards not met.,,,Reporting standards not met.
"Pacific Islander, non-Hispanic",Male,"Pacific Islander, non-Hispanic",2006,,,Reporting standards not met.,,,Reporting standards not met.
"Pacific Islander, non-Hispanic",Male,"Pacific Islander, non-Hispanic",2007,,,Reporting standards not met.,,,Reporting standards not met.
"Pacific Islander, non-Hispanic",Male,"Pacific Islander, non-Hispanic",2008,,,Reporting standards not met.,,,Reporting standards not met.
"Pacific Islander, non-Hispanic",Male,"Pacific Islander, non-Hispanic",2009,,,Reporting standards not met.,,,Reporting standards not met.
"Pacific Islander, non-Hispanic",Male,"Pacific Islander, non-Hispanic",2010,,,Reporting standards not met.,,,Reporting standards not met.
"Pacific Islander, non-Hispanic",Male,"Pacific Islander, non-Hispanic",2011,,,Reporting standards not met.,,,Reporting standards not met.
"Pacific Islander, non-Hispanic",Male,"Pacific Islander, non-Hispanic",2012,,,Reporting standards not met.,,,Reporting standards not met.
"American Indian/Alaska Native, non-Hispanic",Male,"American Indian/Alaska Native, non-Hispanic",2000,,,Reporting standards not met.,,,Reporting standards not met.
"American Indian/Alaska Native, non-Hispanic",Male,"American Indian/Alaska Native, non-Hispanic",2001,,,Reporting standards not met.,,,Reporting standards not met.
"American Indian/Alaska Native, non-Hispanic",Male,"American Indian/Alaska Native, non-Hispanic",2002,,,Reporting standards not met.,,,Reporting standards not met.
"American Indian/Alaska Native, non-Hispanic",Male,"American Indian/Alaska Native, non-Hispanic",2003,,,Reporting standards not met.,,,Reporting standards not met.
"American Indian/Alaska Native, non-Hispanic",Male,"American Indian/Alaska Native, non-Hispanic",2004,,,Reporting standards not met.,,,Reporting standards not met.
"American Indian/Alaska Native, non-Hispanic",Male,"American Indian/Alaska Native, non-Hispanic",2005,,,Reporting standards not met.,,,Reporting standards not met.
"American Indian/Alaska Native, non-Hispanic",Male,"American Indian/Alaska Native, non-Hispanic",2006,,,Reporting standards not met.,,,Reporting standards not met.
"American Indian/Alaska Native, non-Hispanic",Male,"American Indian/Alaska Native, non-Hispanic",2007,,,Reporting standards not met.,,,Reporting standards not met.
"American Indian/Alaska Native, non-Hispanic",Male,"American Indian/Alaska Native, non-Hispanic",2008,,,Reporting standards not met.,,,Reporting standards not met.
"American Indian/Alaska Native, non-Hispanic",Male,"American Indian/Alaska Native, non-Hispanic",2009,,,Reporting standards not met.,,,Reporting standards not met.
"American Indian/Alaska Native, non-Hispanic",Male,"American Indian/Alaska Native, non-Hispanic",2010,,,Reporting standards not met.,,,Reporting standards not met.
"American Indian/Alaska Native, non-Hispanic",Male,"American Indian/Alaska Native, non-Hispanic",2011,,,Reporting standards not met.,,,Reporting standards not met.
"American Indian/Alaska Native, non-Hispanic",Male,"American Indian/Alaska Native, non-Hispanic",2012,,,Reporting standards not met.,,,Reporting standards not met.
"Two or more races, non-Hispanic",Male,"Two or more races, non-Hispanic",2000,,,Data not available.,,,Data not available.
"Two or more races, non-Hispanic",Male,"Two or more races, non-Hispanic",2001,,,Data not available.,,,Data not available.
"Two or more races, non-Hispanic",Male,"Two or more races, non-Hispanic",2002,,,Data not available.,,,Data not available.
"Two or more races, non-Hispanic",Male,"Two or more races, non-Hispanic",2003,,,Reporting standards not met.,,,Reporting standards not met.
"Two or more races, non-Hispanic",Male,"Two or more races, non-Hispanic",2004,,,Reporting standards not met.,,,Reporting standards not met.
"Two or more races, non-Hispanic",Male,"Two or more races, non-Hispanic",2005,,,Reporting standards not met.,,,Reporting standards not met.
"Two or more races, non-Hispanic",Male,"Two or more races, non-Hispanic",2006,,,Reporting standards not met.,,,Reporting standards not met.
"Two or more races, non-Hispanic",Male,"Two or more races, non-Hispanic",2007,,,Reporting standards not met.,,,Reporting standards not met.
"Two or more races, non-Hispanic",Male,"Two or more races, non-Hispanic",2008,,,Reporting standards not met.,,,Reporting standards not met.
"Two or more races, non-Hispanic",Male,"Two or more races, non-Hispanic",2009,,,Reporting standards not met.,,,Reporting standards not met.
"Two or more races, non-Hispanic",Male,"Two or more races, non-Hispanic",2010,,,Reporting standards not met.,,,Reporting standards not met.
"Two or more races, non-Hispanic",Male,"Two or more races, non-Hispanic",2011,,,Reporting standards not met.,,,Reporting standards not met.
"Two or more races, non-Hispanic",Male,"Two or more races, non-Hispanic",2012,,,Reporting standards not met.,,,Reporting standards not met.
"White, non-Hispanic",Female,"White, non-Hispanic",2000,53.7,7.42,,449479.0,67952.4,
"White, non-Hispanic",Female,"White, non-Hispanic",2001,46.0,6.3,,394645.0,58097.2,
"White, non-Hispanic",Female,"White, non-Hispanic",2002,54.0,7.83,,461811.0,73630.2,
"White, non-Hispanic",Female,"White, non-Hispanic",2003,42.7,6.49,,361073.0,59065.4,
"White, non-Hispanic",Female,"White, non-Hispanic",2004,42.0,5.89,,360072.0,53941.6,
"White, non-Hispanic",Female,"White, non-Hispanic",2005,30.2,5.3,,261134.0,48441.2,
"White, non-Hispanic",Female,"White, non-Hispanic",2006,47.1,6.8,,399095.0,62014.4,
"White, non-Hispanic",Female,"White, non-Hispanic",2007,44.3,6.48,,368830.0,59340.3,
"White, non-Hispanic",Female,"White, non-Hispanic",2008,41.4,7.11,,353412.0,64585.5,
"White, non-Hispanic",Female,"White, non-Hispanic",2009,28.6,5.84,,248459.0,53766.1,
"White, non-Hispanic",Female,"White, non-Hispanic",2010,25.0,4.95,,224347.0,47127.3,
"White, non-Hispanic",Female,"White, non-Hispanic",2011,25.1,4.66,,210205.0,41160.5,
"White, non-Hispanic",Female,"White, non-Hispanic",2012,39.3,6.02,,326121.0,52920.4,
"Black, non-Hispanic",Female,"Black, non-Hispanic",2000,57.4,12.35,,114455.0,26949.5,
"Black, non-Hispanic",Female,"Black, non-Hispanic",2001,46.4,10.61,,95310.0,23271.3,
"Black, non-Hispanic",Female,"Black, non-Hispanic",2002,46.7,11.14,,95635.0,24854.4,
"Black, non-Hispanic",Female,"Black, non-Hispanic",2003,62.2,13.54,,118378.0,28197.2,
"Black, non-Hispanic",Female,"Black, non-Hispanic",2004,60.3,12.55,,119642.0,26851.4,
"Black, non-Hispanic",Female,"Black, non-Hispanic",2005,52.5,12.69,,101575.0,26403.6,
"Black, non-Hispanic",Female,"Black, non-Hispanic",2006,50.9,12.23,,97198.0,25054.7,
"Black, non-Hispanic",Female,"Black, non-Hispanic",2007,41.6,9.02,,82901.0,19873.2,
"Black, non-Hispanic",Female,"Black, non-Hispanic",2008,50.3,13.85,,101890.0,29827.4,
"Black, non-Hispanic",Female,"Black, non-Hispanic",2009,30.3,10.16,,61037.0,21556.2,
"Black, non-Hispanic",Female,"Black, non-Hispanic",2010,51.2,12.35,,107514.0,28412.3,
"Black, non-Hispanic",Female,"Black, non-Hispanic",2011,40.1,9.79,,88578.0,23208.6,
"Black, non-Hispanic",Female,"Black, non-Hispanic",2012,27.9,8.33,,62333.0,19321.1,
Hispanic,Female,Hispanic,2000,31.7,8.38,,69293.0,19397.1,
Hispanic,Female,Hispanic,2001,27.0,7.51,,60506.0,17569.4,
Hispanic,Female,Hispanic,2002,24.7,7.14,,58497.0,17882.3,
Hispanic,Female,Hispanic,2003,34.4,8.48,,90790.0,23754.6,
Hispanic,Female,Hispanic,2004,27.2,7.18,,70822.0,19493.1,
Hispanic,Female,Hispanic,2005,37.2,9.36,,95084.0,25329.3,
Hispanic,Female,Hispanic,2006,34.4,8.68,,89147.0,23743.9,
Hispanic,Female,Hispanic,2007,20.3,5.05,,57104.0,15135.0,
Hispanic,Female,Hispanic,2008,14.5,6.08,,40070.0,17182.1,
Hispanic,Female,Hispanic,2009,29.4,8.91,,80023.0,25607.3,
Hispanic,Female,Hispanic,2010,19.4,6.18,,52231.0,17482.9,
Hispanic,Female,Hispanic,2011,30.0,7.44,,88042.0,23117.0,
Hispanic,Female,Hispanic,2012,30.4,7.37,,102619.0,25965.3,
"Asian, non-Hispanic",Female,"Asian, non-Hispanic",2000,,,Data not available.,,,Data not available.
"Asian, non-Hispanic",Female,"Asian, non-Hispanic",2001,,,Data not available.,,,Data not available.
"Asian, non-Hispanic",Female,"Asian, non-Hispanic",2002,,,Data not available.,,,Data not available.
"Asian, non-Hispanic",Female,"Asian, non-Hispanic",2003,,,Reporting standards not met.,,,Reporting standards not met.
"Asian, non-Hispanic",Female,"Asian, non-Hispanic",2004,,,Reporting standards not met.,,,Reporting standards not met.
"Asian, non-Hispanic",Female,"Asian, non-Hispanic",2005,,,Reporting standards not met.,,,Reporting standards not met.
"Asian, non-Hispanic",Female,"Asian, non-Hispanic",2006,,,Reporting standards not met.,,,Reporting standards not met.
"Asian, non-Hispanic",Female,"Asian, non-Hispanic",2007,,,Reporting standards not met.,,,Reporting standards not met.
"Asian, non-Hispanic",Female,"Asian, non-Hispanic",2008,,,Reporting standards not met.,,,Reporting standards not met.
"Asian, non-Hispanic",Female,"Asian, non-Hispanic",2009,,,Reporting standards not met.,,,Reporting standards not met.
"Asian, non-Hispanic",Female,"Asian, non-Hispanic",2010,,,Reporting standards not met.,,,Reporting standards not met.
"Asian, non-Hispanic",Female,"Asian, non-Hispanic",2011,,,Reporting standards not met.,,,Reporting standards not met.
"Asian, non-Hispanic",Female,"Asian, non-Hispanic",2012,,,Reporting standards not met.,,,Reporting standards not met.
"Pacific Islander, non-Hispanic",Female,"Pacific Islander, non-Hispanic",2000,,,Data not available.,,,Data not available.
"Pacific Islander, non-Hispanic",Female,"Pacific Islander, non-Hispanic",2001,,,Data not available.,,,Data not available.
