X,Y,OBJECTID,PARCELID,BLOCK,LOT,SUBLOT,LRSN,LAND_SIZE,PROP_ADDRESS,PROP_HOUSE,PROP_DIR,PROP_STREET,PROP_STREETTYPE,REASSESS_YEAR,REM_DEEDBOOK,REM_DEEDPAGE,REM_DEEDDATE,CUR_LASTNAME,CUR_FIRSTNAME,CUR_NAME2,CUR_ADDRESS1,CUR_ADDRESS2,CUR_CITY,CUR_STATE,CUR_ZIP,CUR_PROP_CLASS,CUR_LAND,CUR_IMPROVEMENT,CUR_TOTAL,PROP_CLASS,GOV_TYPE,ORIG_FID
1254640.9875,315232.040000007,11,261500900000,2615,0090,0000,91016921,   0.95920,7416 CEDAR BLUFF CT,  7416, ,CEDAR BLUFF,CT, , , ,1900/01/01 00:00:00+00,OWNER,UNKNOWN, ,ADDRESS UNKNOWN, ,EXEMPT,KY,EXEMPT,E,0,0,0,699,0,9119
1254299.52375001,315198.625,12,261500970000,2615,0097,0000,91016928,   1.01700,7415 CEDAR BLUFF CT,  7415, ,CEDAR BLUFF,CT, , , ,1900/01/01 00:00:00+00,OWNER,UNKNOWN, ,ADDRESS UNKNOWN, ,EXEMPT,KY,EXEMPT,E,0,0,0,699,0,9120
1254714.55374999,315095.810000002,13,261500890000,2615,0089,0000,91016920,   1.10470,7414 CEDAR BLUFF CT,  7414, ,CEDAR BLUFF,CT, , , ,1900/01/01 00:00:00+00,OWNER,UNKNOWN, ,ADDRESS UNKNOWN, ,EXEMPT,KY,EXEMPT,E,0,0,0,699,0,9121
1254380.09625,315053.792500004,14,261500980000,2615,0098,0000,91016929,   0.91130,7413 CEDAR BLUFF CT,  7413, ,CEDAR BLUFF,CT, , , ,1900/01/01 00:00:00+00,OWNER,UNKNOWN, ,ADDRESS UNKNOWN, ,EXEMPT,KY,EXEMPT,E,0,0,0,699,0,9122
1244363.42375,313381.784999996,15,000200450000,0002,0045,0000,72,  78.41270,7003 BEACHLAND BEACH RD,  7003, ,BEACHLAND BEACH,RD,06, , ,1900/01/01 00:00:00+00,LOUISVILLE/JEF,COUNTY METRO GO, ,527 W JEFFERSON ST, ,LOUISVILLE,KY,40202-2814,E,35000,312170,347170,620,1,9123
1254808.65625,314953.103750005,16,261500880000,2615,0088,0000,91016919,   1.20600,7412 CEDAR BLUFF CT,  7412, ,CEDAR BLUFF,CT, , , ,1900/01/01 00:00:00+00,OWNER,UNKNOWN, ,ADDRESS UNKNOWN, ,EXEMPT,KY,EXEMPT,E,0,0,0,699,0,9124
1254464.96250001,314916.377499998,17,261500990000,2615,0099,0000,91016930,   0.77800,7411 CEDAR BLUFF CT,  7411, ,CEDAR BLUFF,CT, , , ,1900/01/01 00:00:00+00,OWNER,UNKNOWN, ,ADDRESS UNKNOWN, ,EXEMPT,KY,EXEMPT,E,0,0,0,699,0,9125
1254549.32625,314783.638750002,18,261501000000,2615,0100,0000,91016931,   0.73530,7409 CEDAR BLUFF CT,  7409, ,CEDAR BLUFF,CT, , , ,1900/01/01 00:00:00+00,OWNER,UNKNOWN, ,ADDRESS UNKNOWN, ,EXEMPT,KY,EXEMPT,E,0,0,0,699,0,9126
1254827.61375,314784.879999995,19,261500870000,2615,0087,0000,91016918,   0.61980,7410 CEDAR BLUFF CT,  7410, ,CEDAR BLUFF,CT, , , ,1900/01/01 00:00:00+00,OWNER,UNKNOWN, ,ADDRESS UNKNOWN, ,EXEMPT,KY,EXEMPT,E,0,0,0,699,0,9127
1254639.73625,314649.612499997,20,261501010000,2615,0101,0000,91016932,   0.72960,7407 CEDAR BLUFF CT,  7407, ,CEDAR BLUFF,CT, , , ,1900/01/01 00:00:00+00,OWNER,UNKNOWN, ,ADDRESS UNKNOWN, ,EXEMPT,KY,EXEMPT,E,0,0,0,699,0,9128
1254913.38625,314651.887500003,21,261500860000,2615,0086,0000,91016917,   0.55120,7408 CEDAR BLUFF CT,  7408, ,CEDAR BLUFF,CT, , , ,1900/01/01 00:00:00+00,OWNER,UNKNOWN, ,ADDRESS UNKNOWN, ,EXEMPT,KY,EXEMPT,E,0,0,0,699,0,9129
1254732.70625,314515.492500007,22,261501020000,2615,0102,0000,91016933,   0.71750,7405 CEDAR BLUFF CT,  7405, ,CEDAR BLUFF,CT, , , ,1900/01/01 00:00:00+00,OWNER,UNKNOWN, ,ADDRESS UNKNOWN, ,EXEMPT,KY,EXEMPT,E,0,0,0,699,0,9130
1255001.35625,314517.590000004,23,261500850000,2615,0085,0000,91016916,   0.48740,7406 CEDAR BLUFF CT,  7406, ,CEDAR BLUFF,CT, , , ,1900/01/01 00:00:00+00,OWNER,UNKNOWN, ,ADDRESS UNKNOWN, ,EXEMPT,KY,EXEMPT,E,0,0,0,699,0,9131
1255625.90375,314378.196250007,24,254102410000,2541,0241,0000,9750989,   1.06310,8404 SPRUCE HILL RD,  8404, ,SPRUCE HILL,RD, , , ,1900/01/01 00:00:00+00,OWNER,UNKNOWN, ,ADDRESS UNKNOWN, ,EXEMPT,KY,EXEMPT,E,0,0,0,699,0,9132
1255444.4425,314355.21875,25,254102420000,2541,0242,0000,9750990,   1.27320,8406 SPRUCE HILL RD,  8406, ,SPRUCE HILL,RD, , , ,1900/01/01 00:00:00+00,OWNER,UNKNOWN, ,ADDRESS UNKNOWN, ,EXEMPT,KY,EXEMPT,E,0,0,0,699,0,9133
1255825.61750001,314368.938749999,26,254102400000,2541,0240,0000,9750988,   1.08640,8402 SPRUCE HILL RD,  8402, ,SPRUCE HILL,RD, , , ,1900/01/01 00:00:00+00,OWNER,UNKNOWN, ,ADDRESS UNKNOWN, ,EXEMPT,KY,EXEMPT,E,0,0,0,699,0,9134
1256018.72,314321.071250007,27,254102390000,2541,0239,0000,9750987,   1.05070,8400 SPRUCE HILL RD,  8400, ,SPRUCE HILL,RD, , , ,1900/01/01 00:00:00+00,OWNER,UNKNOWN, ,ADDRESS UNKNOWN, ,EXEMPT,KY,EXEMPT,E,0,0,0,699,0,9135
1256080.705,314076.088750005,28,254102380000,2541,0238,0000,9750986,   1.41040,8401 SPRUCE HILL RD,  8401, ,SPRUCE HILL,RD, , , ,1900/01/01 00:00:00+00,OWNER,UNKNOWN, ,ADDRESS UNKNOWN, ,EXEMPT,KY,EXEMPT,E,0,0,0,699,0,9136
1255669.965,314077.613749996,29,254102360000,2541,0236,0000,9750984,   1.15630,8405 SPRUCE HILL RD,  8405, ,SPRUCE HILL,RD, , , ,1900/01/01 00:00:00+00,OWNER,UNKNOWN, ,ADDRESS UNKNOWN, ,EXEMPT,KY,EXEMPT,E,0,0,0,699,0,9137
1255883.1875,314047.888750002,30,254102370000,2541,0237,0000,9750985,   1.10180,8403 SPRUCE HILL RD,  8403, ,SPRUCE HILL,RD, , , ,1900/01/01 00:00:00+00,OWNER,UNKNOWN, ,ADDRESS UNKNOWN, ,EXEMPT,KY,EXEMPT,E,0,0,0,699,0,9138
1255471.7075,314020.284999996,31,254102350000,2541,0235,0000,9750983,   1.13910,8407 SPRUCE HILL RD,  8407, ,SPRUCE HILL,RD, , , ,1900/01/01 00:00:00+00,OWNER,UNKNOWN, ,ADDRESS UNKNOWN, ,EXEMPT,KY,EXEMPT,E,0,0,0,699,0,9139
1255887.95375,313833.528750002,32,254102330000,2541,0233,0000,9750982,   1.27000,7409 PINE KNOLL CIR,  7409, ,PINE KNOLL,CIR, , , ,1900/01/01 00:00:00+00,OWNER,UNKNOWN, ,ADDRESS UNKNOWN, ,EXEMPT,KY,EXEMPT,E,0,0,0,699,0,9140
1256082.0925,313737.231250003,33,254102320000,2541,0232,0000,9750981,   1.19820,7411 PINE KNOLL CIR,  7411, ,PINE KNOLL,CIR, , , ,1900/01/01 00:00:00+00,OWNER,UNKNOWN, ,ADDRESS UNKNOWN, ,EXEMPT,KY,EXEMPT,E,0,0,0,699,0,9141
1220715.72375,280275.010000005,34,088A00680000,088A,0068,0000,39097,   0.41560,1820 DRESCHER BRIDGE AVE,  1820, ,DRESCHER BRIDGE,AVE,82, , ,1900/01/01 00:00:00+00,LOUISVILLE/JEF,COUNTY METRO GO, ,527 W JEFFERSON ST, ,LOUISVILLE,KY,40202-2814,E,0,500,500,620,1,9142
1256523.93875,313399.032499999,35,219900320000,2199,0032,0000,9750929,   0.97550,ADDRESS UNKNOWN, , ,ADDRESS UNKNOWN, , , , ,1900/01/01 00:00:00+00,OWNER,UNKNOWN, ,ADDRESS UNKNOWN, ,EXEMPT,KY,EXEMPT,E,0,0,0,699,0,9143
1256609.64125,313278.041250005,36,219900310000,2199,0031,0000,9750928,   1.01050,ADDRESS UNKNOWN, , ,ADDRESS UNKNOWN, , , , ,1900/01/01 00:00:00+00,OWNER,UNKNOWN, ,ADDRESS UNKNOWN, ,EXEMPT,KY,EXEMPT,E,0,0,0,699,0,9144
1249677.72624999,313265.353750005,37,000301840000,0003,0184,0000,419,   0.08210,7051 HUNTING CREEK DR,  7051, ,HUNTING CREEK,DR,81,5205,0765,1980/12/01 00:00:00+00,CITY,OF PROSPECT, ,ADDRESS UNKNOWN, ,EXEMPT,KY,EXEMPT,E,0,600,600,604,5,9145
1256696.825,313127.981250003,38,219900300000,2199,0030,0000,9750927,   1.20480,ADDRESS UNKNOWN, , ,ADDRESS UNKNOWN, , , , ,1900/01/01 00:00:00+00,OWNER,UNKNOWN, ,ADDRESS UNKNOWN, ,EXEMPT,KY,EXEMPT,E,0,0,0,699,0,9146
1249775.53625,313195.473749995,39,000301190000,0003,0119,0000,428,   0.36250,7053 HUNTING CREEK DR,  7053, ,HUNTING CREEK,DR,96,6287,0513,1993/03/15 00:00:00+00,CITY,OF PROSPECT, ,9200 US HIGHWAY 42, ,PROSPECT,KY,40059-8328,E,10000,0,10000,604,5,9147
1243460.54125001,313154.581249997,40,000201280000,0002,0128,0000,438,   0.53290,6907 BEACHLAND BEACH RD,  6907, ,BEACHLAND BEACH,RD,17,12183,525,2021/11/01 00:00:00+00,LOUISVILLE,& JEFFERSON COUNTY MET, ,700 W LIBERTY ST, ,LOUISVILLE,KY,40203-1911,E,25000,233680,258680,620,1,9148
1249748.3875,313115.493750006,41,000301930000,0003,0193,0000,457,   0.19480,7055 HUNTING CREEK DR,  7055, ,HUNTING CREEK,DR,85,5205,0765,1980/12/01 00:00:00+00,CITY,OF PROSPECT, ,ADDRESS UNKNOWN, ,EXEMPT,KY,EXEMPT,E,1000,0,1000,604,5,9149
1211305.84,274083.528750002,42,021A00360005,021A,0036,0005,91034355,   0.07670,742 HANCOCK ST,   742, ,HANCOCK,ST,13, , ,1900/01/01 00:00:00+00,LOUISVILLE,METRO HOUSING AUTHORIT, ,420 S 8TH ST, ,LOUISVILLE,KY,40203-1906,E,11000,0,11000,620,1,9150
1246371.36125,312420.920000002,43,020000090026,0200,0009,0026,591,   1.45500,6415 BASS RD,  6415, ,BASS,RD,21,11452,955,2019/07/12 00:00:00+00,LOUISVILLE,& JEFFERSON COUNTY MSD, ,700 W LIBERTY ST, ,LOUISVILLE,KY,40203-1911,E,47250,0,47250,620,3,9151
1211291.295,273987.962500006,44,021A00360008,021A,0036,0008,91034358,   0.05430,748 HANCOCK ST,   748, ,HANCOCK,ST,13, , ,1900/01/01 00:00:00+00,LOUISVILLE,METRO HOUSING AUTHORIT, ,420 S 8TH ST, ,LOUISVILLE,KY,40203-1906,E,11000,0,11000,620,1,9152
1211278.21875,273901.431250006,45,021A00360011,021A,0036,0011,91034361,   0.06750,754 HANCOCK ST,   754, ,HANCOCK,ST,13, , ,1900/01/01 00:00:00+00,LOUISVILLE,METRO HOUSING AUTHORIT, ,420 S 8TH ST, ,LOUISVILLE,KY,40203-1906,E,11000,0,11000,620,1,9153
1211287.53625,273963.253749996,46,021A00360009,021A,0036,0009,91034359,   0.05430,750 HANCOCK ST,   750, ,HANCOCK,ST,13, , ,1900/01/01 00:00:00+00,LOUISVILLE,METRO HOUSING AUTHORIT, ,420 S 8TH ST, ,LOUISVILLE,KY,40203-1906,E,11000,0,11000,620,1,9154
1211283.05875,273933.848749995,47,021A00360010,021A,0036,0010,91034360,   0.07500,752 HANCOCK ST,   752, ,HANCOCK,ST,13, , ,1900/01/01 00:00:00+00,LOUISVILLE,METRO HOUSING AUTHORIT, ,420 S 8TH ST, ,LOUISVILLE,KY,40203-1906,E,11000,0,11000,620,1,9155
1240907.065,266709.685000002,48,082D00750000,082D,0075,0000,91011715,   0.04820,ARLINGTON RD, , ,ARLINGTON,RD, , , ,1900/01/01 00:00:00+00,OWNER,UNKNOWN, ,ADDRESS UNKNOWN, ,EXEMPT,KY,EXEMPT,E,0,0,0,699,0,9156
1218767.1875,247405.682500005,49,078901080000,0789,0108,0000,194765,   0.30930,1046 LOTUS AVE,  1046, ,LOTUS,AVE,99,7230,0357,1999/04/22 00:00:00+00,REGIONAL,AIRPORT AUTHORITY OF L, ,PO BOX 9129, ,LOUISVILLE,KY,40209-0129,E,10000,0,10000,620,1,9157
1249957.17125,311403.864999995,50,000301180000,0003,0118,0000,863,   1.46120,9810 US HIGHWAY 42,  9810, ,US HIGHWAY 42, ,99,7293,0668,1999/07/30 00:00:00+00,LOUISVILLE,& JEFFERSON COUNTY MSD, ,700 W LIBERTY ST, ,LOUISVILLE,KY,40203-1911,E,80000,0,80000,620,3,9158
1218516.08374999,247275.394999996,51,074300430000,0743,0043,0000,1025439,   0.12490,1041 LOTUS AVE,  1041, ,LOTUS,AVE,04,8261,0680,2003/10/01 00:00:00+00,LOUISVILLE,REGIONAL AIRPORT AUTHO, ,PO BOX 9129, ,LOUISVILLE,KY,40209-0129,E,13000,0,13000,620,1,9159
1218519.67874999,247321.626249999,52,074300420000,0743,0042,0000,1025438,   0.13470,LOTUS AVE, , ,LOTUS,AVE,03,8261,0680,2003/10/01 00:00:00+00,LOUISVILLE,REGIONAL AIRPORT AUTHO, ,PO BOX 9129, ,LOUISVILLE,KY,40209-0129,E,13000,0,13000,620,1,9160
1283220.8725,219966.983750001,53,006300160000,0063,0016,0000,91002310,  45.66840,WOOD VALLEY LN, , ,WOOD VALLEY,LN, , , ,1900/01/01 00:00:00+00,OWNER,UNKNOWN, ,ADDRESS UNKNOWN, ,EXEMPT,KY,EXEMPT,E,0,0,0,699,0,9161
1254327.1125,310502.956249997,54,174600010000,1746,0001,0000,1062,   0.19270,1 AUTUMN HILL CT,     1, ,AUTUMN HILL,CT,98,6889,0341,1997/05/27 00:00:00+00,CITY,OF PROSPECT, ,PO BOX 1, ,PROSPECT,KY,40059-0001,E,33000,0,33000,604,5,9162
1249817.86875001,309964.299999997,55,159303280002,1593,0328,0002,1171,   0.20670,6523 GUNPOWDER LN,  6523, ,GUNPOWDER,LN, , , ,1900/01/01 00:00:00+00,CITY,OF PROSPECT, ,ADDRESS UNKNOWN, ,EXEMPT,KY,EXEMPT,E,0,0,0,604,5,9163
1250229.03125,309397.638750002,56,159303280001,1593,0328,0001,1260,   2.04650,6522 GUNPOWDER LN,  6522, ,GUNPOWDER,LN,98, , ,1900/01/01 00:00:00+00,CITY,OF PROSPECT, ,ADDRESS UNKNOWN, ,EXEMPT,KY,EXEMPT,E,84000,0,84000,604,5,9164
1251253.36125,309629.746250004,57,157201820000,1572,0182,0000,1289,   0.20780,7603 TALLWOOD RD,  7603, ,TALLWOOD,RD,81, , ,1900/01/01 00:00:00+00,CITY,OF PROSPECT, ,ADDRESS UNKNOWN, ,EXEMPT,KY,EXEMPT,E,0,2280,2280,604,5,9165
1254470.44374999,309642.144999996,58,165204240000,1652,0424,0000,1297,   0.15090,8031 MONTERO DR,  8031, ,MONTERO,DR,81, , ,1900/01/01 00:00:00+00,CITY,OF PROSPECT, ,ADDRESS UNKNOWN, ,EXEMPT,KY,EXEMPT,E,0,1990,1990,604,5,9166
1253649.50749999,309531.658749998,59,162703880000,1627,0388,0000,1323,   0.26790,7904 1/2 MONTERO DR,  7904, ,MONTERO,DR,81, , ,1900/01/01 00:00:00+00,CITY,OF PROSPECT, ,ADDRESS UNKNOWN, ,EXEMPT,KY,EXEMPT,E,0,1380,1380,604,5,9167
1248297.655,309253.459999993,60,160000640000,1600,0064,0000,1326,   3.67050,9220 US HIGHWAY 42,  9220, ,US HIGHWAY 42, ,81,10632,0502,2016/06/06 00:00:00+00,CITY,OF PROSPECT, ,PO BOX 1, ,PROSPECT,KY,40059-0001,E,0,3520,3520,604,5,9168
1250052.16125,308969.483750001,61,167901530000,1679,0153,0000,1440,   7.24830,7211 FOX HARBOR RD,  7211, ,FOX HARBOR,RD,88,5592,0670,1986/07/02 00:00:00+00,CITY,OF PROSPECT, ,700 GUNSTON LN, ,PROSPECT,KY,40059-9436,E,15770,0,15770,604,5,9169
1250689.0975,309052.523750007,62,159303280003,1593,0328,0003,1516,   0.11890,6405 1/2 GUNPOWDER LN,  6405, ,GUNPOWDER,LN,98, , ,1900/01/01 00:00:00+00,CITY,OF PROSPECT, ,ADDRESS UNKNOWN, ,EXEMPT,KY,EXEMPT,E,42000,0,42000,604,5,9170
1255407.435,308442.352500007,63,166505010000,1665,0501,0000,1712,   0.04550,8212 MONTERO DR,  8212, ,MONTERO,DR,81, , ,1900/01/01 00:00:00+00,CITY,OF PROSPECT, ,ADDRESS UNKNOWN, ,EXEMPT,KY,EXEMPT,E,0,16800,16800,604,5,9171
1249033.9175,308239.147499993,64,167901520000,1679,0152,0000,1719,   3.66220,7209 FOX HARBOR RD,  7209, ,FOX HARBOR,RD,88,5592,0670,1986/07/02 00:00:00+00,CITY,OF PROSPECT, ,700 GUNSTON LN, ,PROSPECT,KY,40059-9436,E,7870,0,7870,604,5,9172
1251575.7675,307089.603750005,65,161002630000,1610,0263,0000,1944,   1.91310,6201 DEEP CREEK DR,  6201, ,DEEP CREEK,DR,81, , ,1900/01/01 00:00:00+00,CITY,OF PROSPECT, ,ADDRESS UNKNOWN, ,EXEMPT,KY,EXEMPT,E,0,14400,14400,604,5,9173
1247986.49124999,307284.745000005,66,171163CS0000,1711,63CS,0000,720223,   0.11320,ADDRESS UNKNOWN, , ,ADDRESS UNKNOWN, ,87,5596,0815,1986/07/18 00:00:00+00,CITY,OF PROSPECT, ,7829 MONTERO DR, ,PROSPECT,KY,40059-9458,E,1410,0,1410,604,5,9174
1264592.50375,307266.368750006,67,000400080000,0004,0008,0000,1939,   0.37980,11111 BROWNSBORO RD, 11111, ,BROWNSBORO,RD,98, , ,1900/01/01 00:00:00+00,OWNER,UNKNOWN, ,ADDRESS UNKNOWN, ,EXEMPT,KY,EXEMPT,E,766890,0,766890,699,0,9175
1244332.935,305766.016249999,68,000601610000,0006,0161,0000,2195,   0.05590,RIVER RD, , ,RIVER,RD,09,10945,358,2017/08/01 00:00:00+00,KENTUCKY,TRANSPORTATION CABINET, ,200 MERO ST, ,FRANKFORT,KY,40601-1920,E,2000,0,2000,602,2,9176
1245599.3425,304351.444999993,69,157600260000,1576,0026,0000,2509,   0.50580,5208 SHADOW WOOD LN,  5208, ,SHADOW WOOD,LN,11,9691,0973,2011/03/01 00:00:00+00,COMMONWEALTH,OF KENTUCKY, ,200 MERO ST, ,FRANKFORT,KY,40601-1920,E,41000,239130,280130,602,2,9177
1245809.29625,304225.898750007,70,157600090000,1576,0009,0000,2532,   0.70150,5209 SHADOW WOOD LN,  5209, ,SHADOW WOOD,LN,13,10172,0807,2013/11/26 00:00:00+00,COMMONWEALTH,OF KENTUCKY TRANSPORTA, ,200 MERO ST, ,FRANKFORT,KY,40601-1920,E,51250,318750,370000,602,2,9178
1245736.405,304112.596249998,71,157600080000,1576,0008,0000,2571,   0.46970,5205 SHADOW WOOD LN,  5205, ,SHADOW WOOD,LN,09,9503,0894,2009/12/01 00:00:00+00,COMMONWEALTH,OF KENTUCKY, ,200 MERO ST, ,FRANKFORT,KY,40601-1920,E,51250,141010,192260,602,2,9179
1210525.985,244946.787499994,72,063000800000,0630,0080,0000,91020525,   0.23470,CRITTENDEN DR, , ,CRITTENDEN,DR,06,8946,0312,2006/12/31 00:00:00+00,LOUISVILLE,REGIONAL AIRPORT AUTHO, ,PO BOX 9129, ,LOUISVILLE,KY,40209-0129,E,11760,0,11760,620,1,9180
1243898.28125,304058.40625,73,000600730000,0006,0073,0000,8100032,   0.11210,6401 RIVER RD,  6401, ,RIVER,RD,19,11151,404,2018/05/15 00:00:00+00,LOUISVILLE,JEFFERSON COUNTY METRO, ,527 W JEFFERSON ST, ,LOUISVILLE,KY,40202-2814,E,45780,0,45780,620,1,9181
1204145.63875,216828.452500001,74,105603190000,1056,0319,0000,267503,  13.56070,11509 MITCHELL HILL RD, 11509, ,MITCHELL HILL,RD,90,5840,0364,1989/02/06 00:00:00+00,LOUISVILLE/JEF,COUNTY METRO GO, ,527 W JEFFERSON ST, ,LOUISVILLE,KY,40202-2814,E,30000,0,30000,620,1,9182
1201704.27875,285330.438749999,75,005L00240000,005L,0024,0000,91002266, 239.29120,2601 SHIPPINGPORT DR,  2601, ,SHIPPINGPORT,DR, , , ,1900/01/01 00:00:00+00,UNITED,STATES OF AMERICA, ,ADDRESS UNKNOWN, ,EXEMPT,KY,EXEMPT,E,0,0,0,601,6,9183
1245222.24124999,303390.783749998,76,157600010000,1576,0001,0000,2755,   0.68500,5101 SHADOW WOOD LN,  5101, ,SHADOW WOOD,LN,13,10125,0699,2013/08/26 00:00:00+00,COMMONWEALTH,OF KENTUCKY, ,200 MERO ST, ,FRANKFORT,KY,40601-1920,E,41000,269500,310500,602,2,9184
1271534.375,303104.201250002,77,163703290000,1637,0329,0000,9711630,   0.29120,5614 WINDY WILLOW DR,  5614, ,WINDY WILLOW,DR, , , ,1900/01/01 00:00:00+00,OWNER,UNKNOWN, ,ADDRESS UNKNOWN, ,EXEMPT,KY,EXEMPT,E,0,0,0,699,0,9185
1267093.4425,302464.442499995,78,000800760000,0008,0076,0000,2834,  21.89890,5500 HITT RD,  5500, ,HITT,RD,81, , ,1900/01/01 00:00:00+00,LOUISVILLE,& JEFFERSON COUNTY MSD, ,700 W LIBERTY ST, ,LOUISVILLE,KY,40203-1911,E,0,192590,192590,620,3,9186
1271602.37375,303083.267499998,79,163703300000,1637,0330,0000,9711631,   0.26330,5616 WINDY WILLOW DR,  5616, ,WINDY WILLOW,DR, , , ,1900/01/01 00:00:00+00,OWNER,UNKNOWN, ,ADDRESS UNKNOWN, ,EXEMPT,KY,EXEMPT,E,0,0,0,699,0,9187
1271462.65000001,303084.965000004,80,163703280000,1637,0328,0000,9711629,   0.23320,5612 WINDY WILLOW DR,  5612, ,WINDY WILLOW,DR, , , ,1900/01/01 00:00:00+00,OWNER,UNKNOWN, ,ADDRESS UNKNOWN, ,EXEMPT,KY,EXEMPT,E,0,0,0,699,0,9188
1271395.155,303061.117500007,81,163703270000,1637,0327,0000,9711628,   0.22750,5610 WINDY WILLOW DR,  5610, ,WINDY WILLOW,DR, , , ,1900/01/01 00:00:00+00,OWNER,UNKNOWN, ,ADDRESS UNKNOWN, ,EXEMPT,KY,EXEMPT,E,0,0,0,699,0,9189
1271663.48999999,303046.442499995,82,163703310000,1637,0331,0000,9711632,   0.19700,5618 WINDY WILLOW DR,  5618, ,WINDY WILLOW,DR, , , ,1900/01/01 00:00:00+00,OWNER,UNKNOWN, ,ADDRESS UNKNOWN, ,EXEMPT,KY,EXEMPT,E,0,0,0,699,0,9190
1271331.8,303029.866249993,83,163703260000,1637,0326,0000,9711627,   0.24080,5608 WINDY WILLOW DR,  5608, ,WINDY WILLOW,DR, , , ,1900/01/01 00:00:00+00,OWNER,UNKNOWN, ,ADDRESS UNKNOWN, ,EXEMPT,KY,EXEMPT,E,0,0,0,699,0,9191
1249820.9525,303057.603750005,84,000601800000,0006,0180,0000,2867,   0.10550,CHERRY VALLEY RD, , ,CHERRY VALLEY,RD,17, , ,1900/01/01 00:00:00+00,OWNER,UNKNOWN, ,ADDRESS UNKNOWN, ,CITY UNKNOWN,KY,00000,R,4750,0,4750,500,0,9192
