usaf,wban,yrmodahrmn,dir,spd,gus,clg,skc,l,m,h,vsb,mw,mw_one,mw_two,mw_three,aw,aw_one,aw_two,aw_three,w,temp,dewp,slp,alt,stp,max,min,pcp_zero_one,pcp_zero_six,pcp_two_four,pcpxx,sd
94889,201210011132,***,0,***,722,CLR,*,*,*,1.8,**,**,**,**,10,**,**,**,*,36,36,******,29.95,983.8,***,***,*****,*****,*****,*****,**,
94889,201210011134,***,0,***,722,CLR,*,*,*,3.0,**,**,**,**,10,**,**,**,*,36,36,******,29.95,983.8,***,***,*****,*****,*****,*****,**,
94889,201210011140,***,0,***,722,CLR,*,*,*,1.3,**,**,**,**,10,**,**,**,*,37,36,******,29.95,983.8,***,***,*****,*****,*****,*****,**,
94889,201210011149,***,0,***,722,CLR,*,*,*,3.0,**,**,**,**,10,**,**,**,*,37,36,******,29.95,983.8,***,***,*****,*****,*****,*****,**,
94889,201210011153,***,0,***,722,CLR,*,*,*,10.0,**,**,**,**,**,**,**,**,*,37,36,1014.4,29.95,983.8,41,33,0.00,*****,*****,*****,**,
94889,201210011253,***,0,***,722,CLR,*,*,*,10.0,**,**,**,**,**,**,**,**,*,46,44,1014.7,29.96,984.1,***,***,0.00,*****,*****,*****,**,
94889,201210011353,***,0,***,722,CLR,*,*,*,10.0,**,**,**,**,**,**,**,**,*,57,50,1014.3,29.95,983.8,***,***,0.00,*****,*****,*****,**,
94889,201210011453,***,0,***,722,CLR,*,*,*,10.0,**,**,**,**,**,**,**,**,*,61,46,1014.7,29.96,984.1,***,***,0.00,*****,*****,*****,**,
94889,201210011553,990,5,***,722,CLR,*,*,*,10.0,**,**,**,**,**,**,**,**,*,63,45,1013.9,29.94,983.5,***,***,0.00,*****,*****,*****,**,
94889,201210011653,990,3,***,722,CLR,*,*,*,10.0,**,**,**,**,**,**,**,**,*,64,44,1013.3,29.92,982.8,***,***,0.00,*****,*****,*****,**,
94889,201210011753,***,***,***,722,CLR,*,*,*,10.0,**,**,**,**,**,**,**,**,*,64,44,1012.9,29.91,982.5,66,36,0.00,*****,*****,*****,**,
94889,201210011853,090,3,***,722,CLR,*,*,*,10.0,**,**,**,**,**,**,**,**,*,64,42,1012.1,29.88,981.5,***,***,0.00,*****,*****,*****,**,
94889,201210011953,990,3,***,722,CLR,*,*,*,10.0,**,**,**,**,**,**,**,**,*,66,44,1011.8,29.87,981.2,***,***,0.00,*****,*****,*****,**,
94889,201210012053,080,3,***,722,CLR,*,*,*,10.0,**,**,**,**,**,**,**,**,*,65,44,1011.4,29.86,980.8,***,***,0.00,*****,*****,*****,**,
94889,201210012153,120,6,***,722,CLR,*,*,*,10.0,**,**,**,**,**,**,**,**,*,63,44,1011.4,29.86,980.8,***,***,0.00,*****,*****,*****,**,
94889,201210012253,140,7,***,722,CLR,*,*,*,10.0,**,**,**,**,**,**,**,**,*,60,44,1011.7,29.87,981.2,***,***,0.00,*****,*****,*****,**,
94889,201210012353,140,3,***,722,CLR,*,*,*,10.0,**,**,**,**,**,**,**,**,*,57,44,1011.6,29.87,981.2,67,57,0.00,*****,*****,*****,**,
94889,201210020053,***,0,***,722,CLR,*,*,*,10.0,**,**,**,**,**,**,**,**,*,55,44,1011.4,29.86,980.8,***,***,0.00,*****,*****,*****,**,
94889,201210020153,***,0,***,722,CLR,*,*,*,10.0,**,**,**,**,**,**,**,**,*,55,45,1011.4,29.87,981.2,***,***,0.00,*****,*****,*****,**,
94889,201210020253,***,0,***,722,CLR,*,*,*,10.0,**,**,**,**,**,**,**,**,*,56,45,1011.2,29.87,981.2,***,***,0.00,*****,*****,*****,**,
94889,201210020353,040,3,***,722,CLR,*,*,*,10.0,**,**,**,**,**,**,**,**,*,54,46,1011.2,29.87,981.2,***,***,0.00,*****,*****,*****,**,
94889,201210020453,060,5,***,100,OVC,*,*,*,10.0,**,**,**,**,61,**,**,**,*,55,47,1010.5,29.85,980.5,***,***,0.00T*****,*****,*****,**,,
94889,201210020459,***,***,***,***,***,*,*,*,****,**,**,**,**,**,**,**,**,*,****,****,******,*****,******,67,***,*****,*****,0.00T*****,**,,
94889,201210020553,***,0,***,95,OVC,*,*,*,10.0,**,**,**,**,61,**,**,**,*,54,48,1010.0,29.83,979.8,57,52,0.02,0.02,*****,*****,**,
94889,201210020653,070,3,***,75,OVC,*,*,*,10.0,**,**,**,**,**,**,**,**,*,54,49,1009.8,29.82,979.5,***,***,0.01,*****,*****,*****,**,
94889,201210020753,040,6,***,70,OVC,*,*,*,10.0,**,**,**,**,**,**,**,**,*,54,49,1009.8,29.82,979.5,***,***,0.00,*****,*****,*****,**,
94889,201210020853,050,6,***,75,OVC,*,*,*,10.0,**,**,**,**,**,**,**,**,*,54,49,1009.6,29.82,979.5,***,***,0.00,*****,*****,0.01,**,
94889,201210020953,030,5,***,55,OVC,*,*,*,5.0,**,**,**,**,62,10,**,**,*,54,51,1010.3,29.84,980.2,***,***,0.06,*****,*****,*****,**,
94889,201210021053,020,6,***,50,OVC,*,*,*,10.0,**,**,**,**,**,**,**,**,*,54,51,1011.0,29.86,980.8,***,***,0.04,*****,*****,*****,**,
94889,201210021153,020,6,***,50,OVC,*,*,*,9.1,**,**,**,**,61,**,**,**,*,54,51,1011.1,29.86,980.8,54,52,0.03,0.14,0.16,*****,**,
94889,201210021253,050,6,***,60,OVC,*,*,*,10.0,**,**,**,**,**,**,**,**,*,55,52,1011.4,29.87,981.2,***,***,0.00,*****,*****,*****,**,
94889,201210021353,050,9,***,47,OVC,*,*,*,10.0,**,**,**,**,**,**,**,**,*,58,51,1011.5,29.87,981.2,***,***,0.00,*****,*****,*****,**,
94889,201210021453,030,9,***,41,OVC,*,*,*,10.0,**,**,**,**,**,**,**,**,*,59,50,1011.9,29.88,981.5,***,***,0.00,*****,*****,0.00T**,,
94889,201210021553,050,8,***,39,OVC,*,*,*,10.0,**,**,**,**,**,**,**,**,*,61,49,1011.6,29.87,981.2,***,***,0.00,*****,*****,*****,**,
94889,201210021653,990,9,***,50,OVC,*,*,*,10.0,**,**,**,**,**,**,**,**,*,65,50,1011.2,29.87,981.2,***,***,0.00,*****,*****,*****,**,
94889,201210021753,070,8,***,48,OVC,*,*,*,10.0,**,**,**,**,**,**,**,**,*,65,50,1011.2,29.86,980.8,66,54,0.00,0.00T*****,*****,**,,
94889,201210021853,050,9,***,46,OVC,*,*,*,10.0,**,**,**,**,**,**,**,**,*,67,52,1010.6,29.85,980.5,***,***,0.00,*****,*****,*****,**,
94889,201210021953,050,10,***,46,OVC,*,*,*,10.0,**,**,**,**,**,**,**,**,*,67,50,1010.6,29.85,980.5,***,***,0.00,*****,*****,*****,**,
94889,201210022053,040,9,***,48,OVC,*,*,*,10.0,**,**,**,**,**,**,**,**,*,67,49,1010.7,29.85,980.5,***,***,0.00,*****,*****,*****,**,
94889,201210022153,060,8,***,50,BKN,*,*,*,10.0,**,**,**,**,**,**,**,**,*,68,50,1010.7,29.85,980.5,***,***,0.00,*****,*****,*****,**,
94889,201210022253,060,6,***,722,CLR,*,*,*,10.0,**,**,**,**,**,**,**,**,*,65,51,1011.2,29.87,981.2,***,***,0.00,*****,*****,*****,**,
94889,201210022353,***,0,***,120,BKN,*,*,*,10.0,**,**,**,**,**,**,**,**,*,61,52,1011.9,29.88,981.5,68,59,0.00,*****,*****,*****,**,
94889,201210030053,090,3,***,37,BKN,*,*,*,10.0,**,**,**,**,**,**,**,**,*,59,53,1012.5,29.90,982.2,***,***,0.00,*****,*****,*****,**,
94889,201210030153,090,3,***,90,OVC,*,*,*,10.0,**,**,**,**,**,**,**,**,*,62,53,1012.9,29.92,982.8,***,***,0.00,*****,*****,*****,**,
94889,201210030253,***,0,***,55,OVC,*,*,*,8.0,**,**,**,**,61,**,**,**,*,61,54,1013.1,29.92,982.8,***,***,0.00T*****,*****,0.00T**,,,
94889,201210030353,030,5,***,47,BKN,*,*,*,10.0,**,**,**,**,**,**,**,**,*,59,51,1013.0,29.92,982.8,***,***,0.00T*****,*****,*****,**,,
94889,201210030453,060,6,***,722,SCT,*,*,*,10.0,**,**,**,**,**,**,**,**,*,57,50,1012.4,29.90,982.2,***,***,0.00,*****,*****,*****,**,
94889,201210030459,***,***,***,***,***,*,*,*,****,**,**,**,**,**,**,**,**,*,****,****,******,*****,******,68,***,*****,*****,0.16,*****,**,
94889,201210030540,030,3,***,12,OVC,*,*,*,10.0,**,**,**,**,**,**,**,**,*,57,52,******,29.90,982.2,***,***,*****,*****,*****,*****,**,
94889,201210030553,040,3,***,12,OVC,*,*,*,10.0,**,**,**,**,**,**,**,**,*,58,52,1012.4,29.90,982.2,63,56,0.00,0.00T*****,*****,**,,
94889,201210030651,***,0,***,8,***,*,*,*,10.0,**,**,**,**,**,**,**,**,*,59,54,******,29.92,982.8,***,***,*****,*****,*****,*****,**,
94889,201210030653,***,0,***,8,OVC,*,*,*,10.0,**,**,**,**,**,**,**,**,*,59,53,1013.0,29.92,982.8,***,***,0.00,*****,*****,*****,**,
94889,201210030753,***,0,***,6,OVC,*,*,*,10.0,**,**,**,**,**,**,**,**,*,59,55,1012.9,29.92,982.8,***,***,0.01,*****,*****,*****,**,
94889,201210030853,***,0,***,8,OVC,*,*,*,8.0,**,**,**,**,**,**,**,**,*,59,56,1013.6,29.94,983.5,***,***,0.00,*****,*****,0.01,**,
94889,201210030953,***,0,***,6,OVC,*,*,*,10.0,**,**,**,**,**,**,**,**,*,59,54,1013.9,29.95,983.8,***,***,0.00,*****,*****,*****,**,
94889,201210031041,220,5,***,4,OVC,*,*,*,2.0,**,**,**,**,10,**,**,**,*,57,55,******,29.96,984.1,***,***,*****,*****,*****,*****,**,
94889,201210031045,240,3,***,4,OVC,*,*,*,1.3,**,**,**,**,10,**,**,**,*,57,55,******,29.96,984.1,***,***,*****,*****,*****,*****,**,
94889,201210031053,***,0,***,4,OVC,*,*,*,1.0,**,**,**,**,10,**,**,**,*,57,55,1014.5,29.96,984.1,***,***,0.00,*****,*****,*****,**,
94889,201210031112,***,0,***,4,OVC,*,*,*,1.5,**,**,**,**,10,**,**,**,*,57,55,******,29.97,984.5,***,***,*****,*****,*****,*****,**,
94889,201210031136,***,0,***,2,OVC,*,*,*,1.5,**,**,**,**,10,**,**,**,*,57,55,******,29.97,984.5,***,***,*****,*****,*****,*****,**,
94889,201210031150,***,0,***,4,OVC,*,*,*,1.8,**,**,**,**,10,**,**,**,*,57,55,******,29.98,984.8,***,***,*****,*****,*****,*****,**,
94889,201210031153,***,0,***,4,OVC,*,*,*,1.8,**,**,**,**,10,**,**,**,*,57,55,1015.0,29.98,984.8,60,57,0.00,0.01,0.01,*****,**,
94889,201210031253,***,0,***,4,OVC,*,*,*,1.8,10,**,**,**,10,**,**,**,*,59,56,1015.4,29.99,985.1,***,***,0.00,*****,*****,*****,**,
94889,201210031315,990,5,***,4,OVC,*,*,*,1.0,10,**,**,**,10,**,**,**,*,61,57,******,29.99,985.1,***,***,*****,*****,*****,*****,**,
94889,201210031327,190,3,***,2,OVC,*,*,*,1.8,10,**,**,**,10,**,**,**,*,61,57,******,30.00,985.5,***,***,*****,*****,*****,*****,**,
94889,201210031332,***,0,***,4,OVC,*,*,*,2.0,10,**,**,**,10,**,**,**,*,61,57,******,30.00,985.5,***,***,*****,*****,*****,*****,**,
94889,201210031351,***,0,***,4,***,*,*,*,3.0,**,**,**,**,10,**,**,**,*,61,57,******,30.00,985.5,***,***,*****,*****,*****,*****,**,
94889,201210031353,210,6,***,4,OVC,*,*,*,3.0,10,**,**,**,10,**,**,**,*,61,58,1015.7,30.00,985.5,***,***,0.00,*****,*****,*****,**,
94889,201210031405,210,6,***,42,OVC,*,*,*,4.0,10,**,**,**,10,**,**,**,*,61,57,******,30.00,985.5,***,***,*****,*****,*****,*****,**,
94889,201210031445,240,13,***,13,OVC,*,*,*,6.0,05,**,**,**,**,**,**,**,*,63,57,******,30.01,985.8,***,***,*****,*****,*****,*****,**,
94889,201210031453,220,8,***,13,OVC,*,*,*,6.0,05,**,**,**,**,**,**,**,*,63,57,1016.0,30.01,985.8,***,***,0.00,*****,*****,*****,**,
94889,201210031513,230,10,***,50,OVC,*,*,*,9.1,**,**,**,**,**,**,**,**,*,64,57,******,30.01,985.8,***,***,*****,*****,*****,*****,**,
94889,201210031539,230,8,***,19,OVC,*,*,*,10.0,**,**,**,**,**,**,**,**,*,64,55,******,30.01,985.8,***,***,*****,*****,*****,*****,**,
94889,201210031553,230,10,16,19,OVC,*,*,*,10.0,**,**,**,**,**,**,**,**,*,65,56,1015.9,30.01,985.8,***,***,0.00,*****,*****,*****,**,
94889,201210031650,200,10,***,35,OVC,*,*,*,10.0,**,**,**,**,**,**,**,**,*,66,55,******,30.01,985.8,***,***,*****,*****,*****,*****,**,
94889,201210031653,210,10,***,35,OVC,*,*,*,10.0,**,**,**,**,**,**,**,**,*,66,54,1016.0,30.01,985.8,***,***,0.00,*****,*****,*****,**,
94889,201210031753,210,8,***,34,OVC,*,*,*,10.0,**,**,**,**,**,**,**,**,*,65,53,1015.9,30.01,985.8,67,57,0.00,*****,*****,*****,**,
94889,201210031853,230,8,***,32,OVC,*,*,*,10.0,**,**,**,**,**,**,**,**,*,65,53,1015.9,30.01,985.8,***,***,0.00,*****,*****,*****,**,
94889,201210031933,210,7,***,27,OVC,*,*,*,10.0,**,**,**,**,**,**,**,**,*,64,52,******,30.01,985.8,***,***,*****,*****,*****,*****,**,
94889,201210031953,210,10,***,27,OVC,*,*,*,10.0,**,**,**,**,**,**,**,**,*,63,52,1016.3,30.02,986.1,***,***,0.00,*****,*****,*****,**,
94889,201210032016,190,13,***,33,OVC,*,*,*,10.0,**,**,**,**,**,**,**,**,*,63,54,******,30.02,986.1,***,***,*****,*****,*****,*****,**,
94889,201210032033,230,9,***,25,OVC,*,*,*,10.0,**,**,**,**,**,**,**,**,*,63,52,******,30.02,986.1,***,***,*****,*****,*****,*****,**,
94889,201210032051,210,5,***,30,***,*,*,*,10.0,**,**,**,**,**,**,**,**,*,63,52,******,30.02,986.1,***,***,*****,*****,*****,*****,**,
94889,201210032053,210,5,***,30,OVC,*,*,*,10.0,**,**,**,**,**,**,**,**,*,62,52,1016.5,30.02,986.1,***,***,0.00,*****,*****,*****,**,
94889,201210032153,200,6,***,36,OVC,*,*,*,10.0,**,**,**,**,**,**,**,**,*,63,52,1016.9,30.03,986.4,***,***,0.00,*****,*****,*****,**,
94889,201210032226,190,6,***,28,OVC,*,*,*,10.0,**,**,**,**,**,**,**,**,*,63,54,******,30.04,986.8,***,***,*****,*****,*****,*****,**,
94889,201210032235,200,5,***,38,OVC,*,*,*,10.0,**,**,**,**,**,**,**,**,*,63,54,******,30.04,986.8,***,***,*****,*****,*****,*****,**,
94889,201210032243,190,5,***,28,OVC,*,*,*,10.0,**,**,**,**,**,**,**,**,*,63,54,******,30.04,986.8,***,***,*****,*****,*****,*****,**,
94889,201210032253,190,9,***,28,OVC,*,*,*,10.0,**,**,**,**,**,**,**,**,*,63,53,1017.4,30.05,987.1,***,***,0.00,*****,*****,*****,**,
94889,201210032327,200,7,***,34,OVC,*,*,*,10.0,**,**,**,**,**,**,**,**,*,63,54,******,30.04,986.8,***,***,*****,*****,*****,*****,**,
94889,201210032353,200,5,***,44,OVC,*,*,*,10.0,**,**,**,**,**,**,**,**,*,62,54,1017.5,30.05,987.1,66,62,0.00,*****,*****,*****,**,
94889,201210040053,180,3,***,60,OVC,*,*,*,10.0,**,**,**,**,**,**,**,**,*,61,54,1018.0,30.07,987.8,***,***,0.00,*****,*****,*****,**,
94889,201210040153,180,3,***,60,OVC,*,*,*,10.0,**,**,**,**,**,**,**,**,*,61,54,1018.2,30.07,987.8,***,***,0.00,*****,*****,*****,**,
94889,201210040253,200,3,***,70,OVC,*,*,*,10.0,**,**,**,**,**,**,**,**,*,60,54,1018.2,30.07,987.8,***,***,0.00,*****,*****,*****,**,
94889,201210040353,190,5,***,65,OVC,*,*,*,10.0,**,**,**,**,**,**,**,**,*,60,54,1018.2,30.07,987.8,***,***,0.00,*****,*****,*****,**,
94889,201210040453,190,5,***,722,CLR,*,*,*,10.0,**,**,**,**,**,**,**,**,*,57,53,1018.3,30.08,988.1,***,***,0.00,*****,*****,*****,**,
94889,201210040459,***,***,***,***,***,*,*,*,****,**,**,**,**,**,**,**,**,*,****,****,******,*****,******,67,***,*****,*****,0.01,*****,**,
94889,201210040553,200,6,***,65,BKN,*,*,*,9.1,**,**,**,**,**,**,**,**,*,57,53,1018.5,30.08,988.1,62,56,0.00,*****,*****,*****,**,
94889,201210040653,210,5,***,722,CLR,*,*,*,6.0,**,**,**,**,10,**,**,**,*,55,52,1018.2,30.07,987.8,***,***,0.00,*****,*****,*****,**,
94889,201210040753,210,6,***,722,CLR,*,*,*,5.0,**,**,**,**,10,**,**,**,*,54,51,1018.0,30.06,987.4,***,***,0.00,*****,*****,*****,**,
94889,201210040853,210,3,***,722,CLR,*,*,*,6.0,**,**,**,**,10,**,**,**,*,53,50,1018.3,30.07,987.8,***,***,0.00,*****,*****,*****,**,
94889,201210040953,230,6,***,722,SCT,*,*,*,10.0,**,**,**,**,**,**,**,**,*,55,50,1018.2,30.07,987.8,***,***,0.00,*****,*****,*****,**,
94889,201210041053,220,5,***,722,CLR,*,*,*,10.0,**,**,**,**,**,**,**,**,*,52,48,1018.6,30.08,988.1,***,***,0.00,*****,*****,*****,**,
94889,201210041153,220,6,***,722,CLR,*,*,*,9.1,**,**,**,**,**,**,**,**,*,53,49,1018.7,30.08,988.1,57,52,0.00,*****,*****,*****,**,
94889,201210041253,230,7,***,722,CLR,*,*,*,10.0,**,**,**,**,**,**,**,**,*,56,51,1018.6,30.08,988.1,***,***,0.00,*****,*****,*****,**,
94889,201210041353,220,8,***,722,CLR,*,*,*,10.0,**,**,**,**,**,**,**,**,*,60,52,1018.7,30.09,988.4,***,***,0.00,*****,*****,*****,**,
94889,201210041453,250,13,***,100,OVC,*,*,*,10.0,**,**,**,**,**,**,**,**,*,65,53,1019.1,30.10,988.8,***,***,0.00,*****,*****,*****,**,
94889,201210041553,250,10,***,100,BKN,*,*,*,10.0,**,**,**,**,**,**,**,**,*,68,53,1019.1,30.10,988.8,***,***,0.00,*****,*****,*****,**,
94889,201210041653,230,11,***,90,OVC,*,*,*,10.0,**,**,**,**,**,**,**,**,*,70,51,1018.8,30.09,988.4,***,***,0.00,*****,*****,*****,**,
94889,201210041753,220,14,23,722,CLR,*,*,*,10.0,**,**,**,**,**,**,**,**,*,74,51,1017.9,30.07,987.8,74,53,0.00,*****,*****,*****,**,
94889,201210041853,240,17,***,722,CLR,*,*,*,10.0,**,**,**,**,**,**,**,**,*,76,50,1017.2,30.05,987.1,***,***,0.00,*****,*****,*****,**,
94889,201210041953,230,14,21,722,SCT,*,*,*,10.0,**,**,**,**,**,**,**,**,*,76,50,1017.0,30.04,986.8,***,***,0.00,*****,*****,*****,**,
94889,201210042053,240,17,24,722,SCT,*,*,*,10.0,**,**,**,**,**,**,**,**,*,75,50,1017.0,30.04,986.8,***,***,0.00,*****,*****,*****,**,
94889,201210042153,230,11,22,722,SCT,*,*,*,10.0,**,**,**,**,**,**,**,**,*,75,49,1016.9,30.04,986.8,***,***,0.00,*****,*****,*****,**,
94889,201210042253,220,8,***,722,CLR,*,*,*,10.0,**,**,**,**,**,**,**,**,*,71,50,1016.7,30.03,986.4,***,***,0.00,*****,*****,*****,**,
94889,201210042353,190,5,***,722,CLR,*,*,*,10.0,**,**,**,**,**,**,**,**,*,66,50,1016.4,30.02,986.1,76,66,0.00,*****,*****,*****,**,
94889,201210050053,200,7,***,722,CLR,*,*,*,10.0,**,**,**,**,**,**,**,**,*,66,50,1016.2,30.01,985.8,***,***,0.00,*****,*****,*****,**,
94889,201210050153,200,7,***,722,SCT,*,*,*,10.0,**,**,**,**,**,**,**,**,*,65,51,1016.0,30.01,985.8,***,***,0.00,*****,*****,*****,**,
94889,201210050253,250,8,***,60,OVC,*,*,*,10.0,**,**,**,**,**,**,**,**,*,66,52,1016.4,30.02,986.1,***,***,0.00,*****,*****,*****,**,
94889,201210050353,270,8,***,90,BKN,*,*,*,10.0,**,**,**,**,61,**,**,**,*,63,58,1016.5,30.03,986.4,***,***,0.02,*****,*****,*****,**,
94889,201210050453,270,8,***,60,BKN,*,*,*,10.0,**,**,**,**,**,**,**,**,*,62,58,1016.5,30.03,986.4,***,***,0.00,*****,*****,*****,**,
94889,201210050459,***,***,***,***,***,*,*,*,****,**,**,**,**,**,**,**,**,*,****,****,******,*****,******,76,***,*****,*****,0.02,*****,**,
94889,201210050553,260,8,***,42,BKN,*,*,*,10.0,**,**,**,**,**,**,**,**,*,61,58,1016.5,30.03,986.4,68,61,0.00T,0.02,*****,*****,**,
94889,201210050653,260,10,***,38,OVC,*,*,*,10.0,**,**,**,**,**,**,**,**,*,61,56,1016.4,30.03,986.4,***,***,0.00,*****,*****,*****,**,
94889,201210050733,290,13,21,15,OVC,*,*,*,10.0,**,**,**,**,**,**,**,**,*,61,54,******,30.03,986.4,***,***,*****,*****,*****,*****,**,
94889,201210050753,280,9,***,38,OVC,*,*,*,10.0,**,**,**,**,**,**,**,**,*,59,53,1016.4,30.03,986.4,***,***,0.00,*****,*****,*****,**,
94889,201210050807,280,10,***,17,OVC,*,*,*,10.0,**,**,**,**,**,**,**,**,*,57,52,******,30.03,986.4,***,***,*****,*****,*****,*****,**,
94889,201210050844,280,11,***,35,OVC,*,*,*,10.0,**,**,**,**,**,**,**,**,*,57,48,******,30.04,986.8,***,***,*****,*****,*****,*****,**,
94889,201210050853,280,11,20,35,OVC,*,*,*,10.0,**,**,**,**,**,**,**,**,*,57,49,1017.4,30.05,987.1,***,***,0.00,*****,*****,*****,**,
94889,201210050953,260,8,***,41,OVC,*,*,*,10.0,**,**,**,**,**,**,**,**,*,56,49,1017.4,30.05,987.1,***,***,0.00,*****,*****,*****,**,
94889,201210051053,270,9,***,722,CLR,*,*,*,10.0,**,**,**,**,**,**,**,**,*,54,47,1017.6,30.06,987.4,***,***,0.00,*****,*****,*****,**,
