X,Y,OBJECTID,DATECOLL,LOCATION,LATD,LATM,LOND,LONM,DENSITY,DEPTHM,TIMECOLL,COMMENTS,SEAWEED,PLOT_LOC,YR
1152856.99288213,695125.128101721,14,07/19/94,NIANTIC RIVER,41,22.04700088,72,11.57800006,L,0, , OSWEGATCHIE RD. AREA,ABSENT,A,94
1152870.74285464,695116.83087422,15,07/19/94,NIANTIC RIVER,41,22.04500007,72,11.57400035,L,0, , OSWEGATCHIE R. AREA,ABSENT,A,94
1152895.36813347,695105.128141731,16,07/19/94,NIANTIC RIVER,41,22.04299926,72,11.56900024,L,0, , OSWEGATCHIE RD. AREA,ABSENT,A,94
1152913.36809747,695093.377837136,17,07/19/94,NIANTIC RIVER,41,22.04100036,72,11.56499958,L,0, , OSWEGATCHIE RD. AREA,ABSENT,A,94
1152944.74303472,695075.80011639,18,07/19/94,NIANTIC RIVER,41,22.0380001,72,11.55799961,L,0, , OSWEGATCHIE RD. AREA,ABSENT,A,94
1152962.61799897,695069.987135887,19,07/19/94,NIANTIC RIVER,41,22.03700065,72,11.5539999,L,0, ,"TWO CLUMPS; OSWEGATCHIE RD. AREA",ABSENT,A,94
1152996.24293172,695056.862162143,20,07/19/94,NIANTIC RIVER,41,22.03499984,72,11.54699993,H,0, ,"CONTINUOUS; OSWEGATCHIE RD. AREA",ABSENT,A,94
1153023.11787798,695045.174849555,21,07/19/94,NIANTIC RIVER,41,22.03300094,72,11.54100036,H,0, ,"CONTINUOUS; RUPPIA ALSO; OSWEGATCHIE RD. AREA",ABSENT,A,94
1153032.11785997,695039.299861312,22,07/19/94,NIANTIC RIVER,41,22.03199958,72,11.53899955,H,0, ,"CONTINUOUS; RUPPIA ALSO; OSWEGATCHIE RD. AREA",ABSENT,A,94
1153054.55613531,695021.644056723,23,07/19/94,NIANTIC RIVER,41,22.02899932,72,11.53400039,H,0, ,"EDGE OF CLUMP; OSWEGATCHIE RD. AREA",ABSENT,A,94
1153063.61812505,694996.503030896,24,07/19/94,NIANTIC RIVER,41,22.02499961,72,11.53199958,H,0, ,"HUGE CLUMPS; OSWEGATCHIE RD. AREA",ABSENT,A,94
1153059.43112555,694960.892865896,25,07/19/94,NIANTIC RIVER,41,22.01899909,72,11.53299999,H,0, ,OSWEGATCHIE RD. AREA,ABSENT,A,94
1153124.43099555,694924.251863062,26,07/19/94,NIANTIC RIVER,41,22.01300048,72,11.51900005,A,0, ,OSWEGATCHIE RD. AREA,ABSENT,A,94
1153046.24414405,694923.736116067,27,07/19/94,NIANTIC RIVER,41,22.01300048,72,11.53600025,H,0, ,OSWEGATCHIE RD. AREA,ABSENT,A,94
1153115.5560133,694918.251875058,28,07/19/94,NIANTIC RIVER,41,22.01199913,72,11.5209999,A,0, ,OSWEGATCHIE RD. AREA,ABSENT,A,94
1152872.18314047,694898.890037149,29,07/19/94,NIANTIC RIVER,41,22.00900077,72,11.57400035,A,0,12:25,OSWEGATCHIE RD AREA,"GRAC,ULVA",A,94
1153019.68186122,694887.984875232,30,07/19/94,NIANTIC RIVER,41,22.00699996,72,11.54199981,H,0, ,"EDGE OF DENSE CLUMPS; OSWEGATCHIE RD. AREA",ABSENT,A,94
1152992.86990698,694881.874979317,31,07/19/94,NIANTIC RIVER,41,22.00600051,72,11.54800033,L,0, ,"LIGHT GREEN; OSWEGATCHIE RD. AREA",GRAC,A,94
1153075.62006955,694875.000977308,32,07/19/94,NIANTIC RIVER,41,22.00499916,72,11.52999973,M,0, ,OSWEGATCHIE RD. AREA,ABSENT,A,94
1152975.24592647,694844.7021534,33,07/19/94,NIANTIC RIVER,41,22,72,11.55200004,H,1,12:30, OSWEGATCHIE RD. AREA,ABSENT,A,94
1153311.11795814,694839.36194098,34,07/19/94,NIANTIC RIVER,41,21.99699974,72,11.51700019,M,0, ,"PATCHY; WEST EDGE PPD. TO SHORE; OSWEGATCHIE RD. AREA",ABSENT,O,94
1152946.24598446,694838.576837555,35,07/19/94,NIANTIC RIVER,41,21.99900054,72,11.55799961,P,0, ,"CLUMPS; OSWEGATCHIE RD. AREA",ABSENT,A,94
1152932.93400322,694826.638869315,36,07/19/94,NIANTIC RIVER,41,21.99699974,72,11.56099987,P,0, ,"CLUMPS; OSWEGATCHIE RD. AREA",ABSENT,A,94
1152888.30909248,694820.420049727,37,07/19/94,NIANTIC RIVER,41,21.99600028,72,11.57100009,P,0, ,"CLUMPS; OSWEGATCHIE RD. AREA",ABSENT,A,94
1153420.74306697,694814.862974226,38,07/19/94,NIANTIC RIVER,41,21.99300003,72,11.49300003,M,0, ,"15 FT OFF SHORE; 6-10/M2; OSWEGATCHIE RD. AREA",ABSENT,O,94
1152868.30913247,694806.934840471,39,07/19/94,NIANTIC RIVER,41,21.99399948,72,11.5749998,P,0, ,"CLUMPS; OSWEGATCHIE RD. AREA",ABSENT,A,94
1153387.36813372,694801.017857566,40,07/19/94,NIANTIC RIVER,41,22,72,11.4829998,A,0, ,OSWEGATCHIE RD. AREA,ABSENT,A,94
1152841.49685013,694800.841020644,41,07/19/94,NIANTIC RIVER,41,21.99300003,72,11.58100032,P,0, ,"CLUMPS; OSWEGATCHIE RD. AREA",ABSENT,A,94
1152814.68489589,694800.669104978,42,07/19/94,NIANTIC RIVER,41,21.99300003,72,11.58699989,M,0, ,"BIG CLUMP; OSWEGATCHIE RD. AREA",ABSENT,A,94
1153233.99606514,694668.358017892,43,07/19/94,NIANTIC RIVER,41,21.96899986,72,11.53400039,P,0, ,"PATCHY; OSWEGATCHIE RD. AREA",ABSENT,O,94
1153193.80815339,694668.09194231,44,07/19/94,NIANTIC RIVER,41,21.96899986,72,11.54300022,P,0.69999998, ,"PATCHY; FLOWERING; OSWEGATCHIE RD. AREA",ABSENT,O,94
1152919.31099898,694623.323002979,45,07/19/94,NIANTIC RIVER,41,21.96199989,72,11.60299968,A,1.29999995, ,"WEST EDGE; SAND; OSWEGATCHIE RD. AREA",ABSENT,O,94
1153661.93090481,694612.315150976,46,07/19/94,NIANTIC RIVER,41,21.96100044,72,11.16699981,L,0, ,"NEAR GARAGE; OSWEGATCHIE RD. AREA",ABSENT,A,94
1153084.8100118,694600.667864561,47,07/19/94,NIANTIC RIVER,41,21.95800018,72,11.56700038,P,0, ,OSWEGATCHIE RD. AREA,ABSENT,O,94
1153491.68288572,694548.452089727,48,07/19/94,NIANTIC RIVER,41,21.9489994,72,11.47799968,A,2, ,"MOORING; SAND BLOW OUT AREA; OSWEGATCHIE RD. AREA",ABSENT,O,94
1153574.49505605,694525.265128225,49,07/19/94,NIANTIC RIVER,41,21.94499969,72,11.46000003,A,0, ,"EAST EDGE; OSWEGATCHIE RD. AREA",ABSENT,O,94
1153482.93290322,694524.670969307,50,07/19/94,NIANTIC RIVER,41,21.94499969,72,11.47999954,A,0, ,OSWEGATCHIE RD. AREA,ABSENT,O,94
1153469.55792998,694518.65490523,51,07/19/94,NIANTIC RIVER,41,21.94400024,72,11.4829998,A,1.70000004,12:45,OSWEGATCHIE RD. AREA,ABSENT,O,94
1153657.3698903,694494.655937478,52,07/19/94,NIANTIC RIVER,41,21.94000053,72,11.44200038,L,0, ,"SALTWATER IVY; OSWEGATCHIE RD. AREA",ABSENT,O,94
1153610.43199205,694494.359022066,53,07/19/94,NIANTIC RIVER,41,21.94000053,72,11.45199966,M,0, ,"PATCHY; OSWEGATCHIE RD. AREA",ABSENT,O,94
1152851.18810372,694447.928012565,54,07/19/94,NIANTIC RIVER,41,21.93300056,72,11.61800003,A,1.29999995, ,"ALONG WEST EDGE; OSWEGATCHIE RD. AREA",ABSENT,O,94
1153277.93495364,694437.339122981,55,07/19/94,NIANTIC RIVER,41,21.93099975,72,11.52499961,P,0, ,"CLUMPS; OSWEGATCHIE RD. AREA",ABSENT,O,94
1153164.24915738,694401.024891138,56,07/19/94,NIANTIC RIVER,41,21.92499923,72,11.55000019,P,0, ,"CLUMPS; OSWEGATCHIE RD. AREA",ABSENT,O,94
1153025.75009055,694400.133160651,57,07/19/94,NIANTIC RIVER,41,21.92499923,72,11.57999992,P,0, ,"CLUMPS; OSWEGATCHIE RD. AREA",ABSENT,O,94
1152876.31403773,694368.037096232,58,07/19/94,NIANTIC RIVER,41,21.92000007,72,11.61299991,A,0, ,OSWEGATCHIE RD. AREA,ABSENT,O,94
1152990.31315355,694356.913102731,59,07/19/94,NIANTIC RIVER,41,21.91799926,72,11.58800029,P,0, ,"CLUMPS; OSWEGATCHIE RD. AREA",ABSENT,O,94
1153745.43303439,694349.936082557,60,07/19/94,NIANTIC RIVER,41,21.91600036,72,11.42300033,P,0, ,"GRASS TO SHORE; OSWEGATCHIE RD. AREA",ABSENT,O,94
1152921.25193997,694320.880038306,61,07/19/94,NIANTIC RIVER,41,21.91200065,72,11.60299968,P,1.29999995, ,OSWEGATCHIE RD. AREA,ABSENT,O,94
1153722.06004964,694167.417090639,62,07/19/94,NIANTIC RIVER,41,21.88599967,72,11.42800045,H,0, ,"BY SHORE GRASS 3 FT TALL; OSWEGATCHIE RD. AREA",ABSENT,O,94
1182621.54686998,694141.155004054,63,06/16/95,DEP BOAT RAMP,41,21.84799957,72,5.11199998,A,0, ,NO DIFFERENTIAL GPS,"ASCO,FUCU",O,95
1153733.49801889,694124.493948147,64,07/19/94,NIANTIC RIVER,41,21.87899971,72,11.42599964,H,0, ,"DARKER GRASS; OSWEGATCHIE RD. AREA",ABSENT,O,94
1153742.99898414,694034.118144646,65,07/19/94,NIANTIC RIVER,41,21.86400032,72,11.42399978,H,0.69999998, ,OSWEGATCHIE RD. AREA,GRAC,O,94
1153627.0628643,693996.287839726,66,07/19/94,NIANTIC RIVER,41,21.8579998,72,11.44900035,H,0, ,OSWEGATCHIE RD. AREA,ABSENT,O,94
1153477.94013105,693916.738130063,67,07/19/94,NIANTIC RIVER,41,21.84499931,72,11.48200035,P,0, ,"WASTING DISEASE; OSWEGATCHIE RD. AREA",ABSENT,O,94
1153207.94198339,693860.141130388,68,07/20/94,NIANTIC RIVER,41,21.83600044,72,11.54100036,P,0, ,NEAR MT. TABOR,ABSENT,O,94
1153579.2519363,693839.129033312,69,07/19/94,NIANTIC RIVER,41,21.83499908,72,11.43599987,P,0, ,"EELGRASS TO SHORE; OSWEGATCHIE RD. AREA",ABSENT,A,94
1153304.31711872,693811.84398289,70,07/20/94,NIANTIC RIVER,41,21.82799911,72,11.52000045,M,0, ,NEAR MT. TABOR,ABSENT,O,94
1153626.56516188,693772.722013891,71,07/19/94,NIANTIC RIVER,41,21.8239994,72,11.42599964,A,0, ,OSWEGATCHIE RD. AREA,ABSENT,A,94
1153255.50488038,693764.077018067,72,07/19/94,NIANTIC RIVER,41,21.81999969,72,11.53100013,M,0, ,OSWEGATCHIE RD. AREA,ABSENT,O,94
1153112.63115039,693751.293907151,73,07/20/94,NIANTIC RIVER,41,21.81800079,72,11.56200027,P,0, ,NEAR MT. TABOR,ABSENT,O,94
1153474.8171058,693704.703121066,74,07/19/94,NIANTIC RIVER,41,21.80999946,72,11.4829998,P,0, ,OSWEGATCHIE RD. AREA,ABSENT,O,94
1153557.81595555,693699.626031473,75,07/19/94,NIANTIC RIVER,41,21.81200027,72,11.44099998,A,4, ,OSWEGATCHIE RD. AREA,ABSENT,A,94
1153139.75708039,693696.606024399,76,07/20/94,NIANTIC RIVER,41,21.80900001,72,11.55599975,P,0, ,NEAR MT. TABOR,ABSENT,O,94
1153104.00715189,693696.371116728,77,07/19/94,NIANTIC RIVER,41,21.80900001,72,11.56400012,P,0, ,"EDGE 15 FT WEST OF HERE; OSWEGATCHIE RD. AREA",ABSENT,O,94
1152956.57109505,693695.432142228,78,07/19/94,NIANTIC RIVER,41,21.80900001,72,11.59599971,A,0.69999998, ,OSWEGATCHIE RD. AREA,ASCO,O,94
1153622.75414589,693676.329162061,79,07/19/94,NIANTIC RIVER,41,21.80800056,72,11.42700004,H,0.30000001,1:20,"RUPPIA MARITIMA (FLOWERING); OSWEGATCHIE RD. AREA",ABSENT,A,94
1153975.50212805,693641.692092225,80,07/19/94,NIANTIC RIVER,41,21.80299949,72,11.342,A,0, ,OSWEGATCHIE RD. AREA,ABSENT,A,94
1153997.93909106,693635.910935804,81,07/19/94,NIANTIC RIVER,41,21.80200004,72,11.33699989,H,0, ," Z. MARINA AND R. MARITIMA DENSE; OSWEGATCHIE RD. AREA",ABSENT,A,94
1153897.37695622,693635.253128722,82,07/19/94,NIANTIC RIVER,41,21.80200004,72,11.3590002,H,0, ,"RUPPIA (DENSE); OSWEGATCHIE RD. AREA",ABSENT,A,94
1153741.37890863,693596.720069304,83,07/19/94,NIANTIC RIVER,41,21.79199981,72,11.42500019,H,2, ,"RUPPIA MARITIMA; OSWEGATCHIE RD. AREA",ABSENT,O,94
1153846.25304273,693591.924147144,84,07/19/94,NIANTIC RIVER,41,21.79500007,72,11.36999988,H,0, ,"RUPPIA; OSWEGATCHIE RD. AREA",ABSENT,A,94
1153741.50390838,693578.922860816,85,07/19/94,NIANTIC RIVER,41,21.78899955,72,11.42500019,A,2.29999995, ,"RUPPIA MARITIMA ROOTS; OSWEGATCHIE RD. AREA",ABSENT,O,94
1153976.12811105,693551.252968639,86,07/19/94,NIANTIC RIVER,41,21.7880001,72,11.342,A,0, ,OSWEGATCHIE RD. AREA,ABSENT,A,94
1154012.12803905,693508.50206989,87,07/19/94,NIANTIC RIVER,41,21.78100013,72,11.33399963,L,0, ,"RUPPIA (DENSE); OSWEGATCHIE RD. AREA",ABSENT,A,94
1154016.87802956,693471.454899892,88,07/19/94,NIANTIC RIVER,41,21.77499961,72,11.33300018,H,0, ,OSWEGATCHIE RD. AREA,GRAC,A,94
1154049.2549333,693302.655040637,89,07/19/94,NIANTIC RIVER,41,21.74699974,72,11.32600021,A,0, ,OSWEGATCHIE RD. AREA,GRAC,A,94
1154031.5679608,693271.405103147,90,07/19/94,NIANTIC RIVER,41,21.74200057,72,11.32999992,A,0, ,"ROCKS; OSWEGATCHIE RD. AREA",ASCO,A,94
1153212.07386489,693222.62993823,91,07/20/94,NIANTIC RIVER,41,21.7310009,72,11.54100036,P,0, ,NEAR MT. TABOR,ABSENT,O,94
1154036.3809433,693216.576144561,92,07/19/94,NIANTIC RIVER,41,21.7329998,72,11.32900047,A,0, ,OSWEGATCHIE RD. AREA,"GRAC,ULVA",A,94
1154014.8199628,693094.85493131,93,07/19/94,NIANTIC RIVER,41,21.71299934,72,11.33399963,A,0, ,OSWEGATCHIE RD. AREA,ABSENT,A,94
1154006.06998031,693065.150922477,94,07/19/94,NIANTIC RIVER,41,21.70800018,72,11.33600044,A,0, ,OSWEGATCHIE RD. AREA,ABSENT,A,94
1154025.19691056,692876.97610198,95,07/19/94,NIANTIC RIVER,41,21.67700004,72,11.33199977,A,0, ,"STEEP SLOPE; OSWEGATCHIE RD. AREA",ABSENT,A,94
1154056.6348398,692847.523076892,96,07/19/94,NIANTIC RIVER,41,21.67200088,72,11.3249998,A,0, ,OSWEGATCHIE RD. AREA,ULVA,A,94
1154029.8848933,692839.928931981,97,07/19/94,NIANTIC RIVER,41,21.67099952,72,11.33100032,P,0, ,"SEAGRASS CLUMPS; OSWEGATCHIE RD. AREA",ABSENT,A,94
1154016.50992006,692839.849863887,98,07/19/94,NIANTIC RIVER,41,21.67099952,72,11.33399963,A,0, ,OSWEGATCHIE RD. AREA,ABSENT,A,94
1153994.25996456,692827.849887893,99,07/19/94,NIANTIC RIVER,41,21.66900062,72,11.33899974,L,0, ,OSWEGATCHIE RD. AREA,ABSENT,A,94
1154072.44714414,692822.412890896,100,07/19/94,NIANTIC RIVER,41,21.66799926,72,11.32199954,A,0, ,OSWEGATCHIE RD. AREA,ABSENT,A,94
1153275.64197922,692718.934095234,101,07/20/94,NIANTIC RIVER,41,21.64800071,72,11.52799987,L,0, ,"HARD BOTTOM; NEAR MT. TABOR",ABSENT,O,94
1154026.3868688,692688.675953642,102,07/19/94,NIANTIC RIVER,41,21.6459999,72,11.33199977,A,0, ,"STEEP SLOPE ENDS; OSWEGATCHIE RD. AREA",ABSENT,A,94
1153958.01397406,692554.797940567,103,07/19/94,NIANTIC RIVER,41,21.62400054,72,11.34700012,A,0, ,OSWEGATCHIE RD. AREA,ABSENT,A,94
1153321.45586397,692550.212975979,104,07/20/94,NIANTIC RIVER,41,21.62000083,72,11.51799964,A,0, ,"MUDDY SUBSTRATE; NEAR MT. TABOR",GRAC,O,94
1154050.64010113,692396.765120149,105,07/19/94,NIANTIC RIVER,41,21.59799957,72,11.32699966,A,0, ,OSWEGATCHIE RD. AREA,ULVA,A,94
1153562.39501464,692259.694856226,106,07/20/94,NIANTIC RIVER,41,21.5720005,72,11.4659996,A,0, ,"ROCK; ASCOPHYLLUM TO SHORE; NEAR MT. TABOR","ASCO,GRAC",O,94
1154094.14099839,692233.950157061,107,07/19/94,NIANTIC RIVER,41,21.57099914,72,11.31799983,A,0,1:45,OSWEGATCHIE RD. AREA,ULVA,A,94
1154077.20500864,692088.540999055,108,07/19/94,NIANTIC RIVER,41,21.54700088,72,11.32199954,A,0, ,OSWEGATCHIE RD. AREA,ABSENT,A,94
1154049.27002513,691917.850067481,109,07/19/94,NIANTIC RIVER,41,21.51899909,72,11.32800006,A,0, ,OSWEGATCHIE RD. AREA,ABSENT,A,94
1153740.34085298,691343.087109387,110,07/20/94,NIANTIC RIVER,41,21.42099952,72,11.42800045,A,2, ,"JELLYFISH; SOFT BOTTOM; NEAR MT. TABOR",ABSENT,O,94
1154259.46415855,691209.027994305,111,07/19/94,NIANTIC RIVER,41,21.40200042,72,11.28299999,P,1.29999995, ,"EEL; OSWEGATCHIE RD. AREA",ABSENT,A,94
1154056.46915773,690897.23891972,112,07/19/94,NIANTIC RIVER,41,21.34499931,72,11.34700012,P,0.69999998, ,OSWEGATCHIE RD. AREA,ABSENT,A,94
1153681.03388497,690846.014940813,113,07/20/94,NIANTIC RIVER,41,21.3390007,72,11.44200038,A,0, ,"STARFISH; NEAR MT. TABOR",GRAC,O,94
1154027.53187963,690806.847040147,114,07/19/94,NIANTIC RIVER,41,21.32999992,72,11.34500026,P,2.70000004, ,OSWEGATCHIE RD. AREA,ABSENT,A,94
1153748.79195155,690044.329864398,115,07/20/94,NIANTIC RIVER,41,21.20700073,72,11.42800045,A,0, ,NEAR MT. TABOR,GRAC,O,94
1154416.97696689,689864.662900895,116,07/19/94,NIANTIC RIVER,41,21.17200088,72,11.25,L,0,2:40,OSWEGATCHIE RD. AREA,ABSENT,A,94
1154539.29594797,689269.435088724,117,07/19/94,NIANTIC RIVER,41,21.0739994,72,11.22399997,P,0, ,OSWEGATCHIE RD. AREA,ABSENT,A,94
1154684.5469698,689085.21498473,118,07/19/94,NIANTIC RIVER,41,21.04800033,72,11.22500038,A,0, ,OSWEGATCHIE RD. AREA,ABSENT,O,94
1154670.92298131,688960.41602172,119,07/19/94,NIANTIC RIVER,41,21.02300071,72,11.19600009,A,0.69999998, ,OSWEGATCHIE RD. AREA,ABSENT,A,94
1157049.53403772,688761.251065731,120,07/19/94,NIANTIC RIVER,41,20.98800086,72,10.68200016,A,0, ,10` FROM NIANTIC R. RD. SHORE,"ASCO,GRAC",A,94
1154840.04993963,688724.303961143,121,07/19/94,NIANTIC RIVER,41,20.98399925,72,11.15900039,A,0, ,OSWEGATCHIE RD. AREA,"AGAR,GRAC",A,94
1153869.49413797,688654.400885731,122,07/20/94,NIANTIC RIVER,41,20.97800064,72,11.40400028,A,0, ,NEAR MT. TABOR,GRAC,O,94
1154805.67697689,688512.050120562,123,07/19/94,NIANTIC RIVER,41,20.9489994,72,11.16699981,L,0, ,OSWEGATCHIE RD. AREA,ABSENT,A,94
1154750.67905539,688384.187843472,124,07/19/94,NIANTIC RIVER,41,20.92799949,72,11.1789999,A,0, ,OSWEGATCHIE RD. AREA,ABSENT,A,94
1154841.80485739,688272.264838979,125,07/19/94,NIANTIC RIVER,41,20.91399955,72,11.19200038,A,0, ,OSWEGATCHIE RD. AREA,ABSENT,O,94
1154828.61689164,688235.123837143,126,07/19/94,NIANTIC RIVER,41,20.90800094,72,11.19499969,A,0, ,OSWEGATCHIE RD. AREA,ABSENT,O,94
1154656.80785206,688044.055977806,127,07/19/94,NIANTIC RIVER,41,20.87199974,72,11.1999998,L,0, ,"ONE CLUMP; OSWEGATCHIE RD. AREA",ABSENT,A,94
1154625.87189031,687988.992111564,128,07/19/94,NIANTIC RIVER,41,20.86300086,72,11.20699977,P,0, ,"SEVERAL CLUMPS; OSWEGATCHIE RD. AREA",ABSENT,A,94
1153988.00111881,687962.766114146,129,07/20/94,NIANTIC RIVER,41,20.86400032,72,11.37899971,A,0, ,NEAR MT. TABOR,ABSENT,O,94
1154015.0640568,687919.952879563,130,07/20/94,NIANTIC RIVER,41,20.85700035,72,11.37300014,A,0, ,NEAR MT. TABOR,SARG,O,94
1156228.29913163,687914.040161729,131,07/19/94,NIANTIC RIVER,41,20.86000061,72,10.85999965,A,0, ,"ONE CRAB; NIANTIC R. RD. AREA","AGAR,GRAC",A,94
1155870.92911147,687743.782956317,132,07/19/94,NIANTIC RIVER,41,20.82600021,72,10.96800041,P,0, ,"QUOHOG; SCALLOPS; NIANTIC RIVER RD. AREA",ABSENT,O,94
1155613.99294555,687736.155018806,133,07/19/94,NIANTIC RIVER,41,20.82500076,72,11.02400016,A,0, ,SANDY POINT,ABSENT,O,94
1215810.52084622,687558.305965066,134,07/21/93,MYSTIC HARBOR,41,20.71800041,71,57.87099838,L,0, , VERY SPARSE,"GRAC,POLY",O,93
1154673.00204539,687431.999131054,135,07/19/94,NIANTIC RIVER,41,20.77599906,72,11.22999954,M,0, ,"CLUMPS; OSWEGATCHIE RD. AREA",ABSENT,O,94
1155898.87492172,686894.409983143,136,07/19/94,NIANTIC RIVER,41,20.68600082,72,10.96300029,A,0, ,NIANTIC RIVER RD. AREA,ASCO,O,94
1154141.01295188,686761.341023564,137,07/20/94,NIANTIC RIVER,41,20.66600036,72,11.34700012,A,0, ,NEAR MT. TABOR,ABSENT,O,94
1229424.03692622,686465.917073727,138,07/21/93,STONINGTON HARBOR,41,20.51700019,71,54.89899826,P,0, , ,ABSENT,O,93
1155135.13891639,686130.278965473,139,07/20/94,NIANTIC RIVER,41,20.56100082,72,11.13099956,L,0, ,"ONE EELGRASS SHORT SHOOT; NEAR SAUNDERS PT.",ABSENT,O,94
1213553.34491439,686071.650145724,140,07/21/93,PINE POINT,41,20.46999931,71,58.36299896,L,0, , SPARSE,ABSENT,A,93
1155189.76511948,685977.933141559,141,07/20/94,NIANTIC RIVER,41,20.53599929,72,11.11900043,A,0, ,NEAR SAUNDERS PT.,"AGAR,GRAC",O,94
1157909.37286922,685895.040918887,142,07/19/94,NIANTIC RIVER,41,20.51899909,72,10.47700023,A,0, ,NIANTIC RIVER RD. AREA,ABSENT,A,94
1230619.48991589,685796.957125559,143,07/21/93,STONINGTON HARBOR,41,20.40500068,71,54.63899993,A,1.5, , SAND,ABSENT,O,93
1237789.27708547,685563.833904147,144,07/21/93,WEST OF RANDALL NESK,41,20.35499954,71,53.07300186,A,0, , ,CLAD,O,93
1155410.08193606,685433.754111812,145,07/20/94,NIANTIC RIVER,41,20.44599914,72,11.07199954,P,2, ,NEAR SAUNDERS PT.,ABSENT,O,94
1155390.2069758,685402.488098234,146,07/20/94,NIANTIC RIVER,41,20.44099998,72,11.07600021,P,0, ,NEAR SAUNDERS PT.,ABSENT,O,94
1155414.89491856,685384.863133475,147,07/20/94,NIANTIC RIVER,41,20.43799972,72,11.07100009,P,0, ,"PATCH; NW CORNER; NEAR SAUNDERS PT.",ABSENT,O,94
1155403.8329328,685366.986856893,148,07/20/94,NIANTIC RIVER,41,20.43499946,72,11.07299995,P,0, ,NEAR SAUNDERS PT.,ABSENT,O,94
1229553.18004064,685361.079060316,149,07/21/93,STONINGTON HARBOR,41,20.33499908,71,54.87300109,H,0, , SAND,ABSENT,O,93
1229529.24701764,685062.841139734,150,07/21/93,STONINGTON HARBOR,41,20.28599929,71,54.87900161,P,0.89999997, , ,ABSENT,O,93
1158191.94415447,684996.998095557,151,07/19/94,NIANTIC RIVER,41,20.36700057,72,10.43799972,A,0, ,NIANTIC RIVER RD. AREA,ABSENT,A,94
1240633.48694822,684992.053879723,152,07/21/93,RANDALL NECK,41,20.25600051,71,52.45299911,L,0, , VERY PATCHY,"AGAR,CERA,CLAD,ENTE",O,93
1155462.58708039,684929.995932981,153,07/20/94,NIANTIC RIVER,41,20.36300086,72,11.06099987,P,0, ,"WESTEDGE; NEAR SAUNDERS PT.",ABSENT,O,94
1155431.58812664,684886.79195115,154,07/20/94,NIANTIC RIVER,41,20.3560009,72,11.06799983,A,0, ,NEAR SAUNDERS PT.,ABSENT,O,94
1223287.53410739,684761.55007565,155,07/21/93,NEAR QUIAMBOG COVE,41,20.24600028,71,56.24300003,A,0.60000002, , ,"AGAR,ENTE,POLY",O,93
1155345.46493931,684723.146937221,156,07/20/94,NIANTIC RIVER,41,20.32900047,72,11.08699989,P,0, ,"SAUNDERS PT; MUD/SAND",ABSENT,O,94
