county_name,code,district_name,city,address,state,zip,phone,fax,web_siteurl,superintendent,superintendents_email,board_president,unnamed_one_three,unnamed_one_four
CARTER      ,10-I019,ARDMORE                       ,Ardmore,800 M Street Ne,OK,73401.0,(580) 226-7650,(580) 226-2472,www.ardmoreschools.org,Kim Holland,kholland@ardmoreschools.org,James Foremen,NULL,NULL
CARTER      ,10-I021,SPRINGER                      ,Springer,16624 Us Hwy 77,OK,73458.0,(580) 653-2656,(580) 653-2666,www.springerschools.com,Cynthia Hunter,chunter@springer.k12.ok.us,Travis Roberts,NULL,NULL
CARTER      ,10-I027,PLAINVIEW                     ,Ardmore,1140 South Plainview Road,OK,73401.0,(580) 223-6319,(580) 490-3190,www.plainview.k12.ok.us,Karl Stricker,kstricker@plainview.k12.ok.us,Mark Sheaman,NULL,NULL
CARTER      ,10-I032,LONE GROVE                    ,Lone Grove,16841 Us Hwy 70,OK,73443.0,(580) 657-3131,(580) 657-4355,www.lonegrove.k12.ok.us,Meri Jayne Miller,mjmiller@lonegrove.k12.ok.us,Darryl Howard,NULL,NULL
CARTER      ,10-I043,WILSON                        ,Wilson,1860 Hewitt Road,OK,73463.0,(580) 668-2306,(580) 668-2170,www.wilson.k12.ok.us,Eric Smith,esmith@wilson.k12.ok.us,Suzanne Goode,NULL,NULL
CARTER      ,10-I055,HEALDTON                      ,Healdton,2763 Texas Street,OK,73438.0,(580) 229-0566,(580) 229-1522,www.healdtonschools.org,Terry Shaw,tshaw@healdtonschools.org,Scott Webb,NULL,NULL
CARTER      ,10-I074,FOX                           ,Fox,100 Creek Avenue,OK,73435.0,(580) 673-2081,(580) 673-2389,http://www.foxps.k12.ok.us/,Brent Phelps,bphelps@foxps.k12.ok.us,Otto Young,NULL,NULL
CARTER      ,10-I077,DICKSON                       ,Ardmore,4762 State Highway 199,OK,73401.0,(580) 223-3624,(580) 223-7947,www.dickson.k12.ok.us,Jeff Colclasure,jcolclasure@dickson.k12.ok.us,Kent Donica,NULL,NULL
CARTER      ,10-K001,(ILC) TRI-COUNTY              ,Fox,100 School Street,OK,73435.0,(580) 673-2310,(580) 673-2309,www.ringling.k12.ok.us,Michelle Taylor,mtaylor@ringling.k12.ok.us,Kent Southward,NULL,NULL
CHEROKEE    ,11-C010,LOWREY                        ,Tahlequah,21132 East 640 Road,OK,74464.0,(918) 456-4053,(918) 458-0647,NULL,Cris Wyse,cwyse@lowrey.k12.ok.us,Wayne Bell,NULL,NULL
CHEROKEE    ,11-C014,NORWOOD                       ,Hulbert,7966 West 790 Road,OK,74441.0,(918) 478-3092,(918) 478-3833,www.norwood.k12.ok.us,Diana Garnatz,garnatzd@norwood.k12.ok.us,Danny Shoemaker,NULL,NULL
CHEROKEE    ,11-C021,WOODALL                       ,Tahlequah,14090 West 835 Road,OK,74464.0,(918) 458-5444,(918) 456-5015,www.woodall.k12.ok.us,Linda Clinkenbeard,lclink@woodall.k12.ok.us,Tony Delmedico,NULL,NULL
CHEROKEE    ,11-C026,SHADY GROVE                   ,Hulbert,11042 West Shady Grove Road,OK,74441.0,(918) 772-2511,(918) 772-2430,NULL,Emmett Thompson,ethompson@shadygrove.k12.ok.us,Lea Arnall,NULL,NULL
CHEROKEE    ,11-C031,PEGGS                         ,Peggs,10821 West Hickory Ave.,OK,74452.0,(918) 598-3412,(918) 598-3833,peggspanthers.com,John Cox,jcox@peggs.k12.ok.us,Tammy Lyons,NULL,NULL
CHEROKEE    ,11-C034,GRAND VIEW                    ,Tahlequah,15481 North Jarvis Road,OK,74464.0,(918) 456-5131,(918) 456-1526,www.grandviewchargers.org,Ed Kennedy,ekennedy@grandview.k12.ok.us,Marty Kimble,NULL,NULL
CHEROKEE    ,11-C044,BRIGGS                        ,Tahlequah,17210 South 569 Road,OK,74464.0,(918) 456-4221,(918) 456-4049,www.briggs.k12.ok.us,Stephen Haynes,shaynes@briggs.k12.ok.us,Billy Gibson,NULL,NULL
CHEROKEE    ,11-C066,TENKILLER                     ,Welling,26106 East 863 Road,OK,74471.0,(918) 457-5996,(918) 457-5619,www.tenkiller.k12.ok.us,Bryan Hix,bhix@tenkiller.k12.ok.us,Darryl Mathews,NULL,NULL
CHEROKEE    ,11-I006,KEYS                          ,Park Hill,26622 South 520 Road,OK,74451.0,(918) 458-1835,(918) 456-1656,www.keys.k12.ok.us,Vol Woods,vwoods@keys.k12.ok.us,Radean Foreman,NULL,NULL
CHEROKEE    ,11-I016,HULBERT                       ,Hulbert,316 Rider Lane,OK,74441.0,(918) 772-2501,(918) 772-2766,http://www.hulbertriders.com/,Marilyn Dewoody,mdewoody@hulbertriders.com,Linda Baker,NULL,NULL
CHEROKEE    ,11-I035,TAHLEQUAH                     ,Tahlequah,225 N Water Street,OK,74464.0,(918) 458-4100,(918) 458-4103,www.tahlequahschools.org,Lisa Presley,presleyl@tahlequahschools.org,Brian Berry,NULL,NULL
CHEROKEE    ,11-T001,CHEROKEE IMMERSION CHARTER SCH,Tahlequah,16951 W Cherokee St,OK,74465.0,(918) 207-4900,(918) 458-4448,NULL,Leroy Qualls,leroy-qualls@cherokee.org,Rufus King,NULL,NULL
CHOCTAW     ,12-C021,SWINK                         ,Swink,500 Jourdan Street,OK,74761.0,(580) 873-2695,(580) 873-9493,www.swink.k12.ok.us,Mark Bush,mbush@swink.k12.ok.us,Darrell Stowers,NULL,NULL
CHOCTAW     ,12-I001,BOSWELL                       ,Boswell,604 N. 7Th St.,OK,74727.0,(580) 566-2558,(580) 566-2265,www.boswellschools.org,Keith Edge,kedge@boswellschools.org,John Kerr,NULL,NULL
CHOCTAW     ,12-I002,FORT TOWSON                   ,Fort Towson,205 W. 3Rd St.,OK,74735.0,(580) 873-2712,(580) 873-1053,www.forttowson.k12.ok.us,Charles Caughern,supt@forttowson.k12.ok.us,Benny Johnson,NULL,NULL
CHOCTAW     ,12-I004,SOPER                         ,Soper,100 St. Louis St.,OK,74759.0,(580) 345-2757,(580) 345-2222,http://www.soperschool.com/,Scott Van Worth,soperschool@live.com,Angella Dancer,NULL,NULL
CHOCTAW     ,12-I039,HUGO                          ,Hugo,208 North Second Street,OK,74743.0,(580) 326-6483,(580) 326-2480,http://www.hugoschools.com,Earl Dalke,edalke@hugoschools.com,Shane Spillman,NULL,NULL
CIMARRON    ,13-I002,BOISE CITY                    ,Boise City,700 Se First Street,OK,73933.0,(580) 544-3110,(580) 544-2972,www.boisecity.k12.ok.us,Dr. Ira Harris,ira.harris@bcpsd.org,Billy Mizer,NULL,NULL
CIMARRON    ,13-I010,FELT                          ,Felt,101 South Lincoln,OK,73937.0,(580) 426-2220,(580) 426-2799,http://www.felt.k12.ok.us/,Lewetta Hefley,lewetta.hefley@feltps.org,John Fain,NULL,NULL
CIMARRON    ,13-I011,KEYES                         ,Keyes,3Rd & Mcknab,OK,73947.0,(580) 546-7231,(580) 546-7338,keyes.k12.ok.us,Sherri Hitchings,sherri.hitchings@keyesps.org,Avis Strasner,NULL,NULL
CLEVELAND   ,14-C016,ROBIN HILL                    ,Norman,4801 East Franklin Road,OK,73026.0,(405) 321-4186,(405) 321-5179,www.robinhillschool.org,Brandon Voss,bvoss@robinhill.k12.ok.us,J. B. Southerland,NULL,NULL
CLEVELAND   ,14-I002,MOORE                         ,Moore,1500 Southeast 4Th Street,OK,73160.0,(405) 735-4200,(405) 735-4392,www.mooreschools.com,Robert Romines,robertromines@mooreschools.com,Karen Shuey,NULL,NULL
CLEVELAND   ,14-I029,NORMAN                        ,Norman,131 South Flood Avenue,OK,73069.0,(405) 364-1339,(405) 366-5851,www.normanpublicschools.org,Nicholas Migliorino,nickm@norman.k12.ok.us,Cindy Nashert,NULL,NULL
CLEVELAND   ,14-I040,NOBLE                         ,Noble,111 S 4Th,OK,73068.0,(405) 872-3452,(405) 872-3271,www.nobleps.com,Frank Solomon,FSolomon@nobleps.com,Tony Gibson,NULL,NULL
CLEVELAND   ,14-I057,LEXINGTON                     ,Lexington,420 Northeast Fourth Street,OK,73051.0,(405) 527-7236,(405) 527-9517,http://www.lexington.k12.ok.us/,Ronda Bass,rbass@lexington.k12.ok.us,Tonya Adams,NULL,NULL
CLEVELAND   ,14-I070,LITTLE AXE                    ,Norman,2000 168Th Avenue Northeast,OK,73026.0,(405) 329-7691,(405) 579-2929,http://www.littleaxe.k12.ok.us/,Jay Thomas,jay.thomas@littleaxeps.org,Beverly Felton,NULL,NULL
COAL        ,15-C004,COTTONWOOD                    ,Coalgate,1 Lubbis Street,OK,74538.0,(580) 927-2937,(580) 927-2938,www.cottonwoodschool.net,John Daniel,jdaniel@cottonwoodps.org,Johnny Sandmann,NULL,NULL
COAL        ,15-I001,COALGATE                      ,Coalgate,2 West Cedar,OK,74538.0,(580) 927-2351,(580) 927-2694,http://www.coalgateschools.org/,Greg Davidson,gdavidson@coalgateschools.org,Trent Bourland,NULL,NULL
COAL        ,15-I002,TUPELO                        ,Tupelo,200 South 7Th Ave.,OK,74572.0,(580) 845-2460,(580) 845-2565,http://www.tupelo.k12.ok.us,Jerry Romines,jromines@tupelo.k12.ok.us,Joyce Sanders,NULL,NULL
COMANCHE    ,16-C048,FLOWER MOUND                  ,Lawton,2805 Southeast Flower Mound Road,OK,73501.0,(580) 353-4088,(580) 353-5742,www.flowermound.k12.ok.us,Dax Trent,dtrent@flowermound.k12.ok.us,Brenda Parker,NULL,NULL
COMANCHE    ,16-C049,BISHOP                        ,Lawton,2204 Sw Bishop Road,OK,73505.0,(580) 353-4870,(580) 353-4879,www.Bishop.K12.ok.us,Howard Hampton,hamptonh@bishop.k12.ok.us,Thresa Seabolt,NULL,NULL
COMANCHE    ,16-I001,CACHE                         ,Cache,102 East H Ave,OK,73527.0,(580) 429-3266,(580) 429-3271,www.cacheps.org,Chad Hance,chad.hance@cacheps.org,Karol Haney,NULL,NULL
COMANCHE    ,16-I002,INDIAHOMA                     ,Indiahoma,307 Chebahtah,OK,73552.0,(580) 246-3448,(580) 246-3372,www.indiahoma.k12.ok.us,Deanna Voegeli,deanna.voegeli@indiahomaps.org,Jon Katvala,NULL,NULL
COMANCHE    ,16-I002,INDIAHOMA                    ,Idniahoma,307 Chebahtah,KO,73525.0,(580) 246-3448,(580) 246-3372,www.indiahoma.k12.ok.us,Deana Voegeli,deanna.voegeli@indiahomaps.org,Jon Katvala,NULL,NULL
COMANCHE    ,16-I003,STERLING                      ,Sterling,400 S Tiger Blvd,OK,73567.0,(580) 365-4307,(580) 365-4705,www.sterling.k12.ok.us,Kent Lemons,klemons@sterling.k12.ok.us,Kelly Walker,NULL,NULL
COMANCHE    ,16-I004,GERONIMO                      ,Geronimo,800 West Main Street,OK,73543.0,(580) 355-3160,(580) 357-8307,www.geronimo.k12.ok.us,Bill Pascoe,BPASCOE@GERONIMO.K12.OK.US,Donald Mccaig,NULL,NULL
COMANCHE    ,16-I008,LAWTON                        ,Lawton,753 Nw Fort Sill Blvd.,OK,73507.0,(580) 357-6900,(580) 585-6319,www.lawtonps.org,Tom Deighan,tom.deighan@lawtonps.org,Lori Bridges,NULL,NULL
COMANCHE    ,16-I009,FLETCHER                      ,Fletcher,108 W Hornaday,OK,73541.0,(580) 549-3016,(580) 549-6016,NULL,Shane Gilbreath,sgilbreath@fletcherschools.org,Aaron Jones,NULL,NULL
COMANCHE    ,16-I016,ELGIN                         ,Elgin,Hwy 17 & Mighty Owl Ave.,OK,73538.0,(580) 492-3663,(580) 492-4080,www.elginps.org,Nathaniel Meraz,nmeraz@elginps.net,Bailey Ballou,NULL,NULL
COMANCHE    ,16-I132,CHATTANOOGA                   ,Chattanooga,507 4Th Street,OK,73528.0,(580) 597-3347,(580) 597-3344,http://www.chatty.k12.ok.us,Jerry Brown,jbrown@chatty.k12.ok.us,Brent Peters,NULL,NULL
COTTON      ,17-I001,WALTERS                       ,Walters,418 South Broadway Street,OK,73572.0,(580) 875-2568,(580) 875-2831,www.blued.org,Jimmie Dedmon,jldedmon@waltersps.org,Jeff Baumann,NULL,NULL
COTTON      ,17-I101,TEMPLE                        ,Temple,206 School Road,OK,73568.0,(580) 342-6230,(580) 342-6463,www.temple.k12.ok.us,Justin Smith,jsmith@temple.k12.ok.us,Brent Mcintyre,NULL,NULL
COTTON      ,17-I333,BIG PASTURE                   ,Randlett,1502 N. 10Th St.,OK,73562.0,(580) 281-3831,(580) 281-3299,http://www.bigpasture.org,Danny Mccuiston,dmccuiston@bigpasture.org,Jeff Anderson,NULL,NULL
CRAIG       ,18-C001,WHITE OAK                     ,Vinita,27455 South 4340 Road,OK,74301.0,(918) 256-4484,(918) 256-4486,NULL,Richard Mcspadden,rmcspadden@whiteoakschool.net,Gary Mills,NULL,NULL
CRAIG       ,18-I006,KETCHUM                       ,Ketchum,404 N. Boston,OK,74349.0,(918) 782-5091,(918) 782-9018,http://www.ketchumwarriors.com,Joy Taylor,jtaylor@ketchumwarriors.com,Dandy Risman,NULL,NULL
CRAIG       ,18-I017,WELCH                         ,Welch,707 S Curtis Street,OK,74369.0,(918) 788-3129,(918) 788-3734,www.welchwildcats.net,R. Clark Mckeon,cmckeon@welchwildcats.net,George Moore,NULL,NULL
