OBJECTID,AREA,PERIMETER,ZONING_,ZONING_ID,SYMBOL,ZONING_COD,ZONING_NAM,ZONING_TYP,Shape_Length,Shape_Area
27,4319.70923911,301.726817879,28,2560,283,(CM),COMM MANUFACTURING OVERLAY,COMMERCIAL-INDUSTRIAL,301.726847938572,4319.70860539119
28,903996.795461,4145.30373411,29,2570,283,(CM),COMM MANUFACTURING OVERLAY,COMMERCIAL-INDUSTRIAL,4145.30379218046,903996.643712185
29,5270459.63474,10600.940681,30,1453,12,(M2),INDUSTRIAL OVERLAY,INDUSTRIAL,10600.9406566704,5270459.99333961
30,117378.071666,1432.65173829,31,2358,12,(M2),INDUSTRIAL OVERLAY,INDUSTRIAL,1432.65172382471,117378.078162238
31,9302.77790113,405.782936147,32,3229,282,(OR1),OFFICE/RES OVERLAY,OFFICE,405.782553763704,9302.75127980004
32,13538.9219372,651.419866034,33,3242,282,(OR1),OFFICE/RES OVERLAY,OFFICE,651.419045134085,13538.8623958305
33,4721.1147756,275.671090329,34,3275,282,(OR1),OFFICE/RES OVERLAY,OFFICE,275.670918163673,4721.11116212026
34,29293.8920148,715.146701961,35,3418,282,(OR1),OFFICE/RES OVERLAY,OFFICE,715.14688632821,29293.8899421444
35,60751.2887121,1529.94963397,36,3347,282,(OR1),OFFICE/RES OVERLAY,OFFICE,1529.94988159021,60751.3104701145
36,15376.9635489,545.702893795,37,3396,282,(OR1),OFFICE/RES OVERLAY,OFFICE,545.703066331369,15376.9559756415
37,19215.4476827,567.430975689,38,3409,282,(OR1),OFFICE/RES OVERLAY,OFFICE,567.430814152506,19215.4359623481
38,16759.1770264,548.1443338,39,3423,282,(OR1),OFFICE/RES OVERLAY,OFFICE,548.144321607174,16759.1740605857
39,24833.4948917,654.393937772,40,3744,330,(OR3),OFFICE/RES OVERLAY,OFFICE,654.39392113618,24833.5168260589
40,14683.3344404,667.797917785,41,3433,330,(OR3),OFFICE/RES OVERLAY,OFFICE,667.798118454838,14683.3414598709
41,8149.92756064,491.541402183,42,3439,330,(OR3),OFFICE/RES OVERLAY,OFFICE,491.54129381068,8149.91781046287
42,329406.782322,2432.50566865,43,543,330,(OR3),OFFICE/RES OVERLAY,OFFICE,2432.5057809683,329406.848376462
43,33594.6634618,729.277589904,44,3388,279,(OTF),OFFICE/TOURIST FACILITY,OFFICE,729.277659577526,33594.659005488
44,1382007.74289,6297.46956714,45,2370,266,(R1),RES SINGLE FAMILY OVERLAY,RESIDENTIAL,6297.46973545715,1382007.92890953
45,5343259.06655,13046.9334313,46,2374,266,(R1),RES SINGLE FAMILY OVERLAY,RESIDENTIAL,13046.9336490379,5343259.21368572
46,912501.724882,9236.61045549,47,827,4,(R4),RES SINGLE FAMILY OVERLAY,RESIDENTIAL,9236.61027708995,912501.61056564
47,1642191.66299,7984.38406786,48,1466,4,(R4),RES SINGLE FAMILY OVERLAY,RESIDENTIAL,7984.38441853489,1642191.62609792
48,703344.88652,4036.30480209,49,1469,4,(R4),RES SINGLE FAMILY OVERLAY,RESIDENTIAL,4036.30502858102,703344.760755295
49,1429940.57391,14742.3846333,50,2267,4,(R4),RES SINGLE FAMILY OVERLAY,RESIDENTIAL,14742.3849853982,1429940.71487345
50,607779.058184,6489.1681689,51,838,4,(R4),RES SINGLE FAMILY OVERLAY,RESIDENTIAL,6489.16871445617,607779.003211375
51,1184784.04048,4475.20541223,52,1761,4,(R4),RES SINGLE FAMILY OVERLAY,RESIDENTIAL,4475.20513012393,1184783.85180534
52,1479161.99306,15085.8462489,53,1762,4,(R4),RES SINGLE FAMILY OVERLAY,RESIDENTIAL,15085.8462246529,1479162.03012451
53,437303.376983,4656.38932701,54,840,4,(R4),RES SINGLE FAMILY OVERLAY,RESIDENTIAL,4656.38828144438,437303.307178892
54,1269667.34013,13059.7926087,55,825,4,(R4),RES SINGLE FAMILY OVERLAY,RESIDENTIAL,13059.7921970715,1269667.42266328
55,137797057.268,80388.1007734,56,1937,4,(R4),RES SINGLE FAMILY OVERLAY,RESIDENTIAL,80388.1001341312,137797057.064738
56,822951.657846,8231.70570016,57,1221,4,(R4),RES SINGLE FAMILY OVERLAY,RESIDENTIAL,8231.70528530369,822951.618384451
57,23968.3312016,670.723227981,58,2316,259,(R5),RES SINGLE FAMILY OVERLAY,RESIDENTIAL,670.723067449564,23968.3029785627
58,3348.70935915,238.611903413,59,3277,267,(R5A),RES MULTI-FAMILY OVERLAY,RESIDENTIAL,238.611888383287,3348.70783095964
59,410380696.052,225126.496487,60,2264,267,(RR),RURAL RES OVERLAY,RESIDENTIAL,225126.497228897,410380695.200263
60,1330135.78758,8312.55319057,61,2473,268,(W1),WATERFRONT OVERLAY,SPECIAL,8312.553570314,1330136.01426583
61,12718209.0816,20538.4748708,62,2361,269,(W2),WATERFRONT OVERLAY,SPECIAL,20538.4750922114,12718208.7646596
62,9761204.84608,20032.9563012,63,2303,270,(W3),WATERFRONT OVERLAY,SPECIAL,20032.956848335,9761204.52158723
63,152719.028563,3539.89741372,64,2325,270,(W3),WATERFRONT OVERLAY,SPECIAL,3539.89688021718,152718.95337207
64,33683.3575857,722.316966186,65,930,276,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,722.317281760127,33683.38782876
65,112559.581802,1578.87060218,66,845,276,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,1578.87117279235,112559.685638163
66,386684.167387,2443.73683256,67,1920,276,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,2443.73660880414,386684.188273787
67,28093.5611799,670.548286692,68,1236,276,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,670.548285916499,28093.5777188182
68,1037411.76362,6292.68056574,69,1921,276,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,6292.67960252132,1037411.59977188
69,30823.0942591,950.81899923,70,936,276,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,950.819446052661,30823.1341360898
70,139724.649019,1790.96762624,71,937,276,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,1790.96783048565,139724.672487046
71,751044.647211,3524.41085236,72,984,276,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,3524.41127387492,751044.764405319
72,12760.9002949,528.000167306,73,986,276,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,528.000109441407,12760.8971112387
73,60744.7087629,998.176862849,74,955,276,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,998.17697934031,60744.6989080447
74,347144.599531,2618.60087565,75,959,276,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,2618.60100477511,347144.610600682
75,863564.387413,4134.32457236,76,962,276,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,4134.32473959109,863564.323876282
76,1482586.62085,4930.16588127,77,1929,276,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,4930.16612736941,1482586.69579952
77,1950653.30043,7594.4331656,78,990,276,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,7594.43323187666,1950653.12340745
78,60454.4322314,1027.88681677,79,381,276,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,1027.88672552828,60454.450075561
79,71664.1216238,1071.06272307,80,975,276,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,1071.06284504638,71664.1384202201
80,48646.7894662,928.294140423,81,860,276,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,928.293677763014,48646.7403004489
81,374705.637368,2534.94805767,82,863,276,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,2534.94852957095,374705.708632767
82,653854.062444,3350.71413423,83,384,276,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,3350.71439505133,653854.180471037
83,790184.844188,4638.75058699,84,994,276,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,4638.7500528983,790184.814781567
84,2205409.19288,9516.66788429,85,1936,276,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,9516.66834687655,2205408.95966255
85,621937.413104,3981.70775969,86,996,276,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,3981.70869256303,621937.401962513
86,212037.689905,1875.24422908,87,3763,276,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,1875.24427683099,212037.657436418
87,1300613.89165,8279.47081231,88,1943,276,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,8279.47093630369,1300613.93335823
88,482867.147789,4748.92170897,89,2018,276,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,4748.92159515224,482867.146709555
89,255526.839673,2221.4786237,90,2305,276,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,2221.47916713092,255526.88731496
90,353647.986879,2345.91391247,91,1004,276,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,2345.91389504582,353647.823587604
91,25931.4164679,645.122165551,92,2322,276,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,645.121889132424,25931.4311912326
92,73187.2106921,1109.03914073,93,877,276,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,1109.03952529378,73187.2521046555
93,118819.187484,1670.53034786,94,2333,276,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,1670.5303131931,118819.229399597
94,18888.2877867,578.64130917,95,2340,276,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,578.641048789842,18888.2683020766
95,23229.0599989,597.674740929,96,2341,276,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,597.674479925534,23229.0610053545
96,80480.5270613,1155.90390294,97,2345,276,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,1155.90386701534,80480.5273797417
97,145985.490493,1922.62350018,98,2346,276,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,1922.62372671587,145985.495594022
98,439929.9802,2983.52601059,99,390,276,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,2983.52631367303,439930.089038231
99,655598.131303,4678.71789062,100,2349,276,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,4678.71758052167,655598.012439596
100,10626.0503271,425.225002729,101,2354,276,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,425.225267789809,10626.058920219
101,44165.6298302,844.312049399,102,3838,276,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,844.312319049025,44165.6618036941
102,297131.769327,2272.23179614,103,1012,276,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,2272.2320258892,297131.839965419
103,137653.876731,1523.2412584,104,2368,276,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,1523.24175738128,137653.929659914
104,96536.13879,1318.2868247,105,2376,276,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,1318.28649449455,96536.1096795396
105,22646.5915244,816.220660258,106,2377,276,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,816.220380299388,22646.5730057666
106,1050035.98888,7183.70320265,107,1015,276,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,7183.70296399494,1050036.07752406
107,82054.9958743,1541.93221105,108,1019,276,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,1541.93253649624,82055.0775848485
108,104123.260242,1577.55963985,109,2389,276,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,1577.55960539552,104123.288479181
109,442562.167539,4032.06060593,110,1023,276,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,4032.06092573619,442562.261310285
110,100624.735359,1378.0956732,111,2391,276,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,1378.09635708628,100624.668281741
111,134440.204234,2019.21802721,112,2393,276,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,2019.21784906867,134440.232843897
112,110570.287677,1386.45437246,113,2398,276,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,1386.45498336458,110570.290960926
113,64877.8915177,1167.38725777,114,399,276,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,1167.38718622136,64877.8493708932
114,4486.77049888,424.501474725,115,2399,276,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,424.501302848301,4486.77056568301
115,32809.3885377,879.737317087,116,2403,276,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,879.737109927358,32809.3955336354
116,43605.2034229,877.674768574,117,2406,276,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,877.674482331775,43605.1877244493
117,119287.615642,1455.8354742,118,2411,276,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,1455.83606875806,119287.5899607
118,113226.796943,1670.03285024,119,404,276,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,1670.03324751045,113226.914562271
119,12750.3792523,463.615185572,120,2418,276,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,463.615285132094,12750.3752100993
120,19843.7471889,813.387985563,121,2423,276,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,813.387620310701,19843.7314361313
121,3720.81187434,280.724548263,122,2426,276,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,280.724784605231,3720.81183477205
122,16518.1714978,546.130828664,123,411,276,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,546.130726373957,16518.167527719
123,6118.02682338,387.619366531,124,2432,276,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,387.619659237772,6118.03784506794
124,20829.5900543,641.62866168,125,2433,276,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,641.62868219362,20829.5929218914
125,207533.879003,2507.35420404,126,2439,276,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,2507.35451996215,207533.868116889
126,181238.226562,2526.1711299,127,2444,276,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,2526.17141949789,181238.238128567
127,16851.114481,618.795886774,128,2447,276,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,618.795863214363,16851.1113889365
128,198019.85531,2336.15699318,129,2449,276,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,2336.15746007664,198019.880628867
129,7040.47638715,375.07774221,130,2453,276,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,375.078018636989,7040.50163847705
130,64695.1885706,1252.41255364,131,2463,276,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,1252.41234109105,64695.2098804667
131,212693.137321,2079.60599115,132,1041,276,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,2079.60672939726,212693.15717307
132,5367.70634472,431.496270101,133,2476,276,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,431.496053184449,5367.71910089232
133,818917.40149,9210.35725283,134,2478,276,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,9210.35724171539,818917.37750209
134,123438.622508,1541.18365754,135,2483,276,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,1541.18315493778,123438.66580855
135,31170.8708193,738.777654286,136,2487,276,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,738.777380450916,31170.8258365648
136,99571.2885579,1351.69754745,137,1045,276,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,1351.69796901269,99571.3035078088
137,46846.8438207,906.223276226,138,2496,276,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,906.223005289588,46846.8431735947
138,212701.316672,2597.19988947,139,2498,276,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,2597.20055371348,212701.274281437
139,22377.3966351,611.480619048,140,2499,276,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,611.480853018861,22377.4012178342
140,77884.2962142,1195.4533156,141,2508,276,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,1195.45326658992,77884.2980060217
141,9533.04093798,423.931148492,142,2512,276,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,423.931358144014,9533.03206920556
142,1123316.25597,8398.35017393,143,1873,276,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,8398.34924436444,1123316.39831761
143,129897.083692,1598.92305911,144,2516,276,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,1598.9235251354,129897.120616771
144,733797.177086,6799.13491118,145,2520,276,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,6799.13589983024,733797.056241048
145,10723.0677714,487.707869964,146,2529,276,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,487.70823616174,10723.0677061994
146,66382.083387,1180.37745336,147,2526,276,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,1180.37728656377,66382.0543321613
147,108263.388463,1341.65331108,148,2527,276,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,1341.65330141669,108263.409537533
148,1027763.30687,7488.31610851,149,2535,276,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,7488.31604849971,1027763.16406131
149,41692.5010811,1037.65584442,150,2538,276,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,1037.6554920996,41692.4941816888
150,222680.867824,2680.05592494,151,2571,276,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,2680.05575867352,222680.950567311
151,441464.410262,2982.9609222,152,435,276,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,2982.96141759863,441464.460060151
152,105127.841742,1846.5447191,153,2575,276,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,1846.54454460567,105127.869516462
153,172026.621821,2253.76415605,154,2576,276,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,2253.76443239814,172026.65661133
154,24308.1249631,679.022649917,155,438,276,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,679.022721806951,24308.1318954244
155,85655.4976324,1183.88628317,156,2583,276,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,1183.88591334714,85655.4727930575
156,26204.6607136,661.691129751,157,2596,276,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,661.691053664487,26204.6691773957
157,25127.493947,642.5378619,158,2598,276,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,642.537811400586,25127.5099555181
158,11509.3524996,486.123821019,159,2607,276,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,486.123951190816,11509.3678946157
159,82026.2953424,1541.88214031,160,2615,276,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,1541.88217807629,82026.2220399899
160,189194.101822,2701.93667191,161,445,276,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,2701.93637070348,189194.147288347
161,88742.2380108,1528.36498714,162,2623,276,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,1528.36580813174,88742.2743759277
162,135954.078856,1632.48553895,163,2626,276,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,1632.48544933242,135954.034259777
163,59075.9532346,972.814550593,164,1054,276,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,972.814192078414,59075.9079641899
164,43978.3895758,840.900192118,165,2630,276,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,840.900341898656,43978.4141371229
165,34680.9896138,1077.14807026,166,2635,276,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,1077.14768503949,34681.0328651182
166,15945.9162121,508.248089445,167,2639,276,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,508.248183505678,15945.9458284392
167,16866.9849783,574.345480302,168,1057,276,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,574.345750845068,16867.0027999135
168,452798.384189,4426.3781443,169,454,276,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,4426.37870523482,452798.336154669
169,53248.4772173,946.392438818,170,2663,276,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,946.392353630829,53248.518381196
170,1665664.07516,19089.1819087,171,1956,276,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,19089.1804595117,1665664.02288446
171,10042.147143,428.052210509,172,2665,276,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,428.052564700888,10042.1824525393
172,65117.9413173,1236.6496092,173,2668,276,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,1236.64964961654,65117.9665628705
173,181199.230337,3038.56761066,174,1062,276,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,3038.56772562754,181199.272611279
174,37600.0089932,850.03384237,175,2691,276,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,850.033895690208,37599.9849938927
175,23846.2407908,813.455420417,176,2693,276,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,813.455370393425,23846.2226657961
176,39457.0660833,1063.89264247,177,2694,276,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,1063.89210122773,39457.1226213912
177,202320.280512,2745.84624798,178,2697,276,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,2745.8450998014,202320.095641948
178,12938.622976,529.345732757,179,2704,276,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,529.345891089448,12938.597906882
179,119663.405748,1525.23942305,180,2705,276,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,1525.23924650044,119663.420840774
180,60656.1395512,1014.2322126,181,1066,276,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,1014.23224908435,60656.1558818146
181,89404.3430322,1553.14764853,182,463,276,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,1553.14738056698,89404.3898475243
182,539884.979159,7257.57447321,183,467,276,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,7257.57458503464,539885.191605385
183,49976.9716002,892.991960801,184,2720,276,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,892.992050100008,49976.989449031
184,80245.1687271,1283.60026947,185,2726,276,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,1283.60063905729,80245.2128171653
185,61136.4274025,1289.46052162,186,2729,276,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,1289.46095568135,61136.414065477
186,53220.324477,1229.19405934,187,474,276,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,1229.19433933719,53220.3623035227
187,55340.2891022,993.779519761,188,2735,276,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,993.779557577373,55340.3092742751
188,16968.3080835,652.749551326,189,2740,276,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,652.749590662983,16968.3143701902
189,198544.047103,2177.45988557,190,2744,276,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,2177.45951637369,198543.954780291
190,6466.34746596,357.782061569,191,2746,276,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,357.781645843468,6466.34275593038
191,7787.96927703,359.653851403,192,2748,276,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,359.653898963987,7787.97059153707
192,170925.520271,2084.25180732,193,479,276,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,2084.25230586458,170925.556357137
193,34945.7294957,765.694872757,194,2761,276,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,765.69508575688,34945.7407034561
194,61927.635117,1165.05099026,195,2765,276,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,1165.05111625365,61927.6438112947
195,201004.265632,2541.50902376,196,2772,276,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,2541.50876595158,201004.162671293
196,8359.79933216,408.677516595,197,2782,276,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,408.677359006875,8359.79207884916
197,29771.7332081,1052.45513503,198,1962,276,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,1052.45488511052,29771.67964868
198,109416.61945,1990.68419665,199,2787,276,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,1990.68460040647,109416.62214768
199,24694.2739261,904.087678499,200,2789,276,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,904.08722593193,24694.2867537808
200,55709.1341065,1533.52788552,201,2793,276,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,1533.52855405492,55709.2479893829
201,4440886.87395,17423.6881063,202,1965,276,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,17423.686622142,4440886.91640822
202,39843.5049489,798.631510861,203,2801,276,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,798.631685483477,39843.5007733458
