X,Y,OBJECTID,LEASE_NUMBER,PROJECT_NAME,PROJECT_PHASE_NUMBER,DEVELOPER_NAME,WIND_TURBINE_ID,MAX_HEIGHT_M,MAX_MW,MAX_ROTOR_DIAMETER_M,WIND_TURBINE_MODEL,DEPTH_M,OPTION_NUMBER,STATUS,NOTES,LONGITUDE_NAD83,LATITUDE_NAD83,Northing,Easting,UTM_ZONE,is_spare
-7890284.6342,5014438.9238,131,OCS-A 0487,Sunrise Wind,,Orsted,109,240,11,200,SG 11.0-200DD,,,Proposed,,-70.87963241,41.01420874,4542036,341950,19N,
-7892735.1841,5014385.6348,132,OCS-A 0487,Sunrise Wind,,Orsted,110,240,11,200,SG 11.0-200DD,,,Proposed,,-70.90164606,41.01384754,4542036,340098,19N,
-7895185.6891,5014331.7262,133,OCS-A 0487,Sunrise Wind,,Orsted,111,240,11,200,SG 11.0-200DD,,,Proposed,,-70.92365932,41.01348213,4542036,338246,19N,
-7897636.1488,5014277.1982,134,OCS-A 0487,Sunrise Wind,,Orsted,112,240,11,200,SG 11.0-200DD,,,Proposed,,-70.94567216,41.01311252,4542036,336394,19N,
-7900086.5627,5014222.0507,135,OCS-A 0487,Sunrise Wind,,Orsted,113,240,11,200,SG 11.0-200DD,,,Proposed,,-70.9676846,41.01273871,4542036,334542,19N,
-7902536.9302,5014166.2838,136,OCS-A 0487,Sunrise Wind,,Orsted,114,240,11,200,SG 11.0-200DD,,,Proposed,,-70.98969662,41.01236071,4542036,332690,19N,
-7904987.2508,5014109.8975,137,OCS-A 0487,Sunrise Wind,,Orsted,115,240,11,200,SG 11.0-200DD,,,Proposed,,-71.01170821,41.0119785,4542036,330838,19N,
-7907437.5242,5014052.8918,138,OCS-A 0487,Sunrise Wind,,Orsted,116,240,11,200,SG 11.0-200DD,,,Proposed,,-71.03371939,41.01159209,4542036,328986,19N,
-7892681.8125,5011926.0117,139,OCS-A 0487,Sunrise Wind,,Orsted,139,240,11,200,SG 11.0-200DD,,,Proposed,,-70.90116662,40.9971735,4540184,340098,19N,
-7895131.7007,5011872.1482,140,OCS-A 0487,Sunrise Wind,,Orsted,140,240,11,200,SG 11.0-200DD,,,Proposed,,-70.92317433,40.99680831,4540184,338246,19N,
-7897581.5435,5011817.6659,141,OCS-A 0487,Sunrise Wind,,Orsted,141,240,11,200,SG 11.0-200DD,,,Proposed,,-70.94518164,40.99643891,4540184,336394,19N,
-7902481.0913,5011706.8441,142,OCS-A 0487,Sunrise Wind,,Orsted,143,240,11,200,SG 11.0-200DD,,,Proposed,,-70.98919501,40.99568754,4540184,332690,19N,
-7904930.7953,5011650.5049,143,OCS-A 0487,Sunrise Wind,,Orsted,144,240,11,200,SG 11.0-200DD,,,Proposed,,-71.01120107,40.99530555,4540184,330838,19N,
-7907380.4519,5011593.5471,144,OCS-A 0487,Sunrise Wind,,Orsted,145,240,11,200,SG 11.0-200DD,,,Proposed,,-71.0332067,40.99491937,4540184,328986,19N,
-7892628.4858,5009467.0028,145,OCS-A 0487,Sunrise Wind,,Orsted,166,240,11,200,SG 11.0-200DD,,,Proposed,,-70.90068758,40.98049941,4538332,340098,19N,
-7895077.7575,5009413.1844,146,OCS-A 0487,Sunrise Wind,,Orsted,167,240,11,200,SG 11.0-200DD,,,Proposed,,-70.92268975,40.98013443,4538332,338246,19N,
-7897526.984,5009358.7476,147,OCS-A 0487,Sunrise Wind,,Orsted,168,240,11,200,SG 11.0-200DD,,,Proposed,,-70.94469152,40.97976525,4538332,336394,19N,
-7899976.1648,5009303.6923,148,OCS-A 0487,Sunrise Wind,,Orsted,169,240,11,200,SG 11.0-200DD,,,Proposed,,-70.96669288,40.97939188,4538332,334542,19N,
-7902425.2993,5009248.0185,149,OCS-A 0487,Sunrise Wind,,Orsted,170,240,11,200,SG 11.0-200DD,,,Proposed,,-70.98869382,40.97901431,4538332,332690,19N,
-7904874.387,5009191.7265,150,OCS-A 0487,Sunrise Wind,,Orsted,171,240,11,200,SG 11.0-200DD,,,Proposed,,-71.01069434,40.97863255,4538332,330838,19N,
-7907323.4275,5009134.8162,151,OCS-A 0487,Sunrise Wind,,Orsted,172,240,11,200,SG 11.0-200DD,,,Proposed,,-71.03269444,40.97824659,4538332,328986,19N,
-7895023.8596,5006954.8343,152,OCS-A 0487,Sunrise Wind,,Orsted,194,240,11,200,SG 11.0-200DD,,,Proposed,,-70.92220558,40.9634605,4536480,338246,19N,
-7897472.4703,5006900.443,153,OCS-A 0487,Sunrise Wind,,Orsted,195,240,11,200,SG 11.0-200DD,,,Proposed,,-70.94420182,40.96309154,4536480,336394,19N,
-7899921.0352,5006845.4338,154,OCS-A 0487,Sunrise Wind,,Orsted,196,240,11,200,SG 11.0-200DD,,,Proposed,,-70.96619764,40.96271839,4536480,334542,19N,
-7902369.5541,5006789.8066,155,OCS-A 0487,Sunrise Wind,,Orsted,197,240,11,200,SG 11.0-200DD,,,Proposed,,-70.98819305,40.96234104,4536480,332690,19N,
-7897418.0022,5004442.7515,156,OCS-A 0487,Sunrise Wind,,Orsted,220,240,11,200,SG 11.0-200DD,,,Proposed,,-70.94371252,40.94641777,4534628,336394,19N,
-7899865.9519,5004387.7884,157,OCS-A 0487,Sunrise Wind,,Orsted,221,240,11,200,SG 11.0-200DD,,,Proposed,,-70.96570282,40.94604484,4534628,334542,19N,
-7902313.8555,5004332.2077,158,OCS-A 0487,Sunrise Wind,,Orsted,222,240,11,200,SG 11.0-200DD,,,Proposed,,-70.98769271,40.94566771,4534628,332690,19N,
-7904761.7124,5004276.0098,159,OCS-A 0487,Sunrise Wind,,Orsted,223,240,11,200,SG 11.0-200DD,,,Proposed,,-71.00968217,40.94528639,4534628,330838,19N,
-7907209.5221,5004219.1946,160,OCS-A 0487,Sunrise Wind,,Orsted,224,240,11,200,SG 11.0-200DD,,,Proposed,,-71.03167121,40.94490088,4534628,328986,19N,
-7897363.5798,5001985.6728,161,OCS-A 0487,Sunrise Wind,,Orsted,234,240,11,200,SG 11.0-200DD,,,Proposed,,-70.94322364,40.92974395,4532776,336394,19N,
-7899810.9148,5001930.7555,162,OCS-A 0487,Sunrise Wind,,Orsted,235,240,11,200,SG 11.0-200DD,,,Proposed,,-70.96520842,40.92937123,4532776,334542,19N,
-7902258.2037,5001875.2214,163,OCS-A 0487,Sunrise Wind,,Orsted,236,240,11,200,SG 11.0-200DD,,,Proposed,,-70.98719278,40.92899433,4532776,332690,19N,
-7904705.4459,5001819.0704,164,OCS-A 0487,Sunrise Wind,,Orsted,237,240,11,200,SG 11.0-200DD,,,Proposed,,-71.00917672,40.92861323,4532776,330838,19N,
-7907152.6409,5001762.3029,165,OCS-A 0487,Sunrise Wind,,Orsted,238,240,11,200,SG 11.0-200DD,,,Proposed,,-71.03116024,40.92822795,4532776,328986,19N,
-7902202.5985,4999418.847,166,OCS-A 0487,Sunrise Wind,,Orsted,248,240,11,200,SG 11.0-200DD,,,Proposed,,-70.98669327,40.91232089,4530924,332690,19N,
-7904649.2265,4999362.7431,167,OCS-A 0487,Sunrise Wind,,Orsted,249,240,11,200,SG 11.0-200DD,,,Proposed,,-71.0086717,40.91194002,4530924,330838,19N,
-7907095.8074,4999306.023,168,OCS-A 0487,Sunrise Wind,,Orsted,250,240,11,200,SG 11.0-200DD,,,Proposed,,-71.0306497,40.91155496,4530924,328986,19N,
-7897745.4968,5019198.1077,169,OCS-A 0487,Sunrise Wind,,Orsted,63,240,11,200,SG 11.0-200DD,,,Proposed,,-70.94665445,41.04645958,4545740,336394,19N,
-7912337.9265,5013937.0228,170,OCS-A 0487,Sunrise Wind,,Orsted,118,240,11,200,SG 11.0-200DD,,,Proposed,,-71.07774044,41.01080667,4542036,325282,19N,
-7919688.1619,5013758.5754,171,OCS-A 0487,Sunrise Wind,,Orsted,121,240,11,200,SG 11.0-200DD,,,Proposed,,-71.1437687,41.00959704,4542036,319726,19N,
-7922138.14,5013697.8547,172,OCS-A 0487,Sunrise Wind,,Orsted,122,240,11,200,SG 11.0-200DD,,,Proposed,,-71.16577722,41.00918544,4542036,317874,19N,
-7924588.0673,5013636.515,173,OCS-A 0487,Sunrise Wind,,Orsted,123,240,11,200,SG 11.0-200DD,,,Proposed,,-71.18778529,41.00876963,4542036,316022,19N,
-7927037.943,5013574.5565,174,OCS-A 0487,Sunrise Wind,,Orsted,124,240,11,200,SG 11.0-200DD,,,Proposed,,-71.20979289,41.00834963,4542036,314170,19N,
-7931937.5378,5013448.7827,175,OCS-A 0487,Sunrise Wind,,Orsted,126,240,11,200,SG 11.0-200DD,,,Proposed,,-71.25380668,41.00749703,4542036,310466,19N,
-7934387.2558,5013384.9676,176,OCS-A 0487,Sunrise Wind,,Orsted,127,240,11,200,SG 11.0-200DD,,,Proposed,,-71.27581287,41.00706443,4542036,308614,19N,
-7912279.621,5011477.7748,177,OCS-A 0487,Sunrise Wind,,Orsted,147,240,11,200,SG 11.0-200DD,,,Proposed,,-71.07721667,40.99413441,4540184,325282,19N,
-7914729.1326,5011418.9607,178,OCS-A 0487,Sunrise Wind,,Orsted,148,240,11,200,SG 11.0-200DD,,,Proposed,,-71.099221,40.99373563,4540184,323430,19N,
-7919628.007,5011299.4767,179,OCS-A 0487,Sunrise Wind,,Orsted,150,240,11,200,SG 11.0-200DD,,,Proposed,,-71.14322832,40.99292549,4540184,319726,19N,
-7922077.3687,5011238.8069,180,OCS-A 0487,Sunrise Wind,,Orsted,151,240,11,200,SG 11.0-200DD,,,Proposed,,-71.16523131,40.99251412,4540184,317874,19N,
-7924526.6796,5011177.5186,181,OCS-A 0487,Sunrise Wind,,Orsted,152,240,11,200,SG 11.0-200DD,,,Proposed,,-71.18723383,40.99209856,4540184,316022,19N,
-7926975.9389,5011115.6118,182,OCS-A 0487,Sunrise Wind,,Orsted,153,240,11,200,SG 11.0-200DD,,,Proposed,,-71.2092359,40.9916788,4540184,314170,19N,
-7931874.3013,5010989.9432,183,OCS-A 0487,Sunrise Wind,,Orsted,155,240,11,200,SG 11.0-200DD,,,Proposed,,-71.25323862,40.9908267,4540184,310466,19N,
-7934323.4033,5010926.1815,184,OCS-A 0487,Sunrise Wind,,Orsted,156,240,11,200,SG 11.0-200DD,,,Proposed,,-71.27523927,40.99039435,4540184,308614,19N,
-7909772.4201,5009077.2878,185,OCS-A 0487,Sunrise Wind,,Orsted,173,240,11,200,SG 11.0-200DD,,,Proposed,,-71.05469411,40.97785644,4538332,327134,19N,
-7912221.3645,5009019.1409,186,OCS-A 0487,Sunrise Wind,,Orsted,174,240,11,200,SG 11.0-200DD,,,Proposed,,-71.07669334,40.97746209,4538332,325282,19N,
-7914670.26,5008960.376,187,OCS-A 0487,Sunrise Wind,,Orsted,175,240,11,200,SG 11.0-200DD,,,Proposed,,-71.09869214,40.97706355,4538332,323430,19N,
-7917119.1061,5008900.993,188,OCS-A 0487,Sunrise Wind,,Orsted,176,240,11,200,SG 11.0-200DD,,,Proposed,,-71.12069049,40.97666081,4538332,321578,19N,
-7919567.9025,5008840.9919,189,OCS-A 0487,Sunrise Wind,,Orsted,177,240,11,200,SG 11.0-200DD,,,Proposed,,-71.1426884,40.97625388,4538332,319726,19N,
-7922016.6484,5008780.3727,190,OCS-A 0487,Sunrise Wind,,Orsted,178,240,11,200,SG 11.0-200DD,,,Proposed,,-71.16468585,40.97584275,4538332,317874,19N,
-7924465.3433,5008719.1357,191,OCS-A 0487,Sunrise Wind,,Orsted,179,240,11,200,SG 11.0-200DD,,,Proposed,,-71.18668284,40.97542743,4538332,316022,19N,
-7926913.987,5008657.2808,192,OCS-A 0487,Sunrise Wind,,Orsted,180,240,11,200,SG 11.0-200DD,,,Proposed,,-71.20867937,40.97500792,4538332,314170,19N,
-7929362.5786,5008594.8078,193,OCS-A 0487,Sunrise Wind,,Orsted,181,240,11,200,SG 11.0-200DD,,,Proposed,,-71.23067544,40.97458421,4538332,312318,19N,
-7931811.1179,5008531.7172,194,OCS-A 0487,Sunrise Wind,,Orsted,182,240,11,200,SG 11.0-200DD,,,Proposed,,-71.25267104,40.97415631,4538332,310466,19N,
-7934259.6042,5008468.0087,195,OCS-A 0487,Sunrise Wind,,Orsted,183,240,11,200,SG 11.0-200DD,,,Proposed,,-71.27466616,40.97372422,4538332,308614,19N,
-7909714.828,5006619.2185,196,OCS-A 0487,Sunrise Wind,,Orsted,200,240,11,200,SG 11.0-200DD,,,Proposed,,-71.05417675,40.96118384,4536480,327134,19N,
-7912163.1567,5006561.1204,197,OCS-A 0487,Sunrise Wind,,Orsted,201,240,11,200,SG 11.0-200DD,,,Proposed,,-71.07617046,40.96078972,4536480,325282,19N,
-7914611.4368,5006502.4046,198,OCS-A 0487,Sunrise Wind,,Orsted,202,240,11,200,SG 11.0-200DD,,,Proposed,,-71.09816372,40.96039141,4536480,323430,19N,
-7919507.8483,5006383.1203,199,OCS-A 0487,Sunrise Wind,,Orsted,204,240,11,200,SG 11.0-200DD,,,Proposed,,-71.14214892,40.95958221,4536480,319726,19N,
-7921955.9788,5006322.5518,200,OCS-A 0487,Sunrise Wind,,Orsted,205,240,11,200,SG 11.0-200DD,,,Proposed,,-71.16414085,40.95917133,4536480,317874,19N,
-7924404.0585,5006261.366,201,OCS-A 0487,Sunrise Wind,,Orsted,206,240,11,200,SG 11.0-200DD,,,Proposed,,-71.18613231,40.95875625,4536480,316022,19N,
-7929300.0634,5006137.1421,202,OCS-A 0487,Sunrise Wind,,Orsted,208,240,11,200,SG 11.0-200DD,,,Proposed,,-71.23011386,40.95791352,4536480,312318,19N,
-7931747.9874,5006074.1043,203,OCS-A 0487,Sunrise Wind,,Orsted,209,240,11,200,SG 11.0-200DD,,,Proposed,,-71.25210393,40.95748587,4536480,310466,19N,
-7934195.8586,5006010.4491,204,OCS-A 0487,Sunrise Wind,,Orsted,210,240,11,200,SG 11.0-200DD,,,Proposed,,-71.27409352,40.95705403,4536480,308614,19N,
-7917238.1332,5013818.677,205,OCS-A 0487,Sunrise Wind,,Orsted,120,240,11,200,SG 11.0-200DD,,,Proposed,,-71.12175973,41.01000445,4542036,321578,19N,
-7907263.8371,5006563.8951,206,OCS-A 0487,Sunrise Wind,,Orsted,199,240,11,200,SG 11.0-200DD,,,Proposed,,-71.03215913,40.96080854,4536395,328986,19N,
-7892837.91,5016768.9106,207,OCS-A 0487,Sunrise Wind,,Orsted,80,240,11,200,SG 11.0-200DD,,,Proposed,,-70.90256886,41.02999998,4543830.9115,340059.4985,19N,
-7897709.8828,5016800.9677,208,OCS-A 0487,Sunrise Wind,,Orsted,82,240,11,200,SG 11.0-200DD,,,Proposed,,-70.94633453,41.03021722,4543936.1865,336380.656,19N,
-7914825.3869,5013932.9983,209,OCS-A 0487,Sunrise Wind,,Orsted,119,240,11,200,SG 11.0-200DD,,,Proposed,,-71.10008567,41.01077939,4542077.9481,323402.7904,19N,
-7890233.3034,5012045.6537,210,OCS-A 0487,Sunrise Wind,,Orsted,138,240,11,200,SG 11.0-200DD,,,Proposed,,-70.87917129,40.99798466,4540234,341950,19N,
-7899981.8039,5011692.7725,211,OCS-A 0487,Sunrise Wind,,Orsted,142,240,11,200,SG 11.0-200DD,,,Proposed,,-70.96674354,40.99559213,4540130.6231,334578.2467,19N,
-7909741.1904,5011568.9642,212,OCS-A 0487,Sunrise Wind,,Orsted,146,240,11,200,SG 11.0-200DD,,,Proposed,,-71.05441357,40.99475269,4540207.2552,327201.7372,19N,
-7904943.9576,5006730.6522,213,OCS-A 0487,Sunrise Wind,,Orsted,198,240,11,200,SG 11.0-200DD,,,Proposed,,-71.01131931,40.96193976,4536480,330742.7457,19N,
-7917054.3724,5006341.5177,214,OCS-A 0487,Sunrise Wind,,Orsted,203,240,11,200,SG 11.0-200DD,,,Proposed,,-71.12010898,40.95929999,4536403.4192,321580.1471,19N,
-7844004.5086,5032573.8249,215,OCS-A 0501,Vineyard Wind 1,1,Vineyard Wind,AL38,247.5,13.60000038,220,GE Haliade-X,-38.59,,Proposed,,-70.46389109,41.13701615,4555000,377138,19N,N
-7841508.1876,5030150.1845,216,OCS-A 0501,Vineyard Wind 1,1,Vineyard Wind,AM39,247.5,13.60000038,220,GE Haliade-X,-37.93,,Proposed,,-70.44146627,41.12061682,4553148,378990,19N,N
-7843963.2416,5030109.0889,217,OCS-A 0501,Vineyard Wind 1,1,Vineyard Wind,AM38,247.5,13.60000038,220,GE Haliade-X,-39.03,,Proposed,,-70.46352039,41.12033872,4553148,377138,19N,N
-7841467.5762,5027686.0329,218,OCS-A 0501,Vineyard Wind 1,1,Vineyard Wind,AN39,247.5,13.60000038,220,GE Haliade-X,-38.81,,Proposed,,-70.44110145,41.10393918,4551296,378990,19N,N
-7843922.0093,5027644.9716,219,OCS-A 0501,Vineyard Wind 1,1,Vineyard Wind,AN38,247.5,13.60000038,220,GE Haliade-X,-38.31,,Proposed,,-70.46314999,41.10366124,4551296,377138,19N,N
-7846376.4079,5027603.2874,220,OCS-A 0501,Vineyard Wind 1,1,Vineyard Wind,AN37,247.5,13.60000038,220,GE Haliade-X,-40.45,,Proposed,,-70.48519822,41.10337908,4551296,375286,19N,N
-7848830.7714,5027560.9804,221,OCS-A 0501,Vineyard Wind 1,1,Vineyard Wind,AN36,247.5,13.60000038,220,GE Haliade-X,-40.61,,Proposed,,-70.50724614,41.1030927,4551296,373434,19N,N
-7841426.9987,5025222.4993,222,OCS-A 0501,Vineyard Wind 1,1,Vineyard Wind,AP39,247.5,13.60000038,220,GE Haliade-X,-39.26,,Proposed,,-70.44073694,41.08726148,4549444,378990,19N,N
-7838973.1517,5025262.9038,223,OCS-A 0501,Vineyard Wind 1,1,Vineyard Wind,AP40,247.5,13.60000038,220,GE Haliade-X,-40.21,,Proposed,,-70.41869366,41.08753505,4549444,380842,19N,N
-7836519.2712,5025302.6858,224,OCS-A 0501,Vineyard Wind 1,1,Vineyard Wind,AP41,247.5,13.60000038,220,GE Haliade-X,-38.68,,Proposed,,-70.39665009,41.0878044,4549444,382694,19N,N
-7843880.8116,5025181.4723,225,OCS-A 0501,Vineyard Wind 1,1,Vineyard Wind,AP38,247.5,13.60000038,220,GE Haliade-X,-39.53,,Proposed,,-70.46277991,41.08698371,4549444,377138,19N,N
-7846334.5899,5025139.8231,226,OCS-A 0501,Vineyard Wind 1,1,Vineyard Wind,AP37,247.5,13.60000038,220,GE Haliade-X,-39.83,,Proposed,,-70.48482256,41.08670171,4549444,375286,19N,N
-7848788.3332,5025097.5514,227,OCS-A 0501,Vineyard Wind 1,1,Vineyard Wind,AP36,247.5,13.60000038,220,GE Haliade-X,-42.11,,Proposed,,-70.50686491,41.0864155,4549444,373434,19N,N
-7851242.0408,5025054.6575,228,OCS-A 0501,Vineyard Wind 1,1,Vineyard Wind,AP35,247.5,13.60000038,220,GE Haliade-X,-42.31,,Proposed,,-70.52890693,41.08612507,4549444,371582,19N,N
-7841386.4553,5022759.5833,229,OCS-A 0501,Vineyard Wind 1,1,Vineyard Wind,AQ39,247.5,13.60000038,220,GE Haliade-X,-41.2,,Proposed,,-70.44037273,41.07058374,4547592,378990,19N,N
-7838933.2281,5022799.954,230,OCS-A 0501,Vineyard Wind 1,1,Vineyard Wind,AQ40,247.5,13.60000038,220,GE Haliade-X,-40.09,,Proposed,,-70.41833502,41.07085714,4547592,380842,19N,N
-7836479.9675,5022839.7027,231,OCS-A 0501,Vineyard Wind 1,1,Vineyard Wind,AQ41,247.5,13.60000038,220,GE Haliade-X,-38.69,,Proposed,,-70.39629701,41.07112634,4547592,382694,19N,N
-7834026.6738,5022878.8296,232,OCS-A 0501,Vineyard Wind 1,1,Vineyard Wind,AQ42,247.5,13.60000038,220,GE Haliade-X,-38.75,,Proposed,,-70.37425871,41.07139132,4547592,384546,19N,N
-7843839.6485,5022718.5909,233,OCS-A 0501,Vineyard Wind 1,1,Vineyard Wind,AQ38,247.5,13.60000038,220,GE Haliade-X,-41.42,,Proposed,,-70.46241013,41.07030612,4547592,377138,19N,N
-7846292.807,5022676.9764,234,OCS-A 0501,Vineyard Wind 1,1,Vineyard Wind,AQ37,247.5,13.60000038,220,GE Haliade-X,-40.99,,Proposed,,-70.48444722,41.07002429,4547592,375286,19N,N
-7848745.9306,5022634.7401,235,OCS-A 0501,Vineyard Wind 1,1,Vineyard Wind,AQ36,247.5,13.60000038,220,GE Haliade-X,-41.01,,Proposed,,-70.506484,41.06973825,4547592,373434,19N,N
-7851199.0185,5022591.882,236,OCS-A 0501,Vineyard Wind 1,1,Vineyard Wind,AQ35,247.5,13.60000038,220,GE Haliade-X,-43.03,,Proposed,,-70.52852046,41.06944799,4547592,371582,19N,N
-7853652.0704,5022548.4023,237,OCS-A 0501,Vineyard Wind 1,1,Vineyard Wind,AQ34,247.5,13.60000038,220,GE Haliade-X,-42.05,,Proposed,,-70.55055659,41.06915352,4547592,369730,19N,N
-7841345.9459,5020297.2846,238,OCS-A 0501,Vineyard Wind 1,1,Vineyard Wind,AR39,247.5,13.60000038,220,GE Haliade-X,-41.42,,Proposed,,-70.44000883,41.05390594,4545740,378990,19N,N
-7838893.338,5020337.6215,239,OCS-A 0501,Vineyard Wind 1,1,Vineyard Wind,AR40,247.5,13.60000038,220,GE Haliade-X,-40.71,,Proposed,,-70.41797668,41.05417919,4545740,380842,19N,N
-7836440.6967,5020377.337,240,OCS-A 0501,Vineyard Wind 1,1,Vineyard Wind,AR41,247.5,13.60000038,220,GE Haliade-X,-38.55,,Proposed,,-70.39594424,41.05444822,4545740,382694,19N,N
