score_recent(long),date_recent,score_two(long),date_two,score_three(long),date_three,permitnumber(long),facilitytype(long),facilitytypedescription,subtype(long),subtypedescription,premisename,premiseaddress,premisecity,premisestate,premisezip(long),openingdate,object_id(long)
82,2023/08/08 04:00:00+00,83,2023/07/11 00:00:00,92,2022/08/05 00:00:00,100794.0,695,SWIMMING AREA,191.0,SPA,STANDARD COUNTRY CLUB,8208 STANDARD CLUB LANE,LOUISVILLE,KY,40241,1988/08/03 00:00:00,3.0
97,2023/08/31 04:00:00+00,97,2023/07/25 00:00:00,94,2022/08/17 00:00:00,78634.0,695,SWIMMING AREA,199.0,SWIMMING POOL,GLEN OAKS GOLF & COUNTRY CLUB,10601 WORTHINGTON LANE,PROSPECT,KY,40059,2016/07/28 00:00:00,1.0
100,2023/08/11 04:00:00+00,97,2023/07/05 00:00:00,97,2022/07/21 00:00:00,100528.0,695,SWIMMING AREA,191.0,SWIMMING / DIVING POOL,WESTPORT GARDENS,1249 WESTLYNNE WAY,LOUISVILLE,KY,40222,2008/06/02 00:00:00,35.0
89,2023/08/08 04:00:00+00,89,2023/07/11 00:00:00,95,2022/08/05 00:00:00,93922.0,695,SWIMMING AREA,199.0,WADING POOL,STANDARD COUNTRY CLUB,8208 STANDARD CLUB LANE,LOUISVILLE,KY,40241,1988/06/07 00:00:00,6.0
81,2023/07/27 04:00:00+00,78,2023/07/06 00:00:00,87,2022/08/25 00:00:00,100528.0,695,SWIMMING AREA,192.0,SWIMMING POOL,POLO FIELDS COUNTRY CLUB,17001 POLO FIELDS LN,LOUISVILLE,KY,40245,1995/06/01 00:00:00,4.0
100,2023/07/28 04:00:00+00,100,2023/06/16 00:00:00,100,2022/08/03 00:00:00,99702.0,695,SWIMMING AREA,198.0,SPLASH PAD,SKYVIEW PARK SPLASH PAD,2866 WATTERSON TRAIL,JEFFERSONTOWN,KY,40299,2014/07/01 00:00:00,38.0
87,2023/10/24 04:00:00+00,95,2023/04/04 00:00:00,92,2022/08/30 00:00:00,100794.0,695,SWIMMING AREA,191.0,SPA,LAQUINTA INN & SUITES,1501 ALLIANT AVENUE,JEFFERSONTOWN,KY,40299,2001/06/11 00:00:00,39.0
82,2023/08/15 04:00:00+00,93,2023/06/13 00:00:00,88,2022/08/30 00:00:00,100528.0,695,SWIMMING AREA,191.0,SWIMMING / DIVING POOL,BARDSTOWN FOREST,2041 BUECHEL BANK RD,LOUISVILLE,KY,40218,2008/09/29 00:00:00,2.0
83,2023/08/22 04:00:00+00,87,2023/06/22 00:00:00,97,2022/08/03 00:00:00,78634.0,695,SWIMMING AREA,191.0,SWIMMING POOL,STONEHENGE CONDOS,245 STONEHENGE DR,LOUISVILLE,KY,40207,1988/06/07 00:00:00,41.0
84,2023/07/27 04:00:00+00,84,2023/07/06 00:00:00,87,2022/08/25 00:00:00,93922.0,695,SWIMMING AREA,199.0,SWIMMING POOL,POLO FIELDS COUNTRY CLUB,17001 POLO FIELDS LN,LOUISVILLE,KY,40245,1995/06/06 00:00:00,13.0
91,2023/07/26 04:00:00+00,94,2023/05/25 00:00:00,85,2022/07/20 00:00:00,80487.0,695,SWIMMING AREA,197.0,SWIMMING POOL,SIGNATURE POINT,1200 HELM PLACE LANE,JEFFERSONTOWN,KY,40299,2014/06/06 00:00:00,41.0
98,2023/08/07 04:00:00+00,91,2023/06/13 00:00:00,100,2022/07/25 00:00:00,78639.0,695,SWIMMING AREA,191.0,SPA,THE FLATS AT HURSTBOURNE APTS,3280 SILVER SPRINGS DR,LOUISVILLE,KY,40220,2018/05/22 00:00:00,8.0
100,2023/07/10 04:00:00+00,100,2023/05/31 00:00:00,100,2022/07/25 00:00:00,29350.0,695,SWIMMING AREA,198.0,SWIMMING POOL,METRO PARKS SHELBY PARK SPRAYGROUND,600 E OAK ST,LOUISVILLE,KY,40203,2008/12/29 00:00:00,39.0
98,2023/08/03 04:00:00+00,93,2023/07/11 00:00:00,93,2022/07/07 00:00:00,93922.0,695,SWIMMING AREA,191.0,SPA,METRO PARKS SUN VALLEY,6506 BETHANY LN,LOUISVILLE,KY,40272,1988/06/07 00:00:00,46.0
92,2023/08/02 04:00:00+00,85,2023/06/23 00:00:00,95,2022/07/29 00:00:00,100794.0,695,SWIMMING AREA,191.0,SPA,HAMPTON INN,800 PHILLIPS LN,LOUISVILLE,KY,40209,1995/06/13 00:00:00,9.0
83,2023/07/26 04:00:00+00,88,2023/06/27 00:00:00,93,2022/07/20 00:00:00,103431.0,695,SWIMMING AREA,191.0,SPLASH PAD,SIGNATURE POINT,1200 HELM PLACE LANE,LOUISVILLE,KY,40299,2014/07/10 00:00:00,6.0
92,2023/07/06 04:00:00+00,98,2023/05/30 00:00:00,95,2022/07/08 00:00:00,79206.0,695,SWIMMING AREA,198.0,SWIMMING POOL,ADVENTURE PLAYGROUND,1201 RIVER RD,LOUISVILLE,KY,40202,1988/06/07 00:00:00,15.0
100,2023/01/20 05:00:00+00,100,2022/11/01 00:00:00,90,2022/03/25 00:00:00,100794.0,695,SWIMMING AREA,191.0,WADING POOL,LOUISVILLE MARRIOTT EAST,1903 EMBASSY SQUARE BLVD,LOUISVILLE,KY,40299,2016/12/09 00:00:00,15.0
89,2023/08/25 04:00:00+00,89,2023/04/27 00:00:00,93,2023/01/06 00:00:00,100528.0,695,SWIMMING AREA,191.0,SPA,HOMEWOOD SUITES,635 W MARKET ST,LOUISVILLE,KY,40202,2018/03/26 00:00:00,17.0
96,2023/11/01 04:00:00+00,97,2023/07/22 00:00:00,82,2023/05/02 00:00:00,99463.0,695,SWIMMING AREA,191.0,SPA,HOME 2 SUITES,240 S. HANCOCK ST,LOUISVILLE,KY,40202,1988/06/07 00:00:00,12.0
89,2023/08/22 04:00:00+00,92,2023/04/28 00:00:00,91,2022/08/18 00:00:00,103431.0,695,SWIMMING AREA,197.0,SPA,OMNI LOUISVILLE - LEVEL 3,400 S. 2ND STREET,LOUISVILLE,KY,40202,2018/03/08 00:00:00,5.0
89,2023/08/22 04:00:00+00,86,2023/04/13 00:00:00,93,2022/08/18 00:00:00,93922.0,695,SWIMMING AREA,198.0,SWIMMING POOL,OMNI LOUISVILLE - LEVEL 3 POOL,400 S. 2ND STREET,LOUISVILLE,KY,40202,2018/03/08 00:00:00,39.0
87,2023/08/04 04:00:00+00,90,2023/06/01 00:00:00,92,2022/08/11 00:00:00,100528.0,695,SWIMMING AREA,191.0,SPLASH PAD,THE RESIDENCES AT OMNI - LEVEL 16 POOL,200 WEST LIBERTY ST,LOUISVILLE,KY,40202,2018/05/21 00:00:00,38.0
90,2023/08/14 04:00:00+00,80,2023/07/07 00:00:00,86,2022/08/11 00:00:00,93922.0,695,SWIMMING AREA,198.0,SWIMMING POOL,LOUISVILLE BROADWAY APTS LLC / HIGHLAND STATION,1172 E BROADWAY,LOUISVILLE,KY,40204,2018/05/22 00:00:00,46.0
90,2023/08/30 04:00:00+00,88,2023/07/17 00:00:00,92,2022/08/16 00:00:00,100794.0,695,SWIMMING AREA,191.0,SPA,ASPENWOOD APARTMENTS,3300 ASPEN VALLEY CIRCLE,LOUISVILLE,KY,40241,2017/02/27 00:00:00,46.0
95,2023/04/25 04:00:00+00,94,2022/11/30 00:00:00,97,2022/04/28 00:00:00,78634.0,695,SWIMMING AREA,198.0,SWIMMING POOL,QUALITY INN,1301 KENTUCKY MILLS DR,LOUISVILLE,KY,40299,2017/02/28 00:00:00,1.0
89,2023/09/26 04:00:00+00,90,2023/01/20 00:00:00,92,2022/08/31 00:00:00,78411.0,695,SWIMMING AREA,191.0,SWIMMING / DIVING POOL,HOME 2 SUITES,3000 CRITTENDEN DR,LOUISVILLE,KY,40209,2018/05/25 00:00:00,9.0
94,2023/08/01 04:00:00+00,92,2023/06/01 00:00:00,96,2022/07/28 00:00:00,94109.0,695,SWIMMING AREA,198.0,SWIMMING POOL,BRADFORD MILL LOFTS,1124 REUTLINGER AVE,LOUISVILLE,KY,40204,1988/06/07 00:00:00,6.0
90,2023/09/28 04:00:00+00,97,2023/04/28 00:00:00,91,2023/01/05 00:00:00,99702.0,695,SWIMMING AREA,197.0,SWIMMING POOL,THE PARK AT HURSTBOURNE APTS -VARSITY CLUB,6121 BIG BEN DR,FERN CREEK,KY,40291,2017/03/29 00:00:00,1.0
92,2023/08/29 04:00:00+00,90,2023/06/26 00:00:00,96,2022/08/12 00:00:00,103431.0,695,SWIMMING AREA,191.0,SPLASH PAD,SOUTHGATE LANDING,10960 SOUTHGATE MANOR DR,LOUISVILLE,KY,40229,2017/03/30 00:00:00,3.0
82,2023/08/12 04:00:00+00,89,2023/07/14 00:00:00,93,2022/08/03 00:00:00,51464.0,695,SWIMMING AREA,197.0,SWIMMING POOL,THE ENCLAVE AT BRECKENRIDGE,7204 CHURCHILL PARK DR,LOUISVILLE,KY,40220,2017/04/14 00:00:00,1.0
76,2023/08/04 04:00:00+00,95,2023/06/07 00:00:00,89,2023/05/25 00:00:00,99474.0,695,SWIMMING AREA,191.0,WADING POOL,STATION J-TOWN,9601 BALSAM WAY,JEFFERSONTOWN,KY,40299,2017/05/16 00:00:00,3.0
83,2023/07/26 04:00:00+00,89,2023/06/27 00:00:00,100,2022/07/20 00:00:00,79206.0,695,SWIMMING AREA,191.0,SPA,THE LODGES,14500 ENGLISH PARK CIR,JEFFERSONTOWN,KY,40299,1988/06/07 00:00:00,13.0
89,2023/10/19 04:00:00+00,92,2023/05/12 00:00:00,98,2022/11/16 00:00:00,78411.0,695,SWIMMING AREA,191.0,WADING POOL,HYATT REGENCY,311 S 4TH ST,LOUISVILLE,KY,40202,2017/07/06 00:00:00,46.0
92,2023/07/20 04:00:00+00,93,2022/09/20 00:00:00,91,2021/12/20 00:00:00,93922.0,695,SWIMMING AREA,197.0,SWIMMING POOL,U OF L HOT WALK THRU,2800 S FLOYD ST,LOUISVILLE,KY,40209,2018/07/31 00:00:00,19.0
98,2023/01/25 05:00:00+00,95,2022/09/16 00:00:00,95,2021/12/20 00:00:00,99898.0,695,SWIMMING AREA,197.0,SWIMMING POOL,U OF L - COLD WALK THRU,2800 S FLOYD ST,LOUISVILLE,KY,40209,2018/07/31 00:00:00,6.0
82,2023/03/08 05:00:00+00,94,2021/04/02 00:00:00,89,2019/05/30 00:00:00,99474.0,695,SWIMMING AREA,191.0,WADING POOL,TOWNEPLACE SUITES / FAIRFIELD INN & SUITES,10110 CHAMPION FARMS DR,LOUISVILLE,KY,40241,2018/04/18 00:00:00,4.0
90,2023/08/16 04:00:00+00,86,2023/07/11 00:00:00,96,2022/08/18 00:00:00,100794.0,695,SWIMMING AREA,198.0,SWIMMING POOL,WINGATE INN,3200 KEMMONS DR,LOUISVILLE,KY,40218,2018/05/23 00:00:00,21.0
95,2023/01/25 05:00:00+00,96,2022/10/10 00:00:00,93,2021/12/20 00:00:00,78411.0,695,SWIMMING AREA,197.0,SWIMMING POOL,U OF L FOOTBALL 0-5 HYDROWORX,2800 S FLOYD ST,LOUISVILLE,KY,40202,2018/07/31 00:00:00,3.0
90,2023/07/20 04:00:00+00,96,2023/01/25 00:00:00,93,2022/09/16 00:00:00,78411.0,695,SWIMMING AREA,197.0,SWIMMING POOL,U OF L FOOTBALL HOT PLUNGE WHITE HYDROWORX,2800 S FLOYD ST,LOUISVILLE,KY,40209,2018/07/31 00:00:00,35.0
98,2023/01/25 05:00:00+00,93,2022/09/16 00:00:00,92,2021/12/20 00:00:00,94109.0,695,SWIMMING AREA,197.0,SWIMMING POOL,U OF L FOOTBALL COLD PLUNGE WHITE HYDROWORX,2800 S FLOYD ST,LOUISVILLE,KY,40209,2018/07/31 00:00:00,46.0
92,2023/04/24 04:00:00+00,97,2022/11/18 00:00:00,95,2022/04/29 00:00:00,103431.0,695,SWIMMING AREA,191.0,SPLASH PAD,WINGATE BY WYNDHAM,12301 ALLIANT COURT,JEFFERSONTOWN,KY,40299,2017/08/31 00:00:00,5.0
88,2023/07/26 04:00:00+00,88,2023/07/13 00:00:00,86,2022/08/11 00:00:00,78634.0,695,SWIMMING AREA,191.0,SPLASH PAD,BAXTER APARTMENTS,1221 E BROADWAY,LOUISVILLE,KY,40204,1988/06/07 00:00:00,8.0
95,2023/08/23 04:00:00+00,100,2022/07/05 00:00:00,94,2022/06/21 00:00:00,103431.0,695,SWIMMING AREA,191.0,SWIMMING POOL,RIVERPORT FAMILY RESIDENCES,3400 CATHE DYKSTRA WAY,LOUISVILLE,KY,40216,1988/06/07 00:00:00,76.0
95,2023/07/26 04:00:00+00,94,2023/06/20 00:00:00,89,2022/07/20 00:00:00,100528.0,695,SWIMMING AREA,191.0,SPA,SHAKES RUN,16901 SHAKES CREEK DR,LOUISVILLE,KY,40223,1988/06/07 00:00:00,5.0
91,2023/04/26 04:00:00+00,95,2022/12/20 00:00:00,86,2022/03/18 00:00:00,78411.0,695,SWIMMING AREA,191.0,SWIMMING POOL,AQUA-TOTS SWIM CLUB,117 BLANKENBAKER PKWY,LOUISVILLE,KY,40223,2018/04/05 00:00:00,5.0
83,2023/03/27 04:00:00+00,93,2022/09/30 00:00:00,89,2022/04/01 00:00:00,94109.0,695,SWIMMING AREA,191.0,SWIMMING POOL,RESIDENCE INN,401 BULLITT LANE,LOUISVILLE,KY,40222,2018/06/08 00:00:00,23.0
100,2023/07/10 04:00:00+00,100,2023/05/31 00:00:00,97,2022/07/11 00:00:00,78986.0,695,SWIMMING AREA,198.0,SWIMMING POOL,METRO PARKS SHEPPARD PARK,1601 MAGAZINE ST,LOUISVILLE,KY,40203,2018/06/04 00:00:00,4.0
88,2023/05/12 04:00:00+00,89,2022/05/12 00:00:00,90,2021/03/16 00:00:00,100794.0,695,SWIMMING AREA,191.0,SWIMMING POOL,SWIM LABS #1 LEFT,3572 SPRINGHURST BLVD,LOUISVILLE,KY,40241,2018/11/06 00:00:00,1.0
92,2023/05/12 04:00:00+00,92,2022/05/12 00:00:00,93,2021/03/16 00:00:00,100528.0,695,SWIMMING AREA,191.0,SWIMMING POOL,SWIM LABS #2 MIDDLE,3572 SPRINGHURST BLVD,LOUISVILLE,KY,40241,2018/11/06 00:00:00,8.0
89,2023/05/12 04:00:00+00,91,2022/05/12 00:00:00,87,2021/03/16 00:00:00,29350.0,695,SWIMMING AREA,191.0,SWIMMING POOL,SWIM LABS #3 RIGHT,3572 SPRINGHURST BLVD,LOUISVILLE,KY,40241,2018/11/06 00:00:00,46.0
81,2023/05/12 04:00:00+00,86,2022/05/12 00:00:00,90,2021/03/16 00:00:00,79206.0,695,SWIMMING AREA,191.0,SWIMMING POOL***,SAFE SPLASH SWIM SCHOOL / LAP POOL,3572 SPRINGHURST BLVD,LOUISVILLE,KY,40241,2019/03/07 00:00:00,76.0
86,2023/05/02 04:00:00+00,95,2022/12/06 00:00:00,91,2022/05/23 00:00:00,99898.0,695,SWIMMING AREA,191.0,SWIMMING POOL,YMCA - REPUBLIC BANK FOUNDATION,1720 WEST BROADWAY,LOUISVILLE,KY,40203,1988/06/07 00:00:00,13.0
90,2023/08/17 04:00:00+00,80,2023/06/08 00:00:00,97,2022/08/12 00:00:00,94109.0,695,SWIMMING AREA,197.0,SPA,THE EDGE,555 S 4TH ST,LOUISVILLE,KY,40202,2019/05/24 00:00:00,13.0
93,2023/08/17 04:00:00+00,76,2023/06/08 00:00:00,92,2022/08/12 00:00:00,99702.0,695,SWIMMING AREA,191.0,SWIMMINGPOOL,THE EDGE,555 S 4TH ST,LOUISVILLE,KY,40202,2019/05/22 00:00:00,15.0
100,2022/08/08 04:00:00+00,95,2022/08/02 00:00:00,88,2020/06/22 00:00:00,103431.0,695,SWIMMING AREA,191.0,SWIMMIN GPOOL,THE GRAND OF PROSPECT,9300 CIVIC WAY,PROSPECT,KY,40059,2019/08/09 00:00:00,4.0
100,2023/08/17 04:00:00+00,100,2023/07/19 00:00:00,95,2022/06/27 00:00:00,78639.0,695,SWIMMING AREA,191.0,SWIMMING POOL,WATERFORD PLACE,4105 WATERFORD CIR,LOUISVILLE,KY,40207,2005/06/29 00:00:00,10.0
96,2023/08/21 04:00:00+00,96,2023/07/13 00:00:00,100,2022/08/16 00:00:00,78411.0,695,SWIMMING AREA,191.0,SWIMMING POOL,COBBLESTONE CONDOMINIUMS,10001 GLASGOW BLVD,LOUISVILLE,KY,40241,2001/05/23 00:00:00,90.0
95,2023/08/30 04:00:00+00,88,2023/08/02 00:00:00,95,2022/08/25 00:00:00,80487.0,695,SWIMMING AREA,191.0,SWIMMING POOL,CHARLESTOWN OF DOUGLASS HILLS,407 CHARLESTOWN COURT,LOUISVILLE,KY,40243,1988/08/02 00:00:00,91.0
97,2023/07/19 04:00:00+00,89,2023/06/22 00:00:00,98,2022/08/29 00:00:00,93922.0,695,SWIMMING AREA,191.0,SWIMMING POOL,GREENWOOD PLACE APTS,7500 GREENWOOD PLACE CIR,LOUISVILLE,KY,40258,1995/07/12 00:00:00,92.0
95,2023/08/19 04:00:00+00,82,2023/06/01 00:00:00,89,2022/08/18 00:00:00,94109.0,695,SWIMMING AREA,191.0,SWIMMING POLO,TERRACES AT FOREST SPRINGS,3501 TERRACE SPRING DR,LOUISVILLE,KY,40245,2001/05/23 00:00:00,93.0
92,2023/07/14 04:00:00+00,98,2023/06/16 00:00:00,100,2022/08/18 00:00:00,99463.0,695,SWIMMING AREA,191.0,SWoIMMING POOL,SYCAMORE CONDOS,217 SYCAMORE DR,LOUISVILLE,KY,40223,1988/06/07 00:00:00,94.0
100,2023/07/31 04:00:00+00,98,2023/06/29 00:00:00,98,2022/07/05 00:00:00,82705.0,695,SWIMMING AREA,204.0,SPLASH PAD,METRO PARKS WYANDOTTE PARK SPRAYGROUND,1104 BEECHER ST,LOUISVILLE,KY,40215,2008/12/29 00:00:00,95.0
100,2023/08/11 04:00:00+00,100,2023/07/10 00:00:00,100,2022/08/11 00:00:00,95698.0,695,SWIMMING AREA,198.0,SPLASH PAD,FOUNTAIN SQUARE APT,3600 FOUNTAIN DR,LOUISVILLE,KY,40218,2014/07/03 00:00:00,96.0
91,2023/07/25 04:00:00+00,94,2023/06/05 00:00:00,94,2022/07/15 00:00:00,53598.0,695,SWIMMING AREA,191.0,SWIMMING POOL,WINDSOR GATE CONDOMINIUMS,8601 AMBROSSE LN,LOUISVILLE,KY,40299,1998/07/08 00:00:00,97.0
100,2023/06/28 04:00:00+00,100,2023/06/23 00:00:00,100,2022/08/08 00:00:00,82706.0,695,SWIMMING AREA,249.0,SPLASH PAD,METRO PARKS FARNSLEY PARK SPRAYGROUND,3100 WEDGEWOOD WAY,LOUISVILLE,KY,40220,2008/12/29 00:00:00,98.0
