yearvalue(long),statevalue,hai,county,facilityid(long),facilityname,operativeprocedure,procedurecount(long),predictedinfectioncount(double precision),infectioncount(long)
2016,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Stanislaus,30000122.0,Doctors Medical Center,Appendix surgery,79,0.21,0
2016,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Santa Cruz,70000139.0,Dominican Hospital,Appendix surgery,48,0.18,0
2016,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Los Angeles,140000012.0,Earl & Loraine Miller Children's Hospital,Appendix surgery,380,1.14,1
2016,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Los Angeles,930000053.0,East Los Angeles Doctors Hospital,Appendix surgery,44,0.03,0
2016,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Alameda,140000183.0,den Medical Center,Appendix surgery,3,0.0,0
2016,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Riverside,240000100.0,Eisenhower Medical Center,Appendix surgery,59,0.16,0
2016,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Santa Clara,70001351.0,El Camino Hospital,Appendix surgery,3,0.01,0
2016,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Imperial,40000122.0,Antelope Valley Hospital,Appendix surgery,13,0.01,0
2016,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Stanislaus,30000122.0,Emanuel Medical Center,Appendix surgery,88,0.41,1
2016,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Butet,140000012.0,Enloe Medical Center - Esplanade,Appendix surgery,77,0.27,0
2016,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Siskinyou,230000019.0,Fairchild Medical Center,Appendix surgery,5,0.0,0
2016,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Butte,240000024.0,Alhambra Hospital Medical Center,Appendix surgery,8,0.01,0
2016,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Los Angeles,930000070.0,Foothill Presbyterian Hospital-Johnston Memorial,Appendix surgery,4,0.01,1
2016,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Orange,60000011.0,Fountain Valley Regional Hospital & Medical Center,Appendix surgery,215,0.66,0
2016,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Medocino,140000425.0,Frank R. Howard Memorial Hospital,Appendix surgery,12,0.01,0
2016,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",San Luis Obispo,930000040.0,French Hospital Medical Center,Appendix surgery,1,0.0,0
2016,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Orange,930001543.0,California Pacific Medical Center - California West Campus Hospital,Appendix surgery,7,0.0,0
2016,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Los Angelzes,930000058.0,Garfield Medical eCnter,Appendix surgery,44,0.14,0
2016,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Monterey,240000082.0,George L. Mee Memorial Hospital,Appendix surgery,26,0.02,0
2016,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Los Angeles,240000100.0,Glendale Adventist Medical Center,Appendix surgery,6,0.02,0
2016,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Los Angeles,70000139.0,Glendale Memorial Hospital and Health Center,Appendix surgery,5,0.01,0
2016,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Los Angeles,40000122.0,Glendora Community Hospital,Appendix surgery,1,0.0,0
2016,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Santa Barbara,50000017.0,Goleta Valley Cottage Hospital,Appendix surgery,2,0.0,0
2016,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Los Angeles,40000122.0,"Good Samaritan Hospital, Los Angeles",Appendix surgery,4,0.02,0
2016,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Santa Clara,70000153.0,"Good Samaritan Hospital, San Jose",Appendix surgery,69,0.2,0
2016,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Los Angeles,930000034.0,Greater El Monte Community Hospital,Appendix surgery,28,0.05,0
2016,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",San Diego,80000045.0,Grossmont Hospital,Appendix surgery,7,0.02,0
2016,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",San Benito,70001351.0,AHMC Anaheim Regional Medical Center,Appendix surgery,19,0.02,0
2016,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Riverside,930000070.0,Hemet Valley Medical Center,Appendix surgery,2,0.01,0
2016,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Ls Angeles,240000100.0,Henry Mayo Newhall Hospital,Appendix surgery,31,0.1,0
2016,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",San Bernardino,630012960.0,Hi-Desert Medical Center,Appendix surgery,9,0.01,0
2016,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Alamedda,60000002.0,Highland Hospital,Appendix surgery,5,0.01,0
2016,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Orange,60000074.0,Hoag Hospital Irvine,Appendix surgery,5,0.01,0
2016,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Orange,930000034.0,Hoag Memorial Hospital Presbyterian,Appendix surgery,8,0.02,0
2016,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Los Angeles,930000065.0,Hollywood Presbyterian Medical Center,Appendix surgery,3,0.01,0
2016,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Orange,930000114.0,Huntington Beach Hospital,Appendix surgery,3,0.0,0
2016,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Los Angeles,930000026.0,Huntington Memorial Hospital,Appendix surgery,87,0.41,0
2016,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Riverisde,630012960.0,John F. Kennedy Memorial Hospital,Appendix surgery,67,0.05,1
2016,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Contra Costa,240000100.0,John Muir Medical Center - Concord Campus,Appendix surgery,5,0.04,0
2016,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Contra Costa,140000425.0,John Muir Medical Center - Walnut Creek Campus,Appendix surgery,75,0.35,0
2016,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Solano,930000070.0,"Kaiser Foundation Hospital and Rehab Center, Vallejo",Appendix surgery,17,0.06,0
2016,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Contra Costa,140000012.0,"Kaiser Foundation Hospital, Antioch",Appendix surgery,14,0.02,0
2016,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Los Angeles,930001543.0,"Kaiser Foundation Hospital, Baldwin Park",Appendix surgery,17,0.05,0
2016,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Los Angeles,70000139.0,"Kaiser Foundation Hospital, Downey",Appendix surgery,176,0.7,0
2016,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",San Bernardino,240000024.0,"Kaiser Foundation Hospital, Fontana",Appendix surgery,111,0.41,2
2016,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Alameda,140000425.0,"Kaiser Foundation Hospital, Fremont",Appendix surgery,4,0.0,0
2016,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Fresno,240000100.0,"Kaiser Foundation Hospital, Fresno",Appendix surgery,3,0.0,0
2016,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Los Angeles,930000082.0,"Kaiser Foundation Hospital, Los Angeles",Appendix surgery,97,0.45,4
2016,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",San Joaquin,930000008.0,"Kaiser Foundation Hospital, Manteca",Appendix surgery,61,0.05,0
2016,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Riverside,630012960.0,"Kaiser Foundation Hospital, Moreno Valley",Appendix surgery,16,0.01,0
2016,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Alameda,930000002.0,"Kaiser Foundation Hospital, Oakland/Richmond",Appendix surgery,111,0.49,0
2016,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",San Bernardino,930000004.0,Children's Hospital at Mission,Appendix surgery,21,0.02,0
2016,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Orage,630013929.0,"Kaiser Foundation Hospital, Orange County, Anaheim",Appendix surgery,117,0.46,1
2016,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Orange,930000012.0,"Kaiser Foundation Hospital, Orange County, Irvine",Appendix surgery,12,0.01,0
2016,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Los Angeles,30000122.0,"Kaiser Foundation Hospital, Panorama City",Appendix surgery,47,0.15,0
2016,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",San Mateo,930000005.0,"Kaiser Foundation Hospital, Redwood City",Appendix surgery,7,0.01,0
2016,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Riversied,60000002.0,"Kaiser Foundation Hospital, Riverside",Appendix surgery,37,0.22,0
2016,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Placre,930000070.0,"Kaiser Foundation Hospital, Roseville",Appendix surgery,129,0.76,0
2016,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Sabcramento,240000100.0,"Kaiser Foundation Hospital, Sacramento",Appendix surgery,14,0.07,0
2016,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",San Diego,930000114.0,"Kaiser Foundation Hospital, San Diego",Appendix surgery,83,0.31,1
2016,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",San Francisco,930000012.0,"Kaiser Foundation Hospital, San Francisco",Appendix surgery,23,0.11,0
2016,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Santa Clara,70000150.0,"Kaiser Foundation Hospital, San Jose",Appendix surgery,19,0.12,0
2016,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Alameda,930000040.0,"Kaiser Foundation Hospital, San Leandro",Appendix surgery,10,0.03,0
2016,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Marin,110000944.0,"Kaiser Foundation Hospital, San Rafael",Appendix surgery,12,0.02,0
2016,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Santa Clara,70001355.0,"Kaiser Foundation Hospital, Santa Clara",Appendix surgery,104,0.51,0
2016,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",oSnoma,930000004.0,"Kaiser Foundation Hospital, Santa Rosa",Appendix surgery,39,0.07,0
2016,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Los Angeles,930000071.0,"Kaiser Foundation Hospital, South Bay",Appendix surgery,27,0.09,0
2016,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Sacramento,240000100.0,"Kaiser Foundation Hospital, South Sacramento",Appendix surgery,52,0.22,1
2016,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",San Mateo,220000009.0,"Kaiser Foundation Hospital, South San Francisco",Appendix surgery,11,0.01,0
2016,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Solao,30000122.0,"Kaiser Foundation Hospital, Vacaville",Appendix surgery,32,0.04,0
2016,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Contra Costa,140000425.0,Anaheim Global Medical Center,Appendix surgery,73,0.35,0
2016,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Los Angeles,930000076.0,"Kaiser Foundation Hospital, West LA",Appendix surgery,20,0.06,0
2016,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Los Angeles,630012960.0,"Kaiser Foundation Hospital, Woodland Hills",Appendix surgery,32,0.12,1
2016,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Tulare,120001444.0,Kaweah Delta Medical Center,Appendix surgery,40,0.15,0
2016,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Kern,120000342.0,Kern Medical Center,Appendix surgery,27,0.1,1
2016,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Orange,930000004.0,La Palma Intercommunity Hospital,Appendix surgery,5,0.0,0
2016,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Los Angeles,60000027.0,LAC/Harbor UCLA Medical Center,Appendix surgery,54,0.22,0
2016,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",os Angeles,930000082.0,LAC/Olive View UCLA Medical Center,Appendix surgery,25,0.11,0
2016,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Los Angeles,60000040.0,LeAC+USC Medical Center,Appendix surgery,72,0.33,0
2016,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Los Angeles,930000034.0,Lakewood Regional Medical Center,Appendix surgery,3,0.01,0
2016,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",San Joaquin,930000070.0,Lodi Memorial Hospital,Appendix surgery,37,0.04,0
2016,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",San Bernardino,630015551.0,Loma Linda University Children's Hospital,Appendix surgery,208,1.09,0
2016,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Riverside,60000074.0,Loma Linda University Medical Center - Murrieta,Appendix surgery,7,0.0,0
2016,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Santa Barbara,50000018.0,Lompoc Valley Medical Center,Appendix surgery,14,0.02,0
2016,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Los Angeles,930000005.0,Long Beach Memorial Medical Center,Appendix surgery,15,0.05,0
2016,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Orange,70000139.0,Los Alamitos Medical Center,Appendix surgery,3,0.0,0
2016,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Los Angeles,930000085.0,Los Angeles Community Hospital,Appendix surgery,28,0.02,0
2016,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Ventura,50000020.0,Los Robles Hospital & Medical Center,Appendix surgery,39,0.12,0
2016,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Santa Clara,240000100.0,Lucile Packard Children's Hospital Stanford,Appendix surgery,66,0.36,1
2016,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Humobldt,930000070.0,Mad River Community Hospital,Appendix surgery,7,0.01,0
2016,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Madera,930000070.0,Madera Community Hospital,Appendix surgery,4,0.01,0
2016,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Mono,140000425.0,Mammoth Hospital,Appendix surgery,5,0.0,0
2016,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Santa Barbara,50000021.0,Marian Regional Medical Center,Appendix surgery,79,0.07,1
2016,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",San Luis Obispo,930000082.0,"Marian Regional Medical Center, Arroyo Grande",Appendix surgery,10,0.01,0
2016,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Marin,110000953.0,Marin General Hospital,Appendix surgery,6,0.01,0
2016,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Los Angeles,930000002.0,Marina Del Rey Hospital,Appendix surgery,2,0.0,0
2016,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Calaveras,930000040.0,Mark Twain Medical Center,Appendix surgery,6,0.01,0
2016,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",El Dorado,30000121.0,Marshall Medical Center,Appendix surgery,14,0.01,0
2016,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Los Angeles,930000008.0,Martin Luther King Jr. Community Hospital,Appendix surgery,3,0.0,0
2016,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Merced,930000008.0,Anaheim Global Medical Center,Appendix surgery,20,0.02,0
2016,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Los Angeles,240000100.0,Memorial Hospital of Gardena,Appendix surgery,1,0.0,0
2016,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Stanislaus,930000002.0,Memorial Medical Center,Appendix surgery,37,0.21,0
2016,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Mendocino,930000034.0,Arrowhead Regional Medical Center,Appendix surgery,2,0.0,0
2016,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Riverside,40000122.0,Menifee Valley Medical Center,Appendix surgery,1,0.0,0
2016,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Saacramento,930000008.0,Mercy General Hospital,Appendix surgery,2,0.01,0
2016,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Kern,70000139.0,Mercy Hospital,Appendix surgery,8,0.01,0
2016,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Sacramento,930000008.0,Barstow Community Hospital,Appendix surgery,21,0.02,0
2016,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Merced,40000113.0,Mercy Medical Center,Appendix surgery,12,0.02,0
2016,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Siskiyou,930000005.0,Adventist Medical Center - Selma,Appendix surgery,3,0.0,0
2016,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Shasta,240000100.0,Mercy Medical Center Redding,Appendix surgery,41,0.14,0
2016,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Sacramento,140000425.0,Mercy San Juan Medical Center,Appendix surgery,27,0.09,0
2016,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Kern,240000100.0,Mercy Southwest Hospital,Appendix surgery,25,0.03,0
2016,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Sacramento,240000100.0,Children's Hospital of Orange County,Appendix surgery,15,0.01,0
2016,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Los Angeles,140000012.0,Methodist Hospital of Southern California,Appendix surgery,8,0.02,0
2016,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",San Mateo,30000135.0,Beverly Hospital,Appendix surgery,33,0.11,0
2016,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",dSan Bernardino,140000012.0,Montclair Hospital Medical Center,Appendix surgery,11,0.01,0
2016,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Los Angeles,630012960.0,Monterey Park Hospital,Appendix surgery,30,0.02,0
2016,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Monterey,70000145.0,Natividad Medical Center,Appendix surgery,61,0.05,3
2016,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Solano,630012960.0,Community Hospital of The Monterey Peninsula,Appendix surgery,13,0.02,0
2016,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Solano,110000378.0,Northbay Vacavalley Hospital,Appendix surgery,1,0.0,0
2016,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Inyo,140000425.0,Northern Inyo Hospital,Appendix surgery,8,0.01,0
2016,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Los Angeles,930000111.0,Northridge Hospital Medical Center,Appendix surgery,78,0.24,0
2016,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Marin,240000100.0,Novato Community Hospital,Appendix surgery,4,0.0,0
2016,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Stanikslaus,30000131.0,Oak Valley Hospital District,Appendix surgery,17,0.01,0
2016,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Santa Clara,30000117.0,O'Connor Hospital,Appendix surgery,31,0.11,0
2016,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Los Angeles,60000011.0,"Kaiser Foundation Hospital, South Sacramento",Appendix surgery,1,0.01,0
2016,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Orange,930000040.0,Orange County Global Medical Center,Appendix surgery,2,0.01,0
2016,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Butte***,30000122.0,Oroville Hospital,Appendix surgery,5,0.01,0
2016,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Los Angeles,140000425.0,Pacific Alliance Medical Center,Appendix surgery,11,0.01,0
2016,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Los Angeles,30000117.0,Doctors Medical Center,Appendix surgery,3,0.0,0
2016,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Los Angeles,930000077.0,Palmdale Regional Medical Center,Appendix surgery,11,0.01,0
2016,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Riverside,140000425.0,Palo Verde Hospital,Appendix surgery,3,0.0,0
2016,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",San Diego,930000002.0,Palomar Medical Center,Appendix surgery,15,0.06,0
2016,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Riverside,250000044.0,Parkview Community Hospital Medical Center,Appendix surgery,24,0.02,0
2016,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Sonoma,60000074.0,Petaluma Valley Hospital,Appendix surgery,9,0.02,0
2016,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Los Angeles,70000150.0,"Kaiser Foundation Hospital, Fontana",Appendix surgery,1,0.0,0
2016,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Imperial,930000004.0,Pioneers Memorial Healthcare District,Appendix surgery,8,0.01,0
2016,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Orange,60000062.0,Placentia Linda Hospital,Appendix surgery,2,0.0,0
2016,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Plumas,30000117.0,Plumas District Hospital,Appendix surgery,1,0.0,0
2016,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",San Diego,930000004.0,Pomerado Hospital,Appendix surgery,5,0.01,0
2016,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Los Angeles,930000005.0,Pomona Valley Hospital Medical Center,Appendix surgery,125,0.61,1
